#漢字	音標	解釋
㐴	pʰɑ̟n1	
璃	l̃i2	
璊	mᵇə̞n2	
璏	ɥe̞7	
璐	l̃u̜5	
璚	t͡ɕʰyn2	
璛	ɕi̯ɔ7	
璞	pʰɔ7	
璟	t͡ɕyn3	
璦	ŋɑɪ̯5	
璧	pi̯e̞7	
環	xwɑ̟n2	
璱	sɐ̝7	
璹	sɔ7	
璽	ɕi3	
瓁	ŋɔ7	
瓄	tɔ7	
瓅	l̃i̯e̞7	
瓈	l̃i2	
瓊	t͡ɕʰyn2	
瓜	kwɑ1	
瓝	pɔ7	
瓞	ti̯e̞7	
瓟	pɔ7	
瓠	fʋ̩2	
瓠	fʋ̩5	
瓡	t͡se̞7	
瓢	pʰi̯ɑʊ̯2	
瓣	pɑ̟n5	
瓤	zɑŋ2	瓤：果肉
瓦	wɑ3	
瓶	pʰin2	
瓷	t͡sʰzᵚ2	
甄	t͡sə̞n1	
甋	ti̯e̞7	
甌	ŋə̞ʊ̯1	
甑	t͡sə̞n5	～子飯
甓	pi̯e̞7	
甔	tɑ̟n1	
甔	tɑ̟n5	
甕	ɔŋ5	
甘	kɑ̟n1	甘蔗
甙	tɑɪ̯5	
甚	sə̞n5	
甜	tʰi̯ɐ̝n2	
甞	sɑŋ2	
生	sə̞n1	
產	t͡sʰɑ̟n3	
甤	zwe̞ɪ̯2	
甥	sə̞n1	
用	jɔŋ5	
甫	pʰu̜3	
甬	jɔŋ3	
甯	l̃in2	
甯	l̃in5	
田	tʰi̯ɐ̝n2	
由	jə̞ʊ̯2	
甲	t͡ɕi̯ɑ7	
申	sə̞n1	
甶	fɔ7	
男	l̃ɑ̟n2	
甸	ti̯ɐ̝n5	
甾	t͡szᵚ1	
界	kɑɪ̯5	
界	t͡ɕi̯ɑɪ̯5	文讀
畏	we̞ɪ̯5	
畐	fɔ7	
畑	tʰi̯ɐ̝n2	
留	l̃i̯ə̞ʊ̯2	
畚	pə̞n3	
畜	ɕi̯ɔ7	畜牧業
畜	t͡sʰɔ7	畜牲
畝	mᵇɔŋ3	
畟	t͡sʰɐ̝7	
畟	t͡ɕi̯e̞7	
畢	pi̯e̞7	
畣	tɑ7	
略	l̃i̯ɔ7	
番	fɑ̟n1	
畫	xwɑ5	
異	ji5	
畲	se̞ɪ̯1	
當	tɑŋ1	
當	tɑŋ5	
畷	t͡swɐ̝7	
畿	t͡ɕi1	
畿	t͡ɕʰi2	
疀	t͡sʰɑ7	
疆	t͡ɕi̯ɑŋ1	
疇	t͡sʰə̞ʊ̯2	
疊	ti̯e̞7	
疏	su̜1	
疑	l̃i2	
疒	l̃ɐ̝7	
疙	kɐ̝7	～瘩(㾑)，表示身上隆起的小包
疙	l̃i̯e̞7	形容詞，用來形容人癡呆的樣子
疝	sɑ̟n5	
疤	pɑ1	
疥	kɑɪ̯5	
疦	t͡ɕy̑e̞7	
疦	ɕy̑e̞7	
疫	jɔ7	
疲	pʰi2	
疵	t͡sʰzᵚ1	
疶	ɕi̯e̞7	
疹	t͡sə̞n1	濕～
疼	tʰə̞n2	
疽	t͡ɕy1	
疾	t͡ɕi̯e̞7	
痁	ti̯ɐ̝n5	
痄	t͡sɑ3	
病	pin5	
痆	l̃ɑ7	
症	t͡sə̞n5	
痊	t͡ɕʰy̑ɐ̝n2	
痏	we̞ɪ̯3	
痔	t͡szᵚ5	
痕	xə̞n2	
痛	tʰɔŋ5	
痞	pʰi3	
痢	l̃i5	
痣	t͡szᵚ5	
痥	tɔ7	
痬	je̞7	
痰	tʰɑ̟n2	
痱	fe̞ɪ̯5	
痹	pʰi2	
瘁	t͡sʰwe̞ɪ̯5	
瘃	t͡sɔ7	
瘋	fɔŋ1	
瘌	l̃ɑ7	
瘍	jɑŋ2	
瘚	t͡ɕy̑e̞7	
瘛	t͡sʰɐ̝7	
瘜	ɕi̯e̞7	
瘟	wə̞n1	
瘠	t͡ɕi̯e̞7	
瘡	t͡sʰwɑŋ1	
瘤	l̃i̯ə̞ʊ̯2	
瘦	sə̞ʊ̯5	
瘧	jɔ7	
瘩	tɑ7	疙～(㾑)，表示身上隆起的小包
瘴	t͡sɑŋ5	
瘸	t͡ɕʰy2	
瘼	mᵇɔ7	
療	l̃i̯ɑʊ̯2	
癅	l̃i̯ə̞ʊ̯2	
癆	l̃ɑʊ̯5	
癖	pʰi̯e̞7	
癟	pi̯ɑ3	白讀，一說本字為（扁）
癟	pʰi̯e̞7	
癡	t͡sʰzᵚ1	
癢	jɑŋ3	
癤	t͡ɕi̯e̞7	
癧	l̃i̯e̞7	
癨	xɔ7	
癩	l̃ɑɪ̯5	
癬	ɕy̑ɐ̝n3	
癯	t͡ɕʰy2	
癶	pɔ7	
癸	kʰwe̞ɪ̯2	
癹	pʰɑ7	
登	tə̞n1	
發	fɑ7	
白	pɐ̝7	
百	pɐ̝7	
皀	pi̯e̞7	
皂	t͡sɑʊ̯5	
皃	mᵇɔ7	
的	ti̯e̞7	
皆	kɑɪ̯1	
皆	t͡ɕi̯ɑɪ̯1	文讀
皇	xwɑŋ2	
皋	kɑʊ̯1	
皋	kɑʊ̯1	
皓	xɑʊ̯5	
皕	pi̯e̞7	
皖	kʰwɑ̟n3	
皚	ŋɑɪ̯3	
皟	t͡sʰɐ̝7	
皣	je̞7	
皪	l̃i̯e̞7	
皭	t͡ɕi̯ɔ7	
皮	pʰi2	
皳	t͡ɕʰi̯ə̞ʊ̯2	
皴	t͡sə̞n1	～裂或作（皸）裂
皴	t͡ɕyn1	
皵	t͡ɕʰi̯ɔ7	
皵	t͡ɕʰi̯e̞7	
皸	t͡sʰə̞n1	～裂或作（皴）裂
皺	t͡sɔŋ5	
皾	tɔ7	
皿	mᵇin3	
盂	jy1	
盅	t͡sɔŋ1	
盆	pʰə̞n1	茶～
盆	pʰə̞n2	
盈	jin2	
益	je̞7	
盋	pɔ7	
盍	xɔ7	
盒	xɔ7	
盔	kʰwe̞ɪ̯1	
盛	t͡sʰə̞n2	
盛	sə̞n5	
盜	tɑʊ̯5	
盝	l̃ɔ7	
盞	t͡sɑ̟n3	
盟	mᵇɔŋ2	
盡	t͡ɕin5	
盢	ɕi̯ɔ7	
監	t͡ɕi̯ɐ̝n1	
盤	pʰɑ̟n2	
盦	ɔ7	
盧	l̃u̜2	
目	mᵇɔ7	
盯	tin1	
盯	tin2	白讀
盱	ɕy1	
盲	mᵇɑŋ2	
直	t͡se̞7	
相	ɕi̯ɑŋ1	
相	ɕi̯ɑŋ5	
盼	pʰɑ̟n5	
盾	tə̞n5	
盿	mᵇin2	
省	sə̞n3	
省	ɕin3	
眇	mᵇi̯ɑʊ̯3	
眉	mᵇi2	
眉	mᵇe̞ɪ̯2	文讀
眊	mᵇɑʊ̯5	
看	kʰɑ̟n1	
看	kʰɑ̟n5	
眓	xɔ7	
眔	tʰɑ7	
眙	ji2	
眜	mᵇɔ7	
真	t͡sə̞n1	
眠	mᵇi̯ɐ̝n2	
眢	wɑ̟n1	
眣	t͡sʰe̞7	
眨	t͡sɑ7	
眩	ɕy̑ɐ̝n2	最老派文讀
眩	ɕy̑ɐ̝n5	
眯	mᵇi3	文讀如播糠眯目
眯	mᵇi1	
眲	l̃ɐ̝7	
眵	t͡sʰzᵚ1	
眶	kʰwɑŋ1	
眷	t͡ɕy̑ɐ̝n5	
眸	mᵇɔŋ2	
眺	tʰi̯ɑʊ̯5	
眼	jɐ̝n3	
眽	mᵇɐ̝7	
眾	t͡sɔŋ5	
睃	sɔ2	
睌	mᵇi̯ɑ3	～起不干=拖延不干
睏	kʰwə̞n5	睡覺
睕	ɔ7	
睖	l̃ə̞n2	動詞表示瞪，瞟之意
睗	se̞7	
睘	t͡ɕʰyn2	
睛	t͡ɕin1	
睜	t͡sʰə̞n1	
睜	t͡sə̞n1	
睡	swe̞ɪ̯5	
督	tɔ7	
睥	pʰi5	
睦	mᵇɔ7	
睨	l̃i2	
睩	l̃ɔ7	
睫	t͡ɕi̯e̞7	
睬	t͡sʰɑɪ̯3	
睰	mᵇɑ7	
睾	kʰɑʊ̯1	
睿	zwe̞ɪ̯5	
瞀	mᵇɔ7	
瞁	ɕi̯ɔ7	
瞂	fɑ7	
瞄	mᵇi̯ɑʊ̯2	
瞊	tɑŋ5	瞙瞊：眼部殘疾者
瞎	ɕi̯ɑ7	
瞐	mᵇɔ7	
瞖	ji5	
瞘	ŋə̞ʊ̯1	
瞙	mᵇɔ7	
瞞	mᵇɑ̟n2	
瞟	pʰi̯ɑʊ̯3	白讀，作動詞
瞟	pʰi̯ɑʊ̯2	
瞥	pʰi̯e̞7	
瞧	t͡ɕʰi̯ɑʊ̯2	
瞨	pʰɔ7	
瞪	tə̞n5	
瞬	sɔŋ3	白讀，如：一～間
瞬	swə̞n5	
瞭	l̃i̯ɑʊ̯2	～望
瞭	l̃i̯ɑʊ̯2	白讀1，如：明～
瞭	l̃i̯ɑʊ̯3	
瞰	kʰɑ̟n5	
瞱	je̞7	
瞲	ɕy̑e̞7	
瞳	tʰɔŋ2	
瞻	t͡sɑ̟n1	
瞼	t͡ɕi̯ɐ̝n3	
瞿	t͡ɕʰy2	
矆	ɕi̯ɔ7	
矇	mᵇɔŋ2	
矍	t͡ɕi̯ɔ7	
矎	ɕyn5	
矐	xɔ7	
矗	t͡sʰɔ7	
矚	t͡sɔ7	
矛	mᵇɑʊ̯2	
矜	t͡ɕin1	
矝	t͡ɕin1	
矞	jɔ7	
矟	sɔ7	
矠	t͡sɐ̝7	
矠	t͡sʰɐ̝7	
矢	szᵚ3	
矣	ji3	
知	t͡szᵚ1	
矩	t͡ɕy3	
矬	t͡sʰɔ2	
短	twɑ̟n3	
矮	ŋɑɪ̯3	
矯	t͡ɕi̯ɑʊ̯3	
矱	jɔ7	
矱	xwɐ̝7	
石	se̞7	
矹	ŋɔ7	
矺	tɑ7	
矺	tʰɔ7	
矺	t͡sɐ̝7	
矻	kʰɔ7	
砉	xwɐ̝7	
砉	ɕi̯ɔ7	
砌	t͡ɕʰi5	
砎	kɑɪ̯5	
砐	ŋɔ7	
砒	pʰe̞ɪ̯1	
研	l̃i̯ɐ̝n1	
砘	tʰə̞n5	梯砍, 砍級, 梯级級, 台階
砝	fɑ7	
砟	t͡sɑ7	道砟
砡	jɔ7	
砧	t͡sə̞n1	
砬	l̃i̯e̞7	
砰	pɑŋ2	擬聲詞
砰	pʰɑŋ1	
砲	pʰɑʊ̯5	
砳	l̃ɐ̝7	
破	pʰɔ5	
砵	pɔ7	
砸	t͡sɑŋ2	白讀
砸	t͡sɑ7	
硅	kwe̞ɪ̯1	
硈	t͡ɕʰi̯ɑ7	
硉	l̃ɔ7	
硌	l̃ɔ7	
硒	ɕi1	
硝	ɕi̯ɑʊ̯1	
硞	t͡ɕʰi̯ɔ7	1.石聲。2.堅固
硞	kʰɔ7	[礐～]：水激石險峻不平的樣子
硞	kʰɔ7	[碌～]: 石不平的樣子
硤	ɕi̯ɑ7	
硦	l̃ɔ7	
硩	t͡sʰɐ̝7	
硩	tʰi̯e̞7	
硫	l̃i̯ə̞ʊ̯2	
硬	ŋə̞n5	
硯	l̃i̯ɐ̝n5	
硺	t͡sɔ7	
碌	l̃ɔ7	
碎	t͡sʰwe̞ɪ̯5	白讀，文讀1，作動詞。如：粉碎
碎	swe̞ɪ̯5	文讀，名詞。如：碎片
碏	t͡ɕʰi̯ɔ7	
碑	pe̞ɪ̯1	
碕	t͡ɕʰi2	
碗	wɑ̟n3	
碟	ti̯e̞7	
碡	tɔ7	
碣	t͡ɕi̯e̞7	
碧	pi̯e̞7	
碩	sɔ7	
碩	se̞7	通（石）
碪	t͡sə̞n1	
碰	pʰɑŋ3	白讀，如：～著就⋯
碰	pʰɔŋ5	
確	t͡ɕʰi̯ɔ7	
碻	t͡ɕʰi̯ɔ7	
碼	mᵇɑ3	
碾	l̃i̯ɐ̝n3	
磁	t͡sʰzᵚ2	
磂	l̃i̯ə̞ʊ̯2	
磆	xwɑ7	
磉	sɑŋ3	
磍	ɕi̯ɑ7	
磔	t͡sɐ̝7	
磕	kʰɔ7	
磚	t͡swɑ̟n1	
磟	l̃ɔ7	
磧	t͡ɕʰi̯e̞7	
磨	mᵇɔ2	
磨	mᵇɔ5	
磬	t͡ɕʰin5	
磭	t͡sʰɔ7	
磭	jɔ7	
磶	ɕi̯e̞7	
磷	l̃in2	
磼	t͡sɑ7	
磿	l̃i̯e̞7	
礊	kʰɐ̝7	
礊	xwɐ̝7	
礍	t͡ɕi̯e̞7	
礎	t͡sʰu̜3	
礏	ŋɔ7	
礐	t͡ɕʰi̯ɔ7	
礐	xɔ7	
礐	xɔ7	玉石
礘	ŋɔ7	
礙	ŋɑɪ̯5	
礡	pɔ7	
礣	mᵇɑ7	
礤	t͡sʰɑ7	
礦	kʰwɑŋ5	
礪	l̃i5	
礫	l̃i̯e̞7	
礬	fɑ̟n2	
示	szᵚ5	
社	se̞ɪ̯5	
礿	jɔ7	
祀	szᵚ5	
祈	t͡ɕʰi2	
祉	t͡szᵚ3	
祋	tɔ7	
祏	se̞7	
祐	jə̞ʊ̯5	
祓	fɔ7	
祕	pe̞ɪ̯5	最老派
祕	mᵇi̯e̞7	
祖	t͡su̜3	
祜	fʋ̩5	
祝	t͡sɔ7	
神	sə̞n2	
祠	t͡sʰzᵚ2	
祥	ɕi̯ɑŋ2	
票	pʰi̯ɑʊ̯5	
祫	ɕi̯ɑ7	
祭	t͡ɕi5	
祰	kɔ7	
祴	kɑɪ̯1	
祿	l̃ɔ7	
禁	t͡ɕin5	
禃	t͡se̞7	
禍	xɔ5	
福	fɔ7	
禚	t͡sɔ7	
禜	jyn2	
禜	jyn5	
禦	jy5	
禧	ɕi1	
禪	sɑ̟n2	
禪	sɑ̟n5	禪讓
禮	l̃i3	
禱	tɑʊ̯3	
禴	jɔ7	
禹	jy3	
禼	ɕi̯e̞7	
禽	t͡ɕʰin2	
禾	xɔ2	
禿	tʰɔ7	
秀	ɕi̯ə̞ʊ̯5	
私	szᵚ1	
秄	t͡szᵚ3	
秈	ɕi̯ɐ̝n1	
秉	pin3	
秋	t͡ɕʰi̯ə̞ʊ̯1	
科	kʰɔ1	
秒	mᵇi̯ɑʊ̯3	
秕	pʰi3	
秘	pe̞ɪ̯5	最老派
秘	mᵇi̯e̞7	
秝	l̃i̯e̞7	
租	t͡su̜1	
秣	mᵇɔ7	
秤	t͡sʰə̞n5	
秦	t͡ɕʰin2	
秧	jɑŋ1	
秨	t͡sɔ7	
秩	t͡sʰe̞7	
秫	sɔ7	
秳	xɔ7	秳蔴
秷	t͡se̞7	
秸	t͡ɕi̯e̞7	
移	ji2	
稀	ɕi1	
稄	t͡sɐ̝7	
稅	swe̞ɪ̯5	
稈	kɑ̟n3	
程	t͡sʰə̞n2	
稍	sɑʊ̯1	
稑	l̃ɔ7	
稗	pɑɪ̯5	
稙	t͡se̞7	
稚	t͡szᵚ5	
稜	l̃ə̞n2	
稟	pin3	
稠	t͡sʰə̞ʊ̯2	
稡	t͡sɔ7	
稭	kɑɪ̯1	
種	t͡sɔŋ3	
種	t͡sɔŋ5	
稱	t͡sʰə̞n1	
稱	t͡sʰə̞n5	
稶	jɔ7	
稷	t͡ɕi̯e̞7	
稸	ɕi̯ɔ7	
稸	t͡sʰɔ7	
稻	tɑʊ̯5	
稼	t͡ɕi̯ɑ5	
稽	t͡ɕʰi1	蘇稽
稽	t͡ɕi1	
稿	kɑʊ̯3	
穀	kɔ7	
穄	t͡ɕi5	
穆	mᵇɔ7	
穇	sɑ̟n1	
穈	mᵇə̞n2	
穊	t͡ɕi5	
穋	l̃ɔ7	
積	t͡ɕi̯e̞7	
穎	jin3	
穕	t͡ɕʰi̯e̞7	
穗	xwe̞ɪ̯5	
穗	swe̞ɪ̯5	
穙	pʰɔ7	
穛	t͡sɔ7	
穡	sɐ̝7	
穢	xwe̞ɪ̯5	
穩	wə̞n3	
穫	xɔ7	收穫
穱	t͡sɔ7	
穲	l̃i2	
穴	ɕi̯e̞7	
穵	jɑ7	
穵	wɑ7	
究	t͡ɕi̯ə̞ʊ̯5	
穸	ɕi̯e̞7	
穹	t͡ɕʰi̯ɔŋ2	
空	kʰɔŋ1	
空	kʰɔŋ5	
穿	t͡sʰwɑ̟n1	
突	tʰɔ7	
窄	t͡sɐ̝7	
窇	pɔ7	
窈	jɑʊ̯3	
窋	t͡sɔ7	
窒	t͡se̞7	
窕	tʰi̯ɑʊ̯3	
窖	kɑʊ̯5	
窗	t͡sʰɑŋ1	
窘	t͡ɕyn3	
窟	kʰɔ7	
窠	kʰɔ3	
窡	t͡swɑ7	
窣	sɔ7	
窨	jin5	
窩	ɔ1	
窪	wɑ1	
窫	jɑ7	
窮	t͡ɕʰi̯ɔŋ2	
窯	jɑʊ̯2	
窰	jɑʊ̯2	
窸	ɕi̯e̞7	
窺	kʰwe̞ɪ̯1	
竁	t͡sʰwe̞ɪ̯5	
竄	t͡sʰwɑ̟n5	
竅	t͡ɕʰi̯ɑʊ̯5	
竇	tə̞ʊ̯5	
竊	t͡ɕʰi̯e̞7	
立	l̃i̯e̞7	
站	t͡sɑ̟n5	車站
竟	t͡ɕin5	
章	t͡sɑŋ1	
竣	t͡ɕyn5	
童	tʰɔŋ2	
竦	sɔŋ3	
竭	t͡ɕi̯e̞7	
端	twɑ̟n1	
競	t͡ɕin5	
竹	t͡sɔ7	
竺	t͡sɔ7	
竿	kɑ̟n1	
笆	pɑ1	
笈	t͡ɕi̯e̞7	
笊	t͡sɑʊ̯5	
笑	ɕi̯ɑʊ̯5	
笘	ti̯e̞7	
笙	sə̞n1	
笚	tɑ7	
笚	ɕi̯ɑ7	
笛	ti̯e̞7	
笝	l̃ɑ7	
笠	l̃i̯e̞7	□笠：斗笠：ŋɔ˧˩˩ lɛ˧˩˩，前字疑似箬
笢	mᵇin3	
笣	pɑʊ̯1	
符	fʋ̩2	
笧	t͡sʰɐ̝7	
笨	pə̞n5	
笪	tɑ7	
第	ti5	
笮	t͡sɔ7	
笮	t͡sɐ̝7	
笰	fɔ7	
笿	l̃ɔ7	
筆	pi̯e̞7	
筈	kwɑ7	
等	tə̞n3	
筋	t͡ɕin1	
筌	t͡ɕʰy̑ɐ̝n2	
筍	sə̞n3	
筏	fɑ7	
筐	kʰwɑŋ1	
筒	tʰɔŋ2	
答	tɑ7	
答	tɐ̝7	白讀，表示應答如：～應
策	t͡sʰɐ̝7	
筠	t͡ɕyn1	地名如：～連
筨	xɑ̟n2	
筰	t͡sɔ7	
筲	sɑʊ̯1	
筴	t͡ɕi̯ɑ7	
筵	jɑɪ̯2	
筶	kɑʊ̯5	
筷	kʰwɑɪ̯5	
箅	pi5	
箋	t͡ɕi̯ɐ̝n1	
箍	kʰu̜1	
箏	t͡sə̞n1	
箐	t͡ɕʰin1	
箑	sɑ7	
箔	pɔ7	
算	swɑ̟n5	
箙	fɔ7	
箚	t͡sɑ7	
管	kwɑ̟n3	
箢	ɥɐ̝n1	～箕：竹篾編成的畚箕
箤	t͡ɕi̯ɔ7	
箬	zɔ7	粽箬
箭	t͡ɕi̯ɐ̝n5	
箱	ɕi̯ɑŋ1	
箸	t͡su̜5	筷子
箹	jɔ7	
箾	sɔ7	
箿	t͡ɕi̯e̞7	
節	t͡ɕi̯e̞7	
範	fɑ̟n5	
篆	t͡swɑ̟n5	
篇	pʰi̯ɐ̝n1	
築	t͡sɔ7	
篋	t͡ɕʰi̯e̞7	
篕	xɔ7	
篞	l̃i̯e̞7	
篡	t͡sʰwɑ̟n5	
篤	tɔ7	
篥	l̃i̯e̞7	
篦	pi5	
篧	t͡sɔ7	
篩	sɑɪ̯1	
篲	t͡sʰwe̞ɪ̯3	形容詞，表不結實
篳	pi̯e̞7	
篴	ti̯e̞7	通（笛）
篴	t͡sɔ7	
篷	pʰɔŋ2	
篹	swɑ̟n3	
篼	tə̞ʊ̯1	
篾	mᵇi̯e̞7	
簀	t͡sɐ̝7	
簇	t͡ɕʰi̯ɔ7	
簍	l̃ə̞ʊ̯3	
簎	t͡sʰɔ7	
簎	t͡sʰɐ̝7	初三
簎	t͡ɕi̯e̞7	
簏	l̃ɔ7	
簙	pɔ7	
簡	t͡ɕi̯ɐ̝n3	
簪	t͡sɑ̟n1	
簫	ɕi̯ɑʊ̯1	
簬	l̃u̜5	
簶	l̃ɔ7	
簷	jɐ̝n2	
簸	pɔ3	
簸	pɔ5	
簽	t͡ɕʰi̯ɐ̝n1	
簾	l̃i̯ɐ̝n2	
簿	pu̜5	
簿	pɔ7	
籃	l̃ɑ̟n2	
籊	tʰi̯e̞7	
籊	ti̯e̞7	
籋	l̃i̯e̞7	
籌	t͡sʰə̞ʊ̯2	
籍	t͡ɕi̯e̞7	
籗	kʰɔ7	
籙	l̃ɔ7	
籜	tʰɔ7	
籠	l̃ɔŋ2	
籤	t͡ɕʰi̯ɐ̝n1	
籥	jɔ7	
籬	l̃i2	
籮	l̃ɔ2	
籰	jɔ7	
籲	jy5	
米	mᵇi3	
籺	xɐ̝7	
籽	t͡szᵚ3	～訾：表示身上隆起的小疙瘩
粉	fə̞n3	
粑	pɑ1	陰平表示糕點之意
粑	pɑ3	上聲作排泄物之意
粒	l̃i̯e̞7	
粕	pʰɔ7	
粖	mᵇi̯e̞7	
粖	mᵇɔ7	
粗	t͡sʰu̜1	
粘	t͡sɑ̟n1	
粘	l̃i̯ɐ̝n2	
粘	l̃i̯ɑ1	白讀，俗字作（𪐀）
粟	sɔ7	
粥	t͡sɔ7	
粦	l̃in2	
粰	fə̞ʊ̯2	
粱	l̃i̯ɑŋ2	
粵	ɥe̞7	
粹	t͡sʰwe̞ɪ̯5	
糉	t͡sɔŋ5	
精	t͡ɕin1	
糅	zə̞ʊ̯2	
糆	mᵇi̯ɐ̝n5	1.表示液體（等）濃綢2.也指人做事拖沓，慢，不果斷
糌	t͡sɑ̟n1	
糍	t͡sʰzᵚ2	
糏	ɕi̯e̞7	
糓	kɔ7	
糕	kɑʊ̯1	
糖	tʰɑŋ2	
糙	t͡sʰɑʊ̯5	
糜	mᵇi2	
糜	mᵇe̞ɪ̯2	
糝	sɑ7	
糞	fə̞n5	
糟	t͡sɑʊ̯1	
糠	kʰɑŋ1	
糧	l̃i̯ɑŋ2	
糪	pɐ̝7	
糪	pʰɐ̝7	
糯	l̃ɔ5	糯米
糱	l̃i̯e̞7	
糲	l̃i̯e̞7	糲米飯
糳	t͡sɔ7	
糴	ti̯e̞7	
糶	tʰi̯ɑʊ̯5	
系	t͡ɕi5	
系	ɕi5	
糾	t͡ɕi̯ə̞ʊ̯1	
紀	t͡ɕi3	白讀，如：年～紀紀律
紀	t͡ɕi5	文讀如紀錄片紀元世紀
紂	t͡sə̞ʊ̯5	
約	jɔ7	
紅	xɔŋ2	
紇	xɐ̝7	回紇
紈	wɑ̟n2	
紉	zə̞n3	
紉	zə̞n5	又音
紋	wə̞n2	
納	l̃ɑ7	
紐	l̃i̯ə̞ʊ̯3	
純	swə̞n2	
紕	pʰi5	
紗	sɑ1	
紙	t͡szᵚ3	
級	t͡ɕi̯e̞7	
紛	fə̞n1	
紜	jyn2	
素	su̜5	
紡	fɑŋ3	
索	sɔ7	
紩	t͡sʰe̞7	
紫	t͡szᵚ3	
紮	t͡sɑ7	
累	l̃we̞ɪ̯3	積～,～計
累	l̃we̞ɪ̯5	
細	ɕi5	
紱	fɔ7	
紹	sɑʊ̯5	
紺	kɑ̟n5	
紼	fɔ7	
絀	t͡sɔ7	
終	t͡sɔŋ1	
組	t͡su̜3	
絅	t͡ɕyn1	
絅	t͡ɕyn3	
絆	pɑ̟n5	
結	t͡ɕi̯e̞7	
絕	t͡ɕy̑e̞7	
絜	ɕi̯e̞7	
絜	t͡ɕi̯e̞7	
絞	t͡ɕi̯ɑʊ̯3	
絟	t͡ɕʰy̑e̞7	
絡	l̃ɔ7	
絥	fɔ7	
給	ke̞1	白讀
給	t͡ɕi̯e̞7	文讀
絨	zɔŋ2	
絬	ɕi̯e̞7	
絭	t͡ɕi̯ɔ7	
絮	swe̞ɪ̯5	
絰	ti̯e̞7	
統	tʰɔŋ3	
絲	szᵚ1	
絹	t͡ɕy̑ɐ̝n1	
綁	pɑŋ3	
綌	t͡ɕʰi̯e̞7	
綍	fɔ7	
綏	ɕy1	
經	t͡ɕin1	
綛	zə̞n3	
綟	l̃i̯e̞7	
綠	l̃ɔ7	
綢	t͡sʰə̞ʊ̯2	
綦	t͡ɕʰi2	
維	we̞ɪ̯2	
綱	kɑŋ1	
網	wɑŋ3	
綴	t͡swɐ̝7	
綵	t͡sʰɑɪ̯3	
綸	l̃ə̞n1	白讀，表示用手搓
綸	l̃ə̞n2	
綺	t͡ɕʰi3	
綻	t͡sɑ̟n5	
綼	pi̯e̞7	
綽	t͡sʰɔ7	
綾	l̃in2	
綿	mᵇi̯ɐ̝n2	
緁	t͡ɕʰi̯e̞7	
緆	ɕi̯e̞7	
緇	t͡szᵚ1	
緊	t͡ɕin3	
緌	zwe̞ɪ̯2	
緎	jɔ7	
緎	ɕi̯ɔ7	
緖	ɕy5	
緙	kʰɐ̝7	
線	ɕi̯ɐ̝n5	
緝	t͡ɕʰi̯e̞7	一種縫紉方法，一針連著一針密密地縫
緝	t͡ɕi̯e̞7	
緞	twɑ̟n5	
緡	mᵇin2	
緣	ɥɐ̝n2	
緤	ɕi̯e̞7	
緥	pɑʊ̯3	
編	pi̯ɐ̝n1	
緩	xwɑ̟n3	
緬	mᵇi̯ɐ̝n3	
緯	we̞ɪ̯3	
練	l̃i̯ɐ̝n5	
縈	jyn2	
縊	ji5	
縌	l̃i̯e̞7	
縎	kɔ7	
縐	t͡sɔŋ5	
縒	t͡sʰɔ7	
縖	ɕi̯ɑ7	
縛	pɔ7	
縝	t͡sə̞n3	
縞	kɑʊ̯3	
縟	zɔ7	
縠	xɔ7	
縣	ɕi̯ɐ̝n5	
縪	pi̯e̞7	
縫	fɔŋ2	
縫	fɔŋ5	
縬	t͡ɕi̯ɔ7	
縮	sɔ7	
縱	t͡sɔŋ5	
縴	t͡ɕʰi̯ɐ̝n1	
縶	t͡se̞7	
縷	l̃we̞ɪ̯3	
縷	l̃ə̞ʊ̯3	
總	t͡sɔŋ3	
績	t͡ɕi̯e̞7	
縿	sɑ̟n1	
繁	fɑ̟n2	
繂	l̃ɔ7	
繃	pə̞n1	白讀，表示（褲腰帶等）約束過緊。如：～爛了
繃	pɔŋ1	文讀
繈	t͡ɕʰi̯ɑŋ3	
繫	t͡ɕi5	
繓	t͡sɔ7	一撮
織	t͡se̞7	
繘	t͡ɕi̯ɔ7	
繘	jɔ7	
繚	l̃i̯ɑʊ̯2	
繛	t͡sʰɔ7	
繞	zɑʊ̯3	
繞	zɑʊ̯5	
繠	zwe̞ɪ̯3	
繡	ɕi̯ə̞ʊ̯5	
繦	t͡ɕʰi̯ɑŋ3	
繧	jyn2	
繩	swə̞n2	
繪	xwe̞ɪ̯5	
繫	ɕi5	
繬	sɐ̝7	
繭	t͡ɕi̯ɐ̝n3	
繰	t͡ɕʰi̯ɑʊ̯1	
繳	t͡ɕi̯ɑʊ̯3	
繴	pɐ̝7	
繴	pi̯e̞7	
繶	je̞7	
繹	je̞7	
繼	t͡ɕi5	
纀	pʰɔ7	
纂	t͡swɑ̟n5	
纅	jɔ7	
纆	mᵇɐ̝7	
纈	ɕi̯e̞7	
續	ɕi̯ɔ7	
纏	t͡sʰɑ̟n2	
纓	jin1	
纔	t͡sʰɑɪ̯2	
纔	tʰɑɪ̯2	白讀
纖	t͡ɕʰi̯ɐ̝n1	
纛	tɔ7	
纜	l̃ɑ̟n3	
缶	fə̞ʊ̯3	
缸	kɑŋ1	
缺	t͡ɕʰy̑e̞7	
缽	pɔ7	
罊	kʰɐ̝7	
罐	kwɑ̟n5	
