#漢字	音標	解釋
一	il	
貘	maek	
貙	chu	
貚	dan	
貛	hwan	
貜	hwak	
貝	pae	
貞	jeong	
貟	won	
負	bu	
財	jae	
貢	gong	
貣	teuk	
貤	i	
貥	hang	
貦	wan	
貧	bin	
貨	hwa	
販	pan	
貪	tam	
貫	gwan	
貫	man	
責	chaek	
責	chae	
貭	jil	
貭	ji	
貮	i	
貯	jeo	
貰	se	
貱	pi	
貲	ja	
貳	i	
貴	gwi	
貵	pyeon	
貶	pyeom	
買	mae	
貸	dae	
貸	teuk	
貹	saeng	
貹	seong	
貺	hwang	
費	bi	
貼	cheop	
貽	i	
貾	ji	
貿	mu	
賀	ha	
賁	bun	
賁	bi	
賁	ryuk(yuk)	
賂	roe(noe)	
賃	im	
賄	hoe	
賅	hae	
賆	byeon	
賆	byeong	
資	ja	
賈	ga	
賈	go	
賉	hyul	
賊	jeok	
賋	gyo	
賌	hae	
賍	jang	
賎	cheon	
賏	yeong	
賐	sun	
賑	jin	
賒	sa	
賓	bin	
賔	bin	
賕	gu	
賖	sa	
賗	gwan	
賘	jang	
賙	ju	
賚	roe(noe)	
賚	rae(nae)	
贊	chan	
賜	sa	
賝	chim	
賞	sang	
賟	jeon	
賠	bae	
賡	gaeng	
賢	hyeon	
賣	mae	
賤	cheon	
賥	su	
賦	bu	
賧	tam	
賨	jong	
賩	jong	
質	jil	
質	ji	
賫	jae	
賫	ja	
賬	jang	
賭	do	
賮	sin	
賯	hyeong	
賰	chun	
賱	un	
賲	bo	
賳	jae	
賴	roe(noe)	
賵	bong	
賶	chang	
賷	jae	
賷	ja	
賸	seung	
賸	ing	
賸	sing	
賹	ae	
賺	jam	
賺	ryeom(yeom)	
賻	bu	
購	gu	
賽	sae	
賾	saek	
賿	ryo(yo)	
贀	wi	
贁	pae	
贂	sam	
贃	wan	
贄	ji	
贄	eol	
贅	chwe	
贆	pyo	
贇	yun	
贇	bin	
贈	jeung	
贉	dam	
贊	chan	
贗	an	
贌	bok	
贌	bak	
贍	seom	
贎	man	
贏	yeong	
贐	sin	
贑	gam	
贑	gong	
贑	jang	
贒	hyeon	
贓	jang	
贔	bi	
贕	dok	
贖	sok	
贗	an	
贘	sang	
贙	hyeon	
贚	ryong(yong)	
贛	gong	
贛	gam	
贛	jang	
贜	jang	
貝	pae	
貞	jeong	
負	bu	
貟	won	
貢	gong	
財	jae	
責	chaek	
責	chae	
賢	hyeon	
敗	pae	
賬	jang	
貨	hwa	
質	jil	
質	ji	
販	pan	
貪	tam	
貧	bin	
貶	pyeom	
購	gu	
貯	jeo	
貫	gwan	
貫	man	
貳	i	
賤	cheon	
賁	bun	
賁	bi	
賁	ryuk(yuk)	
貰	se	
貼	cheop	
貴	gwi	
貺	hwang	
貸	dae	
貸	teuk	
貿	mu	
費	bi	
賀	ha	
貽	i	
賊	jeok	
贄	ji	
贄	eol	
賈	ga	
賈	go	
賄	hoe	
貲	ja	
賃	im	
賂	roe(noe)	
贓	jang	
資	ja	
賅	hae	
贐	sin	
賕	gu	
賑	jin	
賚	roe(noe)	
賚	rae(nae)	
賒	sa	
賦	bu	
賭	do	
齎	jae	
齎	ja	
贖	sok	
賞	sang	
賜	sa	
贔	bi	
賙	ju	
賡	gaeng	
賠	bae	
賧	tam	
賴	roe(noe)	
賵	bong	
贅	chwe	
賻	bu	
賺	jam	
賺	ryeom(yeom)	
賽	sae	
賾	saek	
赝	an	
赞	chan	
贇	yun	
贇	bin	
贈	jeung	
贍	seom	
贏	yeong	
贛	gong	
贛	gam	
贛	jang	
赤	jeok	
赥	hyeok	
赦	sa	
赧	nan	
赨	dong	
赩	hyeok	
赬	jeong	
赫	hyeok	
赫	ha	
赫	seok	
赬	jeong	
赭	ja	
赮	ha	
赯	dang	
走	ju	
赱	ju	
赲	ryeok(yeok)	
赳	gyu	
赴	bu	
趙	jo	
赶	gan	
起	gi	
赸	san	
赹	gyeong	
赺	geum	
赻	seon	
赼	ja	
赽	gyeol	
赾	geun	
赿	ji	
赿	jeo	
趀	ja	
趁	jin	
趁	nyeon(yeon)	
趂	jin	
趂	nyeon(yeon)	
趃	jeol	
趃	dol	
趄	jeo	
超	cho	
趆	jeo	
趆	je	
趇	sip	
趈	jam	
趉	gul	
越	wol	
越	hwal	
趨	chu	
趨	chok	
趌	gil	
趍	chu	
趍	chok	
趍	chi	
趎	ju	
趏	hwal	
趐	hyeol	
趑	ja	
趒	jo	
趓	ta	
趔	ryeol(yeol)	
趕	gan	
趖	jwa	
趗	chok	
趘	hyeok	
趙	jo	
趚	sok	
趛	eum	
趜	guk	
趝	gyeom	
趞	jak	
趞	jeok	
趞	cheok	
趟	jaeng	
趟	chang	
趟	dang	
趠	cho	
趠	tak	
趡	yu	
趢	rok(nok)	
趣	chwi	
趣	chok	
趣	chu	
趤	tang	
趥	chu	
趦	ja	
趧	je	
趨	chu	
趨	chok	
趩	chik	
趪	hwang	
趫	gyo	
趬	gyo	
趭	cho	
趮	jo	
趯	jeok	
趯	yak	
趰	i	
趲	chan	
趲	chan	
足	jok	
足	ju	
趴	pa	
趵	bak	
趶	o	
趶	u	
趶	go	
趷	heul	
躉	don	
趹	gyeol	
趺	bu	
趻	cham	
趻	chim	
趼	gyeon	
趽	bang	
趾	ji	
趿	sap	
跀	wol	
跁	pa	
跂	gi	
跂	ji	
躍	yak	
躍	jeok	
蹌	chang	
跅	tak	
跅	cheok	
跆	tae	
跇	ye	
跈	jeon	
跉	ryeong(yeong)	
跊	mae	
跋	bal	
跌	jil	
跍	go	
跎	ta	
跏	ga	
跐	cha	
跑	po	
跒	ga	
跓	ju	
跔	gu	
跕	jeop	
跖	cheok	
跗	bu	
跘	ban	
跙	jeo	
跚	san	
跛	pa	
跛	pi	
跜	ni(i)	
距	geo	
躒	ryeok(yeok)	
躒	rak(nak)	
跟	geun	
跠	i	
跡	jeok	
跢	da	
跣	seon	
跤	gyo	
跤	hyo	
跥	ta	
跦	ju	
跧	jeon	
跨	gwa	
跨	go	
跩	se	
跪	gwe	
跫	gong	
跬	gyu	
跭	hang	
跭	gang	
跮	chi	
路	ro(no)	
路	rak(nak)	
跰	byeon	
跱	chi	
跲	geop	
跳	do	
跳	jo	
跴	seon	
踐	cheon	
躂	dal	
蹺	gyo	
蹕	pil	
蹕	bi	
躚	seon	
跺	ta	
躋	je	
跼	guk	
跽	gi	
跾	suk	
跿	do	
踀	chok	
踁	gyeong	
踂	seop	
踃	so	
踄	bo	
踅	ye	
踆	jun	
踇	mu	
踈	so	
踉	ryang(yang)	
踉	rang(nang)	
踊	yong	
踋	gak	
躊	ju	
踍	gyo	
踍	hyo	
踎	bu	
踏	dap	
踐	cheon	
踑	gi	
踒	wi	
踓	yu	
踔	tak	
踔	cho	
踕	cheop	
踖	jeok	
踗	nyeom(yeom)	
踘	guk	
踙	seop	
踚	ryun(yun)	
踛	ryuk(yuk)	
踜	reung(neung)	
踝	gwa	
踞	geo	
踟	ji	
踠	won	
踡	gwon	
踢	cheok	
踣	buk	
踣	bok	
踣	bu	
踤	jol	
踥	cheop	
踦	gi	
踧	chuk	
踧	cheok	
踨	jong	
踩	chae	
蹤	jong	
踫	bam	
踫	paeng	
躓	gan	
躓	ji	
躓	jil	
踭	jeong	
踮	jeom	
躑	cheok	
踰	yu	
踰	yo	
踱	tak	
踲	dun	
踳	jun	
踴	yong	
踵	jong	
踶	je	
踶	ji	
踶	chi	
踷	cha	
踸	chim	
踹	dan	
踺	geon	
踻	gwa	
踼	tang	
踽	u	
踾	bok	
踿	jok	
蹀	jeop	
蹁	pyeon	
蹂	yu	
蹃	nyak(yak)	
蹃	nak	
蹃	ya	
蹄	je	
蹅	sa	
蹆	toe	
蹇	geon	
蹈	do	
蹈	sin	
蹉	cha	
蹊	hye	
蹊	gye	
蹋	dap	
蹌	chang	
蹍	jeon	
蹎	jeon	
蹏	je	
蹐	cheok	
蹑	seop	
蹣	man	
蹣	ban	
蹓	ryu(yu)	
蹔	jam	
蹕	pil	
蹖	yong	
蹗	rok(nok)	
蹘	ryo(yo)	
蹙	chuk	
蹙	cheok	
蹚	dang	
蹚	tang	
蹛	dae	
蹜	chuk	
蹝	sa	
蹞	gyu	
蹟	jeok	
蹠	cheok	
蹡	jang	
蹢	cheok	
蹢	jeok	
蹣	man	
蹣	ban	
蹤	jong	
蹥	ryeon(yeon)	
蹦	bung	
蹧	jo	
蹨	yeon	
蹩	byeol	
蹪	toe	
蹫	gyul	
蹬	deung	
蹭	cheung	
蹮	seon	
蹯	beon	
蹰	ju	
蹱	jong	
蹲	jun	
蹳	bal	
蹴	chuk	
蹵	chuk	
蹶	gwol	
蹶	gwe	
蹷	gwol	
蹸	rin(in)	
蹹	dap	
蹺	gyo	
蹻	gyo	
蹼	bok	
蹽	ryo(yo)	
蹾	don	
躥	chan	
躀	gwan	
躁	jo	
躂	dal	
躃	byeok	
躄	byeok	
躅	chok	
躅	tak	
躆	geo	
躇	jeo	
躈	gyo	
躈	gyu	
躉	don	
躊	ju	
躋	je	
躌	mu	
躍	yak	
躍	jeok	
躎	nyeon(yeon)	
躎	ryeon(yeon)	
躪	rin(in)	
躐	ryeop(yeop)	
躑	cheok	
躒	ryeok(yeok)	
躒	rak(nak)	
躓	ji	
躓	jil	
躔	jeon	
躕	ju	
躖	dan	
躗	wi	
躘	ryong(yong)	
躙	rin(in)	
躚	seon	
躛	wi	
躛	hwae	
躦	chan	
躦	cha	
躝	ran(nan)	
躞	seop	
躟	yang	
躠	seol	
躡	seop	
躢	dap	
躣	gu	
躤	jeok	
躥	chan	
躦	chan	
躦	cha	
躧	sa	
躨	gi	
躩	gwak	
躪	rin(in)	
身	sin	
身	geon	
躬	gung	
躭	tam	
躮	bun	
軀	gu	
躰	che	
躱	ta	
躲	ta	
躳	gung	
躴	rang(nang)	
躵	in	
躶	ra(na)	
躷	wae	
躸	gi	
躹	guk	
躺	dang	
躻	gong	
躼	jang	
躽	eon	
躾	mi	
躿	gang	
軀	gu	
軁	ru(nu)	
軂	ro(no)	
軃	ta	
軄	jik	
軅	an	
軆	che	
軇	do	
軈	eung	
軉	ok	
車	cha	
車	geo	
軋	al	
軌	gwe	
軍	gun	
軎	se	
軎	ye	
軏	wol	
軐	seon	
軑	dae	
軒	heon	
軓	beom	
軓	gwe	
軔	in	
軕	san	
軖	gwang	
軗	su	
軘	don	
軙	jin	
軚	dae	
軛	aek	
軜	nap	
軝	gi	
軞	mo	
軟	yeon	
軠	nim(im)	
軡	geum	
轉	jeon	
軣	goeng	
軤	ho	
軥	gu	
軦	hwang	
軧	jeo	
軨	ryeong(yeong)	
軩	tae	
軪	yo	
軫	jin	
軬	bun	
軬	ban	
軭	gwang	
軮	ang	
軯	paeng	
軰	bae	
軱	go	
軲	go	
軳	po	
軴	ju	
軵	yong	
軶	aek	
軷	bal	
軸	chuk	
軹	ji	
軺	cho	
軺	yo	
軻	ga	
軼	il	
軼	jil	
軼	cheol	
輕	gyeong	
軾	sik	
軿	byeong	
軿	byeon	
輀	i	
輁	gong	
輂	guk	
較	gyo	
較	gak	
輄	gwang	
輅	ro(no)	
輅	rak(nak)	
輅	a	
輅	haek	
輆	hae	
輇	jeon	
輈	ju	
載	jae	
載	dae	
輊	ji	
輋	yo	
輛	ryang(yang)	
輍	yok	
輎	so	
輏	yu	
輐	wan	
輑	gun	
輒	cheop	
輓	man	
輔	bo	
輕	gyeong	
輖	ju	
輗	ye	
輘	reung(neung)	
輙	cheop	
輚	jan	
輛	ryang(yang)	
輜	chi	
輝	hwi	
輞	mang	
輟	cheol	
輠	gwa	
輡	gam	
輢	ui	
輣	paeng	
輤	cheon	
輥	gon	
輦	ryeon(yeon)	
輧	byeong	
輧	byeon	
輨	gwan	
輩	bae	
輪	ryun(yun)	
輫	bae	
輬	ryang(yang)	
輭	yeon	
輮	yu	
輯	jip	
輰	yang	
輱	ham	
輱	gam	
輲	cheon	
輳	ju	
輴	sun	
輴	chun	
輵	gal	
輶	yu	
輷	hoeng	
輸	su	
輹	bok	
輺	chi	
輻	bok	
輻	pok	
輻	bu	
輼	on	
輽	bun	
輽	ban	
輾	jeon	
輾	nyeon(yeon)	
輿	yeo	
輿	ye	
轀	on	
轁	gam	
轂	gok	
轃	jin	
轄	hal	
轅	won	
轆	rok(nok)	
轇	gyo	
轈	cho	
轈	so	
轉	jeon	
轊	se	
轊	yeo	
轊	ye	
轋	ryeon(yeon)	
轌	seol	
轍	cheol	
轎	gyo	
轏	jan	
轐	bok	
轑	ryo(yo)	
轑	ro(no)	
轒	bun	
轓	beon	
轔	rin(in)	
轕	gal	
轖	saek	
轗	gam	
轘	hwan	
轙	ui	
轚	gyeok	
轛	dae	
轜	i	
轝	yeo	
轞	ham	
轟	goeng	
轠	roe(noe)	
轡	bi	
轢	ryeok(yeok)	
轣	ryeok(yeok)	
轤	ro(no)	
轥	rin(in)	
車	cha	
車	geo	
軋	al	
軌	gwe	
軒	heon	
軑	dae	
軔	in	
轉	jeon	
軛	aek	
輪	ryun(yun)	
軟	yeon	
轟	goeng	
軲	go	
軻	ga	
轤	ro(no)	
軸	chuk	
軹	ji	
軼	il	
軼	jil	
軼	cheol	
軤	ho	
軫	jin	
轢	ryeok(yeok)	
軺	cho	
軺	yo	
輕	gyeong	
軾	sik	
載	jae	
載	dae	
輊	ji	
轎	gyo	
輈	ju	
輇	jeon	
輅	ro(no)	
輅	rak(nak)	
輅	a	
輅	haek	
較	gyo	
較	gak	
輒	cheop	
輔	bo	
輛	ryang(yang)	
輦	ryeon(yeon)	
輩	bae	
輝	hwi	
輥	gon	
輞	mang	
輬	ryang(yang)	
輟	cheol	
輜	chi	
輳	ju	
輻	bok	
輻	pok	
輻	bu	
輯	jip	
轀	on	
輸	su	
轡	bi	
轅	won	
轄	hal	
輾	jeon	
輾	nyeon(yeon)	
轆	rok(nok)	
轍	cheol	
轔	rin(in)	
辛	sin	
辜	go	
辝	sa	
辭	sa	
辟	pi	
辟	byeok	
辟	bi	
辟	mi	
辠	joe	
辡	byeon	
辢	ral(nal)	
辣	ral(nal)	
辤	sa	
辥	seol	
辦	pan	
辧	pan	
辧	byeon	
辨	byeon	
辨	pan	
辨	pyeon	
辨	pyeom	
辯	byeon	
辯	pyeon	
辪	seol	
辮	byeon	
辬	ban	
辭	sa	
辮	byeon	
辯	byeon	
辯	pyeon	
辰	jin	
辰	sin	
辱	yok	
農	nong	
辳	nong	
辴	jin	
辵	chak	
辶	chak	
辷	il	
辸	ing	
邊	byeon	
邊	byeon	
辻	sip	
込	ip	
遼	ryo(yo)	
达	che	
达	dal	
辿	cheon	
迀	gan	
迁	cheon	
迂	u	
迂	o	
迃	o	
迃	u	
迄	heul	
迅	sin	
迆	i	
迆	ta	
過	gwa	
過	byeon	
邁	mae	
迉	seo	
迊	jap	
迊	yeong	
迋	gwang	
迋	wang	
迌	dol	
迍	dun	
迎	yeong	
迏	che	
迏	dal	
运	un	
近	geun	
近	gi	
迒	hang	
迓	a	
返	ban	
迕	o	
迖	che	
迖	dal	
迗	wa	
还	hwan	
还	seon	
這	jeo	
迚	jung	
進	jin	
遠	won	
違	wi	
連	ryeon(yeon)	
遲	ji	
迠	cheop	
迡	ni(i)	
迢	cho	
迣	ryeol(yeol)	
迤	i	
迤	ta	
迥	hyeong	
迦	ga	
迦	hae	
迧	jin	
迨	tae	
迩	i	
迪	jeok	
迫	bak	
迬	wang	
迭	jil	
迭	il	
迮	chaek	
迯	do	
述	sul	
迱	i	
迱	ta	
迲	geop	
迲	ga	
逕	gyeong	
迴	hoe	
迵	dong	
迶	yu	
迷	mi	
迸	byeong	
迹	jeok	
迺	nae	
迺	cheon	
迻	i	
迼	gyeol	
追	chu	
追	toe	
追	su	
迾	ryeol(yeol)	
迿	jun	
退	toe	
送	song	
适	gwal	
适	jeok	
逃	do	
逄	bang	
逄	bong	
逅	hu	
逆	yeok	
逇	don	
逇	ji	
逈	hyeong	
選	seon	
遜	son	
逋	po	
逌	yu	
逍	so	
逎	ju	
透	tu	
透	suk	
逐	chuk	
逐	don	
逐	jeok	
逑	gu	
遞	che	
遞	dae	
遞	che	
遞	dae	
途	do	
逕	gyeong	
逖	jeok	
逗	du	
逘	ui	
逘	sa	
這	jeo	
通	tong	
逛	gwang	
逜	o	
逝	seo	
逞	ryeong(yeong)	
逞	yeong	
速	sok	
造	jo	
逡	jun	
逢	bong	
連	ryeon(yeon)	
逤	sa	
逥	hoe	
邐	ri(i)	
逧	gok	
逨	rae(nae)	
逨	roe(noe)	
逩	bun	
逪	chak	
逫	gyeol	
逫	jul	
逬	byeong	
逭	hwan	
逮	che	
逮	tae	
逯	rok(nok)	
逰	yu	
週	ju	
進	jin	
進	sin	
逳	yuk	
逴	tak	
逵	gyu	
逶	wi	
逷	jeok	
逸	il	
逹	dal	
逺	won	
邏	ra(na)	
逼	pip	
逽	nyak(yak)	
逾	yu	
逾	tu	
逿	tang	
遀	su	
遁	dun	
遁	jun	
遂	su	
遃	eon	
遃	an	
遄	cheon	
遲	ji	
遆	che	
遆	je	
遇	u	
遈	sik	
遉	jeong	
遊	yu	
運	un	
遌	ak	
遌	o	
遍	pyeon	
過	gwa	
過	hwa	
遏	al	
遐	ha	
遑	hwang	
遒	ju	
道	do	
達	dal	
違	wi	
遖	nam	
遺	yu	
遺	su	
遘	gu	
遥	yo	
遚	chu	
遛	ryu(yu)	
遜	son	
遝	dap	
遞	che	
遞	dae	
遟	ji	
遠	won	
遡	so	
遢	tap	
遣	gyeon	
遤	hwing	
遥	yo	
遦	gwan	
遧	jang	
遨	o	
適	jeok	
遪	sap	
遫	chik	
遫	sok	
遬	sok	
遭	jo	
遮	cha	
遮	jeo	
遯	dun	
遰	che	
遱	ru(nu)	
遲	ji	
遳	jwa	
遴	rin(in)	
遵	jun	
遶	yo	
遷	cheon	
選	seon	
遹	hyul	
遺	yu	
遺	su	
遻	o	
遻	ak	
遼	ryo(yo)	
遽	geo	
遾	seo	
避	pi	
邀	yo	
邁	mae	
邂	hae	
邃	su	
還	hwan	
還	seon	
邅	jeon	
邆	deung	
邇	i	
邈	mak	
邉	byeon	
邊	byeon	
邋	rap(nap)	
邌	ryeo(yeo)	
邌	ji	
邍	won	
邎	yu	
邏	ra(na)	
邐	ri(i)	
邑	eup	
邑	ap	
邒	jeong	
邓	deung	
邔	gi	
邕	ong	
邖	san	
邗	han	
邘	u	
邙	mang	
邚	yeo	
邛	gong	
邜	seok	
鄺	gwang	
邞	bu	
邟	hang	
邟	gang	
邠	bin	
邡	bang	
邢	hyeong	
邢	gyeong	
那	na	
那	nae	
邤	heun	
邥	sim	
邦	bang	
邧	won	
邨	chon	
邩	hwa	
邪	sa	
邪	ya	
邪	yeo	
邪	seo	
邫	bang	
鄔	gyo	
鄔	o	
鄔	u	
邭	gu	
邮	u	
邯	gam	
邯	han	
邰	tae	
邱	gu	
邲	pil	
邳	bi	
邴	byeong	
邵	so	
邶	pae	
邷	wa	
邸	jeo	
鄒	chu	
鄴	eop	
鄴	gu	
鄰	rin(in)	
邼	gwang	
邽	gyu	
邾	ju	
邿	si	
郀	go	
郁	uk	
郁	ul	
郂	gae	
郃	hap	
郄	geuk	
郅	jil	
郅	gil	
郆	gil	
郇	sun	
郇	hwan	
郈	hu	
郉	hyeong	
郉	gyeong	
郊	gyo	
郋	hae	
郌	gyu	
郍	na	
郎	rang(nang)	
郟	gyeop	
鄶	hoe	
鄭	jeong	
郒	rang(nang)	
鄆	un	
郔	yeon	
郕	seong	
郖	du	
郗	chi	
郗	hui	
郘	ryeo(yeo)	
郙	bu	
郚	o	
郛	bu	
郜	go	
郜	gok	
郝	hak	
郞	rang(nang)	
郟	gyeop	
郠	gyeong	
郡	gun	
郢	yeong	
郣	bal	
郣	gwak	
郤	geuk	
郥	pae	
酈	ryeok(yeok)	
酈	ryeo(yeo)	
酈	ri(i)	
鄖	un	
部	bu	
郩	hyo	
郪	cheo	
郪	seo	
郪	cha	
郪	ja	
郫	bi	
郬	cheong	
郭	gwak	
郮	ju	
郯	dam	
郰	chu	
郱	byeong	
郲	rae(nae)	
郳	ye	
郴	chim	
郵	u	
郶	bu	
鄉	hyang	
鄲	dan	
郹	gyeok	
郺	ong	
郻	gyo	
郼	ui	
都	do	
都	ji	
郾	eon	
郿	mi	
鄀	yak	
鄁	pae	
鄂	ak	
鄃	yu	
鄄	gyeon	
鄅	u	
鄆	un	
鄇	hu	
鄈	gyu	
鄉	hyang	
鄊	hyang	
鄋	su	
鄌	dang	
鄍	myeong	
鄎	sik	
鄏	yok	
鄐	chuk	
鄑	ja	
鄑	jin	
鄒	chu	
鄓	gyeok	
鄔	o	
鄔	u	
鄔	gyo	
鄕	hyang	
鄖	un	
鄗	ho	
鄘	yong	
鄙	bi	
鄚	mak	
鄛	so	
鄜	bu	
鄝	ryo(yo)	
鄞	eun	
鄟	jeon	
鄠	ho	
鄡	gyo	
鄢	eon	
鄣	jang	
鄤	man	
鄥	gyo	
鄦	heo	
鄧	deung	
鄨	pye	
鄩	sim	
鄪	bi	
鄫	jeung	
鄬	wi	
鄭	jeong	
鄮	mu	
鄯	seon	
鄰	rin(in)	
鄱	pa	
鄲	dan	
鄳	maeng	
鄴	eop	
鄵	jo	
鄶	hoe	
鄷	pung	
鄸	mong	
鄹	chu	
鄺	gwang	
鄻	ryeon(yeon)	
鄼	chan	
鄽	jeon	
鄾	u	
鄿	gi	
酀	yeon	
酁	cham	
酇	chan	
酇	cha	
酃	ryeong(yeong)	
酄	hwan	
酅	hyu	
酆	pung	
酇	chan	
酇	cha	
酈	ryeok(yeok)	
酈	ryeo(yeo)	
酈	ri(i)	
酉	yu	
酊	jeong	
酋	chu	
酌	jak	
配	bae	
酎	ju	
酏	i	
酐	hang	
酑	u	
酒	ju	
酓	yeom	
醉	chwi	
酕	mo	
酖	tam	
酖	jim	
酗	hu	
酘	du	
酙	jim	
酚	bun	
酛	won	
酜	bu	
醞	on	
酞	tae	
酟	cheom	
酠	ga	
酡	ta	
酢	cho	
酢	jak	
酣	gam	
酣	ham	
酤	go	
酥	so	
酥	su	
醱	bal	
酧	su	
酧	ju	
酨	jae	
酨	dae	
酩	myeong	
酪	rak(nak)	
酫	cheol	
酬	su	
酬	ju	
酭	yu	
酮	dong	
酯	ji	
酰	seon	
醬	jang	
酲	jeong	
酳	in	
酴	do	
酵	hyo	
酵	gyo	
酶	mae	
酷	hok	
酸	san	
酹	roe(noe)	
酺	po	
酻	chwi	
酻	bu	
酼	hae	
釅	yeom	
釃	si	
釃	so	
釃	ri	
釀	yang	
醀	yu	
醁	rok(nok)	
醂	rim(im)	
醃	eom	
醃	am	
醄	do	
醅	bae	
醆	jan	
醇	sun	
醈	dam	
醉	chwi	
醊	cheol	
醋	cho	
醋	jak	
醌	gon	
醍	je	
醎	ham	
醏	do	
醐	ho	
醑	seo	
醒	seong	
醓	tam	
醓	dam	
醔	chu	
醕	sun	
醖	on	
醱	bal	
醘	gap	
醙	su	
醚	mi	
醛	cheol	
醜	chu	
醝	cha	
醞	on	
醟	yeong	
醠	ang	
醡	ja	
醢	hae	
醣	dang	
醬	jang	
醥	pyo	
醦	cham	
醧	eo	
醨	ri(i)	
醩	jo	
醪	ryo(yo)	
醫	ui	
醬	jang	
醭	bok	
醮	cho	
醯	hye	
醰	dam	
醱	bal	
醲	nong	
醳	yeok	
醴	rye(ye)	
醵	gyak	
醵	geo	
醶	yeom	
醷	ui	
醷	eok	
釀	yang	
醹	yu	
醺	hun	
醻	su	
醻	ju	
醼	yeon	
醽	ryeong(yeong)	
醾	mi	
醿	mi	
釀	yang	
釁	heun	
釂	jo	
釃	si	
釃	so	
釃	ri	
釄	mi	
釅	yeom	
釅	eom	
釆	byeon	
釆	pan	
釆	pyeon	
釆	pyeom	
采	chae	
釋	seok	
釋	yeok	
釉	yu	
釋	seok	
釋	yeok	
釋	seok	
釋	yeok	
里	ri(i)	
重	jung	
重	dong	
野	ya	
野	yeo	
野	seo	
量	ryang(yang)	
釐	ri(i)	
釐	hui	
釐	rae(nae)	
釐	tae	
釐	roe(noe)	
金	gim	
金	geum	
釒	geum	
釓	gu	
釓	al	
釔	eul	
釕	jo	
釖	do	
釖	geom	
釗	soe	
釗	so	
釘	jeong	
釙	bak	
釚	gu	
釛	heuk	
釛	haek	
釜	bu	
針	chim	
釞	chip	
釟	pal	
釠	ran(nan)	
釡	bu	
釢	nae	
釣	jo	
釤	sam	
釤	seom	
釥	cho	
釦	gu	
釧	cheon	
釨	gyeol	
釨	geol	
釩	beom	
釪	u	
釫	hwa	
釬	han	
釬	gan	
釭	gong	
釭	gang	
釮	jae	
釯	mang	
釰	il	
釱	che	
釲	sa	
釳	heul	
釴	ik	
釵	chae	
釵	cha	
釶	sa	
釷	to	
釸	seok	
釹	nyeo(yeo)	
釺	cheon	
釻	hwan	
釼	in	
釽	byeok	
釾	ya	
釿	geun	
釿	eun	
鈀	pa	
鈁	bang	
鈂	chim	
鈃	gyeon	
鈃	hyeong	
鈄	du	
鈅	wol	
鈆	yeon	
鈇	bu	
鈈	bi	
鈉	nap	
鈊	sim	
鈋	wa	
鈌	gyeol	
鈍	dun	
鈎	gu	
鈏	in	
鈐	geom	
鈑	pan	
鈒	sap	
鈓	im	
鈔	cho	
鈕	nyu(yu)	
鈕	chu	
鈖	bun	
鈗	yun	
鈗	ye	
鈘	geum	
鈙	geum	
鈚	bi	
鈛	gwa	
鈜	hoeng	
鈝	eum	
鈞	gyun	
鈟	jo	
鈠	yeok	
鈡	jung	
鈢	nyeop(yeop)	
鈢	sae	
鈣	gae	
鈤	il	
鈥	hwa	
鈦	tae	
鈧	hang	
鈨	won	
鈩	ho	
鈪	aek	
鈫	mun	
鈬	tak	
鈭	ja	
鈮	ni(i)	
鈯	dol	
鈰	si	
鈱	min	
鈲	go	
鈳	a	
鈴	ryeong(yeong)	
鈵	byeong	
鈶	sa	
鈷	go	
鈸	bal	
鈹	pi	
鈺	ok	
鈻	sa	
鈼	jak	
鈽	po	
鈾	yu	
鈿	jeon	
鉀	gap	
鉁	jin	
鉂	sa	
鉃	si	
鉃	chok	
鐵	cheol	
鉅	geo	
鉆	cheop	
鉆	geom	
鉇	sa	
鉈	sa	
鉉	hyeon	
鉊	cho	
鉋	po	
鉌	hwa	
鉍	pil	
鉍	pi	
鉍	seul	
鉎	saeng	
鉏	seo	
鉐	seok	
鉑	bak	
鉒	ju	
鉓	chik	
鉔	jap	
鉕	pa	
鉖	dong	
鉗	gyeom	
鉘	bul	
鉙	jae	
鉚	ryu(yu)	
鉛	yeon	
鉜	bu	
鉝	rip(ip)	
鉞	wol	
鉟	bi	
鉠	ang	
鉡	ban	
鉢	bal	
鉣	geop	
鉤	gu	
鉥	sul	
鉦	jeong	
鉧	mu	
鉨	ni(i)	
鉩	nyeop(yeop)	
鉩	sae	
鉩	ni(i)	
鉪	che	
鉫	ga	
鉬	mok	
鉭	dan	
鉮	sin	
鉯	i	
鉰	sa	
鑛	gwang	
鉲	ga	
鉳	buk	
鉴	gam	
鉵	dong	
鉶	hyeong	
鉷	hong	
鉸	gyo	
鉹	chi	
鉺	i	
鉻	rak(nak)	
鉼	byeong	
鉽	sik	
鉾	mo	
鉾	mu	
鉿	hyeop	
鉿	gyeop	
鉿	gap	
銀	eun	
銁	gyun	
銂	ju	
銃	chong	
銄	hyang	
銅	dong	
銆	baek	
銇	roe(noe)	
銈	gye	
銉	yul	
銊	sul	
銊	wol	
銋	im	
銌	jon	
銍	jil	
銎	gong	
銏	chaek	
銏	san	
銐	che	
銑	seon	
銒	gyeon	
銒	hyeong	
銓	jeon	
銔	pi	
銕	cheol	
銖	su	
銗	hu	
銗	hang	
銘	myeong	
銙	gwa	
銚	jo	
銚	yo	
銛	seom	
銜	ham	
銝	hyu	
