	字	IPA	吴拼	注释	声母	韵母	调值	吴拼声	吴拼韵	调类	原注	校注	多音字
3412	平	bɦeŋ³¹			bɦ	eŋ	³¹			2			
3413	坪	bɦeŋ³¹			bɦ	eŋ	³¹			2			2
3414	评	bɦeŋ³¹			bɦ	eŋ	³¹			2			
3415	瓶	bɦeŋ³¹			bɦ	eŋ	³¹			2			
3416	屏	bɦeŋ³¹			bɦ	eŋ	³¹			2			
3417	萍	bɦeŋ³¹			bɦ	eŋ	³¹			2			
3418	并	bɦeŋ¹³		2。并列	bɦ	eŋ	¹³			4	2。并列		2
3419	病	bɦeŋ²¹²			bɦ	eŋ	²¹²			6			
3420	闽	meŋ³⁵			m	eŋ	³⁵			3			
3421	悯	meŋ³⁵			m	eŋ	³⁵			3			
3422	敏	meŋ³⁵			m	eŋ	³⁵			3			
3423	抿	meŋ³⁵			m	eŋ	³⁵			3			
3424	盟	meŋ³⁵			m	eŋ	³⁵			3			
3425	皿	meŋ³⁵			m	eŋ	³⁵			3			
3426	民	mɦeŋ³¹			mɦ	eŋ	³¹			2			
3427	明	mɦeŋ³¹			mɦ	eŋ	³¹			2			2
3428	鸣	mɦeŋ³¹			mɦ	eŋ	³¹			2			
3429	名	mɦeŋ³¹			mɦ	eŋ	³¹			2			
3430	铭	mɦeŋ³¹			mɦ	eŋ	³¹			2			
3431	命	mɦeŋ²¹²			mɦ	eŋ	²¹²			6			
3432	□	teŋ⁴⁴		茧子	t	eŋ	⁴⁴			1	茧子		127
3433	叮	teŋ⁴⁴		蜂蜇人	t	eŋ	⁴⁴			1	蜂蜇人		
3434	丁	teŋ⁴⁴			t	eŋ	⁴⁴			1			2
3435	钉	teŋ⁴⁴		铁~	t	eŋ	⁴⁴			1	铁~		2
3436	靪	teŋ⁴⁴			t	eŋ	⁴⁴			1			
3437	丁	teŋ⁴⁴			t	eŋ	⁴⁴			1			2
3438	疔	teŋ⁴⁴			t	eŋ	⁴⁴			1			
3439	汀	teŋ⁴⁴			t	eŋ	⁴⁴			1			
3440	顶	teŋ³⁵			t	eŋ	³⁵			3			
3441	鼎	teŋ³⁵			t	eŋ	³⁵			3			
3442	钉	teŋ⁵³		钉住	t	eŋ	⁵³			5	钉住		2
3443	订	teŋ⁵³			t	eŋ	⁵³			5			
3444	听	tʰeŋ⁴⁴			tʰ	eŋ	⁴⁴			1			
3445	厅	tʰeŋ⁴⁴			tʰ	eŋ	⁴⁴			1			
3446	艇	tʰeŋ³⁵			tʰ	eŋ	³⁵			3			
3447	挺	tʰeŋ³⁵			tʰ	eŋ	³⁵			3			
3448	亭	dɦeŋ³¹			dɦ	eŋ	³¹			2			
3449	停	dɦeŋ³¹			dɦ	eŋ	³¹			2			
3450	廷	dɦeŋ³¹			dɦ	eŋ	³¹			2			
3451	庭	dɦeŋ³¹			dɦ	eŋ	³¹			2			
3452	蜓	dɦeŋ³¹			dɦ	eŋ	³¹			2			
3453	锭	dɦeŋ¹³			dɦ	eŋ	¹³			4			
3454	定	dɦeŋ²¹²			dɦ	eŋ	²¹²			6			
3455	扔	leŋ⁴⁴		【按】原文误作lɦ声母，径改	l	eŋ	⁴⁴			1		【按】原文误作lɦ声母，径改	
3456	吝	leŋ³⁵			l	eŋ	³⁵			3			
3457	领	leŋ³⁵			l	eŋ	³⁵			3			
3458	岭	leŋ³⁵			l	eŋ	³⁵			3			
3459	□	leŋ³⁵		完成	l	eŋ	³⁵			3	完成		127
3460	□	leŋ³⁵		~□kaŋ³⁵ ：喉咙	l	eŋ	³⁵			3	~□kaŋ³⁵ ：喉咙		127
3461	□	leŋ⁵³		一点	l	eŋ	⁵³			5	一点		127
3462	林	lɦeŋ³¹			lɦ	eŋ	³¹			2			
3463	淋	lɦeŋ³¹			lɦ	eŋ	³¹			2			
3464	临	lɦeŋ³¹			lɦ	eŋ	³¹			2			
3465	檩	lɦeŋ³¹			lɦ	eŋ	³¹			2			
3466	怜	lɦeŋ³¹			lɦ	eŋ	³¹			2			
3467	邻	lɦeŋ³¹			lɦ	eŋ	³¹			2			
3468	鳞	lɦeŋ³¹			lɦ	eŋ	³¹			2			
3469	磷	lɦeŋ³¹			lɦ	eŋ	³¹			2			
3470	陵	lɦeŋ³¹			lɦ	eŋ	³¹			2			
3471	凌	lɦeŋ³¹			lɦ	eŋ	³¹			2			
3472	菱	lɦeŋ³¹			lɦ	eŋ	³¹			2			
3473	灵	lɦeŋ³¹			lɦ	eŋ	³¹			2			
3474	零	lɦeŋ³¹			lɦ	eŋ	³¹			2			
3475	铃	lɦeŋ³¹			lɦ	eŋ	³¹			2			
3476	伶	lɦeŋ³¹			lɦ	eŋ	³¹			2			
3477	拎	lɦeŋ³¹			lɦ	eŋ	³¹			2			
3478	翎	lɦeŋ³¹			lɦ	eŋ	³¹			2			
3479	棱	lɦeŋ³¹			lɦ	eŋ	³¹			2			
3480	令	lɦeŋ²¹²			lɦ	eŋ	²¹²			6			
3481	另	lɦeŋ²¹²			lɦ	eŋ	²¹²			6			
3482	咙	lɦeŋ²¹²		~喉	lɦ	eŋ	²¹²			6	~喉		
3483	征	tseŋ⁴⁴			ts	eŋ	⁴⁴			1			
3484	蒸	tseŋ⁴⁴			ts	eŋ	⁴⁴			1			
3485	拯	tseŋ⁴⁴			ts	eŋ	⁴⁴			1			
3486	精	tseŋ⁴⁴			ts	eŋ	⁴⁴			1			
3487	晶	tseŋ⁴⁴			ts	eŋ	⁴⁴			1			
3488	睛	tseŋ⁴⁴			ts	eŋ	⁴⁴			1			
3489	贞	tseŋ⁴⁴			ts	eŋ	⁴⁴			1			
3490	侦	tseŋ⁴⁴			ts	eŋ	⁴⁴			1			
3491	井	tseŋ³⁵			ts	eŋ	³⁵			3			
3492	证	tseŋ⁵³			ts	eŋ	⁵³			5			
3493	症	tseŋ⁵³			ts	eŋ	⁵³			5			
3494	整	tseŋ⁵³			ts	eŋ	⁵³			5			
3495	正	tseŋ⁵³			ts	eŋ	⁵³			5			
3496	政	tseŋ⁵³			ts	eŋ	⁵³			5			
3497	称	tsʰeŋ⁴⁴			tsʰ	eŋ	⁴⁴			1			
3498	清	tsʰeŋ⁴⁴			tsʰ	eŋ	⁴⁴			1			
3499	蛏	tsʰeŋ⁴⁴		蚶子	tsʰ	eŋ	⁴⁴			1	蚶子		
3500	青	tsʰeŋ⁴⁴			tsʰ	eŋ	⁴⁴			1			
3501	蜻	tsʰeŋ⁴⁴			tsʰ	eŋ	⁴⁴			1			
3502	请	tsʰeŋ³⁵			tsʰ	eŋ	³⁵			3			
3503	秤	tsʰeŋ⁵³			tsʰ	eŋ	⁵³			5			
3504	澄	dzɦeŋ³¹			dzɦ	eŋ	³¹			2			
3505	逞	dzɦeŋ³¹			dzɦ	eŋ	³¹			2			
3506	呈	dzɦeŋ³¹			dzɦ	eŋ	³¹			2			
3507	程	dzɦeŋ³¹			dzɦ	eŋ	³¹			2			
3508	埕	dzɦeŋ³¹			dzɦ	eŋ	³¹			2			
3509	甑	dzɦeŋ³¹			dzɦ	eŋ	³¹			2			
3510	惩	dzɦeŋ³¹			dzɦ	eŋ	³¹			2			
3511	剩	dzɦeŋ²¹²			dzɦ	eŋ	²¹²			6			
3512	郑	dzɦeŋ²¹²			dzɦ	eŋ	²¹²			6			
3513	升	seŋ⁴⁴			s	eŋ	⁴⁴			1			
3514	声	seŋ⁴⁴			s	eŋ	⁴⁴			1			
3515	星	seŋ⁴⁴			s	eŋ	⁴⁴			1			
3516	腥	seŋ⁴⁴			s	eŋ	⁴⁴			1			
3517	省	seŋ³⁵		反~	s	eŋ	³⁵			3	反~		2
3518	醒	seŋ³⁵			s	eŋ	³⁵			3			
3519	胜	seŋ⁵³			s	eŋ	⁵³			5			
3520	性	seŋ⁵³			s	eŋ	⁵³			5			
3521	姓	seŋ⁵³			s	eŋ	⁵³			5			
3522	圣	seŋ⁵³			s	eŋ	⁵³			5			
3523	乘	zɦeŋ³¹			zɦ	eŋ	³¹			2			
3524	绳	zɦeŋ³¹			zɦ	eŋ	³¹			2			
3525	滕	zɦeŋ³¹			zɦ	eŋ	³¹			2			
3526	承	zɦeŋ³¹			zɦ	eŋ	³¹			2			
3527	丞	zɦeŋ³¹			zɦ	eŋ	³¹			2			
3528	仍	zɦeŋ³¹			zɦ	eŋ	³¹			2			
3529	情	zɦeŋ³¹			zɦ	eŋ	³¹			2			
3530	晴	zɦeŋ³¹			zɦ	eŋ	³¹			2			
3531	成	zɦeŋ³¹			zɦ	eŋ	³¹			2			
3532	城	zɦeŋ³¹			zɦ	eŋ	³¹			2			
3533	诚	zɦeŋ³¹			zɦ	eŋ	³¹			2			
3534	盛	zɦeŋ³¹		盛满了	zɦ	eŋ	³¹			2	盛满了		2
3535	静	zɦeŋ¹³			zɦ	eŋ	¹³			4			
3536	靖	zɦeŋ¹³			zɦ	eŋ	¹³			4			
3537	净	zɦeŋ²¹²			zɦ	eŋ	²¹²			6			
3538	盛	zɦeŋ²¹²		兴盛	zɦ	eŋ	²¹²			6	兴盛		2
3539	□	poŋ⁴⁴		打~：接吻	p	oŋ	⁴⁴			1	打~：接吻		127
3540	迸	poŋ⁵³			p	oŋ	⁵³			5			
3541	捧	pʰoŋ³⁵			pʰ	oŋ	³⁵			3			
3542	朋	bɦoŋ³¹			bɦ	oŋ	³¹			2			
3543	棚	bɦoŋ³¹			bɦ	oŋ	³¹			2			
3544	篷	bɦoŋ³¹			bɦ	oŋ	³¹			2			
3545	蓬	bɦoŋ³¹			bɦ	oŋ	³¹			2			
3546	懵	moŋ³⁵			m	oŋ	³⁵			3			
3547	芒	mɦoŋ³¹		麦~	mɦ	oŋ	³¹			2	麦~		2
3548	蒙	mɦoŋ³¹			mɦ	oŋ	³¹			2			
3549	蠓	mɦoŋ³¹			mɦ	oŋ	³¹			2			
3550	梦	mɦoŋ²¹²			mɦ	oŋ	²¹²			6			
3551	风	foŋ⁴⁴			f	oŋ	⁴⁴			1			
3552	枫	foŋ⁴⁴			f	oŋ	⁴⁴			1			
3553	疯	foŋ⁴⁴			f	oŋ	⁴⁴			1			
3554	讽	foŋ⁴⁴			f	oŋ	⁴⁴			1			
3555	丰	foŋ⁴⁴			f	oŋ	⁴⁴			1			
3556	封	foŋ⁴⁴			f	oŋ	⁴⁴			1			
3557	峰	foŋ⁴⁴			f	oŋ	⁴⁴			1			
3558	蜂	foŋ⁴⁴			f	oŋ	⁴⁴			1			
3559	锋	foŋ⁴⁴			f	oŋ	⁴⁴			1			
3560	逢	vɦoŋ³¹			vɦ	oŋ	³¹			2			
3561	缝	vɦoŋ³¹		~衣裳	vɦ	oŋ	³¹			2	~衣裳		2
3562	奉	vɦoŋ¹³			vɦ	oŋ	¹³			4			
3563	凤	vɦoŋ²¹²			vɦ	oŋ	²¹²			6			
3564	缝	vɦoŋ²¹²		一条~	vɦ	oŋ	²¹²			6	一条~		2
3565	东	toŋ⁴⁴			t	oŋ	⁴⁴			1			
3566	冬	toŋ⁴⁴			t	oŋ	⁴⁴			1			
3567	董	toŋ³⁵			t	oŋ	³⁵			3			
3568	懂	toŋ³⁵			t	oŋ	³⁵			3			
3569	冻	toŋ⁵³			t	oŋ	⁵³			5			
3570	栋	toŋ⁵³			t	oŋ	⁵³			5			
3571	通	tʰoŋ⁴⁴			tʰ	oŋ	⁴⁴			1			
3572	熥	tʰoŋ⁴⁴			tʰ	oŋ	⁴⁴			1			
3573	捅	tʰoŋ⁴⁴			tʰ	oŋ	⁴⁴			1			
3574	统	tʰoŋ³⁵			tʰ	oŋ	³⁵			3			
3575	痛	tʰoŋ⁵³			tʰ	oŋ	⁵³			5			
3576	同	dɦoŋ³¹			dɦ	oŋ	³¹			2			
3577	铜	dɦoŋ³¹			dɦ	oŋ	³¹			2			2
3578	桐	dɦoŋ³¹			dɦ	oŋ	³¹			2			
3579	筒	dɦoŋ³¹			dɦ	oŋ	³¹			2			
3580	童	dɦoŋ³¹			dɦ	oŋ	³¹			2			
3581	瞳	dɦoŋ³¹			dɦ	oŋ	³¹			2			
3582	桶	dɦoŋ¹³			dɦ	oŋ	¹³			4			
3583	动	dɦoŋ¹³			dɦ	oŋ	¹³			4			
3584	洞	dɦoŋ²¹²			dɦ	oŋ	²¹²			6			
3585	糯	noŋ⁵³			n	oŋ	⁵³			5			
3586	脓	noŋ⁵³			n	oŋ	⁵³			5			
3587	浓	nɦoŋ³¹		2	nɦ	oŋ	³¹			2	2		3
3588	农	nɦoŋ³¹			nɦ	oŋ	³¹			2			
3589	拢	loŋ³⁵			l	oŋ	³⁵			3			
3590	陇	loŋ³⁵			l	oŋ	³⁵			3			
3591	笼	lɦoŋ³¹			lɦ	oŋ	³¹			2			
3592	聋	lɦoŋ³¹			lɦ	oŋ	³¹			2			
3593	隆	lɦoŋ³¹			lɦ	oŋ	³¹			2			
3594	弄	lɦoŋ²¹²			lɦ	oŋ	²¹²			6			
3595	宗	tsoŋ⁴⁴			ts	oŋ	⁴⁴			1			
3596	鬃	tsoŋ⁴⁴			ts	oŋ	⁴⁴			1			
3597	棕	tsoŋ⁴⁴			ts	oŋ	⁴⁴			1			
3598	中	tsoŋ⁴⁴		当~	ts	oŋ	⁴⁴			1	当~		2
3599	忠	tsoŋ⁴⁴			ts	oŋ	⁴⁴			1			
3600	综	tsoŋ⁴⁴			ts	oŋ	⁴⁴			1			
3601	踪	tsoŋ⁴⁴			ts	oŋ	⁴⁴			1			
3602	总	tsoŋ³⁵			ts	oŋ	³⁵			3			
3603	终	tsoŋ³⁵			ts	oŋ	³⁵			3			
3604	粽	tsoŋ⁵³			ts	oŋ	⁵³			5			
3605	纵	tsoŋ⁵³		放~	ts	oŋ	⁵³			5	放~		2
3606	中	tsoŋ⁵³		射中	ts	oŋ	⁵³			5	射中		2
3607	聪	tsʰoŋ⁴⁴			tsʰ	oŋ	⁴⁴			1			
3608	匆	tsʰoŋ⁴⁴			tsʰ	oŋ	⁴⁴			1			
3609	葱	tsʰoŋ⁴⁴			tsʰ	oŋ	⁴⁴			1			
3610	囱	tsʰoŋ⁴⁴			tsʰ	oŋ	⁴⁴			1			
3611	充	tsʰoŋ⁴⁴			tsʰ	oŋ	⁴⁴			1			
3612	从	tsʰoŋ⁴⁴		~容	tsʰ	oŋ	⁴⁴			1	~容		2
3613	冲	tsʰoŋ⁴⁴			tsʰ	oŋ	⁴⁴			1			
3614	宠	tsʰoŋ³⁵			tsʰ	oŋ	³⁵			3			
3615	倾	tsʰoŋ³⁵			tsʰ	oŋ	³⁵			3			
3616	顷	tsʰoŋ³⁵			tsʰ	oŋ	³⁵			3			
3617	蠢	tsʰoŋ⁵³			tsʰ	oŋ	⁵³			5			
3618	嵩	soŋ⁴⁴			s	oŋ	⁴⁴			1			
3619	松	soŋ⁴⁴		2	s	oŋ	⁴⁴			1	2		2
3620	送	soŋ⁵³			s	oŋ	⁵³			5			
3621	宋	soŋ⁵³			s	oŋ	⁵³			5			
3622	纯	zɦoŋ³¹			zɦ	oŋ	³¹			2			
3623	莼	zɦoŋ³¹			zɦ	oŋ	³¹			2			
3624	丛	zɦoŋ³¹			zɦ	oŋ	³¹			2			
3625	崇	zɦoŋ³¹			zɦ	oŋ	³¹			2			
3626	戎	zɦoŋ³¹			zɦ	oŋ	³¹			2			
3627	绒	zɦoŋ³¹			zɦ	oŋ	³¹			2			
3628	茸	zɦoŋ³¹			zɦ	oŋ	³¹			2			
3629	肫	tʃoŋ⁴⁴		2。鸡~	tʃ	oŋ	⁴⁴			1	2。鸡~		2
3630	均	tʃoŋ⁴⁴			tʃ	oŋ	⁴⁴			1			
3631	钧	tʃoŋ⁴⁴			tʃ	oŋ	⁴⁴			1			
3632	窘	tʃoŋ⁴⁴			tʃ	oŋ	⁴⁴			1			
3633	君	tʃoŋ⁴⁴			tʃ	oŋ	⁴⁴			1			
3634	军	tʃoŋ⁴⁴			tʃ	oŋ	⁴⁴			1			
3635	弓	tʃoŋ⁴⁴			tʃ	oŋ	⁴⁴			1			
3636	躬	tʃoŋ⁴⁴			tʃ	oŋ	⁴⁴			1			
3637	宫	tʃoŋ⁴⁴			tʃ	oŋ	⁴⁴			1			
3638	准	tʃoŋ³⁵			tʃ	oŋ	³⁵			3			
3639	俊	tʃoŋ⁵³			tʃ	oŋ	⁵³			5			
3640	众	tʃoŋ⁵³			tʃ	oŋ	⁵³			5			
3641	穿	tʃʰoŋ⁴⁴		2。通过	tʃʰ	oŋ	⁴⁴			1	2。通过		2
3642	椿	tʃʰoŋ⁴⁴			tʃʰ	oŋ	⁴⁴			1			
3643	春	tʃʰoŋ⁴⁴			tʃʰ	oŋ	⁴⁴			1			
3644	串	tʃʰoŋ⁵³			tʃʰ	oŋ	⁵³			5			
3645	铳	tʃʰoŋ⁵³		土枪	tʃʰ	oŋ	⁵³			5	土枪		
3646	群	dʒɦoŋ³¹			dʒɦ	oŋ	³¹			2			
3647	裙	dʒɦoŋ³¹			dʒɦ	oŋ	³¹			2			
3648	琼	dʒɦoŋ³¹			dʒɦ	oŋ	³¹			2			
3649	虫	dʒɦoŋ³¹			dʒɦ	oŋ	³¹			2			
3650	仲	dʒɦoŋ³¹			dʒɦ	oŋ	³¹			2			
3651	穷	dʒɦoŋ³¹			dʒɦ	oŋ	³¹			2			
3652	菌	dʒɦoŋ¹³			dʒɦ	oŋ	¹³			4			
3653	盾	dʒɦoŋ¹³			dʒɦ	oŋ	¹³			4			
3654	吮	dʒɦoŋ¹³			dʒɦ	oŋ	¹³			4			
3655	郡	dʒɦoŋ²¹²			dʒɦ	oŋ	²¹²			6			
3656	殉	ʃoŋ⁴⁴			ʃ	oŋ	⁴⁴			1			
3657	熏	ʃoŋ⁴⁴			ʃ	oŋ	⁴⁴			1			
3658	勋	ʃoŋ⁴⁴			ʃ	oŋ	⁴⁴			1			
3659	薰	ʃoŋ⁴⁴			ʃ	oŋ	⁴⁴			1			
3660	兄	ʃoŋ⁴⁴			ʃ	oŋ	⁴⁴			1			
3661	笋	ʃoŋ³⁵			ʃ	oŋ	³⁵			3			
3662	榫	ʃoŋ³⁵			ʃ	oŋ	³⁵			3			
3663	舜	ʃoŋ⁵³			ʃ	oŋ	⁵³			5			
3664	训	ʃoŋ⁵³			ʃ	oŋ	⁵³			5			
3665	杠	koŋ⁴⁴			k	oŋ	⁴⁴			1			
3666	扛	koŋ⁴⁴			k	oŋ	⁴⁴			1			
3667	公	koŋ⁴⁴			k	oŋ	⁴⁴			1			
3668	蚣	koŋ⁴⁴			k	oŋ	⁴⁴			1			
3669	工	koŋ⁴⁴			k	oŋ	⁴⁴			1			
3670	功	koŋ⁴⁴			k	oŋ	⁴⁴			1			
3671	攻	koŋ⁴⁴			k	oŋ	⁴⁴			1			
3672	贡	koŋ⁵³			k	oŋ	⁵³			5			
3673	汞	koŋ⁵³			k	oŋ	⁵³			5			
3674	拱	koŋ⁵³			k	oŋ	⁵³			5			
3675	巩	koŋ⁵³			k	oŋ	⁵³			5			
3676	空	kʰoŋ⁴⁴			kʰ	oŋ	⁴⁴			1			
3677	孔	kʰoŋ³⁵			kʰ	oŋ	³⁵			3			
3678	控	kʰoŋ⁵³			kʰ	oŋ	⁵³			5			
3679	轰	hoŋ⁴⁴			h	oŋ	⁴⁴			1			
3680	烘	hoŋ⁴⁴			h	oŋ	⁴⁴			1			
3681	哄	hoŋ³⁵			h	oŋ	³⁵			3			
3682	嗅	hoŋ⁵³		用鼻子闻	h	oŋ	⁵³			5	用鼻子闻		2
3683	翁	oŋ⁴⁴				oŋ	⁴⁴			1			
3684	瓮	oŋ⁵³				oŋ	⁵³			5			
3685	弘	ɦoŋ³¹			ɦ	oŋ	³¹			2			
3686	宏	ɦoŋ³¹			ɦ	oŋ	³¹			2			
3687	红	ɦoŋ³¹			ɦ	oŋ	³¹			2			
3688	洪	ɦoŋ³¹			ɦ	oŋ	³¹			2			
3689	鸿	ɦoŋ³¹			ɦ	oŋ	³¹			2			
3690	虹	ɦoŋ³¹			ɦ	oŋ	³¹			2			
3691	冯	ɦoŋ³¹			ɦ	oŋ	³¹			2			
3692	雍	joŋ⁴⁴		~正皇帝	j	oŋ	⁴⁴			1	~正皇帝		
3693	拥	joŋ⁴⁴			j	oŋ	⁴⁴			1			
3694	允	joŋ³⁵			j	oŋ	³⁵			3			
3695	永	joŋ³⁵			j	oŋ	³⁵			3			
3696	泳	joŋ³⁵			j	oŋ	³⁵			3			
3697	咏	joŋ³⁵			j	oŋ	³⁵			3			
3698	旬	jɦoŋ³¹			jɦ	oŋ	³¹			2			
3699	循	jɦoŋ³¹			jɦ	oŋ	³¹			2			
3700	巡	jɦoŋ³¹			jɦ	oŋ	³¹			2			
3701	唇	jɦoŋ³¹			jɦ	oŋ	³¹			2			
3702	醇	jɦoŋ³¹			jɦ	oŋ	³¹			2			
3703	匀	jɦoŋ³¹			jɦ	oŋ	³¹			2			
3704	云	jɦoŋ³¹			jɦ	oŋ	³¹			2			
3705	荣	jɦoŋ³¹			jɦ	oŋ	³¹			2			
3706	营	jɦoŋ³¹			jɦ	oŋ	³¹			2			
3707	莹	jɦoŋ³¹			jɦ	oŋ	³¹			2			
3708	萤	jɦoŋ³¹			jɦ	oŋ	³¹			2			
3709	熊	jɦoŋ³¹			jɦ	oŋ	³¹			2			
3710	雄	jɦoŋ³¹			jɦ	oŋ	³¹			2			
3711	融	jɦoŋ³¹			jɦ	oŋ	³¹			2			
3712	容	jɦoŋ³¹			jɦ	oŋ	³¹			2			
3713	蓉	jɦoŋ³¹			jɦ	oŋ	³¹			2			
3714	焰	jɦoŋ³¹			jɦ	oŋ	³¹			2			
3715	庸	jɦoŋ³¹			jɦ	oŋ	³¹			2			
3716	□	jɦoŋ³¹		两臂向左右伸张的长度	jɦ	oŋ	³¹			2	两臂向左右伸张的长度		127
3717	蕈	jɦoŋ¹³		红~：红颜色的野生蘑茹	jɦ	oŋ	¹³			4	红~：红颜色的野生蘑茹		
3718	顺	jɦoŋ²¹²			jɦ	oŋ	²¹²			6			
3719	润	jɦoŋ²¹²			jɦ	oŋ	²¹²			6			
3720	闰	jɦoŋ²¹²			jɦ	oŋ	²¹²			6			
3721	韵	jɦoŋ²¹²			jɦ	oŋ	²¹²			6			
3722	运	jɦoŋ²¹²			jɦ	oŋ	²¹²			6			
3723	晕	jɦoŋ²¹²			jɦ	oŋ	²¹²			6			
3724	我	ŋŋ̍³⁵		1	ŋ	ŋ̍	³⁵			3	1		2
3725	吾	ŋŋ̍³⁵		1	ŋ	ŋ̍	³⁵			3	1		2
3726	五	ŋŋ̍³⁵		1	ŋ	ŋ̍	³⁵			3	1		2
3727	伍	ŋŋ̍³⁵		1	ŋ	ŋ̍	³⁵			3	1		2
3728	午	ŋŋ̍³⁵		1	ŋ	ŋ̍	³⁵			3	1		2
3729	耳	ŋŋ̍³⁵		2	ŋ	ŋ̍	³⁵			3	2		3
3730	蛾	ɦŋŋ̍³¹			ɦŋ	ŋ̍	³¹			2			
3731	鹅	ɦŋŋ̍³¹			ɦŋ	ŋ̍	³¹			2			2
3732	俄	ɦŋŋ̍³¹			ɦŋ	ŋ̍	³¹			2			
3733	吴	ɦŋŋ̍³¹			ɦŋ	ŋ̍	³¹			2			
3734	蜈	ɦŋŋ̍³¹			ɦŋ	ŋ̍	³¹			2			
3735	梧	ɦŋŋ̍³¹			ɦŋ	ŋ̍	³¹			2			
3736	娱	ɦŋŋ̍³¹			ɦŋ	ŋ̍	³¹			2			
3737	儿	ɦŋŋ̍³¹			ɦŋ	ŋ̍	³¹			2			
3738	我	ɦŋŋ̍¹³		2	ɦŋ	ŋ̍	¹³			4	2		2
3739	吾	ɦŋŋ̍¹³		2	ɦŋ	ŋ̍	¹³			4	2		2
3740	五	ɦŋŋ̍¹³		2	ɦŋ	ŋ̍	¹³			4	2		2
3741	伍	ɦŋŋ̍¹³		2	ɦŋ	ŋ̍	¹³			4	2		2
3742	午	ɦŋŋ̍¹³		2	ɦŋ	ŋ̍	¹³			4	2		2
3743	耳	ɦŋŋ̍¹³		3	ɦŋ	ŋ̍	¹³			4	3		3
3744	卧	ɦŋŋ̍²¹²			ɦŋ	ŋ̍	²¹²			6			
3745	误	ɦŋŋ̍²¹²			ɦŋ	ŋ̍	²¹²			6			
3746	悟	ɦŋŋ̍²¹²			ɦŋ	ŋ̍	²¹²			6			
3747	二	ɦŋŋ̍²¹²			ɦŋ	ŋ̍	²¹²			6			
3748	贰	ɦŋŋ̍²¹²			ɦŋ	ŋ̍	²¹²			6			
