繁體	简体	聲韻調	註釋	聲	韻	調							
輜	辎	tsɿ45		ts	ɿ	45							
芝	芝	tsɿ45		ts	ɿ	45							
之	之	tsɿ45		ts	ɿ	45							
址	址	tsɿ42		ts	ɿ	42							
止	止	tsɿ42		ts	ɿ	42							
趾	趾	tsɿ42		ts	ɿ	42							
志	志	tsɿ214		ts	ɿ	214							
誌	志	tsɿ214		ts	ɿ	214							
汁	汁	tsɿ214		ts	ɿ	214							
執	执	tsɿ214		ts	ɿ	214							
褶	褶	tsɿ214		ts	ɿ	214							
挃	挃	tsɿ214		ts	ɿ	214							
庢	庢	tsɿ214		ts	ɿ	214							
銍	銍	tsɿ214		ts	ɿ	214							
秷	秷	tsɿ214		ts	ɿ	214							
㲳	㲳	tsɿ214		ts	ɿ	214							
㗧	㗧	tsɿ214		ts	ɿ	214							
螲	螲	tsɿ214		ts	ɿ	214							
窒	窒	tsɿ214		ts	ɿ	214							
侄	侄	tsɿ214		ts	ɿ	214							
姪	姪	tsɿ214		ts	ɿ	214							
妷	妷	tsɿ214		ts	ɿ	214							
晊	晊	tsɿ214		ts	ɿ	214							
郅	郅	tsɿ214		ts	ɿ	214							
桎	桎	tsɿ214		ts	ɿ	214							
櫍	櫍	tsɿ214		ts	ɿ	214							
蛭	蛭	tsɿ214		ts	ɿ	214							
騭	骘	tsɿ214		ts	ɿ	214							
質	质	tsɿ214		ts	ɿ	214							
陟	陟	tsɿ214		ts	ɿ	214							
犆	犆	tsɿ214		ts	ɿ	214							
稙	稙	tsɿ214		ts	ɿ	214							
𡸜	𡸜	tsɿ214		ts	ɿ	214							
植	植	tsɿ214		ts	ɿ	214							
㨁	㨁	tsɿ214		ts	ɿ	214							
直	直	tsɿ214		ts	ɿ	214							
值	值	tsɿ214		ts	ɿ	214							
䐈	䐈	tsɿ214		ts	ɿ	214							
樴	樴	tsɿ214		ts	ɿ	214							
織	织	tsɿ214		ts	ɿ	214							
職	职	tsɿ214		ts	ɿ	214							
寔	寔	tsɿ214		ts	ɿ	214							
殖	殖	tsɿ214		ts	ɿ	214							
擿	擿	tsɿ214		ts	ɿ	214							
擲	掷	tsɿ214		ts	ɿ	214							
跖	跖	tsɿ214		ts	ɿ	214							
蹠	蹠	tsɿ214		ts	ɿ	214							
摭	摭	tsɿ214		ts	ɿ	214							
墌	墌	tsɿ214		ts	ɿ	214							
隻	只	tsɿ45		ts	ɿ	45							
炙	炙	tsɿ214		ts	ɿ	214							
雌	雌	tsʰɿ21		tsʰ	ɿ	21							
此	此	tsʰɿ214		tsʰ	ɿ	214							
刺	刺	tsʰɿ214		tsʰ	ɿ	214							
疵	疵	tsʰɿ45		tsʰ	ɿ	45							
賜	赐	tsʰɿ214		tsʰ	ɿ	214							
池	池	tsʰɿ21		tsʰ	ɿ	21							
馳	驰	tsʰɿ21		tsʰ	ɿ	21							
侈	侈	tsʰɿ21		tsʰ	ɿ	21							
次	次	tsʰɿ214		tsʰ	ɿ	214							
瓷	瓷	tsʰɿ21		tsʰ	ɿ	21							
糍	糍	tsʰɿ21		tsʰ	ɿ	21							
鴟	鸱	tsʰɿ45		tsʰ	ɿ	45							
遲	迟	tsʰɿ21		tsʰ	ɿ	21							
磁	磁	tsʰɿ21		tsʰ	ɿ	21							
慈	慈	tsʰɿ21		tsʰ	ɿ	21							
辭	辞	tsʰɿ21		tsʰ	ɿ	21							
詞	词	tsʰɿ21		tsʰ	ɿ	21							
祠	祠	tsʰɿ21		tsʰ	ɿ	21							
癡	痴	tsʰɿ45		tsʰ	ɿ	45							
恥	耻	tsʰɿ42		tsʰ	ɿ	42							
持	持	tsʰɿ21		tsʰ	ɿ	21							
嗤	嗤	tsʰɿ45		tsʰ	ɿ	45							
齒	齿	tsʰɿ42		tsʰ	ɿ	42							
齒	齿	tsʰɿ214		tsʰ	ɿ	214							
秩	秩	tsʰɿ214		tsʰ	ɿ	214							
叱	叱	tsʰɿ214		tsʰ	ɿ	214							
敕	敕	tsʰɿ214		tsʰ	ɿ	214							
勅	勅	tsʰɿ214		tsʰ	ɿ	214							
栻	栻	tsʰɿ214		tsʰ	ɿ	214							
侙	侙	tsʰɿ214		tsʰ	ɿ	214							
飭	饬	tsʰɿ214		tsʰ	ɿ	214							
赤	赤	tsʰɿ214		tsʰ	ɿ	214							
斥	斥	tsʰɿ214		tsʰ	ɿ	214							
尺	尺	tsʰɿ214		tsʰ	ɿ	214							
蚇	蚇	tsʰɿ214		tsʰ	ɿ	214							
㡿	㡿	tsʰɿ214		tsʰ	ɿ	214							
斥	斥	tsʰɿ214		tsʰ	ɿ	214							
入	入	zɿ214	性交	z	ɿ	214							
馹	驲	zɿ214		z	ɿ	214							
日	日	zɿ214		z	ɿ	214							
茨	茨	tsɿ21	茨菰，俗写做“慈姑”	ts	ɿ	21							
卜	卜	pu214	萝卜（老）	p	u	214							
卜	卜	pu45	萝卜（新）	p	u	45							
宿	宿	su214	宿舍	s	u	214							
浮	浮	pʰu21		pʰ	u	21							
辜	辜	ku45		k	u	45							
孤	孤	ku45		k	u	45							
姑	姑	ku45		k	u	45							
估	估	ku42		k	u	42							
古	古	ku42		k	u	42							
賈	贾	ku42		k	u	42							
股	股	ku42		k	u	42							
鼓	鼓	ku42		k	u	42							
蠱	蛊	ku42		k	u	42							
牯	牯	ku42	1.表示公牛。2.形容人犟，固執	k	u	42							
故	故	ku214		k	u	214							
顧	顾	ku214		k	u	214							
固	固	ku214		k	u	214							
雇	雇	ku214		k	u	214							
骨	骨	ku214		k	u	214							
穀	谷	ku214		k	u	214							
糓	谷	ku214		k	u	214							
榖	谷	ku214		k	u	214							
箍	箍	kʰu45		kʰ	u	45							
跍	跍	kʰu21	動詞，表示蹲下,引申为居住，如“今晚上你跍跟哪儿啊？”	kʰ	u	21							
枯	枯	kʰu45		kʰ	u	45							
苦	苦	kʰu42		kʰ	u	42							
庫	库	kʰu214		kʰ	u	214							
褲	裤	kʰu214		kʰ	u	214							
窟	窟	kʰu214		kʰ	u	214							
哭	哭	kʰu214		kʰ	u	214							
硞	硞	kʰu214	[碌～]: 石不平的樣子	kʰ	u	214							
酷	酷	kʰu214		kʰ	u	214							
剹	剹	lu214		l	u	214							
勠	勠	lu214		l	u	214							
穋	穋	lu214		l	u	214							
鵱	鵱	lu214		l	u	214							
蓼	蓼	lu214		l	u	214							
六	六	lu214		l	u	214							
陸	陆	lu214		l	u	214							
戮	戮	lu214		l	u	214							
驢	驢	lu21		l	u	21							
盧	卢	lu21		l	u	21							
爐	炉	lu21		l	u	21							
鹵	卤	lu42		l	u	42							
魯	鲁	lu42		l	u	42							
櫓	橹	lu42		l	u	42							
虜	虏	lu42		l	u	42							
露	露	lu214或45		l	u	214或45							
路	路	lu214或45		l	u	214或45							
賂	赂	lu214		l	u	214							
律	律	lu214		l	u	214							
漉	漉	lu214		l	u	214							
鹿	鹿	lu214		l	u	214							
祿	禄	lu214		l	u	214							
碌	碌	lu214		l	u	214							
綠	绿	lu214		l	u	214							
錄	录	lu214		l	u	214							
膜	膜	mu21		m	u	21							
模	模	mu21		m	u	21							
拇	拇	mu42		m	u	42							
母	母	mu42		m	u	42							
牟	牟	mu21	地名，来牟镇	m	u	21							
殁	殁	mu214		m	u	214							
莈	莈	mu214		m	u	214							
沒	没	mu214	没收	m	u	214							
木	木	mu214		m	u	214							
沐	沐	mu214		m	u	214							
毣	毣	mu214		m	u	214							
鶩	鹜	mu214		m	u	214							
蚞	蚞	mu214		m	u	214							
睦	睦	mu214		m	u	214							
苜	苜	mu214		m	u	214							
目	目	mu214		m	u	214							
穆	穆	mu214		m	u	214							
牧	牧	mu214		m	u	214							
奴	奴	nu21		n	u	21							
努	努	nu42		n	u	42							
怒	怒	nu214		n	u	214							
補	补	pu42		p	u	42							
布	布	pu214		p	u	214							
佈	布	pu214		p	u	214							
怖	怖	pu214		p	u	214							
部	部	pu214		p	u	214							
簿	簿	pu214		p	u	214							
步	步	pu214	文读	p	u	214							
捕	捕	pu42		p	u	42							
不	不	pu214		p	u	214							
蔔	卜	pu214		p	u	214							
捕	捕	pʰu45	仅用于“捕捉”“捕捞”（白讀）	pʰ	u	45							
譜	谱	pʰu42		pʰ	u	42							
鋪	铺	pʰu45		pʰ	u	45							
普	普	pʰu42		pʰ	u	42							
溥	溥	pʰu42	溥儀	pʰ	u	42							
浦	浦	pʰu42		pʰ	u	42							
鋪	铺	pʰu214	古驿站，地名	pʰ	u	214							
菩	菩	pʰu21		pʰ	u	21							
蒲	蒲	pʰu21		pʰ	u	21							
脯	脯	pʰu21		pʰ	u	21							
步	步	pʰu45	白读	pʰ	u	45							
甫	甫	pʰu42		pʰ	u	42							
渤	渤	pʰu214		pʰ	u	214							
勃	勃	pʰu214		pʰ	u	214							
撲	扑	pʰu21	扑克	pʰ	u	21							
撲	扑	pʰu45	动词，趴着	pʰ	u	45							
撲	扑	pʰu214	扑灭	pʰ	u	214							
僕	仆	pʰu21		pʰ	u	21							
曝	曝	pʰu214		pʰ	u	214							
瀑	瀑	pʰu214		pʰ	u	214							
蘇	苏	su45		s	u	45							
酥	酥	su45		s	u	45							
素	素	su214		s	u	214							
塑	塑	su214		s	u	214							
訴	诉	su214		s	u	214							
儲	储	su21		s	u	21							
疏	疏	su45		s	u	45							
蔬	蔬	su45		s	u	45							
梳	梳	su45		s	u	45							
疏	疏	su45		s	u	45							
書	书	su45		s	u	45							
舒	舒	su45		s	u	45							
鼠	鼠	su42		s	u	42							
暑	暑	su42		s	u	42							
黍	黍	su42		s	u	42							
墅	墅	su42		s	u	42							
庶	庶	su214		s	u	214							
恕	恕	su214		s	u	214							
薯	薯	su42		s	u	42							
署	署	su42		s	u	42							
數	数	su42		s	u	42							
數	数	su214		s	u	214							
樞	枢	su45		s	u	45							
輸	输	su45		s	u	45							
戍	戍	su214		s	u	214							
殊	殊	su45		s	u	45							
豎	竖	su214		s	u	214							
樹	树	su214		s	u	214							
漱	漱	su214		s	u	214							
術	术	su214		s	u	214							
述	述	su214		s	u	214							
沭	沭	su214		s	u	214							
秫	秫	su214		s	u	214							
速	速	su214		s	u	214							
肅	肃	su214		s	u	214							
洬	洬	su214		s	u	214							
裻	裻	su214		s	u	214							
夙	夙	su214		s	u	214							
肅	肃	su214		s	u	214							
縮	缩	su214		s	u	214							
黍	黍	su214		s	u	214							
菽	菽	su214		s	u	214							
孰	孰	su214		s	u	214							
塾	塾	su214		s	u	214							
熟	熟	su214		s	u	214							
淑	淑	su214		s	u	214							
粟	粟	su214		s	u	214							
俗	俗	su214		s	u	214							
續	续	su214		s	u	214							
贖	赎	su214		s	u	214							
束	束	tsʰu214		tsʰ	u	214							
蜀	蜀	su214		s	u	214							
屬	属	su214		s	u	214							
树	树	su45		s	u	45							
都	都	tu45	成都	t	u	45							
堵	堵	tu42		t	u	42							
賭	赌	tu42		t	u	42							
肚	肚	tu42	动物的	t	u	42							
妒	妒	tu214		t	u	214							
蠹	蠹	tu214		t	u	214							
肚	肚	tu214或45	人的肚皮	t	u	214或45							
杜	杜	tu214		t	u	214							
度	度	tu214		t	u	214							
渡	渡	tu214		t	u	214							
鍍	镀	tu214		t	u	214							
獨	独	tu214		t	u	214							
黷	黩	tu214		t	u	214							
瀆	渎	tu214		t	u	214							
犢	犊	tu214		t	u	214							
讀	读	tu214		t	u	214							
牘	牍	tu214		t	u	214							
督	督	tu214		t	u	214							
毒	毒	tu214		t	u	214							
纛	纛	tu214		t	u	214							
蹙	蹙	tsʰu214		tsʰ	u	214							
足	足	tsu214		ts	u	214							
土	土	tʰu42		tʰ	u	42							
吐	吐	tʰu42		tʰ	u	42							
兔	兔	tʰu214		tʰ	u	214							
途	途	tʰu21		tʰ	u	21							
屠	屠	tʰu21		tʰ	u	21							
圖	图	tʰu21		tʰ	u	21							
徒	徒	tʰu21		tʰ	u	21							
葖	葖	tʰu214		tʰ	u	214							
突	突	tʰu214		tʰ	u	214							
禿	秃	tʰu214		tʰ	u	214							
做	做	tsu214		ts	u	214							
租	租	tsu45		ts	u	45							
祖	祖	tsu42		ts	u	42							
組	组	tsu42		ts	u	42							
做	做	tsu214		ts	u	214							
豬	猪	tsu45		ts	u	45							
苧	苎	tsu214		ts	u	214							
箸	箸	tsu214		ts	u	214							
阻	阻	tsu42		ts	u	42							
諸	诸	tsu45		ts	u	45							
煮	煮	tsu42		ts	u	42							
珠	珠	tsu45		ts	u	45							
蛛	蛛	tsu45		ts	u	45							
株	株	tsu45		ts	u	45							
誅	诛	tsu45		ts	u	45							
駐	驻	tsu214		ts	u	214							
注	注	tsu214		ts	u	214							
柱	柱	tsu214		ts	u	214							
住	住	tsu214或45	在词组“遭不住”中不用去声读法	ts	u	214或45							
珠	珠	tsu45		ts	u	45							
朱	朱	tsu45		ts	u	45							
主	主	tsu42		ts	u	42							
注	注	tsu214		ts	u	214							
鑄	铸	tsu214		ts	u	214							
椊	椊	tsu214		ts	u	214							
䚝	䚝	tsu214		ts	u	214							
崪	崪	tsu214		ts	u	214							
稡	稡	tsu214		ts	u	214							
倅	倅	tsu214		ts	u	214							
卒	卒	tsu214		ts	u	214							
鎐	鎐	tsu214		ts	u	214							
梀	梀	tsu214		ts	u	214							
竺	竺	tsu214		ts	u	214							
茿	茿	tsu214		ts	u	214							
竹	竹	tsu214		ts	u	214							
築	筑	tsu214		ts	u	214							
逐	逐	tsu214		ts	u	214							
舳	舳	tsu214		ts	u	214							
鱁	鱁	tsu214		ts	u	214							
𧏿	𧏿	tsu214		ts	u	214							
蓫	蓫	tsu214		ts	u	214							
䮱	䮱	tsu214		ts	u	214							
篴	篴	tsu214		ts	u	214							
軸	轴	tsu214		ts	u	214							
𡎺	𡎺	tsu214	動詞	ts	u	214							
琡	琡	tsu214		ts	u	214							
柷	柷	tsu214		ts	u	214							
喌	喌	tsu214		ts	u	214							
祝	祝	tsu214		ts	u	214							
粥	粥	tsu45		ts	u	45							
矚	瞩	tsu214		ts	u	214							
燭	烛	tsu214		ts	u	214							
囑	嘱	tsu214		ts	u	214							
觸	触	tsu214		ts	u	214							
粗	粗	tsʰu45		tsʰ	u	45							
醋	醋	tsʰu214		tsʰ	u	214							
措	措	tsʰu214		tsʰ	u	214							
除	除	tsʰu21		tsʰ	u	21							
初	初	tsʰu45		tsʰ	u	45							
楚	楚	tsʰu42		tsʰ	u	42							
鋤	锄	tsʰu21		tsʰ	u	21							
鋤	锄	tsʰu21	鋤頭	tsʰ	u	21							
處	处	tsʰu45		tsʰ	u	45							
處	处	tsʰu42		tsʰ	u	42							
處	处	tsʰu214	老派不用	tsʰ	u	214							
廚	厨	tsʰu21		tsʰ	u	21							
柱	拄	tsʰu42		tsʰ	u	42							
芻	刍	tsʰu21		tsʰ	u	21							
雛	雏	tsʰu21		tsʰ	u	21							
𥾛	𥾛	tsʰu214		tsʰ	u	214							
猝	猝	tsʰu214		tsʰ	u	214							
出	出	tsʰu214		tsʰ	u	214							
族	族	tsʰu214		tsʰ	u	214							
鏃	镞	tsʰu214		tsʰ	u	214							
䃚	䃚	tsʰu214		tsʰ	u	214							
蔟	蔟	tsʰu214		tsʰ	u	214							
簇	簇	tsʰu214		tsʰ	u	214							
矗	矗	tsʰu214		tsʰ	u	214							
畜	畜	tsʰu214	畜牲	tsʰ	u	214							
妯	妯	tsʰu214	妯娌，俗称“刷母儿”，本字不详	tsʰ	u	214							
促	促	tsʰu214		tsʰ	u	214							
如	如	zu21		z	u	21							
汝	汝	zu42		z	u	42							
㹘	㹘	zu214		z	u	214							
儒	儒	zu21		z	u	21							
乳	乳	zu42		z	u	42							
入	入	zu214		z	u	214							
肉	肉	zu214		z	u	214							
辱	辱	zu214		z	u	214							
縟	缛	zu214		z	u	214							
褥	褥	zu214		z	u	214							
菰	菰	ku45	茨菰，俗写做“慈姑”	k	u	45							
蹴	蹴	tsʰu214		tsʰ	u	214							
瓜	瓜	kua45		k	ua	45							
寡	寡	kua45		k	ua	45							
剮	剐	kua42		k	ua	42							
掛	挂	kua214		k	ua	214							
卦	卦	kua214		k	ua	214							
鴰	鸹	kua214		k	ua	214							
劀	劀	kua214		k	ua	214							
𠟽	𠟽	kua214		k	ua	214							
趏	趏	kua214		k	ua	214							
刮	刮	kua214		k	ua	214							
咵	咵	kʰua42		kʰ	ua	42							
垮	垮	kʰua42		kʰ	ua	42							
跨	跨	kʰua214		kʰ	ua	214							
鴉	鸦	Øua45	老派	Ø	ua	45							
娃	娃	Øua21	口语中读去声，如“小娃儿”ɕiɑʊ42 uɐ˞214	Ø	ua	21							
㧚	㧚	Øua42	動詞，表示舀	Ø	ua	42							
瓦	瓦	Øua42		Ø	ua	42							
䠚	䠚	Øua214		Ø	ua	214							
蛙	蛙	Øua45		Ø	ua	45							
窪	洼	Øua45		Ø	ua	45							
畫	画	Øua214		Ø	ua	214							
蛙	蛙	Øua45		Ø	ua	45							
話	话	xua214		x	ua	214							
挖	挖	Øua45		Ø	ua	45							
婠	婠	Øua214		Ø	ua	214							
䯉	䯉	Øua214		Ø	ua	214							
嗢	嗢	Øua214		Ø	ua	214							
穵	穵	Øua214		Ø	ua	214							
𣁳	𣁳	Øua214		Ø	ua	214							
嗗	嗗	Øua214		Ø	ua	214							
䚴	䚴	Øua214		Ø	ua	214							
㱚	㱚	Øua214		Ø	ua	214							
䎳	䎳	Øua214		Ø	ua	214							
𦤙	𦤙	Øua214		Ø	ua	214							
聉	聉	Øua214	～顏：（看起來）無知的樣子	Ø	ua	214							
𦘍	𦘍	Øua214		Ø	ua	214							
㒝	㒝	Øua214		Ø	ua	214							
𥄎	𥄎	Øua214		Ø	ua	214							
韈	袜	Øua214		Ø	ua	214							
韤	袜	Øua214		Ø	ua	214							
襪	袜	Øua214		Ø	ua	214							
廈	厦	sua42	老派	s	ua	42							
耍	耍	sua45		s	ua	45							
刷	刷	sua214		s	ua	214							
抓	抓	tsua45		ts	ua	45							
爪	爪	tsua214	动词，踢。又有扑克的玩法“爪么四”	ts	ua	214							
爪	爪	tsua42		ts	ua	42							
䵵	䵵	tsua214		ts	ua	214							
㔍	㔍	tsua214		ts	ua	214							
䫄	䫄	tsua214		ts	ua	214							
𤁫	𤁫	tsua214		ts	ua	214							
聉	聉	tsua214	聾	ts	ua	214							
窡	窡	tsua214		ts	ua	214							
𠿡	𠿡	tsua214		ts	ua	214							
娺	娺	tsua214		ts	ua	214							
花	花	Xua45		X	ua	45							
化	化	Xua214		X	ua	214							
華	华	Xua21		X	ua	21							
劃	劃	xua214	文讀，如計劃	x	ua	214							
華	华	Xua214		X	ua	214							
劃	划	xua45	動詞，表示用刀～開	x	ua	45							
䱻	䱻	xua214		x	ua	214							
磆	磆	xua214		x	ua	214							
螖	螖	xua214		x	ua	214							
䴳	䴳	xua214		x	ua	214							
滑	滑	xua214		x	ua	214							
猾	猾	xua214		x	ua	214							
䀨	䀨	xua214		x	ua	214							
姡	姡	xua214	面貌醜陋	x	ua	214							
劃	划	xua214		x	ua	214							
挼	挼	zua21	動詞，表示揉	z	ua	21							
鏟	铲	tsʰuã42		tsʰ	uã	42							
官	官	kuã45		k	uã	45							
觀	观	kuã45		k	uã	45							
冠	冠	kuã45		k	uã	45							
管	管	kuã42		k	uã	42							
館	馆	kuã42		k	uã	42							
冠	冠	kuã214		k	uã	214							
觀	观	kuã214		k	uã	214							
灌	灌	kuã214		k	uã	214							
罐	罐	kuã214		k	uã	214							
貫	贯	kuã214		k	uã	214							
鰥	鳏	kuã45		k	uã	45							
關	关	kuã45		k	uã	45							
慣	惯	kuã214		k	uã	214							
光	光	kuã45		k	uã	45							
廣	广	kuã42		k	uã	42							
逛	逛	kuã214		k	uã	214							
寬	宽	kʰuã45		kʰ	uã	45							
款	款	kʰuã42		kʰ	uã	42							
皖	皖	xuã42		x	uã	42							
皖	皖	kʰuã42	又读	kʰ	uã	42							
浣	浣	kʰuã42		kʰ	uã	42							
曠	旷	kʰuã214		kʰ	uã	214							
匡	匡	kʰuã45		kʰ	uã	45							
眶	眶	kʰuã45		kʰ	uã	45							
筐	筐	kʰuã45		kʰ	uã	45							
框	框	kʰuã45		kʰ	uã	45							
狂	狂	kʰuã21		kʰ	uã	21							
況	况	kʰuã214		kʰ	uã	214							
㫛	㫛	kʰuã214		kʰ	uã	214							
礦	矿	kʰuã214		kʰ	uã	214							
暖	暖	nuã42		n	uã	42							
鸞	鸾	nuã21		n	uã	21							
攣	攣	nuã21		n	uã	21							
卵	卵	nuã42		n	uã	42							
亂	乱	nuã214		n	uã	214							
玩	玩	øuã21		ø	uã	21							
完	完	øuã21		ø	uã	21							
丸	丸	øuã21		ø	uã	21							
紈	纨	øuã21		ø	uã	21							
豌	豌	øuã45		ø	uã	45							
碗	碗	øuã42		ø	uã	42							
腕	腕	øuã42		ø	uã	42							
頑	顽	øuã21		ø	uã	21							
彎	弯	øuã45		ø	uã	45							
灣	湾	øuã45		ø	uã	45							
院	院	Øuã214		Ø	uã	214							
晚	晚	Øuã42		Ø	uã	42							
挽	挽	Øuã42		Ø	uã	42							
萬	万	Øuã42	千艱～難	Ø	uã	42							
萬	万	Øuã214		Ø	uã	214							
宛	宛	øuã42		ø	uã	42							
婉	婉	øuã42		ø	uã	42							
汪	汪	Øuã45		Ø	uã	45							
亡	亡	Øuã21		Ø	uã	21							
忘	忘	Øuã214或45	白讀，如：搞～去	Ø	uã	214或45							
網	网	øuã42		ø	uã	42							
望	望	øuã45	见于地方志，“汪家滩”改名为音同的“望佳滩”。	ø	uã	45							
望	望	øuã214		ø	uã	214							
妄	妄	øuã214		ø	uã	214							
枉	枉	øuã42		ø	uã	42							
王	王	øuã21		ø	uã	21							
往	往	øuã42		ø	uã	42							
旺	旺	øuã214		ø	uã	214							
珊	珊	suã45		s	uã	45							
刪	删	suã45		s	uã	45							
酸	酸	suã45		s	uã	45							
匴	匴	suã42		s	uã	42							
篹	篹	suã42		s	uã	42							
算	算	suã214		s	uã	214							
蒜	蒜	suã214		s	uã	214							
閂	闩	suã45		s	uã	45							
拴	拴	suã45		s	uã	45							
涮	涮	suã214		s	uã	214							
霜	霜	suã45		s	uã	45							
孀	孀	suã45		s	uã	45							
爽	爽	suã42		s	uã	42							
雙	双	suã45		s	uã	45							
㦼	㦼	suã214		s	uã	214							
短	短	tuã42		t	uã	42							
𢭃	𢭃	tuã42		t	uã	42							
𢷖	𢷖	tuã42		t	uã	42							
𢵦	𢵦	tuã42		t	uã	42							
斷	断	tuã214或45		t	uã	214或45							
鍛	锻	tuã214		t	uã	214							
段	段	tuã214		t	uã	214							
緞	缎	tuã214		t	uã	214							
湍	湍	tʰuã45		tʰ	uã	45							
團	团	tʰuã21		tʰ	uã	21							
賺	赚	tsuã214		ts	uã	214							
鑽	钻	tsuã45		ts	uã	45							
纂	纂	tsuã214		ts	uã	214							
鑽	钻	tsuã214		ts	uã	214							
撰	撰	tsuã214		ts	uã	214							
轉	转	tsuã45		ts	uã	45							
轉	转	tsuã214		ts	uã	214							
傳	传	tsuã214		ts	uã	214							
篆	篆	tsuã214		ts	uã	214							
專	专	tsuã45		ts	uã	45							
磚	砖	tsuã45		ts	uã	45							
莊	庄	tsuã45		ts	uã	45							
裝	装	tsuã45		ts	uã	45							
𪭿	𪭿	tsuã42	動詞，表示凑足之意	ts	uã	42							
壯	壮	tsuã214		ts	uã	214							
妝	妆	tsuã45		ts	uã	45							
狀	状	tsuã214		ts	uã	214							
樁	桩	tsuã45		ts	uã	45							
撞	撞	tsʰuã42		tsʰ	uã	42							
竄	窜	tsʰuã214		tsʰ	uã	214							
篡	篡	tsʰuã214		tsʰ	uã	214							
傳	传	tsʰuã21		tsʰ	uã	21							
椽	椽	tsʰuã21		tsʰ	uã	21							
川	川	tsʰuã45		tsʰ	uã	45							
穿	穿	tsʰuã45		tsʰ	uã	45							
喘	喘	tsʰuã42		tsʰ	uã	42							
舛	舛	tsʰuã42		tsʰ	uã	42							
串	串	tsʰuã214		tsʰ	uã	214							
船	船	tsʰuã21		tsʰ	uã	21							
瘡	疮	tsʰuã45		tsʰ	uã	45							
創	创	tsʰuã45		tsʰ	uã	45							
創	创	tsʰuã214		tsʰ	uã	214							
牀	床	tsʰuã21		tsʰ	uã	21							
歡	欢	xuã45		x	uã	45							
喚	唤	xuã214		x	uã	214							
煥	焕	xuã214		x	uã	214							
桓	桓	xuã21		x	uã	21							
緩	缓	xuã42		x	uã	42							
換	换	xuã214或45		x	uã	214或45							
寰	寰	xuã21		x	uã	21							
幻	幻	xuã214		x	uã	214							
環	环	xuã21		x	uã	21							
患	患	xuã214		x	uã	214							
宦	宦	xuã214		x	uã	214							
荒	荒	xuã45		x	uã	45							
慌	慌	xuã45		x	uã	45							
恍	恍	xuã42		x	uã	42							
謊	谎	xuã42		x	uã	42							
貺	贶	xuã214		x	uã	214							
晃	晃	xuã214		x	uã	214							
榥	榥	xuã42		x	uã	42							
幌	幌	xuã42		x	uã	42							
黃	黄	xuã21		x	uã	21							
蝗	蝗	xuã21		x	uã	21							
皇	皇	xuã21		x	uã	21							
撋	撋	zuã21		z	uã	21							
軟	软	zuã42		z	uã	42							
𤲬	𤲬	zuã214		z	uã	214							
阮	阮	zuã42		z	uã	42							
橫	横	xuã21	桥横头	x	uã	21							
龚	龚	øuã45	可能是避讳	ø	uã	45							
篩	筛	suɐɪ45		s	uɐɪ	45							
個	个	kuɐɪ42	一般认为这个读法比较土	k	uɐɪ	42							
劊	刽	kuɐɪ214		k	uɐɪ	214							
會	会	kuɐɪ214	會稽，會計	k	uɐɪ	214							
乖	乖	kuɐɪ45		k	uɐɪ	45							
怪	怪	kuɐɪ214		k	uɐɪ	214							
拐	拐	kuɐɪ42		k	uɐɪ	42							
蒯	蒯	kʰuɐɪ214		kʰ	uɐɪ	214							
快	快	kʰuɐɪ214		kʰ	uɐɪ	214							
筷	筷	kʰuɐɪ214		kʰ	uɐɪ	214							
外	外	Øuɐɪ214或45		Ø	uɐɪ	214或45							
歪	歪	Øuɐɪ42	歪货	Ø	uɐɪ	42							
歪	歪	Øuɐɪ45	不正，如“那道旗杆是歪的”	Ø	uɐɪ	45							
篩	筛	suɐɪ45		s	uɐɪ	45							
衰	衰	suɐɪ45		s	uɐɪ	45							
摔	摔	suɐɪ45		s	uɐɪ	45							
帥	帅	suɐɪ214		s	uɐɪ	214							
率	率	suɐɪ214		s	uɐɪ	214							
摔	摔	tsuɐɪ45	白讀，動詞，表跌倒	ts	uɐɪ	45							
蝃	蝃	tsuɐɪ214	蝃蜘蛛	ts	uɐɪ	214							
揣	揣	tsʰuɐɪ45		tsʰ	uɐɪ	45							
揣	揣	tsʰuɐɪ42		tsʰ	uɐɪ	42							
淮	淮	xuɐɪ21		x	uɐɪ	21							
懷	怀	xuɐɪ21		x	uɐɪ	21							
槐	槐	xuɐɪ21		x	uɐɪ	21							
壞	坏	xuɐɪ214		x	uɐɪ	214							
歡	欢	xuɐɪ45	欢喜	x	uɐɪ	45							
㱿	壳	kʰue214	必须儿化，纸壳tsɿ42kʰuɐ˞214	kʰ	ue	214							
虢	虢	kue214		k	ue	214							
郭	郭	kue214		k	ue	214							
蛞	蛞	kue214		k	ue	214							
國	国	kue214		k	ue	214							
括	括	kʰue214		kʰ	ue	214							
闊	阔	kʰue214		kʰ	ue	214							
擴	扩	kʰue214		kʰ	ue	214							
䰥	䰥	xue214		x	ue	214							
蜮	蜮	xue214		x	ue	214							
或	或	xue214		x	ue	214							
惑	惑	xue214		x	ue	214							
𢃤	𢃤	xue214		x	ue	214							
𥇙	𥇙	xue214		x	ue	214							
絮	絮	sueɪ214		s	ueɪ	214							
賊	贼	tsuei21		ts	uei	21							
誰	谁	suəɪ21		s	uəɪ	21							
瑰	瑰	kuəɪ214		k	uəɪ	214							
圭	圭	kuəɪ45		k	uəɪ	45							
