繁	简	国际音标	吴语拼音	备注	调类	调值
奢	奢	ɕiɑ53	shia1	~遮（聪明）。	1	53
奢	奢	siɔ53	siau1	~侈。	1	53
穗	穗	zɿ13	zy6	【白读】稻~头。	6	13
穗	穗	zø13	zoe6	【文读】	6	13
宕	宕	dɒ̃13	daon6		6	13
罅	罅	hɑ35	ha5		5	35
曰	曰	ɦyœʔ23	yoeq8		8	23
揩	揩	kʰɑ53	kha1	擦。	1	53
墅	墅	zɿ213	zy4	该字主要见于雅化地名，通“市”：金~，蠡~，浒~关（江苏苏州地名）；陈~（江苏无锡地名）；平~（江苏常熟地名）；萧~（江苏昆山地名）。	4	213
野	野	zɿ213	zy4	别~。	4	213
箸	箸	zɿ13	zy6	筷~笼。	6	13
褚	褚	tsʰɿ44	tshy3		3	44
杵	杵	tsʰɿ44	tshy3		3	44
丸	丸	βe22	ve2		2	22
苟	苟	kɤ44	keu3		3	44
枸	枸	kɤ44	keu3		3	44
杞	杞	tɕʰi44	chi3	枸~（植物名，中药名）。	3	44
杞	杞	dʑi213	ji4	枸~（浙江嵊泗地名）。	4	213
奎	奎	kʰue53	khue1		1	53
魁	魁	kʰue53	khue1		1	53
戾	戾	li13	li6		6	13
唳	唳	li13	li6		6	13
捩	捩	liɪʔ23	liq8	绞~棒（麻花）。	8	23
蜻	蜻	sin53	sin1		1	53
蜓	蜓	din22	din2		2	22
葡	葡	bəʔ23	beq8		8	23
萄	萄	dɔ22	dau2		2	22
枇	枇	biɪʔ23	biq8		8	23
杷	杷	bo22	bo2		2	22
荔	荔	li13	li6		6	13
什	什	zəʔ23	zeq8		8	23
尕	尕	kɑ44	ka3		3	44
蝦	虾	hø53	hoe1		1	53
摜	掼	guɛ13	guae6	摔，扔。	6	13
軋	轧	gæʔ23	gaeq8	压，挤（动词、形容词）：~闹猛。结交：~朋友，~姘头。	8	23
戆	戆	gɒ̃213	gaon4	傻：~大（傻屄）。	4	213
欸	欸	e	e	应答声。		
扌肉	扌肉	ȵiɒk23	gniaoq8	揉：~面。	8	23
忄叜	忄叜	sɔ53	sau1	豪~（快点）。	1	53
站	站	tsɛ35	tsae5	~立。	5	35
彈	弹	dɛ22	dae2	~棉花；~被絮。	2	22
榔	榔	lɒ̃22	laon2		2	22
臧	臧	tsɒ̃53	tsaon1		1	53
麸	麸	ɸu53	fu1		1	53
鄜	鄜	ɸu53	fu1		1	53
偕	偕	tɕiɑ53	cia1		1	53
偕	偕	ɦiɛ22	yae2	【文读】	2	22
渳	渳	mi53	mi1	小口喝。	1	53
壹	壹	iɪʔ5	iq7		7	5
鑿	凿	zɒk23	zaoq8		8	23
臃	臃	ioŋ44	ion3		3	44
壅	壅	ioŋ53	ion1		1	53
癲	癫	ɗi53	ti1		1	53
癇	痫	ɦɛ22	ghae2		2	22
瑇	瑇	de13	de6		6	13
玳	玳	de13	de6		6	13
瑁	瑁	me13	me6	玳~。	6	13
瑁	瑁	mɔ13	mau6		6	13
壚	垆	lu22	lu2		2	22
攎	攎	lu53	lu1	用手贴着平面移动收聚或出去东西。	1	53
鷺	鹭	lu13	lu6		6	13
氽	氽	tʰəŋ44	then3		3	44
汆	汆	tsʰø53	tshoe1		1	53
蹿	躥	tsʰø53	tshoe1		1	53
窜	竄	tsʰø53	tshoe1		1	53
扞	扞	ɦø13	ghoe6		6	13
捍	捍	ɦø13	ghoe6		6	13
焊	焊	ɦø213	ghoe4		4	213
悍	悍	ɦø13	ghoe6		6	13
熯	熯	hø35	hoe5		5	35
擀	擀	kø44	koe3		3	44
摶	抟	dø22	doe2		2	22
笆	笆	ɓo53	po1		1	53
鈀	钯	ɓo44	po3	化学元素Pd。	3	44
鈀	钯	bo22	bo2		2	22
哪	哪	nɑ53	na1	【文读】	1	53
哪	哪	nɑ213	na4	~能（怎么）。	4	213
哪	哪	nɔ22	nau2	~吒。	2	22
吒	吒	tsiɔ35	tsiau5		5	35
挜	挜	ɔ53	au1	强予。	1	53
桠	桠	ɔ53	au1		1	53
砂	砂	siɔ53	siau1		1	53
痧	痧	siɔ53	siau1		1	53
麝	麝	ziɔ13	ziau6		6	13
佘	佘	ziɔ22	ziau2		2	22
礬	矾	βɛ22	vae2		2	22
癞	癞	lɑ13	la6		6	13
劗	劗	tsɛ53	tsae1	剁：~肉。	1	53
叁	叁	sɛ53	sae1		1	53
疝	疝	sɛ53	sae1		1	53
珊	珊	sɛ53	sae1		1	53
釤	钐	sɛ53	sae1		1	53
湛	湛	zɛ213	zae4		4	213
燦	灿	tsʰɛ53	tshae1		1	53
嵌	嵌	kʰɛ35	khae5		5	35
鐧	锏	kɛ35	kae5		5	35
痂	痂	kɑ53	ka1		1	53
戌	亥	ɦe213	ghe4		4	213
苕	苕	diɔ22	diau2	~溪。	2	22
苕	苕	zɔ22	zau2	红~。	2	22
侉	侉	kʰuɑ44	khua3		3	44
掂	掂	ɗi53	ti1		1	53
踮	踮	ɗi53	ti1		1	53
惦	惦	ɗi35	ti5		5	35
忝	忝	tʰi44	thi3		3	44
沺	沺	di22	di2		2	22
畋	畋	di22	di2		2	22
佃	佃	di22	di2	~作。	2	22
佃	佃	di13	di6	~户；~农。	6	13
鈿	钿	di22	di2	钱，硬币：铜~；洋~；车~；几~。此为“钱”字的一种通俗写法。	2	22
鈿	钿	di13	di6	饰物：宝~；螺~；金~；翠~。	6	13
鏈	链	li13	li6		6	13
漣	涟	li22	li2		2	22
楝	楝	li13	li6		6	13
廉	廉	li22	li2		2	22
鮎	鲇	ȵiɑ22	gnia2		2	22
鯰	鲶	ȵiɑ22	gnia2		2	22
胚	胚	pʰe53	phe1		1	53
坯	坯	pʰe53	phe1		1	53
疿	疿	be13	be6		6	13
焙	焙	be13	be6		6	13
玫	玫	me22	me2		2	22
莓	莓	me22	me2		2	22
霉	霉	me22	me2		2	22
嵋	嵋	me22	me2		2	22
媚	媚	mi13	mi6	【白读】做~眼；抛~眼。	6	13
媚	媚	me13	me6	【文读】	6	13
昧	昧	me13	me6		6	13
碓	碓	ɗe35	te5		5	35
擂	擂	le22	le2	~鼓。	2	22
擂	擂	le13	le6	~台。	6	13
儡	儡	le213	le4		4	213
珉	珉	min22	min2		2	22
岷	岷	min22	min2		2	22
泯	泯	min213	min4		4	213
哏	哏	kʰəŋ53	khen1	形容咳嗽声。	1	53
哏	哏	gəŋ22	gen2	形容咳嗽声。	2	22
漱	漱	su35	su5		5	35
颼	飕	sɤ53	seu1		1	53
艘	艘	sɤ53	seu1		1	53
嗽	嗽	sɤ35	seu5		5	35
揉	揉	zɤ22	zeu2	【文读】	2	22
揉	揉	ȵiɤ22	gnieu2	【白读】	2	22
蹂	蹂	zɤ22	zeu2	【文读】	2	22
狩	狩	sɤ35	seu5		5	35
摳	抠	kʰɤ53	kheu1		1	53
瞘	眍	kʰɤ53	kheu1		1	53
寇	寇	kʰɤ35	kheu5		5	35
呴	呴	hɤ53	heu1		1	53
鱟	鲎	hɤ35	heu5	虹。	5	35
瑰	瑰	kue53	kue1		1	53
罈	坛	de22	de2	~子；酒~。	2	22
壜	坛	de22	de2	~子；酒~。	2	22
壇	坛	dɛ22	dae2	天~；讲~；论~。	2	22
氈	毡	tse53	tse1		1	53
腈	腈	tsin53	tsin1		1	53
覃	覃	zin22	zin2	姓。	2	22
獾	獾	ɸe53	fe1		1	53
猿	猿	ɦyø22	yioe2		2	22
媛	媛	nø22	noe2		2	22
媛	媛	ɦyø22	yioe2		2	22
縴	纤	tɕʰi53	chi1	~夫；~绳；~道。	1	53
纖	纤	si53	si1	~细；~维。	1	53
扦	扦	tsʰi53	tshi1		1	53
秈	秈	si53	si1		1	53
籼	籼	si53	si1		1	53
氙	氙	si53	si1		1	53
筅	筅	si44	si3		3	44
藓	藓	si44	si3		3	44
懺	忏	tsʰɛ35	tshae5		5	35
姥	姥	mu213	mu4	天~山。	4	213
姥	姥	lɔ213	lau4	刘~~。	4	213
佬	佬	lɔ213	lau4		4	213
氮	氮	dɛ213	dae4		4	213
潺	潺	zɛ22	zae2		2	22
蟾	蟾	ze22	ze2		2	22
蜍	蜍	zy22	ziu2		2	22
蟬	蝉	ze22	ze2		2	22
膳	膳	ze13	ze6		6	13
芊	芊	tsʰi53	tshi1		1	53
薦	荐	tsi35	tsi5		5	35
茜	茜	tsʰi35	tshi5		5	35
茜	茜	si53	si1	用于音译外语人名。	1	53
眯	眯	mi53	mi1		1	53
芮	芮	zø13	zoe6		6	13
搛	搛	tɕi53	ci1		1	53
犍	犍	dʑi22	ji2		2	22
腱	腱	dʑi22	ji2		2	22
踺	踺	dʑi13	ji6		6	13
毽	毽	tɕi35	ci5		5	35
趼	趼	tɕi44	ci3		3	44
莧	苋	hɛ35	hae5		5	35
碾	碾	ȵi213	gni4	【白读】	4	213
碾	碾	ȵi53	gni1	【文读】	1	53
捻	捻	ȵi53	gni1		1	53
粘	粘	ȵi53	gni1		1	53
粘	粘	tse53	tse1	本字为“沾”。	1	53
珞	珞	lɒk23	laoq8		8	23
酪	酪	lɒk23	laoq8		8	23
扰	扰	zɔ213	zau4		4	213
蹺	跷	tɕʰiɔ53	chiau1		1	53
孢	孢	ɓɔ53	pau1		1	53
苞	苞	ɓɔ53	pau1		1	53
菢	菢	bɔ13	bau6		6	13
禱	祷	ɗɔ44	tau3		3	44
搗	捣	ɗɔ44	tau3		3	44
擣	捣	ɗɔ44	tau3		3	44
蹈	蹈	dɔ13	dau6		6	13
沼	沼	tsɔ44	tsau3		3	44
曌	曌	tsɔ35	tsau5		5	35
瞾	瞾	tsɔ35	tsau5		5	35
肇	肇	zɔ213	zau4		4	213
瑙	瑙	nɔ213	nau4		4	213
喵	喵	miɔ53	miau1		1	53
凋	凋	ɗiɔ53	tiau1		1	53
叼	叼	ɗiɔ53	tiau1		1	53
叨	叨	ɗɔ53	tau1	唠~。	1	53
叨	叨	tʰɔ53	thau1	~光。	1	53
饕	饕	tʰɔ53	thau1		1	53
餮	餮	tʰiɪʔ5	thiq7		7	5
嘮	唠	lɔ53	lau1		1	53
搔	搔	tsɔ53	tsau1		1	53
躁	躁	tsʰɔ35	tshau5	脾气~。	5	35
躁	躁	tsɔ35	tsau5	际~（烦躁）。	5	35
燥	燥	sɔ35	sau5		5	35
噪	噪	tsɔ35	tsau5		5	35
澡	澡	tsɔ44	tsau3		3	44
藻	藻	tsɔ44	tsau3	水~。	3	44
藻	藻	tsʰɔ44	tshau3	蕰~浜。	3	44
臊	臊	sɔ35	sau5		5	35
茭	茭	kɔ53	kau1		1	53
尻	尻	kʰɔ53	khau1		1	53
拷	拷	kʰɔ44	khau3		3	44
銬	铐	kʰɔ35	khau5		5	35
獒	獒	ŋɔ22	ngau2		2	22
鰲	鳌	ŋɔ22	ngau2		2	22
韶	韶	zɔ22	zau2		2	22
釗	钊	tsɔ53	tsau1		1	53
鏊	鏊	ŋɔ13	ngau6		6	13
拗	拗	ɔ44	au3	~断。	3	44
拗	拗	ɔ35	au5	~口。	5	35
坳	坳	ɔ53	au1		1	53
熝	熝	ɔ53	au1		1	53
澳	澳	ɔ35	au5		5	35
凹	凹	ɔ53	au1		1	53
嵩	嵩	soŋ53	son1		1	53
蒿	蒿	hɔ53	hau1		1	53
壕	壕	ɦɔ22	ghau2		2	22
蚝	蚝	ɦɔ22	ghau2		2	22
耗	耗	hɔ35	hau5		5	35
徙	徙	si44	si3		3	44
璽	玺	si44	si3		3	44
鰾	鳔	biɔ213	biau4		4	213
縹	缥	pʰiɔ44	phiau3		3	44
緲	缈	miɔ44	miau3		3	44
嘌	嘌	pʰiɔ53	phiau1		1	53
鏢	镖	ɓiɔ53	piau1		1	53
膘	膘	ɓiɔ53	piau1		1	53
臕	臕	ɓiɔ53	piau1		1	53
飆	飙	ɓiɔ53	piau1		1	53
婊	婊	ɓiɔ44	piau3		3	44
朴	朴	pʰɒk5	phaoq7	~树；姓。	7	5
瓢	瓢	biɔ22	biau2		2	22
薸	薸	biɔ22	biau2		2	22
廖	廖	liɔ13	liau6		6	13
鐐	镣	liɔ22	liau2		2	22
鐐	镣	liɔ13	liau6		6	13
僚	僚	liɔ22	liau2		2	22
瞭	了	liɔ213	liau4	~解。	4	213
瞭	瞭	liɔ13	liau6	~望。	6	13
髖	髋	kʰue53	khue1		1	53
捌	捌	ɓæʔ5	paeq7		7	5
柒	柒	tsʰiɪʔ5	tshiq7		7	5
悉	悉	siɪʔ5	siq7		7	5
拮	拮	tɕiɪʔ5	ciq7		7	5
据	据	tɕy53	ciu1	拮~。	1	53
俱	俱	tɕy53	ciu1		1	53
惧	懼	dʑy13	jiu6		6	13
苣	苣	tɕy44	ciu3	莴~笋。	3	44
莪	莪	ŋu22	ngu2		2	22
芸	芸	ɦioŋ22	yon2		2	22
碌	碌	lok23	loq8		8	23
渌	渌	lok23	loq8		8	23
氯	氯	lok23	loq8		8	23
漉	漉	lok23	loq8		8	23
麓	麓	lok23	loq8		8	23
甪	甪	lok23	loq8		8	23
轆	辘	lok23	loq8		8	23
盝	盝	lok23	loq8	~儿（杭州话中的詈语）。	8	23
戮	戮	lok23	loq8		8	23
肖	肖	sɔ35	sau5	生~。	5	35
肖	肖	siɔ35	siau5		5	35
肖	肖	siɔ53	siau1	“萧”的讹写。	1	53
筱	筱	siɔ44	siau3		3	44
潇	潇	siɔ53	siau1		1	53
硝	硝	siɔ53	siau1		1	53
逍	逍	siɔ53	siau1		1	53
杓	杓	ɓiɔ53	piau1		1	53
竅	窍	tɕʰiɔ35	chiau5		5	35
撬	撬	tɕʰiɔ35	chiau5		5	35
翹	翘	tɕʰiɔ35	chiau5	~尾巴；~辫子；~舌。	5	35
翹	翘	dʑiɔ22	jiau2	~首以盼。变得不平：木头~脱。	2	22
蕎	荞	dʑiɔ22	jiau2		2	22
嬌	娇	tɕiɔ53	ciau1		1	53
囂	嚣	ɕiɔ53	shiau1		1	53
腰	腰	iɔ53	iau1		1	53
夭	夭	iɔ53	iau1		1	53
杳	杳	iɔ44	iau3		3	44
堯	尧	ȵiɔ22	gniau2		2	22
妗	妗	ɕi53	shi1	轻浮不稳重，炫耀：~夹夹。	1	53
妗	妗	dʑin13	jin6		6	13
晌	晌	sã44	san3		3	44
晌	晌	ɕiã44	shian3		3	44
映	映	iã35	ian5	【白读】放~。	5	35
映	映	iʌŋ35	ieon5	【文读】反~；倒~。	5	35
蜢	蜢	mã213	man4		4	213
橫	横	βã13	van6	蛮~。	6	13
橫	横	βã53	van1	~对，~理，~浜（不讲理）。	1	53
氓	氓	mɒ̃22	maon2	流~。	2	22
氓	氓	məŋ22	men2	【文读】	2	22
喷	喷	pʰəŋ35	phen5	~香。	5	35
畚	畚	ɓəŋ53	pen1	~箕；~垃圾。	1	53
畚	畚	ɸəŋ35	fen5	~箕。	5	35
薀	蕰	βəŋ53	ven1	~藻，~草（水草）。	1	53
飴	饴	zin22	zin2	~糖。	2	22
飴	饴	ɦi22	yi2		2	22
嘻	嘻	ɕi53	shi1		1	53
嬉	嬉	ɕi53	shi1		1	53
鋁	铝	ly213	liu4		4	213
糊	糊	βu22	vu2		2	22
蝴	蝴	βu22	vu2		2	22
寂	寂	ziɪʔ23	ziq8		8	23
寞	寞	mɒk23	maoq8		8	23
潴	潴	tsy53	tsiu1		1	53
溺	溺	ȵiʌk23	gnieoq8		8	23
譯	译	ɦiʌk23	yeoq8		8	23
咋	咋	tsiɔ35	tsiau5	~舌。	5	35
乍	乍	ziɔ13	ziau6		6	13
蚱	蚱	tsiɔ35	tsiau5		5	35
甏	甏	bã13	ban6		6	13
虻	虻	mã22	man2		2	22
稝	稝	mã213	man4	稠密：密密~~。	4	213
㛫	㛫	dã13	dan6		6	13
牚	牚	tsʰã35	tshan5		5	35
鋥	锃	zã13	zan6		6	13
繃	绷	ɓã53	pan1		1	53
硼	硼	bã22	ban2		2	22
蚌	蚌	bã213	ban4		4	213
賬	账	tsã35	tsan5		5	35
粱	粱	liã22	lian2		2	22
氧	氧	ɦiã213	yan4		4	213
嗆	呛	tsʰiã53	tshian1		1	53
嗆	呛	tsʰiã35	tshian5		5	35
戧	戗	tsʰiã35	tshian5		5	35
熗	炝	tsʰiã35	tshian5		5	35
湘	湘	siã53	sian1		1	53
昶	昶	tsʰã44	tshan3	副词，表示时间长：吃~吃~（吃了很长时间）；走~走~（走很长时间）。	3	44
昶	昶	tsʰiã44	tshian3	近~（近期）；一~（一会）。	3	44
犟	犟	dʑiã213	jian4		4	213
勥	勥	dʑiã213	jian4		4	213
褂	褂	kuo35	kuo5		5	35
浩	浩	ɦɔ213	ghau4		4	213
皓	皓	ɦɔ213	ghau4		4	213
顥	颢	ɦɔ213	ghau4		4	213
喥	喥	dɒk23	daoq8	傻：~头。	8	23
踱	踱	dɒk23	daoq8		8	23
彌	弥	mi22	mi2		2	22
瀰	㳽	mi22	mi2		2	22
醚	醚	mi22	mi2		2	22
驪	骊	li22	li2		2	22
圩	圩	ɦy22	yiu2	【白读】	2	22
圩	圩	βe22	ve2	【文读】	2	22
圩	圩	ɕy53	shiu1	岭南地名中“墟”的俗字。	1	53
盱	盱	ɕy53	shiu1		1	53
爾	尔	əl213	er4		4	213
悄	悄	tsʰiɔ53	tshiau1		1	53
俏	俏	tsʰiɔ35	tshiau5		5	35
訛	讹	ŋu22	ngu2		2	22
珑	珑	loŋ22	lon2		2	22
宙	宙	zɤ13	zeu6		6	13
攀	攀	pʰɛ53	phae1		1	53
樊	樊	βɛ22	vae2		2	22
兖	兖	ɦi213	yi4		4	213
汪	汪	βɒ̃53	vaon1		1	53
鵠	鹄	ɦok23	ghoq8		8	23
濺	溅	tsi35	tsi5		5	35
踐	践	zi213	zi4		4	213
䬻	饯	zi13	zi6		6	13
榻	榻	tʰæʔ5	thaeq7		7	5
塌	塌	tʰæʔ5	thaeq7		7	5
搨	搨	tʰæʔ5	thaeq7	涂抹。	7	5
遢	遢	tʰæʔ5	thaeq7		7	5
邋	邋	læʔ23	laeq8		8	23
淳	淳	zəŋ22	zen2		2	22
醇	醇	zəŋ22	zen2		2	22
鯤	鲲	kʰuəŋ53	khuen1		1	53
琨	琨	kʰuəŋ53	khuen1		1	53
苹	苹	bin22	bin2	呦呦鹿鸣食野之~。	2	22
蘋	苹	bin22	bin2	~果；浮~。	2	22
萍	萍	bin22	bin2		2	22
腮	腮	se53	se1		1	53
崽	崽	tse44	tse3		3	44
仔	仔	tsɿ44	tsy3		3	44
鱷	鳄	ŋɒk23	ngaoq8		8	23
齶	腭	ŋɒk23	ngaoq8		8	23
顎	颚	ŋɒk23	ngaoq8		8	23
鄂	鄂	ŋɒk23	ngaoq8		8	23
愕	愕	ŋɒk23	ngaoq8		8	23
誅	诛	tsy53	tsiu1		1	53
洙	洙	tsy53	tsiu1		1	53
碶	碶	tɕʰi35	chi5		5	35
漵	溆	zy213	ziu4		4	213
隰	隰	ziɪʔ23	ziq8		8	23
焯	焯	tsʰɑk5	tshaq7		7	5
濯	濯	zɒk23	zaoq8		8	23
櫂	棹	zɔ13	zau6		6	13
棹	棹	zɔ13	zau6		6	13
淖	淖	nɔ13	nau6		6	13
磧	碛	tsɑk5	tsaq7	【白读】~砂（江苏苏州地名）；~礇（江苏昆山地名）。	7	5
磧	碛	tsiɪʔ5	tsiq7	【文读】	7	5
礇	礇	ɔ53	au1	碛~（江苏昆山地名）。	1	53
墺	墺	ɔ53	au1	同“礇”。	1	53
噢	噢	ɔ53	au1		1	53
噢	噢	ɔ53	au1		1	53
礇	礇	iok5	ioq7		7	5
墺	墺	ɔ35	au5		5	35
黢	黢	tsʰəʔ5	tsheq7	很黑，很暗：~黑；墨~黑；~~黑。	7	5
悸	悸	dʑi13	ji6		6	13
擎	擎	dʑin22	jin2		2	22
鯨	鲸	dʑin22	jin2		2	22
玄	玄	ɦyø22	yioe2		2	22
泫	泫	ɦyø213	yioe4		4	213
炫	炫	ɦyø13	yioe6		6	13
絢	绚	ɕyø35	shioe5		5	35
奚	奚	ɦi22	yi2		2	22
蹊	蹊	ɦi22	yi2		2	22
赭	赭	tsiɔ44	tsiau3		3	44
柘	柘	tsiɔ35	tsiau5		5	35
鯊	鲨	siɔ53	siau1		1	53
傻	傻	sɑ44	sa3		3	44
耍	耍	sɑ44	sa3		3	44
屏	屏	bin22	bin2		2	22
摒	摒	ɓin35	pin5	憋：~牢。	5	35
壩	坝	ɓo35	po5	【白读】~堰；水~；堤~。	5	35
垻	坝	ɓɑ35	pa5	【文读】沙坪~；~上草原。	5	35
淞	淞	soŋ53	son1		1	53
俐	俐	li13	li6		6	13
縉	缙	tsin35	tsin5		5	35
賃	赁	ȵin13	gnin6		6	13
佞	佞	ȵin13	gnin6		6	13
脹	胀	tsã35	tsan5		5	35
砰	砰	pʰã53	phan1	【白读】	1	53
砰	砰	pʰəŋ53	phen1	【文读】	1	53
坪	坪	bin22	bin2		2	22
遜	逊	səŋ35	sen5		5	35
呤	呤	lin22	lin2		2	22
龄	龄	lin22	lin2		2	22
泠	泠	lin22	lin2		2	22
玲	玲	lin22	lin2		2	22
伶	伶	lin22	lin2		2	22
翎	翎	lin22	lin2		2	22
琳	琳	lin22	lin2		2	22
粦	粦	lin22	lin2		2	22
燐	燐	lin22	lin2		2	22
麟	麟	lin22	lin2		2	22
粼	粼	lin22	lin2		2	22
膦	膦	lin213	lin4		4	213
嶙	嶙	lin22	lin2		2	22
鱗	鳞	lin22	lin2		2	22
吝	吝	lin13	lin6		6	13
藺	蔺	lin13	lin6		6	13
躪	躏	lin13	lin6		6	13
羚	羚	lin22	lin2		2	22
苓	苓	lin22	lin2		2	22
綾	绫	lin22	lin2		2	22
凌	凌	lin22	lin2		2	22
鼎	鼎	ɗin44	tin3		3	44
茵	茵	in53	in1		1	53
齦	龈	ȵin22	gnin2		2	22
垠	垠	ȵin22	gnin2		2	22
棱	棱	ləŋ22	len2		2	22
駿	骏	tsin35	tsin5		5	35
竣	竣	tsin35	tsin5		5	35
峻	峻	tsin35	tsin5		5	35
馴	驯	zin22	zin2		2	22
汛	汛	sin35	sin5		5	35
隽	隽	zi213	zi4	~永。	4	213
隽	隽	tsin35	tsin5	~秀。	5	35
桓	桓	βe22	ve2		2	22
紈	纨	βe22	ve2		2	22
唁	唁	ȵi13	gni6		6	13
喑	喑	in53	in1		1	53
髕	髌	bin213	bin4		4	213
臏	膑	bin213	bin4		4	213
殯	殡	ɓin35	pin5		5	35
濱	滨	ɓin53	pin1		1	53
檳	槟	ɓin53	pin1		1	53
斌	斌	ɓin53	pin1		1	53
繽	缤	ɓin53	pin1		1	53
鬢	鬓	ɓin35	pin5		5	35
稟	禀	ɓin44	pin3		3	44
瀕	濒	ɓin53	pin1		1	53
鈵	鈵	ɓin35	pin5		5	35
炳	炳	ɓin44	pin3		3	44
秉	秉	ɓin44	pin3		3	44
掘	掘	dʑyœʔ23	jioeq8		8	23
倔	倔	dʑyœʔ23	jioeq8		8	23
嬲	嬲	ȵiɔ213	gniau4		4	213
櫥	橱	zy22	ziu2		2	22
黟	黟	i53	i1		1	53
夥	伙	ɸu44	fu3		3	44
黔	黔	dʑi22	ji2		2	22
輻	辐	hok5	hoq7		7	5
幅	幅	hok5	hoq7		7	5
蝠	蝠	hok5	hoq7		7	5
蜗	蜗	ku53	ku1		1	53
吩	吩	ɸəŋ53	fen1		1	53
侖	仑	ləŋ22	len2		2	22
污	污	βu53	vu1		1	53
涴	涴	βu35	vu5		5	35
菌	菌	tɕioŋ53	cion1		1	53
倪	倪	ȵi22	gni2		2	22
侃	侃	kʰø44	khoe3		3	44
甬	甬	ɦioŋ213	yon4		4	213
蛹	蛹	ɦioŋ213	yon4		4	213
埇	埇	ɦioŋ213	yon4		4	213
墩	墩	ɗəŋ53	ten1		1	53
淘	淘	dɔ22	dau2		2	22
汏	汏	dɑ13	da6	洗。	6	13
汰	汰	tʰɑ35	tha5	【白读】	5	35
汰	汰	tʰe35	the5	【文读】	5	35
弛	弛	zɿ22	zy2		2	22
攋	攋	lɑ213	la4	用指甲抓、挠。	4	213
寨	寨	zɑ13	za6		6	13
稗	稗	bɑ13	ba6		6	13
砑	砑	ŋɑ13	nga6		6	13
蚜	蚜	ŋɑ22	nga2		2	22
伢	伢	ŋɑ22	nga2		2	22
捱	捱	ŋɑ22	nga2		2	22
霾	霾	mɑ22	ma2	【白读】	2	22
霾	霾	me22	me2	【文读】	2	22
胛	胛	kæʔ5	kaeq7		7	5
呷	呷	hæʔ5	haeq7	喝：~汤；~醪酒。	7	5
呷	呷	kæʔ5	kaeq7	鸭叫声。	7	5
嘎	嘎	kæʔ5	kaeq7	鸭叫声。	7	5
戛	戛	kæʔ5	kaeq7		7	5
岬	岬	kæʔ5	kaeq7		7	5
鉀	钾	tɕiæʔ5	ciaeq7		7	5
哈	哈	hɑ53	ha1		1	53
瞅	瞅	tsʰɤ44	tsheu3		3	44
肘	肘	tsɤ44	tseu3		3	44
驟	骤	zɤ13	zeu6		6	13
齷	龌	ok5	oq7		7	5
齪	龊	tsʰɒk5	tshaoq7		7	5
滧	滧	ɦiɔ13	yau6		6	13
怖	怖	ɓu35	pu5		5	35
埠	埠	bu13	bu6		6	13
侮	侮	βu213	vu4		4	213
塢	坞	βu53	vu1		1	53
鎢	钨	βu53	vu1		1	53
錮	锢	ku35	ku5		5	35
崮	崮	ku35	ku5		5	35
箍	箍	ku53	ku1		1	53
辜	辜	ku53	ku1		1	53
菇	菇	ku53	ku1		1	53
菰	菰	ku53	ku1		1	53
軲	轱	ku53	ku1		1	53
牯	牯	ku44	ku3		3	44
鹵	卤	lu213	lu4		4	213
虜	虏	lu213	lu4		4	213
伏	伏	bu13	bu6	蹲：~在地上。孵：~小鸡。	6	13
脯	脯	ɸu44	fu3		3	44
哺	哺	bu13	bu6		6	13
孵	孵	ɸu53	fu1	~化。	1	53
孵	孵	bu13	bu6	~小鸡。	6	13
孚	孚	ɸu53	fu1		1	53
釜	釜	βu213	vu4		4	213
滏	滏	βu213	vu4		4	213
氨	氨	ø53	oe1		1	53
銨	铵	ø44	oe3		3	44
俺	俺	e44	e3	北方俗字。	3	44
俺	俺	ɛ53	ae1	~这里（趣语，带自大意味）。	1	53
甫	甫	ɸu44	fu3		3	44
咐	咐	ɸu35	fu5		5	35
礎	础	tsʰu44	tshu3		3	44
俶	俶	tsʰok5	tshoq7		7	5
摞	摞	lu13	lu6		6	13
騾	骡	lu22	lu2		2	22
鏍	镙	lu22	lu2		2	22
峨	峨	ŋu22	ngu2		2	22
餜	馃	ku44	ku3		3	44
稞	稞	kʰu53	khu1		1	53
萵	莴	βu53	vu1		1	53
鉈	铊	tʰɑ53	tha1	化学元素Tl。	1	53
鉈	铊	du22	du2	秤~。	2	22
砣	砣	du22	du2	秤~。	2	22
坨	坨	du22	du2		2	22
陀	陀	du22	du2		2	22
矬	矬	zu22	zu2		2	22
礁	礁	tsiɔ53	tsiau1		1	53
呱	呱	kuɑk5	kuaq7	~~叫。	7	5
呱	呱	ku53	ku1	~~坠地。	1	53
趾	趾	tsɿ44	tsy3		3	44
籪	簖	ɗø35	toe5	一种渔具。	5	35
榨	榨	tsiɔ35	tsiau5		5	35
墟	墟	tɕʰy53	chiu1		1	53
樞	枢	sy53	siu1		1	53
岱	岱	de13	de6		6	13
咖	咖	kʰɑ53	kha1	~啡。	1	53
咖	咖	kɑ53	ka1	~喱。	1	53
啡	啡	ɸi53	fi1		1	53
喱	喱	li22	li2		2	22
嗎	吗	mo213	mo4	~啡。	4	213
嗎	吗	mɑ53	ma1		1	53
卡	卡	kʰɑ44	kha3		3	44
弇	弇	i44	i3	~山园（太仓的一座园林）。	3	44
忒	忒	tʰʌk5	theoq7	副词，相当于普通话的“太”。	7	5
哉	哉	tse53	tse1		1	53
垃	垃	lɑ22	la2		2	22
圾	圾	si53	si1		1	53
