繁体	简体	声母	韵母	声调	拼音無調	拼音	IPA	备注
竟	竟	g	ang	3	gang	gang3	kɐŋ³⁵	
境	境	g	ang	3	gang	gang3	kɐŋ³⁵	
警	警	g	ang	3	gang	gang3	kɐŋ³⁵	
敬	敬	g	ang	5	gang	gang5	kɐŋ⁴⁴	
競	竞	g	ang	5	gang	gang5	kɐŋ⁴⁴	
徑	径	g	ang	5	gang	gang5	kɐŋ⁴⁴	
傾	倾	k	ang	1	kang	kang1	kʰɐŋ⁵⁵	
瓊	琼	k	ang	2	kang	kang2	kʰɐŋ²¹	
鯨	鲸	k	ang	2	kang	kang2	kʰɐŋ²¹	
擎	擎	k	ang	2	kang	kang2	kʰɐŋ²¹	
頃	顷	k	ang	3	kang	kang3	kʰɐŋ³⁵	
磬	磬	k	ang	5	kang	kang5	kʰɐŋ⁴⁴	
輕	轻	h	ang	1	hang	hang1	hɐŋ⁵⁵	
兄	兄	h	ang	1	hang	hang1	hɐŋ⁵⁵	
卿	卿	h	ang	1	hang	hang1	hɐŋ⁵⁵	
馨	馨	h	ang	1	hang	hang1	hɐŋ⁵⁵	
興	兴	h	ang	1	hang	hang1	hɐŋ⁵⁵	~旺。
恒	恒	h	ang	2	hang	hang2	hɐŋ²¹	
肯	肯	h	ang	3	hang	hang3	hɐŋ³⁵	
慶	庆	h	ang	5	hang	hang5	hɐŋ⁴⁴	
興	兴	h	ang	5	hang	hang5	hɐŋ⁴⁴	高~。
應	应	j	ang	1	jang	jang1	jɐŋ⁵⁵	
鷹	鹰	j	ang	1	jang	jang1	jɐŋ⁵⁵	
嬰	婴	j	ang	1	jang	jang1	jɐŋ⁵⁵	
纓	缨	j	ang	1	jang	jang1	jɐŋ⁵⁵	
櫻	樱	j	ang	1	jang	jang1	jɐŋ⁵⁵	
鸚	鹦	j	ang	1	jang	jang1	jɐŋ⁵⁵	
仍	仍	j	ang	2	jang	jang2	jɐŋ²¹	
扔	扔	j	ang	2	jang	jang2	jɐŋ²¹	
蠅	蝇	j	ang	2	jang	jang2	jɐŋ²¹	
盈	盈	j	ang	2	jang	jang2	jɐŋ²¹	
楹	楹	j	ang	2	jang	jang2	jɐŋ²¹	
應	应	j	ang	5	jang	jang5	jɐŋ⁴⁴	
映	映	j	ang	6	jang	jang6	jɐŋ²²	
餅	饼	b	eng	3	beng	beng3	pɛŋ³⁵	
柄	柄	b	eng	5	beng	beng5	pɛŋ⁴⁴	
病	病	b	eng	6	beng	beng6	pɛŋ²²	
憑	凭	p	eng	2	peng	peng2	pʰɛŋ²¹	
名	名	m	eng	2	meng	meng2	mɛŋ²¹	
銘	铭	m	eng	3	meng	meng3	mɛŋ³⁵	
皿	皿	m	eng	3	meng	meng3	mɛŋ³⁵	
暝	暝	m	eng	3	meng	meng3	mɛŋ³⁵	
命	命	m	eng	5	meng	meng5	mɛŋ⁴⁴	
釘	钉	d	eng	1	deng	deng1	tɛŋ⁵⁵	
疔	疔	d	eng	1	deng	deng1	tɛŋ⁵⁵	
定	定	d	eng	5	deng	deng5	tɛŋ⁴⁴	
錠	锭	d	eng	5	deng	deng5	tɛŋ⁴⁴	
廳	厅	t	eng	1	teng	teng1	tʰɛŋ⁵⁵	
聽	听	t	eng	1	teng	teng1	tʰɛŋ⁵⁵	
艇	艇	t	eng	3	teng	teng3	tʰɛŋ³⁵	
靈	灵	l	eng	2	leng	leng2	lɛŋ²¹	
鈴	铃	l	eng	2	leng	leng2	lɛŋ²¹	
零	零	l	eng	2	leng	leng2	lɛŋ²¹	
伶	伶	l	eng	2	leng	leng2	lɛŋ²¹	
翎	翎	l	eng	2	leng	leng2	lɛŋ²¹	
領	领	l	eng	3	leng	leng3	lɛŋ³⁵	
嶺	岭	l	eng	4	leng	leng4	lɛŋ³³	
令	令	l	eng	5	leng	leng5	lɛŋ⁴⁴	
另	另	l	eng	5	leng	leng5	lɛŋ⁴⁴	
井	井	z	eng	3	zeng	zeng3	tsɛŋ³⁵	
鄭	郑	z	eng	5	zeng	zeng5	tsɛŋ⁴⁴	
靜	静	z	eng	6	zeng	zeng6	tsɛŋ²²	
淨	净	z	eng	6	zeng	zeng6	tsɛŋ²²	
腥	腥	s	eng	1	seng	seng1	sɛŋ⁵⁵	
姓	姓	s	eng	5	seng	seng5	sɛŋ⁴⁴	
驚	惊	g	eng	1	geng	geng1	kɛŋ⁵⁵	
鏡	镜	g	eng	5	geng	geng5	kɛŋ⁴⁴	
英	英	j	eng	1	jeng	jeng1	jɛŋ⁵⁵	
形	形	j	eng	2	jeng	jeng2	jɛŋ²¹	
型	型	j	eng	2	jeng	jeng2	jɛŋ²¹	
刑	刑	j	eng	2	jeng	jeng2	jɛŋ²¹	
迎	迎	j	eng	2	jeng	jeng2	jɛŋ²¹	
影	影	j	eng	3	jeng	jeng3	jɛŋ³⁵	
印	印	j	eng	5	jeng	jeng5	jɛŋ⁴⁴	
榮	荣	w	eng	2	weng	weng2	wɛŋ²¹	
永	永	w	eng	3	weng	weng3	wɛŋ³⁵	
泳	泳	w	eng	3	weng	weng3	wɛŋ³⁵	
詠	咏	w	eng	3	weng	weng3	wɛŋ³⁵	
穎	颖	w	eng	3	weng	weng3	wɛŋ³⁵	
娘	娘	n	oeng	2	noeng	noeng2	nœŋ²¹	
釀	酿	n	oeng	5	noeng	noeng5	nœŋ⁴⁴	
良	良	l	oeng	2	loeng	loeng2	lœŋ²¹	
糧	粮	l	oeng	2	loeng	loeng2	lœŋ²¹	
涼	凉	l	oeng	2	loeng	loeng2	lœŋ²¹	
梁	梁	l	oeng	2	loeng	loeng2	lœŋ²¹	
量	量	l	oeng	2	loeng	loeng2	lœŋ²¹	丈~。
兩	两	l	oeng	3	loeng	loeng3	lœŋ³⁵	
輛	辆	l	oeng	3	loeng	loeng3	lœŋ³⁵	
亮	亮	l	oeng	5	loeng	loeng5	lœŋ⁴⁴	
諒	谅	l	oeng	5	loeng	loeng5	lœŋ⁴⁴	
量	量	l	oeng	5	loeng	loeng5	lœŋ⁴⁴	力~。
將	将	z	oeng	1	zoeng	zoeng1	tsœŋ⁵⁵	
漿	浆	z	oeng	1	zoeng	zoeng1	tsœŋ⁵⁵	
張	张	z	oeng	1	zoeng	zoeng1	tsœŋ⁵⁵	
章	章	z	oeng	1	zoeng	zoeng1	tsœŋ⁵⁵	
樟	樟	z	oeng	1	zoeng	zoeng1	tsœŋ⁵⁵	
漳	漳	z	oeng	1	zoeng	zoeng1	tsœŋ⁵⁵	
獐	獐	z	oeng	1	zoeng	zoeng1	tsœŋ⁵⁵	
獎	奖	z	oeng	3	zoeng	zoeng3	tsœŋ³⁵	
槳	桨	z	oeng	3	zoeng	zoeng3	tsœŋ³⁵	
杖	杖	z	oeng	3	zoeng	zoeng3	tsœŋ³⁵	
長	长	z	oeng	3	zoeng	zoeng3	tsœŋ³⁵	生~。
掌	掌	z	oeng	3	zoeng	zoeng3	tsœŋ³⁵	
象	象	z	oeng	4	zoeng	zoeng4	tsœŋ³³	
像	像	z	oeng	4	zoeng	zoeng4	tsœŋ³³	
橡	橡	z	oeng	4	zoeng	zoeng4	tsœŋ³³	
匠	匠	z	oeng	4	zoeng	zoeng4	tsœŋ³³	
丈	丈	z	oeng	4	zoeng	zoeng4	tsœŋ³³	
仗	仗	z	oeng	5	zoeng	zoeng5	tsœŋ⁴⁴	
賬	账	z	oeng	5	zoeng	zoeng5	tsœŋ⁴⁴	
漲	涨	z	oeng	5	zoeng	zoeng5	tsœŋ⁴⁴	
脹	胀	z	oeng	5	zoeng	zoeng5	tsœŋ⁴⁴	
障	障	z	oeng	5	zoeng	zoeng5	tsœŋ⁴⁴	
槍	枪	c	oeng	1	coeng	coeng1	tsʰœŋ⁵⁵	
昌	昌	c	oeng	1	coeng	coeng1	tsʰœŋ⁵⁵	
倡	倡	c	oeng	1	coeng	coeng1	tsʰœŋ⁵⁵	
娼	娼	c	oeng	1	coeng	coeng1	tsʰœŋ⁵⁵	
菖	菖	c	oeng	1	coeng	coeng1	tsʰœŋ⁵⁵	
牆	墙	c	oeng	2	coeng	coeng2	tsʰœŋ²¹	
詳	详	c	oeng	2	coeng	coeng2	tsʰœŋ²¹	
祥	祥	c	oeng	2	coeng	coeng2	tsʰœŋ²¹	
腸	肠	c	oeng	2	coeng	coeng2	tsʰœŋ²¹	
長	长	c	oeng	2	coeng	coeng2	tsʰœŋ²¹	~短。
搶	抢	c	oeng	3	coeng	coeng3	tsʰœŋ³⁵	
暢	畅	c	oeng	5	coeng	coeng5	tsʰœŋ⁴⁴	
唱	唱	c	oeng	6	coeng	coeng6	tsʰœŋ²²	
相	相	s	oeng	1	soeng	soeng1	sœŋ⁵⁵	~助。
箱	箱	s	oeng	1	soeng	soeng1	sœŋ⁵⁵	
湘	湘	s	oeng	1	soeng	soeng1	sœŋ⁵⁵	
廂	厢	s	oeng	1	soeng	soeng1	sœŋ⁵⁵	
襄	襄	s	oeng	1	soeng	soeng1	sœŋ⁵⁵	
鑲	镶	s	oeng	1	soeng	soeng1	sœŋ⁵⁵	
孀	孀	s	oeng	1	soeng	soeng1	sœŋ⁵⁵	
霜	霜	s	oeng	1	soeng	soeng1	sœŋ⁵⁵	
商	商	s	oeng	1	soeng	soeng1	sœŋ⁵⁵	
傷	伤	s	oeng	1	soeng	soeng1	sœŋ⁵⁵	
雙	双	s	oeng	1	soeng	soeng1	sœŋ⁵⁵	
常	常	s	oeng	2	soeng	soeng2	sœŋ²¹	
嘗	尝	s	oeng	2	soeng	soeng2	sœŋ²¹	
裳	裳	s	oeng	2	soeng	soeng2	sœŋ²¹	
償	偿	s	oeng	3	soeng	soeng3	sœŋ³⁵	
想	想	s	oeng	3	soeng	soeng3	sœŋ³⁵	
賞	赏	s	oeng	3	soeng	soeng3	sœŋ³⁵	
上	上	s	oeng	4	soeng	soeng4	sœŋ³³	
尚	尚	s	oeng	4	soeng	soeng4	sœŋ³³	
相	相	s	oeng	5	soeng	soeng5	sœŋ⁴⁴	照~。
薑	姜	g	oeng	1	goeng	goeng1	kœŋ⁵⁵	
姜	姜	g	oeng	1	goeng	goeng1	kœŋ⁵⁵	
羌	羌	g	oeng	1	goeng	goeng1	kœŋ⁵⁵	
疆	疆	g	oeng	1	goeng	goeng1	kœŋ⁵⁵	
僵	僵	g	oeng	1	goeng	goeng1	kœŋ⁵⁵	
韁	缰	g	oeng	1	goeng	goeng1	kœŋ⁵⁵	
強	强	k	oeng	2	koeng	koeng2	kʰœŋ²¹	
香	香	h	oeng	1	hoeng	hoeng1	hœŋ⁵⁵	
鄉	乡	h	oeng	1	hoeng	hoeng1	hœŋ⁵⁵	
享	享	h	oeng	2	hoeng	hoeng2	hœŋ²¹	
響	响	h	oeng	2	hoeng	hoeng2	hœŋ²¹	
餉	饷	h	oeng	2	hoeng	hoeng2	hœŋ²¹	
向	向	h	oeng	6	hoeng	hoeng6	hœŋ²²	
央	央	j	oeng	1	joeng	joeng1	jœŋ⁵⁵	
秧	秧	j	oeng	1	joeng	joeng1	jœŋ⁵⁵	
殃	殃	j	oeng	1	joeng	joeng1	jœŋ⁵⁵	
陽	阳	j	oeng	2	joeng	joeng2	jœŋ²¹	
揚	扬	j	oeng	2	joeng	joeng2	jœŋ²¹	
楊	杨	j	oeng	2	joeng	joeng2	jœŋ²¹	
瘍	疡	j	oeng	2	joeng	joeng2	jœŋ²¹	
羊	羊	j	oeng	2	joeng	joeng2	jœŋ²¹	
洋	洋	j	oeng	2	joeng	joeng2	jœŋ²¹	
養	养	j	oeng	3	joeng	joeng3	jœŋ³⁵	
癢	痒	j	oeng	3	joeng	joeng3	jœŋ³⁵	
仰	仰	j	oeng	3	joeng	joeng3	jœŋ³⁵	
壤	壤	j	oeng	4	joeng	joeng4	jœŋ³³	
攘	攘	j	oeng	4	joeng	joeng4	jœŋ³³	
嚷	嚷	j	oeng	4	joeng	joeng4	jœŋ³³	
讓	让	j	oeng	4	joeng	joeng4	jœŋ³³	
樣	样	j	oeng	4	joeng	joeng4	jœŋ³³	
邦	邦	b	ong	1	bong	bong1	pɔŋ⁵⁵	
幫	帮	b	ong	1	bong	bong1	pɔŋ⁵⁵	
綁	绑	b	ong	3	bong	bong3	pɔŋ³⁵	
榜	榜	b	ong	3	bong	bong3	pɔŋ³⁵	
謗	谤	b	ong	6	bong	bong6	pɔŋ²²	
旁	旁	p	ong	2	pong	pong2	pʰɔŋ²¹	
滂	滂	p	ong	2	pong	pong2	pʰɔŋ²¹	
傍	傍	p	ong	2	pong	pong2	pʰɔŋ²¹	
螃	螃	p	ong	2	pong	pong2	pʰɔŋ²¹	
龐	庞	p	ong	3	pong	pong3	pʰɔŋ³⁵	
蚌	蚌	p	ong	5	pong	pong5	pʰɔŋ⁴⁴	
亡	亡	m	ong	2	mong	mong2	mɔŋ²¹	
忙	忙	m	ong	2	mong	mong2	mɔŋ²¹	
芒	芒	m	ong	2	mong	mong2	mɔŋ²¹	
茫	茫	m	ong	2	mong	mong2	mɔŋ²¹	
忘	忘	m	ong	2	mong	mong2	mɔŋ²¹	
虻	虻	m	ong	2	mong	mong2	mɔŋ²¹	
網	网	m	ong	3	mong	mong3	mɔŋ³⁵	
莽	莽	m	ong	3	mong	mong3	mɔŋ³⁵	
蟒	蟒	m	ong	3	mong	mong3	mɔŋ³⁵	
妄	妄	m	ong	3	mong	mong3	mɔŋ³⁵	
望	望	m	ong	6	mong	mong6	mɔŋ²²	
方	方	f	ong	1	fong	fong1	fɔŋ⁵⁵	
芳	芳	f	ong	1	fong	fong1	fɔŋ⁵⁵	
坊	坊	f	ong	1	fong	fong1	fɔŋ⁵⁵	
肪	肪	f	ong	1	fong	fong1	fɔŋ⁵⁵	
荒	荒	f	ong	1	fong	fong1	fɔŋ⁵⁵	
慌	慌	f	ong	1	fong	fong1	fɔŋ⁵⁵	
謊	谎	f	ong	1	fong	fong1	fɔŋ⁵⁵	
妨	妨	f	ong	2	fong	fong2	fɔŋ²¹	
防	防	f	ong	2	fong	fong2	fɔŋ²¹	
房	房	f	ong	2	fong	fong2	fɔŋ²¹	
訪	访	f	ong	3	fong	fong3	fɔŋ³⁵	
紡	纺	f	ong	3	fong	fong3	fɔŋ³⁵	
晃	晃	f	ong	3	fong	fong3	fɔŋ³⁵	
放	放	f	ong	6	fong	fong6	fɔŋ²²	
況	况	f	ong	6	fong	fong6	fɔŋ²²	
當	当	d	ong	1	dong	dong1	tɔŋ⁵⁵	~然。
黨	党	d	ong	3	dong	dong3	tɔŋ³⁵	
党	党	d	ong	3	dong	dong3	tɔŋ³⁵	
蕩	荡	d	ong	4	dong	dong4	tɔŋ³³	
宕	宕	d	ong	5	dong	dong5	tɔŋ⁴⁴	
當	当	d	ong	6	dong	dong6	tɔŋ²²	上~。
湯	汤	t	ong	1	tong	tong1	tʰɔŋ⁵⁵	
堂	堂	t	ong	2	tong	tong2	tʰɔŋ²¹	
膛	膛	t	ong	2	tong	tong2	tʰɔŋ²¹	
棠	棠	t	ong	2	tong	tong2	tʰɔŋ²¹	
唐	唐	t	ong	2	tong	tong2	tʰɔŋ²¹	
糖	糖	t	ong	2	tong	tong2	tʰɔŋ²¹	
塘	塘	t	ong	2	tong	tong2	tʰɔŋ²¹	
倘	倘	t	ong	3	tong	tong3	tʰɔŋ³⁵	
躺	躺	t	ong	3	tong	tong3	tʰɔŋ³⁵	
囊	囊	n	ong	2	nong	nong2	nɔŋ²¹	
曩	曩	n	ong	2	nong	nong2	nɔŋ²¹	
郎	郎	l	ong	2	long	long2	lɔŋ²¹	
廊	廊	l	ong	2	long	long2	lɔŋ²¹	
狼	狼	l	ong	2	long	long2	lɔŋ²¹	
朗	朗	l	ong	3	long	long3	lɔŋ³⁵	
浪	浪	l	ong	5	long	long5	lɔŋ⁴⁴	
贓	赃	z	ong	1	zong	zong1	tsɔŋ⁵⁵	
樁	桩	z	ong	1	zong	zong1	tsɔŋ⁵⁵	
莊	庄	z	ong	1	zong	zong1	tsɔŋ⁵⁵	
裝	装	z	ong	1	zong	zong1	tsɔŋ⁵⁵	
妝	妆	z	ong	1	zong	zong1	tsɔŋ⁵⁵	
髒	脏	z	ong	5	zong	zong5	tsɔŋ⁴⁴	
葬	葬	z	ong	5	zong	zong5	tsɔŋ⁴⁴	
撞	撞	z	ong	6	zong	zong6	tsɔŋ²²	
藏	藏	z	ong	6	zong	zong6	tsɔŋ²²	~族。
倉	仓	c	ong	1	cong	cong1	tsʰɔŋ⁵⁵	
蒼	苍	c	ong	1	cong	cong1	tsʰɔŋ⁵⁵	
藏	藏	c	ong	2	cong	cong2	tsʰɔŋ²¹	躲~。
闖	闯	c	ong	3	cong	cong3	tsʰɔŋ³⁵	
桑	桑	s	ong	1	song	song1	sɔŋ⁵⁵	
嗓	嗓	s	ong	1	song	song1	sɔŋ⁵⁵	
喪	丧	s	ong	1	song	song1	sɔŋ⁵⁵	~事。
喪	丧	s	ong	5	song	song5	sɔŋ⁴⁴	~失。
汪	汪	w	ong	1	wong	wong1	wɔŋ⁵⁵	
王	王	w	ong	2	wong	wong2	wɔŋ²¹	
黃	黄	w	ong	2	wong	wong2	wɔŋ²¹	
簧	簧	w	ong	2	wong	wong2	wɔŋ²¹	
潢	潢	w	ong	2	wong	wong2	wɔŋ²¹	
皇	皇	w	ong	2	wong	wong2	wɔŋ²¹	
蝗	蝗	w	ong	2	wong	wong2	wɔŋ²¹	
枉	枉	w	ong	3	wong	wong3	wɔŋ³⁵	
往	往	w	ong	4	wong	wong4	wɔŋ³³	
旺	旺	w	ong	5	wong	wong5	wɔŋ⁴⁴	
捧	捧	b	ung	4	bung	bung4	pʊŋ³³	
蓬	蓬	p	ung	2	pung	pung2	pʰʊŋ²¹	
篷	篷	p	ung	2	pung	pung2	pʰʊŋ²¹	
蒙	蒙	m	ung	2	mung	mung2	mʊŋ²¹	
懵	懵	m	ung	3	mung	mung3	mʊŋ³⁵	
夢	梦	m	ung	6	mung	mung6	mʊŋ²²	
風	风	f	ung	1	fung	fung1	fʊŋ⁵⁵	
楓	枫	f	ung	1	fung	fung1	fʊŋ⁵⁵	
瘋	疯	f	ung	1	fung	fung1	fʊŋ⁵⁵	
豐	丰	f	ung	1	fung	fung1	fʊŋ⁵⁵	
丰	丰	f	ung	1	fung	fung1	fʊŋ⁵⁵	
封	封	f	ung	1	fung	fung1	fʊŋ⁵⁵	
峰	峰	f	ung	1	fung	fung1	fʊŋ⁵⁵	
鋒	锋	f	ung	1	fung	fung1	fʊŋ⁵⁵	
蜂	蜂	f	ung	1	fung	fung1	fʊŋ⁵⁵	
馮	冯	f	ung	2	fung	fung2	fʊŋ²¹	
逢	逢	f	ung	2	fung	fung2	fʊŋ²¹	
縫	缝	f	ung	2	fung	fung2	fʊŋ²¹	~补。
諷	讽	f	ung	4	fung	fung4	fʊŋ³³	
鳳	凤	f	ung	6	fung	fung6	fʊŋ²²	
奉	奉	f	ung	6	fung	fung6	fʊŋ²²	
俸	俸	f	ung	6	fung	fung6	fʊŋ²²	
縫	缝	f	ung	6	fung	fung6	fʊŋ²²	~隙。
冬	冬	d	ung	1	dung	dung1	tʊŋ⁵⁵	
東	东	d	ung	1	dung	dung1	tʊŋ⁵⁵	
董	董	d	ung	3	dung	dung3	tʊŋ³⁵	
懂	懂	d	ung	3	dung	dung3	tʊŋ³⁵	
凍	冻	d	ung	5	dung	dung5	tʊŋ⁴⁴	
棟	栋	d	ung	6	dung	dung6	tʊŋ²²	
洞	洞	d	ung	6	dung	dung6	tʊŋ²²	
動	动	d	ung	6	dung	dung6	tʊŋ²²	
通	通	t	ung	1	tung	tung1	tʰʊŋ⁵⁵	
同	同	t	ung	2	tung	tung2	tʰʊŋ²¹	
桐	桐	t	ung	2	tung	tung2	tʰʊŋ²¹	
銅	铜	t	ung	2	tung	tung2	tʰʊŋ²¹	
筒	筒	t	ung	2	tung	tung2	tʰʊŋ²¹	
童	童	t	ung	2	tung	tung2	tʰʊŋ²¹	
瞳	瞳	t	ung	2	tung	tung2	tʰʊŋ²¹	
桶	桶	t	ung	3	tung	tung3	tʰʊŋ³⁵	
捅	捅	t	ung	3	tung	tung3	tʰʊŋ³⁵	
統	统	t	ung	3	tung	tung3	tʰʊŋ³⁵	
痛	痛	t	ung	6	tung	tung6	tʰʊŋ²²	
農	农	n	ung	2	nung	nung2	nʊŋ²¹	
膿	脓	n	ung	2	nung	nung2	nʊŋ²¹	
龍	龙	l	ung	2	lung	lung2	lʊŋ²¹	
聾	聋	l	ung	2	lung	lung2	lʊŋ²¹	
籠	笼	l	ung	2	lung	lung2	lʊŋ²¹	
礱	砻	l	ung	2	lung	lung2	lʊŋ²¹	
隆	隆	l	ung	2	lung	lung2	lʊŋ²¹	
攏	拢	l	ung	3	lung	lung3	lʊŋ³⁵	
隴	陇	l	ung	3	lung	lung3	lʊŋ³⁵	
壟	垅	l	ung	3	lung	lung3	lʊŋ³⁵	
弄	弄	l	ung	5	lung	lung5	lʊŋ⁴⁴	
宗	宗	z	ung	1	zung	zung1	tsʊŋ⁵⁵	
棕	棕	z	ung	1	zung	zung1	tsʊŋ⁵⁵	
蹤	踪	z	ung	1	zung	zung1	tsʊŋ⁵⁵	
綜	综	z	ung	1	zung	zung1	tsʊŋ⁵⁵	
鬃	鬃	z	ung	1	zung	zung1	tsʊŋ⁵⁵	
中	中	z	ung	1	zung	zung1	tsʊŋ⁵⁵	
忠	忠	z	ung	1	zung	zung1	tsʊŋ⁵⁵	
盅	盅	z	ung	1	zung	zung1	tsʊŋ⁵⁵	
鐘	钟	z	ung	1	zung	zung1	tsʊŋ⁵⁵	
鍾	钟	z	ung	1	zung	zung1	tsʊŋ⁵⁵	
終	终	z	ung	1	zung	zung1	tsʊŋ⁵⁵	
縱	纵	z	ung	1	zung	zung1	tsʊŋ⁵⁵	
舂	舂	z	ung	1	zung	zung1	tsʊŋ⁵⁵	
腫	肿	z	ung	3	zung	zung3	tsʊŋ³⁵	
種	种	z	ung	3	zung	zung3	tsʊŋ³⁵	~子。
總	总	z	ung	3	zung	zung3	tsʊŋ³⁵	
粽	粽	z	ung	3	zung	zung3	tsʊŋ³⁵	
種	种	z	ung	5	zung	zung5	tsʊŋ⁴⁴	~植。
中	中	z	ung	5	zung	zung5	tsʊŋ⁴⁴	打~。
眾	众	z	ung	5	zung	zung5	tsʊŋ⁴⁴	
頌	颂	z	ung	6	zung	zung6	tsʊŋ²²	
誦	诵	z	ung	6	zung	zung6	tsʊŋ²²	
訟	讼	z	ung	6	zung	zung6	tsʊŋ²²	
仲	仲	z	ung	6	zung	zung6	tsʊŋ²²	
聰	聪	c	ung	1	cung	cung1	tsʰʊŋ⁵⁵	
匆	匆	c	ung	1	cung	cung1	tsʰʊŋ⁵⁵	
蔥	葱	c	ung	1	cung	cung1	tsʰʊŋ⁵⁵	
囪	囱	c	ung	1	cung	cung1	tsʰʊŋ⁵⁵	
充	充	c	ung	1	cung	cung1	tsʰʊŋ⁵⁵	
銃	铳	c	ung	1	cung	cung1	tsʰʊŋ⁵⁵	
衝	冲	c	ung	1	cung	cung1	tsʰʊŋ⁵⁵	
沖	冲	c	ung	1	cung	cung1	tsʰʊŋ⁵⁵	
湧	涌	c	ung	1	cung	cung1	tsʰʊŋ⁵⁵	
從	从	c	ung	2	cung	cung2	tsʰʊŋ²¹	
蟲	虫	c	ung	2	cung	cung2	tsʰʊŋ²¹	
叢	丛	c	ung	2	cung	cung2	tsʰʊŋ²¹	
松	松	c	ung	2	cung	cung2	tsʰʊŋ²¹	
重	重	c	ung	3	cung	cung3	tsʰʊŋ³⁵	~复。
寵	宠	c	ung	3	cung	cung3	tsʰʊŋ³⁵	
塚	冢	c	ung	3	cung	cung3	tsʰʊŋ³⁵	
重	重	c	ung	4	cung	cung4	tsʰʊŋ³³	~量。
嵩	嵩	s	ung	1	sung	sung1	sʊŋ⁵⁵	
鬆	松	s	ung	1	sung	sung1	sʊŋ⁵⁵	轻~。
崇	崇	s	ung	2	sung	sung2	sʊŋ²¹	
送	送	s	ung	6	sung	sung6	sʊŋ²²	
餸	餸	s	ung	6	sung	sung6	sʊŋ²²	
公	公	g	ung	1	gung	gung1	kʊŋ⁵⁵	
工	工	g	ung	1	gung	gung1	kʊŋ⁵⁵	
功	功	g	ung	1	gung	gung1	kʊŋ⁵⁵	
攻	攻	g	ung	1	gung	gung1	kʊŋ⁵⁵	
蚣	蚣	g	ung	1	gung	gung1	kʊŋ⁵⁵	
弓	弓	g	ung	1	gung	gung1	kʊŋ⁵⁵	
躬	躬	g	ung	1	gung	gung1	kʊŋ⁵⁵	
宮	宫	g	ung	1	gung	gung1	kʊŋ⁵⁵	
供	供	g	ung	1	gung	gung1	kʊŋ⁵⁵	
恭	恭	g	ung	1	gung	gung1	kʊŋ⁵⁵	
拱	拱	g	ung	3	gung	gung3	kʊŋ³⁵	
共	共	g	ung	5	gung	gung5	kʊŋ⁴⁴	
貢	贡	g	ung	5	gung	gung5	kʊŋ⁴⁴	
窮	穷	k	ung	2	kung	kung2	kʰʊŋ²¹	
孔	孔	k	ung	3	kung	kung3	kʰʊŋ³⁵	
鞏	巩	k	ung	3	kung	kung3	kʰʊŋ³⁵	
甕	瓮	ng	ung	6	ngung	ngung6	ŋʊŋ²²	
凶	凶	h	ung	1	hung	hung1	hʊŋ⁵⁵	
胸	胸	h	ung	1	hung	hung1	hʊŋ⁵⁵	
空	空	h	ung	1	hung	hung1	hʊŋ⁵⁵	
紅	红	h	ung	2	hung	hung2	hʊŋ²¹	
洪	洪	h	ung	2	hung	hung2	hʊŋ²¹	
鴻	鸿	h	ung	2	hung	hung2	hʊŋ²¹	
虹	虹	h	ung	2	hung	hung2	hʊŋ²¹	
雄	雄	h	ung	2	hung	hung2	hʊŋ²¹	
恐	恐	h	ung	3	hung	hung3	hʊŋ³⁵	
烘	烘	h	ung	5	hung	hung5	hʊŋ⁴⁴	
哄	哄	h	ung	5	hung	hung5	hʊŋ⁴⁴	
控	控	h	ung	5	hung	hung5	hʊŋ⁴⁴	
翁	翁	j	ung	1	jung	jung1	jʊŋ⁵⁵	
雍	雍	j	ung	1	jung	jung1	jʊŋ⁵⁵	
傭	佣	j	ung	2	jung	jung2	jʊŋ²¹	
戎	戎	j	ung	2	jung	jung2	jʊŋ²¹	
絨	绒	j	ung	2	jung	jung2	jʊŋ²¹	
茸	茸	j	ung	2	jung	jung2	jʊŋ²¹	
融	融	j	ung	2	jung	jung2	jʊŋ²¹	
容	容	j	ung	2	jung	jung2	jʊŋ²¹	
蓉	蓉	j	ung	2	jung	jung2	jʊŋ²¹	
鎔	鎔	j	ung	2	jung	jung2	jʊŋ²¹	
熔	熔	j	ung	2	jung	jung2	jʊŋ²¹	
庸	庸	j	ung	2	jung	jung2	jʊŋ²¹	
熊	熊	j	ung	2	jung	jung2	jʊŋ²¹	
甬	甬	j	ung	3	jung	jung3	jʊŋ³⁵	
湧	涌	j	ung	3	jung	jung3	jʊŋ³⁵	
擁	拥	j	ung	3	jung	jung3	jʊŋ³⁵	
冗	冗	j	ung	3	jung	jung3	jʊŋ³⁵	
勇	勇	j	ung	4	jung	jung4	jʊŋ³³	
用	用	j	ung	6	jung	jung6	jʊŋ²²	
宏	宏	w	ung	2	wung	wung2	wʊŋ²¹	
弘	弘	w	ung	2	wung	wung2	wʊŋ²¹	
泓	泓	w	ung	2	wung	wung2	wʊŋ²¹	
粒	粒	l	aap	7	laap	laap7	lap⁵⁵	
笠	笠	l	aap	7	laap	laap7	lap⁵⁵	
立	立	l	aap	8	laap	laap8	lap²²	
執	执	z	aap	7	zaap	zaap7	tsap⁵⁵	
汁	汁	z	aap	7	zaap	zaap7	tsap⁵⁵	
習	习	z	aap	8	zaap	zaap8	tsap²²	
集	集	z	aap	8	zaap	zaap8	tsap²²	
