繁	簡	IPA	IPA無調	拼音	調值	解釋																																											
復	复	voʔ²³	voʔ	voq8A	23	~旦																																											
穫	获	voʔ²³	voʔ	voq8A	23	收~																																											
篤	笃	toʔ³⁴	toʔ	toq7	34																																												
督	督	toʔ³⁴	toʔ	toq7	34																																												
綴	缀	toʔ³⁴	toʔ	toq7	34	舊時作文叫~文																																											
掇	掇	toʔ³⁴	toʔ	toq7	34	~櫈跑																																											
𡰪	𡰪	toʔ³⁴	toʔ	toq7	34	~底																																											
厾	厾	toʔ³⁴	toʔ	toq7	34	擲、投、丟、拋																																											
𧝴	𧝴	toʔ³⁴	toʔ	toq7	34	一種縫紉方法																																											
剟	剟	toʔ³⁴	toʔ	toq7	34																																												
涿	涿	toʔ³⁴	toʔ	toq7	34	淋；滴																																											
沰	沰	toʔ³⁴	toʔ	toq7	34	（量詞）一~（小攤）痰																																											
□		toʔ³⁴	toʔ	toq7	34	咬舌兒、口吃的人：~子；啞口無言：嘴~作																																											
□		toʔ³⁴	toʔ	toq7	34	睡時將衣服蓋在身上																																											
□		toʔ³⁴	toʔ	toq7	34	（眼皮）下垂																																											
掇	掇	toʔ³⁴	toʔ	toq7	34	臨時小項借貸：~點錢																																											
□		toʔ³⁴	toʔ	toq7	34	萎縮：萎頭~頸																																											
㾑	㾑	toʔ³⁴	toʔ	toq7	34	浮腫：臉~作																																											
𤒘		toʔ³⁴	toʔ	toq7	34	熬、燉、煨																																											
□		toʔ³⁴	toʔ	toq7	34	熬、燉、煨，俗字作𤒘																																											
禿	秃	tʰoʔ³⁴	tʰoʔ	thoq7	34																																												
托	托	tʰoʔ³⁴	tʰoʔ	thoq7	34	襯~																																											
託	托	tʰoʔ³⁴	tʰoʔ	thoq7	34	~付																																											
拓	拓	tʰoʔ³⁴	tʰoʔ	thoq7	34	開~																																											
庹	庹	tʰoʔ³⁴	tʰoʔ	thoq7	34	一~長																																											
脫	脱	tʰoʔ³⁴	tʰoʔ	thoq7	34	~衣；~離、~脫																																											
魄	魄	tʰoʔ³⁴	tʰoʔ	thoq7	34	落~																																											
挩	捝	tʰoʔ³⁴	tʰoʔ	thoq7	34	~草																																											
毒	毒	doʔ²³	doʔ	doq8A	23																																												
碡	碡	doʔ²³	doʔ	doq8A	23																																												
讀	读	doʔ²³	doʔ	doq8A	23																																												
犢	犊	doʔ²³	doʔ	doq8A	23																																												
牘	牍	doʔ²³	doʔ	doq8A	23																																												
櫝	椟	doʔ²³	doʔ	doq8A	23																																												
瀆	渎	doʔ²³	doʔ	doq8A	23																																												
黷	黩	doʔ²³	doʔ	doq8A	23																																												
髑	髑	doʔ²³	doʔ	doq8A	23																																												
凙	凙	doʔ²³	doʔ	doq8A	23																																												
蠋	蠋	doʔ²³	doʔ	doq8A	23	豆~，黃豆生長期的形似蠶的害蟲																																											
度	度	doʔ²³	doʔ	doq8A	23	忖~																																											
踱	踱	doʔ²³	doʔ	doq8A	23																																												
奪	夺	doʔ²³	doʔ	doq8A	23																																												
鐸	铎	doʔ²³	doʔ	doq8A	23																																												
喥	喥	doʔ²³	doʔ	doq8A	23	~頭~腦																																											
獨	独	doʔ²³	doʔ	doq8A	23																																												
□		doʔ²³	doʔ	doq8A	23	沸																																											
諾	诺	noʔ⁵	noʔ	noq8B	5																																												
鍩	锘	noʔ⁵	noʔ	noq8B	5																																												
衲	衲	noʔ⁵	noʔ	noq8B	5	~子，尿布																																											
落	落	loʔ⁵	loʔ	loq8B	5																																												
笿	笿	loʔ⁵	loʔ	loq8B	5																																												
碌	碌	loʔ⁵	loʔ	loq8B	5																																												
𩂣	𩂣	loʔ⁵	loʔ	loq8B	5																																												
錄	录	loʔ⁵	loʔ	loq8B	5																																												
彔	彔	loʔ⁵	loʔ	loq8B	5																																												
樂	乐	loʔ⁵	loʔ	loq8B	5	快~																																											
陸	陆	loʔ⁵	loʔ	loq8B	5																																												
六	六	loʔ⁵	loʔ	loq8B	5																																												
甪	甪	loʔ⁵	loʔ	loq8B	5	~直，蘇州地名																																											
綠	绿	loʔ⁵	loʔ	loq8B	5																																												
祿	禄	loʔ⁵	loʔ	loq8B	5																																												
氯	氯	loʔ⁵	loʔ	loq8B	5																																												
戮	戮	loʔ⁵	loʔ	loq8B	5																																												
鹿	鹿	loʔ⁵	loʔ	loq8B	5																																												
漉	漉	loʔ⁵	loʔ	loq8B	5	~水																																											
轆	辘	loʔ⁵	loʔ	loq8B	5																																												
騄	𫘧	loʔ⁵	loʔ	loq8B	5	人名用字																																											
麓	麓	loʔ⁵	loʔ	loq8B	5																																												
洛	洛	loʔ⁵	loʔ	loq8B	5																																												
烙	烙	loʔ⁵	loʔ	loq8B	5																																												
絡	络	loʔ⁵	loʔ	loq8B	5																																												
駱	骆	loʔ⁵	loʔ	loq8B	5																																												
珞	珞	loʔ⁵	loʔ	loq8B	5																																												
酪	酪	loʔ⁵	loʔ	loq8B	5																																												
捋	捋	loʔ⁵	loʔ	loq8B	5																																												
□		loʔ⁵	loʔ	loq8B	5	摞：拏碗~起來；一~碗																																											
螺	螺	loʔ⁵	loʔ	loq8B	5	泥~（又讀如字）																																											
淥	渌	loʔ⁵	loʔ	loq8B	5																																												
籙	箓	loʔ⁵	loʔ	loq8B	5																																												
𦌟	𦌟	loʔ⁵	loʔ	loq8B	5	~子，漁具																																											
踛	踛	loʔ⁵	loʔ	loq8B	5	雙手抓着杆往上爬，本字亦可寫作陸																																											
咯	咯	loʔ	loʔ	loq0	輕聲	助詞，相當於助詞「了2」																																											
作	作	tsoʔ³⁴	tsoʔ	tsoq7	34																																												
桌	桌	tsoʔ³⁴	tsoʔ	tsoq7	34																																												
卓	卓	tsoʔ³⁴	tsoʔ	tsoq7	34																																												
啄	啄	tsoʔ³⁴	tsoʔ	tsoq7	34																																												
足	足	tsoʔ³⁴	tsoʔ	tsoq7	34																																												
捉	捉	tsoʔ³⁴	tsoʔ	tsoq7	34																																												
粥	粥	tsoʔ³⁴	tsoʔ	tsoq7	34																																												
竹	竹	tsoʔ³⁴	tsoʔ	tsoq7	34																																												
築	筑	tsoʔ³⁴	tsoʔ	tsoq7	34	建~																																											
筑	筑	tsoʔ³⁴	tsoʔ	tsoq7	34	古樂器																																											
竺	竺	tsoʔ³⁴	tsoʔ	tsoq7	34																																												
琢	琢	tsoʔ³⁴	tsoʔ	tsoq7	34																																												
諑	诼	tsoʔ³⁴	tsoʔ	tsoq7	34																																												
瘃	瘃	tsoʔ³⁴	tsoʔ	tsoq7	34	凍~																																											
燭	烛	tsoʔ³⁴	tsoʔ	tsoq7	34																																												
囑	嘱	tsoʔ³⁴	tsoʔ	tsoq7	34	叮~																																											
矚	瞩	tsoʔ³⁴	tsoʔ	tsoq7	34																																												
祝	祝	tsoʔ³⁴	tsoʔ	tsoq7	34																																												
鏃	镞	tsoʔ³⁴	tsoʔ	tsoq7	34																																												
蹙	蹙	tsoʔ³⁴	tsoʔ	tsoq7	34	~眉頭																																											
鑿	凿	tsoʔ³⁴	tsoʔ	tsoq7	34	確~																																											
𡎺	𡎺	tsoʔ³⁴	tsoʔ	tsoq7	34	~瓦，~漏																																											
喌	喌	tsoʔ³⁴	tsoʔ	tsoq7	34																																												
亍	亍	tsʰoʔ³⁴	tsʰoʔ	tshoq7	34	彳~																																											
促	促	tsʰoʔ³⁴	tsʰoʔ	tshoq7	34																																												
畜	畜	tsʰoʔ³⁴	tsʰoʔ	tshoq7	34	~牲																																											
觸	触	tsʰoʔ³⁴	tsʰoʔ	tshoq7	34																																												
矗	矗	tsʰoʔ³⁴	tsʰoʔ	tshoq7	34																																												
戳	戳	tsʰoʔ³⁴	tsʰoʔ	tshoq7	34																																												
齪	龊	tsʰoʔ³⁴	tsʰoʔ	tshoq7	34	齷~																																											
蹴	蹴	tsʰoʔ³⁴	tsʰoʔ	tshoq7	34	~鞠																																											
簇	簇	tsʰoʔ³⁴	tsʰoʔ	tshoq7	34																																												
錯	错	tsʰoʔ³⁴	tsʰoʔ	tshoq7	34	交~，~雜																																											
蔟	蔟	tsʰoʔ³⁴	tsʰoʔ	tshoq7	34																																												
族	族	dzoʔ²³	dzoʔ	dzoq8A	23																																												
濁	浊	dzoʔ²³	dzoʔ	dzoq8A	23																																												
鐲	镯	dzoʔ²³	dzoʔ	dzoq8A	23	手~																																											
逐	逐	dzoʔ²³	dzoʔ	dzoq8A	23																																												
軸	轴	dzoʔ²³	dzoʔ	dzoq8A	23																																												
妯	妯	dzoʔ²³	dzoʔ	dzoq8A	23	~娌																																											
濯	濯	dzoʔ²³	dzoʔ	dzoq8A	23																																												
擢	擢	dzoʔ²³	dzoʔ	dzoq8A	23																																												
躅	躅	dzoʔ²³	dzoʔ	dzoq8A	23																																												
□		dzoʔ²³	dzoʔ	dzoq8A	23	把一把或一捆條狀物在平面上撞擊使一端整齊：~~齊																																											
□		dzoʔ²³	dzoʔ	dzoq8A	23	投入：蒼蠅~來湯裏																																											
索	索	soʔ³⁴	soʔ	soq7	34																																												
速	速	soʔ³⁴	soʔ	soq7	34																																												
肅	肃	soʔ³⁴	soʔ	soq7	34																																												
宿	宿	soʔ³⁴	soʔ	soq7	34																																												
縮	缩	soʔ³⁴	soʔ	soq7	34																																												
粟	粟	soʔ³⁴	soʔ	soq7	34																																												
朔	朔	soʔ³⁴	soʔ	soq7	34																																												
叔	叔	soʔ³⁴	soʔ	soq7	34																																												
束	束	soʔ³⁴	soʔ	soq7	34																																												
欶	欶	soʔ³⁴	soʔ	soq7	34	吸入																																											
倏	倏	soʔ³⁴	soʔ	soq7	34																																												
簌	簌	soʔ³⁴	soʔ	soq7	34	~索粉																																											
嗍	嗍	soʔ³⁴	soʔ	soq7	34	同欶																																											
夙	夙	soʔ³⁴	soʔ	soq7	34																																												
菽	菽	soʔ³⁴	soʔ	soq7	34																																												
蓿	蓿	soʔ³⁴	soʔ	soq7	34																																												
肉	肉	zoʔ²³	zoʔ	zoq8A	23																																												
孰	孰	zoʔ²³	zoʔ	zoq8A	23																																												
塾	塾	zoʔ²³	zoʔ	zoq8A	23																																												
熟	熟	zoʔ²³	zoʔ	zoq8A	23																																												
續	续	zoʔ²³	zoʔ	zoq8A	23																																												
俗	俗	zoʔ²³	zoʔ	zoq8A	23																																												
蜀	蜀	zoʔ²³	zoʔ	zoq8A	23																																												
屬	属	zoʔ²³	zoʔ	zoq8A	23																																												
辱	辱	zoʔ²³	zoʔ	zoq8A	23																																												
蓐	蓐	zoʔ²³	zoʔ	zoq8A	23																																												
溽	溽	zoʔ²³	zoʔ	zoq8A	23																																												
褥	褥	zoʔ²³	zoʔ	zoq8A	23																																												
縟	缛	zoʔ²³	zoʔ	zoq8A	23																																												
𨷙	塾	zoʔ²³	zoʔ	zoq8A	23	塾異體																																											
璹	璹	zoʔ²³	zoʔ	zoq8A	23																																												
婌	婌	zoʔ²³	zoʔ	zoq8A	23																																												
䃞	䃞	zoʔ²³	zoʔ	zoq8A	23																																												
贖	赎	zoʔ²³	zoʔ	zoq8A	23																																												
㪬	㪬	zoʔ²³	zoʔ	zoq8A	23	擊，搗																																											
鑿	凿	zoʔ²³	zoʔ	zoq8A	23																																												
淑	淑	zoʔ²³	zoʔ	zoq8A	23																																												
□		zoʔ²³	zoʔ	zoq8A	23	（車子）顛簸																																											
各	各	koʔ³⁴	koʔ	koq7	34																																												
閣	阁	koʔ³⁴	koʔ	koq7	34																																												
擱	搁	koʔ³⁴	koʔ	koq7	34																																												
角	角	koʔ³⁴	koʔ	koq7	34																																												
谷	谷	koʔ³⁴	koʔ	koq7	34	山~																																											
穀	谷	koʔ³⁴	koʔ	koq7	34	稻~																																											
覺	觉	koʔ³⁴	koʔ	koq7	34	~觸																																											
桷	桷	koʔ³⁴	koʔ	koq7	34	竹~子																																											
鉻	铬	koʔ³⁴	koʔ	koq7	34																																												
梏	梏	koʔ³⁴	koʔ	koq7	34																																												
鵠	鹄	koʔ³⁴	koʔ	koq7	34	~的																																											
轂	毂	koʔ³⁴	koʔ	koq7	34																																												
榖	榖	koʔ³⁴	koʔ	koq7	34																																												
傕	傕	koʔ³⁴	koʔ	koq7	34																																												
斠	斠	koʔ³⁴	koʔ	koq7	34																																												
唂	唂	koʔ³⁴	koʔ	koq7	34	擬聲詞																																											
唃	唂	koʔ³⁴	koʔ	koq7	34	同唂																																											
哭	哭	kʰoʔ³⁴	kʰoʔ	khoq7	34																																												
殼	壳	kʰoʔ³⁴	kʰoʔ	khoq7	34																																												
㱿	壳	kʰoʔ³⁴	kʰoʔ	khoq7	34																																												
酷	酷	kʰoʔ³⁴	kʰoʔ	khoq7	34																																												
確	确	kʰoʔ³⁴	kʰoʔ	khoq7	34																																												
愨	悫	kʰoʔ³⁴	kʰoʔ	khoq7	34	愿~																																											
觳	觳	kʰoʔ³⁴	kʰoʔ	khoq7	34																																												
㲉	㲉	kʰoʔ³⁴	kʰoʔ	khoq7	34																																												
𡇱	𡇱	kʰoʔ³⁴	kʰoʔ	khoq7	34	擬聲詞																																											
㲄	㲄	kʰoʔ³⁴	kʰoʔ	khoq7	34																																												
䍍	䍍	kʰoʔ³⁴	kʰoʔ	khoq7	34																																												
恪	恪	kʰoʔ³⁴	kʰoʔ	khoq7	34																																												
㤩	恪	kʰoʔ³⁴	kʰoʔ	khoq7	34	恪異體																																											
愙	恪	kʰoʔ³⁴	kʰoʔ	khoq7	34	恪異體																																											
榷	榷	kʰoʔ³⁴	kʰoʔ	khoq7	34																																												
𤿩	𤿩	kʰoʔ³⁴	kʰoʔ	khoq7	34	皮殼因乾裂而突起																																											
□		ɡoʔ²³	ɡoʔ	goq8A	23	木型木~，遲鈍																																											
惡	恶	ŋoʔ³⁴	ŋoʔ	ngoq7	34	善~																																											
噁	恶	ŋoʔ³⁴	ŋoʔ	ngoq7	34	~心																																											
堊	垩	ŋoʔ³⁴	ŋoʔ	ngoq7	34																																												
遏	遏	ŋoʔ³⁴	ŋoʔ	ngoq7	34	又音																																											
愕	愕	ŋoʔ⁵	ŋoʔ	ngoq8B	5																																												
顎	颚	ŋoʔ⁵	ŋoʔ	ngoq8B	5																																												
齶	腭	ŋoʔ⁵	ŋoʔ	ngoq8B	5																																												
鰐	鳄	ŋoʔ⁵	ŋoʔ	ngoq8B	5																																												
鄂	鄂	ŋoʔ⁵	ŋoʔ	ngoq8B	5																																												
諤	谔	ŋoʔ⁵	ŋoʔ	ngoq8B	5																																												
萼	萼	ŋoʔ⁵	ŋoʔ	ngoq8B	5																																												
噩	噩	ŋoʔ⁵	ŋoʔ	ngoq8B	5																																												
鱷	鳄	ŋoʔ⁵	ŋoʔ	ngoq8B	5																																												
嶽	岳	ŋoʔ⁵	ŋoʔ	ngoq8B	5	五~																																											
岳	岳	ŋoʔ⁵	ŋoʔ	ngoq8B	5	~飛																																											
嗀	嗀	xoʔ³⁴	xoʔ	hoq7	34	用力~出來																																											
郝	郝	xoʔ³⁴	xoʔ	hoq7	34	姓氏																																											
壑	壑	xoʔ³⁴	xoʔ	hoq7	34																																												
㕡	壑	xoʔ³⁴	xoʔ	hoq7	34	同壑																																											
□		xoʔ³⁴	xoʔ	hoq7	34	靠																																											
豁	豁	xoʔ³⁴	xoʔ	hoq7	34	~然開朗																																											
鶴	鹤	ɣoʔ²³	ɣoʔ	roq8A	23																																												
涸	涸	ɣoʔ²³	ɣoʔ	roq8A	23	枯~																																											
貉	貉	ɣoʔ²³	ɣoʔ	roq8A	23	一丘之~																																											
貈	貉	ɣoʔ²³	ɣoʔ	roq8A	23	貉異體																																											
狢	貉	ɣoʔ²³	ɣoʔ	roq8A	23	貉異體																																											
斛	斛	ɣoʔ²³	ɣoʔ	roq8A	23																																												
蔛	蔛	ɣoʔ²³	ɣoʔ	roq8A	23	石~																																											
槲	槲	ɣoʔ²³	ɣoʔ	roq8A	23																																												
學	学	ɣoʔ²³	ɣoʔ	roq8A	23																																												
鑊	镬	ɣoʔ²³	ɣoʔ	roq8A	23																																												
下	下	ɣoʔ²³	ɣoʔ	roq8A	23	~巴																																											
鵠	鹄	ɣoʔ²³	ɣoʔ	roq8A	23	鴻~																																											
頜	颌	ɣoʔ²³	ɣoʔ	roq8A	23	上~																																											
觳	觳	ɣoʔ²³	ɣoʔ	roq8A	23																																												
屋	屋	Ǿoʔ³⁴	Ǿoʔ	oq7	34	~子																																											
齷	龌	Ǿoʔ³⁴	Ǿoʔ	oq7	34	~齪，又音																																											
喔	喔	Ǿoʔ³⁴	Ǿoʔ	oq7	34																																												
割	割	kuoʔ³⁴	kuoʔ	kuoq7	34																																												
郭	郭	kuoʔ³⁴	kuoʔ	kuoq7	34																																												
蛤	蛤	kuoʔ³⁴	kuoʔ	kuoq7	34	~蜊																																											
合	合	kuoʔ³⁴	kuoʔ	kuoq7	34	一升十~																																											
頜	颌	kuoʔ³⁴	kuoʔ	kuoq7	34	~腮，腮幫子																																											
葛	葛	kuoʔ³⁴	kuoʔ	kuoq7	34																																												
蓋	盖	kuoʔ³⁴	kuoʔ	kuoq7	34	姓氏																																											
鴿	鸽	kuoʔ³⁴	kuoʔ	kuoq7	34																																												
佮	佮	kuoʔ³⁴	kuoʔ	kuoq7	34	~伙，~湊；~繩；~縫																																											
□		kuoʔ³⁴	kuoʔ	kuoq7	34	~桶（做木桶）																																											
□		kuoʔ³⁴	kuoʔ	kuoq7	34	屋頂上有幾根檁條叫幾~；五~頭房子																																											
閤	合/閤	kuoʔ³⁴	kuoʔ	kuoq7	34																																												
渴	渴	kʰuoʔ³⁴	kʰuoʔ	khuoq7	34																																												
磕	磕	kʰuoʔ³⁴	kʰuoʔ	khuoq7	34	~頭																																											
瞌	瞌	kʰuoʔ³⁴	kʰuoʔ	khuoq7	34	~睏，~睡																																											
闊	阔	kʰuoʔ³⁴	kʰuoʔ	khuoq7	34																																												
适	适	kʰuoʔ³⁴	kʰuoʔ	khuoq7	34	古人名用字																																											
廓	廓	kʰuoʔ³⁴	kʰuoʔ	khuoq7	34																																												
擴	扩	kʰuoʔ³⁴	kʰuoʔ	khuoq7	34																																												
嗑	嗑	kʰuoʔ³⁴	kʰuoʔ	khuoq7	34	~瓜子																																											
彉	彍	kʰuoʔ³⁴	kʰuoʔ	khuoq7	34																																												
彍	彍	kʰuoʔ³⁴	kʰuoʔ	khuoq7	34																																												
㕎	㕎	kʰuoʔ³⁴	kʰuoʔ	khuoq7	34																																												
𨍰	𨍰	kʰuoʔ³⁴	kʰuoʔ	khuoq7	34	擬聲詞																																											
□		kʰuoʔ³⁴	kʰuoʔ	khuoq7	34	器物口朝下放置：~下來																																											
喝	喝	xuoʔ³⁴	xuoʔ	huoq7	34	~采																																											
褐	褐	ɣuoʔ²³	ɣuoʔ	ruoq8	23																																												
欱	喝	xuoʔ³⁴	xuoʔ	huoq7	34	~水																																											
藿	藿	xuoʔ³⁴	xuoʔ	huoq7	34	~香																																											
霍	霍	xuoʔ³⁴	xuoʔ	huoq7	34																																												
𧯆	𧯆	xuoʔ³⁴	xuoʔ	huoq7	34																																												
濊	濊	xuoʔ³⁴	xuoʔ	huoq7	34	擬聲詞																																											
鉿	铪	xuoʔ³⁴	xuoʔ	huoq7	34	化學元素																																											
合	合	ɣuoʔ²³	ɣuoʔ	ruoq8A	23	~作，~攏，~同；~情~理																																											
盒	盒	ɣuoʔ²³	ɣuoʔ	ruoq8A	23	又音																																											
鑊	镬	ɣuoʔ²³	ɣuoʔ	ruoq8A	23	又音																																											
頜	颌	ɣuoʔ²³	ɣuoʔ	ruoq8A	23	上齶：上~																																											
闔	阖	ɣuoʔ²³	ɣuoʔ	ruoq8A	23																																												
盍	盍	ɣuoʔ²³	ɣuoʔ	ruoq8A	23																																												
曷	曷	ɣuoʔ²³	ɣuoʔ	ruoq8A	23																																												
蠖	蠖	ɣuoʔ²³	ɣuoʔ	ruoq8A	23																																												
穫	获	ɣuoʔ²³	ɣuoʔ	ruoq8A	23	收~																																											
屋	屋	Ǿuoʔ³⁴	Ǿuoʔ	uoq7	34	竈~																																											
沃	沃	Ǿuoʔ³⁴	Ǿuoʔ	uoq7	34	又音																																											
握	握	Ǿuoʔ³⁴	Ǿuoʔ	uoq7	34	~手，~筆																																											
渥	渥	Ǿuoʔ³⁴	Ǿuoʔ	uoq7	34																																												
龌	齷	Ǿuoʔ³⁴	Ǿuoʔ	uoq7	34	又音																																											
幄	幄	Ǿuoʔ³⁴	Ǿuoʔ	uoq7	34																																												
喔	喔	Ǿuoʔ³⁴	Ǿuoʔ	uoq7	34	又音																																											
斡	斡	Ǿuoʔ³⁴	Ǿuoʔ	uoq7	34	又音																																											
閼	阏	Ǿuoʔ³⁴	Ǿuoʔ	uoq7	34																																												
遏	遏	Ǿuoʔ³⁴	Ǿuoʔ	uoq7	34																																												
餲	餲	Ǿuoʔ³⁴	Ǿuoʔ	uoq7	34	~粕气																																											
罯	罯	Ǿuoʔ³⁴	Ǿuoʔ	uoq7	34	~豆芽																																											
𤸱	𤸱	Ǿuoʔ³⁴	Ǿuoʔ	uoq7	34																																												
噦	哕	Ǿuoʔ³⁴	Ǿuoʔ	uoq7	34	吊~																																											
蠖	蠖	Ǿuoʔ³⁴	Ǿuoʔ	uoq7	34	又音																																											
活	活	Ǿuoʔ⁵	Ǿuoʔ	uoq8B	5	單字音																																											
活	活	ɦuoʔ²³	ɦuoʔ	woq8A	23	死~																																											
決	决	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
訣	诀	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
抉	抉	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
玨	珏	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
菊	菊	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
鞠	鞠	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
掬	掬	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
孓	孓	tʃyoʔ³⁴	tʃyoʔ	cioq7	34	孑~																																											
鋦	锔	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
厥	厥	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
珏	珏	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
噘	噘	tʃyoʔ³⁴	tʃyoʔ	cioq7	34	嘴一~																																											
蹶	蹶	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
獗	獗	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
蕨	蕨	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
絀	绌	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
橘	橘	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
拙	拙	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
卒	卒	tʃyoʔ³⁴	tʃyoʔ	cioq7	34	~業																																											
𣨛	𣨛	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
覺	觉	tʃyoʔ³⁴	tʃyoʔ	cioq7	34	文																																											
爵	爵	tʃyoʔ³⁴	tʃyoʔ	cioq7	34	新																																											
䂐	䂐	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
孒	孒	tʃyoʔ³⁴	tʃyoʔ	cioq7	34	孑~																																											
玦	玦	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
譎	谲	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
潏	潏	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
鐍	𫔎	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
憰	憰	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
𧝃	𧝃	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
瑴	瑴	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
斠	斠	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
輟	辍	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
掇	掇	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
𧽸	𧽸	tʃyoʔ³⁴	tʃyoʔ	cioq7	34	一~一~																																											
氒	氒	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
撮	撮	tʃyoʔ³⁴	tʃyoʔ	cioq7	34	一~毛																																											
繓	𦈛	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
攫	攫	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
矍	矍	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
钁	䦆	tʃyoʔ³⁴	tʃyoʔ	cioq7	34																																												
𠭴	𠭴	tʃyoʔ³⁴	tʃyoʔ	cioq7	34	短~~，~~長，形容物短																																											
孒	孒	tʃyoʔ³⁴	tʃyoʔ	cioq7	34	短~~，~~長，形容物短																																											
缺	缺	tʃʰyoʔ³⁴	tʃʰyoʔ	chioq7	34																																												
出	出	tʃʰyoʔ³⁴	tʃʰyoʔ	chioq7	34																																												
屈	屈	tʃʰyoʔ³⁴	tʃʰyoʔ	chioq7	34																																												
闋	阕	tʃʰyoʔ³⁴	tʃʰyoʔ	chioq7	34																																												
麯	曲	tʃʰyoʔ³⁴	tʃʰyoʔ	chioq7	34	酒~																																											
麴	麹	tʃʰyoʔ³⁴	tʃʰyoʔ	chioq7	34																																												
曲	曲	tʃʰyoʔ³⁴	tʃʰyoʔ	chioq7	34																																												
蛐	蛐	tʃʰyoʔ³⁴	tʃʰyoʔ	chioq7	34																																												
確	确	tʃʰyoʔ³⁴	tʃʰyoʔ	chioq7	34	文																																											
榷	榷	tʃʰyoʔ³⁴	tʃʰyoʔ	chioq7	34	商~																																											
促	促	tʃʰyoʔ³⁴	tʃʰyoʔ	chioq7	34	使~掐																																											
黢	黢	tʃʰyoʔ³⁴	tʃʰyoʔ	chioq7	34	~黑																																											
撮	撮	tʃʰyoʔ³⁴	tʃʰyoʔ	chioq7	34	一~毛，又音																																											
闕	阙	tʃʰyoʔ³⁴	tʃʰyoʔ	chioq7	34																																												
猝	猝	tʃʰyoʔ³⁴	tʃʰyoʔ	chioq7	34	倉~																																											
怵	怵	tʃʰyoʔ³⁴	tʃʰyoʔ	chioq7	34																																												
䂐	䂐	tʃʰyoʔ³⁴	tʃʰyoʔ	chioq7	34	短~~																																											
㑁	㑁	tʃʰyoʔ³⁴	tʃʰyoʔ	chioq7	34	同䂐																																											
黜	黜	tʃʰyoʔ³⁴	tʃʰyoʔ	chioq7	34																																												
啜	啜	tʃʰyoʔ³⁴	tʃʰyoʔ	chioq7	34																																												
歠	啜	tʃʰyoʔ³⁴	tʃʰyoʔ	chioq7	34																																												
鋦	锔	tʃʰyoʔ³⁴	tʃʰyoʔ	chioq7	34																																												
齣	出	tʃʰyoʔ³⁴	tʃʰyoʔ	chioq7	34	一~戲																																											
局	局	dʒyoʔ²³	dʒyoʔ	jioq8A	23																																												
跼	局	dʒyoʔ²³	dʒyoʔ	jioq8A	23																																												
侷	局	dʒyoʔ²³	dʒyoʔ	jioq8A	23																																												
焗	焗	dʒyoʔ²³	dʒyoʔ	jioq8A	23																																												
橜	橜	dʒyoʔ²³	dʒyoʔ	jioq8A	23																																												
橛	橛	dʒyoʔ²³	dʒyoʔ	jioq8A	23																																												
撅	撅	dʒyoʔ²³	dʒyoʔ	jioq8A	23																																												
掘	掘	dʒyoʔ²³	dʒyoʔ	jioq8A	23																																												
倔	倔	dʒyoʔ²³	dʒyoʔ	jioq8A	23																																												
崛	崛	dʒyoʔ²³	dʒyoʔ	jioq8A	23																																												
𡲬	𡲬	dʒyoʔ²³	dʒyoʔ	jioq8A	23	短~~																																											
㭾	㭾	dʒyoʔ²³	dʒyoʔ	jioq8A	23	樹~頭																																											
劇	剧	dʒyoʔ²³	dʒyoʔ	jioq8A	23	又音																																											
月	月	ɲyoʔ⁵	ɲyoʔ	gnioq8B	5																																												
