ID	繁體	简体	聲韻	声母	韵母	聲調	注釋		声调：	
3765	柱	柱	dzɿ	dz	ɿ	阳上				
3766	渚	渚	dzɿ	dz	ɿ	阳上				
3767	湛	湛	dza	dz	a	阳上				
3768	痔	痔	dzɿ	dz	ɿ	阳上				
3769	稚	稚	dzɿ	dz	ɿ	阳上				
3770	署	署	dzɿ	dz	ɿ	阳上				
3771	舐	舐	dzei	dz	ei	阳上				
3772	芰	芰	dzɿ	dz	ɿ	阳上				
3773	苧	苎	dzei	dz	ei	阳上				
3774	褚	褚	dzɿ	dz	ɿ	阳上				
3775	豸	豸	dzɿ	dz	ɿ	阳上				
3776	賺	赚	dza	dz	a	阳上				
3777	雉	雉	dzɿ	dz	ɿ	阳上				
3778	□	□	zau	z	au	阳上	猛刺			
3779	□	□	za	z	a	阳上	水<魚戔>，龍頭魚			
3780	乳	乳	zɿ	z	ɿ	阳上				
3781	似	似	zɿ	z	ɿ	阳上				
3782	俟	俟	zɿ	z	ɿ	阳上				
3783	兕	兕	zɿ	z	ɿ	阳上				
3784	冗	冗	zoŋ	z	oŋ	阳上				
3785	唕	唣	zɜ	z	ɜ	阳上				
3786	在	在	ze	z	e	阳上				
3787	坐	坐	zo	z	o	阳上				
3788	墅	墅	zɿ	z	ɿ	阳上				
3789	士	士	zɿ	z	ɿ	阳上				
3790	姒	姒	zɿ	z	ɿ	阳上				
3791	巳	巳	zɿ	z	ɿ	阳上				
3792	市	市	zɿ	z	ɿ	阳上				
3793	序	序	zɿ	z	ɿ	阳上				
3794	恃	恃	zɿ	z	ɿ	阳上				
3795	惹	惹	zei	z	ei	阳上				
3796	搑	搑	zoŋ	z	oŋ	阳上	推			
3797	撰	撰	zø	z	ø	阳上				
3798	擩	擩	zɿ	z	ɿ	阳上				
3799	敘	叙	zɿ	z	ɿ	阳上				
3800	是	是	zɿ	z	ɿ	阳上				
3801	柿	柿	zɿ	z	ɿ	阳上				
3802	樹	树	zɿ	z	ɿ	阳上	～立			
3803	氏	氏	zɿ	z	ɿ	阳上				
3804	汜	汜	zɿ	z	ɿ	阳上				
3805	汝	汝	zɿ	z	ɿ	阳上				
3806	洱	洱	zɿ	z	ɿ	阳上				
3807	漵	溆	zɿ	z	ɿ	阳上				
3808	爾	尔	zɿ	z	ɿ	阳上				
3809	甚	甚	zaŋ	z	aŋ	阳上				
3810	皂	皂	zɜ	z	ɜ	阳上				
3811	社	社	zei	z	ei	阳上				
3812	祀	祀	zɿ	z	ɿ	阳上				
3813	緒	绪	zɿ	z	ɿ	阳上				
3814	罪	罪	zai	z	ai	阳上				
3815	罪	罪	ze	z	e	阳上	～過			
3816	耜	耜	zɿ	z	ɿ	阳上				
3817	耳	耳	zɿ	z	ɿ	阳上				
3818	聚	聚	zɿ	z	ɿ	阳上				
3819	脞	脞	zo	z	o	阳上	矮～			
3820	腎	肾	zaŋ	z	aŋ	阳上				
3821	著	着	zɿ	z	ɿ	阳上	～搭：在這兒			
3822	葚	葚	zaŋ	z	aŋ	阳上				
3823	蕈	蕈	zaŋ	z	aŋ	阳上				
3824	蕊	蕊	zɿ	z	ɿ	阳上				
3825	藉	藉	zei	z	ei	阳上				
3826	裋	裋	zɿ	z	ɿ	阳上				
3827	豎	竖	zɿ	z	ɿ	阳上				
3828	造	造	zɜ	z	ɜ	阳上				
3829	邇	迩	zɿ	z	ɿ	阳上				
3830	鈰	铈	zɿ	z	ɿ	阳上	元素名			
3831	鉺	铒	zɿ	z	ɿ	阳上	元素名			
3832	鏨	錾	zø	z	ø	阳上				
3833	隨	随	zei	z	ei	阳上	～你			
3834	靖	靖	zeŋ	z	eŋ	阳上				
3835	靜	静	zeŋ	z	eŋ	阳上				
3836	餌	饵	zɿ	z	ɿ	阳上				
3837	饌	馔	zø	z	ø	阳上				
3838	駬	駬	zɿ	z	ɿ	阳上				
3839	鱮	鱮	zɿ	z	ɿ	阳上				
3840	久	久	tɕau	tɕ	au	阴上				
3841	九	九	tɕau	tɕ	au	阴上				
3842	佹	佹	tɕy	tɕ	y	阴上				
3843	僥	侥	tɕiɛ	tɕ	iɛ	阴上				
3844	凖	凖	tɕoŋ	tɕ	oŋ	阴上				
3845	剪	剪	tɕi	tɕ	i	阴上				
3846	剿	剿	tɕiɛ	tɕ	iɛ	阴上				
3847	匭	匦	tɕy	tɕ	y	阴上				
3848	垝	垝	tɕy	tɕ	y	阴上				
3849	塚	冢	tɕyɔ	tɕ	yɔ	阴上				
3850	姽	姽	tɕy	tɕ	y	阴上				
3851	宄	宄	tɕy	tɕ	y	阴上				
3852	展	展	tɕi	tɕ	i	阴上				
3853	帚	帚	tɕɤu	tɕ	ɤu	阴上				
3854	庋	庋	tɕy	tɕ	y	阴上				
3855	徼	徼	tɕiɛ	tɕ	iɛ	阴上				
3856	愧	愧	tɕy	tɕ	y	阴上				
3857	戩	戬	tɕi	tɕ	i	阴上				
3858	拱	拱	tɕyɔ	tɕ	yɔ	阴上				
3859	掌	掌	tɕi	tɕ	i	阴上				
3860	敫	敫	tɕiɛ	tɕ	iɛ	阴上				
3861	景	景	tɕaŋ	tɕ	aŋ	阴上				
3862	晷	晷	tɕy	tɕ	y	阴上				
3863	栱	栱	tɕyɔ	tɕ	yɔ	阴上				
3864	槳	桨	tɕi	tɕ	i	阴上				
3865	檢	检	tɕi	tɕ	i	阴上				
3866	櫸	榉	tɕy	tɕ	y	阴上				
3867	沼	沼	tɕiɛ	tɕ	iɛ	阴上				
3868	漲	涨	tɕi	tɕ	i	阴上				
3869	激	激	tɕiɛ	tɕ	iɛ	阴上				
3870	獎	奖	tɕi	tɕ	i	阴上				
3871	玖	玖	tɕau	tɕ	au	阴上				
3872	珙	珙	tɕyɔ	tɕ	yɔ	阴上				
3873	癸	癸	tɕy	tɕ	y	阴上				
3874	皎	皎	tɕiɛ	tɕ	iɛ	阴上				
3875	矩	矩	tɕy	tɕ	y	阴上				
3876	矯	矫	tɕiɛ	tɕ	iɛ	阴上				
3877	種	种	tɕyɔ	tɕ	yɔ	阴上	～子			
3878	穭	稆	tɕy	tɕ	y	阴上				
3879	筥	筥	tɕy	tɕ	y	阴上				
3880	簋	簋	tɕy	tɕ	y	阴上				
3881	綣	绻	tɕy	tɕ	y	阴上				
3882	緊	紧	tɕaŋ	tɕ	aŋ	阴上				
3883	繭	茧	tɕi	tɕ	i	阴上				
3884	繳	缴	tɕiɛ	tɕ	iɛ	阴上				
3885	翦	翦	tɕi	tɕ	i	阴上				
3886	肘	肘	tɕɤu	tɕ	ɤu	阴上				
3887	腫	肿	tɕyɔ	tɕ	yɔ	阴上				
3888	舉	举	tɕy	tɕ	y	阴上				
3889	莒	莒	tɕy	tɕ	y	阴上				
3890	蔣	蒋	tɕi	tɕ	i	阴上				
3891	詭	诡	tɕy	tɕ	y	阴上				
3892	謹	谨	tɕaŋ	tɕ	aŋ	阴上				
3893	踵	踵	tɕyɔ	tɕ	yɔ	阴上				
3894	蹇	蹇	tɕi	tɕ	i	阴上				
3895	軌	轨	tɕy	tɕ	y	阴上				
3896	轉	转	tɕy	tɕ	y	阴上				
3897	迥	迥	tɕoŋ	tɕ	oŋ	阴上				
3898	酒	酒	tɕɤu	tɕ	ɤu	阴上				
3899	鉸	铰	tɕiɛ	tɕ	iɛ	阴上	～刀			
3900	錦	锦	tɕaŋ	tɕ	aŋ	阴上				
3901	長	长	tɕi	tɕ	i	阴上	生～；縣～			
3902	韭	韭	tɕau	tɕ	au	阴上				
3903	頸	颈	tɕaŋ	tɕ	aŋ	阴上				
3904	餃	饺	tɕiɛ	tɕ	iɛ	阴上	～兒			
3905	鬼	鬼	tɕy	tɕ	y	阴上				
3906	喘	喘	tɕʰy	tɕʰ	y	阴上				
3907	寵	宠	tɕʰoŋ	tɕʰ	oŋ	阴上				
3908	廠	厂	tɕʰi	tɕʰ	i	阴上	～兒：草棚			
3909	恐	恐	tɕʰyɔ	tɕʰ	yɔ	阴上				
3910	悄	悄	tɕʰiɛ	tɕʰ	iɛ	阴上	～然			
3911	愀	愀	tɕʰiɛ	tɕʰ	iɛ	阴上				
3912	慊	慊	tɕʰi	tɕʰ	i	阴上				
3913	揣	揣	tɕʰy	tɕʰ	y	阴上				
3914	搝	搝	tɕʰau	tɕʰ	au	阴上	討取			
3915	搶	抢	tɕʰi	tɕʰ	i	阴上				
3916	敞	敞	tɕʰi	tɕʰ	i	阴上				
3917	昶	昶	tɕʰi	tɕʰ	i	阴上				
3918	歉	歉	tɕʰi	tɕʰ	i	阴上				
3919	氅	氅	tɕʰi	tɕʰ	i	阴上				
3920	淺	浅	tɕʰi	tɕʰ	i	阴上				
3921	犬	犬	tɕʰy	tɕʰ	y	阴上				
3922	畎	畎	tɕʰy	tɕʰ	y	阴上				
3923	繾	缱	tɕʰi	tɕʰ	i	阴上				
3924	舛	舛	tɕʰy	tɕʰ	y	阴上				
3925	蠢	蠢	tɕʰoŋ	tɕʰ	oŋ	阴上				
3926	諂	谄	tɕʰi	tɕʰ	i	阴上				
3927	譴	谴	tɕʰi	tɕʰ	i	阴上				
3928	遣	遣	tɕʰi	tɕʰ	i	阴上				
3929	闖	闯	tɕʰyɔ	tɕʰ	yɔ	阴上				
3930	闡	阐	tɕʰi	tɕʰ	i	阴上				
3931	頃	顷	tɕʰoŋ	tɕʰ	oŋ	阴上				
3932	鬈	鬈	tɕʰoŋ	tɕʰ	oŋ	阴上				
3933	享	享	ɕi	ɕ	i	阴上				
3934	守	守	ɕɤu	ɕ	ɤu	阴上				
3935	小	小	ɕiɛ	ɕ	iɛ	阴上				
3936	少	少	ɕiɛ	ɕ	iɛ	阴上	多～			
3937	悚	悚	ɕyɔ	ɕ	yɔ	阴上				
3938	想	想	ɕi	ɕ	i	阴上				
3939	慫	怂	ɕyɔ	ɕ	yɔ	阴上				
3940	手	手	ɕɤu	ɕ	ɤu	阴上				
3941	曉	晓	ɕa	ɕ	a	阴上				
3942	朽	朽	ɕau	ɕ	au	阴上				
3943	栩	栩	ɕy	ɕ	y	阴上				
3944	榫	榫	ɕoŋ	ɕ	oŋ	阴上				
3945	獫	猃	ɕi	ɕ	i	阴上				
3946	獮	狝	ɕi	ɕ	i	阴上				
3947	癬	癣	ɕi	ɕ	i	阴上				
3948	竦	竦	ɕyɔ	ɕ	yɔ	阴上				
3949	筅	筅	ɕi	ɕ	i	阴上				
3950	筍	笋	ɕoŋ	ɕ	oŋ	阴上				
3951	筱	筱	ɕiɛ	ɕ	iɛ	阴上				
3952	聳	耸	ɕyɔ	ɕ	yɔ	阴上				
3953	興	兴	ɕaŋ	ɕ	aŋ	阴上	作～			
3954	蘚	藓	ɕi	ɕ	i	阴上				
3955	許	许	ɕy	ɕ	y	阴上				
3956	詡	诩	ɕy	ɕ	y	阴上				
3957	賞	赏	ɕi	ɕ	i	阴上				
3958	選	选	ɕy	ɕ	y	阴上				
3959	閃	闪	ɕi	ɕ	i	阴上				
3960	陝	陕	ɕi	ɕ	i	阴上				
3961	險	险	ɕi	ɕ	i	阴上				
3962	響	响	ɕi	ɕ	i	阴上				
3963	顯	显	ɕi	ɕ	i	阴上				
3964	餉	饷	ɕi	ɕ	i	阴上				
3965	饗	飨	ɕi	ɕ	i	阴上				
3966	首	首	ɕɤu	ɕ	ɤu	阴上				
3967	髓	髓	ɕi	ɕ	i	阴上	腦蓋～			
3968	鮮	鲜	ɕi	ɕ	i	阴上	少			
3969	鯗	鲞	ɕi	ɕ	i	阴上				
3970	鰷	鲦	ɕiɛ	ɕ	iɛ	阴上	白～，青鱂魚			
3971	丈	丈	dʑi	dʑ	i	阳上				
3972	仗	仗	dʑi	dʑ	i	阳上				
3973	件	件	dʑi	dʑ	i	阳上				
3974	像	像	dʑi	dʑ	i	阳上	相～			
3975	儉	俭	dʑi	dʑ	i	阳上				
3976	兆	兆	dʑiɛ	dʑ	iɛ	阳上				
3977	咎	咎	dʑau	dʑ	au	阳上				
3978	妗	妗	dʑaŋ	dʑ	aŋ	阳上				
3979	強	强	dʑi	dʑ	i	阳上	勉～			
3980	拒	拒	dʑy	dʑ	y	阳上				
3981	揆	揆	dʑy	dʑ	y	阳上				
3982	撬	撬	dʑiɛ	dʑ	iɛ	阳上				
3983	杖	杖	dʑi	dʑ	i	阳上				
3984	柩	柩	dʑau	dʑ	au	阳上				
3985	桕	桕	dʑau	dʑ	au	阳上				
3986	炬	炬	dʑy	dʑ	y	阳上				
3987	盾	盾	dʑoŋ	dʑ	oŋ	阳上				
3988	窘	窘	dʑoŋ	dʑ	oŋ	阳上				
3989	篆	篆	dʑy	dʑ	y	阳上				
3990	紂	纣	dʑɤu	dʑ	ɤu	阳上				
3991	肇	肇	dʑiɛ	dʑ	iɛ	阳上				
3992	臼	臼	dʑau	dʑ	au	阳上				
3993	舅	舅	dʑau	dʑ	au	阳上				
3994	苣	苣	dʑy	dʑ	y	阳上				
3995	菌	菌	dʑoŋ	dʑ	oŋ	阳上				
3996	虡	虡	dʑy	dʑ	y	阳上				
3997	詎	讵	dʑy	dʑ	y	阳上				
3998	賺	赚	dʑaŋ	dʑ	aŋ	阳上				
3999	趙	赵	dʑiɛ	dʑ	iɛ	阳上				
4000	距	距	dʑy	dʑ	y	阳上				
4001	跪	跪	dʑy	dʑ	y	阳上				
4002	近	近	dʑaŋ	dʑ	aŋ	阳上				
4003	重	重	dʑyɔ	dʑ	yɔ	阳上	輕～			
4004	□	□	hau	h	au	阴上	～起：急切希望			
4005	□	□	hau	h	au	阴上	「許屋」合音：那裡			
4006	下	下	ho	h	o	阴上	把懸物取下；～種			
4007	仿	仿	huɔ	h	uɔ	阴上				
4008	俸	俸	hoŋ	h	oŋ	阴上				
4009	喊	喊	ha	h	a	阴上				
4010	好	好	hɜ	h	ɜ	阴上				
4011	幌	幌	huɔ	h	uɔ	阴上				
4012	彷	彷	huɔ	h	uɔ	阴上				
4013	很	很	haŋ	h	aŋ	阴上				
4014	恍	恍	huɔ	h	uɔ	阴上				
4015	撼	撼	ha	h	a	阴上				
4016	昉	昉	huɔ	h	uɔ	阴上				
4017	晃	晃	huɔ	h	uɔ	阴上				
4018	榥	榥	huɔ	h	uɔ	阴上				
4019	海	海	he	h	e	阴上				
4020	滉	滉	huɔ	h	uɔ	阴上				
4021	狠	狠	haŋ	h	aŋ	阴上				
4022	獬	獬	ha	h	a	阴上				
4023	紡	纺	huɔ	h	uɔ	阴上				
4024	罕	罕	hø	h	ø	阴上				
4025	舫	舫	huɔ	h	uɔ	阴上				
4026	蟹	蟹	ha	h	a	阴上				
4027	訪	访	huɔ	h	uɔ	阴上				
4028	許	许	he	h	e	阴上	遠指代詞			
4029	許	许	hi	h	i	阴上	遠指代詞			
4030	謊	谎	huɔ	h	uɔ	阴上				
4031	醢	醢	he	h	e	阴上				
4032	上	上	ɦi	ɦ	i	阳上	動詞			
4033	下	下	ɦo	ɦ	o	阳上				
4034	亥	亥	ɦe	ɦ	e	阳上				
4035	以	以	ɦi	ɦ	i	阳上				
4036	像	像	ɦi	ɦ	i	阳上				
4037	兗	兖	ɦi	ɦ	i	阳上				
4038	冉	冉	ɦi	ɦ	i	阳上				
4039	冶	冶	ɦi	ɦ	i	阳上				
4040	勇	勇	ɦyɔ	ɦ	yɔ	阳上				
4041	卣	卣	ɦiau	ɦ	iau	阳上				
4042	厚	厚	ɦau	ɦ	au	阳上				
4043	友	友	ɦiau	ɦ	iau	阳上				
4044	受	受	ɦiɤu	ɦ	iɤu	阳上				
4045	吮	吮	ɦioŋ	ɦ	ioŋ	阳上				
4046	善	善	ɦi	ɦ	i	阳上				
4047	單	单	ɦi	ɦ	i	阳上	～於			
4048	奉	奉	ɦoŋ	ɦ	oŋ	阳上				
4049	妄	妄	ɦuɔ	ɦ	uɔ	阳上				
4050	孩	孩	ɦe	ɦ	e	阳上				
4051	已	已	ɦi	ɦ	i	阳上				
4052	幸	幸	ɦɛ	ɦ	ɛ	阳上				
4053	引	引	ɦiaŋ	ɦ	iaŋ	阳上				
4054	往	往	ɦyɔ	ɦ	yɔ	阳上				
4055	恿	恿	ɦyɔ	ɦ	yɔ	阳上				
4056	悻	悻	ɦɛ	ɦ	ɛ	阳上				
4057	撼	撼	ɦø	ɦ	ø	阳上				
4058	擾	扰	ɦiɛ	ɦ	iɛ	阳上				
4059	效	效	ɦuɔ	ɦ	uɔ	阳上				
4060	旱	旱	ɦy	ɦ	y	阳上				
4061	昊	昊	ɦɜ	ɦ	ɜ	阳上				
4062	暤	暤	ɦɜ	ɦ	ɜ	阳上				
4063	有	有	ɦiau	ɦ	iau	阳上				
4064	橡	橡	ɦi	ɦ	i	阳上				
4065	氦	氦	ɦe	ɦ	e	阳上				
4066	永	永	ɦioŋ	ɦ	ioŋ	阳上				
4067	泳	泳	ɦioŋ	ɦ	ioŋ	阳上				
4068	浩	浩	ɦɜ	ɦ	ɜ	阳上				
4069	湧	涌	ɦyɔ	ɦ	yɔ	阳上				
4070	演	演	ɦi	ɦ	i	阳上				
4071	漸	渐	ɦi	ɦ	i	阳上				
4072	潁	颍	ɦiaŋ	ɦ	iaŋ	阳上				
4073	灝	灏	ɦɜ	ɦ	ɜ	阳上				
4074	牖	牖	ɦiau	ɦ	iau	阳上				
4075	甬	甬	ɦyɔ	ɦ	yɔ	阳上				
4076	皓	皓	ɦɜ	ɦ	ɜ	阳上				
4077	矣	矣	ɦi	ɦ	i	阳上				
4078	穎	颖	ɦiaŋ	ɦ	iaŋ	阳上				
4079	綬	绶	ɦiɤu	ɦ	iɤu	阳上				
4080	緩	缓	ɦy	ɦ	y	阳上				
4081	罔	罔	ɦuɔ	ɦ	uɔ	阳上				
4082	羑	羑	ɦiau	ɦ	iau	阳上				
4083	胲	胲	ɦe	ɦ	e	阳上				
4084	膳	膳	ɦi	ɦ	i	阳上				
4085	苒	苒	ɦi	ɦ	i	阳上				
4086	苡	苡	ɦi	ɦ	i	阳上				
4087	莠	莠	ɦiau	ɦ	iau	阳上				
4088	蚓	蚓	ɦiaŋ	ɦ	iaŋ	阳上				
4089	衍	衍	ɦi	ɦ	i	阳上				
4090	解	解	ɦa	ɦ	a	阳上	姓			
4091	詠	咏	ɦioŋ	ɦ	ioŋ	阳上				
4092	諧	谐	ɦa	ɦ	a	阳上				
4093	象	象	ɦi	ɦ	i	阳上				
4094	踴	踊	ɦyɔ	ɦ	yɔ	阳上				
4095	逅	逅	ɦau	ɦ	au	阳上				
4096	遠	远	ɦy	ɦ	y	阳上				
4097	郢	郢	ɦiaŋ	ɦ	iaŋ	阳上				
4098	酉	酉	ɦiau	ɦ	iau	阳上				
4099	銪	铕	ɦiau	ɦ	iau	阳上	元素名			
4100	鎬	镐	ɦɜ	ɦ	ɜ	阳上	～京			
4101	閧	閧	ɦoŋ	ɦ	oŋ	阳上				
4102	限	限	ɦa	ɦ	a	阳上				
4103	隕	陨	ɦioŋ	ɦ	ioŋ	阳上				
4104	項	项	ɦuɔ	ɦ	uɔ	阳上				
4105	顥	颢	ɦɜ	ɦ	ɜ	阳上				
4106	駭	骇	ɦa	ɦ	a	阳上				
4107	魍	魍	ɦuɔ	ɦ	uɔ	阳上				
4108	鱔	鳝	ɦi	ɦ	i	阳上				
4109	□	□	mɜ	m	ɜ	阳上	<無好>無能；不聰明			
4110	免	免	mi	m	i	阳上				
4111	冕	冕	mi	m	i	阳上				
4112	勉	勉	mi	m	i	阳上				
4113	卯	卯	muɔ	m	uɔ	阳上				
4114	姆	姆	mo	m	o	阳上				
4115	姆	姆	mu	m	u	阳上	保～			
4116	姥	姥	mo	m	o	阳上				
4117	姥	姥	mu	m	u	阳上				
4118	娓	娓	mei	m	ei	阳上				
4119	娩	娩	mi	m	i	阳上				
4120	尾	尾	mei	m	ei	阳上	尾巴			
4121	弭	弭	mei	m	ei	阳上				
4122	惘	惘	muɔ	m	uɔ	阳上				
4123	憫	悯	meŋ	m	eŋ	阳上				
4124	懵	懵	moŋ	m	oŋ	阳上				
4125	拇	拇	mu	m	u	阳上				
4126	敏	敏	meŋ	m	eŋ	阳上				
4127	昴	昴	muɔ	m	uɔ	阳上				
4128	晚	晚	ma	m	a	阳上				
4129	杪	杪	miɛ	m	iɛ	阳上				
4130	某	某	mo	m	o	阳上				
4131	某	某	mu	m	u	阳上				
4132	母	母	mo	m	o	阳上				
4133	母	母	mu	m	u	阳上				
4134	每	每	mai	m	ai	阳上				
4135	泯	泯	meŋ	m	eŋ	阳上				
4136	浼	浼	mai	m	ai	阳上				
4137	淼	淼	miɛ	m	iɛ	阳上				
4138	渺	渺	miɛ	m	iɛ	阳上				
4139	滿	满	mø	m	ø	阳上				
4140	漭	漭	muɔ	m	uɔ	阳上				
4141	牡	牡	mɜ	m	ɜ	阳上				
4142	猛	猛	miɛ	m	iɛ	阳上				
4143	獁	犸	mo	m	o	阳上				
4144	瑪	玛	mo	m	o	阳上				
4145	畝	亩	mɜ	m	ɜ	阳上				
4146	皿	皿	meŋ	m	eŋ	阳上				
4147	眄	眄	mi	m	i	阳上				
4148	碼	码	mo	m	o	阳上				
4149	秒	秒	miɛ	m	iɛ	阳上				
4150	米	米	mei	m	ei	阳上				
4151	網	网	muɔ	m	uɔ	阳上				
4152	緬	缅	mi	m	i	阳上				
4153	緲	缈	miɛ	m	iɛ	阳上				
4154	美	美	mei	m	ei	阳上				
4155	艋	艋	miɛ	m	iɛ	阳上				
4156	茆	茆	muɔ	m	uɔ	阳上				
4157	莽	莽	muɔ	m	uɔ	阳上				
4158	蕒	荬	ma	m	a	阳上				
4159	藐	藐	miɛ	m	iɛ	阳上				
4160	蜢	蜢	miɛ	m	iɛ	阳上				
4161	螞	蚂	mo	m	o	阳上				
4162	蟎	螨	mø	m	ø	阳上				
4163	蟒	蟒	muɔ	m	uɔ	阳上				
4164	買	买	ma	m	a	阳上				
4165	輞	辋	muɔ	m	uɔ	阳上				
4166	邈	邈	miɛ	m	iɛ	阳上				
4167	鉧	鉧	mo	m	o	阳上				
4168	鉧	鉧	mu	m	u	阳上				
4169	錳	锰	miɛ	m	iɛ	阳上				
4170	閩	闽	meŋ	m	eŋ	阳上				
4171	靡	靡	mei	m	ei	阳上				
4172	馬	马	mo	m	o	阳上				
4173	魍	魍	muɔ	m	uɔ	阳上				
4174	麼	么	mo	m	o	阳上	什～			
4175	乃	乃	na	n	a	阳上				
4176	努	努	nɤu	n	ɤu	阳上				
4177	囡	囡	nø	n	ø	阳上				
4178	女	女	na	n	a	阳上	～兒			
4179	奶	奶	na	n	a	阳上				
4180	惱	恼	nɜ	n	ɜ	阳上				
4181	撓	挠	nuɔ	n	uɔ	阳上				
4182	暖	暖	naŋ	n	aŋ	阳上				
4183	暖	暖	nø	n	ø	阳上				
4184	曩	曩	nuɔ	n	uɔ	阳上				
4185	氖	氖	na	n	a	阳上				
4186	瑙	瑙	nɜ	n	ɜ	阳上				
4187	腦	脑	nɜ	n	ɜ	阳上				
4188	腩	腩	nø	n	ø	阳上				
4189	艿	艿	na	n	a	阳上	芋～			
4190	赧	赧	na	n	a	阳上				
4191	餒	馁	nai	n	ai	阳上				
4192	饢	馕	nuɔ	n	uɔ	阳上	拼命往嘴裡塞食物			
4193	鼐	鼐	na	n	a	阳上				
4194	仰	仰	ȵi	ȵ	i	阳上				
4195	你	你	ȵi	ȵ	i	阳上				
4196	像	像	ȵi	ȵ	i	阳上	不～兵不～民			
4197	儀	仪	ȵi	ȵ	i	阳上				
4198	儼	俨	ȵi	ȵ	i	阳上				
4199	圄	圄	ȵy	ȵ	y	阳上				
4200	圉	圉	ȵy	ȵ	y	阳上				
4201	女	女	ȵy	ȵ	y	阳上				
4202	嫋	袅	ȵa	ȵ	a	阳上				
4203	嬲	嬲	ȵiɛ	ȵ	iɛ	阳上	歪纏不休			
4204	忍	忍	ȵaŋ	ȵ	aŋ	阳上				
4205	扭	扭	ȵau	ȵ	au	阳上	纏住			
4206	擬	拟	ȵi	ȵ	i	阳上				
4207	旎	旎	ȵi	ȵ	i	阳上				
4208	染	染	ȵi	ȵ	i	阳上				
4209	狃	狃	ȵau	ȵ	au	阳上				
4210	碾	碾	ȵi	ȵ	i	阳上				
4211	紐	纽	ȵau	ȵ	au	阳上				
4212	繞	绕	ȵiɛ	ȵ	iɛ	阳上				
4213	蔦	茑	ȵa	ȵ	a	阳上				
4214	蟻	蚁	ȵi	ȵ	i	阳上				
4215	嫋	袅	ȵa	ȵ	a	阳上				
4216	語	语	ȵy	ȵ	y	阳上				
4217	誼	谊	ȵi	ȵ	i	阳上				
4218	議	议	ȵi	ȵ	i	阳上				
4219	軟	软	ȵy	ȵ	y	阳上				
4220	鈕	钮	ȵau	ȵ	au	阳上				
4221	阮	阮	ȵy	ȵ	y	阳上				
4222	鳥	鸟	ȵa	ȵ	a	阳上				
4223	□	□	ŋuɔ	ŋ	uɔ	阳上	～你：咱們，「我伉你」的合音			
4224	五	五	ŋ	ŋ		阳上				
4225	伍	伍	ŋ	ŋ		阳上				
4226	偶	偶	ŋau	ŋ	au	阳上				
4227	午	午	ŋ	ŋ		阳上				
4228	咬	咬	ŋuɔ	ŋ	uɔ	阳上				
4229	尾	尾	ŋ	ŋ		阳上	～巴			
4230	我	我	ŋ	ŋ		阳上				
4231	母	母	ŋ	ŋ		阳上				
4232	瓦	瓦	ŋo	ŋ	o	阳上				
4233	眼	眼	ŋa	ŋ	a	阳上				
4234	耦	耦	ŋau	ŋ	au	阳上				
4235	耳	耳	ŋ	ŋ		阳上				
4236	藕	藕	ŋau	ŋ	au	阳上				
4237	蟻	蚁	ŋa	ŋ	a	阳上				
4238	雅	雅	ŋo	ŋ	o	阳上				
4239	駭	骇	ŋa	ŋ	a	阳上				
4240	佬	佬	lɜ	l	ɜ	阳上	大好～			
4241	侶	侣	løy	l	øy	阳上				
4242	俚	俚	lei	l	ei	阳上				
4243	倆	俩	li	l	i	阳上	伎～			
4244	僂	偻	lau	l	au	阳上				
4245	儡	儡	lai	l	ai	阳上				
4246	兩	两	liɛ	l	iɛ	阳上				
4247	兩	两	li	l	i	阳上	幾～			
4248	冷	冷	liɛ	l	iɛ	阳上				
4249	凜	凛	leŋ	l	eŋ	阳上				
4250	卵	卵	laŋ	l	aŋ	阳上				
4251	卵	卵	lø	l	ø	阳上	男陰			
4252	呂	吕	løy	l	øy	阳上				
4253	壘	垒	lai	l	ai	阳上				
4254	壟	垄	liɛ	l	iɛ	阳上	田～			
4255	壟	垄	loŋ	l	oŋ	阳上				
4256	姥	姥	lɜ	l	ɜ	阳上	～～，祖母			
4257	娌	娌	lei	l	ei	阳上				
4258	屢	屡	løy	l	øy	阳上				
4259	履	履	løy	l	øy	阳上				
4260	嶺	岭	leŋ	l	eŋ	阳上				
4261	廩	廪	leŋ	l	eŋ	阳上				
4262	摟	搂	lau	l	au	阳上				
4263	攏	拢	loŋ	l	oŋ	阳上				
4264	攬	揽	la	l	a	阳上				
4265	斂	敛	li	l	i	阳上				
4266	旅	旅	løy	l	øy	阳上				
4267	朗	朗	luɔ	l	uɔ	阳上				
4268	李	李	lei	l	ei	阳上				
4269	柳	柳	lɤu	l	ɤu	阳上				
4270	栳	栳	lɜ	l	ɜ	阳上				
4271	榴	榴	lɤu	l	ɤu	阳上				
4272	櫓	橹	lɤu	l	ɤu	阳上				
4273	欖	榄	la	l	a	阳上				
4274	潦	潦	lɜ	l	ɜ	阳上	～倒			
4275	澧	澧	lei	l	ei	阳上				
4276	濫	滥	la	l	a	阳上				
4277	燎	燎	liɛ	l	iɛ	阳上				
4278	理	理	lei	l	ei	阳上				
4279	瘰	瘰	lai	l	ai	阳上				
4280	癗	癗	lai	l	ai	阳上	瘡癤			
4281	磊	磊	lai	l	ai	阳上				
4282	禮	礼	lei	l	ei	阳上				
4283	稞	稞	lai	l	ai	阳上	糖～，大麥			
