字頭	聲紐	呼	等	韻部	聲調	組	攝	聲母	韻母	聲調	備註	
憑	並	開	三	蒸	平	幫	曾	b	ang	4		
蘋	並	開	三	真A	平	幫	臻	b	ing	4		
婆	並	開	一	歌	平	幫	果	b	eo	4		
菩	並	開	一	模	平	幫	遇	b	eo	4		
扶	並	合	三	虞	平	幫	遇	f	u	4		
芙	並	合	三	虞	平	幫	遇	f	u	4		
符	並	合	三	虞	平	幫	遇	f	u	4		
僕	並	開	一	東	入	幫	通	b	uk	9	~人，見《玉林市志》	
瀑	並	開	一	豪	去	幫	效	b	eou	6		
曝	並	開	一	豪	去	幫	效	b	eou	6		
泊	並	開	一	唐	入	幫	宕	b	ok	10		
斐	滂	合	三	微	上	幫	止	f	i	2		
賠	並	合	一	灰	平	幫	蟹	b	ui	4		
臏	並	開	三	真A	上	幫	臻	b	an	5		
脖	並	合	一	魂	入	幫	臻	b	ot	10		
渤	並	合	一	魂	入	幫	臻	b	ot	10		
腐	並	合	三	虞	上	幫	遇	f	u	6		
叛	並	開	一	寒	去	幫	山	p	un	3		0
跑	並	開	二	肴	平	幫	效	p	ou	2		1
悖	並	合	一	灰	去	幫	蟹	b	ui	6		
佩	並	合	一	灰	去	幫	蟹	p	ui	3		1
佩	並	合	一	灰	去	幫	蟹	bb	ui	3	州~：地名。鬱林「四鎮」之一，原名「州背」。因其位于鬱林州州城之背，故名。後易名，民間沿用原讀法	
蓬	並	開	一	東	平	幫	通	p	ung	1	質地鬆軟、蓬鬆	1
肥	並	合	三	微	平	幫	止	f	i	4		
箔	並	開	一	唐	入	幫	宕	b	ok	10		
闢	並	開	三	清A	入	幫	梗	p	ik	7		1
飄	滂	開	三	宵A	平	幫	效	p	iu	1		1
庄	並	開	二	耕	平	幫	梗	z	ong	1		1
礴	並	開	一	唐	入	幫	宕	b	ok	10		
附	並	合	三	虞	去	幫	遇	f	u	6		
蟠	並	合	三	元	平	幫	山	b	un	4		
徬	並	開	一	唐	去	幫	宕	b	ong	6		
膀	並	開	一	唐	平	幫	宕	b	ong	4	~胱	
咆	並	開	二	肴	平	幫	效	b	ou	4		
亮	來	開	三	陽	去	來	宕	l	aa	6	又讀	
捕	並	開	一	模	去	幫	遇	b	u	4	見1959年字表及《玉林市志》	
步	並	開	一	模	去	幫	遇	b	u	6		
袱	並	開	三	東	入	幫	通	f	uk	9		
翡	並	合	三	微	去	幫	止	f	i	1	見《玉林话研究》	1
被	並	開	三	支B	上	幫	止	b	i	5	棉~	
胼	並	開	四	先	平	幫	山	b	in	4		
膀								bb	ong	2	肩~	
部	並	開	一	模	上	幫	遇	b	u	6		
鏷	並	開	一	沃	入	幫	通	b	uk	9		
磅	滂	開	一	唐	平	幫	宕	b	ong	6		
滂	滂	開	一	唐	平	幫	宕	b	ong	4		
胖	滂	開	一	寒	去	幫	山	b	un	5		
砰	滂	開	二	耕	平	幫	梗	b	ang	4		
量	來	開	三	陽	平	來	宕	l	aa	4	動詞	
量	來	開	三	陽	去	來	宕	l	aa	6	名詞	
埠	並	開	二	模	去	幫	遇	b	u	6		
簿	並	開	一	模	上	幫	遇	b	u	5	字~	
脯	並	開	一	模	平	幫	遇	b	u	4	胸~	
葡	並	開	一	模	平	幫	遇	b	u	4		
蒲	並	開	一	模	平	幫	遇	b	u	4		
輔	並	合	三	虞	上	幫	遇	p	u	2		1
媽	明	開	一	模	上	幫	遇	m	o	1		
麻	明	開	二	麻	平	幫	假	m	o	4		
痲	明	開	二	麻	平	幫	假	m	o	4		
馬	明	開	二	麻	上	幫	假	m	o	5		
瑪	明	開	二	麻	上	幫	假	m	o	5		
碼	明	開	二	麻	上	幫	假	m	o	5		
罵	明	開	二	麻	上	幫	假	m	o	6		
埋	明	開	二	皆	平	幫	蟹	m	oi	4		
霾	明	開	二	皆	平	幫	蟹	m	oi	4		
買	明	開	二	佳	上	幫	蟹	m	oi	5		
輛	來	開	三	陽	去	來	宕	l	aa	2		
諒	來	開	三	陽	去	來	宕	l	aa	6		
賣	明	開	二	佳	去	幫	蟹	m	oi	6		
邁	明	開	二	夬	去	幫	蟹	m	oi	6		
瞞	明	開	一	寒	平	幫	山	m	un	1		1
饅	明	開	一	寒	平	幫	山	m	on	6		
蠻	明	開	二	刪	平	幫	山	m	on	4		
滿	明	開	一	寒	上	幫	山	m	un	5		
曼	明	合	三	元	去	幫	山	m	on	6		
蔓	明	合	三	元	去	幫	山	m	on	6		
幔	明	開	一	寒	去	幫	山	m	on	6		
漫	明	開	一	寒	去	幫	山	m	on	6		
慢	明	開	二	刪	去	幫	山	m	on	6		
芒	明	合	三	陽	平	幫	宕	m	ong	4		
芒	明	合	三	陽	平	幫	宕	m	ong	1	同「杧」。~果：一種熱帶水果。	
忙	明	開	一	唐	平	幫	宕	m	ong	4		
掠	來	開	三	陽	去	來	宕	l	aa	6		
茫	明	開	一	唐	平	幫	宕	m	ong	4		
莽	明	開	一	唐	上	幫	宕	m	ong	5		
蟒	明	開	一	唐	上	幫	宕	m	ong	5		
貓	明	開	三	宵B	平	幫	效	m	eu	1		
毛	明	開	一	豪	平	幫	效	m	eou	4		
毛	明	開	一	豪	平	幫	效	m	eou	1	發~：發霉|雨~：微小的、可隨風飘的雨滴	
矛	明	合	三	尤	平	幫	流	m	ou	4		1959
矛	明	合	三	尤	平	幫	流	m	au	4	又讀	1
茅	明	開	二	肴	平	幫	效	m	ou	4		1959
茅	明	開	三	尤	平	幫	流	m	au	4	又讀	1
髦	明	開	一	豪	平	幫	效	m	eou	1		
卯	明	開	二	肴	上	幫	效	m	ou	5		1
卯	明	開	二	肴	上	幫	效	m	au	5	又讀	1
茂	明	開	一	侯	去	幫	流	m	ou	6	又讀	1959
茂	明	開	一	侯	去	幫	流	m	au	6		1
冒	明	開	一	豪	去	幫	效	m	eou	6		
耄	明	開	一	豪	去	幫	效	m	eou	6		
帽	明	開	一	豪	去	幫	效	m	eou	6		
貿	明	開	一	侯	去	幫	流	m	au	6		1
貿	明	開	一	侯	去	幫	流	m	ou	6	又讀	1
貌	明	開	二	肴	去	幫	效	m	au	6		1
貌	明	開	二	肴	去	幫	效	m	ou	6	又讀	1
麼	明	開	一	歌	上	幫	果	m	eo	1		
沒	明	合	一	魂	入	幫	臻	m	ot	10		
珮	並	合	一	灰	去	幫	蟹	bb	ui	3		1
玫	明	合	一	灰	平	幫	蟹	m	ui	4		
被	並	開	三	支B	去	幫	止	b	i	6	~動	
枚	明	合	一	灰	平	幫	蟹	m	ui	1		
莓	明	合	一	灰	平	幫	蟹	m	ui	4		
梅	明	合	一	灰	平	幫	蟹	m	ui	4		
備	並	開	三	脂B	去	幫	止	b	i	6		
媒	明	合	一	灰	平	幫	蟹	m	ui	4		
煤	明	合	一	灰	平	幫	蟹	m	ui	4		
每	明	合	一	灰	上	幫	蟹	m	ui	5		
鼻	並	開	三	脂A	去	幫	止	b	i	6		
妹	明	合	一	灰	去	幫	蟹	m	oi	6	姐~	
妹	明	合	一	灰	去	幫	蟹	m	ui	6	moi6的異讀	
妹	明	合	一	灰	去	幫	蟹	m	ui	1	形容詞，文靜的，像女孩子一樣的。	
昧	明	合	一	灰	去	幫	蟹	m	ui	6		
婢	並	開	三	支A	上	幫	止	b	i	5		
避	並	開	三	支A	去	幫	止	b	i	6		
皮	並	開	三	支B	平	幫	止	b	i	4		
門	明	合	一	魂	平	幫	臻	m	un	4		
悶	明	合	一	魂	去	幫	臻	m	un	6		
萌	明	開	二	耕	平	幫	梗	m	ang	4		
蒙	明	開	一	東	平	幫	通	m	ung	1	動詞	
蒙	明	開	一	東	平	幫	通	m	ung	4	~古	
盟	明	開	三	庚	平	幫	梗	m	ang	4		
濛	明	開	一	東	平	幫	通	m	ung	1	~~雨：細雨	
檬	明	開	一	東	平	幫	通	m	ung	1		
檬	明	開	一	東	平	幫	通	m	ung	4	見《玉林市志》	
朦	明	開	一	東	平	幫	通	m	ung	4		
矇	明	開	一	東	平	幫	通	m	ung	4		
曚								m	ung	1	（日將出前）天微明：天~~光	
略	來	開	三	陽	入	來	宕	l	aa	6		
猛	明	開	二	庚	上	幫	梗	m	ang	5	~住：可勁儿地，拼命地	
倆	來	開	三	陽	上	來	宕	l	aa	5		
長	澄	開	三	陽	平	知	宕	z	aa	4	~短	
懵	明	開	一	東	上	幫	通	m	ung	2		
場	澄	開	三	陽	平	知	宕	z	aa	4		
夢	明	開	三	東	去	幫	通	m	ung	6		
枇	並	開	三	脂A	平	幫	止	b	i	4		
迷	明	開	四	齊	平	幫	蟹	m	ai	4		
謎	明	開	四	齊	去	幫	蟹	m	ai	6		
疲	並	開	三	支B	平	幫	止	b	i	4		
琵	並	開	三	脂A	平	幫	止	b	i	4		
脾	並	開	三	支A	平	幫	止	b	i	4	~氣	
脾	並	開	三	支A	平	幫	止	p	i	1	器官	
邳	並	開	三	脂B	平	幫	止	b	i	4		
米	明	開	四	齊	上	幫	蟹	m	ai	5	~飯	
圮	並	開	三	脂B	上	幫	止	b	i	5		
覓	明	開	四	青	入	幫	梗	m	ik	9		
密	明	開	三	真B	入	幫	臻	m	at	9		
蜜	明	開	三	真A	入	幫	臻	m	at	9		
謐	明	開	三	真A	入	幫	臻	m	at	9		
眠	明	開	四	先	平	幫	山	m	in	4		
棉	明	開	三	仙A	平	幫	山	m	in	4		
綿	明	開	三	仙A	平	幫	山	m	in	4		
免	明	開	三	仙B	上	幫	山	m	in	5		
勉	明	開	三	仙B	上	幫	山	m	in	5		
冕	明	開	三	仙B	上	幫	山	m	in	5		
緬	明	開	三	仙A	上	幫	山	m	in	5		
面	明	開	三	仙A	去	幫	山	m	in	6		
麵	明	開	四	先	去	幫	山	m	in	6		
麪								m	in	6		
苗	明	開	三	宵B	平	幫	效	m	iu	1		
描	明	開	三	宵B	平	幫	效	m	iu	1		
秒	明	開	三	宵A	上	幫	效	m	iu	5		
渺	明	開	三	宵A	上	幫	效	m	iu	5		
妙	明	開	三	宵A	去	幫	效	m	eu	6		
廟	明	開	三	宵B	去	幫	效	m	eu	6		
咩	明	開	三	支A	上	幫	止	m	e	2		
滅	明	開	三	仙A	入	幫	山	m	et	10		
蔑	明	開	四	先	入	幫	山	m	et	10		
篾	明	開	四	先	入	幫	山	m	et	10		
民	明	開	三	真A	平	幫	臻	m	an	4		
皿	明	開	三	庚	上	幫	梗	m	ing	5		
敏	明	開	三	真B	上	幫	臻	m	an	5		
閩	明	開	三	真B	平	幫	臻	m	an	5		
憫	明	開	三	真B	上	幫	臻	m	an	5		
名	明	開	三	清A	平	幫	梗	m	ing	4		
明	明	開	三	庚	平	幫	梗	m	ing	4		
冥	明	開	四	青	平	幫	梗	m	ing	5	見《玉林话研究》	
鳴	明	開	三	庚	平	幫	梗	m	ing	4		
銘	明	開	四	青	平	幫	梗	m	ing	4		
螟	明	開	四	青	平	幫	梗	m	ing	5		
命	明	開	三	庚	去	幫	梗	m	ing	6		
謬	明	開	三	幽	去	幫	流	m	au	3		
摸	明	開	一	模	平	幫	遇	m	eo	1		
摸	明	開	一	鐸	入	幫	宕	m	ok	8	約~：大概	
摹	明	開	一	模	平	幫	遇	m	eo	1	臨~	
哺	並	開	一	模	去	幫	遇	b	u	6		
苻	並	合	三	虞	平	幫	遇	f	u	4		
膜	明	開	一	鐸	入	幫	宕	m	ok	10		
摩	明	開	一	歌	平	幫	果	m	eo	1		
磨	明	開	一	歌	平	幫	果	m	eo	4	動詞	
磨	明	開	二	歌	去	幫	果	m	eo	6	名詞	
駙	並	合	三	虞	去	幫	遇	f	u	6		
魔	明	開	一	歌	平	幫	果	m	eo	1		
抹	明	開	一	寒	入	幫	山	m	ot	10		
末	明	開	一	寒	入	幫	山	m	ot	10		
茉	明	合	一	桓	入	幫	山	m	ot	10		
沫	明	開	一	泰	去	幫	蟹	m	ot	10		
莫	明	開	一	唐	入	幫	宕	m	ok	10		
漠	明	開	一	唐	入	幫	宕	m	ok	10		
寞	明	開	一	唐	入	幫	宕	m	ok	10		
墨	明	開	一	登	入	幫	曾	m	ak	9		
默	明	開	一	登	入	幫	曾	m	ak	9		1
匍	並	開	一	模	平	幫	遇	b	u	4		
謀	明	合	三	尤	平	幫	流	m	au	4		1
某	明	開	一	侯	上	幫	流	m	au	5		1
無	明	合	三	虞	平	幫	遇	f	u	4	文讀	1
牡	明	開	一	侯	上	幫	流	m	eou	5		1
武	明	合	三	虞	上	幫	遇	f	u	5		1
武	明	合	三	虞	上	幫	遇	m	u	5	異讀	
畝	明	開	一	侯	上	幫	流	m	au	5		1
木	明	開	一	東	入	幫	通	m	uk	9		1
目	明	合	三	東	入	幫	通	m	uk	9		1
沐	明	開	一	東	入	幫	通	m	uk	9		1
牧	明	合	三	東	入	幫	通	m	uk	9		
侮	明	合	三	虞	上	幫	遇	f	u	5		1
舞	明	合	三	虞	上	幫	遇	f	u	5		1
鵡	明	合	三	虞	上	幫	遇	f	u	5		1
幕	明	開	一	唐	入	幫	宕	m	ok	10	白讀	
睦	明	合	三	東	入	幫	通	m	uk	9		
摹	明	開	一	模	平	幫	遇	m	u	1	~仿	
模	明	開	一	模	平	幫	遇	m	u	1		
穆	明	合	三	東	入	幫	通	m	uk	9		
襪	明	合	三	元	入	幫	山	m	ot	10		
晚	明	合	三	元	上	幫	山	m	on	5		
萬	明	合	三	元	去	幫	山	m	on	6		
亡	明	合	三	陽	平	幫	宕	m	ong	4		
網	明	合	三	陽	上	幫	宕	m	ong	5		
□								m	ong	1	帶黏性的半透明網狀物：lou4-6zou1~(蛛網)|豬腸~(豬網油)	
魍	明	合	三	陽	上	幫	宕	m	ong	5		
妄	明	合	三	陽	去	幫	宕	m	ong	5		
忘	明	合	三	陽	平	幫	宕	m	ong	4		
望	明	合	三	陽	平	幫	宕	m	ong	6		
眉	明	開	三	脂B	平	幫	止	m	i	4		
楣	明	開	三	脂B	平	幫	止	m	i	4		
美	明	開	三	脂B	上	幫	止	m	i	5		
寐	明	開	三	脂A	去	幫	止	m	i	6		
媚	明	開	三	脂B	去	幫	止	m	i	4		
文	明	合	三	文	平	幫	臻	m	an	4		
文	明	合	三	文	平	幫	臻	m	an	1	貨幣單位，一圓錢	
蚊	明	合	三	文	平	幫	臻	m	an	1	驅~	
蚊	明	合	三	文	平	幫	臻	m	an	4	白讀：~子|~蠅|~煙香	
紋	明	合	三	文	平	幫	臻	m	an	4		
聞	明	合	三	文	平	幫	臻	m	an	4		
刎	明	合	三	文	上	幫	臻	m	an	5		
吻	明	合	三	文	上	幫	臻	m	an	5		
問	明	合	三	文	去	幫	臻	m	an	6		
謨	明	開	一	模	平	幫	遇	m	u	1	引自《廣西玉林話音系》（周成松，2003）	
募	明	開	一	模	去	幫	遇	m	u	6		
墓	明	開	一	模	去	幫	遇	m	u	6		
慕	明	開	一	模	去	幫	遇	m	u	6		
暮	明	開	一	模	去	幫	遇	m	u	6		
勿	明	合	三	文	入	幫	臻	m	at	9		
巫	明	合	三	虞	平	幫	遇	m	u	1		
物	明	合	三	文	入	幫	臻	m	at	9		
誣	明	合	三	虞	平	幫	遇	m	u	1		
腸	澄	開	三	陽	平	知	宕	z	aa	4		
臭	昌	開	三	尤	去	章	流	c	au	3		
挽	明	合	三	元	上	幫	山	w	on	2		1
輓	明	合	三	元	上	幫	山	w	on	2		1
蟆	明	開	二	麻	平	幫	假	m	o	4		
鰻	明	開	一	寒	平	幫	山	m	on	4		
魅	明	開	三	脂B	去	幫	止	m	i	6		
眇	明	開	三	宵A	上	幫	效	m	iu	5		
繆	明	合	三	尤	平	幫	流	m	au	4	綢~	
繆	明	合	三	尤	平	幫	流	m	au	6	~誤	
岷	明	開	三	真B	平	幫	臻	m	an	4		
緡	明	開	三	真B	平	幫	臻	m	an	4		
丈	澄	開	三	陽	上	知	宕	z	aa	5		
舞	明	合	三	虞	上	幫	遇	m	u	5	異讀	
惘	明	合	三	陽	上	幫	宕	m	ong	5		
咪	明	開	三	支A	上	幫	止	m	i	1		
紊	明	合	三	文	去	幫	臻	m	an	6		
舞	明	合	三	虞	上	幫	遇	m	u	2	白讀。搞，折騰，搗鼓	
務	明	合	三	虞	去	幫	遇	m	u	6		
霧	明	合	三	虞	去	幫	遇	m	u	6		
答	端	開	一	覃	入	端	咸	dd	op	8		
歹	端	開	一	咍	上	端	蟹	dd	oi	2		
帶	端	開	一	泰	去	端	蟹	dd	oi	3		
戴	端	開	一	咍	去	端	蟹	dd	oi	3		
丹	端	開	一	寒	平	端	山	dd	on	1		
耽	端	開	一	覃	平	端	咸	dd	om	1		
單	端	開	一	寒	平	端	山	dd	on	1		
擔	端	開	一	談	平	端	咸	dd	om	1	動詞	
擔	端	開	一	談	去	端	咸	dd	om	3	名詞；量詞。一副擔子一次挑起的量爲一~|一個木傀戲班爲一~	
膽	端	開	一	談	上	端	咸	dd	om	2		
旦	端	開	一	寒	去	端	山	dd	on	3		
當	端	開	一	唐	平	端	宕	dd	ong	1		
當	端	開	一	唐	去	端	宕	dd	ong	3		
擋	端	開	一	唐	去	端	宕	dd	ong	2		
檔	端	開	一	唐	平	端	宕	dd	ong	2	檔案	
檔								dd	ong	3	大排檔	
黨	端	開	一	唐	上	端	宕	dd	ong	2		
刀	端	開	一	豪	平	端	效	dd	eou	1		
倒	端	開	一	豪	上	端	效	dd	eou	2	打~	
倒	端	開	一	豪	去	端	效	dd	eou	3	傾~、顛~	
倒								t	eu	2	訓讀：~水	
島	端	開	一	豪	上	端	效	dd	eou	2		
搗	端	開	一	豪	上	端	效	dd	eou	2		
擣	端	開	一	豪	上	端	效	dd	eou	2		
禱	端	開	一	豪	上	端	效	dd	eou	2		
到	端	開	一	豪	去	端	效	dd	eou	3		
得	端	開	一	登	入	端	曾	dd	ak	7		
德	端	開	一	登	入	端	曾	dd	ak	7		
的	端	開	四	青	入	端	梗	dd	ik	7		
登	端	開	一	登	平	端	曾	dd	ang	1		
燈	端	開	一	登	平	端	曾	dd	ang	1		
等	端	開	一	登	上	端	曾	dd	ang	2		
凳	端	開	一	登	去	端	曾	dd	ang	3		
低	端	開	四	齊	平	端	蟹	dd	ai	1		
滴	端	開	四	青	入	端	梗	dd	ik	7		
邸	端	開	四	齊	上	端	蟹	dd	ai	2	㕔~	
抵	端	開	四	齊	上	端	蟹	dd	ai	2		
底	端	開	四	齊	上	端	蟹	dd	ai	2		
牴	端	開	四	齊	上	端	蟹	dd	ai	2		
帝	端	開	四	齊	去	端	蟹	dd	ai	3		
蒂	端	開	一	泰	去	端	蟹	dd	ai	3		
諦	端	開	四	齊	去	端	蟹	dd	ai	3		
顛	端	開	四	先	平	端	山	dd	in	1		
巔	端	開	四	先	平	端	山	dd	in	1		
癲	端	開	四	先	平	端	山	dd	in	1		
典	端	開	四	先	上	端	山	dd	im	2		
碘	端	開	四	先	上	端	山	dd	im	2		
點	端	開	四	添	上	端	咸	dd	im	2		
店	端	開	四	添	去	端	咸	dd	im	3		
惦	端	開	四	添	去	端	咸	dd	en	3		
刁	端	開	四	蕭	平	端	效	dd	iu	1		
叼	端	開	四	蕭	平	端	效	dd	iu	1		
凋	端	開	四	蕭	平	端	效	dd	iu	1		
貂	端	開	四	蕭	平	端	效	dd	iu	1		
雕	端	開	四	蕭	平	端	效	dd	iu	1		
鵰	端	開	四	蕭	平	端	效	dd	iu	1		
弔	端	開	四	蕭	去	端	效	dd	iu	3		
吊	端	開	四	蕭	去	端	效	dd	iu	3		
釣	端	開	四	蕭	去	端	效	dd	iu	3		
叮	端	開	四	青	平	端	梗	dd	ing	1		
釘	端	開	四	青	平	端	梗	dd	ing	1	名詞：鐵~	
釘	端	開	四	青	去	端	梗	dd	ing	3	動詞：~起身|着~（被釘上棺材板了，婉稱死）	
頂	端	開	四	青	上	端	梗	dd	ing	2		
鼎	端	開	四	青	上	端	梗	dd	ing	2		
冬	端	合	一	冬	平	端	通	dd	ung	1		
東	端	開	一	東	平	端	通	dd	ung	1		
鶇	端	開	一	東	平	端	通	dd	ung	1		
董	端	開	一	東	上	端	通	dd	ung	2		
懂	端	開	一	東	上	端	通	dd	ung	2		
凍	端	開	一	東	去	端	通	dd	ung	3		
毋	明	合	三	虞	平	幫	遇	f	u	4		1
兜	端	開	一	侯	平	端	流	dd	au	1		
抖	端	開	一	侯	上	端	流	dd	au	2		
陡	端	開	一	侯	上	端	流	dd	au	2		
蚪	端	開	一	侯	上	端	流	dd	au	2		
斗	端	開	一	侯	上	端	流	dd	au	2		
鬥	端	開	一	侯	去	端	流	dd	au	3		
督	端	合	一	冬	入	端	通	dd	uk	7		
蕪	明	合	三	虞	平	幫	遇	f	u	4		1
婺	明	合	三	虞	去	幫	遇	m	u	6		
都	端	開	一	模	平	端	遇	dd	u	1		
篤	端	合	一	冬	入	端	通	dd	uk	7		
堵	端	開	一	模	上	端	遇	dd	u	2		
端	端	合	一	寒	平	端	山	dd	yun	1		
短	端	合	一	寒	上	端	山	dd	yun	2		
斷	端	合	一	桓	去	端	山	dd	yun	3	決~，判~	
堆	端	合	一	灰	平	端	蟹	dd	ui	1		
對	端	合	一	灰	去	端	蟹	dd	ui	3		
敦	端	合	一	魂	平	端	臻	dd	an	1		
敦	端	合	一	魂	平	端	臻	dd	yun	1	又讀	
噸	端	合	一	魂	平	端	臻	dd	an	1		
頓	端	合	一	魂	去	端	臻	dd	an	3		
多	端	開	一	歌	平	端	果	dd	eo	1		
朵	端	合	一	歌	上	端	果	dd	oe	2		
躲	端	合	一	戈	上	端	果	dd	oe	2		
跺	端	合	一	戈	去	端	果	dd	oe	3		
鳥	端	開	四	蕭	上	端	效	dd	eu	1	白讀	
鳥	端	開	四	蕭	上	端	效	dd	iu	2	肏，男子性交的動作。現在一般作「屌」	
啄	端	開	一	東	入	端	通	dd	ok	8		0
唸	端	開	四	先	去	端	山	n	im	6		
墊	端	開	四	添	去	端	咸	d	im	5	「簟」之訓讀	
棟	端	開	一	東	去	端	通	d	ung	6		
鍛	端	合	一	寒	去	端	山	d	yun	6		
咄	端	合	一	魂	入	端	臻	dd	oet	8	大聲講話	
熾	昌	開	三	之	去	章	止	z	ik	7	見《玉林话研究》	
掣	昌	開	三	祭A	去	章	蟹	z	ai	3		1
仗	澄	開	三	陽	去	知	宕	z	aa	3	打~	
仗	澄	開	三	陽	去	知	宕	z	aa	6	炮~	
殫	端	開	一	寒	平	端	山	dd	on	1		
柢	端	開	四	齊	平	端	蟹	dd	ai	2		
玷	端	開	四	添	上	端	咸	dd	im	3		
仃	端	開	四	青	平	端	梗	dd	ing	1		
糜	明	開	三	支B	平	幫	止	m	i	4		
搭	透	開	一	談	入	端	咸	dd	op	8		
叨	透	開	一	豪	平	端	效	dd	eou	1		
訂	端	開	四	青	去	端	梗	dd	ing	3		
腆	透	開	四	先	上	端	山	dd	im	2		
係	見	開	四	齊	去	見	蟹	0	ai	6		
杖	澄	開	三	陽	上	知	宕	z	aa	5		
達	定	開	一	寒	入	端	山	d	ot	10		
貸	透	開	一	咍	去	端	蟹	d	oi	6		
蝶	定	開	四	添	入	端	咸	d	ep	10		
踏	透	開	一	覃	入	端	咸	d	op	10		
突	定	合	一	魂	入	端	臻	d	at	9		
蜀	常	開	三	鍾	入	章	通	z	uk	7		
盪	透	開	一	唐	去	端	宕	d	ong	6	玩	
盪	透	開	一	唐	去	端	宕	d	ong	4	空~~	
他	透	開	一	歌	平	端	果	t	o	1		
它	透	開	一	歌	平	端	果	t	o	1		
塌	透	開	一	談	入	端	咸	t	op	8		
塔	透	開	一	談	入	端	咸	t	op	8		
榻	透	開	一	談	入	端	咸	t	op	8		
胎	透	開	一	咍	平	端	蟹	t	oi	1		
太	透	開	一	泰	去	端	蟹	t	oi	3		
汰	透	開	一	泰	去	端	蟹	t	oi	3		
泰	透	開	一	泰	去	端	蟹	t	oi	3		
態	透	開	一	咍	去	端	蟹	t	oi	3		
貪	透	開	一	覃	平	端	咸	t	om	1		
攤	透	開	一	寒	平	端	山	t	on	1		
灘	透	開	一	寒	平	端	山	t	on	1		
癱	透	開	一	寒	平	端	山	t	on	1		
忐	透	開	一	覃	上	端	咸	t	om	2		
坦	透	開	一	寒	上	端	山	t	on	2		
毯	透	開	一	談	上	端	咸	t	on	2		
炭	透	開	一	寒	去	端	山	t	on	3		
探	透	開	一	覃	平	端	咸	t	om	3		
碳	透	開	一	寒	上	端	山	t	on	3		
嘆	透	開	一	寒	去	端	山	t	on	3		
歎	透	開	一	寒	去	端	山	t	on	3		
倘	透	開	一	唐	上	端	宕	t	ong	2		
淌	透	開	一	唐	上	端	宕	t	ong	2		
躺	透	開	一	唐	上	端	宕	t	ong	2		
燙	透	開	一	唐	去	端	宕	t	ong	3		
滔	透	開	一	豪	平	端	效	t	eou	1		
饕	透	開	一	豪	平	端	效	t	eou	1		
討	透	開	一	豪	上	端	效	t	eou	2		
套	透	開	一	豪	上	端	效	t	eou	3		
忑	透	開	一	德	入	端	曾	t	ak	7		
剔	透	開	四	青	入	端	梗	t	ik	7		
梯	透	開	四	齊	平	端	蟹	t	ai	1		
踢	透	開	四	青	入	端	梗	t	ik	7		
體	透	開	四	齊	上	端	蟹	t	ai	2		
剃	透	開	四	齊	去	端	蟹	t	ai	3		
涕	透	開	四	齊	上	端	蟹	t	ai	3		
惕	透	開	四	青	入	端	梗	t	ik	7		
屜	透	開	四	齊	去	端	蟹	t	ai	3		
替	透	開	四	齊	去	端	蟹	t	ai	3		
天	透	開	四	先	平	端	山	t	in	1		
添	透	開	四	添	平	端	咸	t	im	1		
舔	透	開	四	添	上	端	咸	t	im	2		
挑	透	開	四	蕭	平	端	效	t	iu	1		
帖	透	開	四	添	入	端	咸	t	ip	7		
貼	透	開	四	添	入	端	咸	t	ip	7		
鐵	透	開	四	先	入	端	山	t	it	7		
餮	透	開	四	屑	入	端	山	t	ip	7		
聽	透	開	四	青	平	端	梗	t	ing	3		
廳	透	開	四	青	平	端	梗	t	ing	1		
通	透	開	一	東	平	端	通	t	ung	1		
桶	透	開	一	東	上	端	通	t	ung	2		
統	透	合	一	冬	去	端	通	t	ung	2		
痛	透	開	一	東	去	端	通	t	ung	3		
偷	透	開	一	侯	平	端	流	t	au	1		
透	透	開	一	侯	去	端	流	t	au	3		
禿	透	開	一	東	入	端	通	t	uk	7		
睹	端	開	一	模	上	端	遇	dd	u	2		
賭	端	開	一	模	上	端	遇	dd	u	2		
妒	端	開	一	模	去	端	遇	dd	u	3		
腿	透	合	一	灰	上	端	蟹	t	ui	2		
退	透	合	一	灰	去	端	蟹	t	ui	3		
吞	透	開	一	痕	平	端	臻	t	an	1		
托	透	開	一	唐	入	端	宕	t	ok	8		
拖	透	開	一	歌	去	端	果	t	eo	1		
拖	透	開	一	歌	去	端	果	t	eo	3		
託	透	開	一	唐	入	端	宕	t	ok	8		
妥	透	合	一	歌	上	端	果	t	oe	2		
橢	透	合	一	歌	上	端	果	t	oe	2		
拓	透	開	一	唐	入	端	宕	t	ok	8		
唾	透	合	一	歌	去	端	果	t	oe	3		
瘓	透	合	一	寒	上	端	山	w	un	6		
町	透	開	四	青	平	端	梗	t	ing	1		
廠	昌	開	三	陽	上	章	宕	c	ong	2		
絛	透	開	一	豪	平	端	效	t	eou	1		
靦	透	開	四	先	上	端	山	m	in	5		
眺	透	開	四	蕭	去	端	效	t	iu	3		
汀	透	開	四	青	平	端	梗	t	ing	1		
湍	透	合	一	寒	平	端	山	t	yun	1		
岱	定	開	一	咍	去	端	蟹	d	oi	6		
殆	定	開	一	咍	上	端	蟹	dd	ai	1		
誕	定	開	一	寒	上	端	山	dd	on	3	廟~	
蹬	定	開	一	登	去	端	曾	dd	ang	1		
掉	定	開	四	蕭	上	端	效	d	iu	6		
跌	定	開	四	先	入	端	山	dd	it	7		
鼕	定	合	一	冬	平	端	通	dd	ung	1		
豚	定	合	一	魂	平	端	臻	j	yun	4		1959
