						到格拉夫覈校，2022年3月更新
窑	客法辭典	iau2	iau2			
堯	客法辭典	niau2	niau2			
傜	客法辭典	iau2	iau2			
殽	客法辭典	ngau2	ŋau2			
搖	客法辭典	iau2	iau2			
嗂	客法辭典	iau2	iau2			
徭	客法辭典	iau2	iau2			
遙	客法辭典	iau2	iau2			
愮	客法辭典	iau2	iau2			
瑤	客法辭典	iau2	iau2			
銚	客法辭典	tiau2	tʰiau2			
蕘	客法辭典	niau2	niau2			
蕘	客法辭典	nio1	nio1			
窰	客法辭典	iau2	iau2			
窯	客法辭典	iau2	iau2			
餚	客法辭典	ngau2	ŋau2			
繇	客法辭典	iu2	iu2			
繇	客法辭典	iau2	iau2			
謠	客法辭典	iau2	iau2			
颻	客法辭典	iau2	iau2			
蘨	客法辭典	iu2	iu2			
蘨	客法辭典	iau2	iau2			
鰩	客法辭典	iau2	iau2			
杳	客法辭典	miau3	miau3			
杳	客法辭典	iau3	iau3			
咬	客法辭典	gau1	kau1			
咬	客法辭典	ngau1	ŋau1			
眑	客法辭典	miau3	miau3			
眑	客法辭典	iau3	iau3			
舀	客法辭典	iau3	iau3			
窅	客法辭典	miau3	miau3			
窅	客法辭典	iau3	iau3			
窈	客法辭典	miau3	miau3			
窈	客法辭典	iau3	iau3			
偠	客法辭典	iau3	iau3			
婹	客法辭典	iau3	iau3			
溔	客法辭典	iau5	iau5			
齩	客法辭典	ngau1	ŋau1			
要	客法辭典	iau5	iau5			
葯	客法辭典	iog8	iok8			
靿	客法辭典	iau5	iau5			
藥	客法辭典	iog8	iok8			
曜	客法辭典	iau5	iau5			
燿	客法辭典	iau5	iau5			
耀	客法辭典	iau5	iau5			
鷂	客法辭典	iau5	iau5			
鑰	客法辭典	iog7	iok7			
掖	客法辭典	id8	it8			
椰	客法辭典	ia2	ia2			
椰	客法辭典	iai2	iai2			
椰	客法辭典	ie2	ie2			
暍	客法辭典	iad7	iat7			
噎	客法辭典	id7	it7			
耶	客法辭典	ia2	ia2			
捓	客法辭典	ia2	ia2			
揶	客法辭典	ia2	ia2			
揶	客法辭典	iag8	iak8			
爺	客法辭典	ia2	ia2			
也	客法辭典	ia1	ia1			
吔	客法辭典	i5	i5			
冶	客法辭典	ia3	ia3			
埜	客法辭典	i5	i5			
野	客法辭典	ia1	ia1			
野	客法辭典	ia5	ia5			
叶	客法辭典	iab8	iap8			
曳	客法辭典	i5	i5			
曵	客法辭典	i5	i5			
夜	客法辭典	ia5	ia5			
頁	客法辭典	iab8	iap8			
頁	客法辭典	sag7	sak7			
亱	客法辭典	ia5	ia5			
洂	客法辭典	id8	it8			
液	客法辭典	ie2	ie2			
液	客法辭典	id8	it8			
葉	客法辭典	iab8	iap8			
腋	客法辭典	id8	it8			
楪	客法辭典	iab8	iap8			
業	客法辭典	niab8	niap8			
僷	客法辭典	iab8	iap8			
燁	客法辭典	iab7	iap7			
擖	客法辭典	kia5	kʰia5			
擖	客法辭典	kied8	kʰiet8			
謁	客法辭典	iad7	iat7			
曗	客法辭典	niab7	niap7			
曗	客法辭典	iab7	iap7			
饁	客法辭典	iab7	iap7			
一	客法辭典	id7	it7			
弌	客法辭典	id7	it7			
伊	客法辭典	i1	i1			
衣	客法辭典	i1	i1			
衣	客法辭典	i5	i5			
吚	客法辭典	i1	i1			
依	客法辭典	i3	i3			
依	客法辭典	i1	i1			
咿	客法辭典	i1	i1			
猗	客法辭典	i1	i1			
揖	客法辭典	ib7	ip7			
壹	客法辭典	id7	it7			
欹	客法辭典	i1	i1			
蛜	客法辭典	i1	i1			
嫛	客法辭典	i1	i1			
漪	客法辭典	i1	i1			
噫	客法辭典	i1	i1			
繄	客法辭典	i1	i1			
毉	客法辭典	i1	i1			
醫	客法辭典	i1	i1			
黟	客法辭典	i1	i1			
譩	客法辭典	i1	i1			
匜	客法辭典	i2	i2			
夷	客法辭典	i2	i2			
杝	客法辭典	i2	i2			
沂	客法辭典	ki2	kʰi2			
迤	客法辭典	i2	i2			
怡	客法辭典	i2	i2			
宜	客法辭典	ni2	ni2			
柂	客法辭典	to5	tʰo5			
迻	客法辭典	i2	i2			
恞	客法辭典	i2	i2			
姨	客法辭典	i2	i2			
桋	客法辭典	i2	i2			
栘	客法辭典	i2	i2			
胰	客法辭典	i2	i2			
扅	客法辭典	i2	i2			
移	客法辭典	i2	i2			
痍	客法辭典	i2	i2			
貽	客法辭典	i2	i2			
蛦	客法辭典	i2	i2			
詒	客法辭典	i2	i2			
椸	客法辭典	i2	i2			
暆	客法辭典	i2	i2			
跠	客法辭典	i2	i2			
飴	客法辭典	i2	i2			
誃	客法辭典	chii3	tʃʰɿ3			
誃	客法辭典	chi3	tʃʰi3			
疑	客法辭典	nji2	ȵi2			
疑	客法辭典	ni2	ni2			
遺	客法辭典	vi2	vi2			
儀	客法辭典	nji2	ȵi2			
嶬	客法辭典	nji2	ȵi2			
嶷	客法辭典	nji2	ȵi2			
彝	客法辭典	i2	i2			
鸃	客法辭典	nji2	ȵi2			
乙	客法辭典	iad7	iat7			
已	客法辭典	i3	i3			
以	客法辭典	i1	i1			
扡	客法辭典	to1	tʰo1			
迆	客法辭典	i2	i2			
苡	客法辭典	i3	i3			
攺	客法辭典	goi3	koi3			
矣	客法辭典	i3	i3			
倚	客法辭典	i3	i3			
扆	客法辭典	i3	i3			
偯	客法辭典	oi1	oi1			
偯	客法辭典	i3	i3			
椅	客法辭典	i3	i3			
鳦	客法辭典	iad7	iat7			
旖	客法辭典	i3	i3			
踦	客法辭典	ki2	kʰi2			
敼	客法辭典	shan5	ʃan5			
檥	客法辭典	nji5	ȵi5			
顗	客法辭典	koi3	kʰoi3			
艤	客法辭典	nji5	ȵi5			
靉	客法辭典	oi5	oi5			
乂	客法辭典	njiai5	ȵiai5			
乂	客法辭典	ngai5	ŋai5			
乂	客法辭典	nji5	ȵi5			
弋	客法辭典	id8	it8			
刈	客法辭典	njiai5	ȵiai5			
刈	客法辭典	ngai5	ŋai5			
刈	客法辭典	nji5	ȵi5			
屹	客法辭典	njed7	ȵet7			
屹	客法辭典	iad7	iat7			
亦	客法辭典	id8	it8			
忔	客法辭典	hid7	hit7			
忔	客法辭典	njed7	ȵet7			
异	客法辭典	i2	i2			
抑	客法辭典	id7	it7			
坄	客法辭典	id8	it8			
耴	客法辭典	zhab7	tʃap7			
杙	客法辭典	id8	it8			
邑	客法辭典	ib7	ip7			
佚	客法辭典	id8	it8			
役	客法辭典	id8	it8			
呭	客法辭典	i5	i5			
易	客法辭典	i5	i5			
易	客法辭典	id8	it8			
秇	客法辭典	nji5	ȵi5			
佾	客法辭典	id8	it8			
泆	客法辭典	id8	it8			
枻	客法辭典	i5	i5			
帠	客法辭典	nji5	ȵi5			
俋	客法辭典	ib7	ip7			
弈	客法辭典	id8	it8			
奕	客法辭典	id8	it8			
帟	客法辭典	id8	it8			
疫	客法辭典	mud8	mut8			
疫	客法辭典	id8	it8			
衵	客法辭典	njid8	ȵit8			
挹	客法辭典	ib7	ip7			
栧	客法辭典	i5	i5			
唈	客法辭典	ib7	ip7			
益	客法辭典	id7	it7			
益	客法辭典	iag7	iak7			
浥	客法辭典	ib7	ip7			
悒	客法辭典	ib7	ip7			
埶	客法辭典	nji5	ȵi5			
異	客法辭典	i5	i5			
逸	客法辭典	id8	it8			
翊	客法辭典	id8	it8			
翌	客法辭典	id8	it8			
軼	客法辭典	id8	it8			
殔	客法辭典	i5	i5			
詍	客法辭典	i5	i5			
焲	客法辭典	id8	it8			
絏	客法辭典	sied7	siet7			
搤	客法辭典	ag7	ak7			
肄	客法辭典	i5	i5			
詣	客法辭典	nji5	ȵi5			
裔	客法辭典	i5	i5			
意	客法辭典	i5	i5			
義	客法辭典	nji5	ȵi5			
溢	客法辭典	id7	it7			
蓺	客法辭典	nji5	ȵi5			
勩	客法辭典	i5	i5			
嫕	客法辭典	i5	i5			
撎	客法辭典	ib7	ip7			
億	客法辭典	i5	i5			
誼	客法辭典	nji5	ȵi5			
瘞	客法辭典	i5	i5			
毅	客法辭典	nji5	ȵi5			
薏	客法辭典	i5	i5			
殪	客法辭典	i5	i5			
曀	客法辭典	i5	i5			
嶧	客法辭典	id8	it8			
圛	客法辭典	id8	it8			
儗	客法辭典	nji3	ȵi3			
㓷	客法辭典	nji5	ȵi5			
劓	客法辭典	nji5	ȵi5			
艗	客法辭典	id7	it7			
懌	客法辭典	id8	it8			
憶	客法辭典	i5	i5			
縊	客法辭典	id7	it7			
縊	客法辭典	iag7	iak7			
翳	客法辭典	i5	i5			
斁	客法辭典	du5	tu5			
寱	客法辭典	nji5	ȵi5			
翼	客法辭典	id8	it8			
藝	客法辭典	nji5	ȵi5			
㩘	客法辭典	nji5	ȵi5			
藙	客法辭典	nji5	ȵi5			
鎰	客法辭典	id7	it7			
鶂	客法辭典	njed7	ȵet7			
鶃	客法辭典	njed7	ȵet7			
繹	客法辭典	id8	it8			
繶	客法辭典	id7	it7			
蘙	客法辭典	i5	i5			
饐	客法辭典	i5	i5			
譯	客法辭典	id8	it8			
議	客法辭典	nji5	ȵi5			
議	客法辭典	ni1	ni1			
議	客法辭典	ni1	ni1			
議	客法辭典	ni35	ni35			
議	客法辭典	nie5	nie5			
議	客法辭典	niai5	niai5			
瀷	客法辭典	id8	it8			
囈	客法辭典	nji5	ȵi5			
懿	客法辭典	i5	i5			
襼	客法辭典	mi5	mi5			
襼	客法辭典	mui5	mui5			
齸	客法辭典	id7	it7			
因	客法辭典	in1	in1			
茵	客法辭典	in1	in1			
垔	客法辭典	in1	in1			
音	客法辭典	im1	im1			
洇	客法辭典	in1	in1			
姻	客法辭典	in1	in1			
氤	客法辭典	in1	in1			
殷	客法辭典	in1	in1			
陰	客法辭典	im1	im1			
裀	客法辭典	in1	in1			
陻	客法辭典	in1	in1			
隂	客法辭典	im1	im1			
堙	客法辭典	in1	in1			
喑	客法辭典	im1	im1			
愔	客法辭典	im1	im1			
婣	客法辭典	in1	in1			
絪	客法辭典	in1	in1			
蔭	客法辭典	im5	im5			
蔭	客法辭典	nim5	nim5			
慇	客法辭典	in1	in1			
瘖	客法辭典	im1	im1			
瘖	客法辭典	am1	am1			
瘖	客法辭典	am5	am5			
鞇	客法辭典	in1	in1			
冘	客法辭典	iu2	iu2			
吟	客法辭典	im2	im2			
吟	客法辭典	nim2	nim2			
垠	客法辭典	niun2	niun2			
泿	客法辭典	gem2	kem2			
泿	客法辭典	gem5	kem5			
訔	客法辭典	niun3	niun3			
狺	客法辭典	niun2	niun2			
崟	客法辭典	in5	in5			
訡	客法辭典	im2	im2			
訡	客法辭典	nim2	nim2			
淫	客法辭典	im2	im2			
寅	客法辭典	in2	in2			
寅	客法辭典	i2	i2			
婬	客法辭典	im2	im2			
欽	客法辭典	kim1	kʰim1			
銀	客法辭典	niun2	niun2			
夤	客法辭典	in2	in2			
誾	客法辭典	niun3	niun3			
嚚	客法辭典	niun2	niun2			
霪	客法辭典	im2	im2			
齦	客法辭典	ke5	kʰe5			
尹	客法辭典	iun3	iun3			
引	客法辭典	in1	in1			
蚓	客法辭典	in3	in3			
釿	客法辭典	gin1	kin1			
飲	客法辭典	im3	im3			
飮	客法辭典	im3	im3			
檃	客法辭典	iun3	iun3			
隱	客法辭典	iun3	iun3			
螾	客法辭典	in3	in3			
嶾	客法辭典	iun3	iun3			
櫽	客法辭典	iun3	iun3			
癮	客法辭典	in3	in3			
印	客法辭典	in5	in5			
胤	客法辭典	in5	in5			
垽	客法辭典	niun5	niun5			
癊	客法辭典	im5	im5			
癊	客法辭典	nim5	nim5			
憖	客法辭典	niun5	niun5			
憗	客法辭典	niun5	niun5			
檼	客法辭典	iun3	iun3			
英	客法辭典	in1	in1			
賏	客法辭典	in1	in1			
嬰	客法辭典	in1	in1			
膺	客法辭典	in1	in1			
甖	客法辭典	ang1	aŋ1			
攖	客法辭典	in1	in1			
罌	客法辭典	ang1	aŋ1			
罌	客法辭典	in1	in1			
嚶	客法辭典	in1	in1			
孾	客法辭典	in1	in1			
瓔	客法辭典	in1	in1			
櫻	客法辭典	in1	in1			
鶯	客法辭典	in2	in2			
纓	客法辭典	in1	in1			
鷹	客法辭典	in1	in1			
鷹	客法辭典	in5	in5			
鸎	客法辭典	in2	in2			
鸚	客法辭典	en1	en1			
迎	客法辭典	niang2	niaŋ2			
迎	客法辭典	niang5	niaŋ5			
盈	客法辭典	in2	in2			
楹	客法辭典	in2	in2			
塋	客法辭典	in2	in2			
瑩	客法辭典	iung2	iuŋ2			
嬴	客法辭典	in2	in2			
螢	客法辭典	in2	in2			
螢	客法辭典	iam3	iam3			
營	客法辭典	iang2	iaŋ2			
營	客法辭典	in2	in2			
縈	客法辭典	iung2	iuŋ2			
濙	客法辭典	iung2	iuŋ2			
蠅	客法辭典	in2	in2			
瀛	客法辭典	in2	in2			
瀯	客法辭典	in2	in2			
贏	客法辭典	iang2	iaŋ2			
影	客法辭典	iang3	iaŋ3			
潁	客法辭典	in3	in3			
穎	客法辭典	in3	in3			
癭	客法辭典	in2	in2			
映	客法辭典	iang3	iaŋ3			
硬	客法辭典	ngang5	ŋaŋ5			
暎	客法辭典	iang3	iaŋ3			
應	客法辭典	en5	en5			
應	客法辭典	in1	in1			
應	客法辭典	in5	in5			
邕	客法辭典	iung1	iuŋ1			
庸	客法辭典	iung2	iuŋ2			
嗈	客法辭典	iung1	iuŋ1			
傭	客法辭典	iung2	iuŋ2			
雍	客法辭典	iung1	iuŋ1			
墉	客法辭典	iung2	iuŋ2			
慵	客法辭典	iung2	iuŋ2			
擁	客法辭典	iung3	iuŋ3			
噰	客法辭典	iung1	iuŋ1			
壅	客法辭典	iung3	iuŋ3			
澭	客法辭典	iung1	iuŋ1			
臃	客法辭典	iung1	iuŋ1			
雝	客法辭典	iung1	iuŋ1			
鏞	客法辭典	iung2	iuŋ2			
廱	客法辭典	iung1	iuŋ1			
灉	客法辭典	iung1	iuŋ1			
鱅	客法辭典	hiung2	hiuŋ2			
饔	客法辭典	iung1	iuŋ1			
喁	客法辭典	iung2	iuŋ2			
喁	客法辭典	njeu3	ȵeu3			
喁	客法辭典	ni3	ni3			
永	客法辭典	iun3	iun3			
咏	客法辭典	iun3	iun3			
泳	客法辭典	iun3	iun3			
俑	客法辭典	iung3	iuŋ3			
勇	客法辭典	iung3	iuŋ3			
埇	客法辭典	iung3	iuŋ3			
涌	客法辭典	iung3	iuŋ3			
恿	客法辭典	iung3	iuŋ3			
詠	客法辭典	iun3	iun3			
湧	客法辭典	iung3	iuŋ3			
蛹	客法辭典	iung3	iuŋ3			
踊	客法辭典	iung3	iuŋ3			
慂	客法辭典	iung3	iuŋ3			
踴	客法辭典	iung3	iuŋ3			
用	客法辭典	iung5	iuŋ5			
攸	客法辭典	iu2	iu2			
呦	客法辭典	iu2	iu2			
泑	客法辭典	iu5	iu5			
怮	客法辭典	iu2	iu2			
幽	客法辭典	iu2	iu2			
悠	客法辭典	iu2	iu2			
憂	客法辭典	iu2	iu2			
優	客法辭典	iu2	iu2			
嚘	客法辭典	iu2	iu2			
懮	客法辭典	iu2	iu2			
櫌	客法辭典	iu2	iu2			
耰	客法辭典	iu2	iu2			
尢	客法辭典	vong1	voŋ1			
尤	客法辭典	iu2	iu2			
尣	客法辭典	vong1	voŋ1			
由	客法辭典	iu2	iu2			
肬	客法辭典	iu2	iu2			
油	客法辭典	iu2	iu2			
怞	客法辭典	ciu5	tsʰiu5			
疣	客法辭典	iu2	iu2			
斿	客法辭典	iu2	iu2			
郵	客法辭典	iu2	iu2			
蚰	客法辭典	iu2	iu2			
訧	客法辭典	iu2	iu2			
猶	客法辭典	iu2	iu2			
遊	客法辭典	iu2	iu2			
游	客法辭典	iu2	iu2			
楢	客法辭典	iu2	iu2			
楢	客法辭典	iu3	iu3			
猷	客法辭典	iu2	iu2			
蝣	客法辭典	iu2	iu2			
輶	客法辭典	iu2	iu2			
友	客法辭典	iu1	iu1			
有	客法辭典	iu1	iu1			
酉	客法辭典	iu2	iu2			
卣	客法辭典	iu3	iu3			
羑	客法辭典	iu5	iu5			
莠	客法辭典	siu5	siu5			
羐	客法辭典	iu5	iu5			
庮	客法辭典	iu2	iu2			
牖	客法辭典	iu3	iu3			
黝	客法辭典	iu5	iu5			
又	客法辭典	iu5	iu5			
右	客法辭典	iu5	iu5			
幼	客法辭典	iu5	iu5			
佑	客法辭典	iu5	iu5			
侑	客法辭典	iu5	iu5			
柚	客法辭典	iu5	iu5			
囿	客法辭典	iu5	iu5			
宥	客法辭典	iu5	iu5			
祐	客法辭典	iu5	iu5			
姷	客法辭典	iu5	iu5			
痏	客法辭典	vi3	vi3			
痏	客法辭典	vui3	vui3			
釉	客法辭典	iu5	iu5			
酭	客法辭典	iu5	iu5			
誘	客法辭典	iu5	iu5			
迂	客法辭典	hi1	hi1			
迂	客法辭典	i1	i1			
迃	客法辭典	i1	i1			
扜	客法辭典	i1	i1			
紆	客法辭典	hi1	hi1			
紆	客法辭典	i1	i1			
唹	客法辭典	i1	i1			
淤	客法辭典	i1	i1			
瘀	客法辭典	i1	i1			
于	客法辭典	i1	i1			
伃	客法辭典	i2	i2			
汙	客法辭典	vu1	vu1			
汚	客法辭典	vu1	vu1			
扵	客法辭典	i1	i1			
杅	客法辭典	i2	i2			
余	客法辭典	i2	i2			
妤	客法辭典	i2	i2			
盂	客法辭典	i2	i2			
臾	客法辭典	i2	i2			
於	客法辭典	i1	i1			
禺	客法辭典	nji2	ȵi2			
竽	客法辭典	i2	i2			
舁	客法辭典	i2	i2			
兪	客法辭典	i2	i2			
娛	客法辭典	ngu2	ŋu2			
雩	客法辭典	i2	i2			
魚	客法辭典	njiu2	ȵiu2			
魚	客法辭典	ng2	ŋ2			
隅	客法辭典	nji2	ȵi2			
揄	客法辭典	i2	i2			
髃	客法辭典	nji2	ȵi2			
腢	客法辭典	nji2	ȵi2			
嵎	客法辭典	nji2	ȵi2			
逾	客法辭典	i2	i2			
腴	客法辭典	i2	i2			
渝	客法辭典	i2	i2			
愉	客法辭典	i2	i2			
媮	客法辭典	i2	i2			
榆	客法辭典	i5	i5			
楡	客法辭典	i2	i2			
麌	客法辭典	nji3	ȵi3			
虞	客法辭典	nji2	ȵi2			
虞	客法辭典	ng2	ŋ2			
愚	客法辭典	nji2	ȵi2			
漁	客法辭典	ng2	ŋ2			
窬	客法辭典	i2	i2			
餘	客法辭典	i2	i2			
諛	客法辭典	i2	i2			
羭	客法辭典	i2	i2			
踰	客法辭典	i2	i2			
覦	客法辭典	i2	i2			
輿	客法辭典	i2	i2			
歟	客法辭典	i2	i2			
旟	客法辭典	i2	i2			
予	客法辭典	i1	i1			
予	客法辭典	i5	i5			
宇	客法辭典	i3	i3			
羽	客法辭典	i3	i3			
雨	客法辭典	i3	i3			
禹	客法辭典	i3	i3			
圄	客法辭典	ni3	ni3			
圉	客法辭典	nji3	ȵi3			
庾	客法辭典	i2	i2			
庾	客法辭典	i3	i3			
斞	客法辭典	i3	i3			
與	客法辭典	i1	i1			
與	客法辭典	i2	i2			
與	客法辭典	i5	i5			
與	客法辭典	i1	i1			
傴	客法辭典	ki1	kʰi1			
傴	客法辭典	eu3	eu3			
語	客法辭典	ni1	ni1			
語	客法辭典	ni1	ni1			
窳	客法辭典	i3	i3			
藇	客法辭典	si5	si5			
嶼	客法辭典	sii5	sɿ5			
齬	客法辭典	ni3	ni3			
玉	客法辭典	niug8	niuk8			
芋	客法辭典	i5	i5			
忬	客法辭典	i5	i5			
郁	客法辭典	iug7	iuk7			
育	客法辭典	iug7	iuk7			
昱	客法辭典	iug7	iuk7			
彧	客法辭典	iug7	iuk7			
峪	客法辭典	iug8	iuk8			
浴	客法辭典	niog7	niok7			
浴	客法辭典	iog8	iok8			
浴	客法辭典	iug8	iuk8			
浴	客法辭典	liug7	liuk7			
域	客法辭典	ved7	vet7			
悆	客法辭典	i2	i2			
欲	客法辭典	iug8	iuk8			
淢	客法辭典	ved7	vet7			
馭	客法辭典	nji5	ȵi5			
棫	客法辭典	ved7	vet7			
棜	客法辭典	i5	i5			
遇	客法辭典	nji5	ȵi5			
喻	客法辭典	i5	i5			
御	客法辭典	nji5	ȵi5			
御	客法辭典	ham2	ham2			
飫	客法辭典	i5	i5			
庽	客法辭典	nji5	ȵi5			
焴	客法辭典	iug7	iuk7			
寓	客法辭典	nji5	ȵi5			
裕	客法辭典	i5	i5			
鈺	客法辭典	niug8	niuk8			
愈	客法辭典	i5	i5			
煜	客法辭典	iug7	iuk7			
預	客法辭典	i5	i5			
蜟	客法辭典	iug7	iuk7			
毓	客法辭典	iug7	iuk7			
獄	客法辭典	niug8	niuk8			
嫗	客法辭典	ki1	kʰi1			
嫗	客法辭典	hi1	hi1			
墺	客法辭典	iug7	iuk7			
慾	客法辭典	iug8	iuk8			
潏	客法辭典	gied7	kiet7			
遹	客法辭典	iud8	iut8			
豫	客法辭典	i5	i5			
蕷	客法辭典	i5	i5			
閾	客法辭典	ved7	vet7			
諭	客法辭典	i5	i5			
燠	客法辭典	iug7	iuk7			
儥	客法辭典	iug7	iuk7			
禦	客法辭典	nji3	ȵi3			
禦	客法辭典	nje3	ȵe3			
禦	客法辭典	nji5	ȵi5			
繘	客法辭典	iud8	iut8			
繘	客法辭典	gid7	kit7			
轝	客法辭典	i2	i2			
譽	客法辭典	i5	i5			
譽	客法辭典	i2	i2			
鬻	客法辭典	iug7	iuk7			
鷸	客法辭典	iud8	iut8			
欝	客法辭典	iud7	iut7			
鬱	客法辭典	iud7	iut7			
籲	客法辭典	iog7	iok7			
眢	客法辭典	van1	van1			
冤	客法辭典	ian1	ian1			
涴	客法辭典	van3	van3			
寃	客法辭典	ian1	ian1			
淵	客法辭典	ian1	ian1			
蜎	客法辭典	gian1	kian1			
鳶	客法辭典	ian1	ian1			
鴛	客法辭典	ian1	ian1			
鵷	客法辭典	ian1	ian1			
元	客法辭典	nian2	nian2			
杬	客法辭典	nian2	nian2			
垣	客法辭典	ian2	ian2			
爰	客法辭典	ian1	ian1			
袁	客法辭典	ian2	ian2			
原	客法辭典	nian2	nian2			
蚖	客法辭典	nian2	nian2			
員	客法辭典	ian2	ian2			
厡	客法辭典	nian2	nian2			
援	客法辭典	ian1	ian1			
湲	客法辭典	ian2	ian2			
園	客法辭典	ian2	ian2			
圓	客法辭典	ian2	ian2			
源	客法辭典	nian2	nian2			
榬	客法辭典	ian2	ian2			
褑	客法辭典	ian5	ian5			
緣	客法辭典	ian2	ian2			
緣	客法辭典	ian5	ian5			
螈	客法辭典	nian2	nian2			
轅	客法辭典	ian2	ian2			
謜	客法辭典	chin1	tʃʰin1			
謜	客法辭典	shim3	ʃim3			
櫞	客法辭典	ian2	ian2			
遠	客法辭典	ian3	ian3			
遠	客法辭典	ian5	ian5			
夗	客法辭典	van3	van3			
苑	客法辭典	ian3	ian3			
妴	客法辭典	van3	van3			
怨	客法辭典	ian5	ian5			
院	客法辭典	ian5	ian5			
掾	客法辭典	ian5	ian5			
媛	客法辭典	ian2	ian2			
瑗	客法辭典	ian5	ian5			
愿	客法辭典	nian5	nian5			
願	客法辭典	nian5	nian5			
曰	客法辭典	iad7	iat7			
約	客法辭典	iog7	iok7			
矱	客法辭典	vog7	vok7			
月	客法辭典	njed8	ȵet8			
戉	客法辭典	iad8	iat8			
刖	客法辭典	njed8	ȵet8			
抈	客法辭典	njed8	ȵet8			
礿	客法辭典	iog7	iok7			
岳	客法辭典	ngog8	ŋok8			
軏	客法辭典	ngud7	ŋut7			
悅	客法辭典	iad8	iat8			
跀	客法辭典	njed8	ȵet8			
越	客法辭典	iad8	iat8			
粵	客法辭典	iad8	iat8			
鉞	客法辭典	iad8	iat8			
閱	客法辭典	iad8	iat8			
樂	客法辭典	log8	lok8			
樂	客法辭典	ngau5	ŋau5			
樂	客法辭典	ngog8	ŋok8			
嶽	客法辭典	ngog8	ŋok8			
龠	客法辭典	iog7	iok7			
瀹	客法辭典	iog8	iok8			
躍	客法辭典	iog7	iok7			
爚	客法辭典	iog7	iok7			
禴	客法辭典	iog7	iok7			
躒	客法辭典	lid7	lit7			
籥	客法辭典	iog7	iok7			
籥	客法辭典	iog8	iok8			
鸑	客法辭典	ngog8	ŋok8			
暈	客法辭典	iun5	iun5			
氳	客法辭典	vun1	vun1			
云	客法辭典	iun2	iun2			
勻	客法辭典	iun2	iun2			
芸	客法辭典	iun2	iun2			
囩	客法辭典	iun2	iun2			
沄	客法辭典	iun2	iun2			
畇	客法辭典	iun2	iun2			
耘	客法辭典	iun2	iun2			
紜	客法辭典	iun2	iun2			
雲	客法辭典	iun2	iun2			
蒷	客法辭典	iun2	iun2			
筠	客法辭典	giun1	kiun1			
筠	客法辭典	iun2	iun2			
鋆	客法辭典	iun2	iun2			
蕓	客法辭典	iun2	iun2			
澐	客法辭典	iun2	iun2			
篔	客法辭典	iun2	iun2			
允	客法辭典	iun1	iun1			
允	客法辭典	iun3	iun3			
抎	客法辭典	iun3	iun3			
狁	客法辭典	iun3	iun3			
隕	客法辭典	iun3	iun3			
溳	客法辭典	iun3	iun3			
殞	客法辭典	iun3	iun3			
磒	客法辭典	iun3	iun3			
孕	客法辭典	in3	in3			
貟	客法辭典	ian2	ian2			
愠	客法辭典	vun3	vun3			
運	客法辭典	iun5	iun5			
韵	客法辭典	iun5	iun5			
熨	客法辭典	vud7	vut7			
熨	客法辭典	iun5	iun5			
緼	客法辭典	vun1	vun1			
薀	客法辭典	vun3	vun3			
縕	客法辭典	vun1	vun1			
醞	客法辭典	vun5	vun5			
韞	客法辭典	vun5	vun5			
蘊	客法辭典	vun3	vun3			
韻	客法辭典	iun5	iun5			
帀	客法辭典	zab7	tsap7			
匝	客法辭典	zab7	tsap7			
迊	客法辭典	zab7	tsap7			
咂	客法辭典	sab7	sap7			
咂	客法辭典	zab7	tsap7			
拶	客法辭典	zad7	tsat7			
鉔	客法辭典	zab7	tsap7			
砸	客法辭典	sab7	sap7			
襍	客法辭典	cab8	tsʰap8			
雜	客法辭典	cab8	tsʰap8			
咋	客法辭典	zag7	tsak7			
災	客法辭典	zai1	tsai1			
災	客法辭典	coi1	tsʰoi1			
甾	客法辭典	zii1	tsɿ1	原文作dzɿ1，與tsʰɿ作濁清對立，誤。		
哉	客法辭典	zai1	tsai1			
栽	客法辭典	zai1	tsai1			
菑	客法辭典	zii1	tsɿ1	原文作dzɿ1，與tsʰɿ作濁清對立，誤。		
仔	客法辭典	zii3	tsɿ3	原文作dzɿ3，與tsʰɿ作濁清對立，誤。		
宰	客法辭典	zai3	tsai3			
崽	客法辭典	zai3	tsai3			
載	客法辭典	zhoi5	tʃoi5			
載	客法辭典	zai5	tsai5			
載	客法辭典	zai3	tsai3			
再	客法辭典	zai5	tsai5			
在	客法辭典	hoi1	hoi1			
在	客法辭典	toi1	tʰoi1			
在	客法辭典	cai1	tsʰai1			
在	客法辭典	cai5	tsʰai5			
在	客法辭典	coi1	tsʰoi1			
縡	客法辭典	zai3	tsai3			
簪	客法辭典	zam1	tsam1			
咱	客法辭典	za1	tsa1			
寁	客法辭典	zam3	tsam3			
揝	客法辭典	zam5	tsam5			
噆	客法辭典	cam3	tsʰam3			
儧	客法辭典	zan3	tsan3			
儹	客法辭典	zan3	tsan3			
攢	客法辭典	zon1	tson1			
趲	客法辭典	zan3	tsan3			
賛	客法辭典	zan5	tsan5			
暫	客法辭典	ciam5	tsʰiam5			
蹔	客法辭典	ciam5	tsʰiam5			
濽	客法辭典	can5	tsʰan5			
瓉	客法辭典	zan5	tsan5			
鏨	客法辭典	cam5	tsʰam5			
贊	客法辭典	zan5	tsan5			
囋	客法辭典	zan5	tsan5			
讃	客法辭典	zan5	tsan5			
灒	客法辭典	can5	tsʰan5			
瓚	客法辭典	zan5	tsan5			
穳	客法辭典	zon1	tson1			
