汉字	声韵	声调	声母	韵母	字音	注释
汞	goŋ	24	g	oŋ	汞goŋ24	
共	goŋ	22	g	oŋ	共goŋ22	
烘	hoŋ	44	h	oŋ	烘hoŋ44	烘干
哄	hoŋ	45	h	oŋ	哄hoŋ45	哄骗
嗅	hoŋ	42	h	oŋ	嗅hoŋ42	
宏	hoŋ	31	h	oŋ	宏hoŋ31	
红	hoŋ	31	h	oŋ	红hoŋ31	
洪	hoŋ	31	h	oŋ	洪hoŋ31	
鸿	hoŋ	31	h	oŋ	鸿hoŋ31	
虹	hoŋ	31	h	oŋ	虹hoŋ31	
弘	hoŋ	31	h	oŋ	弘hoŋ31	
轰	hoŋ	31	h	oŋ	轰hoŋ31	
嗅	hoŋ	22	h	oŋ	嗅hoŋ22	
翁	hoŋ	44	h	oŋ	翁hoŋ44	
中	tɕioŋ	44	tɕ	ioŋ	中tɕioŋ44	当中
忠	tɕioŋ	44	tɕ	ioŋ	忠tɕioŋ44	
终	tɕioŋ	44	tɕ	ioŋ	终tɕioŋ44	
中	tɕioŋ	42	tɕ	ioŋ	中tɕioŋ42	射中
众	tɕioŋ	42	tɕ	ioŋ	众tɕioŋ42	
充	tɕʰioŋ	44	tɕʰ	ioŋ	充tɕʰioŋ44	
冲	tɕʰioŋ	44	tɕʰ	ioŋ	冲tɕʰioŋ44	
宠	tɕʰioŋ	45	tɕʰ	ioŋ	宠tɕʰioŋ45	
铳	tɕʰioŋ	42	tɕʰ	ioŋ	铳tɕʰioŋ42	
梦	tɕʰioŋ	42	tɕʰ	ioŋ	梦tɕʰioŋ42	
琼	dʑioŋ	31	dʑ	ioŋ	琼dʑioŋ31	
虫	dʑioŋ	31	dʑ	ioŋ	虫dʑioŋ31	
穷	dʑioŋ	31	dʑ	ioŋ	穷dʑioŋ31	
兄	ɕioŋ	44	ɕ	ioŋ	兄ɕioŋ44	
胸	ɕioŋ	44	ɕ	ioŋ	胸ɕioŋ44	
凶	ɕioŋ	44	ɕ	ioŋ	凶ɕioŋ44	吉凶，凶恶
荣	ɦioŋ	31	ɦ	ioŋ	荣ɦioŋ31	
营	ɦioŋ	31	ɦ	ioŋ	营ɦioŋ31	
茔	ɦioŋ	31	ɦ	ioŋ	茔ɦioŋ31	
熊	ɦioŋ	31	ɦ	ioŋ	熊ɦioŋ31	
雄	ɦioŋ	31	ɦ	ioŋ	雄ɦioŋ31	
容	ɦioŋ	31	ɦ	ioŋ	容ɦioŋ31	
蓉	ɦioŋ	31	ɦ	ioŋ	蓉ɦioŋ31	
镕	ɦioŋ	31	ɦ	ioŋ	镕ɦioŋ31	
庸	ɦioŋ	31	ɦ	ioŋ	庸ɦioŋ31	
永	ioŋ	45		ioŋ	永ioŋ45	
甬	ioŋ	45		ioŋ	甬ioŋ45	甬道
勇	ioŋ	45		ioŋ	勇ioŋ45	
泳	ɦioŋ	22	ɦ	ioŋ	泳ɦioŋ22	
咏	ɦioŋ	22	ɦ	ioŋ	咏ɦioŋ22	
雍	ioŋ	44		ioŋ	雍ioŋ44	
痈	ioŋ	44		ioŋ	痈ioŋ44	
拥	ioŋ	45		ioŋ	拥ioŋ45	
均	tɕyøŋ	44	tɕ	yøŋ	均tɕyøŋ44	
钧	tɕyøŋ	44	tɕ	yøŋ	钧tɕyøŋ44	
君	tɕyøŋ	44	tɕ	yøŋ	君tɕyøŋ44	
军	tɕyøŋ	44	tɕ	yøŋ	军tɕyøŋ44	
棬	tɕyøŋ	45	tɕ	yøŋ	棬tɕyøŋ45	
准	tɕyøŋ	45	tɕ	yøŋ	准tɕyøŋ45	
準	tɕyøŋ	45	tɕ	yøŋ	準tɕyøŋ45	
俊	tɕyøŋ	42	tɕ	yøŋ	俊tɕyøŋ42	
穿	tɕʰyøŋ	44	tɕʰ	yøŋ	穿tɕʰyøŋ44	
春	tɕʰyøŋ	44	tɕʰ	yøŋ	春tɕʰyøŋ44	
串	tɕʰyøŋ	42	tɕʰ	yøŋ	串tɕʰyøŋ42	
辜	dʑyøŋ	31	dʑ	yøŋ	辜dʑyøŋ31	
裙	dʑyøŋ	31	dʑ	yøŋ	裙dʑyøŋ31	
菌	dʑyøŋ	24	dʑ	yøŋ	菌dʑyøŋ24	
郡	dʑyøŋ	22	dʑ	yøŋ	郡dʑyøŋ22	
梭	ɕyøŋ	44	ɕ	yøŋ	梭ɕyøŋ44	
熏	ɕyøŋ	44	ɕ	yøŋ	熏ɕyøŋ44	
薰	ɕyøŋ	44	ɕ	yøŋ	薰ɕyøŋ44	
勳	ɕyøŋ	44	ɕ	yøŋ	勳ɕyøŋ44	
训	ɕyøŋ	42	ɕ	yøŋ	训ɕyøŋ42	
旬	zyøŋ	44	z	yøŋ	旬zyøŋ44	
循	zyøŋ	44	z	yøŋ	循zyøŋ44	
巡	zyøŋ	44	z	yøŋ	巡zyøŋ44	
唇	zyøŋ	44	z	yøŋ	唇zyøŋ44	
纯	zyøŋ	44	z	yøŋ	纯zyøŋ44	
莼	zyøŋ	44	z	yøŋ	莼zyøŋ44	莼菜
醇	zyøŋ	44	z	yøŋ	醇zyøŋ44	
顺	zyøŋ	22	z	yøŋ	顺zyøŋ22	
云	ɦyøŋ	31	ɦ	yøŋ	云ɦyøŋ31	
雲	ɦyøŋ	31	ɦ	yøŋ	雲ɦyøŋ31	
润	ɦyøŋ	22	ɦ	yøŋ	润ɦyøŋ22	
闰	ɦyøŋ	22	ɦ	yøŋ	闰ɦyøŋ22	
匀	ɦyøŋ	22	ɦ	yøŋ	匀ɦyøŋ22	
韵	ɦyøŋ	22	ɦ	yøŋ	韵ɦyøŋ22	
运	ɦyøŋ	22	ɦ	yøŋ	运ɦyøŋ22	
晕	ɦyøŋ	22	ɦ	yøŋ	晕ɦyøŋ22	
鱼	ŋ	31		ŋ	鱼ŋ31	
渔	ŋ	31		ŋ	渔ŋ31	
儿	ŋ	31		ŋ	儿ŋ31	
而	ŋ	31		ŋ	而ŋ31	
我	ŋ	45		ŋ	我ŋ45	
耳	ŋ	45		ŋ	耳ŋ45	
五	ŋ	45		ŋ	五ŋ45	
伍	ŋ	45		ŋ	伍ŋ45	
午	ŋ	45		ŋ	午ŋ45	
二	ŋ	22		ŋ	二ŋ22	
饵	ŋ	22		ŋ	饵ŋ22	
不	piu	323	p	iu	不piu323	
剝	po	323	p	o	剝po323	
博	po	323	p	o	博po323	
憋	pe	323	p	e	憋pe323	
把	pa	323	p	a	把pa323	
撥	pø	323	p	ø	撥pø323	
泊	pa	323	p	a	泊pa323	
璧	pi	323	p	i	璧pi323	
畢	pi	323	p	i	畢pi323	
筆	pi	323	p	i	筆pi323	
臂	pi	323	p	i	臂pi323	
蔔	po	323	p	o	蔔po323	
迫	pi	323	p	i	迫pi323	
駁	po	323	p	o	駁po323	
鱉	pi	323	p	i	鱉pi323	
僻	pʰi	323	pʰ	i	僻pʰi323	
博	pʰo	323	pʰ	o	博pʰo323	
怕	pʰa	323	pʰ	a	怕pʰa323	
撲	pʰo	323	pʰ	o	撲pʰo323	
泊	pʰa	323	pʰ	a	泊pʰa323	
潑	pʰø	323	pʰ	ø	潑pʰø323	
璞	pʰo	323	pʰ	o	璞pʰo323	
辟	pʰi	323	pʰ	i	辟pʰi323	
啄	to	323	t	o	啄to323	
掇	tɛ	323	t	ɛ	掇tɛ323	
篤	tu	323	t	u	篤tu323	
忒	tʰa	323	tʰ	a	忒tʰa323	
獺	tʰa	323	tʰ	a	獺tʰa323	
禿	tʰo	323	tʰ	o	禿tʰo323	
脫	tʰɛ	323	tʰ	ɛ	脫tʰɛ323	
貼	tʰe	323	tʰ	e	貼tʰe323	
跌	tʰe	323	tʰ	e	跌tʰe323	
鐵	tʰe	323	tʰ	e	鐵tʰe323	
國	kø	323	k	ø	國kø323	
夾	ka	323	k	a	夾ka323	
居	kɯ	323	k	ɯ	居kɯ323	
峽	ka	323	k	a	峽ka323	
廓	ko	323	k	o	廓ko323	
挾	ka	323	k	a	挾ka323	
橄	ka	323	k	a	橄ka323	
虢	kua	323	k	ua	虢kua323	
虢	kø	323	k	ø	虢kø323	
覺	ko	323	k	o	覺ko323	
閣	ko	323	k	o	閣ko323	
隔	ka	323	k	a	隔ka323	
骨	kø	323	k	ø	骨kø323	
鴿	kɛ	323	k	ɛ	鴿kɛ323	
丐	kʰa	323	kʰ	a	丐kʰa323	
咳	kʰɛ	323	kʰ	ɛ	咳kʰɛ323	
恰	kʰa	323	kʰ	a	恰kʰa323	
掐	kʰɛ	323	kʰ	ɛ	掐kʰɛ323	
殼	kʰo	323	kʰ	o	殼kʰo323	
確	kʰo	323	kʰ	o	確kʰo323	
窟	kʰø	323	kʰ	ø	窟kʰø323	
酷	kʰu	323	kʰ	u	酷kʰu323	
闊	kʰua	323	kʰ	ua	闊kʰua323	
域	iu	323		iu	域iu323	
役	iu	323		iu	役iu323	
欲	iu	323		iu	欲iu323	
浴	iu	323		iu	浴iu323	
疫	iu	323		iu	疫iu323	
約	ia	323		ia	約ia323	
躍	ia	323		ia	躍ia323	
鑰	ia	323		ia	鑰ia323	
鬱	iu	323		iu	鬱iu323	
勿	fɛ	323	f	ɛ	勿fɛ323	
弗	fɛ	323	f	ɛ	弗fɛ323	
彿	fɛ	323	f	ɛ	彿fɛ323	
拂	fɛ	323	f	ɛ	拂fɛ323	
沸	fɛ	323	f	ɛ	沸fɛ323	
發	fa	323	f	a	發fa323	
復	fu	323	f	u	復fu323	
則	tsɛ	323	ts	ɛ	則tsɛ323	
劄	tsa	323	ts	a	劄tsa323	
劫	tse	323	ts	e	劫tse323	
即	tse	323	ts	e	即tse323	
厥	tsø	323	ts	ø	厥tsø323	
吉	tse	323	ts	e	吉tse323	
哲	tse	323	ts	e	哲tse323	
戟	tse	323	ts	e	戟tse323	
拙	tsø	323	ts	ø	拙tsø323	
摺	tse	323	ts	e	摺tse323	
撒	tsa	323	ts	a	撒tsa323	
擊	tse	323	ts	e	擊tse323	
橘	tse	323	ts	e	橘tse323	
汁	tsɛ	323	ts	ɛ	汁tsɛ323	
決	tsø	323	ts	ø	決tsø323	
潔	tse	323	ts	e	潔tse323	
激	tse	323	ts	e	激tse323	
猝	tsø	323	ts	ø	猝tsø323	
節	tse	323	ts	e	節tse323	
級	tse	323	ts	e	級tse323	
結	tse	323	ts	e	結tse323	
給	tse	323	ts	e	給tse323	
綴	tsø	323	ts	ø	綴tsø323	
訣	tsø	323	ts	ø	訣tsø323	
責	tsɛ	323	ts	ɛ	責tsɛ323	
軋	tsa	323	ts	a	軋tsa323	
輟	tsø	323	ts	ø	輟tsø323	
鯽	tse	323	ts	e	鯽tse323	
側	tsʰɛ	323	tsʰ	ɛ	側tsʰɛ323	
冊	tsʰa	323	tsʰ	a	冊tsʰa323	
妾	tsʰe	323	tsʰ	e	妾tsʰe323	
屈	tsʰø	323	tsʰ	ø	屈tsʰø323	
廁	tsʰe	323	tsʰ	e	廁tsʰe323	
徹	tsʰe	323	tsʰ	e	徹tsʰe323	
揭	tsʰe	323	tsʰ	e	揭tsʰe323	
撤	tsʰe	323	tsʰ	e	撤tsʰe323	
泣	tsʰe	323	tsʰ	e	泣tsʰe323	
測	tsʰɛ	323	tsʰ	ɛ	測tsʰɛ323	
砌	tsʰe	323	tsʰ	e	砌tsʰe323	
闕	tsʰø	323	tsʰ	ø	闕tsʰø323	
刷	sø	323	s	ø	刷sø323	
塞	sɛ	323	s	ɛ	塞sɛ323	
恤	sø	323	s	ø	恤sø323	
戌	sø	323	s	ø	戌sø323	
旭	su	323	s	u	旭su323	
朔	su	323	s	u	朔su323	
殺	sa	323	s	a	殺sa323	
涮	sø	323	s	ø	涮sø323	
澀	sɛ	323	s	ɛ	澀sɛ323	
濕	sɛ	323	s	ɛ	濕sɛ323	
畜	su	323	s	u	畜su323	
粟	su	323	s	u	粟su323	
索	so	323	s	o	索so323	
索	su	323	s	u	索su323	
縮	su	323	s	u	縮su323	
肅	su	323	s	u	肅su323	
蓄	su	323	s	u	蓄su323	
薩	sa	323	s	a	薩sa323	
設	se	323	s	e	設se323	
說	sø	323	s	ø	說sø323	
迄	se	323	s	e	迄se323	
囑	tɕyo	323	tɕ	yo	囑tɕyo323	
執	tɕi	323	tɕ	i	執tɕi323	
姐	tɕi	323	tɕ	i	姐tɕi323	
燭	tɕyo	323	tɕ	yo	燭tɕyo323	
爵	tɕia	323	tɕ	ia	爵tɕia323	
祝	tɕiu	323	tɕ	iu	祝tɕiu323	
積	tɕi	323	tɕ	i	積tɕi323	
竹	tɕiu	323	tɕ	iu	竹tɕiu323	
築	tɕiu	323	tɕ	iu	築tɕiu323	
績	tɕi	323	tɕ	i	績tɕi323	
織	tɕi	323	tɕ	i	織tɕi323	
職	tɕi	323	tɕ	i	職tɕi323	
腳	tɕia	323	tɕ	ia	腳tɕia323	
芍	tɕia	323	tɕ	ia	芍tɕia323	
菊	tɕiu	323	tɕ	iu	菊tɕiu323	
著	tɕia	323	tɕ	ia	著tɕia323	
足	tɕyo	323	tɕ	yo	足tɕyo323	
跡	tɕi	323	tɕ	i	跡tɕi323	
酌	tɕia	323	tɕ	ia	酌tɕia323	
鯽	tɕi	323	tɕ	i	鯽tɕi323	
乞	tɕʰi	323	tɕʰ	i	乞tɕʰi323	
促	tɕʰiu	323	tɕʰ	iu	促tɕʰiu323	
卻	tɕʰia	323	tɕʰ	ia	卻tɕʰia323	
怯	tɕʰia	323	tɕʰ	ia	怯tɕʰia323	
斥	tɕʰi	323	tɕʰ	i	斥tɕʰi323	
曲	tɕʰiu	323	tɕʰ	iu	曲tɕʰiu323	
泣	tɕʰi	323	tɕʰ	i	泣tɕʰi323	
綽	tɕʰia	323	tɕʰ	ia	綽tɕʰia323	
緝	tɕʰi	323	tɕʰ	i	緝tɕʰi323	
膝	tɕʰi	323	tɕʰ	i	膝tɕʰi323	
觸	tɕʰyo	323	tɕʰ	yo	觸tɕʰyo323	
訖	tɕʰi	323	tɕʰ	i	訖tɕʰi323	
赤	tɕʰi	323	tɕʰ	i	赤tɕʰi323	
輯	tɕʰi	323	tɕʰ	i	輯tɕʰi323	
隙	tɕʰia	323	tɕʰ	ia	隙tɕʰia323	
雀	tɕʰia	323	tɕʰ	ia	雀tɕʰia323	
飭	tɕʰi	323	tɕʰ	i	飭tɕʰi323	
鵲	tɕʰia	323	tɕʰ	ia	鵲tɕʰia323	
室	ɕi	323	ɕ	i	室ɕi323	
屑	ɕia	323	ɕ	ia	屑ɕia323	
攝	ɕi	323	ɕ	i	攝ɕi323	
旭	ɕiu	323	ɕ	iu	旭ɕiu323	
淑	ɕiu	323	ɕ	iu	淑ɕiu323	
識	ɕi	323	ɕ	i	識ɕi323	
適	ɕi	323	ɕ	i	適ɕi323	
釋	ɕi	323	ɕ	i	釋ɕi323	
錫	ɕi	323	ɕ	i	錫ɕi323	
閃	ɕia	323	ɕ	ia	閃ɕia323	
飾	ɕi	323	ɕ	i	飾ɕi323	
疾	dʑi	323	dʑ	i	疾dʑi323	
囑	ʑyo	323	ʑ	yo	囑ʑyo323	
嚇	ha	323	h	a	嚇ha323	
嚇	ho	323	h	o	嚇ho323	
壑	ho	323	h	o	壑ho323	
忽	hø	323	h	ø	忽hø323	
許	hɯ	323	h	ɯ	許hɯ323	
豁	ha	323	h	a	豁ha323	
豁	ho	323	h	o	豁ho323	
轄	ha	323	h	a	轄ha323	
墨	mɛ	323	m	ɛ	墨mɛ323	
脈	ma	323	m	a	脈ma323	
麥	ma	323	m	a	麥ma323	
默	mɛ	323	m	ɛ	默mɛ323	
拿	na	323	n	a	拿na323	
密	mi	323	m	i	密mi323	
抹	mø	323	m	ø	抹mø323	
摸	mo	323	m	o	摸mo323	
沫	mø	323	m	ø	沫mø323	
一	e	323		e	一e323	
乙	e	323		e	乙e323	
也	a	323		a	也a323	
噎	e	323		e	噎e323	
噦	ø	323		ø	噦ø323	
壓	a	323		a	壓a323	
屋	u	323		u	屋u323	
惡	o	323		o	惡o323	
扼	a	323		a	扼a323	
扼	e	323		e	扼e323	
抑	e	323		e	抑e323	
握	u	323		u	握u323	
斡	ø	323		ø	斡ø323	
沃	u	323		u	沃u323	
熨	ø	323		ø	熨ø323	
縊	e	323		e	縊e323	
藹	e	323		e	藹e323	
謁	e	323		e	謁e323	
軛	a	323		a	軛a323	
阿	a	323		a	阿a323	
鴨	a	323		a	鴨a323	
保	pɔ	44	p	ɔ	保pɔ44	
幫	po	44	p	o	幫po44	
拜	pa	44	p	a	拜pa44	
搬	pø	44	p	ø	搬pø44	
標	piɔ	44	p	iɔ	標piɔ44	
檳	peŋ	44	p	eŋ	檳peŋ44	
波	po	44	p	o	波po44	
爸	pa	44	p	a	爸pa44	
稟	peŋ	44	p	eŋ	稟peŋ44	
編	pe	44	p	e	編pe44	
般	pø	44	p	ø	般pø44	
褒	pɔ	44	p	ɔ	褒pɔ44	
變	pe	44	p	e	變pe44	
賓	peŋ	44	p	eŋ	賓peŋ44	
邊	pe	44	p	e	邊pe44	
頒	pɛ	44	p	ɛ	頒pɛ44	
丕	pʰi	44	pʰ	i	丕pʰi44	
噴	pʰaŋ	44	pʰ	aŋ	噴pʰaŋ44	
坡	pʰu	44	pʰ	u	坡pʰu44	
拋	pʰɔ	44	pʰ	ɔ	拋pʰɔ44	
柚	pʰa	44	pʰ	a	柚pʰa44	
漂	pʰiɔ	44	pʰ	iɔ	漂pʰiɔ44	
烹	pʰa	44	pʰ	a	烹pʰa44	
鋪	pʰu	44	pʰ	u	鋪pʰu44	
頗	pʰo	44	pʰ	o	頗pʰo44	
頗	pʰu	44	pʰ	u	頗pʰu44	
飄	pʰiɔ	44	pʰ	iɔ	飄pʰiɔ44	
丟	tiu	44	t	iu	丟tiu44	
丹	tɛ	44	t	ɛ	丹tɛ44	
單	tɛ	44	t	ɛ	單tɛ44	
擔	tɛ	44	t	ɛ	擔tɛ44	
東	toŋ	44	t	oŋ	東toŋ44	
燈	taŋ	44	t	aŋ	燈taŋ44	
爹	ti	44	t	i	爹ti44	
獃	tai	44	t	ai	獃tai44	
當	to	44	t	o	當to44	
登	taŋ	44	t	aŋ	登taŋ44	
蹲	taŋ	44	t	aŋ	蹲taŋ44	
釘	teŋ	44	t	eŋ	釘teŋ44	
顛	te	44	t	e	顛te44	
叨	tʰɔ	44	tʰ	ɔ	叨tʰɔ44	
吞	tʰaŋ	44	tʰ	aŋ	吞tʰaŋ44	
廳	tʰeŋ	44	tʰ	eŋ	廳tʰeŋ44	
攤	tʰɛ	44	tʰ	ɛ	攤tʰɛ44	
湯	tʰo	44	tʰ	o	湯tʰo44	
灘	tʰɛ	44	tʰ	ɛ	灘tʰɛ44	
聽	tʰeŋ	44	tʰ	eŋ	聽tʰeŋ44	
臺	tʰe	44	tʰ	e	臺tʰe44	
苔	tʰe	44	tʰ	e	苔tʰe44	
貪	tʰø	44	tʰ	ø	貪tʰø44	
騷	sɔ	44	s	ɔ	騷sɔ44	
乖	ka	44	k	a	乖ka44	
剛	ko	44	k	o	剛ko44	
圭	kuai	44	k	uai	圭kuai44	
宮	koŋ	44	k	oŋ	宮koŋ44	
岡	ko	44	k	o	岡ko44	
崗	ko	44	k	o	崗ko44	
戈	ku	44	k	u	戈ku44	
扛	ko	44	k	o	扛ko44	
枯	ku	44	k	u	枯ku44	
歸	kuai	44	k	uai	歸kuai44	
溝	kau	44	k	au	溝kau44	
監	kɛ	44	k	ɛ	監kɛ44	
綱	ko	44	k	o	綱ko44	
耕	ka	44	k	a	耕ka44	
肛	ko	44	k	o	肛ko44	
肯	kaŋ	44	k	aŋ	肯kaŋ44	
膠	kɔ	44	k	ɔ	膠kɔ44	
艱	kɛ	44	k	ɛ	艱kɛ44	
茄	ko	44	k	o	茄ko44	
茄	ku	44	k	u	茄ku44	
觀	kø	44	k	ø	觀kø44	
該	ke	44	k	e	該ke44	
諧	ka	44	k	a	諧ka44	
鉤	kau	44	k	au	鉤kau44	
鍋	ku	44	k	u	鍋ku44	
間	kɛ	44	k	ɛ	間kɛ44	
閨	kuai	44	k	uai	閨kuai44	
關	kuɛ	44	k	uɛ	關kuɛ44	
階	ka	44	k	a	階ka44	
鰥	kuɛ	44	k	uɛ	鰥kuɛ44	
傀	kʰuai	44	kʰ	uai	傀kʰuai44	
勘	kʰɛ	44	kʰ	ɛ	勘kʰɛ44	
垮	kʰua	44	kʰ	ua	垮kʰua44	
堪	kʰɛ	44	kʰ	ɛ	堪kʰɛ44	
奎	kʰuai	44	kʰ	uai	奎kʰuai44	
寬	kʰuɛ	44	kʰ	uɛ	寬kʰuɛ44	
恢	kʰuai	44	kʰ	uai	恢kʰuai44	
慷	kʰo	44	kʰ	o	慷kʰo44	
摳	kʰau	44	kʰ	au	摳kʰau44	
窠	kʰu	44	kʰ	u	窠kʰu44	
窺	kʰuai	44	kʰ	uai	窺kʰuai44	
箍	kʰau	44	kʰ	au	箍kʰau44	
虧	kʰuai	44	kʰ	uai	虧kʰuai44	
誇	kʰua	44	kʰ	ua	誇kʰua44	
跨	kʰua	44	kʰ	ua	跨kʰua44	
鉛	kʰa	44	kʰ	a	鉛kʰa44	
開	kʰe	44	kʰ	e	開kʰe44	
顆	kʰu	44	kʰ	u	顆kʰu44	
鬮	kʰau	44	kʰ	au	鬮kʰau44	
齦	kʰaŋ	44	kʰ	aŋ	齦kʰaŋ44	
龕	kʰɛ	44	kʰ	ɛ	龕kʰɛ44	
么	iɔ	44		iɔ	么iɔ44	
伊	i	44		i	伊i44	
依	i	44		i	依i44	
優	iau	44		iau	優iau44	
嬰	iaŋ	44		iaŋ	嬰iaŋ44	
幼	iau	44		iau	幼iau44	
憂	iau	44		iau	憂iau44	
擁	yo	44		yo	擁yo44	
纓	iaŋ	44		iaŋ	纓iaŋ44	
蠅	iaŋ	44		iaŋ	蠅iaŋ44	
衣	i	44		i	衣i44	
醫	i	44		i	醫i44	
陰	iaŋ	44		iaŋ	陰iaŋ44	
鶯	iaŋ	44		iaŋ	鶯iaŋ44	
鷹	iaŋ	44		iaŋ	鷹iaŋ44	
鸚	iaŋ	44		iaŋ	鸚iaŋ44	
俘	fu	44	f	u	俘fu44	
妨	fo	44	f	o	妨fo44	
敷	fu	44	f	u	敷fu44	
方	fo	44	f	o	方fo44	
瘋	foŋ	44	f	oŋ	瘋foŋ44	
肪	fo	44	f	o	肪fo44	
膚	fu	44	f	u	膚fu44	
芳	fo	44	f	o	芳fo44	
訃	fu	44	f	u	訃fu44	
豐	foŋ	44	f	oŋ	豐foŋ44	
赴	fu	44	f	u	赴fu44	
鋒	foŋ	44	f	oŋ	鋒foŋ44	
風	foŋ	44	f	oŋ	風foŋ44	
飛	fi	44	f	i	飛fi44	
偵	tsaŋ	44	ts	aŋ	偵tsaŋ44	
堅	tse	44	ts	e	堅tse44	
專	tsø	44	ts	ø	專tsø44	
展	tse	44	ts	e	展tse44	
接	tse	44	ts	e	接tse44	
斤	tsaŋ	44	ts	aŋ	斤tsaŋ44	
村	tsø	44	ts	ø	村tsø44	
栽	tse	44	ts	e	栽tse44	
棕	tsoŋ	44	ts	oŋ	棕tsoŋ44	
氈	tse	44	ts	e	氈tse44	
沉	tsaŋ	44	ts	aŋ	沉tsaŋ44	
沾	tse	44	ts	e	沾tse44	
津	tsaŋ	44	ts	aŋ	津tsaŋ44	
涓	tsø	44	ts	ø	涓tsø44	
災	tsɛ	44	ts	ɛ	災tsɛ44	
爭	tsa	44	ts	a	爭tsa44	
睜	tsa	44	ts	a	睜tsa44	
瞻	tse	44	ts	e	瞻tse44	
磚	tsø	44	ts	ø	磚tsø44	
筋	tsaŋ	44	ts	aŋ	筋tsaŋ44	
箋	tse	44	ts	e	箋tse44	
箏	tsa	44	ts	a	箏tsa44	
簪	tse	44	ts	e	簪tse44	
終	tsoŋ	44	ts	oŋ	終tsoŋ44	
縱	tsoŋ	44	ts	oŋ	縱tsoŋ44	
茲	tsɿ	44	ts	ɿ	茲tsɿ44	
莊	tso	44	ts	o	莊tso44	
裝	tso	44	ts	o	裝tso44	
豬	tsɿ	44	ts	ɿ	豬tsɿ44	
貞	tsaŋ	44	ts	aŋ	貞tsaŋ44	
資	tsɿ	44	ts	ɿ	資tsɿ44	
贓	tso	44	ts	o	贓tso44	
蹤	tsoŋ	44	ts	oŋ	蹤tsoŋ44	
輜	tsɿ	44	ts	ɿ	輜tsɿ44	
鄒	tsau	44	ts	au	鄒tsau44	
針	tsaŋ	44	ts	aŋ	針tsaŋ44	
鑽	tsø	44	ts	ø	鑽tsø44	
髒	tso	44	ts	o	髒tso44	
齋	tsɛ	44	ts	ɛ	齋tsɛ44	
倉	tsʰo	44	tsʰ	o	倉tsʰo44	
剿	tsʰɔ	44	tsʰ	ɔ	剿tsʰɔ44	
參	tsʰɛ	44	tsʰ	ɛ	參tsʰɛ44	
嗤	tsʰɿ	44	tsʰ	ɿ	嗤tsʰɿ44	
岔	tsʰa	44	tsʰ	a	岔tsʰa44	
差	tsʰo	44	tsʰ	o	差tsʰo44	
從	tsʰoŋ	44	tsʰ	oŋ	從tsʰoŋ44	
懺	tsʰe	44	tsʰ	e	懺tsʰe44	
扯	tsʰe	44	tsʰ	e	扯tsʰe44	
搓	tsʰo	44	tsʰ	o	搓tsʰo44	
撐	tsʰa	44	tsʰ	a	撐tsʰa44	
攙	tsʰɛ	44	tsʰ	ɛ	攙tsʰɛ44	
殲	tsʰe	44	tsʰ	e	殲tsʰe44	
牽	tsʰe	44	tsʰ	e	牽tsʰe44	
犬	tsʰø	44	tsʰ	ø	犬tsʰø44	
猜	tsʰe	44	tsʰ	e	猜tsʰe44	
疹	tsʰaŋ	44	tsʰ	aŋ	疹tsʰaŋ44	
痊	tsʰø	44	tsʰ	ø	痊tsʰø44	
瘡	tsʰo	44	tsʰ	o	瘡tsʰo44	
癡	tsʰɿ	44	tsʰ	ɿ	癡tsʰɿ44	
真	tsʰaŋ	44	tsʰ	aŋ	真tsʰaŋ44	
簽	tsʰe	44	tsʰ	e	簽tsʰe44	
聰	tsʰoŋ	44	tsʰ	oŋ	聰tsʰoŋ44	
蒼	tsʰo	44	tsʰ	o	蒼tsʰo44	
蔥	tsʰoŋ	44	tsʰ	oŋ	蔥tsʰoŋ44	
親	tsʰaŋ	44	tsʰ	aŋ	親tsʰaŋ44	
診	tsʰaŋ	44	tsʰ	aŋ	診tsʰaŋ44	
謙	tsʰe	44	tsʰ	e	謙tsʰe44	
車	tsʰo	44	tsʰ	o	車tsʰo44	
遷	tsʰe	44	tsʰ	e	遷tsʰe44	
釵	tsʰa	44	tsʰ	a	釵tsʰa44	
鈔	tsʰɔ	44	tsʰ	ɔ	鈔tsʰɔ44	
雌	tsʰɿ	44	tsʰ	ɿ	雌tsʰɿ44	
雛	tsʰu	44	tsʰ	u	雛tsʰu44	
傻	so	44	s	o	傻so44	
僧	saŋ	44	s	aŋ	僧saŋ44	
刪	sɛ	44	s	ɛ	刪sɛ44	
參	saŋ	44	s	aŋ	參saŋ44	
喧	sø	44	s	ø	喧sø44	
喪	so	44	s	o	喪so44	
孫	sø	44	s	ø	孫sø44	
師	sɿ	44	s	ɿ	師sɿ44	
廝	sɿ	44	s	ɿ	廝sɿ44	
捎	sɔ	44	s	ɔ	捎sɔ44	
摔	sai	44	s	ai	摔sai44	
撕	sɿ	44	s	ɿ	撕sɿ44	
斯	sɿ	44	s	ɿ	斯sɿ44	
柵	sa	44	s	a	柵sa44	
桑	so	44	s	o	桑so44	
梭	so	44	s	o	梭so44	
梳	sɿ	44	s	ɿ	梳sɿ44	
獅	sɿ	44	s	ɿ	獅sɿ44	
珊	sɛ	44	s	ɛ	珊sɛ44	
琛	saŋ	44	s	aŋ	琛saŋ44	
疝	se	44	s	e	疝se44	
稍	sɔ	44	s	ɔ	稍sɔ44	
篩	sɿ	44	s	ɿ	篩sɿ44	
