汉字	拼音	IPA	注释		声调	调值	编号
疝	san5	san41					
奸	kan1	kan33					
姦	kan1	kan33					
諫	kan5	kan41					
顏	hiann2	hiã24	白				
顏	gan2	ᵑɡan24	文				
雁	gan6	ᵑɡan41					
晏	uann5	uã41	白				
晏	an5	an41	文				
編	pinn1	pĩ33	白				
編	phian1	pʰian33	文				
鞭	pinn1	pĩ33	白				
鞭	pian1	pian33	文				
變	pinn5	pĩ41	白				
變	pian5	pian41	文				
篇	phinn1	pʰĩ33	白				
篇	phian1	pʰian33	文				
偏	phian1	pʰian33					
騙	phian5	pʰian41					
便	pan2	pan24	白				
便	pian2	pian24	文				
辨	pian4	pian22					
辯	pian4	pian22					
便	pinn6	pĩ41	白				
便	pian6	pian41	文				
汴	pian6	pian41					
綿	minn2	mĩ24	白				
綿	bian2	ᵐbian24	文				
棉	minn2	mĩ24	白				
棉	bian2	ᵐbian24	文				
免	bian3	ᵐbian55					
勉	bian3	ᵐbian55					
娩	bian3	ᵐbian55					
緬	bian3	ᵐbian55					
緬	bian6	ᵐbian41	又				
面	bin6	ᵐbin41	白				
面	bian6	ᵐbian41	文				
碾	lun3	lun55	俗				
碾	lian3	lian55					
連	ninn2	nĩ24	白				
連	lian2	lian24	文				
聯	lian2	lian24					
輦	lian3	lian55					
煎	tsuann1	tsuã33	白				
煎	tsuann5	tsuã41	白				
煎	tsinn5	tsĩ41	白				
煎	tsian1	tsian33	文				
剪	lian3	lian55	俗				
剪	tsian3	tsian55					
箭	tsinn5	tsĩ41	白				
箭	tsian5	tsian41	文				
濺	tsuann4	tsuã22	俗				
濺	tsian1	tsian33					
遷	tshian1	tsʰian33					
淺	khin3	kʰin55	俗				
淺	tshinn3	tsʰĩ55	白				
淺	tshian3	tsʰian55	文				
錢	tsinn2	tsĩ24	白				
錢	tsian2	tsian24	文				
踐	tsian4	tsian22					
賤	tsuann6	tsuã41	白				
賤	tsian6	tsian41	文				
仙	sian1	sian33					
鮮	tshinn1	tsʰĩ33	白				
鮮	sian1	sian33	文				
鮮	sian3	sian55					
癬	tshuann3	tsʰuã55	白				
癬	sian3	sian55	文				
線	suann5	suã41	白				
線	sian5	sian41	文				
涎	tsian2	tsian24					
羨	sian6	sian41					
展	tian3	tian55					
纏	tinn2	tĩ24	白				
纏	tian2	tian24	文				
氈	tsinn1	tsĩ33	白				
氈	tsian1	tsian33	文				
戰	tsian5	tsian41					
顫	tsian5	tsian41					
膻	sian1	sian33					
膻	hian5	hian41	训				
扇	sinn5	sĩ41	白				
扇	sian5	sian41	文				
蟬	sian2	sian24					
禪	sian2	sian24					
善	sian4	sian22					
膳	sian6	sian41					
擅	sian6	sian41					
單	sian2	sian24					
單	sian4	sian22					
然	lian2	lian24					
燃	hiann2	hiã24	白				
燃	lian2	lian24	文				
遣	khian3	kʰian55					
乾	kian2	kian24					
虔	khian2	kʰian24					
件	kiann4	kiã22	白				
件	kian4	kian22	文				
諺	gan6	ᵑɡan41					
焉	ian1	ian33					
延	ian2	ian24					
筵	ian2	ian24					
演	ian3	ian55					
建	kian5	kian41					
鍵	kian6	kian41					
鍵	kian3	kian55	又				
健	kiann6	kiã41	白				
健	kian5	kian41	文				
健	kian6	kian41	文				
腱	kian6	kian41					
言	gian2	ᵑɡian24					
軒	hian1	hian33					
掀	hian1	hian33					
憲	hian5	hian41					
獻	hian5	hian41					
蔫	lian1	lian33					
堰	ian5	ian41					
邊	pinn1	pĩ33	白				
邊	pian1	pian33	文				
蝙	pian3	pian55					
扁	pinn3	pĩ55	白				
扁	pin1	pin33	白				
扁	pian3	pian55	文				
匾	pian3	pian55					
遍	phian5	pʰian41					
遍	pian5	pian41					
片	pinn5	pĩ41	白				
片	phian5	pʰian41	文				
駢	pian2	pian24					
辮	pinn4	pĩ22	白				
辮	pian4	pian22	文				
眠	bin2	ᵐbin24	白				
眠	bian2	ᵐbian24	文				
麵	minn6	mĩ41	白				
麵	bian6	ᵐbian41	文				
顛	tian1	tian33					
典	tian3	tian55					
天	thinn1	tʰĩ33	白				
天	thian1	tʰian33	文				
田	tian2	tian24					
田	tshan2	tsʰan24	训				
填	thun6	tʰun41	俗				
填	tian2	tian24					
電	tian6	tian41					
殿	tuinn6	tuĩ41	白				
殿	tian6	tian41	文				
奠	tian6	tian41					
佃	tian6	tian41					
佃	tian2	tian24	又				
年	ninn2	nĩ24	白				
年	lian2	lian24	文				
攆	lian3	lian55					
撚	hiannh7	hiãʔ5	俗				
撚	lian3	lian55					
憐	lin2	lin24	白				
憐	lian2	lian24	文				
蓮	nuinn2	nuĩ24					
蓮	lian2	lian24					
練	lian6	lian41					
煉	lian6	lian41					
箋	tsian1	tsian33					
薦	tsian6	tsian41					
千	tshuinn1	tsʰuĩ33	白				
千	tshian1	tsʰian33	文				
前	tsun2	tsun24	俗				
前	tsuinn2	tsuĩ24	白				
前	tsian2	tsian24	文				
先	suinn1	suĩ33	白				
先	sian1	sian33	文				
肩	kuinn1	kuĩ33	白				
肩	kian1	kian33	文				
堅	kian1	kian33					
繭	kuinn3	kuĩ55	白				
繭	kian3	kian55	文				
見	kinn5	kĩ41	白				
見	kian5	kian41	文				
牽	khan1	kʰan33	白				
牽	khian1	kʰian33	文				
研	gian2	ᵑɡian24					
研	gian3	ᵑɡian55	又				
硯	hinn6	hĩ41	白				
硯	hian6	hian41	文				
顯	hian3	hian55					
賢	hian2	hian24					
弦	hinn2	hĩ24	白				
弦	hian2	hian24	文				
現	hian6	hian41					
煙	in1	in33					
煙	ian1	ian33					
燕	ian1	ian33					
燕	inn5	ĩ41	白				
燕	ian5	ian41	文				
嚥	ian1	ian33					
嚥	ian5	ian41					
嚥	iat7	iat5					
宴	ian5	ian41					
獺	thah7	tʰaʔ5	俗				
獺	thuah7	tʰuaʔ5	白				
獺	that7	tʰat5	文				
達	tat8	tat35					
捺	lat7	lat5					
捺	lat8	lat35	又				
辣	luah8	luaʔ35	白				
辣	lat8	lat35	文				
擦	tshat7	tsʰat5					
撒	suah7	suaʔ5	白				
撒	sat7	sat5	文				
薩	sat7	sat5					
割	kuah7	kuaʔ5	白				
割	kat7	kat5	文				
葛	kuah7	kuaʔ5	白				
葛	kat7	kat5	文				
渴	khuah7	kʰuaʔ5	白				
渴	khat7	kʰat5	文				
喝	huah7	huaʔ5	白				
喝	hat7	hat5	文				
曷	hat7	hat5					
八	pueh7	pueʔ5	白				
八	pat7	pat5	文				
拔	pueh8	pueʔ35	白				
拔	puat8	puat35	文				
札	tsat7	tsat5					
紮	tsah7	tsaʔ5	白				
紮	tsat7	tsat5	文				
扎	tsah7	tsaʔ5	白				
扎	tsat7	tsat5	文				
察	tshat7	tsʰat5					
殺	suah7	suaʔ5	白				
殺	sat7	sat5	文				
軋	at7	at5					
鍘	tsah8	tsaʔ35					
鍘	tsat8	tsat35					
瞎	hat7	hat5					
轄	hat7	hat5					
別	pat7	pat5	白，认识				
別	pat8	pat35	白				
別	piat7	piat5	文				
別	piat8	piat35	文				
憋	pih7	piʔ5	白				
憋	piat7	piat5	文				
鱉	pih7	piʔ5	白				
鱉	piat7	piat5	文				
滅	biat8	ᵐbiat35					
列	liat8	liat35					
裂	leh8	leʔ35	俗				
裂	lih8	liʔ35	白				
裂	liat8	liat35	文				
烈	liat8	liat35					
薛	sih7	siʔ5	白				
薛	siat7	siat5	文				
褻	siat7	siat5					
泄	e6	e41					
泄	tshuah7	tsʰuaʔ5	白				
泄	siat7	siat5	文				
哲	tiat7	tiat5					
徹	theh7	tʰeʔ5	俗				
徹	thiat7	tʰiat5					
撤	thiat7	tʰiat5					
轍	tiat8	tiat35					
折	tsiat7	tsiat5					
浙	tsiat7	tsiat5					
舌	tsih8	tsiʔ35	白				
舌	siat8	siat35	文				
設	siat7	siat5					
折	tsih8	tsiʔ35	白				
折	sih8	siʔ35	白				
折	siat8	siat35	文				
熱	luah8	luaʔ35	白				
熱	liat8	liat35	文				
孑	khiat7	kʰiat5					
孑	kiat7	kiat5					
傑	kiat8	kiat35					
孽	giat8	ᵑɡiat35					
揭	kah8	kaʔ35	白				
揭	khiat7	kʰiat5	文				
揭	kiat8	kiat35	文				
竭	kiat8	kiat35					
歇	hioh7	hioʔ5	白				
歇	hiat7	hiat5	文				
蝎	iat7	iat5					
蝎	kiat8	kiat35					
謁	iat7	iat5					
撇	phuah7	pʰuaʔ5	白				
撇	phiat7	pʰiat5	文				
篾	bih8	ᵐbiʔ35	白				
篾	biat8	ᵐbiat35	文				
鐵	thih7	tʰiʔ5					
鐵	thiat7	tʰiat5					
迭	tiat7	tiat5					
跌	tiat7	tiat5					
捏	nih8	niʔ35	白				
捏	liap7	liap5	文				
捏	liap8	liap35	训“捻”				
節	tsueh7	tsueʔ5	白				
節	tsat7	tsat5	白				
節	tsiat7	tsiat5	文				
切	tshe5	tsʰe41					
切	tshueh7	tsʰueʔ5	俗				
切	tshiat7	tsʰiat5					
截	tsueh8	tsueʔ35	白				
截	tsiat8	tsiat35	文				
屑	seh7	seʔ5	俗				
屑	sut7	sut5	白				
屑	siat7	siat5	文				
結	kat7	kat5					
結	kiat7	kiat5					
潔	kiat7	kiat5					
搬	puann1	puã33	白				
搬	puan1	puan33	文				
般	puann1	puã33	白				
般	puan1	puan33	文				
般	puat7	puat5					
半	puann5	puã41	白				
半	puan5	puan41	文				
絆	puann5	puã41	白				
絆	puan5	puan41	文				
潘	phun1	pʰun33	俗				
潘	phuann1	pʰuã33	白				
潘	phuan1	pʰuan33	文				
拚	phuan1	pʰuan33					
判	phuann5	pʰuã41	白				
判	phuan5	pʰuan41	文				
盤	puann2	puã24	白				
盤	phuann2	pʰuã24	白				
盤	puan2	puan24	文				
盤	phuan2	pʰuan24	文				
伴	phuann4	pʰuã22	白				
伴	phuan4	pʰuan22	文				
伴	puan4	puan22	文				
叛	puan6	puan41					
叛	phuan5	pʰuan41					
瞞	muann2	muã24	白				
瞞	buan2	ᵐbuan24	文				
饅	ban2	ᵐban24					
饅	buan2	ᵐbuan24					
滿	muann3	muã55	白				
滿	buan3	ᵐbuan55	文				
滿	tinn4	tĩ22	训				
漫	ban6	ᵐban41					
漫	buan6	ᵐbuan41	又				
漫	ban2	ᵐban24	又				
幔	ban6	ᵐban41					
端	tuann1	tuã33	白				
端	tuan1	tuan33	文				
短	ter3	tə55	白				
短	tuan3	tuan55	文				
斷	tuan5	tuan41					
鍛	tuan5	tuan41					
鍛	thuan5	tʰuan41	又				
團	tuann2	tuã24	白				
團	tuan2	tuan24	文				
團	thuan2	tʰuan24	文				
斷	tng4	tŋ22	白				
斷	tuan4	tuan22	文				
段	tuann6	tuã41	白				
段	tuan6	tuan41	文				
緞	tuan6	tuan41					
暖	luan3	luan55					
鸞	luan2	luan24					
卵	nng4	nŋ22	白				
卵	luan3	luan55	文				
亂	luan6	luan41					
鑽	tsng5	tsŋ41	白				
鑽	tsuan5	tsuan41	文				
纂	tsuan3	tsuan55					
竄	tshuan5	tsʰuan41					
酸	sng1	sŋ33	白				
酸	suan1	suan33	文				
算	sng5	sŋ41	白				
算	suan5	suan41	文				
蒜	sng5	sŋ41	白				
蒜	suan5	suan41	文				
官	kuann1	kuã33	白				
官	kuan1	kuan33	文				
觀	kuan1	kuan33					
冠	kuan1	kuan33					
管	koong3	kɔŋ55	俗				
管	kng3	kŋ55	白				
管	kuan3	kuan55	文				
館	kuan3	kuan55					
冠	kuan5	kuan41					
觀	kuann5	kuã41	白				
觀	kuan5	kuan41	文				
灌	kuan5	kuan41					
罐	kuan5	kuan41					
貫	kng5	kŋ41	白				
貫	kuan5	kuan41	文				
寬	khuann1	kʰuã33	白				
寬	khuan1	kʰuan33	文				
款	khuann3	kʰuã55	白				
款	khuan3	kʰuan55	文				
玩	guan3	ᵑɡuan55	旧				
玩	guan6	ᵑɡuan41	旧				
玩	uan3	uan55					
歡	huann1	huã33	白				
歡	huan1	huan33	文				
喚	huan5	huan41					
煥	huan5	huan41					
桓	huan2	huan24					
完	uan2	uan24					
丸	uan2	uan24					
紈	uan2	uan24					
緩	uan6	uan41					
皖	huan4	huan22	旧				
皖	uan4	uan22					
換	uann6	uã41	白				
換	huan6	huan41	文				
豌	uan1	uan33					
碗	uann3	uã55	白				
碗	uan3	uan55	文				
腕	uan3	uan55					
鰥	kuan1	kuan33					
幻	huan6	huan41					
篡	tshuan5	tsʰuan41					
撰	tsuan4	tsuan22					
閂	suan1	suan33					
拴	suan1	suan33					
涮	suan5	suan41					
關	kuinn1	kuĩ33	白				
關	kuan1	kuan33	文				
慣	kuinn5	kuĩ41	白				
慣	kuan5	kuan41	文				
頑	guan2	ᵑɡuan24	旧				
頑	uan3	uan55					
還	huan2	huan24					
環	khuan2	kʰuan24					
環	huan2	huan24					
患	huan6	huan41					
宦	huan6	huan41					
彎	uan1	uan33					
灣	uan2	uan24	俗，台湾				
灣	uan1	uan33					
戀	luan6	luan41	旧				
戀	luan2	luan24					
痊	tshuan1	tsʰuan33					
全	tsng2	tsŋ24	白				
全	tsuan2	tsuan24	文				
泉	tsuann2	tsuã24	白				
泉	tsuan2	tsuan24	文				
宣	suan1	suan33					
選	suan3	suan55					
旋	suan2	suan24					
旋	tsng6	tsŋ41	白				
旋	suan6	suan41	文				
轉	tng3	tŋ55					
轉	tsuan3	tsuan55					
轉	tsuan5	tsuan41					
傳	tng2	tŋ24	白				
傳	tuan2	tuan24	文				
椽	tuan2	tuan24					
篆	thuan6	tʰuan41					
傳	tuan6	tuan41					
專	tsuan1	tsuan33					
磚	tsng1	tsŋ33	白				
磚	tsuan1	tsuan33	文				
川	tshuan1	tsʰuan33					
穿	tshierng6	tsʰiəŋ41					
穿	tshng1	tsʰŋ33	白				
穿	tshuan1	tsʰuan33	文				
喘	tshuan3	tsʰuan55					
舛	tshun3	tsʰun55					
串	tshuann5	tsʰuã41	俗				
串	tshng5	tsʰŋ41	白				
串	tshuan5	tsʰuan41	文				
船	tsun2	tsun24	白				
船	suan2	suan24	文				
軟	nng3	nŋ55					
軟	luan3	luan55					
捲	kng3	kŋ55	白				
捲	kuan3	kuan55	文				
眷	kuan5	kuan41					
卷	kng5	kŋ41	白				
卷	kuan5	kuan41	文				
絹	kin5	kin41	白				
絹	kuan5	kuan41	文				
圈	khng1	kʰŋ33	白				
圈	khuan1	kʰuan33	文				
圈	khuan2	kʰuan24	文				
權	kuan2	kuan24					
拳	kun2	kun24	白				
拳	kuan2	kuan24	文				
鬈	kuan2	kuan24					
倦	kuan6	kuan41					
員	guan2	ᵑɡuan24	俗				
員	uan2	uan24					
圓	inn2	ĩ24	白				
圓	uan2	uan24	文				
院	inn6	ĩ41	白				
院	uan6	uan41	文				
緣	ian2	ian24					
沿	ian2	ian24					
鉛	ian2	ian24					
捐	uan2	uan24	旧				
捐	kuan1	kuan33					
兖	ian3	ian55					
藩	phuan1	pʰuan33	俗				
藩	huan2	huan24					
反	puinn3	puĩ55	白				
反	huan3	huan55	文				
翻	huan1	huan33					
番	huan1	huan33					
番	han1	han33	番薯				
販	phuann5	pʰuã41	白				
販	huan5	huan41	文				
煩	huan2	huan24					
礬	huan2	huan24					
繁	huan2	huan24					
飯	png6	pŋ41	白				
飯	huan6	huan41	文				
晚	mng3	mŋ55	白				
晚	buan3	ᵐbuan55	文				
晚	uan3	uan55	文				
挽	ban3	ᵐban55	白				
挽	buan3	ᵐbuan55	文				
挽	uan3	uan55	文				
萬	ban6	ᵐban41					
萬	buan6	ᵐbuan41	又				
万	biak8	ᵐbiak35					
勸	khng5	kʰŋ41	白				
勸	khuan5	kʰuan41	文				
券	khuan5	kʰuan41					
券	kuan5	kuan41	又				
元	guan2	ᵑɡuan24					
原	guan2	ᵑɡuan24					
源	guan2	ᵑɡuan24					
阮	guan3	ᵑɡuan55					
阮	uan3	uan55	又				
願	guan6	ᵑɡuan41					
喧	suan1	suan33					
冤	un1	un33	俗				
冤	uan1	uan33					
宛	uan3	uan55					
婉	uan3	uan55					
怨	uan5	uan41					
袁	uan2	uan24					
園	hng2	hŋ24	白				
園	uan2	uan24	文				
援	uan2	uan24					
援	uan4	uan22					
援	uan6	uan41					
垣	huan2	huan24					
遠	uan6	uan41					
遠	hng4	hŋ22					
遠	uan3	uan55					
涓	kuan1	kuan33					
涓	khuan1	kʰuan33	又				
犬	khian3	kʰian55					
懸	kuinn2	kuĩ24	白				
懸	hian2	hian24	文				
玄	hian2	hian24					
縣	kuinn6	kuĩ41	白				
縣	hian6	hian41	文				
眩	hin2	hin24	白				
眩	hian2	hian24	文				
淵	ian1	ian33					
缽	puah7	puaʔ5	白				
缽	puat7	puat5	文				
撥	puah7	puaʔ5	白				
撥	puat7	puat5	文				
潑	phuah7	pʰuaʔ5	白				
潑	phuat7	pʰuat5	文				
鈸	puah8	puaʔ35	白				
鈸	puat8	puat35	文				
跋	puah8	puaʔ35	白				
跋	puat8	puat35	文				
末	buah8	ᵐbuaʔ35	白				
末	buat8	ᵐbuat35	文				
抹	buah7	ᵐbuaʔ5	白				
抹	buat7	ᵐbuat5	文				
沫	buah8	ᵐbuaʔ35	白				
沫	buat8	ᵐbuat35	文				
掇	lerh7	ləʔ5	俗				
掇	tuat7	tuat5					
脫	lut7	lut5	俗				
脫	thut7	tʰut5	俗				
脫	thuat7	tʰuat5					
奪	terh8	təʔ35	白				
奪	tuat8	tuat35	文				
捋	lut8	lut35					
捋	luah8	luaʔ35	白				
捋	luat7	luat5	文				
捋	luat8	luat35	文				
撮	tshuat7	tsʰuat5					
撮	tsuat7	tsuat5	又				
括	kuat7	kuat5					
闊	khuah7	kʰuaʔ5	白				
闊	khuat7	kʰuat5	文				
豁	huat7	huat5					
活	uah8	uaʔ35	白				
活	huat8	huat35	文				
斡	uat7	uat5					
滑	kut8	kut35					
猾	kut8	kut35					
挖	iah7	iaʔ5	俗				
挖	ua1	ua33	俗				
挖	uih7	uiʔ5	白				
挖	uat7	uat5	文				
刷	sua1	sua33	俗				
刷	serh7	səʔ5	白				
刷	suat7	suat5	文				
刮	kuah7	kuaʔ5	俗				
刮	kuih7	kuiʔ5	白				
刮	kuat7	kuat5	文				
劣	luat7	luat5					
絕	tserh8	tsəʔ35	白				
絕	tsuat8	tsuat35	文				
雪	serh7	səʔ5	白				
雪	suat7	suat5	文				
輟	tuat7	tuat5					
輟	tsuat7	tsuat5	又				
拙	tsuah7	tsuaʔ5	俗				
拙	tsuat7	tsuat5					
說	sue5	sue41					
說	serh7	səʔ5	白				
說	suat7	suat5	文				
悅	iat8	iat35	旧				
悅	iat7	iat5					
閲	iat7	iat5					
髮	huat7	huat5					
發	puh7	puʔ5	白				
發	huat7	huat5	文				
伐	huah7	huaʔ5	俗				
伐	huat8	huat35					
筏	huat8	huat35					
罰	huat8	huat35					
襪	berh8	ᵐbəʔ35	白				
襪	buat8	ᵐbuat35	文				
厥	khuat7	kʰuat5					
厥	kuat7	kuat5					
孓	kuat7	kuat5					
闕	khuat7	kʰuat5					
掘	kut8	kut35					
掘	kuat8	kuat35	又				
橛	khit8	kʰit35	俗				
橛	kuat8	kuat35					
月	gerh8	ᵑɡəʔ35	白				
月	guat8	ᵑɡuat35	文				
噦	erh7	əʔ5	白				
噦	uat7	uat5	文				
越	huah8	huaʔ35	俗				
越	uat8	uat35					
曰	uat8	uat35					
粵	uat8	uat35					
決	kuat7	kuat5					
訣	kuat7	kuat5					
缺	khih7	kʰiʔ5	白				
缺	kherh7	kʰəʔ5	白				
缺	khuat7	kʰuat5	文				
血	huih7	huiʔ5	白				
血	hiat7	hiat5	文				
穴	hiat8	hiat35					
吞	thun1	tʰun33					
根	kun1	kun33					
跟	kun1	kun33					
墾	khun3	kʰun55					
懇	khun3	kʰun55					
齦	gun2	ᵑɡun24					
痕	hun2	hun24					
很	hun3	hun55					
恨	hun6	hun41					
恩	un1	un33					
彬	pin1	pin33					
賓	pin1	pin33					
檳	pin1	pin33					
殯	pin5	pin41					
貧	pin2	pin24					
頻	pin2	pin24					
牝	pin4	pin22					
閩	ban2	ᵐban24	白				
閩	bin2	ᵐbin24	文				
民	bin2	ᵐbin24					
泯	bin3	ᵐbin55					
敏	bin3	ᵐbin55					
憫	bin3	ᵐbin55					
鄰	lin2	lin24					
鱗	lan2	lan24	白				
鱗	lin2	lin24	文				
磷	lin2	lin24					
吝	lin6	lin41					
津	tin1	tin33	白				
津	tsin1	tsin33	文				
盡	tsin4	tsin22					
進	tsin5	tsin41					
晉	tsin5	tsin41					
親	tshin1	tsʰin33					
秦	tsin2	tsin24					
辛	sin1	sin33					
新	sin1	sin33					
薪	sin1	sin33					
信	sin5	sin41					
訊	sin5	sin41					
珍	tin1	tin33					
鎮	tin5	tin41					
趁	than5	tʰan41	白				
趁	thin5	tʰin41	文				
陳	tan2	tan24	白				
陳	tin2	tin24	文				
塵	thun2	tʰun24	白				
塵	tin2	tin24	文				
陣	tsun5	tsun41	俗				
陣	tin6	tin41					
榛	tsin1	tsin33					
臻	tsin1	tsin33					
襯	tshan5	tsʰan41	白				
襯	tshin5	tsʰin41	文				
真	tsin1	tsin33					
診	tsin3	tsin55					
疹	tsin3	tsin55					
振	tsin5	tsin41	旧				
振	tsin3	tsin55					
震	tsin5	tsin41	旧				
震	tsin3	tsin55					
娠	sin1	sin33					
神	sin2	sin24					
身	sin1	sin33					
申	tshun1	tsʰun33	白				
申	sin1	sin33	文				
伸	tshng1	tsʰŋ33	俗，伸手				
伸	tshun1	tsʰun33	白				
伸	sin1	sin33	文				
伸	lun1	lun33	训				
辰	sin2	sin24					
晨	sin2	sin24					
臣	sin2	sin24					
腎	sin4	sin22					
慎	sin6	sin41					
人	lin2	lin24					
仁	lin2	lin24					
忍	lun3	lun55	白				
忍	lin3	lin55	文				
忍	lim3	lim55	又				
認	lin6	lin41					
刃	lin6	lin41					
刃	lim6	lim41	又				
巾	kun1	kun33					
緊	kin3	kin55					
僅	kin6	kin41					
銀	gun2	ᵑɡun24					
釁	hin5	hin41					
釁	hun5	hun41	又				
因	in1	in33					
姻	ian1	ian33	俗				
姻	in1	in33					
印	in5	in41					
寅	in2	in24					
引	in3	in55					
斤	kun1	kun33					
筋	kun1	kun33					
謹	kin3	kin55					
勁	kierng5	kiəŋ41					
勤	khun2	kʰun24					
芹	khun2	kʰun24					
近	kun4	kun22					
欣	herm1	həm33					
欣	him1	him33	又				
殷	un1	un33					
隱	un3	un55					
筆	pit7	pit5					
畢	pit8	pit35	俗，毕业				
畢	pit7	pit5					
必	pit7	pit5					
匹	phit7	pʰit5					
弼	pit8	pit35					
密	ba6	ᵐba41	俗				
密	bat8	ᵐbat35					
密	bit8	ᵐbit35					
蜜	bit8	ᵐbit35					
昵	liak7	liak5					
栗	lat8	lat35	白				
栗	liak7	liak5	文				
七	tshit7	tsʰit5					
漆	tshat7	tsʰat5	白				
漆	tshiak7	tsʰiak5	文				
疾	tsit8	tsit35					
悉	siak7	siak5					
膝	tshiak7	tsʰiak5					
窒	that7	tʰat5	白				
窒	tiak7	tiak5	文				
窒	tsit7	tsit5	文				
侄	tit8	tit35					
秩	tiat8	tiat35					
瑟	siak7	siak5					
虱	sat7	sat5	白				
虱	siak7	siak5	文				
質	tsi5	tsi41	人质				
質	tsit7	tsit5					
實	tsat8	tsat35	白				
實	sit8	sit35	文				
失	sit7	sit5					
室	sit7	sit5	旧				
室	siak7	siak5					
日	lit8	lit35					
吉	kiat7	kiat5					
吉	kit7	kit5	又				
詰	khiat7	kʰiat5					
一	it7	it5					
乙	it7	it5					
逸	it8	it35	旧				
逸	iak8	iak35					
訖	gut7	ᵑɡut5	俗				
訖	khut7	kʰut5					
乞	khit7	kʰit5					
迄	hit7	hit5					
迄	gut7	ᵑɡut5	又				
奔	phun1	pʰun33					
本	png3	pŋ55	白				
本	pun3	pun55	文				
噴	phun5	pʰun41					
盆	phun2	pʰun24					
笨	pun4	pun22					
門	mng2	mŋ24	白				
門	bun2	ᵐbun24	文				
悶	bun6	ᵐbun41					
敦	tun1	tun33					
墩	tun1	tun33					
頓	tng5	tŋ41	白				
頓	tun5	tun41	文				
褪	thng5	tʰŋ41	白				
褪	thun5	tʰun41	文				
屯	tun2	tun24					
豚	tun2	tun24					
豚	thun2	tʰun24	又				
飩	tun2	tun24					
臀	tun2	tun24					
囤	tun3	tun55					
沌	tun4	tun22					
盾	tun3	tun55					
鈍	tun1	tun33	俗				
鈍	tun6	tun41					
遁	tun6	tun41					
嫩	lun6	lun41					
論	lun2	lun24					
崙	lun2	lun24					
崙	lun6	lun41					
侖	lun2	lun24					
論	lun6	lun41					
尊	tsun1	tsun33					
村	tshng1	tsʰŋ33	白				
村	tshun1	tsʰun33	文				
忖	tshun3	tsʰun55					
寸	tshun5	tsʰun41					
存	tshun2	tsʰun24	俗				
存	tsun2	tsun24					
蹲	tun1	tun33	俗				
蹲	tsun1	tsun33					
孫	sng1	sŋ33	白，姓氏				
孫	sun1	sun33	文				
損	sng3	sŋ55	白				
損	sun3	sun55	文				
遜	sun5	sun41					
昆	khun1	kʰun33					
崑	khun1	kʰun33					
滾	kun3	kun55					
棍	kun5	kun41					
坤	khun1	kʰun33					
捆	khun3	kʰun55					
困	khun5	kʰun41					
昏	hng1	hŋ33	白				
昏	hun1	hun33	文				
婚	hun1	hun33					
魂	hun2	hun24					
餛	hun2	hun24					
混	hun4	hun22					
渾	hun2	hun24					
温	un1	un33					
瘟	un1	un33					
穩	un3	un55					
倫	lun2	lun24					
淪	lun2	lun24					
輪	lun3	lun55	俗				
輪	lun2	lun24					
遵	tsun1	tsun33					
俊	tsun5	tsun41					
竣	tsun1	tsun33	旧				
竣	tsun5	tsun41					
皴	tshin1	tsʰin33					
荀	sun2	sun24					
詢	sun2	sun24					
筍	sun3	sun55					
迅	sin5	sin41					
浚	tsun5	tsun41					
旬	sun2	sun24					
循	sun2	sun24					
巡	sun2	sun24					
殉	sun2	sun24					
椿	thun1	tʰun33					
諄	tsun1	tsun33					
準	tsun3	tsun55					
准	tsun3	tsun55					
春	tshun1	tsʰun33					
蠢	tshun3	tsʰun55					
唇	tun2	tun24					
順	sun6	sun41					
舜	sun5	sun41					
瞬	sun5	sun41					
純	sun2	sun24					
醇	sun2	sun24					
潤	lun6	lun41					
閏	lun6	lun41					
均	kun1	kun33					
鈞	kun1	kun33					
菌	khun3	kʰun55					
窘	kun4	kun22					
窘	khun3	kʰun55	又				
隕	un3	un55					
匀	un2	un24					
允	un3	un55					
尹	un3	un55					
分	hun6	hun41					
分	pun1	pun33	白				
分	hun1	hun33	文				
粉	hun3	hun55					
糞	pun5	pun41	白				
糞	hun5	hun41	文				
奮	hun5	hun41					
芬	hun1	hun33					
紛	hun1	hun33					
忿	hun3	hun55					
墳	hun2	hun24					
焚	hun2	hun24					
憤	hun3	hun55	旧				
憤	hun5	hun41					
份	hun6	hun41					
文	bun2	ᵐbun24					
紋	bun2	ᵐbun24					
蚊	bun2	ᵐbun24					
聞	bun2	ᵐbun24					
吻	bun3	ᵐbun55					
刎	bun3	ᵐbun55					
問	mng6	mŋ41	白				
問	bun6	ᵐbun41	文				
君	kun1	kun33					
軍	kun1	kun33					
群	kun2	kun24					
裙	kun2	kun24					
郡	kun6	kun41					
熏	hun1	hun33					
勛	hun1	hun33					
薰	hun1	hun33					
葷	hun1	hun33					
訓	hun5	hun41					
熨	ut7	ut5					
雲	hun2	hun24	白				
雲	un2	un24	文				
云	un2	un24					
韻	un6	un41					
運	un6	un41					
暈	hin2	hin24	俗				
暈	ng6	ŋ41	白				
暈	un6	un41	文				
不	put7	put5					
勃	put8	put35					
脖	put8	put35					
沒	but8	ᵐbut35					
突	tut8	tut35					
卒	tsut7	tsut5					
猝	tshut7	tsʰut5					
骨	kut7	kut5					
窟	khut7	kʰut5					
忽	hut7	hut5					
核	hut8	hut35	白				
核	hiak8	hiak35	文				
律	lut8	lut35					
