jiᶽan tiᶽ	trad	detail	调类	
缪	繆	姓	miɔ6	
覅	覅	方言字，不要	fiɔ5	
覅	覅	表強烈語氣時使用	viɔ5	
刁	刁		tiɔ1	
碉	碉		tiɔ1	
貂	貂		tiɔ1	
雕	雕	金～，～刻，姓	tiɔ1	
雕	鵰	金～	tiɔ1	
雕	彫	～刻	tiɔ1	
雕	琱	～刻	tiɔ1	
凋	凋	～謝	tiɔ1	
凋	彫	～謝	tiɔ1	
屌	屌		tiɔ1	
茑	蔦		tiɔ1	
钓	釣		tiɔ5	
吊	弔		tiɔ5	
吊	吊	俗弔字	tiɔ5	
挑	挑		tʰiɔ1	
佻	佻		tʰiɔ1	
跳	跳		tʰiɔ5	
条	條		diɔ2	
调	調	協～	diɔ2	
掉	掉		diɔ6	
调	調	～查	diɔ6	
窕	窕		diɔ6	
燎	燎		liɔ2	
疗	療		liɔ2	
聊	聊		liɔ2	
辽	遼		liɔ2	
撩	撩	用手探物	liɔ2	
獠	獠		liɔ2	
僚	僚		liɔ2	
嘹	嘹		liɔ2	
了	了	～結	liɔ1	
了	瞭	～解	liɔ1	
瞭	瞭	～望	liɔ6	
料	料		liɔ6	
廖	廖		liɔ6	
镣	鐐		liɔ6	
焦	焦		tsiɔ1	
蕉	蕉		tsiɔ1	
椒	椒		tsiɔ1	
醮	醮	指再嫁	tsiɔ1	
剿	剿		tsiɔ1	
嘦	嘦		tsiɔ5	
锹	鍬		tsʰiɔ1	
缲	繰	～邊	tsʰiɔ1	
悄	悄		tsʰiɔ1	
俏	俏		tsʰiɔ5	
峭	峭		tsʰiɔ5	
瞧	瞧		dziɔ2	
憔	憔		ziɔ2	
憔	顦		ziɔ2	
谯	譙		dziɔ2	
樵	樵		dziɔ2	
峭	峭	～岐（原爲蕭岐，今改爲峭岐，仍念蕭岐）	siɔ1	
消	消		siɔ1	
霄	霄		siɔ1	
宵	宵		siɔ1	
硝	硝		siɔ1	
销	銷		siɔ1	
逍	逍		siɔ1	
鞘	鞘		siɔ1	
萧	蕭		siɔ1	
箫	簫		siɔ1	
潇	瀟		siɔ1	
小	小		siɔ1	
筱	筱		siɔ1	
筱	篠		siɔ1	
啸	嘯		siɔ5	
笑	笑		siɔ5	
笑	咲		siɔ5	
缫	繅		ziɔ2	
交	交		tɕiɔ1	
缴	繳		tɕiɔ1	
郊	郊		tɕiɔ1	
胶	膠		tɕiɔ1	
骄	驕		tɕiɔ1	
娇	嬌		tɕiɔ1	
浇	澆		tɕiɔ1	
蛟	蛟		tɕiɔ1	
侥	僥		tɕiɔ1	
矫	矯		tɕiɔ1	
绞	絞		tɕiɔ1	
狡	狡		tɕiɔ1	
铰	鉸		tɕiɔ1	
搅	攪		tɕiɔ1	
饺	餃		tɕiɔ1	
教	教	（文）～室	tɕiɔ5	
校	校	～對	tɕiɔ5	
较	較		tɕiɔ5	
叫	叫	（白）～花子	kɔ5	
叫	叫	（文）	tɕiɔ5	
撬	撬		tɕʰiɔ1	
跷	蹺		tɕʰiɔ1	
巧	巧		tɕʰiɔ1	
翘	翹		tɕʰiɔ5	
撬	撬		tɕʰiɔ5	
窍	竅		tɕʰiɔ5	
翘	翹	連～	dʑiɔ2	
乔	喬		dʑiɔ2	
侨	僑		dʑiɔ2	
桥	橋		dʑiɔ2	
荞	蕎		dʑiɔ2	
轿	轎		dʑiɔ6	
饶	饒		ȵiɔ2	
鸟	鳥	（白）	tiɔ1	
鸟	鳥	（文）花～市場	ȵiɔ1	
嬲	嬲		ȵiɔ1	
袅	裊		ȵiɔ1	
袅	嫋		ȵiɔ1	
袅	褭		ȵiɔ1	
袅	嬝		ȵiɔ1	
绕	繞	～圈	ȵiɔ6	
尿	尿	～素	ȵiɔ6	
嚣	囂		ʂɔ1	
枵	枵	～開：掀開	ʂɔ1	
枭	梟		ʂɔ1	
骁	驍		ʂɔ1	
鸮	鴞		ʂɔ1	
晓	曉		ʂɔ1	
酵	酵		ʂɔ5	
孝	孝		ʂɔ5	
哮	哮		ʂɔ5	
肴	肴		ɦiɔ2	
肴	餚		ɦiɔ2	
淆	淆		ɦiɔ2	
淆	殽		ɦiɔ2	
崤	崤		ɦiɔ2	
摇	揺	飄～，～手	ɦiɔ2	
摇	摇	飄～，～手	ɦiɔ2	
摇	搖	飄～，～手	ɦiɔ2	
飖	颻	飄～	ɦiɔ2	
飖	䬙	飄～	ɦiɔ2	
谣	謠		ɦiɔ2	
瑶	瑤		ɦiɔ2	
徭	徭		ɦiɔ2	
傜	傜		ɦiɔ2	
窑	窑	俗窯字	ɦiɔ2	
窑	窯		ɦiɔ2	
窑	窰	同窯	ɦiɔ2	
姚	姚		ɦiɔ2	
遥	遥	逍～	ɦiɔ2	
遥	遙	逍～	ɦiɔ2	
繇	繇		ɦiɔ2	
垚	垚		ɦiɔ2	
爻	爻		ɦiɔ2	
尧	堯		ɦiɔ2	
效	效		ɦiɔ6	
效	傚	通作效	ɦiɔ6	
效	俲	同傚	ɦiɔ6	
校	校	～長	ɦiɔ6	
耀	耀		ɦiɔ6	
曜	曜		ɦiɔ6	
鹞	鷂		ɦiɔ2	
夭	夭		iɔ1	
妖	妖		iɔ1	
邀	邀		iɔ1	
腰	腰		iɔ1	
要	要	～求	iɔ1	
吆	吆		iɔ1	
幺	幺		iɔ1	
幺	么	俗幺字	iɔ1	
杳	杳		ɦiɔ1	
窈	窈		ɦiɔ1	
要	要	想～	iɔ5	
蹦	蹦		poŋ5	
捧	捧		phoŋ1	
蓬	蓬		boŋ2	
篷	篷		boŋ2	
蒙	蒙	～古	moŋ2	
蒙	濛	煙雨～～	moŋ2	
蒙	矇	～矓	moŋ2	
蒙	懞	《管子》敦～純固	moŋ2	
曚	曚	～曨	moŋ2	
朦	朦	～朧	moŋ2	
檬	檬	檸～	moŋ2	
柠	檸	～檬	ȵiŋ2	
懵	懵		moŋ1	
懵	懜		moŋ1	
蠓	蠓		moŋ1	
梦	夢	（白）做～	mɑᵑ6	
梦	夢	（文）～想	moŋ6	
风	風		foŋ1	
枫	楓		foŋ1	
疯	瘋		foŋ1	
酆	酆	～都（地名）	foŋ1	
丰	丰	～采，張三～	foŋ1	
丰	豐	～富	foŋ1	
封	封		foŋ1	
峰	峰		foŋ1	
峰	峯		foŋ1	
蜂	蜂		foŋ1	
锋	鋒		foŋ1	
烽	烽		foŋ1	
讽	諷		foŋ5	
冯	馮		voŋ2	
逢	逢		voŋ2	
缝	縫	動詞，～衣裳	voŋ2	
凤	鳳		voŋ6	
奉	奉	～獻	voŋ6	
奉	奉	～賢（上海地名）	boŋ6	
俸	俸		voŋ6	
缝	縫	名詞，一條～	voŋ6	
东	東		toŋ1	
冬	冬		toŋ1	
董	董		toŋ1	
懂	懂		toŋ1	
冻	凍		toŋ5	
栋	棟		toŋ5	
通	通		tʰoŋ1	
捅	捅		tʰoŋ1	
筒	筒		doŋ6	
统	統		tʰoŋ1	
桶	桶		doŋ6	
痛	痛		tʰoŋ5	
仝	仝		doŋ2	
砼	砼		doŋ2	
同	同		doŋ2	
同	衕	衚～	doŋ2	
铜	銅		doŋ2	
桐	桐		doŋ2	
峒	峒	崆～（山名）	doŋ2	
僮	僮		doŋ2	
佟	佟		doŋ2	
彤	彤		doŋ2	
潼	潼		doŋ2	
童	童		doŋ2	
瞳	瞳		doŋ2	
酮	酮		doŋ2	
丼	丼	日語音，蓋澆飯	doŋ6	
动	動		doŋ6	
动	働		doŋ6	
洞	洞		doŋ6	
恫	恫		doŋ6	
恸	慟		doŋ6	
农	農		noŋ2	
脓	膿		noŋ2	
侬	儂	（口）第二人稱單數	nəŋ1	
侬	儂		noŋ2	
浓	濃		ȵioŋ2	
笼	籠		loŋ2	
聋	聾	～𦗭：聾子	loŋ2	
眬	矓		loŋ2	
昽	曨		loŋ2	
珑	瓏		loŋ2	
泷	瀧		loŋ2	
胧	朧		loŋ2	
隆	隆		loŋ2	
窿	窿		loŋ2	
龙	龍		loŋ2	
拢	攏		loŋ1	
陇	隴		loŋ1	
垄	壟		loŋ1	
弄	弄	～堂	loŋ6	
棕	棕	俗椶字	tsoŋ1	
棕	椶		tsoŋ1	
棕	㯶	俗椶字	tsoŋ1	
鬃	鬃	俗鬉字	tsoŋ1	
鬃	鬉		tsoŋ1	
鬃	騣	俗鬉字	tsoŋ1	
宗	宗		tsoŋ1	
综	綜		tsoŋ1	
中	中	當～	tʂoŋ1	
忠	忠		tʂoŋ1	
衷	衷		tʂoŋ1	
终	終		tʂoŋ1	
踪	蹤		tsoŋ1	
纵	縱	跳	tsoŋ1	
纵	縱	放～	tsoŋ5	
钟	鍾	～情	tʂoŋ1	
钟	鐘	～樓	tʂoŋ1	
盅	盅		tʂoŋ1	
众	衆	～牲：畜生	tʂoŋ1	
众	眾	～牲：畜生	tʂoŋ1	
众	众	～牲：畜生	tʂoŋ1	
众	㐺	～牲：畜生	tʂoŋ1	
总	總		tsoŋ1	
总	緫		tsoŋ1	
总	縂	同總	tsoŋ1	
总	揔		tsoŋ1	
总	摠		tsoŋ1	
总	搃		tsoŋ1	
种	種	品～	tʂoŋ1	
肿	腫		tʂoŋ1	
冢	冢		tʂoŋ1	
冢	塚		tʂoŋ1	
粽	糉		tsoŋ5	
中	中		tʂoŋ5	
种	種	～地	tʂoŋ5	
众	衆	眾譌字	tʂoŋ5	
众	眾	衆本字	tʂoŋ5	
众	众	俗書爲衆字	tʂoŋ5	
众	㐺	衆本字	tʂoŋ5	
聪	聰		tsʰoŋ1	
匆	匆	俗悤字	tsʰoŋ1	
悤	忩	同悤	tsʰoŋ1	
悤	悤		tsʰoŋ1	
悤	怱	俗悤字	tsʰoŋ1	
葱	蔥		tsʰoŋ1	
葱	葱		tsʰoŋ1	
囱	囱		tsʰoŋ1	
囱	囪		tsʰoŋ1	
冲	沖	～浪	tʂʰoŋ1	
冲	衝	～動	tʂʰoŋ1	
充	充		tʂʰoŋ1	
从	從	～容	tsʰoŋ1	
舂	舂		tʂʰoŋ1	
宠	寵		tʂʰoŋ1	
铳	銃		tʂʰoŋ5	
丛	叢		dzoŋ2	
种	种	姓	dʐoŋ2	
虫	蟲		dʐoŋ2	
崇	崇		dzoŋ2	
从	從	跟～	dzoŋ2	
重	重	～來	dʐoŋ2	
仲	仲		dʐoŋ6	
重	重	輕～	dʐoŋ6	
淞	淞	吴～江（河名）	soŋ1	
凇	凇	霧～	soŋ1	
松	松	～樹	soŋ1	
松	鬆	輕～	soŋ1	
嵩	嵩		soŋ1	
耸	聳		soŋ1	
讼	訟		zoŋ6	
送	送		soŋ5	
宋	宋		soŋ5	
诵	誦		zoŋ6	
颂	頌		zoŋ6	
公	公		koŋ1	
蚣	蚣		koŋ1	
工	工		koŋ1	
功	功		koŋ1	
攻	攻		koŋ1	
弓	弓		koŋ1	
躬	躬		koŋ1	
宫	宮		koŋ1	
恭	恭		koŋ1	
龚	龔	又	koŋ1	
拱	拱		koŋ1	
巩	鞏		koŋ1	
贡	貢		koŋ5	
汞	汞		koŋ5	
供	供	上～	koŋ5	
空	空	～氣	kʰoŋ1	
崆	崆	～峒（山名）	kʰoŋ1	
孔	孔		kʰoŋ1	
恐	恐		kʰoŋ1	
控	控		kʰoŋ5	
空	空	房間～	kʰoŋ5	
共	共		ɡoŋ6	
轰	轟	～出去	hoŋ1	
轰	揈	～出去	hoŋ1	
訇	訇		hoŋ1	
哄	哄	～搶	hoŋ1	
烘	烘		hoŋ1	
哄	哄	起～	ɦoŋ6	
哄	鬨	起～	ɦoŋ6	
哄	閧	俗鬨字	ɦoŋ6	
弘	弘		ɦoŋ2	
宏	宏		ɦoŋ2	
红	紅		ɦoŋ2	
洪	洪		ɦoŋ2	
鸿	鴻		ɦoŋ2	
虹	虹	霓～燈	ɦoŋ2	
翁	翁		oŋ1	
瓮	瓮		oŋ5	
瓮	甕		oŋ5	
齆	齆	鼻子不通氣	oŋ5	
罋	罋		oŋ5	
均	均		tɕioŋ1	
钧	鈞		tɕioŋ1	
菌	菌		tɕioŋ1	
君	君		tɕioŋ1	
龚	龔	姓	tɕioŋ1	
军	軍		tɕioŋ1	
准	准	批～	tʂəŋ1	
准	準	標～	tʂəŋ1	
窘	窘		tɕioŋ1	
迥	迥		tɕioŋ1	
扃	扃		tɕioŋ1	
炅	炅		tɕioŋ1	
囧	囧		tɕioŋ1	
冏	冏		tɕioŋ1	
颎	熲		tɕioŋ1	
顈	顈		tɕioŋ1	
炯	烱		tɕioŋ1	
炯	炯		tɕioŋ1	
椿	椿	香～	tʂʰəŋ1	
春	春		tʂʰəŋ1	
蠢	蠢		tʂʰəŋ1	
群	羣	群本字	dʑioŋ2	
裙	裙		dʑiŋ2	
裙	帬	裙本字	dʑiŋ2	
裙	裠	同裙	dʑiŋ2	
琼	瓊		dʑiŋ2	
邛	邛		dʑioŋ2	
穹	穹		tɕʰioŋ1	
穷	窮		dʑioŋ2	
煢	煢		dʑioŋ2	
嬛	嬛	同惸	dʑioŋ2	
惸	惸		dʑioŋ2	
睘	睘	俗瞏字	dʑioŋ2	
睘	瞏		dʑioŋ2	
绒	絨		ȵioŋ2	
茸	茸		ȵioŋ2	
戎	戎		ȵioŋ2	
埙	塤	同壎	ɕioŋ1	
埙	壎		ɕioŋ1	
熏	熏		ɕioŋ1	
熏	燻		ɕioŋ1	
醺	醺		ɕioŋ1	
熏	爋		ɕioŋ1	
薰	薰		ɕioŋ1	
勋	勛		ɕioŋ1	
勋	勳		ɕioŋ1	
兄	兄		ɕioŋ1	
胸	胸		ɕioŋ1	
胸	胷		ɕioŋ1	
匈	匈		ɕioŋ1	
凶	凶	吉～	ɕioŋ1	
凶	兇	～手	ɕioŋ1	
驯	馴		ɕioŋ5	
训	訓		ɕioŋ5	
顺	順		ʐəŋ6	
润	潤		ʐəŋ6	
闰	閏		ʐəŋ6	
匀	勻		ɦioŋ2	
云	云	說	ɦiŋ2	
云	雲		ɦiŋ2	
芸	芸	～～眾生，～香	ɦiŋ2	
芸	蕓	～薹	ɦiŋ2	
耘	耘		ɦiŋ2	
秐	秐	同耘	ɦiŋ2	
赢	贏		ɦiŋ2	
荣	榮		ɦioŋ2	
茸	茸		ʐoŋ2	
戎	戎		ʐoŋ2	
冗	冗	同宂	ʐoŋ6	
冗	宂		ʐoŋ6	
鳙	鱅		ɦioŋ2	
慵	慵		ɦioŋ2	
镛	鏞		ɦioŋ2	
颙	顒		ɦioŋ2	
熊	熊		ɦioŋ2	
雄	雄		ɦioŋ2	
融	融		ɦioŋ2	
容	容		ɦioŋ2	
蓉	蓉		ɦioŋ2	
镕	鎔		ɦioŋ2	
溶	溶		ɦioŋ2	
榕	榕		ɦioŋ2	
熔	熔		ɦioŋ2	
庸	庸		ɦiŋ2	
熨	熨		ɦiŋ6	
韵	韵		ɦiŋ6	
韵	韻		ɦiŋ6	
运	運	～道	ɦiŋ6	
运	運	～氣，～動	ɦioŋ6	
晕	暈		ɦiŋ6	
孕	孕		ɦiŋ6	
用	用		ɦioŋ6	
佣	佣	～金	ɦioŋ6	
佣	傭	～人	ɦioŋ6	
雍	雍		ioŋ1	
郺	郺		ioŋ1	
邕	邕		ioŋ1	
臃	臃		ioŋ1	
雝	雝		ioŋ1	
嗈	嗈		ioŋ1	
拥	擁	（白）～勒一道：湊在一起	ɦoŋ1	
拥	擁		ioŋ1	
噰	噰		ioŋ1	
澭	澭	水名	ioŋ1	
壅	壅	與雍通	ioŋ1	
灉	灉	河灉水，在宋	ioŋ1	
痈	癰		ioŋ1	
廱	廱		ioŋ1	
允	允		ɦioŋ1	
永	永		ɦioŋ1	
泳	泳		ɦioŋ1	
咏	咏		ɦioŋ1	
咏	詠		ɦioŋ1	
甬	甬		ɦioŋ1	
勇	勇		ɦioŋ1	
涌	湧		ɦioŋ1	
涌	涌		ɦioŋ1	
恿	恿		ɦioŋ1	
踊	踴		ɦioŋ1	
踊	踊		ɦioŋ1	
蛹	蛹		ɦioŋ1	
俑	俑		ɦioŋ1	
澭	澭	與灉同	ioŋ5	
灉	灉		ioŋ5	
壅	壅	塞	ioŋ5	
酝	醖		ioŋ5	
酝	醞		ioŋ5	
蕴	蘊		ioŋ5	
蕴	藴		ioŋ5	
蕰	薀		ioŋ5	
蕰	蕰		ioŋ5	
奔	犇		pəŋ1	
奔	奔		pəŋ1	
锛	錛	斧～	pəŋ1	
崩	崩	（白）～開	paᵑ1	
崩	崩	（文）	pəŋ1	
绷	綳	～帶	paᵑ1	
绷	繃	～帶	paᵑ1	
本	本		pəŋ1	
苯	苯		pəŋ1	
喷	噴		pʰəŋ1	
抨	抨		pʰəŋ1	
烹	烹		pʰəŋ1	
砰	砰		pʰəŋ1	
怦	怦		pʰəŋ1	
盆	盆		bəŋ2	
畚	畚		pəŋ1	
畚	畚	～箕	fəŋ1	
坌	坌	動詞：～田（用釘耙在水田裏翻土），～地（用釘耙在旱地上翻土）	bəŋ6	
笨	笨		bəŋ6	
闷	悶		məŋ1	
焖	燜		məŋ1	
亹	亹	青海亹源，今作門源	məŋ2	
门	門		məŋ2	
蚊	蚊		məŋ2	
闻	聞		məŋ2	
萌	萌		məŋ2	
明	明	～朝（明天）	məŋ2	
明	朙	～朝（明天）	məŋ2	
盟	盟		məŋ2	
问	問		məŋ6	
懑	懣		məŋ6	
暪	暪		məŋ6	
分	分		fəŋ1	
朆	朆	方言字，不曾，沒有	fiŋ1	
朆	朆	（又）	fəŋ1	
吩	吩		fəŋ1	
芬	芬		fəŋ1	
纷	紛		fəŋ1	
粉	粉		fəŋ1	
粪	糞		fəŋ5	
奋	奮		fəŋ5	
愤	憤		vəŋ6	
鲼	鱝		vəŋ6	
忿	忿		vəŋ6	
忿	忿		fəŋ5	
焚	焚		vəŋ2	
坟	墳		vəŋ2	
文	文		vəŋ2	
雯	雯		vəŋ2	
纹	紋		vəŋ2	
玟	玟		vəŋ2	
闻	聞		vəŋ2	
份	份		vəŋ6	
分	分	本～	vəŋ6	
刎	刎		vəŋ6	
吻	吻		vəŋ6	
问	問		vəŋ6	
汶	汶		vəŋ6	
紊	紊		vəŋ6	
敦	敦		təŋ1	
墩	墩		təŋ1	
蹲	蹲		təŋ1	
登	登		təŋ1	
灯	燈		təŋ1	
等	等		təŋ1	
戥	戥		təŋ1	
顿	頓		təŋ5	
炖	燉		təŋ5	
凳	凳		təŋ5	
瞪	瞪		təŋ5	
吞	吞		tʰəŋ1	
膯	膯		tʰəŋ1	
鼟	鼟		tʰəŋ1	
漛	漛		dəŋ2	
氽	氽	漂浮：~勒水面上，用油炸：放勒油裏~一~	tʰəŋ1	
豚	豚		dəŋ2	
饨	飩		dəŋ2	
臀	臀		dəŋ2	
屯	屯		dəŋ2	
囤	囤		dəŋ2	
邆	邆		dəŋ2	
儯	儯		dəŋ2	
驣	驣		dəŋ2	
駦	駦	俗騰字	dəŋ2	
疼	疼		dəŋ2	
螣	螣		dəŋ2	
滕	滕		dəŋ2	
縢	縢		dəŋ2	
腾	騰		dəŋ2	
誊	謄		dəŋ2	
藤	藤		dəŋ2	
藤	䕨	與藤同	dəŋ2	
籐	籐		dəŋ2	
籐	籘	與籐同	dəŋ2	
蹬	蹬		dəŋ6	
沌	沌		dəŋ6	
盾	盾		dəŋ6	
钝	鈍		dəŋ6	
遁	遁		dəŋ6	
邓	鄧		dəŋ6	
能	能		nəŋ2	
恁	恁	（口）第二人稱單數	nəŋ1	
嫩	嫩		nəŋ6	
论	論	～語	ləŋ2	
仑	侖		ləŋ2	
仑	崙	崑～（山名）	ləŋ2	
囵	圇	囫～	ləŋ2	
伦	倫		ləŋ2	
轮	輪		ləŋ2	
倰	倰		ləŋ2	
棱	棱		ləŋ2	
棱	稜		ləŋ2	
棱	楞		ləŋ2	
论	論	討～	ləŋ6	
砧	砧		tʂəŋ1	
砧	碪	同砧	tʂəŋ1	
椹	椹		tʂəŋ1	
针	針		tʂəŋ1	
针	鍼		tʂəŋ1	
箴	箴		tʂəŋ1	
斟	斟		tʂəŋ1	
珍	珍		tʂəŋ1	
甄	甄		tʂəŋ1	
真	真		tʂəŋ1	
真	眞		tʂəŋ1	
禛	禛		tʂəŋ1	
尊	尊		tsəŋ1	
遵	遵		tsəŋ1	
臻	臻		tsəŋ1	
蓁	蓁		tsəŋ1	
榛	榛		tsəŋ1	
溱	溱		tsəŋ1	
肫	肫	鴨～，雞～	tʂəŋ1	
曾	曾	姓	tsəŋ1	
增	增		tsəŋ1	
憎	憎		tsəŋ1	
罾	罾	扳～（一種漁網）	tsəŋ1	
征	征	～服	tʂəŋ1	
征	徵	～求	tʂəŋ1	
烝	烝		tʂəŋ1	
蒸	蒸		tʂəŋ1	
争	爭	（文）戰～，競～	tsəŋ1	
筝	箏		tsəŋ1	
睁	睜	（文）	tsəŋ1	
铮	錚		tsəŋ1	
狰	猙		tsəŋ1	
挣	掙		tsəŋ1	
峥	崢		tsəŋ1	
贞	貞		tʂəŋ1	
侦	偵		tʂəŋ1	
祯	禎		tʂəŋ1	
媜	媜		tʂəŋ1	
桢	楨		tʂəŋ1	
帧	幀		tʂəŋ1	
怔	怔		tʂəŋ1	
正	正	～月	tʂəŋ1	
症	癥	～結	tʂəŋ1	
谆	諄		tʂəŋ1	
枕	枕		tʂəŋ1	
姫	姫	謹愼	tʂəŋ1	
轸	軫		tʂəŋ1	
轸	䡩		tʂəŋ1	
诊	診		tʂəŋ1	
疹	疹		tʂəŋ1	
拯	拯		tʂəŋ1	
整	整		tʂəŋ1	
缜	縝		tʂəŋ1	
稹	稹		tʂəŋ1	
怎	怎		tsəŋ1	
诤	諍		tsəŋ5	
谮	譖		tsəŋ5	
镇	鎮		tʂəŋ5	
镇	鎭		tʂəŋ5	
振	振		tʂəŋ5	
震	震		tʂəŋ5	
证	證	～據；同症，～狀	tʂəŋ5	
证	証	～諫	tʂəŋ5	
症	症	～狀	tʂəŋ5	
甑	甑	飯～	tsəŋ5	
正	正		tʂəŋ5	
政	政		tʂəŋ5	
村	村		tsʰəŋ1	
皴	皴		tsʰəŋ1	
瞠	瞠		tsʰəŋ1	
蹭	蹭		tsʰəŋ5	
柽	檉		tʂʰəŋ1	
蛏	蟶		tʂʰəŋ1	
称	稱		tʂʰəŋ1	
称	稱		tʂʰəŋ5	
琛	琛		tʂʰəŋ1	
郴	郴		tʂʰəŋ1	
嗔	嗔		tʂʰəŋ1	
瞋	瞋		tʂʰəŋ1	
謓	謓		tʂʰəŋ1	
碜	磣		tsʰəŋ1	
趁	趁		tʂʰəŋ5	
谶	讖		tsʰəŋ5	
榇	櫬		tsʰəŋ5	
衬	襯		tsʰəŋ5	
儭	儭		tsʰəŋ5	
寸	寸		tsʰəŋ5	
秤	秤		tʂʰəŋ5	
乘	乘	動詞，～汽車	tʂʰəŋ5	
乘	椉	動詞，～汽車	tʂʰəŋ5	
乘	乗	動詞，～汽車	tʂʰəŋ5	
沉	沉	～默	dʐəŋ2	
沈	沈	～默	dʐəŋ2	
岑	岑		dzəŋ2	
陈	陳		dʐəŋ2	
塍	塍	后～（地名）	dʐəŋ2	
尘	尘	古文塵字	dʐəŋ2	
尘	塵		dʐəŋ2	
臣	臣		dʐəŋ2	
存	存		dzəŋ2	
澄	澄	江陰簡稱澄	dʐəŋ2	
澄	澂	雲南澂江縣，今作澄江縣	dʐəŋ2	
惩	懲		dʐəŋ2	
橙	橙		dʐəŋ2	
谌	諶		dʐəŋ2	
湛	湛		dʐəŋ2	
忱	忱		dʐəŋ2	
訦	訦		dʐəŋ2	
乘	乘	加減～除	dʐəŋ2	
乘	椉	加減～除	dʐəŋ2	
乘	乗	加減～除	dʐəŋ2	
承	承		dʐəŋ2	
丞	丞		dʐəŋ2	
仍	仍		dʐəŋ2	
呈	呈		dʐəŋ2	
程	程		dʐəŋ2	
成	成		dʐəŋ2	
城	城		dʐəŋ2	
诚	誠		dʐəŋ2	
阵	陣		dʐəŋ6	
朕	朕		dʐəŋ6	
嵊	嵊	～泗列島	dʐəŋ6	
剩	剩		dʐəŋ6	
剩	賸		dʐəŋ6	
逞	逞		tʂʰəŋ1	
骋	騁		tʂʰəŋ1	
郑	鄭		dʐəŋ6	
鸩	鴆		dʐəŋ6	
参	參	人～	səŋ1	
深	深		ʂəŋ1	
身	身		ʂəŋ1	
申	申		ʂəŋ1	
伸	伸		ʂəŋ1	
绅	紳		ʂəŋ1	
呻	呻		ʂəŋ1	
砷	砷		ʂəŋ1	
珅	珅		ʂəŋ1	
飧	飧		səŋ1	
飧	飱	俗飧字	səŋ1	
喰	喰	又音孫	səŋ1	
孙	孫		səŋ1	
僧	僧		səŋ1	
蔘	蔘		səŋ1	
升	升	容量單位；上～，～級	ʂəŋ1	
升	昇	上～，～級	ʂəŋ1	
升	陞	～級；姓	ʂəŋ1	
昇	昇	畢～	ʂəŋ1	
生	生	（文）	səŋ1	
牲	牲		səŋ1	
笙	笙		səŋ1	
森	森		səŋ1	
声	聲	～音	ʂəŋ1	
沈	沈	姓	ʂəŋ1	
沈	瀋	～陽（地名）	ʂəŋ1	
审	審		ʂəŋ1	
婶	嬸		ʂəŋ1	
谂	諗		ʂəŋ1	
哂	哂		ʂəŋ1	
损	損		səŋ1	
笋	笋	同筍	səŋ1	
笋	筍	～乾	səŋ1	
榫	榫		səŋ1	
渗	滲		səŋ5	
舜	舜	～過山（常州地名）	ʂəŋ5	
瞬	瞬		ʂəŋ5	
鬊	鬊		ʂəŋ5	
胜	勝		ʂəŋ5	
圣	聖		ʂəŋ5	
琞	琞	古文聖字	ʂəŋ5	
逊	遜		səŋ5	
巽	巽		səŋ5	
壬	壬		ʐəŋ2	
神	神		ʐəŋ2	
辰	辰		dʐəŋ2	
晨	晨		dʐəŋ2	
宸	宸		dʐəŋ2	
人	人	（文）～民	ʐəŋ2	
仁	仁	（文）	ʐəŋ2	
唇	唇		ʐəŋ2	
唇	脣		ʐəŋ2	
莼	蓴		dʐəŋ2	
莼	蒓	通作蓴	dʐəŋ2	
纯	純		dʐəŋ2	
淳	淳		dʐəŋ2	
淳	湻		dʐəŋ2	
醇	醇		dʐəŋ2	
鹑	鶉		dʐəŋ2	
曾	曾		dzəŋ2	
层	層		zəŋ2	
绳	繩		ʐəŋ2	
渑	澠	～水（河名）	ʐəŋ2	
盛	盛	～飯	ʐəŋ2	
甚	甚		ʐəŋ6	
椹	椹		ʐəŋ6	
葚	葚		ʐəŋ6	
任	任	責～	ʐəŋ6	
荏	荏		ʐəŋ6	
稔	稔		ʐəŋ6	
娠	娠		ʂəŋ1	
妊	妊		ʐəŋ6	
肾	腎		ʐəŋ6	
蜃	蜃		ʐəŋ6	
慎	慎		ʐəŋ6	
慎	愼		ʐəŋ6	
慎	昚	古文愼字	ʐəŋ6	
忍	忍	（文）	ʐəŋ6	
韧	韌	（文）	ʐəŋ6	
润	潤		ʐəŋ6	
闰	閏		ʐəŋ6	
赠	贈		dzəŋ6	
盛	盛	旺～	ʐəŋ6	
跟	跟		kəŋ1	
根	根		kəŋ1	
更	更	（文）～換	kəŋ1	
羹	羹	（文）	kəŋ1	
庚	庚	（文）	kəŋ1	
耕	耕	（文）	kəŋ1	
耕	畊	（文）	kəŋ1	
哽	哽	（文）	kəŋ1	
耿	耿	（文）	kəŋ1	
更	更	（文）～好	kəŋ5	
亘	亙		kəŋ5	
亘	亘	俗亙字	kəŋ5	
艮	艮		kəŋ5	
坑	坑	（文）	kʰəŋ1	
铿	鏗		kʰəŋ1	
恳	懇		kʰəŋ1	
垦	墾		kʰəŋ1	
啃	啃		kʰəŋ1	
肯	肯		kʰəŋ1	
啃	啃	～骨頭	ɡəŋ2	
龈	齦	～骨頭	ɡəŋ2	
艮	艮	性格倔強偏執	ɡəŋ6	
亨	亨	（文）	həŋ1	
哼	哼		həŋ1	
擤	擤	～鼻涕	həŋ1	
很	很		həŋ1	
