漢字	音標	註釋
香	hiaŋ1	文，芳～
窗	hiaŋ1	
胸	hiaŋ1	
鄉	hiaŋ1	文
雄	hiaŋ2	白，鴨～：公鴨
降	hiaŋ2	投～
享	hiaŋ3	
響	hiaŋ3	
餉	hiaŋ3	
向	hiaŋ5	文，一～
央	iaŋ1	文，中～
秧	iaŋ1	文，扭～歌
殃	iaŋ1	
怏	iaŋ1	
盎	iaŋ1	
泱	iaŋ1	
樣	iaŋ1	文
羊	iaŋ2	文
洋	iaŋ2	文
猶	iaŋ3	訓
湧	iaŋ3	白，波
映	iaŋ5	
漾	iaŋ5	文，盪～
漾	iaŋ6	白，水～
拌	ɓuaŋ6	
盤	fuaŋ2	文，～古
判	fuaŋ5	
叛	fuaŋ5	
□	muaŋ2	～薯：大薯
滿	muaŋ3	文，～族
樁	tuaŋ1	
宗	tuaŋ1	訓“樁”，一～心事
旋	tuaŋ2	
選	tuaŋ3	
轉	tuaŋ3	文，旋～
□	tuaŋ3	嬰兒的帽
轉	tuaŋ5	奔走
撰	tuaŋ5	
傳	tuaŋ6	～記
旋	tuaŋ6	旋轉
狀	tuaŋ6	文，形～
端	ɗuaŋ1	
□	ɗuaŋ3	用話啓發
段	ɗuaŋ5	姓
鍛	ɗuaŋ5	
斷	ɗuaŋ5	文，～定
緞	ɗuaŋ5	文
段	ɗuaŋ6	一～路
碫	ɗuaŋ6	～石：鑿石
援	nuaŋ2	
暖	nuaŋ2	文
緩	nuaŋ2	
鑾	luaŋ2	
鸞	luaŋ2	
巒	luaŋ2	
聯	luaŋ2	蘇～
孿	luaŋ2	
亂	luaŋ5	文
專	tsuaŋ1	
莊	tsuaŋ1	
裝	tsuaŋ1	文，西～
妝	tsuaŋ1	文
鑽	tsuaŋ5	
壯	tsuaŋ5	
宣	suaŋ1	
川	suaŋ1	
霜	suaŋ1	文，～鬢
全	suaŋ2	
痊	suaŋ2	
傳	suaŋ2	流～
泉	suaŋ2	文，溫～
串	suaŋ5	
闖	suaŋ5	
竄	suaŋ5	
纂	suaŋ5	
算	suaŋ5	文，～賬
拴	suaŋ6	～索
閂	suaŋ6	鐵～
原	zuaŋ2	
源	zuaŋ2	
員	zuaŋ2	
圓	zuaŋ2	文，銀～
丸	zuaŋ2	
元	zuaŋ2	
完	zuaŋ2	
園	zuaŋ2	文
袁	zuaŋ2	文
猿	zuaŋ2	文
緣	zuaŋ2	
遠	zuaŋ3	文，～東
院	zuaŋ6	
願	zuaŋ6	
關	kuaŋ1	文，機～
觀	kuaŋ1	
冠	kuaŋ1	載～
光	kuaŋ1	文
官	kuaŋ1	文
棺	kuaŋ1	文
管	kuaŋ3	文
廣	kuaŋ3	
館	kuaŋ3	
莞	kuaŋ3	東～：地名
貫	kuaŋ5	文
慣	kuaŋ5	
灌	kuaŋ5	
罐	kuaŋ5	
冠	kuaŋ5	～軍
胱	kuaŋ6	
□	kuaŋ6	屁股搖擺
寬	xuaŋ1	文，～闊
匡	xuaŋ1	
框	xuaŋ1	
眶	xuaŋ1	
圈	xuaŋ1	
狂	xuaŋ2	匆忙
欵	xuaŋ3	
管	xuaŋ3	白，一～筆
逛	xuaŋ3	
況	xuaŋ5	
擴	xuaŋ5	
礦	xuaŋ5	
曠	xuaŋ5	
鄺	xuaŋ5	
貺	xuaŋ5	
框	xuaŋ9	門～
歡	huaŋ1	文，～等：歡迎
欣	huaŋ1	訓“歡”，～賞
番	huaŋ1	
幡	huaŋ1	
風	huaŋ1	
荒	huaŋ1	
慌	huaŋ1	
謊	huaŋ1	～言
翻	huaŋ1	
黃	huaŋ2	文，～昏
王	huaŋ2	文，～朝
皇	huaŋ2	
隍	huaŋ2	
蝗	huaŋ2	
煌	huaŋ2	
徨	huaŋ2	彷～
凰	huaŋ2	
惶	huaŋ2	
礬	huaŋ2	
謊	huaŋ3	說謊話
混	huaŋ3	水變混濁
煥	huaŋ5	
渙	huaŋ5	
喚	huaŋ5	
瘓	huaŋ5	
幻	huaŋ5	
宦	huaŋ5	
換	huaŋ5	文，金不換
患	huaŋ6	
頑	ŋuaŋ2	
玩	ŋuaŋ6	
彎	uaŋ1	
灣	uaŋ1	
汪	uaŋ1	
彎	uaŋ2	繞過
往	uaŋ3	
腕	uaŋ3	
婉	uaŋ3	
苑	uaŋ3	
惋	uaŋ3	
宛	uaŋ3	
枉	uaŋ3	
怨	uaŋ5	
冰	ɓeŋ1	
繃	ɓeŋ1	向相反的方向拉開
兵	ɓeŋ1	文
丙	ɓeŋ3	文
秉	ɓeŋ3	
餅	ɓeŋ3	文
並	ɓeŋ5	
乒	ɓeŋ5	
病	ɓeŋ5	文，霍去～
柄	ɓeŋ5	文，把～
□	feŋ1	把皮等挺平
平	feŋ2	文，和～
評	feŋ2	
蘋	feŋ2	
萍	feŋ2	
坪	feŋ2	文
瓶	feŋ2	文，花～
憑	feŋ2	
屏	feŋ2	
聘	feŋ5	
拼	feŋ5	～命
明	meŋ2	文，光～
名	meŋ2	文，～望
鳴	meŋ2	
銘	meŋ2	
冥	meŋ2	文，～王星
茗	meŋ2	
酩	meŋ2	
命	meŋ5	文，革～
命	meŋ6	文，～令
升	teŋ1	白，～起
牲	teŋ1	白，犧～
腥	teŋ1	魚、蝦的氣味
承	teŋ2	文，～包
誠	teŋ2	
省	teŋ3	白，節省
聖	teŋ5	
瞪	teŋ5	
盛	teŋ6	文，豐～
勝	teŋ6	
剩	teŋ6	
丁	ɗeŋ1	
燈	ɗeŋ1	
汀	ɗeŋ1	
登	ɗeŋ1	文
釘	ɗeŋ1	文，名詞
酊	ɗeŋ1	
亭	ɗeŋ2	
頂	ɗeŋ3	
等	ɗeŋ3	文，～級
鼎	ɗeŋ3	文，～立
錠	ɗeŋ5	
碇	ɗeŋ5	錨
定	ɗeŋ5	文，～安：地名
訂	ɗeŋ6	
鄧	ɗeŋ6	文
定	ɗeŋ6	文，～婚
澄	ɗeŋ6	文，～水
寧	neŋ2	
儂	neŋ2	人
能	neŋ2	文
濘	neŋ2	
佞	neŋ5	
拎	neŋ9	提
冷	leŋ1	～風：讓冷風吹
靈	leŋ2	
伶	leŋ2	
鈴	leŋ2	文
零	leŋ2	文，～落
玲	leŋ2	
齡	leŋ2	
聆	leŋ2	
羚	leŋ2	
陵	leŋ2	
凌	leŋ2	
領	leŋ3	文
嶺	leŋ3	文
冷	leŋ3	文，寒～
另	leŋ6	
令	leŋ6	
軨	leŋ9	輪的鐵圈
精	tseŋ1	
睛	tseŋ1	
晶	tseŋ1	
偵	tseŋ1	
貞	tseŋ1	
征	tseŋ1	
徵	tseŋ1	
蒸	tseŋ1	
爭	tseŋ1	文，～辯
曾	tseŋ1	文，姓
丞	tseŋ2	
晴	tseŋ2	
整	tseŋ3	
井	tseŋ3	文
正	tseŋ5	文，～經
政	tseŋ5	
證	tseŋ5	
症	tseŋ5	
鄭	tseŋ6	
淨	tseŋ6	
靖	tseŋ6	
僧	tseŋ6	
贈	tseŋ6	文
增	tseŋ6	文
憎	tseŋ6	
靜	tseŋ6	文
青	seŋ1	文
清	seŋ1	
蜻	seŋ1	
星	seŋ1	文，～斗
生	seŋ1	文，～疏
牲	seŋ1	文，犧～
箏	seŋ1	風～
聲	seŋ1	文，～名
稱	seŋ1	～呼
升	seŋ1	文
橙	seŋ2	
呈	seŋ2	
程	seŋ2	
逞	seŋ2	
乘	seŋ2	～客
繩	seŋ2	
情	seŋ2	文，行～
成	seŋ2	文，七～
城	seŋ2	文
曾	seŋ2	文，～經
澄	seŋ2	文，水清
省	seŋ3	文，～察
醒	seŋ3	文，覺～
請	seŋ3	
乘	seŋ5	～除
稱	seŋ5	對～
星	seŋ9	零～
贏	zeŋ2	文，～餘
經	keŋ1	
京	keŋ1	
鯨	keŋ1	
驚	keŋ1	文，～蟄：節氣
荊	keŋ1	
耕	keŋ1	文
庚	keŋ1	文
更	keŋ1	文，變～
羹	keŋ1	文
耿	keŋ2	文
賡	keŋ2	文
景	keŋ3	
境	keŋ3	
警	keŋ3	
鯁	keŋ3	文
敬	keŋ5	
勁	keŋ5	
竟	keŋ5	
競	keŋ5	
更	keŋ5	文，～加
卿	xeŋ1	
馨	xeŋ1	
磬	xeŋ1	
瓊	xeŋ2	
凝	xeŋ2	～疕：結痂
頃	xeŋ2	
傾	xeŋ2	
乾	xeŋ2	～坤
慶	xeŋ5	
杏	xeŋ5	
傾	xeŋ9	談話
興	heŋ1	～盛
形	heŋ2	
刑	heŋ2	
型	heŋ2	
邢	heŋ2	
停	heŋ2	
廷	heŋ2	
庭	heŋ2	文，溫～筠：人名
挺	heŋ3	
興	heŋ5	～趣
幸	heŋ6	
凝	ŋeŋ2	文，～固
擬	ŋeŋ5	～想
英	eŋ1	
應	eŋ1	～該
鷹	eŋ1	
膺	eŋ1	
鶯	eŋ1	
嬰	eŋ1	
鸚	eŋ1	
營	eŋ2	文，～救
影	eŋ3	文，～子
應	eŋ5	答～
磅	ɓɔŋ2	～秤
乓	ɓɔŋ5	
□	ɓɔŋ6	稀泥
泵	ɓɔŋ9	
蒙	mɔŋ1	用東西蓋住
蹲	tɔŋ2	
總	tɔŋ3	～共
□	tɔŋ6	肌肉豐滿
登	ɗɔŋ1	白
囊	ɗɔŋ2	口袋
等	ɗɔŋ3	白，一～
鄧	ɗɔŋ6	白
澄	ɗɔŋ6	白，～水：使水沉澱
農	nɔŋ2	
濃	nɔŋ2	
能	nɔŋ2	白
膿	nɔŋ2	文
儂	nɔŋ3	對小孩的愛稱
儂	nɔŋ9	對小孩的愛稱
囊	lɔŋ2	放進袖子或洞穴
攏	lɔŋ3	用竹竿放進洞穴裏捅
籠	lɔŋ3	文，～罩
增	tsɔŋ6	白
贈	tsɔŋ6	白
僧	tsɔŋ6	
憎	tsɔŋ6	
生	sɔŋ1	白，正～：瓊戲角色里的男主角
從	sɔŋ2	
崇	sɔŋ2	
重	sɔŋ2	文，～複
曾	sɔŋ2	白，～經
省	sɔŋ3	白，～城
容	zɔŋ6	
溶	zɔŋ6	
蓉	zɔŋ6	
熔	zɔŋ6	
榕	zɔŋ6	
榮	zɔŋ6	
營	zɔŋ6	白，經～
戎	zɔŋ6	
絨	zɔŋ6	
茸	zɔŋ6	
融	zɔŋ6	
庚	kɔŋ1	白
更	kɔŋ1	白，～換
耕	kɔŋ1	白
羹	kɔŋ1	白
耿	kɔŋ2	白
賡	kɔŋ2	白
講	kɔŋ3	
言	kɔŋ3	訓“講”，文～文
更	kɔŋ5	白，～好
亨	xɔŋ1	
哼	xɔŋ1	
恐	xɔŋ2	
吼	xɔŋ2	
孔	xɔŋ2	～子
孔	xɔŋ3	小洞
紅	hɔŋ2	文，人名
洪	hɔŋ2	文，～峰
鴻	hɔŋ2	
宏	hɔŋ2	
轟	hɔŋ2	
衡	hɔŋ2	
恆	hɔŋ2	文，～心
童	hɔŋ2	
同	hɔŋ2	文，大～
桐	hɔŋ2	
弘	hɔŋ2	
橫	hɔŋ2	文，縱～
藤	hɔŋ2	文
統	hɔŋ3	
窮	xiɔŋ2	文
凶	hiɔŋ1	
兇	hiɔŋ1	
匈	hiɔŋ1	
雄	hiɔŋ2	文，英～
熊	hiɔŋ2	
碰	ɓoŋ1	
崩	ɓoŋ1	文，～潰
胖	ɓoŋ9	凸出
豐	foŋ1	
丰	foŋ1	
風	foŋ1	文
瘋	foŋ1	
鋒	foŋ1	
峰	foŋ1	
烽	foŋ1	
蜂	foŋ1	文
封	foŋ1	文，開～：地名
逢	foŋ2	
蓬	foŋ2	
縫	foŋ2	文，裁～
篷	foŋ2	文
彭	foŋ2	文，姓
澎	foŋ2	
朋	foŋ2	
棚	foŋ2	
鵬	foŋ2	
馮	foŋ2	文，姓
膨	foŋ2	文
碰	foŋ5	～著：遇上
諷	foŋ5	
奉	foŋ6	
捧	foŋ6	文
俸	foŋ6	
鳳	foŋ6	
蒙	moŋ2	
濛	moŋ2	
朦	moŋ2	
萌	moŋ2	
盟	moŋ2	
瞢	moŋ2	視覺不明
懵	moŋ3	約略
孟	moŋ5	
猛	moŋ5	
夢	moŋ5	文
蜢	moŋ5	蚱～
鬆	toŋ1	白，～手
中	toŋ1	
忠	toŋ1	
宗	toŋ1	
綜	toŋ1	
衷	toŋ1	
終	toŋ1	
鍾	toŋ1	姓
棕	toŋ1	～櫚
松	toŋ2	
總	toŋ3	～共
縱	toŋ5	
慫	toŋ5	
中	toŋ5	文，選～
綜	toŋ5	
頌	toŋ6	
訟	toŋ6	
冬	ɗoŋ1	文
東	ɗoŋ1	文
董	ɗoŋ3	
懂	ɗoŋ3	
凍	ɗoŋ5	
棟	ɗoŋ5	文
洞	ɗoŋ6	
幢	ɗoŋ6	一～樓
□	ɗoŋ9	凸出
弄	noŋ5	玩～
□	loŋ1	挑～：亂翻
隆	loŋ2	興～
龍	loŋ2	文
籠	loŋ2	文，～罩
聾	loŋ2	文，～啞
攏	loŋ3	文
𥦌	loŋ5	～空：通孔
𥦌	loŋ9	洞穴
鍾	tsoŋ1	文，～鼓
腫	tsoŋ3	文，～瘤
種	tsoŋ3	文，～類
仲	tsoŋ5	
重	tsoŋ5	文，人名用
眾	tsoŋ5	文
種	tsoŋ5	文，～地
充	soŋ1	
衝	soŋ1	
沖	soŋ1	
聰	soŋ1	
鬆	soŋ1	文，放～
蟲	soŋ2	文
從	soŋ2	～兄：堂兄
銃	soŋ5	
庸	zoŋ1	
傭	zoŋ1	
永	zoŋ3	
勇	zoŋ3	
湧	zoŋ3	文，洶～
甬	zoŋ3	
泳	zoŋ5	
詠	zoŋ5	
踴	zoŋ5	
用	zoŋ6	
公	koŋ1	文，～共
工	koŋ1	文，～整
功	koŋ1	文
攻	koŋ1	
弓	koŋ1	文，～箭
躬	koŋ1	
恭	koŋ1	
宮	koŋ1	
蚣	koŋ1	文
江	koŋ1	文
拱	koŋ2	用身體擠進
拱	koŋ3	～形
供	koŋ3	
鞏	koŋ3	
貢	koŋ5	
贛	koŋ5	
共	koŋ6	文，～用
弓	koŋ9	～腰
空	xoŋ1	文，天～
空	xoŋ5	白，～一個
控	xoŋ5	文，～訴
通	hoŋ1	
同	hoŋ2	文，老：同年歲的小孩
誦	hoŋ5	～讀
恿	hoŋ5	
蛹	hoŋ5	
翁	oŋ1	文，老～
嗡	oŋ1	
雍	oŋ1	
臃	oŋ1	
癰	oŋ1	
邕	oŋ1	
擁	oŋ3	
壅	oŋ3	～塞
壅	oŋ5	～雞：把雞關在小籠裏餵肥
甕	oŋ5	文
拾	tip8	收～
□	tip8	用力踩
鑷	nip7	
立	lip7	文，～方
立	lip8	白，～春
集	tsip7	～合
叔	tsip7	白，～爹
集	tsip8	三～
習	tsip8	
執	tsip8	
濕	sip7	
□	sip8	用力拉下
入	zip7	文
入	zip8	白
吸	kip7	
級	kip7	
圾	kip7	
急	kip7	
喼	kip7	皮～：小皮箱
笈	kip7	
及	kip8	
熻	hip7	～飯：燜飯
熻	ip7	天～：天悶熱
邑	ip7	
悒	ip7	
十	tap8	
雜	tap8	白，～種囝：私生子
□	ɗap8	～堵：不通事理
納	nap7	～粹
□	nap7	穀糠
□	nap7	心～：放心不下
納	nap8	出～
簏	lap7	竹箱
垃	lap8	～圾：不清潔
恰	tsap7	
洽	tsap8	
圾	sap8	垃～：不清潔
合	kap7	白，～共
蛤	kap7	青蛙
鴿	kap7	
合	hap8	文，符～
盒	ap8	
澀	tiap7	
涉	tiap8	白，干～
輯	tiap8	白，編～
葉	ɗiap7	中～
蝶	ɗiap8	文
疊	ɗiap8	
碟	ɗiap8	文，飛～
粒	liap8	
獵	liap8	
接	tsiap7	文，～洽
汁	tsiap7	
涉	siap7	文，～及
輯	siap7	文，～錄
緝	siap7	
襲	siap7	
妾	siap7	
攝	siap7	
劫	kiap7	
夾	kiap8	文，～冊
狹	kiap8	白，狹窄
㾀	xiap7	壞，質量不好
貼	hiap7	
帖	hiap7	
峽	hiap7	
狹	hiap8	文，～義
俠	hiap8	
挾	hiap8	
協	hiap8	
脅	hiap8	～從
業	ŋiap7	文，人名
業	ŋiap8	白，農業
葉	iap8	姓
十	tɔp8	
□	tɔp8	塗～：沉默寡言
簏	lɔp7	套住衣物
□	lɔp7	凹入
漉	lɔp8	㴷～：很濕
插	sɔp7	套入管狀物
容	xɔp7	蓋住
□	xɔp8	xek3～：表面高低不平
塌	hɔp7	白，凹入
□	ŋɔp7	面向下跌倒
□	ŋɔp8	嘴巴一上一下地咬動
□	ɔp7	找回錢
必	ɓit7	
筆	ɓit7	
畢	ɓit7	～業
別	ɓit8	文，分～
畢	ɓit8	～生
匹	fit7	
撇	fit7	
□	vit7	用手指沾嘗
秘	mit7	
泌	mit7	
蜜	mit8	
密	mit8	文，秘～
滅	mit8	
失	tit7	
設	tit7	
薛	tit7	
室	tit7	文
息	tit7	曾孫
跌	tit7	文，～足
實	tit8	文，結～
翼	tit8	白，鴨～
得	ɗit7	
直	ɗit8	
捏	nit7	～造
烈	lit7	
裂	lit7	
冽	lit7	
列	lit8	
哲	tsit7	
折	tsit7	～扣
脊	tsit7	文，～梁
質	tsit7	
鯽	tsit7	
織	tsit7	白
節	tsit7	文，～操
疾	tsit7	
侄	tsit8	
□	tsit8	凸起的肉塊
七	sit7	
拭	sit7	
切	sit7	
竊	sit7	
澈	sit7	文
徹	sit7	
撤	sit7	
日	zit7	文，紅～
日	zit8	白，～後
熱	zit8	文，～帶
吉	kit7	
結	kit7	文，～婚
桔	kit7	
潔	kit7	文，～白
傑	kit7	
揭	kit7	文，～發
謁	kit7	
竭	kit7	
蠍	kit7	
歇	kit7	文
髻	kit7	
孑	kit7	
渴	kit8	稠，跟稀相對
吃	xit7	
乞	xit7	
厥	xit7	
闕	xit7	
橛	xit8	短小的木樁
翕	hit7	～火：把爐火封住使熄滅
穴	hit8	
孽	ŋit7	罪～
□	ŋit8	嗷～：嘮叨
一	it7	十～
乙	it7	
憶	it7	
曳	it8	招展；擺動
□	ɓut7	以手攏取
佛	ɓut8	
弗	fut7	
沸	fut7	
彿	fut7	
勃	fut7	
渤	fut7	
脖	fut7	
吻	fut7	
拂	fut7	
𢪱	vut7	用細條物打
物	vut8	文，動～
□	mut7	萎縮
卒	tut7	
戍	tut7	
率	tut7	～領
戌	tut7	地支之一
蟀	tut7	
摔	tut7	
術	tut8	
述	tut8	
捽	tut8	擦
秫	tut8	～米：糯米
□	nut7	縮回
□	lut7	點燃火
律	lut8	
捋	lut8	
出	sut7	
似	sut7	
骨	kut7	
猾	kut7	
滑	kut7	～稽
滑	kut8	
掘	kut8	
屈	xut7	
窟	xut7	
□	xut8	刀鈍
忽	hut7	
突	hut7	
脫	hut7	
脫	hut8	～手
屈	ut7	～蹻：拗彎
𦗣	ut8	碰著易沾染的東西
北	ɓak7	
別	ɓak7	懂
幅	ɓak7	
剝	ɓak7	
縛	ɓak8	
別	ɓak8	白，～儂
伏	fak7	白，～著
法	fak7	
伐	fak7	
閥	fak7	
筏	fak7	
髮	fak7	
發	fak7	文
乏	fak8	文，缺～
曝	fak8	白，曬
密	vak8	白，塞～
墨	vak8	白，磨～
木	vak8	白，～匠
嘜	mak7	商標
□	mak7	被動物吃過
目	mak8	白，～力：視力
蝨	tak7	
虱	tak7	
節	tak7	白，關～
實	tak8	白，～肚：實心
豛	ɗak7	牛～架：牛以角相鬥
毒	ɗak8	
笛	ɗak8	
搦	nak8	用手聚攏，使物固定在手中
落	lak7	白，掉下
力	lak8	白，～氣
六	lak8	白
捉	tsak7	白，抓住
漆	sak7	
察	sak7	
賊	sak8	
鑿	sak8	
角	kak7	
結	kak7	白，～髻：扎髻
桷	kak7	
閣	kak7	白，樓～
穀	kak7	白，五～
棄	kak8	訓
結	xak7	白，縛～：打結
刻	xak7	雕～
咯	xak8	～痰
塞	hak7	
踢	hak7	～球
乏	hak8	白，疲乏
讀	hak8	
鶴	hak8	白
顎	ŋak7	白，下巴
軋	ŋak8	
沃	ak7	白，～水：澆水
遏	ak7	～制
縮	tiak7	白，收～
粟	tiak7	粟子
跌	tiak7	白
熟	tiak8	白，煮～
席	tiak8	
謝	tiak8	
贖	tiak8	
麝	tiak8	～香
鹿	ɗiak8	白
□	ɗiak8	淋
□	niak7	縮回
綠	liak8	白
隻	tsiak7	
燭	tsiak7	白，蠟～
囑	tsiak7	
粟	siak7	稻穀
䟉	siak8	上下抖動
一	ziak8	訓
亦	ziak8	白
菊	kiak7	
桷	kiak7	
曲	xiak7	歌～
麯	xiak7	
麴	xiak7	
剔	hiak7	白，～齒
溢	iak7	白，～奶：漾奶
浴	iak8	白，洗～
拔	ɓuak7	文，提～
跋	ɓuak7	
末	muak7	文，～日
抹	muak7	
沒	muak7	
末	muak8	白，藥～
拙	tuak7	
茁	tuak7	
刷	tuak7	
絕	tuak8	
啄	ɗuak7	文
琢	ɗuak7	
奪	ɗuak8	
劣	luak7	
□	luak7	沾染上髒東西
擦	suak7	火～：火柴
越	zuak7	～過
粵	zuak7	
月	zuak7	文，歲～
越	zuak8	超～
悅	zuak8	
逸	zuak8	勞～
廓	kuak7	輪～
括	kuak7	
刮	kuak7	
□	xuak8	量詞，用於小的團狀物
發	huak7	白
醱	huak7	～酵
活	huak7	文，～潑
罰	huak8	
挖	uak7	
逼	ɓek7	
迫	ɓek7	訓“逼”
煏	ɓek7	
壁	ɓek7	文，峭～
臂	ɓek7	～膊
弼	ɓek7	
碧	ɓek7	
璧	ɓek7	
闢	fek7	
辟	fek7	
僻	fek7	文，怪～
劈	fek7	
癖	fek7	
霹	fek7	
□	vek8	皮箱，音譯詞
色	tek7	
式	tek7	
飾	tek7	
識	tek7	文，知～
蟋	tek7	
悉	tek7	
滴	ɗek7	一～水
適	ɗek7	
滌	ɗek7	
德	ɗek7	文
狄	ɗek7	
逖	ɗek7	
荻	ɗek7	
的	ɗek7	～確
特	ɗek8	
敵	ɗek8	
的	ɗek8	目～
力	lek7	文，～所能及
勒	lek7	文，～令
靂	lek7	
歷	lek8	
曆	lek8	
勒	lek8	白，～緊
職	tsek7	
織	tsek7	文，組～
幟	tsek7	
夕	tsek7	
積	tsek7	
即	tsek7	文，～刻
則	tsek7	文
澤	tsek7	文，人名
炙	tsek7	文
值	tsek8	
斥	sek7	
測	sek7	文
戚	sek7	文，姓
□	sek7	～雨：掉點兒
石	sek7	文，姓
昔	sek7	
食	sek7	文
策	sek7	文
赤	sek7	文
尺	sek7	文
廁	sek7	文
譯	zek7	
釋	zek7	
亦	zek7	文
翼	zek7	文，左～
易	zek8	交～
擊	kek7	
激	kek7	
革	kek7	文
戟	kek7	
極	kek8	
克	xek7	文，五～
刻	xek7	文，三～鍾
□	xek8	～xɔp3：表面不平
剔	hek7	文，挑～
錫	hek7	文，無～
踢	hek7	跳～：跳躍
惕	hek7	
赫	hek7	
域	hek7	
忑	hek7	
□	hek8	挺起，～肚
逆	ŋek8	
益	ek7	
溢	ek7	文，洋～
縊	ek7	
□	ek8	膨脹
博	ɓɔk7	文
搏	ɓɔk7	
舶	ɓɔk7	
泊	ɓɔk7	
柏	ɓɔk7	
帛	ɓɔk7	
伯	ɓɔk7	文
白	ɓɔk7	文，～日
卜	ɓɔk7	
粕	ɓɔk7	文
薄	ɓɔk7	文
□	fɔk8	～下：不一會兒
摸	mɔk7	尋找
德	ɗɔk7	白
鐸	ɗɔk7	
斵	ɗɔk7	砍斷
厾	ɗɔk8	用東西輕捅或用話啓發
□	nɔk7	肥胖
搦	nɔk8	揉
洛	lɔk7	
駱	lɔk7	
酪	lɔk7	
落	lɔk7	文，村～
絡	lɔk7	
賂	lɔk7	
胳	lɔk7	～膊
樂	lɔk8	快～
卓	tsɔk7	
則	tsɔk7	白
澤	tsɔk7	白，色～
著	tsɔk8	文，～樂：和好
戳	sɔk7	
朔	sɔk7	
測	sɔk7	白
廁	sɔk7	白
戳	sɔk8	
革	kɔk7	白
格	kɔk7	文，～鬥
葛	kɔk7	文，諸～：姓
閣	kɔk7	文，樓～
谷	kɔk7	山～
穀	kɔk7	文，五～
郭	kɔk7	文
克	xɔk7	白，～勤～儉
刻	xɔk7	白，一～久
局	xɔk8	
侷	xɔk8	
焗	xɔk8	～雞
鶴	hɔk7	文
旭	hɔk7	
□	hɔk8	粗壯
厄	ŋɔk7	
扼	ŋɔk7	
鄂	ŋɔk7	
鱷	ŋɔk7	
萼	ŋɔk7	
噩	ŋɔk7	
愕	ŋɔk7	
顎	ŋɔk7	文
惡	ɔk7	凶～
竹	ɗiɔk7	白
瘧	niɔk7	
虐	niɔk7	文，暴～
弱	niɔk8	
虐	niɔk8	白，～待
略	liɔk8	文，侵～
芍	tsiɔk7	
爵	tsiɔk7	
嚼	tsiɔk7	
酌	tsiɔk7	文，～酒
碩	siɔk7	
雀	siɔk7	
若	ziɔk7	文，～干
樂	ziɔk8	音～
卻	xiɔk7	
覺	xiɔk7	
學	hiɔk7	文，大～：禮記篇名
肉	hiɔk8	
約	iɔk7	
伏	ɓok8	
福	fok7	
伏	fok7	文
腹	fok7	
匐	fok7	
復	fok7	文
服	fok8	
復	fok8	文，～婚
複	fok8	重～
木	mok7	文，人名用
寞	mok7	
牧	mok7	
穆	mok7	
默	mok7	沉～
墨	mok7	文，～子
漠	mok7	文，淡～
木	mok8	文，果～
默	mok8	～寫
目	mok8	文，～標
粥	tok7	
鬻	tok7	
族	tok8	
屬	tok8	
續	tok8	文，陸～
督	ɗok7	
篤	ɗok7	
牘	ɗok7	
諾	nok7	文，～言
陸	lok7	～地
綠	lok7	文
祿	lok7	福～
鹿	lok7	文
麓	lok7	
六	lok7	文，～畜
錄	lok8	
祿	lok8	俸～
祝	tsok7	
足	tsok7	
捉	tsok7	文，捕～
竹	tsok7	文
燭	tsok7	文，花～
畜	sok7	
速	sok7	
夙	sok7	
觸	sok7	
促	sok7	
縮	sok7	文，～小
熟	sok7	文，成～
叔	sok7	文，～伯
蓄	sok7	
宿	sok7	
肅	sok7	
塑	sok7	
育	zok7	
岳	zok7	
欲	zok7	文
慾	zok7	文
浴	zok7	文，沐～
郁	zok7	
辱	zok8	
褥	zok8	
國	kok7	
幗	kok7	
□	kok7	玻璃瓶
焗	kok8	煙氣熏鼻子
□	kok8	拍攝
屋	ok7	
握	ok7	
沃	ok7	文，肥～
