繁體	简体	聲韻	聲調		1ː51	2ː31
屏	屏	biŋ	31			
崩	崩	bəŋ	31			
巴	巴	buə	31			
平	平	biŋ	31			
彭	彭	baŋ	31			
憑	凭	biŋ	31			
排	排	ba	31			
搬	搬	bɛ̃	31			
旁	旁	boŋ	31			
朋	朋	bɛ̃	31			
杷	杷	bɔ	31			
枇	枇	bi	31			
棚	棚	bəŋ	31			
滂	滂	boŋ	31			
爬	爬	buə	31			
爿	爿	bɔ̃	31			
牌	牌	ba	31			
琵	琵	bi	31			
琶	琶	bɔ	31			
瓢	瓢	biɜ	31			
瓶	瓶	biŋ	31			
疲	疲	bi	31			
皮	皮	bi	31			
盆	盆	bɛ̃	31			
盤	盘	bɛ̃	31			
篷	篷	bəŋ	31			
脾	脾	bi	31			
膨	膨	baŋ	31			
般	般	bɛ̃	31			
菩	菩	bu	31			
萍	萍	biŋ	31			
葡	葡	buə	31			
蒲	蒲	buə	31			
蓬	蓬	bəŋ	31			
袍	袍	bɜ	31			
評	评	biŋ	31			
貧	贫	biŋ	31			
賠	赔	bei	31			
陪	陪	bei	31			
頻	频	biŋ	31			
鰾	鳔	biɜ	31			
龐	庞	boŋ	31			
亭	亭	diŋ	31			
停	停	diŋ	31			
同	同	dəŋ	31			
唐	唐	doŋ	31			
啼	啼	diɛ	31			
囤	囤	dɛ̃	31			
圖	图	duə	31			
團	团	dɛ̃	31			
堂	堂	doŋ	31			
堤	堤	diɛ	31			
塗	涂	duə	31			
塘	塘	doŋ	31			
填	填	diɛ̃	31			
壇	坛	dɔ̃	31			
壜	壜	dɛ̃	31			
屠	屠	duə	31			
屯	屯	dɛ̃	31			
庭	庭	diŋ	31			
廷	廷	diŋ	31			
彈	弹	dɔ̃	31			
徒	徒	duə	31			
投	投	dei	31			
抬	抬	dɛ	31			
提	提	diɛ	31			
搽	搽	duə	31			
桃	桃	dɜ	31			
桐	桐	dəŋ	31			
條	条	diɔ	31			
棠	棠	doŋ	31			
檀	檀	dɔ̃	31			
沌	沌	dɛ̃	31			
潭	潭	dɛ̃	31			
濤	涛	dɜ	31			
甜	甜	diɛ̃	31			
田	田	diɛ̃	31			
痰	痰	dɔ̃	31			
瞳	瞳	dəŋ	31			
童	童	dəŋ	31			
筒	筒	dəŋ	31			
糖	糖	doŋ	31			
臀	臀	dɛ̃	31			
臺	台	dɛ	31			
苔	苔	dɛ	31			
萄	萄	dɜ	31			
藤	藤	dɛ̃	31			
蜓	蜓	diŋ	31			
螳	螳	doŋ	31			
調	调	diɔ	31			
談	谈	dɔ̃	31			
謄	誊	dɛ̃	31			
譚	谭	dɛ̃	31			
豚	豚	dɛ̃	31			
蹄	蹄	diɛ	31			
逃	逃	dɜ	31			
途	途	duə	31			
銅	铜	dəŋ	31			
錢	钱	diɛ̃	31			
長	长	dɛ̃	31			
陀	陀	du	31			
陶	陶	dɜ	31			
頭	头	dei	31			
頹	颓	dei	31			
題	题	diɛ	31			
飩	饨	dɛ̃	31			
馱	驮	du	31			
駝	驼	du	31			
騰	腾	dɛ̃	31			
夔	夔	guei	31			
懷	怀	gua	31			
求	求	gei	31			
狂	狂	goŋ	31			
球	球	gei	31			
環	环	guɔ̃	31			
葵	葵	guei	31			
逵	逵	guei	31			
銜	衔	gɔ̃	31			
凡	凡	fɔ̃	31			
坊	坊	foŋ	31			
墳	坟	fɛ̃i	31			
妨	妨	foŋ	31			
帆	帆	fɔ̃	31			
房	房	foŋ	31			
梵	梵	fɔ̃	31			
浮	浮	fuə	31			
焚	焚	fɛ̃i	31			
煩	烦	fɔ̃	31			
礬	矾	fɔ̃	31			
符	符	fuə	31			
縫	缝	fəŋ	31			
繁	繁	fɔ̃	31			
芙	芙	fuə	31			
藩	藩	fɔ̃	31			
逢	逢	fəŋ	31			
防	防	foŋ	31			
馮	冯	fəŋ	31			
仇	仇	sei	31			
剿	剿	sɔ	31			
匙	匙	sɿɛ	31			
叢	丛	səŋ	31			
存	存	sɛ̃	31			
層	层	sɛ̃	31			
崇	崇	səŋ	31			
巢	巢	sɔ	31			
愁	愁	sei	31			
慈	慈	sɯə	31			
才	才	sɛ	31			
時	时	sɿ	31			
曾	曾	sɛ̃	31			
材	材	sɛ	31			
松	松	sɛ̃	31			
柴	柴	sa	31			
槽	槽	sɜ	31			
殘	残	sɔ̃	31			
潺	潺	sɔ̃	31			
磁	磁	sɯə	31			
祠	祠	sɯə	31			
禪	禅	sɛ̃	31			
纔	纔	sɛ	31			
臍	脐	sɿɛ	31			
茸	茸	səŋ	31			
薺	荠	sɿɛ	31			
藏	藏	soŋ	31			
蟬	蝉	sɛ̃	31			
蠶	蚕	sɛ̃	31			
裁	裁	sɛ	31			
詞	词	sɯə	31			
讒	谗	sɔ̃	31			
豺	豺	sa	31			
財	财	sɛ	31			
辭	辞	sɯə	31			
鋤	锄	suə	31			
雛	雏	suə	31			
餈	餈	sɿ	31			
饞	馋	sɔ̃	31			
鰣	鲥	sɿ	31			
鶿	鹚	sɯə	31			
齊	齐	sɿɛ	31			
其	其	dzɿ	31			
奇	奇	dzɿ	31			
岐	岐	dzɿ	31			
持	持	dzɿ	31			
旗	旗	dzɿ	31			
期	期	dzɿ	31			
查	查	dzuə	31			
棋	棋	dzɿ	31			
池	池	dzɿ	31			
祁	祁	dzɿ	31			
祈	祈	dzɿ	31			
耆	耆	dzɿ	31			
茶	茶	dzuə	31			
遲	迟	dzɿ	31			
馳	驰	dzɿ	31			
騎	骑	dzɿ	31			
鰭	鳍	dzɿ	31			
丞	丞	ɕiŋ	31			
乘	乘	ɕiŋ	31			
佘	佘	ɕyə	31			
儲	储	ɕyɛ	31			
全	全	ɕyɛ̃	31			
前	前	ɕiɛ̃	31			
前	前	ɕyɛ̃	31			
唇	唇	ɕyeŋ	31			
嘗	尝	ɕiaŋ	31			
垂	垂	ɕy	31			
城	城	ɕiŋ	31			
尋	寻	ɕiŋ	31			
巡	巡	ɕyeŋ	31			
常	常	ɕiaŋ	31			
床	床	ɕioŋ	31			
徐	徐	ɕyɛ	31			
從	从	ɕioŋ	31			
循	循	ɕyeŋ	31			
情	情	ɕiŋ	31			
懸	悬	ɕyɛ̃	31			
成	成	ɕiŋ	31			
戕	戕	ɕiaŋ	31			
承	承	ɕiŋ	31			
斜	斜	ɕyə	31			
旋	旋	ɕyɛ̃	31			
晨	晨	ɕiŋ	31			
晴	晴	ɕiŋ	31			
殉	殉	ɕyeŋ	31			
殊	殊	ɕyɛ	31			
泉	泉	ɕyɛ̃	31			
涎	涎	ɕiɛ̃	31			
潛	潜	ɕiɛ̃	31			
牆	墙	ɕiaŋ	31			
痊	痊	ɕyɛ̃	31			
神	神	ɕiŋ	31			
祥	祥	ɕiaŋ	31			
純	纯	ɕyeŋ	31			
臣	臣	ɕiŋ	31			
船	船	ɕyɛ̃	31			
荀	荀	ɕyeŋ	31			
蓴	莼	ɕyeŋ	31			
蛇	蛇	ɕyə	31			
裳	裳	ɕiaŋ	31			
詳	详	ɕiaŋ	31			
誠	诚	ɕiŋ	31			
誰	谁	ɕy	31			
諄	谆	ɕyeŋ	31			
辰	辰	ɕiŋ	31			
邪	邪	ɕyə	31			
醇	醇	ɕyeŋ	31			
隨	随	ɕy	31			
韶	韶	ɕiɜ	31			
傳	传	dʑyɛ̃	31			
僑	侨	dʑiɜ	31			
勤	勤	dʑiŋ	31			
呈	呈	dʑiŋ	31			
喬	乔	dʑiɜ	31			
囚	囚	dʑiəɯ	31			
場	场	dʑiaŋ	31			
塵	尘	dʑiŋ	31			
幹	干	dʑiɛ̃	31			
廚	厨	dʑyɛ	31			
強	强	dʑiaŋ	31			
懲	惩	dʑiŋ	31			
拳	拳	dʑyɛ̃	31			
掮	掮	dʑiɛ̃	31			
揆	揆	dʑy	31			
擎	擎	dʑiŋ	31			
擒	擒	dʑiŋ	31			
朕	朕	dʑiŋ	31			
朝	朝	dʑiɜ	31			
椽	椽	dʑyɛ̃	31			
槌	槌	dʑy	31			
樵	樵	dʑiɜ	31			
橋	桥	dʑiɜ	31			
橙	橙	dʑiŋ	31			
櫥	橱	dʑyɛ	31			
權	权	dʑyɛ̃	31			
沉	沉	dʑiŋ	31			
沼	沼	dʑiɜ	31			
泅	泅	dʑiəɯ	31			
渠	渠	dʑyɛ	31			
潮	潮	dʑiɜ	31			
琴	琴	dʑiŋ	31			
瓊	琼	dʑyeŋ	31			
瘸	瘸	dʑyə	31			
瞧	瞧	dʑiɜ	31			
瞿	瞿	dʑyɛ	31			
禽	禽	dʑiŋ	31			
秦	秦	dʑiŋ	31			
程	程	dʑiŋ	31			
稠	稠	dʑiəɯ	31			
窮	穷	dʑiəŋ	31			
篆	篆	dʑyɛ̃	31			
籌	筹	dʑiəɯ	31			
綢	绸	dʑiəɯ	31			
繩	绳	dʑiŋ	31			
纏	缠	dʑiɛ̃	31			
羣	羣	dʑyeŋ	31			
翹	翘	dʑiɜ	31			
腸	肠	dʑiaŋ	31			
芹	芹	dʑiŋ	31			
苣	苣	dʑyɛ	31			
虔	虔	dʑiɛ̃	31			
蟲	虫	dʑiəŋ	31			
蟾	蟾	dʑiɛ̃	31			
裙	裙	dʑyeŋ	31			
讎	雠	dʑiəɯ	31			
逞	逞	dʑiŋ	31			
酬	酬	dʑiəɯ	31			
重	重	dʑioŋ	31			
鉗	钳	dʑiɛ̃	31			
錘	锤	dʑy	31			
錢	钱	dʑiɛ̃	31			
長	长	dʑiaŋ	31			
除	除	dʑyɛ	31			
陳	陈	dʑiŋ	31			
亡	亡	moŋ	31			
名	名	miŋ	31			
媒	媒	mei	31			
媚	媚	mei	31			
彌	弥	mi	31			
微	微	mi	31			
忙	忙	moŋ	31			
描	描	miɜ	31			
摩	摩	mu	31			
文	文	mɛ̃i	31			
明	明	miŋ	31			
枚	枚	mei	31			
梅	梅	mei	31			
棉	棉	miɛ̃	31			
楣	楣	mei	31			
毛	毛	mɜ	31			
毛	毛	m	31			
民	民	miŋ	31			
氓	氓	moŋ	31			
泯	泯	miŋ	31			
無	无	muə	31			
煤	煤	mei	31			
玫	玫	mei	31			
痲	痲	m	31			
盟	盟	miŋ	31			
盲	盲	maŋ	31			
眉	眉	mi	31			
眠	眠	miɛ̃	31			
瞞	瞒	mɛ̃	31			
矛	矛	mɜ	31			
磨	磨	m	31			
糜	糜	mi	31			
紋	纹	mɛ̃i	31			
綿	绵	miɛ̃	31			
聞	闻	mɛ̃i	31			
芒	芒	moŋ	31			
苗	苗	miɜ	31			
茅	茅	mɔ	31			
茅	茅	m	31			
茫	茫	moŋ	31			
萌	萌	maŋ	31			
蒙	蒙	məŋ	31			
薇	薇	mi	31			
虻	虻	moŋ	31			
蚊	蚊	miŋ	31			
蟆	蟆	muə	31			
蠻	蛮	mɔ̃	31			
謀	谋	mei	31			
貓	猫	mɔ	31			
迷	迷	miɛ	31			
銘	铭	miŋ	31			
錨	锚	mɔ	31			
門	门	mɛ̃i	31			
饅	馒	mɛ̃	31			
魔	魔	mu	31			
鰻	鳗	mɛ̃	31			
鳴	鸣	miŋ	31			
麻	麻	m	31			
黴	霉	mei	31			
儂	侬	nəŋ	31			
南	南	nɛ̃	31			
囊	囊	noŋ	31			
奴	奴	nuə	31			
扔	扔	niŋ	31			
男	男	nɛ̃	31			
能	能	nɛ̃	31			
膿	脓	nəŋ	31			
農	农	nəŋ	31			
難	难	nɔ̃	31			
人	人	ȵi	31			
仁	仁	ȵi	31			
仍	仍	ȵi	31			
倪	倪	ȵi	31			
儒	儒	ȵyɛ	31			
元	元	ȵyɛ̃	31			
兒	儿	ȵiɛ	31			
凝	凝	ȵi	31			
原	原	ȵyɛ̃	31			
吟	吟	ȵi	31			
呢	呢	ȵi	31			
嚴	严	ȵiɛ̃	31			
堯	尧	ȵiɔ	31			
如	如	ȵyɛ	31			
姚	姚	ȵiɔ	31			
娘	娘	ȵiaŋ	31			
宜	宜	ȵi	31			
寧	宁	ȵi	31			
尼	尼	ȵi	31			
年	年	ȵiɛ̃	31			
撓	挠	ȵiɔ	31			
柔	柔	ȵiəɯ	31			
沂	沂	ȵi	31			
泥	泥	ȵiɛ	31			
源	源	ȵyɛ̃	31			
濃	浓	ȵioŋ	31			
然	然	ȵiɛ̃	31			
燃	燃	ȵiɛ̃	31			
瓤	瓤	ȵiaŋ	31			
疑	疑	ȵi	31			
研	研	ȵiɛ̃	31			
而	而	ȵi	31			
言	言	ȵiɛ̃	31			
迎	迎	ȵi	31			
釅	酽	ȵiɛ̃	31			
銀	银	ȵi	31			
鐃	铙	ȵiɔ	31			
饒	饶	ȵiɔ	31			
鯰	鲶	ȵiɛ̃	31			
伢	伢	ŋuə	31			
俄	俄	ŋ	31			
吳	吴	ŋuə	31			
吾	吾	ŋuə	31			
呆	呆	ŋɛ	31			
宏	宏	ŋ	31			
岩	岩	ŋɔ̃	31			
弘	弘	ŋ	31			
昂	昂	ŋɔ̃	31			
梧	梧	ŋuə	31			
洪	洪	ŋ	31			
漁	渔	ŋɯə	31			
熬	熬	ŋɜ	31			
牙	牙	ŋuə	31			
牛	牛	ŋei	31			
獃	獃	ŋɛ	31			
紅	红	ŋ	31			
芽	芽	ŋuə	31			
虹	虹	ŋ	31			
蚜	蚜	ŋuə	31			
蛾	蛾	ŋ	31			
衙	衙	ŋuə	31			
訛	讹	ŋ	31			
雁	雁	ŋɔ̃	31			
顏	颜	ŋɔ̃	31			
魚	鱼	ŋɯə	31			
鴻	鸿	ŋ	31			
鵝	鹅	ŋ	31			
伶	伶	lɛ̃i	31			
來	来	li	31			
侖	仑	lɛ̃i	31			
倫	伦	lɛ̃i	31			
劉	刘	lei	31			
勞	劳	lɜ	31			
厘	厘	li	31			
嘮	唠	lɜ	31			
圓	圆	lɛ̃i	31			
奩	奁	liɛ̃	31			
婪	婪	lɛ̃	31			
寥	寥	liɔ	31			
寮	寮	liɔ	31			
廉	廉	liɛ̃	31			
廊	廊	loŋ	31			
廖	廖	lei	31			
廬	庐	luə	31			
憐	怜	liɛ̃	31			
摟	搂	lei	31			
撈	捞	lɜ	31			
撩	撩	liɔ	31			
攔	拦	lɔ̃	31			
林	林	lɛ̃i	31			
梁	梁	liaŋ	31			
梨	梨	li	31			
楝	楝	liɛ̃	31			
榴	榴	lei	31			
樓	楼	lei	31			
欄	栏	lɔ̃	31			
流	流	lei	31			
涼	凉	liaŋ	31			
淋	淋	lɛ̃i	31			
淩	凌	lɛ̃i	31			
淪	沦	lɛ̃i	31			
燎	燎	liɔ	31			
爐	炉	luə	31			
犁	犁	liɛ	31			
狸	狸	li	31			
狼	狼	loŋ	31			
琉	琉	lei	31			
璃	璃	li	31			
留	留	lei	31			
痢	痢	li	31			
療	疗	liɔ	31			
癆	痨	lɜ	31			
盧	卢	luə	31			
硫	硫	lei	31			
磷	磷	lɛ̃i	31			
礱	砻	ləŋ	31			
簾	帘	liɛ̃	31			
籃	篮	lɔ̃	31			
籠	笼	ləŋ	31			
籬	篱	liɛ	31			
籮	箩	la	31			
籮	箩	lu	31			
粱	粱	liaŋ	31			
糧	粮	liaŋ	31			
羅	罗	luə	31			
聊	聊	liɔ	31			
聯	联	liɛ̃	31			
聾	聋	ləŋ	31			
腡	脶	lɛ	31			
臨	临	lɛ̃i	31			
良	良	liaŋ	31			
菱	菱	lɛ̃i	31			
蓮	莲	liɛ̃	31			
藍	蓝	lɔ̃	31			
蘆	芦	luə	31			
蘭	兰	lɔ̃	31			
蘿	萝	luə	31			
螂	螂	loŋ	31			
螺	螺	luə	31			
輪	轮	lɛ̃i	31			
連	连	liɛ̃	31			
遼	辽	liɔ	31			
郎	郎	loŋ	31			
鄰	邻	lɛ̃i	31			
量	量	liaŋ	31			
鈴	铃	lɛ̃i	31			
鐐	镣	liɔ	31			
鐮	镰	liɛ̃	31			
鑼	锣	luə	31			
陵	陵	lɛ̃i	31			
隆	隆	ləŋ	31			
離	离	liɛ	31			
零	零	lɛ̃i	31			
雷	雷	lɛ	31			
靈	灵	lɛ̃i	31			
餾	馏	lei	31			
騾	骡	luə	31			
驢	驴	lyɛ	31			
鱗	鳞	lɛ̃i	31			
鸕	鸬	luə	31			
鸞	鸾	lɛ̃i	31			
黎	黎	liɛ	31			
齡	龄	lɛ̃i	31			
龍	龙	lioŋ	31			
丸	丸	yɛ̃	31			
乎	乎	uə	31			
何	何	u	31			
侯	侯	ei	31			
兮	兮	i	31			
函	函	ɛ̃	31			
刑	刑	iŋ	31			
劃	划	uə	31			
勻	匀	yeŋ	31			
危	危	uei	31			
含	含	uɛ̃i	31			
含	含	ɛ̃i	31			
和	和	u	31			
員	员	yɛ̃	31			
唯	唯	uei	31			
喉	喉	ei	31			
回	回	uei	31			
圍	围	uei	31			
園	园	yɛ̃	31			
圓	圆	yɛ̃	31			
型	型	iŋ	31			
垣	垣	yɛ̃	31			
塋	茔	iŋ	31			
壕	壕	ɜ	31			
壺	壶	uə	31			
夷	夷	i	31			
奚	奚	i	31			
姨	姨	i	31			
娛	娱	yɛ	31			
嫌	嫌	ɔ̃	31			
完	完	yɛ̃	31			
容	容	ioŋ	31			
寅	寅	iŋ	31			
寒	寒	uɛ̃	31			
尤	尤	iəɯ	31			
崖	崖	a	31			
帷	帷	uei	31			
延	延	iɛ̃	31			
弦	弦	iɛ̃	31			
形	形	iŋ	31			
怡	怡	i	31			
恒	恒	uɛ̃	31			
惟	惟	uei	31			
愉	愉	yɛ	31			
愚	愚	yɛ	31			
懷	怀	ua	31			
戎	戎	iəŋ	31			
揚	扬	iaŋ	31			
援	援	yɛ̃	31			
搖	摇	iɜ	31			
於	于	yɛ	31			
杭	杭	oŋ	31			
桅	桅	uei	31			
桓	桓	uɛ̃	31			
椰	椰	yə	31			
楊	杨	iaŋ	31			
榆	榆	yɛ	31			
榮	荣	iəŋ	31			
槐	槐	ua	31			
橫	横	uaŋ	31			
毫	毫	ɜ	31			
河	河	u	31			
油	油	iəɯ	31			
沿	沿	iɛ̃	31			
洋	洋	iaŋ	31			
涯	涯	a	31			
淆	淆	ɔ	31			
淫	淫	iŋ	31			
淮	淮	ua	31			
渾	浑	uɛ̃i	31			
湖	湖	uə	31			
炎	炎	iɛ̃	31			
烊	烊	iaŋ	31			
焉	焉	iɛ̃	31			
熊	熊	iəŋ	31			
熔	熔	ioŋ	31			
營	营	iŋ	31			
爺	爷	yə	31			
狐	狐	uə	31			
猴	猴	ei	31			
猶	犹	iəɯ	31			
玄	玄	yɛ̃	31			
王	王	ioŋ	31			
玩	玩	uɔ̃	31			
瑕	瑕	uə	31			
環	环	uɔ̃	31			
由	由	iəɯ	31			
痕	痕	ɛ̃	31			
瘍	疡	iaŋ	31			
皇	皇	oŋ	31			
盂	盂	yɛ	31			
盈	盈	iŋ	31			
禾	禾	u	31			
移	移	iɛ	31			
窯	窑	iɜ	31			
窰	窰	iɜ	31			
筵	筵	iɛ̃	31			
簧	簧	oŋ	31			
簷	檐	iɛ̃	31			
糊	糊	uə	31			
紈	纨	yɛ̃	31			
絎	绗	ɔ̃	31			
絨	绒	iəŋ	31			
維	维	uei	31			
緣	缘	yɛ̃	31			
羊	羊	iaŋ	31			
耶	耶	yə	31			
肴	肴	ɔ	31			
胡	胡	uə	31			
航	航	oŋ	31			
舷	舷	iɛ̃	31			
茴	茴	uei	31			
荷	荷	u	31			
華	华	uə	31			
葫	葫	uə	31			
蓉	蓉	ioŋ	31			
虞	虞	yɛ	31			
號	号	ɜ	31			
蚰	蚰	iəɯ	31			
蜒	蜒	iɛ̃	31			
蝗	蝗	oŋ	31			
蝦	虾	uə	31			
蝴	蝴	uə	31			
融	融	iəŋ	31			
螢	萤	iŋ	31			
蟥	蟥	oŋ	31			
行	行	aŋ	31			
行	行	oŋ	31			
衡	衡	uaŋ	31			
袁	袁	yɛ̃	31			
諧	谐	a	31			
謠	谣	iɜ	31			
豪	豪	ɜ	31			
貽	贻	i	31			
賢	贤	iɛ̃	31			
贏	赢	iŋ	31			
逾	逾	yɛ	31			
遊	游	iəɯ	31			
遐	遐	uə	31			
違	违	uei	31			
遺	遗	iɛ	31			
還	还	uɔ̃	31			
邯	邯	uɛ̃	31			
郵	邮	iəɯ	31			
酉	酉	iəɯ	31			
鉛	铅	iɛ̃	31			
閑	闲	ɔ̃	31			
閻	阎	iɛ̃	31			
陽	阳	iaŋ	31			
雄	雄	iəŋ	31			
雲	云	yeŋ	31			
霞	霞	uə	31			
鞋	鞋	a	31			
韓	韩	uɛ̃	31			
頑	顽	uɔ̃	31			
餘	余	yɛ	31			
餛	馄	uɛ̃	31			
魂	魂	uɛ̃	31			
鹹	咸	ɔ̃	31			
鹽	盐	iɛ̃	31			
黃	黄	oŋ	31			
僕	仆	boʔ	2			
別	别	biɛʔ	2			
別	别	bɛʔ	2			
勃	勃	bɤʔ	2			
帛	帛	baʔ	2			
弼	弼	biʔ	2			
拔	拔	bɔʔ	2			
泊	泊	boʔ	2			
瀑	瀑	bɤʔ	2			
白	白	baʔ	2			
縛	缚	boʔ	2			
脖	脖	bɤʔ	2			
薄	薄	boʔ	2			
跋	跋	bɔʔ	2			
蹩	蹩	biɛʔ	2			
鈸	钹	bɔʔ	2			
雹	雹	boʔ	2			
鼻	鼻	biʔ	2			
鼻	鼻	bɛʔ	2			
凸	凸	dɤʔ	2			
奪	夺	dɤʔ	2			
敵	敌	diʔ	2			
毒	毒	dɤʔ	2			
牒	牒	diɛʔ	2			
牘	牍	dɤʔ	2			
特	特	dɛʔ	2			
狄	狄	diʔ	2			
獨	独	dɤʔ	2			
疊	叠	diɛʔ	2			
碟	碟	diɛʔ	2			
突	突	dɤʔ	2			
笛	笛	diʔ	2			
糴	籴	diʔ	2			
蝶	蝶	diɛʔ	2			
諜	谍	diɛʔ	2			
讀	读	dɤʔ	2			
踏	踏	dɔʔ	2			
迭	迭	diɛʔ	2			
達	达	dɔʔ	2			
鐸	铎	doʔ	2			
掘	掘	guɛʔ	2			
橛	橛	guɛʔ	2			
渠	渠	gɛʔ	2			
軋	轧	gɔʔ	2			
鉸	铰	gɔʔ	2			
乏	乏	fɔʔ	2			
伏	伏	fɤʔ	2			
伐	伐	fɔʔ	2			
佛	佛	fɛʔ	2			
服	服	fɤʔ	2			
筏	筏	fɔʔ	2			
罰	罚	fɔʔ	2			
袱	袱	fɤʔ	2			
復	复	fɤʔ	2			
族	族	sɤʔ	2			
昨	昨	saʔ	2			
煠	煠	sɔʔ	2			
賊	贼	sɛʔ	2			
鍘	铡	sɔʔ	2			
鑿	凿	soʔ	2			
閘	闸	sɔʔ	2			
雜	杂	sɛʔ	2			
宅	宅	dzaʔ	2			
擇	择	dzaʔ	2			
澤	泽	dzaʔ	2			
什	什	ɕyɛʔ	2			
俗	俗	ɕyoʔ	2			
勺	勺	ɕiaʔ	2			
十	十	ɕyɛʔ	2			
嚼	嚼	ɕiaʔ	2			
夕	夕	ɕiʔ	2			
寂	寂	ɕyoʔ	2			
實	实	ɕiʔ	2			
屬	属	ɕyoʔ	2			
席	席	ɕiʔ	2			
截	截	ɕiɛʔ	2			
折	折	ɕiɛʔ	2			
拾	拾	ɕyɛʔ	2			
涉	涉	ɕiɛʔ	2			
熟	熟	ɕyoʔ	2			
石	石	ɕiʔ	2			
碩	硕	ɕyoʔ	2			
秫	秫	ɕyɛʔ	2			
絕	绝	ɕyɛʔ	2			
續	续	ɕyoʔ	2			
習	习	ɕiʔ	2			
芍	芍	ɕiaʔ	2			
藉	藉	ɕiɛʔ	2			
蜀	蜀	ɕyoʔ	2			
蝕	蚀	ɕiʔ	2			
蟀	蟀	ɕyiʔ	2			
術	术	ɕyɛʔ	2			
襲	袭	ɕiʔ	2			
贖	赎	ɕyoʔ	2			
述	述	ɕyɛʔ	2			
集	集	ɕiʔ	2			
食	食	ɕiʔ	2			
侄	侄	dʑiʔ	2			
值	值	dʑiʔ	2			
傑	杰	dʑiɛʔ	2			
劇	剧	dʑiʔ	2			
及	及	dʑiʔ	2			
囑	嘱	dʑyoʔ	2			
局	局	dʑyoʔ	2			
屐	屐	dʑiʔ	2			
捷	捷	dʑiɛʔ	2			
掘	掘	dʑyɛʔ	2			
擲	掷	dʑiʔ	2			
植	植	dʑiʔ	2			
極	极	dʑiʔ	2			
橛	橛	dʑyɛʔ	2			
殖	殖	dʑiʔ	2			
濁	浊	dʑyoʔ	2			
濯	濯	dʑyoʔ	2			
疾	疾	dʑiʔ	2			
直	直	dʑiʔ	2			
秩	秩	dʑiʔ	2			
竭	竭	dʑiɛʔ	2			
籍	籍	dʑiʔ	2			
舌	舌	dʑiɛʔ	2			
著	着	dʑiaʔ	2			
藉	藉	dʑiʔ	2			
軸	轴	dʑyoʔ	2			
逐	逐	dʑyoʔ	2			
鐲	镯	dʑyoʔ	2			
墨	墨	mɛʔ	2			
密	密	miʔ	2			
寞	寞	moʔ	2			
尾	尾	mɛʔ	2			
抹	抹	mɛʔ	2			
昧	昧	mɛʔ	2			
木	木	mɤʔ	2			
末	末	mɛʔ	2			
沐	沐	mɤʔ	2			
沒	没	mɛʔ	2			
沫	沫	mɛʔ	2			
滅	灭	miɛʔ	2			
牧	牧	mɤʔ	2			
物	物	mɛʔ	2			
目	目	mɤʔ	2			
秘	秘	miʔ	2			
穆	穆	mɤʔ	2			
篾	篾	miɛʔ	2			
脈	脉	maʔ	2			
茉	茉	mɛʔ	2			
莫	莫	moʔ	2			
蜜	蜜	miʔ	2			
襪	袜	mɔʔ	2			
覓	觅	miʔ	2			
陌	陌	maʔ	2			
麥	麦	maʔ	2			
默	默	mɛʔ	2			
捺	捺	nɔʔ	2			
日	日	nɛʔ	2			
納	纳	naʔ	2			
諾	诺	noʔ	2			
入	入	ȵiʔ	2			
匿	匿	ȵiʔ	2			
孽	孽	ȵiɛʔ	2			
弱	弱	ȵiaʔ	2			
捏	捏	ȵiaʔ	2			
揉	揉	ȵyoʔ	2			
日	日	ȵiʔ	2			
暱	暱	ȵiʔ	2			
月	月	ȵyɛʔ	2			
業	业	ȵiɛʔ	2			
溺	溺	ȵiʔ	2			
熱	热	ȵiɛʔ	2			
玉	玉	ȵyoʔ	2			
瘧	疟	ȵiaʔ	2			
箬	箬	ȵiaʔ	2			
糾	纠	ȵyoʔ	2			
聶	聂	ȵiɛʔ	2			
肉	肉	ȵyoʔ	2			
若	若	ȵiaʔ	2			
虐	虐	ȵiaʔ	2			
褥	褥	ȵyoʔ	2			
辱	辱	ȵyoʔ	2			
逆	逆	ȵiʔ	2			
鑷	镊	ȵiɛʔ	2			
咬	咬	ŋuɛʔ	2			
嶽	岳	ŋoʔ	2			
或	或	ŋuɛʔ	2			
拗	拗	ŋaʔ	2			
曷	曷	ŋuɛʔ	2			
核	核	ŋuɛʔ	2			
樂	乐	ŋoʔ	2			
鄂	鄂	ŋoʔ	2			
額	额	ŋaʔ	2			
鱷	鳄	ŋoʔ	2			
鶴	鹤	ŋoʔ	2			
六	六	lɤʔ	2			
列	列	liɛʔ	2			
力	力	liʔ	2			
劣	劣	liʔ	2			
勒	勒	lɛʔ	2			
律	律	liʔ	2			
戮	戮	lɤʔ	2			
捋	捋	lɛʔ	2			
掠	掠	liaʔ	2			
曆	历	liʔ	2			
栗	栗	liʔ	2			
樂	乐	loʔ	2			
洛	洛	loʔ	2			
烈	烈	liɛʔ	2			
烙	烙	loʔ	2			
獵	猎	liɛʔ	2			
率	率	liʔ	2			
略	略	liaʔ	2			
癩	癞	lɔʔ	2			
礫	砾	liʔ	2			
祿	禄	lɤʔ	2			
立	立	liʔ	2			
笠	笠	liʔ	2			
絡	络	loʔ	2			
綠	绿	lyoʔ	2			
肋	肋	liʔ	2			
臘	腊	lɔʔ	2			
落	落	loʔ	2			
蠟	蜡	lɔʔ	2			
裂	裂	liɛʔ	2			
辣	辣	lɔʔ	2			
邋	邋	lɔʔ	2			
酪	酪	loʔ	2			
