繁体	简体	IPA	注释	来源			
揭	揭	ʨiəʔ7	~示	鄉音字類			
訐	讦	ʨiəʔ7	攻~	鄉音字類			
汲	汲	ʨiəʔ7	①自井中取水：~水。②~~：形容努力求取、不休息的樣子	鄉音字類			
伋	伋	ʨiəʔ7	人名。如孔子的孫子孔伋，字子思	鄉音字類			
級	级	ʨiəʔ7	等~	鄉音字類			
急	急	ʨiəʔ7	~來來抱佛脚	鄉音字類			
給	给	ʨiəʔ7	供~	鄉音字類			
楬	楬	ʨiəʔ7	理論應讀[ʥiəʔ²³]：標識事務的小木樁	鄉音字類			
趿	趿	ʨiəʔ7	理論應讀{ʦʰiəʔ⁴]：~~，行也	鄉音字類			
笈	笈	ʨiəʔ7	理論應讀[ʥiəʔ²³]：書箱	鄉音字類			
岌	岌	ʨiəʔ7	理論應讀[ʥiəʔ²³]：①山勢高俊。②危險：~~（❶高峻的樣子。❷危險的樣子。❸急速、急切的樣子）	鄉音字類			
孑	孑	ʨiəʔ7	①~孓：蚊的幼蟲。②單獨，孤單：~然。③同“戟”，古代兵器名	鄉音字類			
劫	劫	ʨiəʔ7	前世一~：抱怨語。前世定下的劫難	鄉音字類			
跲	跲	ʨiəʔ7	絆倒，跌倒	鄉音字類			
戛	戛	ʨiəʔ7	讀書音	鄉音字類			
嘎	嘎	ʨiəʔ7	讀書音	鄉音字類			
秸	秸	ʨiəʔ7	禾粒打脫後的禾莖：麥~	鄉音字類			
袷	袷	ʨiəʔ7	①交領。②舊日朝服之曲領	鄉音字類			
稭	秸	ʨiəʔ7	同“秸”	鄉音字類			
鴶	鴶	ʨiəʔ7	～鵴，卽布穀鳥	鄉音字類			
鞂	秸	ʨiəʔ7	同“秸”	鄉音字類			
殛	殛	ʨiəʔ7	①殺死：雷~。②懲罰	鄉音字類			
亟	亟	ʨiəʔ7	緊急，急切：~待解決	鄉音字類			
戟	戟	ʨiəʔ7	古代一種合戈、矛爲一體的長柄兵器	鄉音字類			
擊	击	ʨiəʔ7	~彭	鄉音字類			
激	激	ʨiəʔ7	用冷水浸泡使變涼。也形容突然受冷：~骨頭（透到骨子裏。形容程度極深的寒冷）	鄉音字類			
棘	棘	ʨiəʔ7	~手：辦事很困難，阻力很大。現在也說“辣手”，是受漢字字形的影響	鄉音字類			
毄	毄	ʨiəʔ7	①互相擊中。②拂拭	鄉音字類			
乞	乞	ʨʰiəʔ7	~丐，卽叫花子	鄉音字類			
迄	迄	ʨʰiəʔ7	①至，到：~今。②始終，一直：~無音信	鄉音字類			
訖	讫	ʨʰiəʔ7	淸~	鄉音字類			
吃	吃	ʨʰiəʔ7	把食物放到嘴裏嚥下去。蘇州話的“吃”比北京話擴大，喝酒、抽菸說吃酒、吃菸。只要放到嘴裏不管是固體、液體還是氣體，也不管是否要咀嚼都叫“吃”	鄉音字類			
噄	吃	ʨʰiəʔ7	俗“喫”字	鄉音字類			
隙	隙	ʨʰiəʔ7	縫~	鄉音字類			
綌	绤	ʨʰiəʔ7	粗葛布	鄉音字類			
慊	慊	ʨʰiəʔ7	感到滿足、快適	鄉音字類			
篋	箧	ʨʰiəʔ7	放東西的箱子：書~	鄉音字類			
愜	惬	ʨʰiəʔ7	合適，滿足	鄉音字類			
郄	郄	ʨʰiəʔ7	同“郤”，姓氏；地名	鄉音字類			
怯	怯	ʨʰiəʔ7	膽~	鄉音字類			
恝	恝	ʨʰiəʔ7	理論應讀[ʨiəʔ⁴]：因忽視、淡忘而顯出不在乎的樣子	鄉音字類			
泣	泣	ʨʰiəʔ7	哭~	鄉音字類			
歉	歉	ʨʰiəʔ7	白讀：抱~	蘇州同音常用字彙			
挈	挈	ʨʰiəʔ7	①提，擧：提綱~領。②帶領：扶老~幼	鄉音字類			
挈	挈	ʨiəʔ7	獨	蘇州同音常用字彙			
及	及	ʥiəʔ8	~弗上：比不上。也可以說“及弗來”。反義詞爲“及得上”“及得來”	鄉音字類			
竭	竭	ʥiəʔ8	~力	鄉音字類			
桀	桀	ʥiəʔ8	①雞棲息的小木樁：雞棲于~，日之夕矣。②通“傑”，才能俊異特出的人：豪~。③人名。夏朝最末的君王夏桀，非常凶狠殘暴。故本字還有“兇暴”的意思。④擔荷，負擧	鄉音字類			
傑	杰	ʥiəʔ8	豪~	鄉音字類			
榤	桀	ʥiəʔ8	木樁	鄉音字類			
屐	屐	ʥiəʔ8	木~	鄉音字類			
劇	剧	ʥiəʔ8	戲~	鄉音字類			
臬	臬	ȵiəʔ8	①箭靶子。②古代測量日影方位的桿柱，用以計算時間。③標準，法度：奉爲圭~。④終，極限：深不可測，其廣無~	鄉音字類			
嵲	嵲	ȵiəʔ8	嵽~：高山或山的高處	鄉音字類			
臲	臲	ȵiəʔ8	~卼，指惶惶不安	鄉音字類			
闑	闑	ȵiəʔ8	古代門中央所豎的短木	鄉音字類			
齧	啮	ȵiəʔ8	①啃，咬：~臂（❶咬手臂。❷自咬手臂以示決心的堅定）。②侵蝕。③缺口	鄉音字類			
齧	啮	ŋaʔ8	白讀：~脱一塊。本字應爲“齾”	蘇州同音常用字彙			
隉	隉	ȵiəʔ8	阢~：危險不安	鄉音字類			
槷	槷	ȵiəʔ8	①木楔。②古代插在地上以測日影的樁子。③通“臬”，箭靶	鄉音字類			
孽	孽	ȵiəʔ8	作~	鄉音字類			
蘖	蘖	ȵiəʔ8	萌~：新芽。引申爲微小的事物	鄉音字類			
櫱	蘖	ȵiəʔ8	①同“蘖”，樹木砍去後重生的枝條。後泛指事物始生。②同“𧕏（蠥）”，禽獸蟲蝗之怪。③通“孼”，罪惡，災殃	鄉音字類			
啮	啮	ȵiəʔ8	“嚙”的簡體字	鄉音字類			
齾	齾	ȵiəʔ8	文讀	鄉音字類			
枿	枿	ȵiəʔ8	槎~：樹的杈枝	鄉音字類			
鷊	鹝	ȵiəʔ8	①吐綬雞，俗稱火雞。②古書上指一種草	鄉音字類			
虉	虉	ȵiəʔ8	盤龍參，故稱“綬草”	鄉音字類			
業	业	ȵiəʔ8	停~	鄉音字類			
涅	涅	ȵiəʔ8	①可用作黑色染料的礦物，卽礬石。②用黑色染，染黑	鄉音字類			
篞	篞	ȵiəʔ8	古代一種聲音柔和的管樂器	鄉音字類			
苶	苶	ȵiəʔ8	疲倦，疲累	鄉音字類			
聶	聂	ȵiəʔ8	姓	鄉音字類			
鑷	镊	ȵiəʔ8	夾~子	鄉音字類			
躡	蹑	ȵiəʔ8	①踩，踏：~足。②追蹤，跟隨；輕步行走的樣子：~蹤|~手~脚	鄉音字類			
囁	嗫	ȵiəʔ8	~嚅：有話想說又不敢說，吞吞吐吐的樣子	鄉音字類			
惄	惄	ȵiəʔ8	憂思：我心憂傷，~焉如擣	鄉音字類			
溺	溺	ȵiəʔ8	沈~	鄉音字類			
昵	昵	ȵiəʔ8	通“暱”，親近	鄉音字類			
暱	昵	ȵiəʔ8	親~	鄉音字類			
匿	匿	ȵiəʔ8	藏~	鄉音字類			
嫟	嫟	ȵiəʔ8	通“暱”	鄉音字類			
逆	逆	ȵiəʔ8	頂頭老~風：逆風	鄉音字類			
搦	搦	ȵiəʔ8	又音。《洪武正韻》：女力切	鄉音字類			
籋	籋	ȵiəʔ8	①鑷子。②用籋拔除或夾取。③通“躡”，輕踏	鄉音字類			
捻	捻	ȵiəʔ8	文讀	鄉音字類			
敜	敜	ȵiəʔ8	閉塞，封閉	鄉音字類			
摰	摰	ȵiəʔ8	危險，不安	鄉音字類			
吸	吸	ɕiəʔ7	呼~淸氣	鄉音字類			
歙	歙	ɕiəʔ7	①吸，吸入。②收藏，收斂：將欲~之，必故張之。③一致，完全：學士~然歸仁	鄉音字類			
翕	翕	ɕiəʔ7	①和好：兄弟旣~，和樂且湛。②收斂，收縮：~翼。③通“吸”，吸引。④聚集：~集家門，傾動人物。⑤和諧順服的樣子：~然	鄉音字類			
潝	潝	ɕiəʔ7	①水流快速的樣子。②~~：朋比爲奸，衆口附和的樣子	鄉音字類			
衋	衋	ɕiəʔ7	傷痛的樣子	鄉音字類			
肸	肸	ɕiəʔ7	~蠁：散佈瀰漫。指聲響或氣體的傳播	鄉音字類			
歇	歇	ɕiəʔ7	等一~~	鄉音字類			
猲	猲	ɕiəʔ7	~獢：一種短嘴的獵狗	鄉音字類			
汔	汔	ɕiəʔ7	①使乾涸：~淵。②幾乎，將近：民亦勞止，~可小康	鄉音字類			
脅	胁	ɕiəʔ7	~助	鄉音字類			
鬩	阋	ɕiəʔ7	互相爭訟：兄弟~于牆，外禦其侮	鄉音字類			
虩	虩	ɕiəʔ7	~~：恐懼的樣子	鄉音字類			
扱	扱	ɕiəʔ7	①收斂，收取。②到，及：婦拜~地	鄉音字類			
易	易	ɦiəʔ8	交~	鄉音字類			
斁	斁	ɦiəʔ8	厭倦，討厭：服之無~	鄉音字類、蘇州同音字彙1892			
嶧	峄	ɦiəʔ8	①山勢連綿不斷的樣子。②~山：山名	鄉音字類			
驛	驿	ɦiəʔ8	①古代供傳遞公文或官員來往使用的馬。②古代供傳送公文的人或往來官員換馬、暫時休息的地方：~站|~道	鄉音字類			
譯	译	ɦiəʔ8	翻~	鄉音字類			
繹	绎	ɦiəʔ8	絡~：前後相連，繼續不斷	鄉音字類			
懌	怿	ɦiəʔ8	喜悅	鄉音字類			
睪	睪	ɦiəʔ8	偵探，伺察	鄉音字類			
埸	埸	ɦiəʔ8	①田界：疆~翼翼，黍稷彧彧。②邊境：邊~	鄉音字類			
亦	亦	ɦiəʔ8	副詞。又：~要面子，~要夾裏|剛剛吃過飯，肚皮~餓哉|早浪吃麵，中浪~是麵	鄉音字類			
奕	奕	ɦiəʔ8	~~：①多而佈散的樣子。②美盛的樣子。③煥發的樣子	鄉音字類			
弈	弈	ɦiəʔ8	①圍棋。②下棋：對~|博~	鄉音字類			
帟	帟	ɦiəʔ8	張設在座位上的小帳幕	鄉音字類			
腋	腋	ɦiəʔ8	卽胳辣叉	鄉音字類			
掖	掖	ɦiəʔ8	①用手攙扶人的手臂。②扶持，幫助：扶~。③通“腋”，胳肢窩。④旁邊的：~門	鄉音字類			
液	液	ɦiəʔ8	津~	鄉音字類			
佚	佚	ɦiəʔ8	①散失（的）：~失。②美好的。③通“逸”，放蕩的，放縱的：驕奢淫~。④過失：淫則生~	鄉音字類			
泆	泆	ɦiəʔ8	①通“溢”，水流奔騰氾濫。②通“佚”，放蕩荒淫	鄉音字類			
軼	轶	ɦiəʔ8	①超過，超越。②突襲，侵略。③散失的：~事|~聞。④通“逸”，安適，軼樂	鄉音字類			
洽	洽	ɦiəʔ8	接~	鄉音字類			
袷	袷	ɦiəʔ8	《集韻》：轄夾切，音洽。義同（於音劫和音夾者）	鄉音字類			
弋	弋	ɦiəʔ8	~獲：射獵而得	鄉音字類			
杙	杙	ɦiəʔ8	①小木樁。②栓，繫：~船遂登岸	鄉音字類			
黓	黓	ɦiəʔ8	黑色	鄉音字類			
翊	翊	ɦiəʔ8	~衛：①輔佐保護。②職官名。古代宮禁侍從的官員	鄉音字類			
翌	翌	ɦiəʔ8	~日	鄉音字類			
翼	翼	ɦiəʔ8	小心~~	鄉音字類			
佾	佾	ɦiəʔ8	古代樂舞的行列。行數、人數縱橫皆相同。舞蹈用佾的多少，代表地位登記的不同。天子八佾，諸侯六、大夫四、士二	鄉音字類			
熠	熠	ɦiəʔ8	光耀，明亮：~~（閃亮光耀的樣子）	鄉音字類			
頁	页	ɦiəʔ8	冊~	鄉音字類			
饁	馌	ɦiəʔ8	送飯給在田裏工作的人吃：同我婦子，~彼南畝，田畯至喜	鄉音字類			
燁	烨	ɦiəʔ8	火光，日光，光輝燦爛：~~	鄉音字類			
爗	烨	ɦiəʔ8	①盛。②同“曄”。光明燦爛貌	鄉音字類			
曄	晔	ɦiəʔ8	①光明的樣子。②繁盛的樣子：~~	鄉音字類			
圛	圛	ɦiəʔ8	①紆回行走。②雲氣稀疏連綿的樣子	鄉音字類			
叶	叶	ɦiəʔ8	和洽，合：~韻	鄉音字類			
勰	勰	ɦiəʔ8	①和協。②人名：劉~	鄉音字類			
協	协	ɦiəʔ8	~力同心	鄉音字類			
檄	檄	ɦiəʔ8	~文：軍中文書的通稱。用以聲討敵人、宣誓罪狀、征召等	鄉音字類			
覡	觋	ɦiəʔ8	替人向鬼神祝禱的男巫	鄉音字類			
葉	叶	ɦiəʔ8	姓	鄉音字類			
頡	颉	ɦiəʔ8	~頏：①鳥飛上飛下、跳躍的樣子。②不相上下。③剛直傲慢。④奇特的言辭	鄉音字類			
擷	撷	ɦiəʔ8	①同“襭”，把衣服的下擺提起，以兜圍東西。②摘取：採~|~取	鄉音字類			
纈	缬	ɦiəʔ8	①有花紋的絲織品。②眼花時所見的星點。③~草	鄉音字類			
一	一	iəʔ7	~簇堆：量詞。堆。[例]馬路浪聚仔一簇堆人弗知啥事體	鄉音字類			
壹	壹	iəʔ7	“一”的大寫	鄉音字類			
乙	乙	iəʔ7	天干的第二位	鄉音字類			
鳦	鳦	iəʔ7	燕子	鄉音字類			
噎	噎	iəʔ7	吃~	鄉音字類			
益	益	iəʔ7	有~	鄉音字類			
嗌	嗌	iəʔ7	咽喉，喉嚨	鄉音字類			
鷁	鷁	iəʔ7	①古書上說的一種似鷺的水鳥。②頭上畫著鷁的船，亦泛指船：~首	鄉音字類			
鎰	镒	iəʔ7	量詞。古代計算重量的單位。以二十兩或二十四兩爲“一~”	鄉音字類			
溢	溢	iəʔ7	①液體漫出外流。泛指外流、流失。②流露，充滿：熱情洋~。③過分，過度：~美。④通“鎰”	鄉音字類			
繶	繶	iəʔ7	用絲編成的絲帶	鄉音字類			
臆	臆	iəʔ7	胸~：①胸部。②心中的想法。③胸懷，氣度	鄉音字類			
憶	忆	iəʔ7	本音	鄉音字類			
億	亿	iəʔ7	①安寧。②數目字。萬的萬倍。該釋義今一般讀[i⁵²³]。③通“臆”，預料，推測	鄉音字類			
檍	檍	iəʔ7	一種樹木。材質堅硬，可作弓	鄉音字類			
抑	抑	iəʔ7	按，壓：~~乾（用乾的東西按在水濕的東西上使乾）。有的寫作“挹”	鄉音字類			
邑	邑	iəʔ7	①國家。②京城，國都。③城市：城~。④封地：食~|家~。⑤通“悒”，憂愁不安	鄉音字類			
浥	浥	iəʔ7	①潤濕，沾濕：渭城朝雨~輕塵。②坑窪地	鄉音字類			
唈	唈	iəʔ7	~僾：氣鬱結不順暢	鄉音字類			
裛	裛	iəʔ7	①纏繞，包裹：~以藻繡。②通“浥”，濕潤：雨~紅蕖冉冉香。③以香氣熏衣	鄉音字類			
揖	揖	iəʔ7	作~	鄉音字類			
挹	挹	iəʔ7	①舀取：~注（喩從有餘的地方取出來，以補不足）。②牽引。③通“抑”，謙退，退讓。④通“揖”，推崇：推~	鄉音字類			
暍	暍	iəʔ7	中暑	鄉音字類			
謁	谒	iəʔ7	①稟告，說明：臣請~其故。②請求。③進見，拜見：拜~。④名片	鄉音字類			
擫	𢬍	iəʔ7	~~乾	蘇州同音常用字彙			
𢈈	𢈈	iəʔ7	~進去，原文爲“𱱓進去”	蘇州同音常用字彙			
国	国	kuəʔ7	“國”的簡體字	鄉音字類			
帼	帼	kuəʔ7	“幗”的簡體字	鄉音字類			
幗	帼	kuəʔ7	巾~	蘇州同音常用字彙			
馘	馘	kuəʔ7	古代戰爭時割取敵人左耳以獻功。也指被割下的左耳	鄉音字類			
汩	汩	kuəʔ7	~亂：濁亂	鄉音字類			
榾	榾	kuəʔ7	~柮：木頭，可當炭用	鄉音字類			
骨	骨	kuəʔ7	~頭	鄉音字類			
窟	窟	kʰuəʔ7	巢~	鄉音字類			
堀	堀	kʰuəʔ7	①同“窟”，洞穴。②穿穴。③沖起：~堁揚塵	鄉音字類			
矻	矻	kʰuəʔ7	~~：極爲勞苦或勤勉不息的樣子	鄉音字類			
闊	阔	kʰuəʔ7	寬：橫~豎大|~麵（比一般的麵條要稍稍闊一點）|哀種布門面~，二尺八寸得唻	鄉音字類			
淴	淴	huəʔ7	~浴	蘇州同音常用字彙			
忽	忽	huəʔ7	用竹子、木頭等製作的用具念久老化。非本字：扇骨儕~脫，一碰就斷	鄉音字類			
惚	惚	huəʔ7	恍~	鄉音字類			
笏	笏	huəʔ7	古代大臣朝見君主時所執的手板，用玉、象牙或竹製成：玉~|象~|朝~	鄉音字類			
曶	曶	huəʔ7	①極微小的數。②疾速的，快速的：~~。③通“忽”，輕忽，忽略	鄉音字類			
或	或	ɦuəʔ8	~則	鄉音字類			
惑	惑	ɦuəʔ8	疑~	鄉音字類			
活	活	ɦuəʔ8	~七欠：不成樣子	鄉音字類			
獲	获	ɦuəʔ8	査~	鄉音字類			
囫	囫	ɦuəʔ8	~圇：整的。[例]囫圇吞（不經咀嚼下嚥）|囫圇球球扁塌塌（形容說話模棱兩可，使人難以確定）	鄉音字類			
𬌶	𬌶	ɦuəʔ8	~猻	蘇州同音常用字彙			
核	核	ɦuəʔ8	白讀：桃~。本字應作“𣝗”	蘇州同音常用字彙			
□	□	uəʔ7	~塞。據資料，應寫作“殟塞”	蘇州同音常用字彙			
決	决	ʨyəʔ7	~計	鄉音字類			
玦	玦	ʨyəʔ7	半環狀的玉珮	鄉音字類			
訣	诀	ʨyəʔ7	秘~	鄉音字類			
抉	抉	ʨyəʔ7	①挖，挑出。②挑取，選取：~擇。③戮，穿。④揭開，揭發	鄉音字類			
鴂	鴂	ʨyəʔ7	伯勞鳥	鄉音字類			
譎	谲	ʨyəʔ7	詭~：①變化無窮的樣子。②奇怪，怪誕	鄉音字類			
吷	吷	ʨyəʔ7	鳥鳴	鄉音字類			
橘	橘	ʨyəʔ7	福~：福建省所產的橘子	鄉音字類			
繘	繘	ʨyəʔ7	線	鄉音字類			
潏	潏	ʨyəʔ7	①水泉湧出。②在水中塡成的陸地	鄉音字類			
厥	厥	ʨyəʔ7	~倒：①失去知覺，不省人事。②形容氣憤之極。③形容受不了	鄉音字類			
劂	劂	ʨyəʔ7	剞~：①雕刻用的刀。②雕版，刊印。③雕刻的技術	鄉音字類			
蕨	蕨	ʨyəʔ7	~菜	鄉音字類			
鱖	鳜	ʨyəʔ7	~鯞，卽鰟鮍	鄉音字類			
蹶	蹶	ʨyəʔ7	竭~	鄉音字類			
嶡	嶡	ʨyəʔ7	祭祀時用來陳列祭品的器具。有四足，且有橫距	鄉音字類			
橛	橛	ʨyəʔ7	①小木樁，短木頭。②馬口中所銜的橫木。③禾稼的殘根。④擊	鄉音字類			
瘚	瘚	ʨyəʔ7	氣逆：~得去	蘇州同音常用字彙			
闕	阙	ʨʰyəʔ7	宮~	鄉音字類			
缺	缺	ʨʰyəʔ7	~少	鄉音字類			
闋	阕	ʨʰyəʔ7	①事情結束、止息。②喪制滿期。③曲終。④曲調。⑤量詞。計算歌、詞、曲的單位。⑥通“缺”，空缺	鄉音字類			
詘	诎	ʨʰyəʔ7	①同“屈”，彎曲：~五指而頓之。②屈服，折服：~敵國。③吐詞艱澀，言語鈍拙。④冤屈：宋王因怒而~殺之。⑤反而	鄉音字類			
屈	屈	ʨʰyəʔ7	姓	鄉音字類			
觖	觖	ʨʰyəʔ7	應讀[ʨyəʔ⁴]：①通“抉”，挑剔，挑撥。②不滿意：~如（不自滿）	鄉音字類			
𡙇	𡙇	ʨʰyəʔ7	①同“缺”。②毀，玷	鄉音字類			
掘	掘	ʥyəʔ8	臨渴~井	鄉音字類			
倔	倔	ʥyəʔ8	~强|犟頭~腦（倔强的樣子，多指孩子不聽父母的話）[例]箇小人犟頭倔腦，一滴滴閒話也弗聽（這孩子倔强得很，一點兒都不聽話）	鄉音字類			
崛	崛	ʥyəʔ8	高起，突起：~起	鄉音字類			
橛	橛	ʥyəʔ8	一~~	蘇州同音常用字彙			
倐	倏	ɕyəʔ7	俗“倏”字	鄉音字類			
倏	倏	ɕyəʔ7	~忽之間	蘇州同音常用字彙			
儵	倏	ɕyəʔ7	①“倏”本字：快速，疾速。②靑黑色	鄉音字類			
血	血	ɕyəʔ7	~淋帶渧：①鮮血淋淋。②喩狼狽不堪的樣子	鄉音字類			
侐	侐	ɕyəʔ7	淸靜，寂靜	鄉音字類			
洫	洫	ɕyəʔ7	①田間的水道。泛指溝渠：溝~。②護城河。③虛，空出：滿者~之。④敗壞	鄉音字類			
闃	阒	ɕyəʔ7	寂靜無聲：~寂。理論讀[ʨʰyəʔ⁴]	鄉音字類			
域	域	ɦyəʔ8	區~	鄉音字類			
棫	棫	ɦyəʔ8	白桵	鄉音字類			
淢	淢	ɦyəʔ8	①湍急的水流。②通“惐”，悲傷的樣子。③溭~：水波動貌	鄉音字類			
蜮	蜮	ɦyəʔ8	①傳說中一種會害人的水中毒蟲，形狀似鱉，能含沙射人。也稱爲“短狐”：鬼~（喩陰險的人）。②一種食苗葉的害蟲	鄉音字類			
罭	罭	ɦyəʔ8	九~：捕魚用的細網	鄉音字類			
緎	緎	ɦyəʔ8	①羊羔皮的縫接處。②量詞。絲二十縷爲~	鄉音字類			
閾	阈	ɦyəʔ8	①門檻。門。②界限，範圍：視~。③限制：閫~	鄉音字類			
曰	曰	ɦyəʔ8	白讀	鄉音字類			
曰	曰	ɦyaʔ8	文讀：子~子~葛老先生	蘇州同音常用字彙			
粤	粤	ɦyəʔ8	①廣東省的別稱：~劇|~菜。②古同“聿”“越”“曰”，文言助詞，用於句首或句中	鄉音字類			
越	越	ɦyəʔ8	~攙~醉	鄉音字類			
樾	樾	ɦyəʔ8	樹蔭：~蔭（樹蔭，借指別人的護庇）	鄉音字類			
鉞	钺	ɦyəʔ8	同“戉”。武器名。形製似斧而較大，通常以金屬製成，多用作禮仗，以象征帝王的權威，也用爲刑具	鄉音字類			
聿	聿	ɦyəʔ8	①文言助詞，無義，用於句首或句中。②古代稱“筆”，用筆寫文章。③~皇：輕快迅捷的樣子	鄉音字類			
矞	矞	ɦyəʔ8	~雲：彩色的瑞雲	鄉音字類			
遹	遹	ɦyəʔ8	①遵循。②句首發語詞，無義	鄉音字類			
霱	霱	ɦyəʔ8	彩雲，瑞雲	鄉音字類			
獝	獝	ɦyəʔ8	①鳥獸驚恐飛散的樣子。②狂放：~狂（兇惡的鬼怪）	鄉音字類			
閱	阅	ɦyəʔ8	~報室	鄉音字類			
悅	悦	ɦyəʔ8	~服：從心裏佩服	鄉音字類			
刖	刖	ɦyəʔ8	①古代一種砍斷雙脚的刑罰。②砍斷雙脚	鄉音字類			
月	月	ɦyəʔ8	文讀：~暈而風	鄉音字類			
軏	軏	ɦyəʔ8	小車轅頭上連接橫木的關鍵	鄉音字類			
穴	穴	ɦyəʔ8	太陽~	鄉音字類			
役	役	ɦyəʔ8	戰~	鄉音字類			
疫	疫	ɦyəʔ8	瘟~	鄉音字類			
熨	熨	yəʔ7	~貼：妥帖舒適	鄉音字類			
鬱	郁	yəʔ7	~悶	鄉音字類			
菀	菀	yəʔ7	①茂盛的樣子。②通“鬱”，凝結，鬱積	鄉音字類			
黦	黦	yəʔ7	①黃黑色。②玷汚：呼僮淨掃地，勿使~月明	鄉音字類			
髪	发	faʔ7	頭~	鄉音字類			
發	发	faʔ7	~寒熱	鄉音字類			
