單字	聲紐	呼	等	韻部	聲調	組	攝	聲母_定	介	韻母_定		22	备注							
埕	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ʦh		ɪŋ										
程	澄	開	三	清B	平	知	梗	ʦh		ɪŋ		32								
澄	澄	開	二	庚	平	知	梗	ʦh		ɪŋ		32								
懲	澄	開	三	蒸	平	知	曾	ʦh		ɪŋ		32								
逞	徹	開	三	清B	上	知	梗	ʦh		ɪŋ		55								
騁	徹	開	三	清B	上	知	梗	ʦh		ɪŋ		55								
秤	昌	開	三	蒸	去	章	曾	ʦh		ɪŋ		33								
青	清	開	四	青	平	精	梗	th		ɪŋ		33								
清	清	開	三	清A	平	精	梗	th		ɪŋ		33								
蜻	精	開	三	清A	平	精	梗	ʦh		ɪŋ		33								
情	從	開	三	清A	平	精	梗	th		ɪŋ		32								
晴	從	開	三	清A	平	精	梗	th		ɪŋ		32								
請	從	開	三	清A	平	精	梗	th		ɪŋ		32								
拯	章	開	三	蒸	上	章	曾	ʦh		ɪŋ		55								
綽	昌	開	三	陽	入	章	宕	ʦh		œk		33								
桌	知	開	二	江	入	知	江	ʦh		œk		33								
卓	知	開	二	江	入	知	江	ʦh		œk		33								
昌	昌	開	三	陽	平	章	宕	ʦh		œŋ		33								
菖	昌	開	三	陽	平	章	宕	ʦh		œŋ		33								
猖	昌	開	三	陽	平	章	宕	ʦh		œŋ		33								
長	澄	開	三	陽	平	知	宕	ʦh		œŋ		32								
場	澄	開	三	陽	平	知	宕	ʦh		œŋ		32								
腸	澄	開	三	陽	平	知	宕	ʦh		œŋ		32								
倡	昌	開	三	陽	平	章	宕	ʦh		œŋ		33								
唱	昌	開	三	陽	去	章	宕	ʦh		œŋ		33								
悵	徹	開	三	陽	去	知	宕	ʦh		œŋ		33								
暢	徹	開	三	陽	去	知	宕	ʦh		œŋ		33								
窗	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ʦh		œŋ										
戕	見	開	一	歌	平	見	果	ʦh		œŋ		33								
槍	清	開	三	陽	平	精	宕	th		œŋ		33								
鎗	初	開	二	庚	平	莊	梗	ʦh		œŋ		33								
鏘	清	開	三	陽	平	精	宕	th		œŋ		33								
薔	從	開	三	陽	平	精	宕	ʦh		œŋ		32								
牆	從	開	三	陽	平	精	宕	ʦh		œŋ		32								
搶								ʦh		œŋ	55									
搶	清	開	三	陽	平	精	宕	ʦh		œŋ		33								
嗆	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ʦh		œŋ										
嗆								ʦh		œŋ	33									
妾	清	開	三	鹽A	入	精	咸	ʦh		ip		33								
撤	澄	開	三	仙B	入	知	山	ʦh		it		33								
徹	澄	開	三	仙B	入	知	山	ʦh		it		33								
澈	澄	開	三	仙B	入	知	山	ʦh		it		33								
撮	精	合	一	寒	入	精	山	ʦh		yt		33								
切	清	開	四	先	入	精	山	th		it		33								
設	書	開	三	仙A	入	章	山	ʦh		it		33								
轍	澄	開	三	仙B	入	知	山	ʦh		it		33								
超	徹	開	三	宵B	平	知	效	ʦh		iu		33								
晁	澄	開	三	宵B	平	知	效	ʦh		iu		32								
朝	澄	開	三	宵B	平	知	效	ʦh		iu		32								
潮	澄	開	三	宵B	平	知	效	ʦh		iu		32								
悄	清	開	三	宵A	上	精	效	ʦh		iu		55								
憔	從	開	三	宵A	平	精	效	ʦh		iu		32								
樵	從	開	三	宵A	平	精	效	ʦh		iu		32								
瞧	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ʦh		iu										
俏	清	開	三	宵A	去	精	效	ʦh		iu		33								
峭	清	開	三	宵A	去	精	效	ʦh		iu		33								
肖	心	開	三	宵A	去	精	效	ʦh		iu		33								
昭	章	開	三	宵A	平	章	效	ʦh		iu		33								
鞘								ʦh		iu	33									
初	初	開	三	魚	平	莊	遇	ʦh		ɔ		33								
鋤	崇	開	三	魚	平	莊	遇	ʦh		ɔ		32								
雛	崇	合	三	虞	平	莊	遇	ʦh		ɔ		32								
楚	初	開	三	魚	上	莊	遇	ʦh		ɔ		55								
礎	初	開	三	魚	上	莊	遇	ʦh		ɔ		55								
搓	清	開	一	歌	平	精	果	th		ɔ		33								
磋	清	開	一	歌	平	精	果	th		ɔ		33								
蹉	清	開	一	歌	平	精	果	th		ɔ		33								
挫	精	合	一	歌	去	精	果	ʦh		ɔ		33								
錯	清	開	一	唐	入	精	宕	th		ɔ		33								
坐	從	合	一	歌	上	精	果	ʦh		ɔ		33	文读tsɔ22							
才	從	開	一	咍	平	精	蟹	th		ɔi		32								
材	從	開	一	咍	平	精	蟹	th		ɔi		32								
財	從	開	一	咍	平	精	蟹	th		ɔi		32								
裁	從	開	一	咍	平	精	蟹	th		ɔi		32								
采	清	開	一	咍	上	精	蟹	th		ɔi		55								
採	清	開	一	咍	上	精	蟹	th		ɔi		55								
彩	清	開	一	咍	上	精	蟹	th		ɔi		55								
睬	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ʦh		ɔi										
綵	清	開	一	咍	上	精	蟹	th		ɔi		55								
菜	清	開	一	咍	去	精	蟹	th		ɔi		33								
蔡	清	開	一	泰	去	精	蟹	th		ɔi		33								
塞	心	開	一	咍	去	精	蟹	ʦh		ɔi		33								
賽	心	開	一	咍	去	精	蟹	ʦh		ɔi		33								
戳	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ʦh		œk										
綽	昌	開	四	陽	入	章	宕	ʦh		œk		33								
庠	邪	開	三	陽	平	精	宕	ʦh		œŋ		32								
祥	邪	開	三	陽	平	精	宕	ʦh		œŋ		32								
翔	邪	開	三	陽	平	精	宕	ʦh		œŋ		32								
詳	以	開	三	陽	平	以	宕	ʦh		œŋ		32								
倉	清	開	一	唐	平	精	宕	th		œŋ		33								
蒼	清	開	一	唐	平	精	宕	th		œŋ		33								
滄	清	開	一	唐	平	精	宕	th		œŋ		33								
艙	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ʦh		œŋ										
藏	從	開	一	唐	平	精	宕	th		œŋ		32								
敞	昌	開	三	陽	上	章	宕	ʦh		œŋ		55								
廠	昌	開	三	陽	上	章	宕	ʦh		œŋ		55								
窗	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ʦh		œŋ										
瘡	初	開	三	陽	平	莊	宕	ʦh		œŋ		33								
床	崇	開	三	陽	平	莊	宕	ʦh		œŋ		32								
幢	澄	開	二	江	平	知	江	ʦh		œŋ		32								
闖	徹	開	三	侵B	去	知	深	ʦh		œŋ		33								
創	初	開	三	陽	平	莊	宕	ʦh		œŋ		33								
愴	初	開	三	陽	上	莊	宕	ʦh		œŋ		55								
操	清	開	一	豪	平	精	效	th		a		33								
糙	清	開	一	豪	去	精	效	th		a		33								
曹	從	開	一	豪	平	精	效	ʦh		a		32								
嘈	從	開	一	豪	平	精	效	th		a		32								
槽	精	開	一	豪	平	精	效	ʦh		a		33								
草	清	開	一	豪	上	精	效	th		a		55								
粗	從	開	一	模	上	精	遇	th		ɐu		33								
醋	清	開	一	模	去	精	遇	th		ɐu		33								
厝	清	開	一	模	去	精	遇	th		ɐu		33								
措	清	開	一	模	去	精	遇	th		ɐu		33								
錯	清	開	一	模	去	精	遇	th		ɐu		33								
澡	精	開	一	豪	上	精	效	ʦ		a		55								
噪	心	開	一	豪	去	精	效	th		a		33								
燥	心	開	一	豪	上	精	效	th		a		55								
躁	精	開	一	豪	去	精	效	th		a		33								
除	澄	開	三	魚	平	知	遇	ʦh		y		32								
蜍	以	開	三	魚	平	以	遇	ʦh		ɔi		32								
廚	澄	合	三	虞	平	知	遇	ʦh		y		32								
櫥	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ʦh		y										
處	昌	開	三	魚	上	章	遇	ʦh		y		55	又音ɔi							
吹	昌	合	三	支A	平	章	止	ʦh		ɔi		33								
炊	昌	合	三	支A	平	章	止	ʦh		ɔi		33								
搥	端	合	一	灰	平	端	蟹	ʦh		ɔi		33								
槌	澄	合	三	脂B	平	知	止	ʦh		ɔɪ		32								
錘	澄	合	三	支B	平	知	止	ʦh		ɔɪ		32								
鎚	澄	合	三	脂B	平	知	止	ʦh		ɔɪ		32								
崔	清	合	一	灰	平	精	蟹	th		ɔi		33								
催	清	合	一	灰	平	精	蟹	th		ɔi		33								
摧	從	合	一	灰	平	精	蟹	th		ɔi		32								
璀	清	合	一	灰	上	精	蟹	th		ɔi		55								
脆	清	合	三	祭A	去	精	蟹	th		ɔi		33								
翠	清	合	三	脂A	去	精	止	th		ɔi		33								
蛆	清	開	三	魚	平	精	遇	ʦ		ɔi		55								
趨	清	合	三	虞	平	精	遇	th		ɔi		33								
取	清	合	三	虞	上	精	遇	th		ɔi		55								
娶	心	合	三	虞	平	精	遇	ʦh		ɔi		33	白读thɐu							
趣	清	開	一	侯	上	精	流	th		ɔi		55								
覷	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ʦh		y										
衰	初	合	三	支B	平	莊	止	ʦh		ɔi		33								
隋	邪	合	三	支A	平	精	止	ʦh		ɔi		32								
隨	邪	合	三	支A	平	精	止	ʦh		ɔi		32								
徐	邪	開	三	魚	平	精	遇	ʦh		ɔi		32								
椎	澄	合	三	脂B	平	知	止	ʦh		ɔɪ		32								
畜	徹	開	三	尤	去	知	流	ʦh		ʊk		33								
矗	初	開	三	東	入	莊	通	ʦh		ʊk		55								
促	清	開	三	鍾	入	精	通	th		ʊk		55								
簇	清	開	一	東	入	精	通	th		ʊk		55								
蹙	精	開	三	東	入	精	通	ʦh		ʊk		55								
蹴	清	開	三	東	入	精	通	th		ʊk		55								
束	書	開	三	鍾	入	章	通	ʦh		ʊk		55								
速	心	開	一	東	入	精	通	ʦh		ʊk		55								
蓄	曉	開	三	東	入	影	通	ʦh		ʊk		55								
齪								ʦh		ʊk	55									
充	昌	開	三	東	平	章	通	ʦh		ʊŋ		33								
沖	澄	開	三	東	平	知	通	ʦh		ʊŋ		32								
忡	徹	開	三	東	平	知	通	ʦh		ʊŋ		33								
衝	昌	開	三	鍾	平	章	通	ʦh		ʊŋ		33								
憧	昌	開	三	鍾	平	章	通	ʦh		ʊŋ		33								
蟲	澄	開	三	東	平	知	通	ʦh		ʊŋ		32								
寵	徹	開	三	鍾	上	知	通	ʦh		ʊŋ		55								
銃	昌	開	三	東	去	章	通	ʦh		ʊŋ		33								
匆	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ʦh		ʊŋ										
囪	清	開	一	東	平	精	通	th		ʊŋ		33								
蔥	清	開	一	東	平	精	通	th		ʊŋ		33								
聰	清	開	一	東	平	精	通	th		ʊŋ		33								
從	從	開	三	鍾	平	精	通	th		ʊŋ		32								
叢	從	開	一	東	平	精	通	th		ʊŋ		32								
松	邪	開	三	鍾	平	精	通	ʦh		ʊŋ		32								
衷	知	開	三	東	平	知	通	ʦh		ʊŋ		33								
冢	知	開	三	鍾	上	知	通	ʦ		ʊŋ		55								
塚	知	開	三	鍾	上	知	通	ʦ		ʊŋ		55								
重	澄	開	三	鍾	平	知	通	ʦh		ʊŋ		32								
重	澄	開	三	鍾	上	知	通	ʦh		ʊŋ		33	文读tsʊŋ22							
打								t		a	55		又音tεŋ							
大	定	開	一	泰	去	端	蟹	t		a		22								
歹	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	t		a										
帶	端	開	一	泰	去	端	蟹	t		a		33								
帶	端	開	一	泰	去	端	蟹	t		a		33	表示谓语动词词义时，有人读作na							
戴	端	開	一	咍	去	端	蟹	t		a		33								
眈	定	開	一	覃	平	端	咸	t		am		32								
耽	端	開	一	覃	平	端	咸	t		am		33								
擔	端	開	一	談	平	端	咸	t		am		33								
擔	端	開	一	談	去	端	咸	t		am		33								
膽	端	開	一	談	上	端	咸	t		am		55								
淡	定	開	一	談	上	端	咸	t		am		33	文读tam22							
澹	定	開	一	談	平	端	咸	t		am		32								
丹	端	開	一	寒	平	端	山	t		an		33								
單	端	開	一	寒	平	端	山	t		an		33								
殫	端	開	一	寒	平	端	山	t		an		33								
旦	端	開	一	寒	去	端	山	t		an		33								
但	定	開	一	寒	平	端	山	t		an		32								
蛋	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	t		an										
誕	定	開	一	寒	上	端	山	t		an		33								
憚	定	開	一	寒	去	端	山	t		an		22								
彈	定	開	一	寒	去	端	山	t		an		22								
撢								t		an	22									
搭	透	開	一	談	入	端	咸	t		ap		33								
沓	定	開	一	覃	入	端	咸	t		ap		22								
答	端	開	一	覃	入	端	咸	t		ap		33								
拓								t		ap	33									
踏	透	開	一	覃	入	端	咸	t		ap		33								
蹋	定	開	一	談	入	端	咸	th		ap		33								
達	透	開	一	寒	入	端	山	t		at		33								
逮	定	開	四	齊	去	端	蟹	t		ɐi		22								
低	端	開	四	齊	平	端	蟹	t		ε		33	tɐi较少用，可能文读词多							
邸	端	開	四	齊	上	端	蟹	t		ɐi		55								
抵	端	開	四	齊	上	端	蟹	t		ɐi		55	“抵死”音tε							
底	端	開	四	齊	上	端	蟹	t		ε		55	tɐi较少用，可能文读词多							
柢	端	開	四	齊	平	端	蟹	t		ɐi		33								
牴	端	開	四	齊	上	端	蟹	t		ɐi		55								
弟	定	開	四	齊	上	端	蟹	t		ɐi		22								
帝	端	開	四	齊	去	端	蟹	t		ɐi		33								
第	定	開	四	齊	去	端	蟹	t		ɐi		22								
蒂	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	t		ɐi										
遞	定	開	四	齊	上	端	蟹	t		ɐi		22								
締	定	開	四	齊	平	端	蟹	t		ɐi		32								
諦	端	開	四	齊	去	端	蟹	t		ɐi		33								
隸	來	開	四	齊	去	來	蟹	t		ɐi	22									
得	端	開	一	登	入	端	曾	t		ɐk		55	表示“完成、能够”读33调							
德	端	開	一	登	入	端	曾	t		ɐk		55								
特	定	開	一	登	入	端	曾	t		ɐk		22								
敦	端	合	一	灰	平	端	蟹	t		ɔn		33								
墩	端	合	一	魂	平	端	臻	t		ɐn		33	又音tɔn，多用于地名							
噸	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	t		ɔn										
燉	透	合	一	魂	平	端	臻	t		ɐn		33								
盹	章	合	三	真A	去	章	臻	t		ɔn		33								
沌	定	合	一	魂	平	端	臻	t		ɔn		32								
遁	定	合	一	魂	上	端	臻	t		ɔn		22								
鈍	定	合	一	魂	去	端	臻	t		ɔn		22								
頓	端	合	一	魂	去	端	臻	t		ɔn		33								
登	端	開	一	登	平	端	曾	t		ɐŋ		33								
燈	端	開	一	登	平	端	曾	t		ɐŋ		33								
蹬	定	開	一	登	去	端	曾	t		ɐŋ		22								
等	端	開	一	咍	上	端	蟹	t		ɐŋ		55								
凳	端	開	一	登	去	端	曾	t		ɐŋ		33								
鄧	定	開	一	登	去	端	曾	t		ɐŋ		22								
瞪	澄	開	二	耕	平	知	梗	t		ɐŋ		32								
咄	端	合	一	魂	入	端	臻	t		yt		22								
凸	定	合	一	魂	入	端	臻	t		ɐt		22								
突	透	合	一	魂	入	端	臻	t		ɐt		22								
兜	端	開	一	侯	平	端	流	t		ɐu		33								
抖	端	開	一	侯	上	端	流	t		ɐu		55								
陡	端	開	一	侯	上	端	流	t		ɐu		55								
蚪	端	開	一	侯	上	端	流	t		ɐu		55								
斗	端	開	一	侯	上	端	流	t		ɐu		55								
豆	定	開	一	侯	去	端	流	t		ɐu		22								
荳	定	開	一	侯	去	端	流	t		ɐu		22								
逗	澄	合	三	虞	去	知	遇	t		ɐu		22								
鬥	端	開	一	侯	去	端	流	t		ɐu		33								
痘	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	t		ɐu										
竇	定	開	一	侯	去	端	流	t		ɐu		22								
讀								t		ɐu	22									
糾	見	開	三	幽	上	見	流	t		ɐu		55								
爹	知	開	三	麻	平	知	假	t		ɛ		33								
地	定	開	三	脂A	去	端	止	t		ɐi		22								
知	知	開	三	支B	平	知	止	t		ɐi		33								
笛	定	開	四	青	入	端	梗	t		εk		22								
釘	端	開	四	青	平	端	梗	t		εŋ		33								
頂	端	開	四	青	上	端	梗	t		ɪŋ		55	白读音·tεŋ							
定	定	開	四	青	去	端	梗	t		ɪŋ		22								
的	端	開	四	青	入	端	梗	t		ɪk		55								
滴	端	開	四	青	入	端	梗	t		ɪk		55								
狄	定	開	四	青	入	端	梗	t		ɪk		22								
迪	定	開	四	青	入	端	梗	t		ɪk		22								
荻	定	開	四	青	入	端	梗	t		ɪk		22								
滌	定	開	四	青	入	端	梗	t		ɪk		22								
嘀	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	t		ɪk										
敵	定	開	四	青	入	端	梗	t		ɪk		22								
踮	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	t		im										
點	端	開	四	添	上	端	咸	t		im		55	又音εm							
店	端	開	四	添	去	端	咸	t		im		33	又音εm							
玷	端	開	四	添	上	端	咸	t		im		55								
惦	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	t		im										
顛	端	開	四	先	平	端	山	t		in		33	又音εn							
巔	端	開	四	先	平	端	山	t		in		33								
癲	端	開	四	先	平	端	山	t		εn		33								
典	端	開	四	先	上	端	山	t		in		55								
碘	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	t		in										
佃	定	開	四	先	去	端	山	t		in		22								
甸	定	開	四	先	去	端	山	t		in		22								
奠	定	開	四	先	去	端	山	t		εn		22	in少用							
電	定	開	四	先	去	端	山	t		εn		22								
殿	定	開	四	先	去	端	山	t		in		22	又音εn							
墊	端	開	四	添	去	端	咸	t		in		33	又音εn							
靛	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	t		in										
澱	定	開	四	先	去	端	山	t		in		22								
端	端	合	一	寒	平	端	山	t		ɔn		33	yn少用							
短	端	合	一	寒	上	端	山	t		ɔn		55	yn少用							
段	定	合	一	寒	去	端	山	t		ɔn		22	yn少用							
緞	定	合	一	寒	上	端	山	t		ɔn		22	yn少用							
鍛	端	合	一	寒	去	端	山	t		ɔn		33	yn少用							
斷	端	合	一	寒	上	端	山	h		ɔn		55	yn少用							
斷	端	合	一	寒	去	端	山	t		yn		33								
蹲	從	合	一	魂	平	精	臻	t		ɔn		32								
唸	端	開	四	先	去	端	山	t		in		33								
丁	知	開	二	耕	平	知	梗	t		ɪŋ		33								
仃	端	開	四	青	平	端	梗	t		ɪŋ		33								
叮	端	開	四	青	平	端	梗	t		ɪŋ		33								
盯	澄	開	二	庚	平	知	梗	t		ɪŋ		32								
町	透	開	四	青	平	端	梗	t		ɪŋ		33								
町								t		ɪŋ	33									
頂	端	開	四	青	上	端	梗	t		ɪŋ		55								
鼎	端	開	四	青	上	端	梗	t		ɪŋ		55								
定	定	開	四	青	去	端	梗	t		ɪŋ		22								
訂	透	開	四	青	平	端	梗	t		ɪŋ		33								
啄	端	開	一	東	入	端	通	t		œk		33								
琢	知	開	二	江	入	知	江	t		œk		33								
喋	定	開	四	添	入	端	咸	t		ip		22								
碟	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	t		ip			又音εp							
蝶	透	開	四	添	入	端	咸	t		ip		33								
疊	定	開	四	添	入	端	咸	t		ip		22								
褶	定	開	四	添	入	端	咸	t		ip		22								
跌	定	開	四	先	入	端	山	t		it		33	又音εt							
迭	定	開	四	先	入	端	山	t		it		22								
奪	定	合	一	寒	入	端	山	t		yt		22								
秩	澄	開	三	真B	入	知	臻	t		it		22								
刁	端	開	四	蕭	平	端	效	t		iu		33								
叼	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	t		iu			又音εu							
凋	端	開	四	蕭	平	端	效	t		iu		33								
貂	端	開	四	蕭	平	端	效	t		iu		33								
雕	端	開	四	蕭	平	端	效	t		iu		33								
鵰	端	開	四	蕭	平	端	效	t		iu		33								
弔	端	開	四	蕭	去	端	效	t		iu		33	又音εu							
吊	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	t		iu										
掉	定	開	四	蕭	上	端	效	t		iu		22	表示“扔”音tεu							
釣	端	開	四	蕭	去	端	效	t		iu		33	又音εu							
調	定	開	四	蕭	去	端	效	t		iu		22	又音εu							
丟	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	t		iu										
多	端	開	一	歌	平	端	果	t		ɔ		33								
朵	端	合	一	歌	上	端	果	t		ɔ		55								
躲	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	t		ɔ										
惰	定	合	一	歌	上	端	果	t		ɔ		22								
跺	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	t		ɔ										
墮	曉	合	三	支A	平	影	止	t		ɔ		33								
代	定	開	一	咍	去	端	蟹	t		ɔi		22								
岱	定	開	一	咍	去	端	蟹	t		ɔi		22								
殆	定	開	一	咍	上	端	蟹	h		ɔi		33								
待	定	開	一	咍	上	端	蟹	t		ɔi		22								
怠	定	開	一	咍	上	端	蟹	h		ɔi		33								
袋	定	開	一	咍	去	端	蟹	t		ɔi		22								
黛	定	開	一	咍	去	端	蟹	t		ɔi		22								
度	定	開	一	唐	入	端	宕	t		œk		22								
踱	定	開	一	唐	入	端	宕	t		œk		22								
當	端	開	一	唐	平	端	宕	t		œŋ		33								
當	端	開	一	唐	去	端	宕	t		œŋ		33								
噹	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	t		œŋ										
鐺	端	開	一	唐	平	端	宕	t		œŋ		33								
擋	端	開	一	唐	去	端	宕	t		œŋ		55								
擋								t		œŋ	55									
檔								t		œŋ	55									
檔								t		œŋ	55									
黨	端	開	一	唐	上	端	宕	t		œŋ		55								
宕	定	開	一	唐	去	端	宕	t		œŋ		22								
蕩	定	開	一	唐	上	端	宕	t		œŋ		22								
盪	透	開	一	唐	平	端	宕	t		œŋ		33								
刀	端	開	一	豪	平	端	效	t		a		33								
叨								t		a	33									
島	端	開	一	豪	上	端	效	t		ɐu		55								
搗	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	t		a										
導	定	開	一	豪	去	端	效	t		ɐu		22								
擣	端	開	一	豪	上	端	效	t		ɐu		55								
蹈	定	開	一	豪	去	端	效	t		ɐu		22								
到	端	開	一	豪	去	端	效	t		a		33								
倒	端	開	一	豪	上	端	效	t		a		55								
倒	端	開	一	豪	去	端	效	t		a		33								
悼	定	開	一	豪	去	端	效	t		a		22								
道	定	開	一	豪	上	端	效	t		ɐu		22								
盜	定	開	一	豪	去	端	效	t		ɐu		22								
稻	定	開	一	豪	上	端	效	t		ɐu		22								
都	端	開	一	模	平	端	遇	t		ɐu		33								
嘟	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	t		ɐu			拟声词 tut5 tyt5							
堵	端	開	一	模	上	端	遇	t		ɐu		55								
睹	端	開	一	模	上	端	遇	t		ɐu		55								
賭	端	開	一	模	上	端	遇	t		ɐu		55								
杜	定	開	一	模	上	端	遇	t		ɐu		22								
肚	定	開	一	模	上	端	遇	t		ɐu		55								
妒	端	開	一	模	去	端	遇	t		ɐu		33								
度	定	開	一	模	去	端	遇	t		ɐu		22								
渡	定	開	一	模	去	端	遇	t		ɐu		22								
鍍	定	開	一	模	平	端	遇	t		ɐu		32								
闍								t		ɐu	33									
堆	端	合	一	灰	平	端	蟹	t		ɔi		33								
兌	定	合	一	泰	去	端	蟹	t		ɔi		22								
隊	定	合	一	灰	去	端	蟹	t		ɔi		22								
對	端	合	一	灰	去	端	蟹	t		ɔi		33								
督	端	合	一	冬	入	端	通	t		ʊk		55								
毒	定	合	一	冬	入	端	通	t		ʊk		22								
獨	定	開	一	東	入	端	通	t		ʊk		22								
瀆	定	開	一	東	入	端	通	t		ʊk		22								
犢	定	開	一	東	入	端	通	t		ʊk		22								
讀	定	開	一	東	入	端	通	t		ʊk		22								
篤	端	合	一	冬	入	端	通	t		ʊk		55								
篤	端	合	一	冬	入	端	通	t		ʊk		55								
頓								t		ʊk	22									
幢	澄	開	二	江	去	知	江	t		ʊŋ		22								
冬	端	合	一	冬	平	端	通	t		ʊŋ		33								
東	端	開	一	東	平	端	通	t		ʊŋ		33								
咚	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	t		ʊŋ										
鶇	端	開	一	東	平	端	通	t		ʊŋ		33								
董	端	開	一	東	上	端	通	t		ʊŋ		55								
懂	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	t		ʊŋ										
洞	定	開	一	東	平	端	通	t		ʊŋ		32								
凍	端	開	一	東	平	端	通	t		ʊŋ		33								
動	定	開	一	東	上	端	通	t		ʊŋ		22								
棟	端	開	一	東	去	端	通	t		ʊŋ		33								
