列1	列2	列3	列4	湖州话字表	此列不需录入
灰	灰	huei⁴⁴	huei1		huei⁴⁴
恢	恢	huei⁴⁴	huei1		huei⁴⁴
麾	麾	huei⁴⁴	huei1		huei⁴⁴
徽	徽	huei⁴⁴	huei1		huei⁴⁴
悔	悔	huei⁴²	huei3		huei⁴²
毀	毁	huei⁴²	huei3		huei⁴²
揮	挥	huei⁴²	huei3		huei⁴²
輝	辉	huei⁴²	huei3		huei⁴²
晦	晦	huei³⁵	huei5		huei³⁵
諱	讳	huei³⁵	huei5		huei³⁵
賄	贿	huei³⁵	huei5		huei³⁵
威	威	uei⁴⁴	uei1		ʔuei⁴⁴
畏	畏	uei⁴⁴	uei1		ʔuei⁴⁴
煨	煨	uei⁴⁴	uei1		ʔuei⁴⁴
委	委	uei⁴²	uei3		ʔuei⁴²
萎	萎	uei⁴²	uei3		ʔuei⁴²
偉	伟	uei⁴²	uei3		ʔuei⁴²
餧	餧	uei⁴²	uei3		ʔuei⁴²
會	会	uei³⁵	uei5	開~，~不~	ʔuei³⁵
衛	卫	uei³⁵	uei5		ʔuei³⁵
惠	惠	uei³⁵	uei5		ʔuei³⁵
慧	慧	uei³⁵	uei5		ʔuei³⁵
穢	秽	uei³⁵	uei5		ʔuei³⁵
魏	魏	uei³⁵	uei5		ʔuei³⁵
胃	胃	uei³⁵	uei5		ʔuei³⁵
謂	谓	uei³⁵	uei5		ʔuei³⁵
蝟	猬	uei³⁵	uei5		ʔuei³⁵
位	位	uei³⁵	uei5		ʔuei³⁵
慰	慰	uei³⁵	uei5		ʔuei³⁵
匯	汇	uei³⁵	uei5		ʔuei³⁵
回	回	ɦuei¹²	wei2		ɦuei¹²
茴	茴	ɦuei¹²	wei2		ɦuei¹²
危	危	ɦuei¹²	wei2	文	ɦuei¹²
爲	为	ɦuei¹²	wei2		ɦuei¹²
違	违	ɦuei¹²	wei2		ɦuei¹²
圍	围	ɦuei¹²	wei2		ɦuei¹²
偽	伪	ɦuei¹²	wei2		ɦuei¹²
葦	苇	ɦuei¹²	wei2		ɦuei¹²
緯	纬	ɦuei¹²	wei2		ɦuei¹²
唯	唯	ɦuei¹²	wei2	文	ɦuei¹²
包	包	pɔ⁴⁴	pau1		pɔ⁴⁴
胞	胞	pɔ⁴⁴	pau1		pɔ⁴⁴
保	保	pɔ⁴²	pau3		pɔ⁴²
堡	堡	pɔ⁴²	pau3		pɔ⁴²
寶	宝	pɔ⁴²	pau3		pɔ⁴²
褒	褒	pɔ⁴²	pau3		pɔ⁴²
飽	饱	pɔ⁴²	pau3		pɔ⁴²
報	报	pɔ³⁵	pau5		pɔ³⁵
豹	豹	pɔ³⁵	pau5		pɔ³⁵
爆	爆	pɔ³⁵	pau5		pɔ³⁵
拋	抛	pʰɔ⁴⁴	phau1		pʰɔ⁴⁴
泡	泡	pʰɔ⁴²	phau3		pʰɔ⁴²
袍	袍	bɔ¹²	bau2		bɔ¹²
跑	跑	bɔ¹²	bau2		bɔ¹²
抱	抱	bɔ²³¹	bau4		bɔ²³¹
鮑	鲍	bɔ²³¹	bau4		bɔ²³¹
暴	暴	bɔ²⁴	bau6		bɔ²⁴
鉋	刨	bɔ²⁴	bau6		bɔ²⁴
雹	雹	bɔ²⁴	bau6		bɔ²⁴
刨	刨	bɔ²⁴	bau6	~地	bɔ²⁴
曝	曝	bɔ²⁴	bau6		bɔ²⁴
瀑	瀑	bɔ²⁴	bau6		bɔ²⁴
貓	猫	mɔ⁴⁴	mau1		mɔ⁴⁴
卯	卯	mɔ⁴²	mau3		mɔ⁴²
冒	冒	mɔ³⁵	mau5		mɔ³⁵
帽	帽	mɔ³⁵	mau5		mɔ³⁵
貌	貌	mɔ³⁵	mau5		mɔ³⁵
毛	毛	mɔ¹²	mau2		ɦmɔ¹²
茅	茅	mɔ¹²	mau2		ɦmɔ¹²
矛	矛	mɔ¹²	mau2		ɦmɔ¹²
刀	刀	tɔ⁴⁴	tau1		tɔ⁴⁴
禱	祷	tɔ⁴²	tau3		tɔ⁴²
島	岛	tɔ⁴²	tau3		tɔ⁴²
倒	倒	tɔ⁴²	tau3	打~	tɔ⁴²
到	到	tɔ³⁵	tau5		tɔ³⁵
倒	倒	tɔ³⁵	tau5	~水	tɔ³⁵
叨	叨	tʰɔ⁴⁴	thau1		tʰɔ⁴⁴
滔	滔	tʰɔ⁴⁴	thau1		tʰɔ⁴⁴
討	讨	tʰɔ⁴²	thau3		tʰɔ⁴²
套	套	tʰɔ³⁵	thau5		tʰɔ³⁵
掏	掏	dɔ¹²	dau2		dɔ¹²
桃	桃	dɔ¹²	dau2		dɔ¹²
逃	逃	dɔ¹²	dau2		dɔ¹²
淘	淘	dɔ¹²	dau2		dɔ¹²
陶	陶	dɔ¹²	dau2		dɔ¹²
萄	萄	dɔ¹²	dau2		dɔ¹²
道	道	dɔ²³¹	dau4		dɔ²³¹
稻	稻	dɔ²³¹	dau4		dɔ²³¹
導	导	dɔ²³¹	dau4		dɔ²³¹
盜	盗	dɔ²⁴	dau6		dɔ²⁴
腦	脑	nɔ⁴²	nhau3		nɔ⁴²
惱	恼	nɔ⁴²	nhau3		nɔ⁴²
鬧	闹	nɔ³⁵	nhau5		nɔ³⁵
撈	捞	lɔ⁴⁴	lhau1		lɔ⁴⁴
嘮	唠	lɔ⁴⁴	lhau1		lɔ⁴⁴
老	老	lɔ⁴²	lhau3		lɔ⁴²
澇	涝	lɔ¹²	lau2		lɦɔ¹²
勞	劳	lɔ¹²	lau2		lɦɔ¹²
牢	牢	lɔ¹²	lau2		lɦɔ¹²
遭	遭	tsɔ⁴⁴	tsau1		tsɔ⁴⁴
糟	糟	tsɔ⁴⁴	tsau1		tsɔ⁴⁴
朝	朝	tsɔ⁴⁴	tsau1		tsɔ⁴⁴
昭	昭	tsɔ⁴⁴	tsau1		tsɔ⁴⁴
招	招	tsɔ⁴⁴	tsau1		tsɔ⁴⁴
沼	沼	tsɔ⁴⁴	tsau1		tsɔ⁴⁴
早	早	tsɔ⁴²	tsau3		tsɔ⁴²
棗	枣	tsɔ⁴²	tsau3		tsɔ⁴²
蚤	蚤	tsɔ⁴²	tsau3		tsɔ⁴²
澡	澡	tsɔ⁴²	tsau3		tsɔ⁴²
爪	爪	tsɔ⁴²	tsau3		tsɔ⁴²
抓	抓	tsɔ⁴²	tsau3	~了一把	tsɔ⁴²
竈	灶	tsɔ³⁵	tsau5		tsɔ³⁵
罩	罩	tsɔ³⁵	tsau5		tsɔ³⁵
照	照	tsɔ³⁵	tsau5		tsɔ³⁵
詔	诏	tsɔ³⁵	tsau5		tsɔ³⁵
操	操	tsʰɔ⁴⁴	tshau1		tsʰɔ⁴⁴
抄	抄	tsʰɔ⁴⁴	tshau1		tsʰɔ⁴⁴
超	超	tsʰɔ⁴⁴	tshau1		tsʰɔ⁴⁴
草	草	tsʰɔ⁴²	tshau3		tsʰɔ⁴²
炒	炒	tsʰɔ⁴²	tshau3		tsʰɔ⁴²
吵	吵	tsʰɔ⁴²	tshau3		tsʰɔ⁴²
躁	躁	tsʰɔ³⁵	tshau5		tsʰɔ³⁵
糙	糙	tsʰɔ³⁵	tshau5		tsʰɔ³⁵
鈔	钞	tsʰɔ³⁵	tshau5		tsʰɔ³⁵
朝	朝	dzɔ¹²	dzau2		dzɔ¹²
潮	潮	dzɔ¹²	dzau2		dzɔ¹²
嘲	嘲	dzɔ¹²	dzau2		dzɔ¹²
趙	赵	dzɔ²³¹	dzau4		dzɔ²³¹
召	召	dzɔ²⁴	dzau6		dzɔ²⁴
兆	兆	dzɔ²⁴	dzau6	重~，湖州地名	dzɔ²⁴
騷	骚	sɔ⁴⁴	sau1		sɔ⁴⁴
臊	臊	sɔ⁴⁴	sau1		sɔ⁴⁴
梢	梢	sɔ⁴⁴	sau1		sɔ⁴⁴
捎	捎	sɔ⁴⁴	sau1		sɔ⁴⁴
燒	烧	sɔ⁴⁴	sau1		sɔ⁴⁴
稍	稍	sɔ⁴⁴	sau1		sɔ⁴⁴
掃	扫	sɔ⁴²	sau3	~地	sɔ⁴²
嫂	嫂	sɔ⁴²	sau3		sɔ⁴²
少	少	sɔ⁴²	sau3		sɔ⁴²
曹	曹	zɔ¹²	zau2		zɔ¹²
槽	槽	zɔ¹²	zau2		zɔ¹²
韶	韶	zɔ¹²	zau2		zɔ¹²
邵	邵	zɔ¹²	zau2		zɔ¹²
造	造	zɔ²³¹	zau4		zɔ²³¹
擾	扰	zɔ²³¹	zau4		zɔ²³¹
紹	绍	zɔ²⁴	zau6		zɔ²⁴
皂	皂	zɔ²⁴	zau6		zɔ²⁴
兆	兆	zɔ²⁴	zau6		zɔ²⁴
繞	绕	zɔ²⁴	zau6	文	zɔ²⁴
高	高	kɔ⁴⁴	kau1		kɔ⁴⁴
膏	膏	kɔ⁴⁴	kau1		kɔ⁴⁴
篙	篙	kɔ⁴⁴	kau1	進船竿	kɔ⁴⁴
羔	羔	kɔ⁴⁴	kau1		kɔ⁴⁴
糕	糕	kɔ⁴⁴	kau1		kɔ⁴⁴
交	交	kɔ⁴⁴	kau1	白	kɔ⁴⁴
膠	胶	kɔ⁴⁴	kau1		kɔ⁴⁴
稿	稿	kɔ⁴²	kau3		kɔ⁴²
絞	绞	kɔ⁴²	kau3		kɔ⁴²
攪	搅	kɔ⁴²	kau3		kɔ⁴²
搞	搞	kɔ⁴²	kau3		kɔ⁴²
鉸	铰	kɔ⁴²	kau3	白	kɔ⁴²
告	告	kɔ³⁵	kau5		kɔ³⁵
酵	酵	kɔ³⁵	kau5		kɔ³⁵
窖	窖	kɔ³⁵	kau5		kɔ³⁵
覺	觉	kɔ³⁵	kau5	睏~	kɔ³⁵
教	教	kɔ³⁵	kau5	~書。白	kɔ³⁵
烤	烤	kʰɔ⁴⁴	khau1		kʰɔ⁴⁴
敲	敲	kʰɔ⁴⁴	khau1		kʰɔ⁴⁴
考	考	kʰɔ⁴²	khau3		kʰɔ⁴²
靠	靠	kʰɔ³⁵	khau5		kʰɔ³⁵
犒	犒	kʰɔ³⁵	khau5		kʰɔ³⁵
咬	咬	ŋɔ⁴²	ngau3		ŋɔ⁴²
傲	傲	ŋɔ¹²	ngau2		ŋɦɔ¹²
熬	熬	ŋɔ¹²	ngau2		ŋɦɔ¹²
蒿	蒿	hɔ⁴⁴	hau1		hɔ⁴⁴
哮	哮	hɔ⁴⁴	hau1	~病：氣喘。白	hɔ⁴⁴
好	好	hɔ⁴²	hau3	~壞，喜~	hɔ⁴²
孝	孝	hɔ³⁵	hau5	白	hɔ³⁵
耗	耗	hɔ³⁵	hau5		hɔ³⁵
懊	懊	ɔ⁴⁴	au1	~惱	ʔɔ⁴⁴
坳	坳	ɔ⁴²	au3	山~	ʔɔ⁴²
懊	懊	ɔ³⁵	au5	~悔	ʔɔ³⁵
奧	奥	ɔ³⁵	au5		ʔɔ³⁵
襖	袄	ɔ³⁵	au5		ʔɔ³⁵
號	号	ɔ³⁵	au5	呼~，~數	ʔɔ³⁵
沃	沃	ɔ³⁵	au5		ʔɔ³⁵
豪	豪	ɦɔ¹²	ghau2		ɦɔ¹²
壕	壕	ɦɔ¹²	ghau2		ɦɔ¹²
毫	毫	ɦɔ¹²	ghau2		ɦɔ¹²
浩	浩	ɦɔ¹²	ghau2		ɦɔ¹²
臕	臕	piɔ⁴⁴	piau1		piɔ⁴⁴
標	标	piɔ⁴⁴	piau1		piɔ⁴⁴
彪	彪	piɔ⁴⁴	piau1		piɔ⁴⁴
表	表	piɔ⁴²	piau3		piɔ⁴²
飄	飘	pʰiɔ⁴⁴	phiau1		pʰiɔ⁴⁴
漂	漂	pʰiɔ⁴²	phiau3		pʰiɔ⁴²
票	票	pʰiɔ³⁵	phiau5		pʰiɔ³⁵
瓢	瓢	biɔ¹²	biau2		biɔ¹²
鰾	鳔	biɔ²³¹	biau4		biɔ²³¹
眇	眇	miɔ⁴⁴	miau1		miɔ⁴⁴
藐	藐	miɔ⁴²	miau3		miɔ⁴²
渺	渺	miɔ⁴²	miau3		miɔ⁴²
秒	秒	miɔ⁴²	miau3		miɔ⁴²
廟	庙	miɔ³⁵	miau5		miɔ³⁵
妙	妙	miɔ³⁵	miau5		miɔ³⁵
苗	苗	miɔ¹²	miau2		mɦiɔ¹²
描	描	miɔ¹²	miau2		mɦiɔ¹²
刁	刁	tiɔ⁴⁴	tiau1		tiɔ⁴⁴
貂	貂	tiɔ⁴⁴	tiau1		tiɔ⁴⁴
雕	雕	tiɔ⁴⁴	tiau1		tiɔ⁴⁴
鳥	鸟	tiɔ⁴²	tiau3		tiɔ⁴²
釣	钓	tiɔ³⁵	tiau5		tiɔ³⁵
吊	吊	tiɔ³⁵	tiau5		tiɔ³⁵
挑	挑	tʰiɔ⁴⁴	thiau1	~東西，~起來	tʰiɔ⁴⁴
挑	挑	tʰiɔ⁴²	thiau3	~選	tʰiɔ⁴²
跳	跳	tʰiɔ³⁵	thiau5		tʰiɔ³⁵
條	条	diɔ¹²	diau2		diɔ¹²
調	调	diɔ¹²	diau2	音~	diɔ¹²
調	调	diɔ³⁵	diau5	~換	diɔ³⁵
掉	掉	diɔ²⁴	diau6		diɔ²⁴
撈	捞	liɔ⁴⁴	liau1	~麵	liɔ⁴⁴
澇	涝	liɔ⁴⁴	liau1	~起來	liɔ⁴⁴
了	了	liɔ⁴²	liau3		liɔ⁴²
料	料	liɔ³⁵	liau5		liɔ³⁵
撩	撩	liɔ³⁵	liau5		liɔ³⁵
燎	燎	liɔ¹²	liau2	~原	lɦiɔ¹²
聊	聊	liɔ¹²	liau2		lɦiɔ¹²
遼	辽	liɔ¹²	liau2		lɦiɔ¹²
寥	寥	liɔ¹²	liau2		lɦiɔ¹²
療	疗	liɔ¹²	liau2		lɦiɔ¹²
瞭	了	liɔ¹²	liau2	~解	lɦiɔ¹²
廖	廖	liɔ¹²	liau2		lɦiɔ¹²
交	交	tɕiɔ⁴⁴	ciau1	文	tɕiɔ⁴⁴
郊	郊	tɕiɔ⁴⁴	ciau1		tɕiɔ⁴⁴
較	较	tɕiɔ⁴⁴	ciau1		tɕiɔ⁴⁴
焦	焦	tɕiɔ⁴⁴	ciau1		tɕiɔ⁴⁴
蕉	蕉	tɕiɔ⁴⁴	ciau1		tɕiɔ⁴⁴
椒	椒	tɕiɔ⁴⁴	ciau1		tɕiɔ⁴⁴
驕	骄	tɕiɔ⁴⁴	ciau1		tɕiɔ⁴⁴
嬌	娇	tɕiɔ⁴⁴	ciau1		tɕiɔ⁴⁴
澆	浇	tɕiɔ⁴⁴	ciau1		tɕiɔ⁴⁴
狡	狡	tɕiɔ⁴⁴	ciau1		tɕiɔ⁴⁴
教	教	tɕiɔ⁴⁴	ciau1	~書。文	tɕiɔ⁴⁴
校	校	tɕiɔ⁴²	ciau3	~對	tɕiɔ⁴²
繳	缴	tɕiɔ⁴²	ciau3		tɕiɔ⁴²
僥	侥	tɕiɔ⁴²	ciau3		tɕiɔ⁴²
餃	饺	tɕiɔ⁴²	ciau3		tɕiɔ⁴²
矯	矫	tɕiɔ⁴²	ciau3		tɕiɔ⁴²
教	教	tɕiɔ³⁵	ciau5	~育。文	tɕiɔ³⁵
校	校	tɕiɔ³⁵	ciau5	上~	tɕiɔ³⁵
叫	叫	tɕiɔ³⁵	ciau5		tɕiɔ³⁵
鍬	锹	tɕʰiɔ⁴⁴	chiau1		tɕʰiɔ⁴⁴
蹺	跷	tɕʰiɔ⁴⁴	chiau1	~腳：跛子	tɕʰiɔ⁴⁴
巧	巧	tɕʰiɔ⁴²	chiau3		tɕʰiɔ⁴²
悄	悄	tɕʰiɔ⁴²	chiau3		tɕʰiɔ⁴²
竅	窍	tɕʰiɔ³⁵	chiau5		tɕʰiɔ³⁵
俏	俏	tɕʰiɔ³⁵	chiau5		tɕʰiɔ³⁵
巣	巣	dʑiɔ¹²	jiau2		dʑiɔ¹²
樵	樵	dʑiɔ¹²	jiau2		dʑiɔ¹²
喬	乔	dʑiɔ¹²	jiau2		dʑiɔ¹²
僑	侨	dʑiɔ¹²	jiau2		dʑiɔ¹²
橋	桥	dʑiɔ¹²	jiau2		dʑiɔ¹²
蕎	荞	dʑiɔ¹²	jiau2		dʑiɔ¹²
剿	剿	dʑiɔ¹²	jiau2		dʑiɔ¹²
撬	撬	dʑiɔ²³¹	jiau4		dʑiɔ²³¹
轎	轿	dʑiɔ²⁴	jiau6		dʑiɔ²⁴
消	消	ɕiɔ⁴⁴	shiau1		ɕiɔ⁴⁴
宵	宵	ɕiɔ⁴⁴	shiau1		ɕiɔ⁴⁴
霄	霄	ɕiɔ⁴⁴	shiau1		ɕiɔ⁴⁴
硝	硝	ɕiɔ⁴⁴	shiau1		ɕiɔ⁴⁴
銷	销	ɕiɔ⁴⁴	shiau1		ɕiɔ⁴⁴
鞘	鞘	ɕiɔ⁴⁴	shiau1		ɕiɔ⁴⁴
蕭	萧	ɕiɔ⁴⁴	shiau1		ɕiɔ⁴⁴
簫	箫	ɕiɔ⁴⁴	shiau1		ɕiɔ⁴⁴
小	小	ɕiɔ⁴²	shiau3		ɕiɔ⁴²
曉	晓	ɕiɔ⁴²	shiau3		ɕiɔ⁴²
孝	孝	ɕiɔ³⁵	shiau5	文	ɕiɔ³⁵
笑	笑	ɕiɔ³⁵	shiau5		ɕiɔ³⁵
尿	尿	ȵiɔ42	gniau3		ȵiɔ42
鳥	鸟	ȵiɔ42	gniau3	用得少	ȵiɔ42
繞	绕	ȵiɔ³⁵	gniau5	~線。白	ȵiɔ³⁵
撓	挠	ȵiɔ¹²	gniau2		ȵɦiɔ¹²
鐃	铙	ȵiɔ¹²	gniau2		ȵɦiɔ¹²
橈	桡	ȵiɔ¹²	gniau2		ȵɦiɔ¹²
妖	妖	iɔ⁴⁴	iau1		ʔiɔ⁴⁴
邀	邀	iɔ⁴⁴	iau1		ʔiɔ⁴⁴
腰	腰	iɔ⁴⁴	iau1		ʔiɔ⁴⁴
要	要	iɔ⁴⁴	iau1		ʔiɔ⁴⁴
幺	幺	iɔ⁴⁴	iau1		ʔiɔ⁴⁴
吆	吆	iɔ⁴⁴	iau1		ʔiɔ⁴⁴
□	？	iɔ⁴⁴	iau1	停歇	ʔiɔ⁴⁴
杳	杳	iɔ⁴²	iau3		ʔiɔ⁴²
舀	舀	iɔ⁴²	iau3		ʔiɔ⁴²
效	效	iɔ³⁵	iau5		ʔiɔ³⁵
校	校	iɔ³⁵	iau5	學~	ʔiɔ³⁵
耀	耀	iɔ³⁵	iau5		ʔiɔ³⁵
鷂	鹞	iɔ³⁵	iau5		ʔiɔ³⁵
要	要	iɔ³⁵	iau5		ʔiɔ³⁵
搖	摇	ɦiɔ¹²	yau2		ɦiɔ¹²
謠	谣	ɦiɔ¹²	yau2		ɦiɔ¹²
窯	窑	ɦiɔ¹²	yau2		ɦiɔ¹²
姚	姚	ɦiɔ¹²	yau2		ɦiɔ¹²
堯	尧	ɦiɔ¹²	yau2		ɦiɔ¹²
肴	肴	ɦiɔ¹²	yau2		ɦiɔ¹²
淆	淆	ɦiɔ¹²	yau2		ɦiɔ¹²
畝	亩	møʏ⁴²	meu3		møʏ⁴²
某	某	møʏ⁴²	meu3		møʏ⁴²
茂	茂	møʏ³⁵	meu5		møʏ³⁵
貿	贸	møʏ³⁵	meu5		møʏ³⁵
謬	谬	møʏ³⁵	meu5		møʏ³⁵
謀	谋	møʏ¹²	meu2		mɦøʏ¹²
否	否	føʏ⁴⁴	feu1		føʏ⁴⁴
浮	浮	vøʏ¹²	veu2	文	vøʏ¹²
負	负	vøʏ²³¹	veu4		vøʏ²³¹
兜	兜	tøʏ⁴⁴	teu1		tøʏ⁴⁴
丟	丢	tøʏ⁴⁴	teu1		tøʏ⁴⁴
斗	斗	tøʏ⁴²	teu3		tøʏ⁴²
抖	抖	tøʏ⁴²	teu3		tøʏ⁴²
陡	陡	tøʏ⁴²	teu3		tøʏ⁴²
鬥	斗	tøʏ³⁵	teu5		tøʏ³⁵
偷	偷	tʰøʏ⁴⁴	theu1		tʰøʏ⁴⁴
透	透	tʰøʏ³⁵	theu5		tʰøʏ³⁵
頭	头	døʏ¹²	deu2		døʏ¹²
投	投	døʏ¹²	deu2		døʏ¹²
豆	豆	døʏ²⁴	deu6		døʏ²⁴
逗	逗	døʏ²⁴	deu6		døʏ²⁴
溜	溜	løʏ⁴⁴	leu1		løʏ⁴⁴
餾	馏	løʏ⁴⁴	leu1		løʏ⁴⁴
柳	柳	løʏ⁴²	leu3		løʏ⁴²
縷	缕	løʏ⁴²	leu3		løʏ⁴²
簍	篓	løʏ⁴²	leu3		løʏ⁴²
屢	屡	løʏ⁴²	leu3		løʏ⁴²
摟	搂	løʏ⁴²	leu3	抱	løʏ⁴²
漏	漏	løʏ³⁵	leu5		løʏ³⁵
陋	陋	løʏ³⁵	leu5		løʏ³⁵
流	流	løʏ¹²	leu2		lɦøʏ¹²
劉	刘	løʏ¹²	leu2		lɦøʏ¹²
留	留	løʏ¹²	leu2		lɦøʏ¹²
硫	硫	løʏ¹²	leu2		lɦøʏ¹²
琉	琉	løʏ¹²	leu2		lɦøʏ¹²
樓	楼	løʏ¹²	leu2		lɦøʏ¹²
勾	勾	køʏ⁴⁴	keu1		køʏ⁴⁴
鉤	钩	køʏ⁴⁴	keu1		køʏ⁴⁴
溝	沟	køʏ⁴⁴	keu1		køʏ⁴⁴
苟	苟	køʏ⁴⁴	keu1		køʏ⁴⁴
狗	狗	køʏ⁴²	keu3		køʏ⁴²
夠	够	køʏ³⁵	keu5		køʏ³⁵
構	构	køʏ³⁵	keu5		køʏ³⁵
購	购	køʏ³⁵	keu5		køʏ³⁵
口	口	kʰøʏ⁴²	kheu3		kʰøʏ⁴²
扣	扣	kʰøʏ³⁵	kheu5		kʰøʏ³⁵
寇	寇	kʰøʏ³⁵	kheu5		kʰøʏ³⁵
叩	叩	kʰøʏ³⁵	kheu5		kʰøʏ³⁵
紐	纽	ŋøʏ⁴²	ngeu3		ŋøʏ⁴²
偶	偶	ŋøʏ⁴²	ngeu3	配~，~然	ŋøʏ⁴²
藕	藕	ŋøʏ⁴²	ngeu3		ŋøʏ⁴²
吼	吼	høʏ⁴²	heu3		høʏ⁴²
鱟	鲎	høʏ³⁵	heu5	虹	høʏ³⁵
肘	肘	tɕʏ⁴⁴	cieu1		tɕʏ⁴⁴
周	周	tɕʏ⁴⁴	cieu1		tɕʏ⁴⁴
舟	舟	tɕʏ⁴⁴	cieu1		tɕʏ⁴⁴
州	州	tɕʏ⁴⁴	cieu1		tɕʏ⁴⁴
洲	洲	tɕʏ⁴⁴	cieu1		tɕʏ⁴⁴
鳩	鸠	tɕʏ⁴⁴	cieu1		tɕʏ⁴⁴
糾	纠	tɕʏ⁴⁴	cieu1	~正，~纏	tɕʏ⁴⁴
走	走	tɕʏ⁴²	cieu3		tɕʏ⁴²
酒	酒	tɕʏ⁴²	cieu3		tɕʏ⁴²
帚	帚	tɕʏ⁴²	cieu3		tɕʏ⁴²
九	九	tɕʏ⁴²	cieu3		tɕʏ⁴²
久	久	tɕʏ⁴²	cieu3		tɕʏ⁴²
韭	韭	tɕʏ⁴²	cieu3		tɕʏ⁴²
奏	奏	tɕʏ³⁵	cieu5		tɕʏ³⁵
晝	昼	tɕʏ³⁵	cieu5		tɕʏ³⁵
皺	皱	tɕʏ³⁵	cieu5		tɕʏ³⁵
咒	咒	tɕʏ³⁵	cieu5		tɕʏ³⁵
灸	灸	tɕʏ³⁵	cieu5		tɕʏ³⁵
救	救	tɕʏ³⁵	cieu5		tɕʏ³⁵
究	究	tɕʏ³⁵	cieu5		tɕʏ³⁵
鄒	邹	tɕʏ³⁵	cieu5		tɕʏ³⁵
秋	秋	tɕʰʏ⁴⁴	chieu1		tɕʰʏ⁴⁴
抽	抽	tɕʰʏ⁴⁴	chieu1		tɕʰʏ⁴⁴
丘	丘	tɕʰʏ⁴⁴	chieu1		tɕʰʏ⁴⁴
鰍	鳅	tɕʰʏ⁴⁴	chieu1		tɕʰʏ⁴⁴
鞦	鞦	tɕʰʏ⁴⁴	chieu1		tɕʰʏ⁴⁴
羞	羞	tɕʰʏ⁴²	chieu3		tɕʰʏ⁴²
丑	丑	tɕʰʏ⁴²	chieu3		tɕʰʏ⁴²
醜	丑	tɕʰʏ⁴²	chieu3		tɕʰʏ⁴²
湊	凑	tɕʰʏ³⁵	chieu5		tɕʰʏ³⁵
臭	臭	tɕʰʏ³⁵	chieu5		tɕʰʏ³⁵
綢	绸	dʑʏ¹²	jieu2		dʑʏ¹²
稠	稠	dʑʏ¹²	jieu2		dʑʏ¹²
籌	筹	dʑʏ¹²	jieu2		dʑʏ¹²
愁	愁	dʑʏ¹²	jieu2		dʑʏ¹²
仇	仇	dʑʏ¹²	jieu2	姓	dʑʏ¹²
讎	仇	dʑʏ¹²	jieu2		dʑʏ¹²
酬	酬	dʑʏ¹²	jieu2		dʑʏ¹²
球	球	dʑʏ¹²	jieu2		dʑʏ¹²
求	求	dʑʏ¹²	jieu2		dʑʏ¹²
舅	舅	dʑʏ²³¹	jieu4		dʑʏ²³¹
臼	臼	dʑʏ²³¹	jieu4		dʑʏ²³¹
宙	宙	dʑʏ²⁴	jieu6		dʑʏ²⁴
驟	骤	dʑʏ²⁴	jieu6		dʑʏ²⁴
售	售	dʑʏ²⁴	jieu6		dʑʏ²⁴
咎	咎	dʑʏ²⁴	jieu6		dʑʏ²⁴
柩	柩	dʑʏ²⁴	jieu6		dʑʏ²⁴
舊	旧	dʑʏ²⁴	jieu6		dʑʏ²⁴
紂	纣	dʑʏ²⁴	jieu6		dʑʏ²⁴
修	修	ɕʏ⁴⁴	shieu1		ɕʏ⁴⁴
搜	搜	ɕʏ⁴⁴	shieu1		ɕʏ⁴⁴
餿	馊	ɕʏ⁴⁴	shieu1		ɕʏ⁴⁴
蒐	搜	ɕʏ⁴⁴	shieu1		ɕʏ⁴⁴
收	收	ɕʏ⁴⁴	shieu1		ɕʏ⁴⁴
休	休	ɕʏ⁴⁴	shieu1		ɕʏ⁴⁴
靴	靴	ɕʏ⁴⁴	shieu1		ɕʏ⁴⁴
手	手	ɕʏ⁴²	shieu3		ɕʏ⁴²
首	首	ɕʏ⁴²	shieu3		ɕʏ⁴²
守	守	ɕʏ⁴²	shieu3		ɕʏ⁴²
漱	漱	ɕʏ³⁵	shieu5		ɕʏ³⁵
嗽	嗽	ɕʏ³⁵	shieu5		ɕʏ³⁵
秀	秀	ɕʏ³⁵	shieu5		ɕʏ³⁵
繡	绣	ɕʏ³⁵	shieu5		ɕʏ³⁵
銹	锈	ɕʏ³⁵	shieu5		ɕʏ³⁵
瘦	瘦	ɕʏ³⁵	shieu5		ɕʏ³⁵
獸	兽	ɕʏ³⁵	shieu5		ɕʏ³⁵
嗅	嗅	ɕʏ³⁵	shieu5		ɕʏ³⁵
朽	朽	ɕʏ³⁵	shieu5		ɕʏ³⁵
叟	叟	ɕʏ³⁵	shieu5		ɕʏ³⁵
莠	莠	ɕʏ³⁵	shieu5		ɕʏ³⁵
囚	囚	ʑʏ¹²	zhieu2		ʑʏ¹²
泅	泅	ʑʏ¹²	zhieu2	游水	ʑʏ¹²
柔	柔	ʑʏ¹²	zhieu2		ʑʏ¹²
揉	揉	ʑʏ¹²	zhieu2		ʑʏ¹²
受	受	ʑʏ²³¹	zhieu4		ʑʏ²³¹
就	就	ʑʏ²⁴	zhieu6		ʑʏ²⁴
壽	寿	ʑʏ²⁴	zhieu6		ʑʏ²⁴
授	授	ʑʏ²⁴	zhieu6		ʑʏ²⁴
袖	袖	ʑʏ²⁴	zhieu6		ʑʏ²⁴
扭	扭	ȵʏ⁴⁴	gnieu1		ȵʏ⁴⁴
牛	牛	ȵʏ¹²	gnieu2		ȵɦʏ¹²
