正體	簡體	聲母	韻母	聲調	詞例	声母音标	韵母音标	調值
宰	宰	z	ae	3		ts	ɛ	31
崽	崽	z	ae	3		ts	ɛ	31
再	再	z	ae	5		ts	ɛ	44
在	在	c	ae	6		tsʰ	ɛ	33
載	载	z	ae	3	三年五載	ts	ɛ	31
載	载	z	ae	5	裝載，記載，下載	ts	ɛ	44
載	载	c	ae	6	名詞，裝載的貨物	tsʰ	ɛ	33
簪	簪	z	un	1		ts	ʊ̃	21
攢	攒	z	aen	3		ts	ɛ̃	31
暫	暂	c	aen	6		tsʰ	ɛ̃	33
贊	赞	z	aen	5		ts	ɛ̃	44
讚	赞	z	aen	5		ts	ɛ̃	44
饡	饡	z	aen	5	吃酒沒得菜，花生米饡饡。	ts	ɛ̃	44
贓	赃	z	an	1		ts	ã	21
髒	脏	z	an	1	骯髒	ts	ã	21
臟	脏	z	an	5	心臟	ts	ã	44
臟	脏	c	an	6	五臟廟	tsʰ	ã	33
奘	奘	zh	uan	3	粗大	tʂ	uã	31
葬	葬	z	an	5		ts	ã	44
遭	遭	z	o	1		ts	ɔ	21
糟	糟	z	o	1		ts	ɔ	21
鑿	凿	c	ah	8		tsʰ	aʔ	3
早	早	z	o	3		ts	ɔ	31
棗	枣	z	o	3		ts	ɔ	31
蚤	蚤	z	o	3		ts	ɔ	31
澡	澡	z	o	3		ts	ɔ	31
藻	藻	z	o	3		ts	ɔ	31
皂	皂	c	o	6		tsʰ	ɔ	33
灶	灶	z	o	5		ts	ɔ	44
造	造	c	o	6		tsʰ	ɔ	33
噪	噪	c	o	5		tsʰ	ɔ	44
燥	燥	c	o	5		tsʰ	ɔ	44
躁	躁	z	o	5		ts	ɔ	44
則	则	z	eh	7		ts	əʔ	4
責	责	z	eh	7		ts	əʔ	4
擇	择	c	eh	8	選擇	tsʰ	əʔ	3
擇	择	ch	eh	8	擇菜	tʂʰ	əʔ	3
澤	泽	c	eh	8		tsʰ	əʔ	3
嘖	啧	z	eh	7		ts	əʔ	4
仄	仄	z	eh	7		ts	əʔ	4
昃	昃	z	eh	7		ts	əʔ	4
賊	贼	c	eh	8		tsʰ	əʔ	3
怎	怎	z	en	3		ts	əŋ	31
增	增	z	en	1		ts	əŋ	21
憎	憎	z	en	1		ts	əŋ	21
罾	罾	z	en	1		ts	əŋ	21
贈	赠	c	en	6		tsʰ	əŋ	33
扎	扎	zh	aeh	7		tʂ	iaʔ	4
紮	扎	zh	aeh	7		tʂ	iaʔ	4
吒	吒	zh	a	5	哪吒	tʂ	a	44
奓	奓	zh	a	1	張開	tʂ	a	21
喳	喳	zh	a	1		tʂ	a	21
渣	渣	zh	a	1		tʂ	a	21
楂	楂	zh	a	1		tʂ	a	21
札	札	zh	aeh	7		tʂ	iaʔ	4
閘	闸	ch	aeh	8		tʂʰ	iaʔ	3
鍘	铡	ch	aeh	8		tʂʰ	iaʔ	3
眨	眨	zh	aeh	7		tʂ	iaʔ	4
砟	砟	zh	a	3		tʂ	a	31
詐	诈	zh	a	5		tʂ	a	44
吒	咤	zh	a	5		tʂ	a	44
炸	炸	zh	a	5	炸彈	tʂ	a	44
煠	炸	ch	aeh	8	油煠	tʂʰ	iaʔ	3
蚱	蚱	zh	a	5		tʂ	a	44
搾	榨	zh	a	5		tʂ	a	44
榨	榨	zh	a	5		tʂ	a	44
齋	斋	zh	ae	1		tʂ	ɛ	21
摘	摘	zh	eh	7		tʂ	əʔ	4
宅	宅	t	ah	7		tʰ	aʔ	4
宅	宅	ch	eh	8		tʂʰ	əʔ	3
窄	窄	zh	eh	7		tʂ	əʔ	4
債	债	zh	ae	5		tʂ	ɛ	44
寨	寨	zh	ae	5	文读	tʂ	ɛ	44
𠏾	𠏾	ch	ae	6	大小便	tʂʰ	ɛ	33
沾	沾	zh	in	1		tɕ	ĩ	21
粘	粘	n	in	2		n	ĩ	24
詹	詹	zh	in	1		tɕ	ĩ	21
瞻	瞻	zh	in	1		tɕ	ĩ	21
斬	斩	zh	aen	3		tʂ	ɛ̃	31
盞	盏	zh	aen	3		tʂ	ɛ̃	31
展	展	zh	in	3		tɕ	ĩ	31
嶄	崭	zh	aen	3		tʂ	ɛ̃	31
搌	搌	zh	in	3	搌布	tʂ	ĩ	31
輾	辗	zh	in	3		tɕ	ĩ	31
佔	占	zh	in	5		tɕ	ĩ	44
棧	栈	ch	aen	6		tʂʰ	ɛ̃	33
戰	战	zh	in	5		tɕ	ĩ	44
站	站	zh	aen	5		tʂ	ɛ̃	44
綻	绽	c	aen	6		tsʰ	ɛ̃	33
湛	湛	ch	aen	6		tʂʰ	ɛ̃	33
蘸	蘸	zh	aen	5		tʂ	ɛ̃	44
張	张	zh	an	1		tʂ	ã	21
章	章	zh	an	1		tʂ	ã	21
彰	彰	zh	an	1		tʂ	ã	21
漳	漳	zh	an	1		tʂ	ã	21
璋	璋	zh	an	1		tʂ	ã	21
樟	樟	zh	an	1		tʂ	ã	21
蟑	蟑	zh	an	1		tʂ	ã	21
長	长	ch	an	2	長度	tʂʰ	ã	24
長	长	zh	an	3	長官	tʂ	ã	31
漲	涨	zh	an	3	漲價	tʂ	ã	31
漲	涨	zh	an	5	漲鍋	tʂ	ã	44
掌	掌	zh	an	3		tʂ	ã	31
丈	丈	ch	an	6		tʂʰ	ã	33
仗	仗	zh	an	5	打仗	tʂ	ã	44
仗	仗	ch	an	6	儀仗隊	tʂʰ	ã	33
杖	杖	ch	an	6		tʂʰ	ã	33
帳	帐	zh	an	5		tʂ	ã	44
賬	账	zh	an	5		tʂ	ã	44
脹	胀	zh	an	5		tʂ	ã	44
障	障	zh	an	5		tʂ	ã	44
釗	钊	zh	o	1		tʂ	ɔ	21
招	招	zh	o	1		tʂ	ɔ	21
昭	昭	zh	o	1		tʂ	ɔ	21
爪	爪	zh	o	3		tʂ	ɔ	31
爪	爪	zh	ua	3		tʂ	ua	31
找	找	zh	o	3		tʂ	ɔ	31
沼	沼	zh	o	3		tʂ	ɔ	31
召	召	ch	o	6	召喚	tʂʰ	ɔ	33
兆	兆	ch	o	6		tʂʰ	ɔ	33
趙	赵	ch	o	6		tʂʰ	ɔ	33
照	照	zh	o	5		tʂ	ɔ	44
罩	罩	zh	o	5		tʂ	ɔ	44
肇	肇	ch	o	6		tʂʰ	ɔ	33
曌	曌	zh	o	5		tʂ	ɔ	44
蜇	蜇	zh	ih	7		tʂ	iʔ	4
遮	遮	zh	a	1		tʂ	a	21
折	折	zh	ih	7	折扣	tʂ	iʔ	4
摺	折	zh	ih	7		tɕ	iʔ	4
折	折	sh	ih	8	折本	ɕ	iʔ	3
虴	虴	d	eh	7	虴蛨（蚱蜢）	t	əʔ	4
哲	哲	zh	ih	7	哲學	tɕ	iʔ	4
蟄	蛰	ch	eh	8		tʂʰ	əʔ	3
者	者	zh	ae	3		tʂ	ɛ	31
這	这	zh	eh	7		tʂ	əʔ	4
浙	浙	zh	ih	7	浙江	tʂ	iʔ	4
蔗	蔗	zh	a	5		tʂ	a	44
着	着	zh	ah	7	穿着，衣着	tʂ	aʔ	4
着	着	ch	ah	8	着火，睡着，附着，着陆	tʂʰ	aʔ	3
貞	贞	zh	en	1		tʂ	əŋ	21
針	针	zh	en	1		tʂ	əŋ	21
偵	侦	zh	en	1		tʂ	əŋ	21
珍	珍	zh	en	1		tʂ	əŋ	21
幀	帧	zh	en	5		tʂ	əŋ	44
真	真	zh	en	1		tʂ	əŋ	21
砧	砧	zh	en	1		tʂ	əŋ	21
蓁	蓁	zh	en	1		tʂ	əŋ	21
斟	斟	zh	en	1		tʂ	əŋ	21
甄	甄	zh	en	1		tʂ	əŋ	21
榛	榛	zh	en	1		tʂ	əŋ	21
箴	箴	zh	en	1		tʂ	əŋ	21
臻	臻	zh	en	1		tʂ	əŋ	21
診	诊	zh	en	3		tʂ	əŋ	31
枕	枕	zh	en	3		tʂ	əŋ	31
疹	疹	zh	en	3		tʂ	əŋ	31
圳	圳	zh	en	5		tʂ	əŋ	44
陣	阵	ch	en	6		tʂʰ	əŋ	33
振	振	zh	en	5		tʂ	əŋ	44
震	震	zh	en	5		tʂ	əŋ	44
鎮	镇	zh	en	1	壓	tʂ	əŋ	21
鎮	镇	zh	en	5	鄉鎮	tʂ	əŋ	44
爭	争	zh	en	1		tʂ	əŋ	21
征	征	zh	en	1		tʂ	əŋ	21
徵	征	zh	en	1	象徵	tʂ	əŋ	21
掙	挣	zh	en	1	掙扎	tʂ	əŋ	21
掙	挣	zh	en	5	掙錢	tʂ	əŋ	44
睜	睁	zh	en	1		tʂ	əŋ	21
錚	铮	zh	en	1		tʂ	əŋ	21
揁	揁	zh	en	1	揁袋儿	tʂ	əŋ	21
箏	筝	zh	en	1		tʂ	əŋ	21
蒸	蒸	zh	en	1		tʂ	əŋ	21
拯	拯	zh	en	3		tʂ	əŋ	31
整	整	zh	en	3		tʂ	əŋ	31
正	正	zh	en	1	正月	tʂ	əŋ	21
正	正	zh	en	5	正確	tʂ	əŋ	44
證	证	zh	en	5		tʂ	əŋ	44
鄭	郑	ch	en	6		tʂʰ	əŋ	33
政	政	zh	en	5		tʂ	əŋ	44
症	症	zh	en	5		tʂ	əŋ	44
之	之	zh	r	1		ts	ɿ	21
支	支	zh	r	1		ts	ɿ	21
汁	汁	zh	eh	7	果汁	tʂ	əʔ	4
芝	芝	zh	r	1		ts	ɿ	21
吱	吱	zh	r	1		ts	ɿ	21
枝	枝	zh	r	1		ts	ɿ	21
知	知	zh	r	1		ts	ɿ	21
肢	肢	zh	r	1		ts	ɿ	21
織	织	zh	eh	7		tʂ	əʔ	4
梔	栀	zh	r	1	梔子花	ts	ɿ	21
脂	脂	zh	r	1	脂肪	ts	ɿ	21
蜘	蜘	zh	r	1		ts	ɿ	21
執	执	zh	eh	7		tʂ	əʔ	4
直	直	ch	eh	8		tʂʰ	əʔ	3
侄	侄	ch	ih	8		tʂʰ	iʔ	3
值	值	ch	eh	8		tʂʰ	əʔ	3
職	职	zh	eh	7		tʂ	əʔ	4
植	植	ch	eh	8		tʂʰ	əʔ	3
殖	殖	ch	eh	8	殖民	tʂʰ	əʔ	3
殖	殖	sh	eh	8	骨殖	ʂ	əʔ	3
止	止	zh	r	3		ts	ɿ	31
隻	只	zh	eh	7	船隻，形單影隻	tʂ	əʔ	4
只	只	zh	eh	7		tʂ	əʔ	4
旨	旨	zh	r	3		ts	ɿ	31
址	址	zh	r	3		ts	ɿ	31
芷	芷	zh	r	3		ts	ɿ	31
沚	沚	zh	r	3		ts	ɿ	31
紙	纸	zh	r	3		ts	ɿ	31
指	指	zh	r	3	指導	ts	ɿ	31
指	指	zh	eh	7	手指頭	tʂ	əʔ	4
趾	趾	zh	r	3	趾高氣揚	ts	ɿ	31
趾	趾	zh	eh	7	腳趾頭	tʂ	əʔ	4
徵	徵	zh	r	3	徵調	ts	ɿ	31
至	至	zh	r	5		ts	ɿ	44
志	志	zh	r	5		ts	ɿ	44
誌	志	zh	r	5	地方誌	ts	ɿ	44
幟	帜	zh	r	5		ts	ɿ	44
制	制	zh	r	5		ts	ɿ	44
製	制	zh	r	5	製造	ts	ɿ	44
質	质	zh	eh	7		tʂ	əʔ	4
炙	炙	zh	eh	7		tʂ	əʔ	4
治	治	ch	r	6		tsʰ	ɿ	33
摯	挚	zh	r	5		ts	ɿ	44
致	致	zh	r	5		ts	ɿ	44
秩	秩	ch	eh	8		tʂʰ	əʔ	3
痔	痔	ch	r	6		tsʰ	ɿ	33
窒	窒	zh	eh	7	窒息	tʂ	əʔ	4
窒	窒	d	ih	7	窒頭，塞子	t	iʔ	4
智	智	zh	r	5		ts	ɿ	44
痣	痣	zh	r	5		ts	ɿ	44
滯	滞	ch	r	5		tsʰ	ɿ	44
置	置	zh	r	5		ts	ɿ	44
雉	雉	ch	r	6		tsʰ	ɿ	33
稚	稚	ch	r	6		tsʰ	ɿ	33
中	中	zh	on	1	中國	tʂ	ɔŋ	21
中	中	zh	on	5	中風，中獎	tʂ	ɔŋ	44
忠	忠	zh	on	1		tʂ	ɔŋ	21
終	终	zh	on	1		tʂ	ɔŋ	21
鍾	钟	zh	on	1	鍾愛	tʂ	ɔŋ	21
鐘	钟	zh	on	1	鐘鼓	tʂ	ɔŋ	21
衷	衷	zh	on	1		tʂ	ɔŋ	21
腫	肿	zh	on	3		tʂ	ɔŋ	31
種	种	zh	on	3	名詞	tʂ	ɔŋ	31
種	种	zh	on	5	動詞	tʂ	ɔŋ	44
冢	冢	zh	on	3		tʂ	ɔŋ	31
仲	仲	ch	on	6		tʂʰ	ɔŋ	33
眾	众	zh	on	5		tʂ	ɔŋ	44
重	重	ch	on	2	重新	tʂʰ	ɔŋ	24
重	重	ch	on	6	重要	tʂʰ	ɔŋ	33
舟	舟	zh	eu	1		tʂ	ɤɯ	21
州	州	zh	eu	1		tʂ	ɤɯ	21
周	周	zh	eu	1	周轉	tʂ	ɤɯ	21
週	周	zh	eu	1	週末	tʂ	ɤɯ	21
洲	洲	zh	eu	1		tʂ	ɤɯ	21
粥	粥	zh	oh	7		tʂ	ɔʔ	4
妯	妯	ch	oh	8		tʂʰ	ɔʔ	3
軸	轴	ch	oh	8		tʂʰ	ɔʔ	3
肘	肘	zh	eu	3		tʂ	ɤɯ	31
帚	帚	zh	eu	3		tʂ	ɤɯ	31
咒	咒	zh	eu	5		tʂ	ɤɯ	44
宙	宙	ch	eu	6		tʂʰ	ɤɯ	33
縐	绉	zh	eu	5	文縐縐	tʂ	ɤɯ	44
晝	昼	zh	eu	5		tʂ	ɤɯ	44
皺	皱	zh	eu	5		tʂ	ɤɯ	44
㾭	㾭	j	ieu	5	㾭筋（抽筋）	tɕ	iʊ	44
驟	骤	ch	eu	6		tʂʰ	ɤɯ	33
朱	朱	zh	v	1		tʂ	ʋ	21
侏	侏	zh	v	1		tʂ	ʋ	21
誅	诛	zh	v	1		tʂ	ʋ	21
珠	珠	zh	v	1		tʂ	ʋ	21
株	株	zh	v	1		tʂ	ʋ	21
諸	诸	zh	v	1		tʂ	ʋ	21
銖	铢	zh	v	1		tʂ	ʋ	21
豬	猪	zh	v	1		tʂ	ʋ	21
蛛	蛛	zh	v	1		tʂ	ʋ	21
竹	竹	zh	oh	7		tʂ	ɔʔ	4
竺	竺	zh	oh	7		tʂ	ɔʔ	4
逐	逐	ch	oh	8		tʂʰ	ɔʔ	3
燭	烛	zh	oh	7		tʂ	ɔʔ	4
舳	舳	ch	oh	8		tʂʰ	ɔʔ	3
主	主	zh	v	3		tʂ	ʋ	31
拄	拄	zh	v	3		tʂ	ʋ	31
煮	煮	zh	v	3		tʂ	ʋ	31
囑	嘱	zh	oh	7		tʂ	ɔʔ	4
矚	瞩	zh	oh	7		tʂ	ɔʔ	4
助	助	ch	v	6		tʂʰ	ʋ	33
住	住	ch	v	6		tʂʰ	ʋ	33
貯	贮	zh	v	5		tʂ	ʋ	44
注	注	zh	v	5		tʂ	ʋ	44
註	注	zh	v	5		tʂ	ʋ	44
駐	驻	zh	v	5		tʂ	ʋ	44
柱	柱	ch	v	6		tʂʰ	ʋ	33
祝	祝	zh	oh	7		tʂ	ɔʔ	4
疰	疰	zh	v	5		tʂ	ʋ	44
著	著	zh	v	5		tʂ	ʋ	44
蛀	蛀	zh	v	5		tʂ	ʋ	44
𣥼	𣥼	zh	v	5		tʂ	ʋ	44
鑄	铸	zh	v	5		tʂ	ʋ	44
筑	筑	zh	oh	7		tʂ	ɔʔ	4
築	筑	zh	oh	7		tʂ	ɔʔ	4
箸	箸	ch	v	6		tʂʰ	ʋ	33
抓	抓	zh	ua	1		tʂ	ua	21
髽	髽	zh	ua	1		tʂ	ua	21
跩	跩	zh	uae	3		tʂ	uɛ	31
拽	拽	zh	uae	5	拉	tʂ	uɛ	44
專	专	zh	un	1		tʂ	ʊ̃	21
磚	砖	zh	un	1		tʂ	ʊ̃	21
轉	转	zh	un	3	轉化	tʂ	ʊ̃	31
轉	转	zh	un	5	轉動	tʂ	ʊ̃	44
賺	赚	zh	uaen	5		tʂ	uɛ̃	44
篆	篆	ch	un	6		tʂʰ	ʊ̃	33
妝	妆	zh	uan	1		tʂ	uã	21
粧	妆	zh	uan	1		tʂ	uã	21
莊	庄	zh	uan	1		tʂ	uã	21
樁	桩	zh	uan	1		tʂ	uã	21
裝	装	zh	uan	1		tʂ	uã	21
壯	壮	zh	uan	5		tʂ	uã	44
狀	状	ch	uan	6		tʂʰ	uã	33
撞	撞	ch	uan	6		tʂʰ	uã	33
追	追	zh	uei	1		tʂ	uəi	21
椎	椎	zh	uei	1		tʂ	uəi	21
椎	椎	ch	uei	2		tʂʰ	uəi	24
錐	锥	zh	uei	1		tʂ	uəi	21
墜	坠	ch	uei	6		tʂʰ	uəi	33
綴	缀	zh	uei	5		tʂ	uəi	44
贅	赘	zh	uei	5		tʂ	uəi	44
肫	肫	zh	uen	1		tʂ	uəŋ	21
准	准	zh	uen	3	准許，准考證	tʂ	uəŋ	31
準	准	zh	uen	3	準備	tʂ	uəŋ	31
拙	拙	zh	uh	7		tʂ	ʊʔ	4
捉	捉	zh	uah	7		tʂ	uaʔ	4
桌	桌	zh	uah	7		tʂ	uaʔ	4
茁	茁	zh	uh	7		tʂ	ʊʔ	4
卓	卓	zh	uah	7		tʂ	uaʔ	4
斫	斫	zh	ah	7	斫肉	tʂ	aʔ	4
濁	浊	ch	uah	8		tʂʰ	uaʔ	3
酌	酌	zh	ah	7		tʂ	aʔ	4
啄	啄	ch	oh	8	啄木鳥	tʂʰ	ɔʔ	3
鐲	镯	ch	uah	8		tʂʰ	uaʔ	3
孜	孜	z	z	1		ts	ɿ	21
咨	咨	z	z	1		ts	ɿ	21
諮	咨	z	z	1		ts	ɿ	21
姿	姿	z	z	1		ts	ɿ	21
貲	赀	z	z	1		ts	ɿ	21
資	资	z	z	1		ts	ɿ	21
滋	滋	z	z	1		ts	ɿ	21
齜	龇	zh	r	1	齜牙子	ts	ɿ	21
鯔	鲻	zh	r	1		ts	ɿ	21
子	子	z	z	3		ts	ɿ	31
姊	姊	z	z	3		ts	ɿ	31
耔	耔	z	z	3		ts	ɿ	31
籽	籽	z	z	3		ts	ɿ	31
笫	笫	z	z	3		ts	ɿ	31
梓	梓	z	z	3		ts	ɿ	31
紫	紫	z	z	3		ts	ɿ	31
滓	滓	zh	r	3		ts	ɿ	31
自	自	c	z	6		tsʰ	ɿ	33
字	字	c	z	6		tsʰ	ɿ	33
漬	渍	c	z	6		tsʰ	ɿ	33
宗	宗	z	on	1		ts	ɔŋ	21
綜	综	z	on	5		ts	ɔŋ	44
棕	棕	z	on	1		ts	ɔŋ	21
蹤	踪	z	on	1		ts	ɔŋ	21
鬃	鬃	z	on	1		ts	ɔŋ	21
總	总	z	on	3		ts	ɔŋ	31
縱	纵	z	on	5		ts	ɔŋ	44
粽	粽	z	on	5		ts	ɔŋ	44
走	走	z	eu	3		ts	ɤɯ	31
奏	奏	z	eu	5		ts	ɤɯ	44
揍	揍	z	eu	5		ts	ɤɯ	44
租	租	z	v	1		ts	ʋ	21
足	足	z	oh	7		ts	ɔʔ	4
族	族	c	oh	8		tsʰ	ɔʔ	3
詛	诅	z	v	5		ts	ʋ	44
阻	阻	z	v	3		ts	ʋ	31
組	组	z	v	3		ts	ʋ	31
祖	祖	z	v	3		ts	ʋ	31
鑽	钻	z	un	1	鑽研	ts	ʊ̃	21
鑽	钻	z	un	5	鑽石	ts	ʊ̃	44
劗	劗	z	aen	1		ts	ɛ̃	21
纂	纂	z	un	3		ts	ʊ̃	31
攥	攥	z	un	5		ts	ʊ̃	44
嘴	嘴	z	uei	3		ts	uəi	31
嘴	嘴	j	y	3		tɕ	yᶨ	31
最	最	z	uei	5		ts	uəi	44
罪	罪	c	uei	6		tsʰ	uəi	33
罪	罪	q	y	6		tɕʰ	yᶨ	33
醉	醉	z	uei	5		ts	uəi	44
醉	醉	j	y	5		tɕ	yᶨ	44
尊	尊	z	uen	1		ts	uəŋ	21
遵	遵	z	uen	1		ts	uəŋ	21
樽	樽	z	uen	1		ts	uəŋ	21
鱒	鳟	c	uen	6		tsʰ	uəŋ	33
嘬	嘬	z	uh	7		ts	ʊʔ	4
昨	昨	ch	ah	8	昨兒	tʂʰ	aʔ	3
琢	琢	zh	uah	7	雕琢	tʂ	uaʔ	4
左	左	z	u	3		ts	ʊ	31
佐	佐	z	u	3		ts	ʊ	31
作	作	z	ah	7	作爲	ts	aʔ	4
坐	坐	c	u	6	坐下	tsʰ	ʊ	33
唑	唑	c	u	6		tsʰ	ʊ	33
座	座	c	u	6		tsʰ	ʊ	33
做	做	z	u	5		ts	ʊ	44
䟳	䟳	ch	r	1	滑動	tsʰ	ɿ	21
麲	𪎉	h	aen	6		x	ɛ̃	33
𪣩	𪣩	k	en	5	身上的污垢	kʰ	əŋ	44
㞞	𪨊	s	on	2		s	ɔŋ	24
灒	𪷽	z	aen	5	水濺起	ts	ɛ̃	44
𤒘	𬊯	d	uh	7	小火煨煮	t	ʊʔ	4
䞁	𬥺		in	5	比較長度		ĩ	44
𩑦	𬱕	v	eh	7	淹沒	ʋ	əʔ	4
