#备注	抄自瓯语音系，转录者落橙，校对：阿缨			
#声调	[1]44 [2]31 [3]45 [4]34 [5]42 [6]22 [7]323 [8]212			
声母	韵母	声调	字	注释
s	ɿ	[1]	厮	
s	ɿ	[1]	施	
s	ɿ	[1]	私	
s	ɿ	[1]	师	
s	ɿ	[1]	蛳	
s	ɿ	[1]	尸	
s	ɿ	[1]	司	
s	ɿ	[1]	丝	
s	ɿ	[1]	咝	
s	ɿ	[1]	鸶	
s	ɿ	[1]	思	
s	ɿ	[1]	飔	
s	ɿ	[1]	诗	
s	ɿ	[3]	史	
s	ɿ	[3]	使	
s	ɿ	[3]	驶	
s	ɿ	[3]	始	
s	ɿ	[3]	徙	
s	ɿ	[3]	豕	
s	ɿ	[3]	死	
s	ɿ	[3]	矢	
s	ɿ	[3]	屎	
s	ɿ	[5]	赐	
s	ɿ	[5]	四	
s	ɿ	[5]	肆	
s	ɿ	[5]	伺	
s	ɿ	[5]	试	
s	ɿ	[5]	弑	
z	ɿ	[2]	漦	{泥漦}
z	ɿ	[2]	瓷	
z	ɿ	[2]	词	
z	ɿ	[2]	祠	
z	ɿ	[2]	辞	
z	ɿ	[2]	时	
z	ɿ	[2]	而	
z	ɿ	[2]	慈	
z	ɿ	[2]	磁	
z	ɿ	[2]	鹚	
z	ɿ	[2]	糍	
z	ɿ	[4]	耳	{文，聂耳}
z	ɿ	[4]	氏	
z	ɿ	[4]	是	
z	ɿ	[4]	巳	
z	ɿ	[4]	祀	
z	ɿ	[4]	似	
z	ɿ	[4]	士	
z	ɿ	[4]	仕	
z	ɿ	[4]	俟	
z	ɿ	[4]	市	
z	ɿ	[4]	柿	
z	ɿ	[4]	恃	
z	ɿ	[4]	洱	
z	ɿ	[4]	尔	
z	ɿ	[6]	自	
z	ɿ	[6]	示	
z	ɿ	[6]	谥	
z	ɿ	[6]	豉	
z	ɿ	[6]	字	
z	ɿ	[6]	寺	
z	ɿ	[6]	侍	
z	ɿ	[6]	饲	
z	ɿ	[6]	嗣	
z	ɿ	[6]	事	
z	ɿ	[6]	饵	
z	ɿ	[6]	视	
z	ɿ	[6]	嗜	
p	i	[1]	裨	{2，裨益}
p	i	[1]	陂	
p	i	[1]	罴	
p	i	[1]	编	
p	i	[1]	鞭	
p	i	[1]	蓖	
p	i	[1]	篦	
p	i	[1]	屄	
p	i	[1]	毴	
p	i	[1]	边	
p	i	[1]	蝙	
p	i	[3]	扁	{1，扁担}
p	i	[3]	比	{1，比较}
p	i	[3]	贬	
p	i	[3]	匾	
p	i	[3]	彼	
p	i	[3]	匕	
p	i	[3]	鄙	
p	i	[5]	秘	{2，秘鲁}
p	i	[5]	庇	
p	i	[5]	痹	
p	i	[5]	毖	
p	i	[5]	臂	
p	i	[5]	闭	
p	i	[5]	辔	
p	i	[5]	变	
p	i	[5]	遍	
p	i	[5]	毙	
p	i	[5]	蔽	
p	i	[7]	辟	{1，大辟}
p	i	[7]	必	
p	i	[7]	毕	
p	i	[7]	笔	
p	i	[7]	哔	
p	i	[7]	筚	
p	i	[7]	跸	
p	i	[7]	滗	
p	i	[7]	逼	
p	i	[7]	碧	
p	i	[7]	璧	
p	i	[7]	壁	
p	i	[7]	瘪	
p	i	[7]	憋	
p	i	[7]	鳖	
pʰ	i	[1]	扁	{2，一叶扁舟}
pʰ	i	[1]	批	
pʰ	i	[1]	砒	
pʰ	i	[1]	披	
pʰ	i	[1]	纰	
pʰ	i	[1]	偏	
pʰ	i	[1]	篇	
pʰ	i	[1]	翩	
pʰ	i	[5]	骗	
pʰ	i	[5]	片	
pʰ	i	[5]	睥	
pʰ	i	[5]	媲	
pʰ	i	[5]	譬	
pʰ	i	[5]	屁	
pʰ	i	[7]	闢	{2，开辟}
pʰ	i	[7]	匹	
pʰ	i	[7]	疋	
pʰ	i	[7]	辟	
pʰ	i	[7]	僻	
pʰ	i	[7]	劈	
pʰ	i	[7]	霹	
pʰ	i	[7]	噼	
pʰ	i	[7]	癖	
pʰ	i	[7]	撇	
pʰ	i	[7]	瞥	
b	i	[2]	肥	{白，肥肉}
b	i	[2]	裨	{1，裨将}
b	i	[2]	便	{2，便宜}
b	i	[2]	皮	
b	i	[2]	疲	
b	i	[2]	啤	
b	i	[2]	脾	
b	i	[2]	枇	
b	i	[2]	毗	
b	i	[2]	蚍	
b	i	[2]	琵	
b	i	[2]	骈	
b	i	[2]	鼙	
b	i	[4]	否	{2，否去泰来}
b	i	[4]	痞	
b	i	[4]	圮	
b	i	[4]	被	
b	i	[4]	婢	
b	i	[4]	陛	
b	i	[4]	辨	
b	i	[4]	辩	
b	i	[4]	辫	
b	i	[6]	比	{2，比邻}
b	i	[6]	便	{1，方便}
b	i	[6]	币	
b	i	[6]	弊	
b	i	[6]	敝	
b	i	[6]	鐾	
b	i	[6]	鼻	
b	i	[6]	避	
b	i	[6]	备	
b	i	[6]	毕	
b	i	[6]	卞	
b	i	[6]	弁	
b	i	[6]	汴	
b	i	[8]	愎	{刚愎自用}
b	i	[8]	弼	
b	i	[8]	别	
b	i	[8]	蹩	
ʔm	i	[1]	咪	
ʔm	i	[1]	眯	
m	i	[2]	糜	
m	i	[2]	麋	
m	i	[2]	绵	
m	i	[2]	棉	
m	i	[2]	眠	
m	i	[2]	眉	
m	i	[2]	嵋	
m	i	[2]	湄	
m	i	[2]	楣	
m	i	[2]	迷	
m	i	[2]	谜	
m	i	[2]	醚	
m	i	[2]	弥	
m	i	[2]	猕	
m	i	[4]	尾	{白}
m	i	[4]	黾	{2，黾池}
m	i	[4]	米	
m	i	[4]	弭	
m	i	[4]	美	
m	i	[4]	丏	
m	i	[4]	免	
m	i	[4]	勉	
m	i	[4]	缅	
m	i	[4]	娩	
m	i	[4]	冕	
m	i	[4]	渑	
m	i	[4]	湎	
m	i	[4]	腼	
m	i	[4]	鮸	
m	i	[4]	靡	
m	i	[6]	秘	{1，秘书}
m	i	[6]	面	{1，脸面}
m	i	[6]	麵	{2，米面}
m	i	[6]	未	{白}
m	i	[6]	味	{白}
m	i	[6]	面	
m	i	[6]	媚	
m	i	[6]	魅	
m	i	[6]	寐	
m	i	[6]	袂	
m	i	[8]	乜	{文，眼睛徹张}
m	i	[8]	泌	
m	i	[8]	密	
m	i	[8]	蜜	
m	i	[8]	宓	
m	i	[8]	谧	
m	i	[8]	嘧	
m	i	[8]	觅	
m	i	[8]	汨	
m	i	[8]	幂	
m	i	[8]	灭	
m	i	[8]	搣	
m	i	[8]	蔑	
m	i	[8]	篾	
f	i	[1]	菲	{1，芳菲}
f	i	[1]	飞	
f	i	[1]	非	
f	i	[1]	啡	
f	i	[1]	绯	
f	i	[1]	扉	
f	i	[1]	蜚	
f	i	[1]	霏	
f	i	[1]	妃	
f	i	[3]	菲	{2，菲薄}
f	i	[3]	匪	
f	i	[3]	诽	
f	i	[3]	斐	
f	i	[3]	榧	
f	i	[3]	翡	
f	i	[5]	废	
f	i	[5]	肺	
f	i	[5]	痱	
f	i	[5]	沸	
f	i	[5]	狒	
f	i	[5]	费	
v	i	[2]	肥	{文，肥沃}
v	i	[2]	微	
v	i	[2]	薇	
v	i	[4]	尾	{文}
v	i	[6]	未	{文}
v	i	[6]	味	{文}
v	i	[6]	吠	
v	i	[6]	娓	
t	i	[1]	掂	
t	i	[1]	滇	
t	i	[1]	颠	
t	i	[1]	巅	
t	i	[1]	癫	
t	i	[1]	爹	
t	i	[1]	低	
t	i	[3]	抵	
t	i	[3]	底	
t	i	[3]	邸	
t	i	[3]	诋	
t	i	[3]	砥	
t	i	[3]	典	
t	i	[3]	碘	
t	i	[3]	玷	
t	i	[3]	点	
t	i	[3]	踮	
t	i	[5]	店	
t	i	[5]	惦	
t	i	[5]	帝	
t	i	[5]	蒂	
t	i	[5]	谛	
t	i	[7]	的	
t	i	[7]	嘀	
t	i	[7]	滴	
t	i	[7]	嫡	
t	i	[7]	跌	
tʰ	i	[1]	添	
tʰ	i	[1]	天	
tʰ	i	[1]	梯	
tʰ	i	[1]	锑	
tʰ	i	[3]	体	
tʰ	i	[3]	腆	
tʰ	i	[3]	舔	
tʰ	i	[5]	剃	
tʰ	i	[5]	涕	
tʰ	i	[5]	屉	
tʰ	i	[5]	替	
tʰ	i	[5]	嚏	
tʰ	i	[7]	剔	
tʰ	i	[7]	惕	
tʰ	i	[7]	踢	
tʰ	i	[7]	倜	
tʰ	i	[7]	帖	
tʰ	i	[7]	贴	
tʰ	i	[7]	铁	
tʰ	i	[7]	餮	
d	i	[2]	恬	
d	i	[2]	甜	
d	i	[2]	田	
d	i	[2]	填	
d	i	[2]	钿	
d	i	[2]	题	
d	i	[2]	提	
d	i	[2]	蹄	
d	i	[2]	啼	
d	i	[4]	弟	
d	i	[4]	悌	
d	i	[4]	簟	
d	i	[6]	大	{白，大官爷}
d	i	[6]	垫	
d	i	[6]	电	
d	i	[6]	佃	
d	i	[6]	甸	
d	i	[6]	淀	
d	i	[6]	奠	
d	i	[6]	殿	
d	i	[6]	靛	
d	i	[6]	癜	
d	i	[6]	递	
d	i	[6]	第	
d	i	[6]	睇	
d	i	[6]	逮	
d	i	[6]	棣	
d	i	[6]	缔	
d	i	[6]	地	
d	i	[8]	翟	{2，长尾的野鸡}
d	i	[8]	谍	
d	i	[8]	叠	
d	i	[8]	碟	
d	i	[8]	蝶	
d	i	[8]	喋	
d	i	[8]	牒	
d	i	[8]	迭	
d	i	[8]	垤	
d	i	[8]	耋	
d	i	[8]	迪	
d	i	[8]	敌	
d	i	[8]	涤	
d	i	[8]	笛	
d	i	[8]	狄	
d	i	[8]	籴	
d	i	[8]	荻	
ʔl	i	[1]	里	{2，该里}
ʔl	i	[1]	厘	{2，一厘儿}
ʔl	i	[1]	哩	{1，词曲中作衬字}
l	i	[2]	厘	{1，厘米}
l	i	[2]	帘	
l	i	[2]	廉	
l	i	[2]	镰	
l	i	[2]	奁	
l	i	[2]	连	
l	i	[2]	联	
l	i	[2]	涟	
l	i	[2]	怜	
l	i	[2]	憐	
l	i	[2]	莲	
l	i	[2]	离	
l	i	[2]	瀉	
l	i	[2]	璃	
l	i	[2]	篱	
l	i	[2]	缟	
l	i	[2]	罹	
l	i	[2]	梨	
l	i	[2]	剰	
l	i	[2]	犁	
l	i	[2]	黎	
l	i	[2]	藜	
l	i	[2]	黧	
l	i	[2]	狸	
l	i	[2]	喱	
l	i	[4]	裏	{1，里外}
l	i	[4]	蠡	{1 ，范蠡}
l	i	[4]	李	
l	i	[4]	里	
l	i	[4]	理	
l	i	[4]	鲤	
l	i	[4]	俚	
l	i	[4]	娌	
l	i	[4]	浬	
l	i	[4]	礼	
l	i	[4]	醴	
l	i	[4]	撵	
l	i	[4]	琏	
l	i	[4]	攀	
l	i	[4]	履	
l	i	[4]	脸	
l	i	[4]	敛	
l	i	[6]	丽	
l	i	[6]	隶	
l	i	[6]	唳	
l	i	[6]	荔	
l	i	[6]	詈	
l	i	[6]	练	
l	i	[6]	炼	
l	i	[6]	链	
l	i	[6]	恋	
l	i	[6]	例	
l	i	[6]	厉	
l	i	[6]	励	
l	i	[6]	砺	
l	i	[6]	蛎	
l	i	[6]	利	
l	i	[6]	俐	
l	i	[6]	莉	
l	i	[6]	痢	
l	i	[6]	莅	
l	i	[6]	吏	
l	i	[8]	率	{2，效率}
l	i	[8]	笠	
l	i	[8]	力	
l	i	[8]	历	
l	i	[8]	歷	
l	i	[8]	曆	
l	i	[8]	沥	
l	i	[8]	雳	
l	i	[8]	疬	
l	i	[8]	砾	
l	i	[8]	栎	
l	i	[8]	踩	
l	i	[8]	鬲	
l	i	[8]	列	
l	i	[8]	咧	
l	i	[8]	烈	
l	i	[8]	裂	
l	i	[8]	冽	
l	i	[8]	洌	
l	i	[8]	立	
l	i	[8]	栗	
l	i	[8]	僳	
l	i	[8]	漂	
l	i	[8]	築	
l	i	[8]	漂	
l	i	[8]	標	
l	i	[8]	律	
l	i	[8]	捩	
l	i	[8]	戾	
tɕ	i	[1]	饥	{飢，1，饥饿}
tɕ	i	[1]	占	{1，占ト}
tɕ	i	[1]	几	{幾，文1，几何}
tɕ	i	[1]	饥	{饑，2，饥荒}
tɕ	i	[1]	畸	
tɕ	i	[1]	羁	
tɕ	i	[1]	机	
tɕ	i	[1]	肌	
tɕ	i	[1]	遮	
tɕ	i	[1]	尖	
tɕ	i	[1]	歼	
tɕ	i	[1]	沾	
tɕ	i	[1]	猪	
tɕ	i	[1]	瞻	
tɕ	i	[1]	詹	
tɕ	i	[1]	讥	
tɕ	i	[1]	叽	
tɕ	i	[1]	畿	
tɕ	i	[1]	煎	
tɕ	i	[1]	兼	
tɕ	i	[1]	犍	
tɕ	i	[1]	館	
tɕ	i	[1]	毡	
tɕ	i	[1]	坚	
tɕ	i	[1]	肩	
tɕ	i	[1]	鸡	
tɕ	i	[1]	稽	
tɕ	i	[1]	支	
tɕ	i	[1]	枝	
tɕ	i	[1]	肢	
tɕ	i	[1]	桅	
tɕ	i	[1]	笺	
tɕ	i	[1]	跻	
tɕ	i	[1]	嗟	
tɕ	i	[1]	基	
tɕ	i	[1]	箕	
tɕ	i	[1]	姫	
tɕ	i	[3]	济	{2，济南}
tɕ	i	[3]	几	{文2，茶几}
tɕ	i	[3]	剪	
tɕ	i	[3]	剪	
tɕ	i	[3]	展	
tɕ	i	[3]	辗	
tɕ	i	[3]	姐	
tɕ	i	[3]	这	
tɕ	i	[3]	者	
tɕ	i	[3]	煮	
tɕ	i	[3]	纸	
tɕ	i	[3]	捡	
tɕ	i	[3]	检	
tɕ	i	[3]	脸	
tɕ	i	[3]	茧	
tɕ	i	[3]	趼	
tɕ	i	[3]	麂	
tɕ	i	[3]	己	
tɕ	i	[5]	几	{幾，文3，几多}
tɕ	i	[5]	系	{繫，4，系鞋带}
tɕ	i	[5]	剂	{2，剂}
tɕ	i	[5]	済	{1，救}
tɕ	i	[5]	致	{緻}
tɕ	i	[5]	占	{佔，2，占領}
tɕ	i	[5]	记	
tɕ	i	[5]	纪	
tɕ	i	[5]	溅	
tɕ	i	[5]	箭	
tɕ	i	[5]	战	
tɕ	i	[5]	颤	
tɕ	i	[5]	蔗	
tɕ	i	[5]	计	
tɕ	i	[5]	继	
tɕ	i	[5]	髻	
tɕ	i	[5]	借	
tɕ	i	[5]	煮	
tɕ	i	[5]	际	
tɕ	i	[5]	祭	
tɕ	i	[5]	漈	
tɕ	i	[5]	制	
tɕ	i	[5]	製	
tɕ	i	[5]	寄	
tɕ	i	[5]	挤	
tɕ	i	[5]	剑	
tɕ	i	[5]	荐	
tɕ	i	[5]	见	
tɕ	i	[5]	骥	
tɕ	i	[5]	冀	
tɕ	i	[5]	建	
tɕ	i	[5]	毽	
tɕ	i	[5]	既	
tɕ	i	[5]	暨	
tɕ	i	[7]	折	{1，折扣}
tɕ	i	[7]	揭	{1，揭露}
tɕ	i	[7]	桔	{1，桔梗}
tɕ	i	[7]	只	{隻，2，量词}
tɕ	i	[7]	接	
tɕ	i	[7]	婕	
tɕ	i	[7]	辄	
tɕ	i	[7]	哲	
tɕ	i	[7]	蜇	
tɕ	i	[7]	詰	
tɕ	i	[7]	褶	
tɕ	i	[7]	节	
tɕ	i	[7]	疖	
tɕ	i	[7]	劫	
tɕ	i	[7]	洁	
tɕ	i	[7]	结	
tɕ	i	[7]	拮	
tɕ	i	[7]	孑	
tɕ	i	[7]	浙	
tɕ	i	[7]	唧	
tɕ	i	[7]	稷	
tɕ	i	[7]	陟	
tɕ	i	[7]	仄	
tɕ	i	[7]	织	
tɕ	i	[7]	职	
tɕ	i	[7]	迹	
tɕ	i	[7]	积	
tɕ	i	[7]	脊	
tɕ	i	[7]	嵴	
tɕ	i	[7]	瘠	
tɕ	i	[7]	鲫	
tɕ	i	[7]	炙	
tɕ	i	[7]	摭	
tɕ	i	[7]	绩	
tɕ	i	[7]	即	
tɕʰ	i	[1]	憩	
tɕʰ	i	[1]	签	
tɕʰ	i	[1]	籤	
tɕʰ	i	[1]	簽	
tɕʰ	i	[1]	佥	
tɕʰ	i	[1]	仟	
tɕʰ	i	[1]	阡	
tɕʰ	i	[1]	扦	
tɕʰ	i	[1]	牵	
tɕʰ	i	[1]	蛆	
tɕʰ	i	[1]	岂	
tɕʰ	i	[1]	欺	
tɕʰ	i	[1]	溪	
tɕʰ	i	[1]	妻	
tɕʰ	i	[1]	栖	
tɕʰ	i	[1]	凄	
tɕʰ	i	[1]	迁	
tɕʰ	i	[1]	愆	
tɕʰ	i	[1]	谦	
tɕʰ	i	[3]	企	{文，企业}
tɕʰ	i	[3]	谄	
tɕʰ	i	[3]	浅	
tɕʰ	i	[3]	阐	
tɕʰ	i	[3]	起	
tɕʰ	i	[3]	杞	
tɕʰ	i	[3]	且	
tɕʰ	i	[3]	扯	
tɕʰ	i	[3]	杵	
tɕʰ	i	[3]	绮	
tɕʰ	i	[3]	鼠	
tɕʰ	i	[3]	歉	
tɕʰ	i	[3]	遣	
tɕʰ	i	[3]	谴	
tɕʰ	i	[3]	启	
tɕʰ	i	[5]	千	{1，千万}
tɕʰ	i	[5]	车	{文1，水车}
tɕʰ	i	[5]	千	{2，秋千}
tɕʰ	i	[5]	刺	{2，生刺}
tɕʰ	i	[5]	茜	{1，茜草}
tɕʰ	i	[5]	纤	{縴，1，纤夫}
tɕʰ	i	[5]	吃	{1，吃饭}
tɕʰ	i	[5]	笡	{斜}
tɕʰ	i	[5]	契	
tɕʰ	i	[5]	弃	
tɕʰ	i	[5]	器	
tɕʰ	i	[5]	堑	
tɕʰ	i	[5]	掣	
tɕʰ	i	[5]	砌	
tɕʰ	i	[5]	欠	
tɕʰ	i	[5]	倩	
tɕʰ	i	[5]	气	
tɕʰ	i	[5]	汽	
tɕʰ	i	[7]	刺	{3，刺线杉}
tɕʰ	i	[7]	怯	{文，怯生}
tɕʰ	i	[7]	妾	
tɕʰ	i	[7]	切	
tɕʰ	i	[7]	窃	
tɕʰ	i	[7]	沏	
tɕʰ	i	[7]	挈	
tɕʰ	i	[7]	锲	
tɕʰ	i	[7]	叱	
tɕʰ	i	[7]	饬	
tɕʰ	i	[7]	敕	
tɕʰ	i	[7]	厕	
tɕʰ	i	[7]	側	
tɕʰ	i	[7]	测	
tɕʰ	i	[7]	側	
tɕʰ	i	[7]	尺	
tɕʰ	i	[7]	斥	
tɕʰ	i	[7]	赤	
tɕʰ	i	[7]	哧	
tɕʰ	i	[7]	戚	
tɕʰ	i	[7]	嘁	
tɕʰ	i	[7]	惬	
tɕʰ	i	[7]	篋	
dʑ	i	[2]	搛	{搛菜}
dʑ	i	[2]	茄	{3，茄儿}
dʑ	i	[2]	伽	{1，伽蓝爷}
dʑ	i	[2]	黔	
dʑ	i	[2]	铃	
dʑ	i	[2]	筘	
dʑ	i	[2]	钱	
dʑ	i	[2]	缠	
dʑ	i	[2]	池	
dʑ	i	[2]	钳	
dʑ	i	[2]	乾	
dʑ	i	[2]	虔	
dʑ	i	[2]	掮	
dʑ	i	[2]	祁	
dʑ	i	[2]	鳍	
dʑ	i	[2]	耆	
dʑ	i	[2]	其	
dʑ	i	[2]	期	
dʑ	i	[2]	棋	
dʑ	i	[2]	旗	
dʑ	i	[2]	萁	
dʑ	i	[2]	琪	
dʑ	i	[2]	麒	
dʑ	i	[2]	麒	
dʑ	i	[2]	祈	
dʑ	i	[2]	奇	
dʑ	i	[2]	崎	
dʑ	i	[2]	骑	
dʑ	i	[2]	琦	
dʑ	i	[2]	歧	
dʑ	i	[2]	岐	
dʑ	i	[2]	芪	
dʑ	i	[4]	企	{白，企图}
dʑ	i	[4]	俭	
dʑ	i	[4]	苎	
dʑ	i	[4]	舐	
dʑ	i	[4]	件	
dʑ	i	[4]	键	
dʑ	i	[4]	技	
dʑ	i	[4]	妓	
dʑ	i	[4]	伎	
dʑ	i	[6]	健	
dʑ	i	[6]	腱	
dʑ	i	[6]	鍵	
dʑ	i	[6]	忌	
dʑ	i	[6]	箸	
dʑ	i	[6]	滞	
dʑ	i	[8]	掷	{文，一掷尿}
dʑ	i	[8]	掷	{白，投掛}
dʑ	i	[8]	蛰	
dʑ	i	[8]	直	
dʑ	i	[8]	值	
dʑ	i	[8]	植	
dʑ	i	[8]	殖	
dʑ	i	[8]	湜	
ʔȵ	i	[1]	粘	
ʔȵ	i	[1]	黏	
ʔȵ	i	[1]	拈	
ʔȵ	i	[1]	妮	
ȵ	i	[2]	鲇	
ȵ	i	[2]	鲶	
ȵ	i	[2]	年	
ȵ	i	[2]	泥	
ȵ	i	[2]	尼	
ȵ	i	[2]	呢	
ȵ	i	[2]	怩	
ȵ	i	[2]	严	
ȵ	i	[2]	言	
ȵ	i	[2]	研	
ȵ	i	[2]	妍	
ȵ	i	[2]	倪	
ȵ	i	[2]	霓	
ȵ	i	[2]	嵇	
ȵ	i	[2]	仪	
ȵ	i	[2]	宜	
ȵ	i	[2]	疑	
ȵ	i	[4]	你	
ȵ	i	[4]	碾	
ȵ	i	[4]	拟	
ȵ	i	[4]	谳	
ȵ	i	[4]	俨	
ȵ	i	[4]	染	
ȵ	i	[4]	蚁	
ȵ	i	[6]	腻	
ȵ	i	[6]	念	
ȵ	i	[6]	捻	
ȵ	i	[6]	伲	
ȵ	i	[6]	唁	
ȵ	i	[6]	验	
ȵ	i	[6]	酽	
ȵ	i	[6]	谚	
ȵ	i	[6]	彦	
ȵ	i	[6]	艺	
ȵ	i	[6]	呓	
ȵ	i	[6]	睨	
ȵ	i	[6]	诣	
ȵ	i	[6]	义	
ȵ	i	[6]	议	
ȵ	i	[6]	谊	
ȵ	i	[6]	毅	
ȵ	i	[8]	乜	{白，乜人}
ȵ	i	[8]	昵	
ȵ	i	[8]	廿	
ȵ	i	[8]	聂	
ȵ	i	[8]	镊	
ȵ	i	[8]	蹑	
ȵ	i	[8]	嗫	
ȵ	i	[8]	颞	
ȵ	i	[8]	匿	
ȵ	i	[8]	溺 	
ȵ	i	[8]	热	
ȵ	i	[8]	业	
ȵ	i	[8]	孽	
ȵ	i	[8]	蘖	
ȵ	i	[8]	啮	
ȵ	i	[8]	镍	
ȵ	i	[8]	臬	
ɕ	i	[1]	纤	{繊，2，纤维}
ɕ	i	[1]	茜	{2，人名}
ɕ	i	[1]	希	
ɕ	i	[1]	稀	
ɕ	i	[1]	唏	
ɕ	i	[1]	暹	
ɕ	i	[1]	仙	
ɕ	i	[1]	籼	
ɕ	i	[1]	鲜	
ɕ	i	[1]	先	
ɕ	i	[1]	轩	
ɕ	i	[1]	煽	
ɕ	i	[1]	搧	
ɕ	i	[1]	牺	
ɕ	i	[1]	羲	
ɕ	i	[1]	曦	
ɕ	i	[1]	些	
ɕ	i	[1]	奢	
ɕ	i	[1]	赊	
ɕ	i	[1]	畲	
ɕ	i	[1]	西	
ɕ	i	[1]	犀	
ɕ	i	[1]	熙	
ɕ	i	[1]	嘻	
ɕ	i	[1]	嬉	
ɕ	i	[1]	熹	
ɕ	i	[3]	舍	{拾，2，施舍}
ɕ	i	[3]	闪	{腰闪着}
ɕ	i	[3]	喜	
ɕ	i	[3]	禧	
ɕ	i	[3]	蟢	
ɕ	i	[3]	洗	
ɕ	i	[3]	铣	
ɕ	i	[3]	胥	
ɕ	i	[3]	写	
ɕ	i	[3]	洗	
ɕ	i	[3]	宪	
ɕ	i	[3]	燹	
ɕ	i	[3]	玺	
ɕ	i	[3]	髓	
ɕ	i	[3]	险	
ɕ	i	[3]	显	
ɕ	i	[3]	陕	
ɕ	i	[3]	癣	
ɕ	i	[3]	藓	
ɕ	i	[5]	捨	{1，进舍}
ɕ	i	[5]	细	{文，仔细}
ɕ	i	[5]	线	
ɕ	i	[5]	腺	
ɕ	i	[5]	扇	
ɕ	i	[5]	泻	
ɕ	i	[5]	卸	
ɕ	i	[5]	舍	
ɕ	i	[5]	赦	
ɕ	i	[5]	世	
ɕ	i	[5]	势	
ɕ	i	[5]	婿	
ɕ	i	[5]	啻	
ɕ	i	[5]	宪	
ɕ	i	[5]	献	
ɕ	i	[5]	戏	
ɕ	i	[7]	识	{1，认识}
ɕ	i	[7]	胁	
ɕ	i	[7]	歇	
ɕ	i	[7]	蝎	
ɕ	i	[7]	摄	
ɕ	i	[7]	慑	
ɕ	i	[7]	燮	
ɕ	i	[7]	泄	
ɕ	i	[7]	薛	
ɕ	i	[7]	亵	
ɕ	i	[7]	设	
ɕ	i	[7]	悉	
ɕ	i	[7]	蟋	
ɕ	i	[7]	窸	
ɕ	i	[7]	息	
ɕ	i	[7]	媳	
ɕ	i	[7]	熄	
ɕ	i	[7]	色	
ɕ	i	[7]	啬	
ɕ	i	[7]	绝	
ɕ	i	[7]	穑	
ɕ	i	[7]	式	
ɕ	i	[7]	饰	
ɕ	i	[7]	拭	
ɕ	i	[7]	轼	
ɕ	i	[7]	昔	
ɕ	i	[7]	惜	
ɕ	i	[7]	适	
ɕ	i	[7]	释	
ɕ	i	[7]	析	
ɕ	i	[7]	晰	
ɕ	i	[7]	淅	
ɕ	i	[7]	皙	
ɕ	i	[7]	蜥	
ɕ	i	[7]	锡	
ʑ	i	[2]	单	{2，单于}
ʑ	i	[2]	斜	{1，傾斜}
ʑ	i	[2]	潜	
ʑ	i	[2]	蟾	
ʑ	i	[2]	髯	
ʑ	i	[2]	涎	
ʑ	i	[2]	禅	
ʑ	i	[2]	蝉	
ʑ	i	[2]	然	
ʑ	i	[2]	燃	
ʑ	i	[2]	徐	
ʑ	i	[2]	前	
ʑ	i	[2]	邪	
ʑ	i	[2]	匙	
ʑ	i	[2]	蛇	
ʑ	i	[2]	余	
ʑ	i	[2]	齐	
ʑ	i	[2]	脐	
ʑ	i	[4]	社	
ʑ	i	[4]	践	
ʑ	i	[4]	渐	
ʑ	i	[4]	冉	
ʑ	i	[4]	苒	
ʑ	i	[4]	惹	
ʑ	i	[4]	善	
ʑ	i	[4]	鳝	
ʑ	i	[4]	屿	
ʑ	i	[4]	荠	
ʑ	i	[4]	鲚	
ʑ	i	[6]	藉	{1，藉口}
ʑ	i	[6]	薯	{白，番薯}
ʑ	i	[6]	剂	{1，发剤}
ʑ	i	[6]	赡	
ʑ	i	[6]	贱	
ʑ	i	[6]	饯	
ʑ	i	[6]	美	
ʑ	i	[6]	擅	
ʑ	i	[6]	嬗	
ʑ	i	[6]	缮	
ʑ	i	[6]	膳	
ʑ	i	[6]	逝	
ʑ	i	[6]	誓	
ʑ	i	[6]	噬	
ʑ	i	[6]	樹	
ʑ	i	[6]	谢	
ʑ	i	[6]	麝	
ʑ	i	[8]	藉	{2，藉田}
ʑ	i	[8]	石	{1，石头}
ʑ	i	[8]	折	{2，折本}
ʑ	i	[8]	食	
ʑ	i	[8]	蚀	
ʑ	i	[8]	籍	
ʑ	i	[8]	席	
ʑ	i	[8]	夕	
ʑ	i	[8]	汐	
ʑ	i	[8]	砂	
ʑ	i	[8]	射	
ʑ	i	[8]	硕	
ʑ	i	[8]	寂	
ʑ	i	[8]	捷	
ʑ	i	[8]	睫	
ʑ	i	[8]	涉	
ʑ	i	[8]	舌	
ʑ	i	[8]	截	
ʔj	i	[1]	伊	
ʔj	i	[1]	咿	
ʔj	i	[1]	医	
ʔj	i	[1]	衣	
ʔj	i	[1]	依	
ʔj	i	[1]	補	
ʔj	i	[1]	烟	
ʔj	i	[1]	胭	
ʔj	i	[1]	湮	
ʔj	i	[1]	淹	
ʔj	i	[1]	奄	
ʔj	i	[1]	醃	
ʔj	i	[1]	阉	
ʔj	i	[1]	恹	
ʔj	i	[1]	腌	
ʔj	i	[1]	蔫	
ʔj	i	[1]	嫣	
ʔj	i	[1]	祎	
ʔj	i	[1]	犄	
ʔj	i	[1]	漪	
ʔj	i	[3]	椅	
ʔj	i	[3]	倚	
ʔj	i	[3]	斎	
ʔj	i	[3]	優	
ʔj	i	[3]	野	
ʔj	i	[3]	掩	
