繁體	简体	吳拼	備註
繻	𦈡	sʮ⁵³	
水	水	sʮ³⁵	白讀
氵	氵	sʮ³⁵	白讀
暑	暑	sʮ³⁵	
黍	黍	sʮ³⁵	
數	数	sʮ³⁵	數一數
糈	糈	sʮ³⁵	
醑	醑	sʮ³⁵	
𡹲	𡹲	sʮ³⁵	
𦄼	𦄼	sʮ³⁵	
𨍐	𨍐	sʮ³⁵	
世	世	sʮ⁴⁴	
卋	世	sʮ⁴⁴	
丗	世	sʮ⁴⁴	
笹	笹	sʮ⁴⁴	日語漢字，音同「世」
勢	势	sʮ⁴⁴	
歲	岁	sʮ⁴⁴	白讀
嵗	岁	sʮ⁴⁴	白讀
歳	岁	sʮ⁴⁴	白讀
戍	戍	sʮ⁴⁴	
四	四	sʮ⁴⁴	又音 僅限於「四圍」
隃	隃	sʮ⁴⁴	
如	如	zʮ²⁴	
茹	茹	zʮ²⁴	
銣	铷	zʮ²⁴	化學元素
鴽	𫛪	zʮ²⁴	
蕠	蕠	zʮ²⁴	
儲	储	zʮ²⁴	
𧄔	𧄔	zʮ²⁴	
殊	殊	zʮ²⁴	
儒	儒	zʮ²⁴	
孺	孺	zʮ²⁴	
蠕	蠕	zʮ²⁴	
蝡	蠕	zʮ²⁴	
嚅	嚅	zʮ²⁴	
顬	颥	zʮ²⁴	
醹	醹	zʮ²⁴	
鱬	鱬	zʮ²⁴	
薷	薷	zʮ²⁴	
襦	襦	zʮ²⁴	
嬬	嬬	zʮ²⁴	
濡	濡	zʮ²⁴	
殳	殳	zʮ²⁴	
薯	薯	zʮ²⁴	
藷	薯	zʮ²⁴	
餈	糍	zʮ²⁴	𩞁餈
糍	糍	zʮ²⁴	𩞁餈
𩝐	𩝐	zʮ²⁴	同「糍」
豉	豉	zʮ²⁴	又音
鋤	锄	zʮ²⁴	又音
耡	锄	zʮ²⁴	又音
鉏	锄	zʮ²⁴	又音
杸	杸	zʮ²⁴	
陎	陎	zʮ²⁴	
俆	俆	zʮ²⁴	
蒘	蒘	zʮ²⁴	
䰰	䰰	zʮ²⁴	
繻	𦈡	zʮ²⁴	
臑	臑	zʮ²⁴	
帤	帤	zʮ²⁴	
袽	袽	zʮ²⁴	
稌	稌	zʮ²⁴	
女	女	zʮ²¹³	古同「汝」
汝	汝	zʮ²¹³	
肗	肗	zʮ²¹³	
叙	叙	zʮ²¹³	
敘	叙	zʮ²¹³	
敍	叙	zʮ²¹³	
漵	溆	zʮ²¹³	
序	序	zʮ²¹³	
芧	芧	zʮ²¹³	
乳	乳	zʮ²¹³	
緒	绪	zʮ²¹³	
緖	绪	zʮ²¹³	
聚	聚	zʮ²¹³	
誰	谁	zʮ²¹³	誰儂
孰	孰	zʮ²¹³	孰儂
墅	墅	zʮ²¹³	
裋	裋	zʮ²¹³	
擩	擩	zʮ²¹³	
籹	籹	zʮ²¹³	
洳	洳	zʮ²¹³	
豎	竖	zʮ²¹³	
竪	竖	zʮ²¹³	
樹	树	zʮ²¹³	
澍	澍	zʮ²¹³	
尌	尌	zʮ²¹³	
曙	曙	zʮ²¹³	
署	署	zʮ²¹³	
糬	糬	zʮ²¹³	
埾	埾	zʮ²¹³	
忕	忕	zʮ²¹³	
銴	銴	zʮ²¹³	
篦	篦	pi⁵³	
𦱔	𦱔	pi⁵³	
螕	螕	pi⁵³	
蓖	蓖	pi⁵³	
鎞	𫔇	pi⁵³	
屄	屄	pi⁵³	
毴	屄	pi⁵³	
𣭈	𣭈	pi⁵³	
豍	豍	pi⁵³	
鄙	鄙	pi⁵³	
箅	箅	pi⁵³	
臂	臂	pi⁵³	
悂	悂	pi⁵³	
梐	梐	pi⁵³	
焷	焷	pi⁵³	
藣	藣	pi⁵³	
詖	诐	pi⁵³	
錍	錍	pi⁵³	
椑	椑	pi⁵³	
渒	渒	pi⁵³	
邊	边	pi⁵³	
辺	边	pi⁵³	
籩	笾	pi⁵³	
𨇱	𨇱	pi⁵³	
編	编	pi⁵³	
遍	遍	pi⁵³	
徧	遍	pi⁵³	
蝙	蝙	pi⁵³	
揙	揙	pi⁵³	腳斜踢
煸	煸	pi⁵³	
萹	萹	pi⁵³	
鍽	鍽	pi⁵³	
楄	楄	pi⁵³	
鞭	鞭	pi⁵³	
鯾	𫚣	pi⁵³	
砭	砭	pi⁵³	
猵	猵	pi⁵³	
啚	啚	pi³⁵	
匕	匕	pi³⁵	
比	比	pi³⁵	
妣	妣	pi³⁵	
秕	秕	pi³⁵	秕子
粃	秕	pi³⁵	秕子
沘	沘	pi³⁵	
朼	朼	pi³⁵	
舭	舭	pi³⁵	
箄	箄	pi³⁵	
吡	吡	pi³⁵	化學用字
芘	芘	pi³⁵	化學用字
彼	彼	pi³⁵	文讀
柀	柀	pi³⁵	
娝	娝	pi³⁵	
撥渠	拨渠	pi³⁵	合音
撥其	拨其	pi³⁵	合音
佊	佊	pi³⁵	
疕	疕	pi³⁵	
扁	扁	pi³⁵	
匾	匾	pi³⁵	
鯿	鳊	pi³⁵	
褊	褊	pi³⁵	
惼	惼	pi³⁵	
碥	碥	pi³⁵	
糄	糄	pi³⁵	
藊	藊	pi³⁵	
貶	贬	pi³⁵	
覵	覵	pi³⁵	
辡	辡	pi³⁵	
鴘	鴘	pi³⁵	
畀	畀	pi⁴⁴	
庇	庇	pi⁴⁴	
秘	秘	pi⁴⁴	
祕	秘	pi⁴⁴	
泌	泌	pi⁴⁴	
毖	毖	pi⁴⁴	
粊	粊	pi⁴⁴	
閟	閟	pi⁴⁴	
閉	闭	pi⁴⁴	
閇	閇	pi⁴⁴	
嬖	嬖	pi⁴⁴	
貱	貱	pi⁴⁴	
費	费	pi⁴⁴	地名
鄪	鄪	pi⁴⁴	
賁	贲	pi⁴⁴	
陛	陛	pi⁴⁴	
佊	佊	pi⁴⁴	
藣	藣	pi⁴⁴	
詖	诐	pi⁴⁴	
邲	邲	pi⁴⁴	
鄨	鄨	pi⁴⁴	
鷩	𫜁	pi⁴⁴	
變	变	pi⁴⁴	
変	变	pi⁴⁴	
窆	窆	pi⁴⁴	
㴜	㴜	pi⁴⁴	
批	批	pʰi⁵³	
砒	砒	pʰi⁵³	
蚍	蚍	pʰi⁵³	
披	披	pʰi⁵³	
被	被	pʰi⁵³	古同「披」
鮍	鲏	pʰi⁵³	
𣬼	𣬼	pʰi⁵³	
帔	帔	pʰi⁵³	
狓	狓	pʰi⁵³	
銔	銔	pʰi⁵³	
翍	翍	pʰi⁵³	
耚	耚	pʰi⁵³	
磇	磇	pʰi⁵³	
錍	錍	pʰi⁵³	
旇	旇	pʰi⁵³	
秛	秛	pʰi⁵³	
魾	魾	pʰi⁵³	
悂	悂	pʰi⁵³	
扁	扁	pʰi⁵³	扁舟
翩	翩	pʰi⁵³	
偏	偏	pʰi⁵³	
篇	篇	pʰi⁵³	
甂	甂	pʰi⁵³	
媥	媥	pʰi⁵³	
犏	犏	pʰi⁵³	
蝙	蝙	pʰi⁵³	又音
否	否	pʰi³⁵	否極泰來
庀	庀	pʰi³⁵	
圮	圮	pʰi³⁵	
紴	紴	pʰi³⁵	
疕	疕	pʰi³⁵	
諞	谝	pʰi³⁵	
諀	諀	pʰi³⁵	
鴘	鴘	pʰi³⁵	
痞	痞	pʰi⁴⁴	
譬	譬	pʰi⁴⁴	
屁	屁	pʰi⁴⁴	
仳	仳	pʰi⁴⁴	
庇	庇	pʰi⁴⁴	又音
𠜱	𠜱	pʰi⁴⁴	用刀平削
淠	淠	pʰi⁴⁴	
睥	睥	pʰi⁴⁴	
濞	濞	pʰi⁴⁴	
嚊	嚊	pʰi⁴⁴	
嚭	嚭	pʰi⁴⁴	
媲	媲	pʰi⁴⁴	
渒	渒	pʰi⁴⁴	
秛	秛	pʰi⁴⁴	
潎	潎	pʰi⁴⁴	
片	片	pʰi⁴⁴	
䏒	䏒	pʰi⁴⁴	
騙	骗	pʰi⁴⁴	
騗	騗	pʰi⁴⁴	
皮	皮	bi²⁴	
鈹	铍	bi²⁴	化學元素
琵	琵	bi²⁴	
脾	脾	bi²⁴	
啤	啤	bi²⁴	
裨	裨	bi²⁴	
陴	陴	bi²⁴	
蜱	蜱	bi²⁴	
郫	郫	bi²⁴	
崥	崥	bi²⁴	
埤	埤	bi²⁴	
鼙	鼙	bi²⁴	
螷	螷	bi²⁴	蛤螷
枇	枇	bi²⁴	
紕	纰	bi²⁴	貼紕
毗	毗	bi²⁴	
毘	毗	bi²⁴	
蚍	蚍	bi²⁴	
鈚	鈚	bi²⁴	
肶	肶	bi²⁴	
豼	豼	bi²⁴	
阰	阰	bi²⁴	
魮	魮	bi²⁴	
貔	貔	bi²⁴	
疲	疲	bi²⁴	
肥	肥	bi²⁴	糞便；肥料
羆	罴	bi²⁴	
婢	婢	bi²⁴	奴婢
痹	痹	bi²⁴	
痺	痹	bi²⁴	
幣	币	bi²⁴	
弊	弊	bi²⁴	
微	微	bi²⁴	稍微，低微
椑	椑	bi²⁴	
膍	膍	bi²⁴	
犤	犤	bi²⁴	
魾	魾	bi²⁴	
焷	焷	bi²⁴	
蠯	蠯	bi²⁴	
便	便	bi²⁴	便宜
箯	箯	bi²⁴	
緶	缏	bi²⁴	
𨂯	𨂯	bi²⁴	
楩	楩	bi²⁴	
駢	骈	bi²⁴	
胼	胼	bi²⁴	
帡	帡	bi²⁴	
𩰍	𩰍	bi²⁴	
卞	卞	bi²⁴	
汴	汴	bi²⁴	
辨	辨	bi²⁴	
辯	辩	bi²⁴	
琕	琕	bi²⁴	
賆	賆	bi²⁴	
骿	骿	bi²⁴	
蹁	蹁	bi²⁴	行路時腳板歪斜
玭	玭	bi²⁴	
蠙	𧏖	bi²⁴	
跰	跰	bi²⁴	
軿	𫐌	bi²⁴	
被	被	bi²¹³	被頭
庳	庳	bi²¹³	
梐	梐	bi²¹³	
辮	辫	bi²¹³	
牑	牑	bi²¹³	磚牑
艑	艑	bi²¹³	
坒	坒	bi²¹³	和坒
斃	毙	bi²¹³	
獘	毙	bi²¹³	
避	避	bi²¹³	
鐴	鐴	bi²¹³	
敝	敝	bi²¹³	
蔽	蔽	bi²¹³	
鐾	鐾	bi²¹³	
贔	赑	bi²¹³	
髲	髲	bi²¹³	
鞁	鞁	bi²¹³	
襣	襣	bi²¹³	
旇	旇	bi²¹³	
韍	韨	bi²¹³	
便	便	bi²¹³	方便
𣸇	𣸇	bi²¹³	
㛹	㛹	bi²¹³	
忭	忭	bi²¹³	
苄	苄	bi²¹³	化學用字
抃	抃	bi²¹³	
弁	弁	bi²¹³	
𥿋	𥿋	bi²¹³	
䒪	䒪	bi²¹³	
匥	匥	bi²¹³	
昪	昪	bi²¹³	
笲	笲	bi²¹³	
閞	𫔰	bi²¹³	
辡	辡	bi²¹³	
迷	迷	mi²⁴	
謎	谜	mi²⁴	文讀
醚	醚	mi²⁴	化學用字
冞	冞	mi²⁴	
麊	麊	mi²⁴	
靡	靡	mi²⁴	
蘼	蘼	mi²⁴	
糜	糜	mi²⁴	
縻	縻	mi²⁴	
麿	麿	mi²⁴	古同「縻」
麋	麋	mi²⁴	
麛	麛	mi²⁴	
𪎭	𪎭	mi²⁴	
醿	醿	mi²⁴	
獼	猕	mi²⁴	
瀰	弥	mi²⁴	
彌	弥	mi²⁴	阿彌陀佛
擟	𪭧	mi²⁴	
镾	镾	mi²⁴	
眉	眉	mi²⁴	白讀
楣	楣	mi²⁴	
鸍	鸍	mi²⁴	
眠	眠	mi²⁴	
棉	棉	mi²⁴	
綿	绵	mi²⁴	
緜	绵	mi²⁴	
丏	丏	mi²⁴	
宀	宀	mi²⁴	
蝒	蝒	mi²⁴	
櫋	櫋	mi²⁴	
矊	矊	mi²⁴	
臱	臱	mi²⁴	
明	明	mi²⁴	又音 僅限於「明朝」
矏	矏	mi²⁴	
芇	芇	mi²⁴	
米	米	mi²¹³	
咪	咪	mi²¹³	化學用字
脒	脒	mi²¹³	化學用字
洣	洣	mi²¹³	
敉	敉	mi²¹³	
侎	侎	mi²¹³	
濔	濔	mi²¹³	
葞	葞	mi²¹³	
尾	尾	mi²¹³	白讀
㝥	㝥	mi²¹³	𡬍花眼𥉻
𡬍	㝥	mi²¹³	𡬍花眼𥉻
蔝	蔝	mi²¹³	
羋	芈	mi²¹³	
芈	芈	mi²¹³	
弭	弭	mi²¹³	
乜	乜	mi²¹³	
骳	骳	mi²¹³	
蝆	蝆	mi²¹³	
沔	沔	mi²¹³	
汅	汅	mi²¹³	
免	免	mi²¹³	
娩	娩	mi²¹³	
勉	勉	mi²¹³	
鮸	𩾃	mi²¹³	
俛	俛	mi²¹³	
浼	浼	mi²¹³	河水浼浼
絻	絻	mi²¹³	
眄	眄	mi²¹³	
湎	湎	mi²¹³	
緬	缅	mi²¹³	
靦	腼	mi²¹³	
腼	腼	mi²¹³	
勔	勔	mi²¹³	
愐	愐	mi²¹³	
澠	渑	mi²¹³	
冕	冕	mi²¹³	
厸	厸	mi²¹³	
芇	芇	mi²¹³	
偭	偭	mi²¹³	
未	未	mi²¹³	還需要很長時間；還早着
味	味	mi²¹³	白讀
彌	弥	mi²¹³	彌海碗
面	面	mi²¹³	
靣	面	mi²¹³	
麪	面	mi²¹³	
麫	面	mi²¹³	
麵	面	mi²¹³	
麺	面	mi²¹³	
渳	渳	ʔmi⁴⁴	
咪	咪	ʔmi⁴⁴	
眯	眯	ʔmi⁴⁴	
瞇	眯	ʔmi⁴⁴	
彌	弥	ʔmi⁴⁴	僅限於「彌滿」
米	米	ʔmi⁴⁴	僅限於「米米大」
面	面	ʔmi⁴⁴	僅限於「面面叫」
靣	面	ʔmi⁴⁴	僅限於「面面叫」
飛	飞	fi⁵³	
騛	騛	fi⁵³	
妃	妃	fi⁵³	
非	非	fi⁵³	
啡	啡	fi⁵³	
榧	榧	fi⁵³	
扉	扉	fi⁵³	
霏	霏	fi⁵³	
菲	菲	fi⁵³	
匪	匪	fi⁵³	
翡	翡	fi⁵³	
蜚	蜚	fi⁵³	
緋	绯	fi⁵³	
斐	斐	fi⁵³	
鯡	鲱	fi⁵³	
沸	沸	fi⁵³	
腓	腓	fi⁵³	
婓	婓	fi⁵³	
裶	裶	fi⁵³	
猆	猆	fi⁵³	
馡	馡	fi⁵³	
騑	騑	fi⁵³	
餥	餥	fi⁵³	
棐	棐	fi³⁵	
悱	悱	fi³⁵	
誹	诽	fi³⁵	
篚	篚	fi³⁵	
奜	奜	fi³⁵	
朏	朏	fi³⁵	
餥	餥	fi³⁵	
肺	肺	fi⁴⁴	
芾	芾	fi⁴⁴	
杮	杮	fi⁴⁴	木杮
費	费	fi⁴⁴	費用
鐨	镄	fi⁴⁴	化學元素
昲	昲	fi⁴⁴	
靅	靅	fi⁴⁴	
砩	砩	fi⁴⁴	
廢	废	fi⁴⁴	
癈	废	fi⁴⁴	
廃	廃	fi⁴⁴	古同「廢」
䉬	𫂈	fi⁴⁴	
痱	痱	fi⁴⁴	
疿	痱	fi⁴⁴	
吠	吠	fi⁴⁴	又音
𣏕	𣏕	fi⁴⁴	
橃	橃	fi⁴⁴	
唯	唯	vi²⁴	
維	维	vi²⁴	
惟	惟	vi²⁴	
濰	潍	vi²⁴	
琟	琟	vi²⁴	
肥	肥	vi²⁴	文讀
淝	淝	vi²⁴	
蜰	蜰	vi²⁴	
微	微	vi²⁴	
薇	薇	vi²⁴	
癓	癓	vi²⁴	
娓	娓	vi²⁴	
費	费	vi²⁴	姓
吠	吠	vi²⁴	
蟦	蟦	vi²⁴	
蓶	蓶	vi²⁴	
矀	矀	vi²⁴	
尾	尾	vi²¹³	文讀
浘	浘	vi²¹³	
梶	梶	vi²¹³	
艉	艉	vi²¹³	
亹	亹	vi²¹³	
斖	斖	vi²¹³	
陫	陫	vi²¹³	
橨	橨	vi²¹³	
膹	𪱥	vi²¹³	
蟦	蟦	vi²¹³	
蓶	蓶	vi²¹³	
未	未	vi²¹³	
味	味	vi²¹³	文讀
菋	菋	vi²¹³	
鮇	鮇	vi²¹³	
㭑	㭑	vi²¹³	
狒	狒	vi²¹³	
鼣	鼣	vi²¹³	
屝	屝	vi²¹³	
萉	萉	vi²¹³	
黂	黂	vi²¹³	
蜼	蜼	vi²¹³	
蒂	蒂	ti⁵³	
蔕	蒂	ti⁵³	
氐	氐	ti⁵³	
低	低	ti⁵³	
羝	羝	ti⁵³	
眡	眡	ti⁵³	
𩑾	𩑾	ti⁵³	
奃	奃	ti⁵³	
袛	袛	ti⁵³	
鍉	𫔂	ti⁵³	
磾	䃅	ti⁵³	
岻	岻	ti⁵³	
揥	揥	ti⁵³	
腣	腣	ti⁵³	
趆	趆	ti⁵³	
掂	掂	ti⁵³	
點	点	ti⁵³	點心
㸃	点	ti⁵³	點心
敁	敁	ti⁵³	
顛	颠	ti⁵³	
顚	颠	ti⁵³	
滇	滇	ti⁵³	
巔	巅	ti⁵³	
巓	巅	ti⁵³	
癲	癫	ti⁵³	
蹎	蹎	ti⁵³	
傎	傎	ti⁵³	
厧	厧	ti⁵³	
瘨	瘨	ti⁵³	
齻	齻	ti⁵³	
癜	癜	ti⁵³	
驒	驒	ti⁵³	
底	底	ti³⁵	
抵	抵	ti³⁵	
牴	抵	ti³⁵	
觝	抵	ti³⁵	
邸	邸	ti³⁵	
砥	砥	ti³⁵	
呧	呧	ti³⁵	
柢	柢	ti³⁵	
詆	诋	ti³⁵	
坻	坻	ti³⁵	
弤	弤	ti³⁵	
軧	軧	ti³⁵	
搭渠	搭渠	ti³⁵	合音
搭其	搭其	ti³⁵	合音
典	典	ti³⁵	
碘	碘	ti³⁵	化學元素
𥮏	𥮏	ti³⁵	
婰	婰	ti³⁵	
敟	敟	ti³⁵	
蕇	蕇	ti³⁵	
玷	玷	ti³⁵	
點	点	ti³⁵	
㸃	点	ti³⁵	
奌	奌	ti³⁵	古同「點」
墊	垫	ti³⁵	地名用詞，到底之處
琠	琠	ti³⁵	
錪	錪	ti³⁵	
踮	踮	ti⁴⁴	
帝	帝	ti⁴⁴	
締	缔	ti⁴⁴	
渧	渧	ti⁴⁴	
諦	谛	ti⁴⁴	
碲	碲	ti⁴⁴	化學元素
偙	偙	ti⁴⁴	
螮	䗖	ti⁴⁴	
僀	僀	ti⁴⁴	
胝	胝	ti⁴⁴	
䩚	䩚	ti⁴⁴	
𦨢	𦨢	ti⁴⁴	
怟	怟	ti⁴⁴	
骶	骶	ti⁴⁴	
摕	摕	ti⁴⁴	
腣	腣	ti⁴⁴	
蝃	蝃	ti⁴⁴	
蝭	蝭	ti⁴⁴	
趆	趆	ti⁴⁴	
店	店	ti⁴⁴	
坫	坫	ti⁴⁴	
痁	痁	ti⁴⁴	
惦	惦	ti⁴⁴	
殿	殿	ti⁴⁴	殿後
埝	埝	ti⁴⁴	
梯	梯	tʰi⁵³	
涕	涕	tʰi⁵³	
銻	锑	tʰi⁵³	化學元素
睇	睇	tʰi⁵³	
鷈	䴘	tʰi⁵³	
謕	謕	tʰi⁵³	
天	天	tʰi⁵³	
兲	天	tʰi⁵³	
添	添	tʰi⁵³	
掭	掭	tʰi⁵³	
㮇	㮇	tʰi⁵³	
栝	栝	tʰi⁵³	火栝
黇	黇	tʰi⁵³	
舚	舚	tʰi⁵³	
詽	詽	tʰi⁵³	
體	体	tʰi³⁵	
軆	体	tʰi³⁵	
挮	挮	tʰi³⁵	
忝	忝	tʰi³⁵	
舔	舔	tʰi³⁵	
菾	菾	tʰi³⁵	
悿	悿	tʰi³⁵	
蚕	蚕	tʰi³⁵	
腆	腆	tʰi³⁵	
㥏	㥏	tʰi³⁵	
𧌎	𧌎	tʰi³⁵	
捵	捵	tʰi³⁵	
靦	腼	tʰi³⁵	
腼	腼	tʰi³⁵	
晪	晪	tʰi³⁵	
淟	淟	tʰi³⁵	
痶	痶	tʰi³⁵	
賟	𧹖	tʰi³⁵	
餂	餂	tʰi³⁵	
㐁	㐁	tʰi³⁵	
圢	圢	tʰi³⁵	
琠	琠	tʰi³⁵	
錪	錪	tʰi³⁵	
剃	剃	tʰi⁴⁴	
鬀	剃	tʰi⁴⁴	
薙	剃	tʰi⁴⁴	
屜	屉	tʰi⁴⁴	
屉	屉	tʰi⁴⁴	
替	替	tʰi⁴⁴	
嚏	嚏	tʰi⁴⁴	
嚔	嚔	tʰi⁴⁴	古同「嚏」
楴	楴	tʰi⁴⁴	
褅	褅	tʰi⁴⁴	
髢	髢	tʰi⁴⁴	
殢	𣨼	tʰi⁴⁴	
䪆	䪆	tʰi⁴⁴	細軟；細膩；滑爽
戻	戻	tʰi⁴⁴	
达	达	tʰi⁴⁴	
添	添	tʰi⁴⁴	①襯；夾 ②往磨眼裏續（米、黃豆等）
洟	洟	tʰi⁴⁴	
睼	睼	tʰi⁴⁴	
煔	煔	tʰi⁴⁴	
舚	舚	tʰi⁴⁴	
瑱	瑱	tʰi⁴⁴	
堤	堤	di²⁴	
隄	堤	di²⁴	
提	提	di²⁴	
題	题	di²⁴	
鯷	鳀	di²⁴	
鞮	鞮	di²⁴	
𤟥	𤟥	di²⁴	
騠	𫘨	di²⁴	
緹	缇	di²⁴	
醍	醍	di²⁴	
鶗	𫛸	di²⁴	
瑅	瑅	di²⁴	
趧	趧	di²⁴	
蹄	蹄	di²⁴	
蹏	蹄	di²⁴	
啼	啼	di²⁴	
嗁	啼	di²⁴	
鍗	鍗	di²⁴	
𩋣	𩋣	di²⁴	
𩤢	𩤢	di²⁴	
鶙	鶙	di²⁴	
崹	崹	di²⁴	
鵜	鹈	di²⁴	
稊	稊	di²⁴	
娣	娣	di²⁴	
綈	绨	di²⁴	
罤	罤	di²⁴	
蕛	蕛	di²⁴	
鮷	鮷	di²⁴	
荑	荑	di²⁴	
䨑	䨑	di²⁴	
𧙣	𧙣	di²⁴	
䬫	䬫	di²⁴	
隶	隶	di²⁴	
隸	隶	di²⁴	
隷	隶	di²⁴	
媞	媞	di²⁴	
桋	桋	di²⁴	
禔	禔	di²⁴	
蝭	蝭	di²⁴	
褆	褆	di²⁴	
謕	謕	di²⁴	
銕	銕	di²⁴	
鴺	鴺	di²⁴	
鼶	鼶	di²⁴	
恬	恬	di²⁴	
湉	湉	di²⁴	
甜	甜	di²⁴	
田	田	di²⁴	
佃	佃	di²⁴	
畋	畋	di²⁴	
䡘	䡘	di²⁴	
鿬	鿬	di²⁴	化學元素
畑	畑	di²⁴	日語漢字，音同「田」
畠	畠	di²⁴	日語漢字，音同「田」
鴫	鴫	di²⁴	日語漢字，音同「田」
沺	沺	di²⁴	
殿	殿	di²⁴	
奠	奠	di²⁴	
填	填	di²⁴	
塡	填	di²⁴	
滇	滇	di²⁴	
闐	阗	di²⁴	
搷	搷	di²⁴	
鷆	鷆	di²⁴	
鷏	鷏	di²⁴	
厗	厗	di²⁴	
畇	畇	di²⁴	
磌	磌	di²⁴	
窴	窴	di²⁴	
貚	貚	di²⁴	
弟	弟	di²¹³	
媞	媞	di²¹³	
簟	簟	di²¹³	
殄	殄	di²¹³	
扂	扂	di²¹³	
橝	橝	di²¹³	
跈	跈	di²¹³	
第	第	di²¹³	
地	地	di²¹³	
逮	逮	di²¹³	
遞	递	di²¹³	
逓	递	di²¹³	
棣	棣	di²¹³	
悌	悌	di²¹³	
䑯	䑯	di²¹³	
踶	踶	di²¹³	
禘	禘	di²¹³	
杕	杕	di²¹³	
遰	遰	di²¹³	
墬	墬	di²¹³	
墆	墆	di²¹³	
慸	慸	di²¹³	
摕	摕	di²¹³	
軑	轪	di²¹³	
釱	釱	di²¹³	
甸	甸	di²¹³	
蜔	蜔	di²¹³	
墊	垫	di²¹³	
電	电	di²¹³	
靛	靛	di²¹³	
𪑩	𪑩	di²¹³	
𪒮	𪒮	di²¹³	
壂	壂	di²¹³	
淀	淀	di²¹³	
澱	淀	di²¹³	
鈿	钿	di²¹³	錢。俗字，本字就是「錢」
磹	磹	di²¹³	
涏	涏	di²¹³	
窴	窴	di²¹³	
黎	黎	li²⁴	
藜	藜	li²⁴	
蔾	藜	li²⁴	
犁	犁	li²⁴	
犂	犁	li²⁴	
梨	梨	li²⁴	
棃	梨	li²⁴	
黧	黧	li²⁴	
邌	邌	li²⁴	
鵹	鵹	li²⁴	
筣	筣	li²⁴	
蟍	蟍	li²⁴	
鑗	鑗	li²⁴	
厘	厘	li²⁴	
釐	厘	li²⁴	
喱	喱	li²⁴	
狸	狸	li²⁴	
貍	狸	li²⁴	
梩	梩	li²⁴	
艃	艃	li²⁴	
離	离	li²⁴	
漓	漓	li²⁴	
灕	漓	li²⁴	
籬	篱	li²⁴	
篱	篱	li²⁴	
璃	璃	li²⁴	
琍	璃	li²⁴	
瓈	璃	li²⁴	
褵	褵	li²⁴	
縭	缡	li²⁴	
蘺	蓠	li²⁴	
醨	醨	li²⁴	
䍦	䍠	li²⁴	
攡	攡	li²⁴	
樆	樆	li²⁴	
罹	罹	li²⁴	
麗	丽	li²⁴	高麗
驪	骊	li²⁴	
鸝	鹂	li²⁴	
鱺	鲡	li²⁴	
酈	郦	li²⁴	
孋	㛤	li²⁴	
穲	穲	li²⁴	
廲	廲	li²⁴	
嫠	嫠	li²⁴	
漦	漦	li²⁴	
孷	孷	li²⁴	
驢	驴	li²⁴	
閭	闾	li²⁴	
櫚	榈	li²⁴	
蔞	蒌	li²⁴	
秜	秜	li²⁴	
倈	俫	li²⁴	
刕	刕	li²⁴	
藘	藘	li²⁴	
爈	爈	li²⁴	
璷	璷	li²⁴	
氀	氀	li²⁴	
盠	盠	li²⁴	
謧	謧	li²⁴	
鯬	𫚞	li²⁴	
斄	斄	li²⁴	
矖	矖	li²⁴	
櫖	櫖	li²⁴	
慺	㥪	li²⁴	
膢	𦝼	li²⁴	
鷜	鷜	li²⁴	
聯	联	li²⁴	
聮	聮	li²⁴	
憐	怜	li²⁴	
連	连	li²⁴	
蓮	莲	li²⁴	
鰱	鲢	li²⁴	
漣	涟	li²⁴	
𧐖	𧐖	li²⁴	蚱𧐖
槤	梿	li²⁴	
縺	𦈐	li²⁴	
褳	裢	li²⁴	
嗹	𪡏	li²⁴	
謰	謰	li²⁴	
翴	翴	li²⁴	
廉	廉	li²⁴	
鐮	镰	li²⁴	
鎌	镰	li²⁴	
濂	濂	li²⁴	
蠊	蠊	li²⁴	
帘	帘	li²⁴	
簾	帘	li²⁴	
亷	帘	li²⁴	
𢅏	𢅏	li²⁴	
㾾	㾾	li²⁴	
臁	臁	li²⁴	
濓	濓	li²⁴	
熑	熑	li²⁴	
燫	燫	li²⁴	
奩	奁	li²⁴	
匳	奁	li²⁴	
匲	奁	li²⁴	
孿	孪	li²⁴	
孌	娈	li²⁴	
攣	挛	li²⁴	
籢	籢	li²⁴	
覝	覝	li²⁴	
泥	泥	li²⁴	又音 僅限於「泥鏽」
溓	溓	li²⁴	
薕	薕	li²⁴	
鬑	鬑	li²⁴	
搛	搛	li²⁴	
獫	猃	li²⁴	
籨	籨	li²⁴	
薟	莶	li²⁴	
潾	潾	li²⁴	
蠡	蠡	li²¹³	
欚	欚	li²¹³	
邐	逦	li²¹³	
攦	攦	li²¹³	將動物等往地上猛摔使致死
豊	豊	li²¹³	古同「禮」
禮	礼	li²¹³	
礼	礼	li²¹³	
澧	澧	li²¹³	
醴	醴	li²¹³	
鱧	鳢	li²¹³	烏鱧魚
裏	里	li²¹³	
裡	里	li²¹³	
里	里	li²¹³	
俚	俚	li²¹³	
理	理	li²¹³	
鯉	鲤	li²¹³	
娌	娌	li²¹³	
悝	悝	li²¹³	
鋰	锂	li²¹³	化學元素
哩	哩	li²¹³	
浬	浬	li²¹³	
李	李	li²¹³	
峛	峛	li²¹³	
呂	吕	li²¹³	
吕	吕	li²¹³	
侶	侣	li²¹³	
侣	侣	li²¹³	
鋁	铝	li²¹³	化學元素
梠	梠	li²¹³	
絽	絽	li²¹³	
郘	郘	li²¹³	
履	履	li²¹³	
