單字	聲紐	攝	韻部	呼	等	聲調	組	(斗山墟) 聲母	(斗山墟) 韻母	(斗山墟) 聲調號	(斗山墟) 聲調名	IPA	備註						
琴	羣	深	侵B	開	三	平	見	k	em	4		kʰɛm²²							
禽	羣	深	侵B	開	三	平	見	k	em	4		kʰɛm²²							
秦	從	臻	真A	開	三	平	精	t	un	4		tʰun²²							
芹	羣	臻	欣	開	三	平	見	k	en	4		kʰɛn²²							
寢	清	深	侵A	開	三	上	精	t	em	2		tʰɛm⁵⁵							
傾	溪	梗	清A	合	三	平	見	k	ing	2		kʰɪŋ⁵⁵							
傾	溪	梗	清A	合	三	平	見	k	ing	1(3)		kʰɪŋ³³	傾偈kʰɪŋ³³ kai¹¹⁵，本字“謦欬”。						
氫	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	ing	1(3)		hɪŋ³³							
清	清	梗	清A	開	三	平	精	t	ing	1(3)		tʰɪŋ³³	文讀						
清	清	梗	清A	開	三	平	精	t	ieng	1(3)		tʰiɛŋ³³	白讀						
蜻	精	梗	清A	開	三	平	精	t	ing	1(3)		tʰɪŋ³³							
輕	溪	梗	清A	開	三	平	見	h	ing	1(3)		hɪŋ³³	文讀						
輕	溪	梗	清A	開	三	平	見	h	ieng	1(3)		hiɛŋ³³	白讀						
青	清	梗	青	開	四	平	精	t	ing	1(3)		tʰɪŋ³³	文讀						
青	清	梗	青	開	四	平	精	t	ieng	1(3)		tʰiɛŋ³³	白讀						
情	從	梗	清A	開	三	平	精	t	ing	4		tʰɪŋ²²							
晴	從	梗	清A	開	三	平	精	t	ing	4		tʰɪŋ²²	文讀						
晴	從	梗	清A	開	三	平	精	t	ieng	4		tʰiɛŋ²²	白讀						
請	從	梗	清A	開	三	平	精	t	ing	2		tʰɪŋ⁵⁵	文讀						
請	從	梗	清A	開	三	平	精	t	ieng	2		tʰiɛŋ⁵⁵	白讀						
頃	溪	梗	清A	合	三	平	見	k	ing	2		kʰɪŋ⁵⁵							
慶	溪	梗	庚	開	三	去	見	h	ing	1(3)		hɪŋ³³							
穹	溪	通	東	開	三	平	見	k	ung	4		kʰʊŋ²²							
窮	羣	通	東	開	三	平	見	k	ung	4		kʰʊŋ²²							
丘	溪	流	尤	開	三	平	見	h	iu	1(3)		hiu³³							
秋	清	流	尤	開	三	平	精	t	iu	1(3)		tʰiu³³							
蚯	溪	流	尤	開	三	平	見	h	iu	1(3)		hiu³³							
邱	溪	流	尤	開	三	平	見	h	iu	1(3)		hiu³³							
鰍	清	流	尤	開	三	平	精	t	iu	1(3)		tʰiu³³							
囚	邪	流	尤	開	三	平	精	t	iu	4		tʰiu²²							
毬	羣	流	尤	開	三	平	見	k	iu	4		kʰiu²²							
求	羣	流	尤	開	三	平	見	k	iu	4		kʰiu²²							
球	羣	流	尤	開	三	平	見	k	iu	4		kʰiu²²							
糗	溪	流	尤	開	三	上	見												
區	溪	遇	虞	合	三	平	見	k	ui	1(3)		kʰui³³	區別						
區	影	流	侯	開	一	平	影		aau	1(3)		(ʔ)au³³	姓區						
屈	見	臻	文	合	三	入	見	v	ut	8		vut³	動詞。使彎曲						
屈	見	臻	文	合	三	入	見	v	ut	7		vut⁵	形容詞。						
嶇	溪	遇	虞	合	三	平	見	k	ui	1(3)		kʰui³³							
蛆	清	遇	魚	開	三	平	精												
趨	清	遇	虞	合	三	平	精	t	ui	1(3)		tʰui³³							
軀	溪	遇	虞	合	三	平	見	k	ui	1(3)		kʰui³³							
驅	溪	遇	虞	合	三	平	見	k	ui	1(3)		kʰui³³							
渠	羣	遇	魚	開	三	平	見	k	ui	4		kʰui²²							
麴	溪	通	東	開	三	入	見	k	uk	7		kʰʊk⁵							
取	清	遇	虞	合	三	上	精	t	ui	2		tʰui⁵⁵							
娶	心	遇	虞	合	三	平	精	t	ui	2		tʰui⁵⁵							
曲	溪	通	鍾	開	三	入	見	k	uk	7		kʰʊk⁵							
去	溪	遇	魚	開	三	上	見	h	ui	1(3)		hui³³							
覷	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
趣	清	流	侯	開	一	上	精	t	ui	1(3)		tʰui³³							
圈	羣	山	元	合	三	上	見	h	un	2		hun⁵⁵							
全	從	山	仙A	合	三	平	精	t	un	4		tʰun²²							
拳	羣	山	仙B	合	三	平	見	k	un	4		kʰun²²							
權	羣	山	仙B	合	三	平	見	k	un	4		kʰun²²							
泉	從	山	仙A	合	三	平	精	t	un	4		tʰun²²							
痊	清	山	仙A	合	三	平	精	t	un	4		tʰun²²							
蜷	羣	山	仙B	合	三	平	見	k	un	4		kʰun²²							
詮	清	山	仙A	合	三	平	精	t	un	4		tʰun²²							
銓	清	山	仙A	合	三	平	精												
犬	溪	山	先	合	四	上	見	h	un	2		hun⁵⁵							
券	溪	山	元	合	三	去	見	h	un	5(6)		hun¹¹							
勸	溪	山	元	合	三	去	見	h	un	1(3)		hun³³							
缺	溪	山	先	合	四	入	見	h	ut	7		hut⁵							
卻	見	宕	陽	開	三	入	見	k	iek	7		kʰiɛk⁵							
確	溪	江	江	開	二	入	見	k	ok	7		kʰɔk⁵							
雀	精	宕	陽	開	三	入	精	d	iek	7		tiɛk⁵	禾雀、孔雀						
雀	精	宕	陽	開	三	入	精	d	iek	9	低變調	tiɛk¹	低變調。雀仔、雀竇						
群	羣	臻	文	合	三	平	見	k	un	4		kʰun²²							
裙	羣	臻	文	合	三	平	見	k	un	4		kʰun²²							
然	日	山	仙A	開	三	平	日	ng	en	4		ŋɛn²²							
燃	日	山	仙A	開	三	平	日	ng	en	4		ŋɛn²²							
冉	日	咸	鹽A	開	三	平	日												
冉	日	咸	鹽A	開	三	上	日												
染	日	咸	鹽A	開	三	上	日	ng	em	5(6)		ŋɛm¹¹	傳染						
染								ng	em	1(3)	陰平（陰去）	ŋɛm³³	染色						
苒																			
嚷	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
壤	日	宕	陽	開	三	上	日	ng	ieng	2		ŋiɛŋ¹¹							
攘	日	宕	陽	開	三	平	日	ng	ieng	2		ŋiɛŋ¹¹	攘除						
讓	日	宕	陽	開	三	去	日	ng	ieng	5(6)		ŋiɛŋ¹¹							
擾	日	效	宵A	開	三	上	日	ng	iu	5(6)		ŋiu¹¹							
繞	日	效	宵A	開	三	上	日	ng	iu	5(6)		ŋiu¹¹							
惹	日	假	麻	開	三	上	日	ng	ie	2	陰上	ŋiɛ⁵⁵							
熱	日	山	仙A	開	三	入	日	ng	et	5(6)		ŋɛt¹							
人	日	臻	真A	開	三	平	日	ng	en	4		ŋɛn²²							
仁	日	臻	真A	開	三	平	日	ng	en	4		ŋɛn²²							
壬	日	深	侵A	開	三	平	日	ng	em	4		ŋɛm²²							
忍	日	臻	真A	開	三	上	日	ng	en	5(6)		ŋɛn¹¹	文讀						
忍								ng	en	1(3)	陰平（陰去）	ŋɛn³³	白讀						
稔	日	深	侵A	開	三	上	日	n	em	5(6)		nɛm¹¹	崗稔，山果，夏秋之間收						
仞	日	臻	真A	開	三	去	日	j	in	5(6)		ʝin¹¹							
任	日	深	侵A	開	三	平	日												
任	日	深	侵A	開	三	去	日	ng	em	5(6)		ŋɛm¹¹	信任						
刃	日	臻	真A	開	三	去	日	j	in	5(6)		ʝin¹¹							
紉	孃	臻	真B	開	三	平	知	ng	en	5(6)		ŋɛn¹¹							
認	日	臻	真A	開	三	去	日	ng	en	5(6)		ŋɛn¹¹							
韌	日	臻	真A	開	三	去	日	ng	en	5(6)		ŋɛn¹¹	文讀，堅韌						
韌	日	臻	真A	開	三	去	日	ng	en	1(3)	陰平（陰去）	ŋɛn³³	白讀						
飪	日	深	侵A	開	三	上	日	ng	em	5(6)		ŋɛm¹¹							
扔	日	曾	蒸	開	三	平	日												
仍	日	曾	蒸	開	三	平	日	ng	ing	4		ŋɪŋ²²							
日	日	臻	真A	開	三	入	日	ng	et	9		ŋɛt¹	日期，日头ŋɛt¹ hau²²⁵（白天）						
日								ng	et	7	上陰入	ŋɛt⁵	上陰入，乜日、端日（经常）						
日								ng	et	8	下陰入	ŋɛt³	下陰入，一日兩日，日子,日头ŋɛt³ hau¹¹（太陽）						
容	以	通	鍾	開	三	平	以	j	ung	4		ʝʊŋ²²							
嶸	云	梗	庚	合	三	平	影	v	ing	4		vɪŋ³³							
榕	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	j	ung	4		ʝʊŋ²²	榕樹又稱龍樹lʊŋ²² si¹¹，疑為榕之上古音						
榮	云	梗	庚	合	三	平	影	v	ing	4		vɪŋ²²							
溶	以	通	鍾	開	三	平	以	j	ung	4		ʝʊŋ²²							
熔	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	j	ung	4		ʝʊŋ²²							
絨	日	通	東	開	三	平	日	ng	ung	4		ŋʊŋ²²							
茸	日	通	鍾	開	三	平	日	ng	ung	4		ŋʊŋ²²							
蓉	以	通	鍾	開	三	平	以	j	ung	4		ʝʊŋ²²							
融	以	通	東	開	三	平	以	j	ung	4		ʝʊŋ²²							
鎔	以	通	鍾	開	三	平	以	j	ung	4		ʝʊŋ²²							
揉	日	流	尤	開	三	平	日												
柔	日	流	尤	開	三	平	日	ng	iu	4		ŋiu²²							
肉	日	通	東	開	三	入	日	ng	uk	9		ŋʊk¹							
儒	日	遇	虞	合	三	平	日	j	i	4		ʝi²²							
如	日	遇	魚	開	三	平	日	ng	ui	4		ŋui²²							
茹	日	遇	魚	開	三	平	日	ng	ui	4		ŋui²²							
乳	日	遇	虞	合	三	上	日	ng	ui	5(6)		ŋui¹¹							
辱	日	通	鍾	開	三	入	日	j	uk	9		ʝʊk¹							
入	日	深	侵A	開	三	入	日	j	ip	9		ʝip¹							
褥	泥	通	冬	合	一	入	端												
褥	日	通	鍾	開	三	入	日	ng	uk	9		ŋʊk¹	牀褥tsʰɔŋ²² ŋʊk¹¹⁵						
軟	日	山	仙A	合	三	上	日	ng	un	1(3)	陰平（陰去）	ŋun³³	陰平（陰去）						
阮	疑	山	元	合	三	平	見	ng	un	5(6)		ŋun¹¹							
瑞	常	止	支A	合	三	去	章	lh	ui	5(6)		ɬui¹¹							
銳	以	蟹	祭A	合	三	去	以	j	ui	5(6)		ʝui¹¹							
潤	日	臻	真A	合	三	去	日	ng	un	5(6)		ŋun¹¹							
潤								ng	uon	5(6)		ŋuɔn¹¹	又音						
閏	日	臻	真A	合	三	去	日	ng	un	5(6)		ŋun¹¹							
閏								ng	uon	5(6)		ŋuɔn¹¹	又音						
弱	日	宕	陽	開	三	入	日	ng	iek	9		ŋiɛk¹							
弱								ng	iek	8	下陰入	ŋiɛk³	又音						
箬	日	宕	陽	開	三	入	日												
篛	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
若	日	宕	陽	開	三	入	日	ng	iek	9		ŋiɛk¹							
若	日	假	麻	開	三	上	日												
撒	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	lh	aat	8		ɬat³							
灑	生	止	支B	開	三	上	莊	s	aa	2		sa⁵⁵							
卅	心	咸	覃	開	一	入	精	lh	aap	9		ɬap¹							
薩	心	山	寒	開	一	入	精	lh	aat	8		ɬat³							
塞	心	曾	登	開	一	入	精	lh	aak	7		ɬak⁵	塞車						
塞	心	蟹	咍	開	一	去	精	s	uoi	1(3)		suɔi³³	塞外						
腮	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	lh	uoi	1(3)		ɬuɔi³³							
鰓	心	蟹	咍	開	一	平	精	lh	uoi	1(3)		ɬuɔi³³							
賽	心	蟹	咍	開	一	去	精	s	uoi	1(3)		suɔi³³							
三	心	咸	談	開	一	平	精	lh	aam	1(3)		ɬam³³							
傘	心	山	寒	開	一	上	精	lh	aan	1(3)		ɬan³³							
散	心	山	寒	開	一	去	精	lh	aan	1(3)		ɬan³³	擴散、散學禮						
散	心	山	寒	開	一	上	精	lh	aan	2		ɬan⁵⁵	散文、散步						
喪	心	宕	唐	開	一	平	精	lh	ong	1(3)		ɬɔŋ³³							
喪	心	宕	唐	開	一	去	精	lh	ong	1(3)		ɬɔŋ³³							
桑	心	宕	唐	開	一	平	精	lh	ong	1(3)		ɬɔŋ³³	文讀。一般讀低變調，滄桑讀本調。						
桑	心	宕	唐	開	一	平	精	lh	ong	5(6)	低變調	ɬɔŋ¹¹							
嗓	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
搔	心	效	豪	開	一	平	精	lh	ou	1(3)		ɬɔu³³							
騷	心	效	豪	開	一	平	精	lh	ou	1(3)		ɬɔu³³							
嫂	心	效	豪	開	一	上	精	lh	ou	2		ɬɔu⁵⁵							
掃	心	效	豪	開	一	上	精	lh	ou	1(3)		ɬɔu³³							
澀	生	深	侵B	開	三	入	莊	s	ep	7		sɛp⁵	不滑也。						
澀								g	ep	8		kɛp¹	苦澀						
色	生	曾	蒸	開	三	入	莊	s	ik	7		sɪk⁵							
森	生	深	侵B	開	三	平	莊	s	em	4		sɛm²²							
僧	心	曾	登	開	一	平	精	lh	aang	1(3)		ɬaŋ³³							
殺	生	山	山	開	二	入	莊	s	aat	8		sat¹							
殺	生	蟹	皆	開	二	去	莊												
沙	生	假	麻	開	二	平	莊	s	aa	1(3)		sa	文讀						
沙	生	假	麻	開	二	平	莊	s	aa	5(6)	低變調	sa¹¹	低變調，白讀						
砂	生	假	麻	開	二	平	莊	s	aa	1(3)		sa³³							
紗	生	假	麻	開	二	平	莊	s	aa	1(3)		sa³³							
莎	心	果	歌	合	一	平	精	s	aa	1(3)		sa³³							
鯊	生	假	麻	開	二	平	莊	s	aa	1(3)		sa³³							
傻	生	假	麻	合	二	上	莊	s	uo	4		suɔ¹¹							
廈	匣	假	麻	開	二	上	影	h	aa	5(6)		ha¹¹							
篩	生	止	脂B	開	三	平	莊	s	aai	1(3)		sai³³							
晒	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s	aai	1(3)		sai³³							
刪	生	山	刪	開	二	平	莊	s	aan	1(3)		san³³							
姍	心	山	寒	開	一	平	精	s	aan	1(3)		san³³							
山	生	山	山	開	二	平	莊	s	aan	1(3)		san³³							
搧	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s	en	1(3)		sɛn³³							
杉	生	咸	咸	開	二	平	莊	c	am	1(3)		tsam³³							
杉								c	em	1(3)		tsɛm³³	又讀						
煽	書	山	仙A	開	三	平	章	s	en	1(3)		sɛn³³							
珊	心	山	寒	開	一	平	精	s	aan	1(3)		san³³							
衫	生	咸	銜	開	二	平	莊	s	aam	1(3)		sam³³	文讀。衣衫不整						
衫								s	aam	5(6)	低變調	sam¹¹	低變調，白讀。著衫						
跚	心	山	寒	開	一	平	精	s	aan	1(3)		san³³							
閃	書	咸	鹽A	開	三	上	章	s	em	2		sɛm⁵⁵							
陝	書	咸	鹽A	開	三	上	章	s	em	2		sɛm⁵⁵							
善	常	山	仙A	開	三	上	章	s	en	5(6)		sɛn¹¹							
扇	書	山	仙A	開	三	平	章	s	en	1(3)		sɛn³³							
擅	常	山	仙A	開	三	去	章	s	en	5(6)		sɛn¹¹							
繕	常	山	仙A	開	三	去	章	s	en	5(6)		sɛn¹¹							
傷	書	宕	陽	開	三	平	章	s	ieng	1(3)		siɛŋ³³							
商	書	宕	陽	開	三	平	章	s	ieng	1(3)		siɛŋ³³							
晌	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
賞	書	宕	陽	開	三	上	章	s	ieng	2		siɛŋ⁵⁵							
上	常	宕	陽	開	三	去	章	s	ieng	5(6)		siɛŋ¹¹							
上	常	宕	陽	開	三	上	章	s	ieng	5(6)		siɛŋ¹¹							
上								s	ieng	1(3)		siɛŋ³³	動詞，常用。						
尚	常	宕	陽	開	三	平	章	s	ieng	5(6)		siɛŋ¹¹							
燒	書	效	宵A	開	三	平	章	s	iu	1(3)		siu³³							
稍	生	效	肴	開	二	去	莊	s	aau	2		sau⁵⁵							
韶	常	效	宵A	開	三	平	章	s	iu	4		siu²²							
少	書	效	宵A	開	三	去	章	s	iu	1(3)		siu³³	年少						
少	書	效	宵A	開	三	上	章	s	iu	2		siu⁵⁵	多少						
劭	常	效	宵A	開	三	去	章	s	iu	5(6)		siu¹¹							
哨	心	效	宵A	開	三	平	精	s	aau	1(3)		sau³³							
紹	常	效	宵A	開	三	上	章	s	iu	5(6)		siu¹¹							
邵	常	效	宵A	開	三	去	章	s	iu	5(6)		siu¹¹							
奢	書	假	麻	開	三	平	章	c	ie	1(3)		tsiɛ³³							
舌	匣	山	刪	合	二	入	影	s	et	9		sɛt¹							
蛇	船	假	麻	開	三	平	章	s	ie	4		siɛ²²							
蛇	以	止	支A	開	三	平	以												
捨	書	假	麻	開	三	上	章	s	ie	2		siɛ⁵⁵							
射	船	梗	清A	開	三	入	章												
射	船	假	麻	開	三	去	章	s	ie	5(6)		siɛ¹¹							
射	以	梗	清A	開	三	入	以												
射	以	假	麻	開	三	去	以												
攝	泥	咸	添	開	四	入	端	n	ep	7	上陰入	nɛp⁵	上陰入						
社	常	假	麻	開	三	上	章	s	ie	5(6)		siɛ¹¹							
舍	書	假	麻	開	三	上	章	s	ie	2		siɛ⁵⁵	同『捨』，捨棄						
舍								s	ie	1(3)		siɛ³³	宿舍						
設	書	山	仙A	開	三	入	章	s	et	7		sɛt⁵							
赦	書	假	麻	開	三	去	章	s	ie	1(3)		siɛ³³							
伸	書	臻	真A	開	三	平	章	s	in	1(3)		sin³³							
呻	書	臻	真A	開	三	平	章	s	in	1(3)		sin³³							
深	書	深	侵A	開	三	平	章	s	im	1(3)		sim³³							
申	書	臻	真A	開	三	平	章	s	in	1(3)		sin³³							
紳	書	臻	真A	開	三	平	章	s	in	1(3)		sin³³							
身	書	臻	真A	開	三	平	章	s	in	1(3)		sin³³							
神	船	臻	真A	開	三	平	章	s	in	4		sin²²							
嬸	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s	im	2		sim⁵⁵							
審	書	深	侵A	開	三	上	章	s	em	2		sɛm⁵⁵							
沈	澄	深	侵B	開	三	平	知	c	im	2		tsʰim²²	同『沉』。						
沈	書	深	侵A	開	三	上	章	s	em	5(6)		sɛm⁵⁵	沈姓						
瀋	昌	深	侵A	開	三	上	章	s	em	5(6)		sɛm⁵⁵	瀋陽						
慎	常	臻	真A	開	三	去	章	s	in	5(6)		sin¹¹							
滲	生	深	侵B	開	三	去	莊												
甚	常	深	侵A	開	三	上	章	s	em	5(6)		sɛm¹¹							
腎	常	臻	真A	開	三	上	章	s	un	5(6)		sun¹¹							
葚	船	深	侵A	開	三	上	章												
升	書	曾	蒸	開	三	平	章	s	ing	1(3)		sɪŋ³³							
昇	書	曾	蒸	開	三	平	章	s	ing	1(3)		sɪŋ³³							
牲	生	梗	庚	開	二	平	莊	s	aang	1(3)		saŋ³³							
生	生	梗	庚	開	二	平	莊	s	aang	1(3)		saŋ³³							
生	生	梗	庚	開	二	平	莊	s	aang	5(6)	低變調	saŋ¹¹	低變調，後生仔						
甥	生	梗	庚	開	二	平	莊	s	aang	1(3)		saŋ³³							
笙	生	梗	庚	開	二	平	莊	s	aang	1(3)		saŋ³³							
聲	書	梗	清A	開	三	平	章	s	ing	1(3)		sɪŋ³³	文讀						
聲	書	梗	清A	開	三	平	章	s	ieng	1(3)		siɛŋ³³	白讀						
繩	船	曾	蒸	開	三	平	章	s	ing	4		sɪŋ²²							
省	生	梗	庚	開	三	上	莊	s	aang	2		saŋ⁵⁵	廣東省						
省	心	梗	清A	開	三	上	精	lh	ing	2		ɬɪŋ⁵⁵	反省						
剩	船	曾	蒸	開	三	去	章	z	ing	5(6)		tsɪŋ¹¹							
勝	書	曾	蒸	開	三	平	章	s	ing	1(3)		sɪŋ³³	勝任						
勝	書	曾	蒸	開	三	去	章	s	ing	1(3)		sɪŋ³³	勝利						
盛	常	梗	清A	開	三	平	章												
盛	常	梗	清A	開	三	去	章	s	ing	5(6)		sɪŋ¹¹	旺盛						
聖	書	梗	清A	開	三	去	章	s	ing	1(3)		sɪŋ³³							
失	書	臻	真A	開	三	入	章	s	it	7		sit⁵							
屍	書	止	脂A	開	三	平	章	s	i	1(3)		si³³							
師	生	止	脂B	開	三	平	莊	lh	i	1(3)		ɬi³³							
施	書	止	支A	開	三	平	章	s	i	1(3)		si³³							
溼	書	深	侵A	開	三	入	章	s	ep	7		sɛp⁵							
溼	書	深	侵A	開	三	入	章	s	iek	8		siɛk³	訓讀，詞源不明。						
濕	書	深	侵A	開	三	入	章	s	ep	7		sɛp⁵							
濕	書	深	侵A	開	三	入	章	s	iek	8		siɛk³	訓讀，詞源不明。						
獅	生	止	脂B	開	三	平	莊	lh	i	1(3)		ɬi³³							
蝨	生	臻	臻	開	三	入	莊	s	et	7		sɛt⁵							
詩	書	止	之	開	三	平	章	s	i	1(3)		si³³							
什								s	em	5(6)		sɛm¹¹	什麼						
什	常	深	侵A	開	三	入	章	d	aap	9		tap¹	什錦						
十	常	深	侵A	開	三	入	章	s	ip	9		sip¹							
實	船	臻	真A	開	三	入	章	s	it	9		sit¹							
拾	常	深	侵A	開	三	入	章	s	ip	9		sip¹							
時	常	止	之	開	三	平	章	s	i	4		si²²							
石	常	梗	清A	開	三	入	章	s	iek	9		siɛk¹							
蝕	船	曾	蒸	開	三	入	章	s	ik	9		sɪk¹							
食	以	止	之	開	三	去	以	s	ik	9		sɪk¹							
使	生	止	之	開	三	去	莊	lh	i	2		ɬi⁵⁵	使者						
使	生	止	之	開	三	上	莊	s	uoi	2		suɔi⁵⁵	使用						
史	生	止	之	開	三	上	莊	lh	i	2		ɬi⁵⁵							
始	書	止	之	開	三	上	章	c	i	2		tsʰi⁵⁵							
屎	曉	止	脂A	開	三	平	影	s	i	2		si⁵⁵							
矢	書	止	脂A	開	三	上	章	s	i	2		si⁵⁵							
駛	生	止	之	開	三	上	莊	s	uoi	2		suɔi⁵⁵							
世	書	蟹	祭A	開	三	去	章	s	aai	1(3)		sai³³							
事	莊	止	之	開	三	去	莊	lh	i	5(6)		ɬi¹¹							
仕	崇	止	之	開	三	上	莊	lh	i	5(6)		ɬi¹¹							
侍	常	止	之	開	三	去	章	s	i	5(6)		si¹¹							
勢	書	蟹	祭A	開	三	去	章	s	aai	1(3)		sai³³							
士	崇	止	之	開	三	上	莊	lh	i	5(6)		ɬi¹¹							
室	書	臻	真A	開	三	入	章	s	it	7		sit⁵							
市	常	止	之	開	三	上	章	s	i	5(6)		si¹¹							
式	書	曾	蒸	開	三	入	章	s	ik	7		sɪk⁵							
恃	常	止	之	開	三	上	章	s	i	1(3)		si¹¹							
是	常	止	支A	開	三	上	章	s	i	5(6)		si¹¹							
柿	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	lh	i	5(6)		ɬi¹¹	柿子曰ɬi¹¹ tuɔt⁵						
氏	常	止	支A	開	三	上	章	s	i	5(6)		si¹¹	姓氏						
氏	章	止	支A	開	三	平	章												
示	羣	止	支A	開	三	平	見	s	i	5(6)		si¹¹							
舐	船	止	支A	開	三	上	章	s	aai	5(6)		sai¹¹							
視	常	止	脂A	開	三	上	章	s	i	5(6)		si¹¹							
試	書	止	之	開	三	去	章	s	i	1(3)		si³³							
誓	常	蟹	祭A	開	三	去	章	s	aai	5(6)		sai¹¹							
識	書	曾	蒸	開	三	入	章	s	ik	7		sɪk⁵	認識						
識	章	止	之	開	三	去	章	z	i	1(3)		tsi³³	通『志』。						
逝	常	蟹	祭A	開	三	去	章	s	aai	5(6)		sai¹¹							
適	書	梗	清A	開	三	入	章	s	ik	7		sɪk⁵							
釋	書	梗	清A	開	三	入	章	s	ik	7		sɪk⁵							
飾	書	曾	蒸	開	三	入	章	s	ik	7		sɪk⁵							
收	書	流	尤	開	三	平	章	s	iu	1(3)		siu³³							
守	書	流	尤	開	三	上	章	s	iu	2		siu⁵⁵							
守	書	流	尤	開	三	去	章												
手	書	流	尤	開	三	上	章	s	iu	2		siu⁵⁵							
首	書	流	尤	開	三	上	章	s	iu	2		siu⁵⁵							
受	常	流	尤	開	三	上	章	s	iu	5(6)		siu¹¹							
售	常	流	尤	開	三	去	章	s	iu	4	陽平	siu²²							
壽	常	流	尤	開	三	上	章	s	iu	5(6)		siu¹¹							
授	常	流	尤	開	三	去	章	s	iu	5(6)		siu¹¹							
狩	書	流	尤	開	三	去	章	s	iu	1(3)	陰平（陰去）	siu³³							
獸	書	流	尤	開	三	去	章	c	iu	1(3)		tsiu³³							
瘦	生	流	尤	開	三	去	莊	s	aau	1(3)		sau³³							
叔	書	通	東	開	三	入	章	s	uk	7		sʊk⁵							
抒	邪	遇	魚	開	三	上	精	s	i	1(3)		si³³							
書	書	遇	魚	開	三	平	章	s	i	1(3)		si³³							
梳	生	遇	魚	開	三	平	莊	s	uo	1(3)		suɔ³³							
樞	昌	遇	虞	合	三	平	章	s	i	1(3)		si³³							
殊	常	遇	虞	合	三	平	章	s	i	4		si²²							
疏	生	遇	魚	開	三	平	莊	s	uo	1(3)		suɔ³³	疏通						
疏	生	遇	魚	開	三	去	莊	s	uo	1(3)		suɔ³³	註疏						
紓	書	遇	魚	開	三	平	章	s	i	1(3)		si³³							
舒	書	遇	魚	開	三	平	章	s	i	1(3)		si³³							
蔬	生	遇	魚	開	三	平	莊	s	uo	1(3)		suɔ³³							
輸	書	遇	虞	合	三	平	章	s	i	1(3)		si³³							
熟	常	通	東	開	三	入	章	s	uk	9		sʊk¹							
贖	船	通	鍾	開	三	入	章	s	uk	9		sʊk¹	贖回						
贖								d	uk	9		tʊk¹	找錢曰贖						
屬	常	通	鍾	開	三	入	章	s	uk	9		sʊk¹	屬於						
屬	章	通	鍾	開	三	入	章						屬文						
暑	書	遇	魚	開	三	上	章	s	i	2		si⁵⁵							
曙	常	遇	魚	開	三	去	章												
署	常	遇	魚	開	三	去	章												
薯	常	遇	魚	開	三	去	章	s	i	4		si²²							
蜀	常	通	鍾	開	三	入	章	s	uk	9		sʊk¹							
鼠	書	遇	魚	開	三	上	章	s	i	2		si⁵⁵							
墅	常	遇	魚	開	三	上	章	lh	ui	5(6)		ɬui¹¹							
數	生	江	江	開	二	入	莊						數見不鮮						
數	生	遇	虞	合	三	去	莊	s	u	1(3)		su³³	名詞						
數	生	遇	虞	合	三	上	莊	s	u	2		su⁵⁵	動詞						
束	書	通	鍾	開	三	入	章	c	uk	7		tsʰʊk⁵							
樹	常	遇	虞	合	三	上	章	s	i	5(6)		si¹¹							
術	船	臻	真A	合	三	入	章	s	ut	9		sut¹							
豎	常	遇	虞	合	三	上	章	s	i	5(6)		si¹¹							
述	船	臻	真A	合	三	入	章	s	ut	9		sut¹							
刷	生	山	刪	合	二	入	莊	s	aat	8		sat³							
刷								c	aat	8		tsat³	又讀。						
刷								s	aat	9	低變調	sat¹	低變調，名詞。						
刷								c	aat	9	低變調	tsat¹	低變調，名詞，又讀。						
耍	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s	aa	2		sa⁵⁵							
衰	生	止	脂B	合	三	平	莊	s	ui	1(3)		sui³³							
帥	生	止	脂B	合	三	去	莊	s	ui	1(3)		sui³³							
拴	清	山	仙A	合	三	平	精	s	aan	1(3)		san³³							
雙	生	江	江	開	二	平	莊	s	ong	1(3)		sɔŋ³³							
霜	生	宕	陽	開	三	平	莊	s	ong	1(3)		sɔŋ³³							
爽	生	宕	陽	開	三	上	莊	s	ong	1(3)		sɔŋ⁵⁵							
誰	常	止	脂A	合	三	平	章	s	ui	4		sui²²							
水	書	止	脂A	合	三	上	章	s	ui	2		sui⁵⁵							
睡	常	止	支A	合	三	去	章	s	ui	5(6)		sui¹¹							
稅	書	蟹	祭A	合	三	去	章	s	ui	1(3)		sui³³							
