fanti	jianti	pinyin2	pinyin	ipa	beizhu
秉	秉	bang	bang3	pɐŋ³⁵	
炳	炳	bang	bang3	pɐŋ³⁵	
殯	殡	bang	bang5	pɐŋ³³	
鬢	鬓	bang	bang5	pɐŋ³³	
笨	笨	bang	bang6	pɐŋ²²	
並	并	bang	bang6	pɐŋ²²	
平	平	pang	pang2	pʰɐŋ⁴⁴	
貧	贫	pang	pang2	pʰɐŋ⁴⁴	
頻	频	pang	pang2	pʰɐŋ⁴⁴	
憑	凭	pang	pang2	pʰɐŋ⁴⁴	
坪	坪	pang	pang2	pʰɐŋ⁴⁴	
評	评	pang	pang2	pʰɐŋ⁴⁴	
瓶	瓶	pang	pang2	pʰɐŋ⁴⁴	
屏	屏	pang	pang2	pʰɐŋ⁴⁴	
品	品	pang	pang3	pʰɐŋ³⁵	
拼	拼	pang	pang5	pʰɐŋ³³	
噴	喷	pang	pang5	pʰɐŋ³³	
併	并	pang	pang5	pʰɐŋ³³	
合	合	pang	pang5	pʰɐŋ³³	~聘。
蚊	蚊	mang	mang1h	mɐŋ⁵⁵	
民	民	mang	mang2	mɐŋ⁴⁴	
文	文	mang	mang2	mɐŋ⁴⁴	
紋	纹	mang	mang2	mɐŋ⁴⁴	
聞	闻	mang	mang2	mɐŋ⁴⁴	
萌	萌	mang	mang2	mɐŋ⁴⁴	
鳴	鸣	mang	mang2	mɐŋ⁴⁴	
明	明	mang	mang2	mɐŋ⁴⁴	
盟	盟	mang	mang2	mɐŋ⁴⁴	
閩	闽	mang	mang4	mɐŋ¹³	
敏	敏	mang	mang4	mɐŋ¹³	
抿	抿	mang	mang4	mɐŋ¹³	
吻	吻	mang	mang4	mɐŋ¹³	
刎	刎	mang	mang4	mɐŋ¹³	
皿	皿	mang	mang4	mɐŋ¹³	
銘	铭	mang	mang4	mɐŋ¹³	
問	问	mang	mang6	mɐŋ²²	
昏	昏	fang	fang1	fɐŋ²⁴	
婚	婚	fang	fang1	fɐŋ²⁴	
分	分	fang	fang1	fɐŋ²⁴	
芬	芬	fang	fang1	fɐŋ²⁴	
紛	纷	fang	fang1	fɐŋ²⁴	
熏	熏	fang	fang1	fɐŋ²⁴	
勳	勋	fang	fang1	fɐŋ²⁴	
薰	薰	fang	fang1	fɐŋ²⁴	
粉	粉	fang	fang3	fɐŋ³⁵	
糞	粪	fang	fang5	fɐŋ³³	
訓	训	fang	fang5	fɐŋ³³	
瞓	瞓	fang	fang5	fɐŋ³³	~觉：睡觉。
焚	焚	fang	fang2	fɐŋ⁴⁴	
墳	坟	fang	fang2	fɐŋ⁴⁴	
奮	奋	fang	fang4	fɐŋ¹³	
憤	愤	fang	fang4	fɐŋ¹³	
忿	忿	fang	fang6	fɐŋ²²	
份	份	fang	fang6	fɐŋ²²	
敦	敦	dang	dang1	tɐŋ²⁴	
墩	墩	dang	dang1	tɐŋ²⁴	
登	登	dang	dang1	tɐŋ²⁴	
燈	灯	dang	dang1	tɐŋ²⁴	
丁	丁	dang	dang1	tɐŋ²⁴	
汀	汀	dang	dang1	tɐŋ²⁴	
蹲	蹲	dang	dang1h	tɐŋ⁵⁵	
瞪	瞪	dang	dang1h	tɐŋ⁵⁵	
釘	钉	dang	dang1h	tɐŋ⁵⁵	
等	等	dang	dang3	tɐŋ³⁵	
頂	顶	dang	dang3	tɐŋ³⁵	文读。
鼎	鼎	dang	dang3	tɐŋ³⁵	
頓	顿	dang	dang5	tɐŋ³³	
扽	扽	dang	dang5	tɐŋ³³	
凳	凳	dang	dang5	tɐŋ³³	
訂	订	dang	dang5	tɐŋ³³	
沌	沌	dang	dang6	tɐŋ²²	
鈍	钝	dang	dang6	tɐŋ²²	
遁	遁	dang	dang6	tɐŋ²²	
鄧	邓	dang	dang6	tɐŋ²²	
綻	绽	dang	dang6	tɐŋ²²	
定	定	dang	dang6	tɐŋ²²	
吞	吞	tang	tang1	tʰɐŋ²⁴	
飩	饨	tang	tang1h	tʰɐŋ⁵⁵	
褪	褪	tang	tang5	tʰɐŋ³³	
騰	腾	tang	tang2	tʰɐŋ⁴⁴	
眷	眷	tang	tang2	tʰɐŋ⁴⁴	
藤	藤	tang	tang2	tʰɐŋ⁴⁴	
滕	滕	tang	tang2	tʰɐŋ⁴⁴	
亭	亭	tang	tang2	tʰɐŋ⁴⁴	
停	停	tang	tang2	tʰɐŋ⁴⁴	
廷	廷	tang	tang2	tʰɐŋ⁴⁴	
庭	庭	tang	tang2	tʰɐŋ⁴⁴	
霆	霆	tang	tang2	tʰɐŋ⁴⁴	
盾	盾	tang	tang4	tʰɐŋ¹³	
挺	挺	tang	tang4	tʰɐŋ¹³	
拎	拎	nang	nang1h	nɐŋ⁵⁵	
能	能	nang	nang2	nɐŋ⁴⁴	
諗	谂	nang	nang3	nɐŋ³⁵	
靈	灵	lang	lang2	lɐŋ⁴⁴	文读。
鄰	邻	lang	lang2	lɐŋ⁴⁴	
鱗	鳞	lang	lang2	lɐŋ⁴⁴	
磷	磷	lang	lang2	lɐŋ⁴⁴	
論	论	lang	lang2	lɐŋ⁴⁴	~语。
侖	仑	lang	lang2	lɐŋ⁴⁴	
倫	伦	lang	lang2	lɐŋ⁴⁴	
淪	沦	lang	lang2	lɐŋ⁴⁴	
輪	轮	lang	lang2	lɐŋ⁴⁴	
陵	陵	lang	lang2	lɐŋ⁴⁴	
淩	凌	lang	lang2	lɐŋ⁴⁴	
菱	菱	lang	lang2	lɐŋ⁴⁴	
寧	宁	lang	lang2	lɐŋ⁴⁴	安~。
零	零	lang	lang2	lɐŋ⁴⁴	文读。
鈴	铃	lang	lang2	lɐŋ⁴⁴	
伶	伶	lang	lang2	lɐŋ⁴⁴	
領	领	lang	lang4	lɐŋ¹³	文读。
吝	吝	lang	lang6	lɐŋ²²	
論	论	lang	lang6	lɐŋ²²	讨~。
令	令	lang	lang6	lɐŋ²²	
甯	宁	lang	lang6	lɐŋ²²	~可。
另	另	lang	lang6	lɐŋ²²	
針	针	zang	zang1	tsɐŋ²⁴	
津	津	zang	zang1	tsɐŋ²⁴	
珍	珍	zang	zang1	tsɐŋ²⁴	
秦	秦	zang	zang1	tsɐŋ²⁴	
真	真	zang	zang1	tsɐŋ²⁴	
嗔	嗔	zang	zang1	tsɐŋ²⁴	
曾	曾	zang	zang1	tsɐŋ²⁴	
姓	姓	zang	zang1	tsɐŋ²⁴	
增	增	zang	zang1	tsɐŋ²⁴	
憎	憎	zang	zang1	tsɐŋ²⁴	
僧	僧	zang	zang1	tsɐŋ²⁴	
征	征	zang	zang1	tsɐŋ²⁴	
徵	征	zang	zang1	tsɐŋ²⁴	
蒸	蒸	zang	zang1	tsɐŋ²⁴	
睜	睁	zang	zang1	tsɐŋ²⁴	
精	精	zang	zang1	tsɐŋ²⁴	
晶	晶	zang	zang1	tsɐŋ²⁴	
睛	睛	zang	zang1	tsɐŋ²⁴	
貞	贞	zang	zang1	tsɐŋ²⁴	
偵	侦	zang	zang1	tsɐŋ²⁴	
臻	臻	zang	zang1h	tsɐŋ⁵⁵	
正	正	zang	zang1h	tsɐŋ⁵⁵	~月。
枕	枕	zang	zang3	tsɐŋ³⁵	
准	准	zang	zang3	tsɐŋ³⁵	
整	整	zang	zang3	tsɐŋ³⁵	
進	进	zang	zang5	tsɐŋ³³	
晉	晋	zang	zang5	tsɐŋ³³	
鎮	镇	zang	zang5	tsɐŋ³³	
振	振	zang	zang5	tsɐŋ³³	
震	震	zang	zang5	tsɐŋ³³	
俊	俊	zang	zang5	tsɐŋ³³	
證	证	zang	zang5	tsɐŋ³³	
症	症	zang	zang5	tsɐŋ³³	
正	正	zang	zang5	tsɐŋ³³	~邪。
政	政	zang	zang5	tsɐŋ³³	
盡	尽	zang	zang6	tsɐŋ²²	
陣	阵	zang	zang6	tsɐŋ²²	
贈	赠	zang	zang6	tsɐŋ²²	
靜	静	zang	zang6	tsɐŋ²²	
靖	靖	zang	zang6	tsɐŋ²²	
淨	净	zang	zang6	tsɐŋ²²	
侵	侵	cang	cang1	tsʰɐŋ²⁴	
親	亲	cang	cang1	tsʰɐŋ²⁴	~近。
春	春	cang	cang1	tsʰɐŋ²⁴	
稱	称	cang	cang1	tsʰɐŋ²⁴	~呼。
清	清	cang	cang1	tsʰɐŋ²⁴	
蜻	蜻	cang	cang1	tsʰɐŋ²⁴	
寢	寝	cang	cang3	tsʰɐŋ³⁵	
診	诊	cang	cang3	tsʰɐŋ³⁵	
疹	疹	cang	cang3	tsʰɐŋ³⁵	
蠢	蠢	cang	cang3	tsʰɐŋ³⁵	
拯	拯	cang	cang3	tsʰɐŋ³⁵	
請	请	cang	cang3	tsʰɐŋ³⁵	
逞	逞	cang	cang3	tsʰɐŋ³⁵	
親	亲	cang	cang5	tsʰɐŋ³³	~家。
趁	趁	cang	cang5	tsʰɐŋ³³	
襯	衬	cang	cang5	tsʰɐŋ³³	
蹭	蹭	cang	cang5	tsʰɐŋ³³	
秤	秤	cang	cang5	tsʰɐŋ³³	
稱	称	cang	cang5	tsʰɐŋ³³	相~。
秦	秦	cang	cang2	tsʰɐŋ⁴⁴	
陳	陈	cang	cang2	tsʰɐŋ⁴⁴	
塵	尘	cang	cang2	tsʰɐŋ⁴⁴	
循	循	cang	cang2	tsʰɐŋ⁴⁴	
巡	巡	cang	cang2	tsʰɐŋ⁴⁴	
澄	澄	cang	cang2	tsʰɐŋ⁴⁴	
曾	曾	cang	cang2	tsʰɐŋ⁴⁴	~经。
層	层	cang	cang2	tsʰɐŋ⁴⁴	
懲	惩	cang	cang2	tsʰɐŋ⁴⁴	
情	情	cang	cang2	tsʰɐŋ⁴⁴	
晴	晴	cang	cang2	tsʰɐŋ⁴⁴	
呈	呈	cang	cang2	tsʰɐŋ⁴⁴	
程	程	cang	cang2	tsʰɐŋ⁴⁴	
心	心	sang	sang1	sɐŋ²⁴	
森	森	sang	sang1	sɐŋ²⁴	
蔘	蔘	sang	sang1	sɐŋ²⁴	人~。
深	深	sang	sang1	sɐŋ²⁴	
辛	辛	sang	sang1	sɐŋ²⁴	
新	新	sang	sang1	sɐŋ²⁴	
薪	薪	sang	sang1	sɐŋ²⁴	
身	身	sang	sang1	sɐŋ²⁴	
申	申	sang	sang1	sɐŋ²⁴	
伸	伸	sang	sang1	sɐŋ²⁴	
升	升	sang	sang1	sɐŋ²⁴	
星	星	sang	sang1	sɐŋ²⁴	文读。
猩	猩	sang	sang1	sɐŋ²⁴	
殉	殉	sang	sang1h	sɐŋ⁵⁵	
徇	徇	sang	sang1h	sɐŋ⁵⁵	
沈	沈	sang	sang3	sɐŋ³⁵	
審	审	sang	sang3	sɐŋ³⁵	
嬸	婶	sang	sang3	sɐŋ³⁵	
筍	笋	sang	sang3	sɐŋ³⁵	
榫	榫	sang	sang3	sɐŋ³⁵	
城	城	sang	sang3	sɐŋ³⁵	白读。
醒	醒	sang	sang3	sɐŋ³⁵	白读。
信	信	sang	sang5	sɐŋ³³	
訊	讯	sang	sang5	sɐŋ³³	
汛	汛	sang	sang5	sɐŋ³³	
遜	逊	sang	sang5	sɐŋ³³	
迅	迅	sang	sang5	sɐŋ³³	
舜	舜	sang	sang5	sɐŋ³³	
瞬	瞬	sang	sang5	sɐŋ³³	
塍	塍	sang	sang5	sɐŋ³³	
勝	胜	sang	sang5	sɐŋ³³	
性	性	sang	sang5	sɐŋ³³	
聖	圣	sang	sang2	sɐŋ⁴⁴	
岑	岑	sang	sang2	sɐŋ⁴⁴	
神	神	sang	sang2	sɐŋ⁴⁴	
娠	娠	sang	sang2	sɐŋ⁴⁴	
辰	辰	sang	sang2	sɐŋ⁴⁴	
晨	晨	sang	sang2	sɐŋ⁴⁴	
臣	臣	sang	sang2	sɐŋ⁴⁴	
旬	旬	sang	sang2	sɐŋ⁴⁴	
唇	唇	sang	sang2	sɐŋ⁴⁴	
純	纯	sang	sang2	sɐŋ⁴⁴	
蓴	莼	sang	sang2	sɐŋ⁴⁴	
醇	醇	sang	sang2	sɐŋ⁴⁴	
乘	乘	sang	sang2	sɐŋ⁴⁴	
繩	绳	sang	sang2	sɐŋ⁴⁴	
承	承	sang	sang2	sɐŋ⁴⁴	
丞	丞	sang	sang2	sɐŋ⁴⁴	
成	成	sang	sang2	sɐŋ⁴⁴	
誠	诚	sang	sang2	sɐŋ⁴⁴	
甚	甚	sang	sang6	sɐŋ²²	
腎	肾	sang	sang6	sɐŋ²²	
慎	慎	sang	sang6	sɐŋ²²	
順	顺	sang	sang6	sɐŋ²²	
剩	剩	sang	sang6	sɐŋ²²	
盛	盛	sang	sang6	sɐŋ²²	
今	今	gang	gang1	kɐŋ²⁴	
金	金	gang	gang1	kɐŋ²⁴	
跟	跟	gang	gang1	kɐŋ²⁴	
根	根	gang	gang1	kɐŋ²⁴	
巾	巾	gang	gang1	kɐŋ²⁴	
斤	斤	gang	gang1	kɐŋ²⁴	
筋	筋	gang	gang1	kɐŋ²⁴	
軍	军	gang	gang1	kɐŋ²⁴	
京	京	gang	gang1	kɐŋ²⁴	
荊	荆	gang	gang1	kɐŋ²⁴	
經	经	gang	gang1	kɐŋ²⁴	
君	君	gang	gang1	kɐŋ²⁴	又，灶～公：灶王爷。
錦	锦	gang	gang3	kɐŋ³⁵	
緊	紧	gang	gang3	kɐŋ³⁵	
僅	仅	gang	gang3	kɐŋ³⁵	
謹	谨	gang	gang3	kɐŋ³⁵	
耿	耿	gang	gang3	kɐŋ³⁵	
境	境	gang	gang3	kɐŋ³⁵	
景	景	gang	gang3	kɐŋ³⁵	
警	警	gang	gang3	kɐŋ³⁵	
竟	竟	gang	gang3	kɐŋ³⁵	
滾	滚	gang	gang3	kɐŋ³⁵	白读。
禁	禁	gang	gang5	kɐŋ³³	~止。
更	更	gang	gang5	kɐŋ³³	~加。
莖	茎	gang	gang5	kɐŋ³³	
敬	敬	gang	gang5	kɐŋ³³	
競	竞	gang	gang5	kɐŋ³³	
徑	径	gang	gang5	kɐŋ³³	
勁	劲	gang	gang6	kɐŋ²²	
近	近	gang	gang6	kɐŋ²²	文读。
禁	禁	kang	kang1	kʰɐŋ²⁴	~用:耐用。
襟	襟	kang	kang1	kʰɐŋ²⁴	
傾	倾	kang	kang1	kʰɐŋ²⁴	
頃	顷	kang	kang1h	kʰɐŋ⁵⁵	
梗	梗	kang	kang3	kʰɐŋ³⁵	又。
勤	勤	kang	kang2	kʰɐŋ⁴⁴	
芹	芹	kang	kang2	kʰɐŋ⁴⁴	
擎	擎	kang	kang2	kʰɐŋ⁴⁴	
鯨	鲸	kang	kang2	kʰɐŋ⁴⁴	
瓊	琼	kang	kang2	kʰɐŋ⁴⁴	
群	群	kang	kang2	kʰɐŋ⁴⁴	白读。
裙	裙	kang	kang2	kʰɐŋ⁴⁴	白读。
近	近	kang	kang4	kʰɐŋ¹³	白读。
興	兴	hang	hang1	hɐŋ²⁴	~旺。
卿	卿	hang	hang1	hɐŋ²⁴	
馨	馨	hang	hang1	hɐŋ²⁴	
兄	兄	hang	hang1	hɐŋ²⁴	
亨	亨	hang	hang1h	hɐŋ⁵⁵	
坎	坎	hang	hang3	hɐŋ³⁵	
懇	恳	hang	hang3	hɐŋ³⁵	
墾	垦	hang	hang3	hɐŋ³⁵	
很	很	hang	hang3	hɐŋ³⁵	
肯	肯	hang	hang3	hɐŋ³⁵	
堪	堪	hang	hang5	hɐŋ³³	
興	兴	hang	hang5	hɐŋ³³	高~。
慶	庆	hang	hang5	hɐŋ³³	
痕	痕	hang	hang2	hɐŋ⁴⁴	
衡	衡	hang	hang2	hɐŋ⁴⁴	
撼	撼	hang	hang6	hɐŋ²²	
恨	恨	hang	hang6	hɐŋ²²	
杏	杏	hang	hang6	hɐŋ²²	
幸	幸	hang	hang6	hɐŋ²²	
銀	银	ngang	ngang2	ŋɐŋ⁴⁴	
腿	腿	ngang	ngang2	ŋɐŋ⁴⁴	
韌	韧	ngang	ngang6	ŋɐŋ²²	白读。
轟	轰	gwang	gwang1	kʷɐŋ²⁴	
均	均	gwang	gwang1	kʷɐŋ²⁴	
鈞	钧	gwang	gwang1	kʷɐŋ²⁴	
君	君	gwang	gwang1	kʷɐŋ²⁴	
滾	滚	gwang	gwang3	kʷɐŋ³⁵	
炯	炯	gwang	gwang3	kʷɐŋ³⁵	
棍	棍	gwang	gwang5	kʷɐŋ³³	
郡	郡	gwang	gwang5	kʷɐŋ³³	
昆	昆	kwang	kwang1	kʷʰɐŋ²⁴	
坤 	坤 	kwang	kwang1	kʷʰɐŋ²⁴	
群	群	kwang	kwang2	kʷʰɐŋ⁴⁴	文读。
裙	裙	kwang	kwang2	kʷʰɐŋ⁴⁴	文读。
捆	捆	kwang	kwang3	kʷʰɐŋ³⁵	
菌	菌	kwang	kwang4	kʷʰɐŋ¹³	
困	困	kwang	kwang5	kʷʰɐŋ³³	
睏	困	kwang	kwang5	kʷʰɐŋ³³	
溫	温	wang	wang1	wɐŋ²⁴	
穩	稳	wang	wang3	wɐŋ³⁵	
魂	魂	wang	wang2	wɐŋ⁴⁴	
餛	馄	wang	wang2	wɐŋ⁴⁴	
渾	浑	wang	wang2	wɐŋ⁴⁴	
勻	匀	wang	wang2	wɐŋ⁴⁴	
雲	云	wang	wang2	wɐŋ⁴⁴	
云	云	wang	wang2	wɐŋ⁴⁴	
暈	晕	wang	wang2	wɐŋ⁴⁴	
弘	弘	wang	wang2	wɐŋ⁴⁴	
宏	宏	wang	wang2	wɐŋ⁴⁴	
榮	荣	wang	wang2	wɐŋ⁴⁴	
允	允	wang	wang4	wɐŋ¹³	
尹	尹	wang	wang4	wɐŋ¹³	
韻	韵	wang	wang4	wɐŋ¹³	
永	永	wang	wang4	wɐŋ¹³	
泳	泳	wang	wang4	wɐŋ¹³	
詠	咏	wang	wang4	wɐŋ¹³	
穎	颖	wang	wang4	wɐŋ¹³	
混	混	wang	wang6	wɐŋ²²	
運	运	wang	wang6	wɐŋ²²	
欽	钦	jang	jang1	jɐŋ²⁴	
音	音	jang	jang1	jɐŋ²⁴	
陰	阴	jang	jang1	jɐŋ²⁴	
殷	殷	jang	jang1	jɐŋ²⁴	
恩	恩	jang	jang1	jɐŋ²⁴	
因	因	jang	jang1	jɐŋ²⁴	
姻	姻	jang	jang1	jɐŋ²⁴	
茵	茵	jang	jang1	jɐŋ²⁴	
欣	欣	jang	jang1	jɐŋ²⁴	
應	应	jang	jang1	jɐŋ²⁴	~当。
鷹	鹰	jang	jang1	jɐŋ²⁴	
英	英	jang	jang1	jɐŋ²⁴	
嬰	婴	jang	jang1	jɐŋ²⁴	
纓 	缨 	jang	jang1	jɐŋ²⁴	
蠅	蝇	jang	jang1h	jɐŋ⁵⁵	
鸚	鹦	jang	jang1h	jɐŋ⁵⁵	
櫻	樱	jang	jang1h	jɐŋ⁵⁵	
飲	饮	jang	jang3	jɐŋ³⁵	
引	引	jang	jang3	jɐŋ³⁵	
隱	隐	jang	jang3	jɐŋ³⁵	
影	影	jang	jang3	jɐŋ³⁵	
映	映	jang	jang3	jɐŋ³⁵	
蔭	荫	jang	jang5	jɐŋ³³	
釁	衅	jang	jang5	jɐŋ³³	
印	印	jang	jang5	jɐŋ³³	
應	应	jang	jang5	jɐŋ³³	~对。
壬	壬	jang	jang2	jɐŋ⁴⁴	
淫	淫	jang	jang2	jɐŋ⁴⁴	
人	人	jang	jang2	jɐŋ⁴⁴	
仁	仁	jang	jang2	jɐŋ⁴⁴	
寅	寅	jang	jang2	jɐŋ⁴⁴	
仍	仍	jang	jang2	jɐŋ⁴⁴	
迎	迎	jang	jang2	jɐŋ⁴⁴	
盈	盈	jang	jang2	jɐŋ⁴⁴	
形	形	jang	jang2	jɐŋ⁴⁴	
營	营	jang	jang2	jɐŋ⁴⁴	
塋	茔	jang	jang2	jɐŋ⁴⁴	
螢	萤	jang	jang2	jɐŋ⁴⁴	
型	型	jang	jang2	jɐŋ⁴⁴	
刑	刑	jang	jang2	jɐŋ⁴⁴	
邢	邢	jang	jang2	jɐŋ⁴⁴	
忍	忍	jang	jang4	jɐŋ¹³	
癮	瘾	jang	jang4	jɐŋ¹³	
賃	赁	jang	jang6	jɐŋ²²	
紉	纫	jang	jang6	jɐŋ²²	
刃	刃	jang	jang6	jɐŋ²²	
認	认	jang	jang6	jɐŋ²²	
韌	韧	jang	jang6	jɐŋ²²	文读。
潤	润	jang	jang6	jɐŋ²²	
閏	闰	jang	jang6	jɐŋ²²	
孕	孕	jang	jang6	jɐŋ²²	
揞	揞	ang	ang3	ɐŋ³⁵	手覆。
鞭	鞭	bing	bing1	pɪŋ²⁴	
邊	边	bing	bing1	pɪŋ²⁴	
辮	辫	bing	bing1h	pɪŋ⁵⁵	
貶	贬	bing	bing3	pɪŋ³⁵	
扁	扁	bing	bing3	pɪŋ³⁵	
匾	匾	bing	bing3	pɪŋ³⁵	
變	变	bing	bing5	pɪŋ³³	
辨	辨	bing	bing6	pɪŋ²²	
辯	辩	bing	bing6	pɪŋ²²	
便	便	bing	bing6	pɪŋ²²	方~。
編	编	ping	ping1	pʰɪŋ²⁴	
篇	篇	ping	ping1	pʰɪŋ²⁴	
偏	偏	ping	ping1	pʰɪŋ²⁴	
翩	翩	ping	ping1	pʰɪŋ²⁴	
蝙	蝙	ping	ping1	pʰɪŋ²⁴	
騙	骗	ping	ping5	pʰɪŋ³³	
遍	遍	ping	ping5	pʰɪŋ³³	
便	便	ping	ping2	pʰɪŋ⁴⁴	~宜。
綿	绵	ming	ming2	mɪŋ⁴⁴	
棉	棉	ming	ming2	mɪŋ⁴⁴	
眠	眠	ming	ming2	mɪŋ⁴⁴	
免	免	ming	ming4	mɪŋ¹³	
勉	勉	ming	ming4	mɪŋ¹³	
娩	娩	ming	ming4	mɪŋ¹³	
緬	缅	ming	ming4	mɪŋ¹³	
面	面	ming	ming6	mɪŋ²²	
麵	面	ming	ming6	mɪŋ²²	
臉	脸	ming	ming6	mɪŋ²²	以“面”训“脸”。
顛	颠	ding	ding1	tɪŋ²⁴	
癲	癫	ding	ding1	tɪŋ²⁴	
甸	甸	ding	ding1h	tɪŋ⁵⁵	
點	点	ding	ding3	tɪŋ³⁵	
典	典	ding	ding3	tɪŋ³⁵	
腆	腆	ding	ding3	tɪŋ³⁵	
掂	掂	ding	ding6	tɪŋ²²	搞~：完成。
店	店	ding	ding6	tɪŋ²²	
電	电	ding	ding6	tɪŋ²²	
殿	殿	ding	ding6	tɪŋ²²	
奠	奠	ding	ding6	tɪŋ²²	
佃	佃	ding	ding6	tɪŋ²²	
墊	垫	ding	ding6	tɪŋ²²	
添	添	ting	ting1	tʰɪŋ²⁴	
天	天	ting	ting1	tʰɪŋ²⁴	
舔	舔	ting	ting3	tʰɪŋ³⁵	
甜	甜	ting	ting2	tʰɪŋ⁴⁴	
田	田	ting	ting2	tʰɪŋ⁴⁴	
填	填	ting	ting2	tʰɪŋ⁴⁴	
黏	黏	ning	ning1h	nɪŋ⁵⁵	
站	站	ning	ning1h	nɪŋ⁵⁵	
年	年	ning	ning2	nɪŋ⁴⁴	
撚	捻	ning	ning4	nɪŋ¹³	
念	念	ning	ning6	nɪŋ²²	
廉	廉	ling	ling2	lɪŋ⁴⁴	
鐮	镰	ling	ling2	lɪŋ⁴⁴	
簾	帘	ling	ling2	lɪŋ⁴⁴	
帘	帘	ling	ling2	lɪŋ⁴⁴	
連	连	ling	ling2	lɪŋ⁴⁴	
憐	怜	ling	ling2	lɪŋ⁴⁴	
蓮	莲	ling	ling2	lɪŋ⁴⁴	
斂	敛	ling	ling4	lɪŋ¹³	
驗	验	ling	ling4	lɪŋ¹³	
練	练	ling	ling6	lɪŋ²²	
煉	炼	ling	ling6	lɪŋ²²	
棟	栋	ling	ling6	lɪŋ²²	
尖	尖	zing	zing1	tsɪŋ²⁴	
沾	沾	zing	zing1	tsɪŋ²⁴	
粘	粘	zing	zing1	tsɪŋ²⁴	
瞻	瞻	zing	zing1	tsɪŋ²⁴	
占	占	zing	zing1	tsɪŋ²⁴	
煎	煎	zing	zing1	tsɪŋ²⁴	
氈	毡	zing	zing1	tsɪŋ²⁴	
毯	毯	zing	zing1	tsɪŋ²⁴	以“毡”训“毯”。
箋	笺	zing	zing1h	tsɪŋ⁵⁵	
蘸	蘸	zing	zing3	tsɪŋ³⁵	
碾	碾	zing	zing3	tsɪŋ³⁵	
剪	剪	zing	zing3	tsɪŋ³⁵	
展	展	zing	zing3	tsɪŋ³⁵	
輾	辗	zing	zing3	tsɪŋ³⁵	
佔	占	zing	zing5	tsɪŋ³³	
箭	箭	zing	zing5	tsɪŋ³³	
濺	溅	zing	zing5	tsɪŋ³³	
戰	战	zing	zing5	tsɪŋ³³	
顫	颤	zing	zing5	tsɪŋ³³	
薦	荐	zing	zing5	tsɪŋ³³	
漸	渐	zing	zing6	tsɪŋ²²	
賤	贱	zing	zing6	tsɪŋ²²	
踐	践	zing	zing6	tsɪŋ²²	
殲	歼	cing	cing1	tsʰɪŋ²⁴	
籤	签	cing	cing1	tsʰɪŋ²⁴	牙~。
遷	迁	cing	cing1	tsʰɪŋ²⁴	
千	千	cing	cing1	tsʰɪŋ²⁴	
簽	签	cing	cing1h	tsʰɪŋ⁵⁵	~名。
淺	浅	cing	cing3	tsʰɪŋ³⁵	
潛	潜	cing	cing2	tsʰɪŋ⁴⁴	
錢	钱	cing	cing2	tsʰɪŋ⁴⁴	
纏	缠	cing	cing2	tsʰɪŋ⁴⁴	
前	前	cing	cing2	tsʰɪŋ⁴⁴	
踐	践	cing	cing4	tsʰɪŋ¹³	
仙	仙	sing	sing1	sɪŋ²⁴	
鮮	鲜	sing	sing1	sɪŋ²⁴	新~。
先	先	sing	sing1	sɪŋ²⁴	
陝	陕	sing	sing3	sɪŋ³⁵	
閃	闪	sing	sing3	sɪŋ³⁵	
鮮	鲜	sing	sing3	sɪŋ³⁵	~少。
癬	癣	sing	sing3	sɪŋ³⁵	
冼	冼	sing	sing3	sɪŋ³⁵	
線	线	sing	sing5	sɪŋ³³	
煽	煽	sing	sing5	sɪŋ³³	
扇	扇	sing	sing5	sɪŋ³³	
蟾	蟾	sing	sing2	sɪŋ⁴⁴	
簷	檐	sing	sing2	sɪŋ⁴⁴	
蟬	蝉	sing	sing2	sɪŋ⁴⁴	
禪	禅	sing	sing2	sɪŋ⁴⁴	~宗。
羨	羡	sing	sing6	sɪŋ²²	
善	善	sing	sing6	sɪŋ²²	
膳	膳	sing	sing6	sɪŋ²²	
單	单	sing	sing6	sɪŋ²²	
姓	姓	sing	sing6	sɪŋ²²	
禪	禅	sing	sing6	sɪŋ²²	~让。
擅	擅	sing	sing6	sɪŋ²²	
兼	兼	ging	ging1	kɪŋ²⁴	
肩	肩	ging	ging1	kɪŋ²⁴	
堅	坚	ging	ging1	kɪŋ²⁴	
撿	捡	ging	ging3	kɪŋ³⁵	
檢	检	ging	ging3	kɪŋ³⁵	
劍	剑	ging	ging5	kɪŋ³³	
建	建	ging	ging5	kɪŋ³³	
見	见	ging	ging5	kɪŋ³³	
儉	俭	ging	ging6	kɪŋ²²	
件	件	ging	ging6	kɪŋ²²	
鍵	键	ging	ging6	kɪŋ²²	
健	健	ging	ging6	kɪŋ²²	
鉗	钳	king	king2	kʰɪŋ⁴⁴	
虔	虔	king	king2	kʰɪŋ⁴⁴	
謙	谦	hing	hing1	hɪŋ²⁴	
軒	轩	hing	hing1	hɪŋ²⁴	
牽	牵	hing	hing1	hɪŋ²⁴	
掀	掀	hing	hing1h	hɪŋ⁵⁵	
險	险	hing	hing3	hɪŋ³⁵	
歉	歉	hing	hing5	hɪŋ³³	
憲	宪	hing	hing5	hɪŋ³³	
獻	献	hing	hing5	hɪŋ³³	
欠	欠	hing	hing5	hɪŋ³³	
莧	苋	hing	hing6	hɪŋ²²	
閹	阉	jing	jing1	jɪŋ²⁴	
