字表	聲母	韻母	聲調		序號
芊	tsʰ	i	1		5155
迁	tsʰ	i	1		6386
釺	tsʰ	i	1		6601
釺	tsʰ	i	1		6743
牽	tɕʰ	i	1		3713
牽	tɕʰ	i	1		3716
签	tsʰ	i	1		4481
鉛	kʰ	ᴇ	1		6619
鉛	kʰ	ᴇ	1		6777
僉	tsʰ	i	1		236
僉	tsʰ	i	1		371
遷	tsʰ	i	1		6478
謙	tɕʰ	i	1		5866
謙	tɕʰ	i	1		6019
簽	tsʰ	i	1		4530
韆	tsʰ	i	1		7113
前	z	i	6		558
虔	dʑ	i	6		5462
掮	dʑ	i	6		2343
乾	k	ø	1		82
乾	dʑ	i	6		83
鉗	dʑ	i	6		6617
鉗	dʑ	i	6		6764
潛	z	i	6		3470
潛	z	i	6		3471
黔	dʑ	i	6		7643
錢	z	i	6	姓	6664
錢	z	i	6	姓	6763
錢-	d	i	6	銅~	6614
錢-	d	i	6	銅~	6771
淺	tsʰ	i	5		3270
淺	tsʰ	i	5		3350
遣	tɕʰ	i	5		6470
繾	tɕʰ	i	5		4720
繾	tɕʰ	i	5		4838
譴	tɕʰ	i	5		5893
譴	tɕʰ	i	5		6029
欠	tɕʰ	i	5		3042
芡	tɕʰ	i	5		5163
茜	tsʰ	i	5		5217
茜	s	i	1	用於音譯外國人名	5217
倩	tsʰ	i	5		325
嵌	kʰ	ᴇ	5		1652
塹	tɕʰ	i	5		1160
塹	tɕʰ	i	5		1186
歉	tɕʰ	i	5		3055
槧	tsʰ	i	1		2916
槧	tsʰ	i	1		2963
縴	tɕʰ	i	5		4694
羌	tɕʰ	iã	1		4873
羌	tɕʰ	iɑ̃	1		
腔	tɕʰ	iã	1		5049
槍	tsʰ	iã	1		2781
槍	tsʰ	iã	1		2958
戧	tsʰ	iã	5		2114
戧	tsʰ	iã	5		2120
鏘	tsʰ	iã	1		6699
鏘	tsʰ	iã	1		6838
強	dʑ	iã	6		1827
強	tɕʰ	iã	5		1828
强	dʑ	iã	6		1830
强	tɕʰ	iã	5		1831
薔	z	iã	6		5383
薔	z	iã	6		5414
牆	z	iã	6		1193
牆	z	iã	6		3690
搶	tsʰ	iã	5		2189
搶	tsʰ	iã	5		2404
襁	tɕʰ	iã	5		5700
鏹	tɕʰ	iã	5		6707
鏹	tɕʰ	iã	5		6854
嗆	tsʰ	iã	5		848
嗆	tsʰ	iã	5		981
蹌	tsʰ	iã	5		6214
蹌	tsʰ	iã	5		6257
悄	tsʰ	iɔ	1		1971
敲	tɕʰ	iɔ	1		2549
敲-	kʰ	ɔ	1		2550
橇	tɕʰ	iɔ	1		2991
鍬	tsʰ	iɔ	1		6683
鍬	tsʰ	iɔ	1		6839
蹺	tɕʰ	iɔ	1		6235
蹺	tɕʰ	iɔ	1		6271
喬	dʑ	iɔ	6		66
喬	dʑ	iɔ	6		972
僑	dʑ	iɔ	6		267
僑	dʑ	iɔ	6		373
蕎	dʑ	iɔ	6		5243
蕎	dʑ	iɔ	6		5392
憔	z	iɔ	6		2061
橋	dʑ	iɔ	6		2861
橋	dʑ	iɔ	6		2993
樵	z	iɔ	6		2984
瞧	z	iɔ	6		4168
譙	z	iɔ	6		5885
譙	z	iɔ	6		6025
巧	tɕʰ	iɔ	5		1673
俏	tsʰ	iɔ	5		283
峭	tsʰ	iɔ	5		1630
殼	kʰ	oʔ	7		1224
殼	kʰ	oʔ	7		3104
撬	tɕʰ	iɔ	1		2453
鞘	s	iɔ	1		7106
翹	tɕʰ	iɔ	5		4893
翹	dʑ	iɔ	6		4894
翹	tɕʰ	iɔ	5		4902
翹	dʑ	iɔ	6		4903
竅	tɕʰ	iɔ	5		4391
竅	tɕʰ	iɔ	5		4415
茄-	g	a	6	番~	5209
茄	dʑ	ia	6		5210
且	tsʰ	i	5		16
切	tsʰ	iɪʔ	7		517
怯	tɕʰ	iɪʔ	7		1938
怯	tɕʰ	iaʔ	7		1939
笡	tsʰ	ia	5		4450
鍥	tɕʰ	iɪʔ	7		6682
鍥	tɕʰ	iɪʔ	7		6836
竊	tsʰ	iɪʔ	7		4389
竊	tsʰ	iɪʔ	7		4417
侵	tsʰ	iŋ	1		273
衾	tɕʰ	iŋ	1		5643
芹	dʑ	iŋ	6		5178
秦	z	iŋ	6		4337
琴	dʑ	iŋ	6		3837
禽	dʑ	iŋ	6		4318
勤	dʑ	iŋ	6		630
擒	dʑ	iŋ	6		2477
寢	tsʰ	iŋ	5		1503
寢	tsʰ	iŋ	5		1508
沁	tsʰ	iŋ	5		3187
撳	tɕʰ	iŋ	5		2376
撳	tɕʰ	iŋ	5		2459
青	tsʰ	iŋ	1		7087
卿	tɕʰ	iŋ	1		713
氫	tɕʰ	iŋ	1		3141
氫	tɕʰ	iŋ	1		3146
清	tsʰ	iŋ	1		3352
傾	tɕʰ	iŋ	1		331
傾	tɕʰ	iŋ	1		368
輕	tɕʰ	iŋ	1		6310
輕	tɕʰ	iŋ	1		6347
蜻	s	iŋ	1		5551
鯖	tsʰ	iŋ	1		7459
鯖	tsʰ	iŋ	1		7508
情	z	iŋ	6		1995
晴	z	iŋ	6		2654
氰	tsʰ	iŋ	1		3149
檠	dʑ	iŋ	6		3012
擎	dʑ	iŋ	6		2476
黥	dʑ	iŋ	6		7648
頃	tɕʰ	iŋ	5		7136
頃	tɕʰ	iŋ	5		7175
請	tsʰ	iŋ	5		5839
請	tsʰ	iŋ	5		5985
慶	tɕʰ	iŋ	5		1751
慶	tɕʰ	iŋ	5		2054
磬	tɕʰ	iŋ	5		4266
親	tsʰ	iŋ	1		122
親	tsʰ	iŋ	1		5720
罄	tɕʰ	iŋ	5		4848
穹	tɕʰ	ioŋ	1		4383
窮	dʑ	ioŋ	6		4382
窮	dʑ	ioŋ	6		4408
瓊	dʑ	ioŋ	6		3842
瓊	dʑ	ioŋ	6		3872
丘	tɕʰ	iɤ	1		21
邱	tɕʰ	iɤ	1		6504
秋	tsʰ	iɤ	1		4329
恘	tɕʰ	iɤ	1		1949
蚯	tɕʰ	iɤ	1		5498
鞦	tsʰ	iɤ	1		7110
鰍	tsʰ	iɤ	1		7467
鰍	tsʰ	iɤ	1		7514
鰌	tsʰ	iɤ	1		7466
囚	z	iɤ	6		1054
求	dʑ	iɤ	6		3156
虬	dʑ	iɤ	6		5473
虯	dʑ	iɤ	6		5475
泅	z	iɤ	6		3222
酋	z	iɤ	6		6537
球	dʑ	iɤ	6		3823
毬	dʑ	iɤ	6		3126
遒	z	iɤ	6		6460
裘	dʑ	iɤ	6		5668
曲	tɕʰ	ioʔ	7		2692
屈	tɕʰ	yɪʔ	7		1578
祛	tɕʰ	y	1		4290
區	tɕʰ	y	1		659
區	∅	ɤ	1		660
區	tɕʰ	y	1		665
區	∅	ɤ	1		666
蛆	tsʰ	i	1		5503
蛐	tɕʰ	ioʔ	7		5509
嶇	tɕʰ	y	1		1610
嶇	tɕʰ	y	1		1656
趨	tsʰ	y	1		6199
趨	tsʰ	y	1		6207
麯	tɕʰ	ioʔ	7		7628
軀	tɕʰ	y	1		6288
軀	tɕʰ	y	1		6291
麴	tɕʰ	ioʔ	7		7630
驅	tɕʰ	y	1		7335
驅	tɕʰ	y	1		7355
渠	dʑ	y	6		3364
渠	ɦ	i	6	第三人稱代詞	
蕖	dʑ	y	6		5395
瞿	dʑ	y	6		4177
衢	dʑ	y	6		5630
取	tsʰ	y	5		758
娶	tsʰ	y	5		1371
齲	tɕʰ	y	5		7678
齲	tɕʰ	y	5		7688
去	tɕʰ	y	5		735
去-	tɕʰ	i	5		736
趣	tsʰ	y	5		6205
覷	tsʰ	i	5	瞇~眼：近視	5723
覷	tsʰ	i	5	瞇~眼：近視	5746
圈	tɕʰ	yø	1		1081
圈	dʑ	yø	6		1082
全	z	i	6		431
泉	z	i	6		3223
拳	dʑ	yø	6		2242
痊	z	i	6		3977
蜷	dʑ	yø	6		5550
鬈	dʑ	yø	6		7416
權	dʑ	yø	6		2739
權	dʑ	yø	6		3036
顴	dʑ	yø	6		7172
顴	dʑ	yø	6		7210
犬	tɕʰ	yø	5		3723
綣	dʑ	yø	6		4650
綣	dʑ	yø	6		4807
券	tɕʰ	yø	5		544
勸	tɕʰ	yø	5		593
勸	tɕʰ	yø	5		633
炔	tɕʰ	yɪʔ	7		3565
缺	tɕʰ	yɪʔ	7		4845
闕	tɕʰ	yɪʔ	7		6904
闕	tɕʰ	yɪʔ	7		6954
瘸	dʑ	iu	6		4020
卻	tɕʰ	ioʔ	7		703
卻	tɕʰ	iaʔ	7		705
卻	tɕʰ	ioʔ	7		710
卻	tɕʰ	iaʔ	7		712
雀	tsʰ	iaʔ	7		7034
雀	ts	iaʔ	7		
雀	ts	iã	1	“雀”的兒化音，麻~	
确	tɕʰ	ioʔ	7		4230
确	tɕʰ	iaʔ	7		4231
皵	tsʰ	iaʔ	7		4065
確	tɕʰ	ioʔ	7		4248
確	tɕʰ	iaʔ	7		4249
鵲	tsʰ	iaʔ	7		7552
鵲	tsʰ	iaʔ	7		7597
裙	dʑ	ioŋ	6		5670
羣	dʑ	ioŋ	6		4881
然	z	ø	6		3612
髯	z	ᴇ	6		7412
燃	z	ø	6		3650
冉	z	ø	6		453
染	z	ø	6		2799
染-	ȵ	i	6		2800
孃	ȵ	iã	1		1422
瓤	n	ɑ̃	6		3880
壤	ȵ	iã	6		1212
嚷	ȵ	iã	6		1046
讓	ȵ	iã	6		5900
讓	ȵ	iã	6		5910
橈	ȵ	iɔ	5		2858
橈	ȵ	iɔ	5		2992
饒	z	ɔ	6		7262
饒	z	ɔ	6		7280
饒-	ȵ	iɔ	5		7263
饒-	ȵ	iɔ	5		7281
扰	z	ɔ	6		2159
扰-	ȵ	iɔ	5		2160
擾	z	ɔ	6		2499
擾-	ȵ	iɔ	5		2500
蟯	ȵ	iɔ	5		5522
蟯	ȵ	iɔ	5		5594
繞	ȵ	iɔ	5		4706
繞	ȵ	iɔ	5		4776
惹	z	a	6		2015
熱	ȵ	iɪʔ	8		3598
熱	ȵ	iɪʔ	8		3648
人	z	əŋ	6		124
人-	ȵ	iŋ	6		125
壬	z	əŋ	6		1216
壬-	ȵ	iŋ	6		1217
仁	z	əŋ	6		128
仁-	ȵ	iŋ	6		129
忍	z	əŋ	6		1895
忍-	ȵ	iŋ	6		1896
荏	z	əŋ	6		5237
刃	z	əŋ	6		514
仞	z	əŋ	6		155
仞-	ȵ	iŋ	6		156
任	z	əŋ	6		168
任-	ȵ	iŋ	6		169
妊	z	əŋ	6		1307
妊-	ȵ	iŋ	6		1308
衽	z	əŋ	6		5641
衽-	ȵ	iŋ	6		5642
紉	z	əŋ	6		4597
紉	z	əŋ	6		4740
葚	z	əŋ	6		5332
飪	z	əŋ	6		7231
飪	z	əŋ	6		7270
韌	z	əŋ	6		7115
韌	z	əŋ	6		7121
韌-	ȵ	iŋ	6		7116
韌-	ȵ	iŋ	6		7122
認	z	əŋ	6		5813
認	z	əŋ	6		5905
認-	ȵ	iŋ	6		5814
認-	ȵ	iŋ	6		5906
扔	z	əŋ	6		2145
仍	z	əŋ	6		140
仍-	ȵ	iŋ	6		141
日	z	əʔ	8		2596
日-	ȵ	iɪʔ	8		2597
戎	z	oŋ	6		2105
戎-	ȵ	ioŋ	1		2106
茸	z	oŋ	6		5228
茸-	ȵ	ioŋ	1		5229
容	ɦ	ioŋ	6		1488
絨	ȵ	ioŋ	1		4637
絨	ȵ	ioŋ	1		4774
蓉	ɦ	ioŋ	6		5361
溶	ɦ	ioŋ	6		3409
榕	ɦ	ioŋ	6		2942
榮	ɦ	ioŋ	6		2951
榮	ɦ	ioŋ	6		5246
熔	ɦ	ioŋ	6		3639
融	ɦ	ioŋ	6		5575
冗	ȵ	ioŋ	1		459
柔	z	ɤ	6		2801
揉	z	ɤ	6		2355
蹂	z	ɤ	6		6250
肉	ȵ	ioʔ	8		4963
如	z	ɿ	6		1298
茹	z	ɿ	6		5230
儒	z	ɿ	6		390
濡	z	ɿ	6		3515
孺	z	ɿ	6		1450
蠕	z	ɿ	6		5602
汝	z	ɿ	6		3166
乳	z	ɿ	6		80
辱	z	oʔ	8		6381
入	z	əʔ	8		429
褥	ȵ	ioʔ	8		5694
縟	ȵ	ioʔ	8		4689
縟	ȵ	ioʔ	8		4825
阮	ȵ	yø	5		6960
軟	ȵ	yø	5		6300
軟	ȵ	yø	5		6340
蕊	z	ø	6		5391
芮	z	ø	6		5170
瑞	z	ø	6		3851
銳	s	ø	5		6640
銳	s	ø	5		6815
閏	z	əŋ	6		6871
閏	z	əŋ	6		6917
閏-	ȵ	iŋ	6		6872
閏-	ȵ	iŋ	6		6918
潤	z	əŋ	6		3311
潤	z	əŋ	6		3474
若	z	aʔ	8		5198
弱	z	aʔ	8		1825
箬	ȵ	iaʔ	8		4496
撒	s	a	5		2439
撒	s	aʔ	7		2440
洒	s	a	5		3254
灑	s	a	5		3543
颯	s	əʔ	7		7212
颯	s	əʔ	7		7220
薩	s	aʔ	7		5318
薩	s	aʔ	7		5418
腮	s	ᴇ	1		5056
塞	s	əʔ	7		1181
塞	s	ᴇ	5		1182
鰓	s	ᴇ	1		7468
鰓	s	ᴇ	1		7512
賽	s	ᴇ	5		6109
賽	s	ø	5		
賽	s	ᴇ	5		6177
賽	s	ø	5		
三	s	ᴇ	1		7
傘	s	ᴇ	5		194
傘	s	ᴇ	5		353
糝	s	ø	5		4571
糝	s	ø	5		4578
鏾	s	i	5	閹割	6709
饊	s	ᴇ	5		7260
饊	s	ᴇ	5		7296
散	s	ᴇ	5		2545
桑	s	ɑ̃	1		2853
喪	s	ɑ̃	1		33
喪	s	ɑ̃	5		34
喪	s	ɑ̃	1		969
喪	s	ɑ̃	5		970
搡	s	ɑ̃	5		2396
嗓	s	ɑ̃	5		986
磉	s	ɑ̃	5		4256
搔	ts	ɔ	1		2388
臊	s	ɔ	1		5092
繅	z	iɔ	6		4700
繅	z	iɔ	6		4834
騷	s	ɔ	1		7333
騷	s	ɔ	1		7384
掃	s	ɔ	5		2154
掃	s	ɔ	5		2313
嫂	s	ɔ	5		1400
色	s	əʔ	7		5147
瑟	s	əʔ	7		3852
嗇	s	əʔ	7		945
嗇	s	əʔ	7		982
澀	s	əʔ	7		3315
澀	s	əʔ	7		3485
穡	s	əʔ	7		4373
穡	s	əʔ	7		4375
森	s	əŋ	1		2905
僧	s	əŋ	1		379
沙	s	a	1		3198
沙-	s	uˠ	1		3199
刹	s	aʔ	7		545
砂	s	a	1		4199
砂-	s	uˠ	1		4200
剎	s	aʔ	7		559
莎	s	a	1		5260
莎-	s	uˠ	1		5261
殺	s	aʔ	7		2737
殺	s	aʔ	7		3103
紗	s	a	1		4606
紗	s	a	1		4745
紗-	s	uˠ	1		4607
紗-	s	uˠ	1		4746
痧	s	uˠ	1		3989
煞	s	aʔ	7		3620
裟	s	a	1		5673
裟-	s	uˠ	1		5674
鯊	s	a	1		7457
鯊	s	a	1		7505
鯊-	s	uˠ	1		7458
鯊-	s	uˠ	1		7506
啥	s	a	5		944
傻	s	a	5		367
厦	ɕ	ia	5		728
厦-	ɦ	uˠ	6		729
廈	ɕ	ia	5		1779
廈-	ɦ	uˠ	6		1780
閯	s	a	5		6889
霎	s	aʔ	7		7069
篩	s	a	1		4471
篩	s	ɿ	1		4472
篩	s	a	1		4513
篩	s	ɿ	1		4514
釃	s	a	1		6556
釃	s	a	1		6580
曬	s	a	5		2639
曬	s	a	5		2688
曬-	s	uˠ	5		2640
曬-	s	uˠ	5		2689
山	s	ᴇ	1		1600
芟	s	ᴇ	1		5162
杉	s	ᴇ	1		2743
刪	s	ᴇ	1		530
刪	s	ᴇ	1		536
衫	s	ᴇ	1		5634
姍	s	ᴇ	1		1330
姍	s	ᴇ	1		1336
珊	s	ᴇ	1		3812
舢	s	ᴇ	1		5125
搧	s	ø	5		2398
煽	s	ø	5		3632
陝	s	ø	5		6988
陝	s	ø	5		6990
閃	s	ø	5		6868
閃	s	ø	5		6912
汕	s	ᴇ	1		3163
疝	s	ᴇ	1		3951
訕	s	ᴇ	1		5762
訕	s	ᴇ	1		5911
扇	s	ø	5		2136
善	z	ø	6		955
擅	z	ø	6		2470
膳	d	əŋ	6		5082
膳	z	ø	6		5083
嬗	z	ø	6		1415
繕	z	ø	6		4703
繕	z	ø	6		4836
贍	z	ø	6		6114
贍	z	ø	6		6180
鱔	z	ø	6		7479
鱔	z	ø	6		7525
商	s	ɑ̃	1		930
傷	s	ɑ̃	1		197
傷	s	ɑ̃	1		366
墒	s	ɑ̃	1		1190
賞	s	ɑ̃	5		6096
賞	s	ɑ̃	5		6168
上	z	ɑ̃	6		8
上	l	ɑ̃	6	語流中的發音	
尚	z	ɑ̃	6		1547
绱	z	ɑ̃	6		4799
裳	z	ɑ̃	6		5682
捎	s	ɔ	1		2289
捎	s	iɔ	1		2290
梢	s	ɔ	1		2879
稍	s	ɔ	1		4349
筲	s	ɔ	1		4475
艄	s	ɔ	1		5136
燒	s	ɔ	1		3593
燒	s	ɔ	1		3653
勺	z	oʔ	8		634
芍	z	aʔ	8		5157
苕	d	iɔ	6		5190
韶	z	ɔ	6		7130
少	s	ɔ	5		1543
邵	z	ɔ	6		6505
哨	s	ɔ	1		903
紹	z	ɔ	6		4621
紹	z	ɔ	6		4769
潲	s	ɔ	5		3480
奢	s	ø	1		1282
奢	s	ia	1	~遮：聰明	
賒	s	uˠ	1		6092
賒	s	uˠ	1		6164
舌	z	əʔ	8		5118
佘	z	uˠ	6		226
蛇	z	uˠ	6		5505
舍	s	uˠ	5		5119
舍	s	ø	5	宿~	
舍	s	ᴇ	5		5120
捨	s	uˠ	5		2299
捨	s	ᴇ	5		2300
社	z	uˠ	6		4282
射	z	oʔ	8	~箭	1530
射	z	uˠ	6		1531
涉	z	əʔ	8		3298
赦	s	uˠ	5		6184
設	s	əʔ	7		5774
設	s	əʔ	7		5932
歙	ɕ	iɪʔ	7	~縣	3058
攝	s	əʔ	7		2408
攝	s	əʔ	7		2511
麝	z	uˠ	6		7622
申	s	əŋ	1		3906
伸	s	əŋ	1		207
身	s	əŋ	1		6286
呻	s	əŋ	1		858
呻	z	əŋ	6		859
莘	s	iŋ	1		5264
娠	z	əŋ	6		1361
深	s	əŋ	1		3344
紳	s	əŋ	1		4620
紳	s	əŋ	1		4762
什	z	əʔ	8		127
神	z	əŋ	6		4292
沈	s	əŋ	5		3190
審	s	əŋ	5		1472
審	s	əŋ	5		1516
瀋	s	əŋ	5		3529
嬸	s	əŋ	5		1383
嬸	s	əŋ	5		1420
甚	z	əŋ	6		3892
腎	z	əŋ	6		4989
腎	z	əŋ	6		5044
蜃	z	əŋ	6		5531
慎	z	əŋ	6		2039
滲	s	əŋ	5		3359
滲	s	əŋ	5		3436
升	s	əŋ	1		669
生	s	əŋ	1		3894
生-	s	ã	1		3895
牲	s	əŋ	1		3711
牲-	s	ã	1		3712
笙	s	əŋ	1		4446
甥	s	əŋ	1		3897
甥-	s	ã	1		3898
聲	s	əŋ	1		1222
聲	s	əŋ	1		4948
聲-	s	ã	1		1223
聲-	s	ã	1		4949
澠	m	i	6		3357
澠	m	i	6		3494
繩	z	əŋ	6		4708
繩	z	əŋ	6		4800
省	s	ã	5		4113
省	s	iŋ	5		4114
眚	s	iŋ	1	眼病	4122
圣	s	əŋ	5		1091
胜	s	əŋ	5		5002
盛	z	əŋ	6		4088
盛	z	ã	6		4089
剩	z	əŋ	6		571
剩	z	ã	6	訓讀，本字爲“長”	572
勝	s	əŋ	5		624
聖	s	əŋ	5		4939
嵊	z	əŋ	6		1649
尸	s	ɿ	1		1557
失	s	əʔ	7		1255
虱	s	əʔ	7		5476
施	s	ɿ	1		2586
屍	s	ɿ	1		1584
師	s	ɿ	1		1692
師	s	ɿ	1		1707
獅	s	ɿ	1		3741
獅	s	ɿ	1		3775
詩	s	ɿ	1		5797
詩	s	ɿ	1		5954
溼	s	aʔ	7		3389
溼	s	aʔ	7		3412
濕	s	aʔ	7		3509
濕	s	əʔ	7		3510
十	z	əʔ	8		667
十	s	uˠ	5	~五	
石	z	aʔ	8		4192
拾	s	uˠ	5		2246
拾	z	əʔ	8		2247
拾	z	iɪʔ	8	動詞	
食	z	əʔ	8		7227
時	z	ɿ	6		2607
時	z	ɿ	6		2633
蒔	z	ɿ	6		5272
蒔	z	ɿ	6		5345
蝕	z	əʔ	8		5483
蝕	z	əʔ	8		5558
實	z	əʔ	8		1470
實	z	əʔ	8		1512
識	s	əʔ	7		5883
識	ts	ɿ	5		5884
識	s	əʔ	7		5940
識	ts	ɿ	5		5941
鰣	z	ɿ	6		7470
鰣	z	ɿ	6		7503
史	s	ɿ	5		783
矢	s	ɿ	5		4184
豕	s	ɿ	5		6040
使	s	ɿ	5		246
始	s	ɿ	5		1329
屎	s	ɿ	5		1585
駛	s	ɿ	5		7319
駛	s	ɿ	5		7359
士	z	ɿ	6		1215
氏	z	ɿ	6		3134
示	z	ɿ	6		4280
世	s	ɿ	1	詞首變調中的發音	19
世	s	ɿ	5		20
仕	z	ɿ	6		149
市	z	ɿ	6		1688
式	s	əʔ	7		1812
似	z	ɿ	6		209
事	z	ɿ	6		89
侍	z	ɿ	6		252
拭	s	əʔ	7		2238
柿	z	ɿ	6		2817
是	z	ɿ	6		2628
适	s	əʔ	7		6420
恃	z	ɿ	6		1942
室	s	əʔ	7		1476
逝	z	ɿ	6		6435
視	z	ɿ	6		5719
視	z	ɿ	6		5737
谥	z	ɿ	6		6018
勢	s	ɿ	1		608
勢	s	ɿ	5		609
勢	s	ɿ	1		628
勢	s	ɿ	5		629
嗜	z	ɿ	6		989
飾	s	əʔ	7		7238
飾	s	əʔ	7		7275
試	s	ɿ	5		5796
試	s	ɿ	5		5953
誓	z	ɿ	6		5817
適	s	əʔ	7		6473
謚	z	ɿ	6		5867
釋	s	əʔ	7		6584
釋	s	əʔ	7		6585
匙	z	ɿ	6		651
收	s	ɤ	1		2521
手	s	ɤ	5		2139
守	s	ɤ	5		1457
首	s	ɤ	5		7298
受	z	ɤ	6		759
狩	s	ɤ	5		3738
授	z	ɤ	6		2316
售	z	ɤ	6		921
壽	z	ɤ	6		1228
壽	z	ɤ	6		1528
瘦	s	ɤ	5		4013
綬	z	ɤ	6		4652
綬	z	ɤ	6		4803
獸	s	ɤ	5		449
獸	s	ɤ	5		3784
抒	s	ɿ	1		2174
叔	s	oʔ	7		757
殊	z	ɿ	6		3083
倏	s	oʔ	7		312
書	s	ɿ	1		76
書	s	ɿ	1		2698
紓	s	ɿ	1		4603
紓	s	ɿ	1		4757
菽	s	oʔ	7		5301
梳	s	ɿ	1		2888
淑	z	oʔ	8		3329
舒	s	ɿ	1		5121
疏	s	uᵝ	1		3943
蔬	s	uᵝ	1		5381
樞	s	ɿ	1		2778
樞	s	ɿ	1		2975
輸	s	ɿ	1		6318
輸	s	ɿ	1		6360
孰	z	oʔ	8		1446
熟	z	oʔ	8		3642
贖	z	oʔ	8		6117
贖	z	oʔ	8		6167
暑	s	ɿ	5		2664
黍	s	ɿ	5		7640
署	z	ɿ	6		4865
蜀	z	oʔ	8		5529
鼠	tsʰ	ɿ	5		7660
薯	z	ɿ	6		5420
曙	z	ɿ	6		2681
屬	z	oʔ	8		1592
屬	z	oʔ	8		1598
术	z	əʔ	8		2731
戍	s	ɿ	5		2103
束	s	oʔ	7		2752
述	z	əʔ	8		6412
恕	s	ɿ	5		1948
術	z	əʔ	8		5619
庶	s	ɿ	5		1772
竪	z	ɿ	6		4429
墅	z	ɿ	6		1188
漱	s	uᵝ	5		3458
豎	z	ɿ	6		4419
豎	z	ɿ	6		6037
數	s	uᵝ	5		2548
數	s	uᵝ	5		2554
樹	z	ɿ	6		2825
樹	z	ɿ	6		2986
刷	s	əʔ	7		543
耍	s	a	5		4913
衰	s	ᴇ	1		5637
帥	s	ᴇ	5		1690
帥	s	ᴇ	5		1703
蟀	s	əʔ	7		5583
拴	s	ø	1		2243
閂	s	ø	1		6867
閂	s	ø	1		6911
栓	s	ø	1		2826
霜	s	ɑ̃	1		7073
雙	s	ɑ̃	1		754
雙	s	ɑ̃	1		7045
孀	s	ɑ̃	1		1421
爽	s	ɑ̃	5		3687
誰	z	ø	6		5831
誰	z	ø	6		5994
水	s	ø	5		3150
水-	s	ɿ	5		3151
稅	s	ø	5		4346
稅	s	ø	5		4350
睡	z	ø	6		4148
吮	z	əŋ	6		821
順	z	əŋ	6		7138
順	z	əŋ	6		7177
舜	s	əŋ	5		5123
瞬	s	əŋ	5		4171
說	s	əʔ	7		5829
說	s	ø	5		5830
說	s	əʔ	7		5981
說	s	ø	5		5982
朔	s	oʔ	7		2715
碩	z	aʔ	8		4224
碩	z	aʔ	8		4242
爍	s	aʔ	7		3581
爍	s	aʔ	7		3667
鑠	s	aʔ	7		6727
鑠	s	aʔ	7		6776
司	s	ɿ	1		788
私	s	ɿ	1		4323
思	s	ɿ	1		1930
斯	s	ɿ	1		2579
絲	s	ɿ	1		26
絲	s	ɿ	1		4641
厮	s	ɿ	1		733
撕	s	ɿ	1		2442
嘶	s	ɿ	1		1019
廝	s	ɿ	1		1788
螄	s	ɿ	1		5523
螄	s	ɿ	1		5573
鷥	s	ɿ	1		7562
鷥	s	ɿ	1		7588
死	s	ɿ	5		3073
死-	s	i	5		3074
巳	z	ɿ	6		1682
四	s	ɿ	5		1055
寺	z	ɿ	6		1525
祀	z	ɿ	6		4283
泗	s	ɿ	5		3230
肆	s	ɿ	5		4961
嗣	z	ɿ	6		993
飼	z	ɿ	6		7236
飼	z	ɿ	6		7277
駟	s	ɿ	5		7321
駟	s	ɿ	5		7360
松	s	oŋ	1		2764
淞	s	oŋ	1		3335
嵩	s	oŋ	1		1654
鬆	s	oŋ	1		7415
悚	s	oŋ	5		1978
竦	s	oŋ	5		4428
慫	s	oŋ	5		1919
慫	s	oŋ	5		2050
聳	s	oŋ	5		4929
聳	s	oŋ	5		4950
宋	s	oŋ	5		1459
送	s	oŋ	5		6419
訟	z	oŋ	6		5768
訟	z	oŋ	6		5930
頌	z	oŋ	6		7140
頌	z	oŋ	6		7186
誦	z	oŋ	6		5827
誦	z	oŋ	6		5984
搜	s	ɤ	1		2394
溲	s	ɤ	1		3407
艘	s	ɔ	1		5138
艘	s	ɤ	1		5139
餿	s	ɤ	1		7258
餿	s	ɤ	1		7292
颼	s	ɤ	1		7216
颼	s	ɤ	1		7222
叟	s	ɤ	5		763
擻	s	ɤ	5		2482
擻	s	ɤ	5		2496
嗽	s	ɤ	5		1001
苏	s	uᵝ	1		5185
甦	s	uᵝ	1		3899
酥	s	uᵝ	1		6545
穌	s	uᵝ	1		4357
穌	s	uᵝ	1		4370
蘇	s	uᵝ	1		5446
囌	s	uᵝ	1		1052
俗	z	oʔ	8		286
夙	s	oʔ	7		1238
速	s	oʔ	7		6437
宿	s	oʔ	7		1491
宿	s	iɤ	5		1492
粟	s	oʔ	7		4555
訴	s	uᵝ	5		5776
訴	s	uᵝ	5		5944
嗉	s	uᵝ	5		983
塑	s	uᵝ	5		1176
塑	s	oʔ	7	~料，讀了半邊	1177
溯	s	oʔ	7		3406
肅	s	oʔ	7		4958
肅	s	oʔ	7		4960
謖	s	oʔ	7		5864
謖	s	oʔ	7		6014
痠	s	ø	1		3986
酸	s	ø	1		6554
蒜	s	ø	5		5348
算	s	ø	5		4490
雖	s	ø	1		5480
雖	s	ø	1		7044
隋	z	ø	6		7011
綏	s	ø	5		4645
綏	s	ø	5		4788
隨	z	ø	6		7015
隨	z	ø	6		7026
髓-	s	i	1		7404
髓	z	ø	6		7405
祟	s	ø	5		4293
遂	z	ø	6		6451
碎	s	ᴇ	5		4236
歲	s	ø	5		1604
歲	s	ø	5		3069
隧	z	ø	6		7025
穗	z	ø	6		4374
穗-	z	ɿ	6		4374
邃	s	ø	5		6486
