1	#漢字	聲	韻	調	解釋
2369	搓	tsʰ	ɜuᵝ	1	
2370	搔	ts	æ	1	
2371	搖	ɦ	iæ	2	
2372	搗	t	æ	3	
2373	搙	ȵ	ioʔ	8	
2374	搛	tɕ	i	1	
2375	搜	s	øʏ	1	
2376	搞	ɡ	æ	6	
2377	搦	ȵ	iɑˠʔ	8	
2378	搨	tʰ	aʔ	7	
2379	搪	d	ɑ̃ˠ	2	
2380	搫	b	ʉᵝ	2	
2381	搬	p	ɵ	1	
2382	搭	t	aʔ	7	
2383	搲		uˠ	1	
2384	搳	h	uaʔ	7	
2385	搴	tɕʰ	i	1	
2386	搵		uən	5	
2387	搶	tsʰ	iã	3	
2388	搽	z	uˠ	2	
2389	搿	ɡ	əʔ	8	
2390	摏	s(ʃ)	oŋ	1	
2391	摑	k	uaʔ	7	
2392	摒	p	in	5	
2393	摘	ts	ɑˠʔ	7	
2394	摘	t	iɪʔ	7	
2395	摜	ɡ	uᴇ	6	
2396	摞	l	ɜuᵝ	1	
2397	摟	l	øʏ	6	
2398	摥	tʰ	ɑ̃ˠ	5	
2399	摧	tsʰ	ᴇ	1	
2400	摩	m	uˠ	2	
2401	摯	ts(tʃ)	ʮ(ʯ)	5	
2402	摯	ts(tʃ)	əʔ	7	
2403	摳	kʰ	øʏ	1	
2404	摶	d	ɵ	2	
2405	摸	m	oʔ	8	
2406	摹	m	uˠ	2	
2407	摺	ts(tʃ)	əʔ	7	
2408	摽	p	iæ	1	
2409	撂	l	iæ	6	
2410	撅	tɕ	yəʔ	7	
2411	撇	pʰ	iɪʔ	7	
2412	撈	l	æ	1	
2413	撈	l	æ	3	
2414	撈	l	iæ	1	
2415	撏	z	i	2	
2416	撐	tsʰ	ã	1	
2417	撐	tsʰ	ã	5	
2418	撐	tsʰ	ən	1	
2419	撑	tsʰ	ã	1	
2420	撑	tsʰ	ã	5	
2421	撒	s	ɑˠ	3	
2422	撓	n	æ	2	
2423	撓	n	æ	6	
2424	撕	s	ɿ	1	
2425	撙	ts	ən	3	
2426	撚	ȵ	i	3	
2427	撞	z(ʒ)	ɑ̃ˠ	6	
2428	撟	dʑ	iæ	6	
2429	撢	tʰ	ɵ	5	
2430	撣	t	ᴇ	3	
2431	撣	t	ɵ	3	
2432	撤	tsʰ(tʃʰ)	əʔ	7	
2433	撥	p	əʔ	7	
2434	撥	p	oʔ	7	
2435	撩	l	iæ	1	
2436	撩	l	iæ	2	
2437	撫	b	ʉᵝ	2	
2438	撫	f	ʉᵝ	3	
2439	撫	v	ʉᵝ	2	
2440	撬	dʑ	iæ	6	
2441	播	p	ʉᵝ	1	
2442	撮	tsʰ	əʔ	7	
2443	撰	z(ʒ)	ɵ	6	
2444	撲	pʰ	oʔ	7	
2445	撳	tɕʰ	iən	5	
2446	撻	d	aʔ	8	
2447	撼	ɦ	ɵ	6	
2448	撾		ɜuᵝ	1	
2449	撿	tɕ	i	3	
2450	擀	k	ɵ	3	
2451	擁		ioŋ	3	
2452	擂	l	ᴇ	2	
2453	擄	l	ɜuᵝ	3	
2454	擅	z(ʒ)	ɵ	6	
2455	擇	z	əʔ	8	
2456	擉	tsʰ(tʃʰ)	oʔ	7	
2457	擊	tɕ	iəʔ	7	
2458	擋	t	ɑ̃ˠ	3	
2459	擋	t	ɑ̃ˠ	5	
2460	擋	tʰ	ɑ̃ˠ	1	
2461	操	tsʰ	æ	1	
2462	擎	dʑ	iən	2	
2463	擐	ɦ	uᴇ	6	
2464	擒	dʑ	iən	2	
2465	擔	t	ᴇ	1	
2466	擔	t	ᴇ	5	
2467	擗	pʰ	iɪʔ	7	
2468	擘	p	ɑˠʔ	7	
2469	擙		æ	5	
2470	據	tɕ	yᶽ	5	
2471	擠	ts	iᶽ	3	
2472	擡	d	ᴇ	2	
2473	擢	z(ʒ)	oʔ	8	
2474	擣	t	æ	3	
2475	擤	h	ən	3	
2476	擦	tsʰ	aʔ	7	
2477	擬	ȵ	iᶽ	3	
2478	擰	ȵ	iən	2	
2479	擱	k	oʔ	7	
2480	擱	ɡ	oʔ	8	
2481	擲	z	ɑˠʔ	8	
2482	擲	z(ʒ)	əʔ	8	
2483	擴	kʰ	oʔ	7	
2484	擷	ɦ	iəʔ	8	
2485	擹	tʰ	ᴇ	1	
2486	擺	p	ɑˠ	3	
2487	擻	s	øʏ	3	
2488	擼	l	ɜuᵝ	1	
2489	擾	z(ʒ)	æ	6	
2490	攀	pʰ	ᴇ	1	
2491	攆	ȵ	i	3	
2492	攉	h	oʔ	7	
2493	攎	l	ɜuᵝ	1	
2494	攏	l	oŋ	6	
2495	攔	l	ᴇ	2	
2496	攔	l	aʔ	8	
2497	攘	z(ʒ)	ã	6	
2498	攘	ȵ	iã	6	
2499	攙	tsʰ	ᴇ	1	
2500	攛	tsʰ	ɵ	1	
2501	攜	ɦ	iᶽ	2	
2502	攝	s(ʃ)	əʔ	7	
2503	攢	z	ɵ	6	
2504	攣	l	ɵ	2	
2505	攤	tʰ	ᴇ	1	
2506	攪	k	æ	3	
2507	攪	ɡ	æ	6	
2508	攪	tɕ	iæ	3	
2509	攫	tɕ	ioʔ	7	
2510	攬	l	ᴇ	6	
2511	支	ts(tʃ)	ʮ(ʯ)	1	
2512	收	s(ʃ)	øʏ	1	
2513	攷	kʰ	æ	3	
2514	攸		ʏ	1	
2515	改	k	ᴇ	3	
2516	攻	k	oŋ	1	
2517	放	f	ɑ̃ˠ	5	
2518	政	ts(tʃ)	ən	5	
2519	敁	t	i	1	
2520	故	k	ɜuᵝ	5	
2521	效	ɦ	iæ	6	
2522	敏	m	in	3	
2523	救	tɕ	ʏ	5	
2524	敕	tsʰ(tʃʰ)	əʔ	7	
2525	敖	ŋ	æ	2	
2526	敗	b	ɑˠ	6	
2527	敗	b	ᴇ	6	
2528	敘	z	iᶽ	6	
2529	教	k	æ	5	
2530	教	tɕ	iæ	5	
2531	敝	b	iᶽ	6	
2532	敞	tsʰ(tʃʰ)	ã	3	
2533	敠	t	əʔ	7	
2534	敢	k	ɵ	3	
2535	散	s	ᴇ	3	
2536	散	s	ᴇ	5	
2537	敦	t	ən	1	
2538	敫	tɕ	iæ	3	
2539	敬	tɕ	iən	5	
2540	敲	kʰ	æ	1	
2541	敲	tɕʰ	iæ	1	
2542	整	ts(tʃ)	ən	3	
2543	敵	d	iɪʔ	8	
2544	敷	f	ʉᵝ	1	
2545	數	s	ɜuᵝ	3	
2546	數	s	ɜuᵝ	5	
2547	數	s(ʃ)	oʔ	7	
2548	斂	l	i	6	
2549	斃	b	iᶽ	6	
2550	文	v	ən	2	
2551	斌	p	in	1	
2552	斐	f	iᶽ	5	
2553	斑	p	ᴇ	1	
2554	斕	l	ᴇ	2	
2555	料	l	iæ	6	
2556	斛	ɦ	oʔ	8	
2557	斜	z	iɑˠ	2	
2558	斟	ts(tʃ)	ən	1	
2559	斡		uaʔ	7	
2560	斤	tɕ	iən	1	
2561	斥	tsʰ(tʃʰ)	əʔ	7	
2562	斧	f	ʉᵝ	3	
2563	斫	ts	oʔ	7	
2564	斬	ts	ᴇ	3	
2565	斯	s	ɿ	1	
2566	新	s	in	1	
2567	斷	t	ɵ	5	
2568	斷	d	ɵ	6	
2569	斸	ts	oʔ	7	
2570	方	f	ɑ̃ˠ	1	
2571	於	ɦ	yᶽ	2	
2572	於		yᶽ	1	
2573	施	s(ʃ)	ʮ(ʯ)	1	
2574	旁	b	ɑ̃ˠ	2	
2575	旄	m	æ	2	
2576	旅	l	iᶽ	6	
2577	旆	pʰ	ᴇ	5	
2578	旋	z	i	2	
2579	旋	z	iɪʔ	8	
2580	旌	ts	in	1	
2581	旌	tɕ	iən	1	
2582	旎	ȵ	iᶽ	6	
2583	族	z	oʔ	8	
2584	旒	l	øʏ	2	
2585	旖		iᶽ	3	
2586	旗	dʑ	iᶽ	2	
2587	既	tɕ	iᶽ	5	
2588	日	z(ʒ)	əʔ	8	
2589	日	ȵ	iəʔ	8	
2590	旦	t	ᴇ	5	
2591	旨	ts(tʃ)	ʮ(ʯ)	3	
2592	早	ts	æ	3	
2593	旬	z	in	2	
2594	旭	ɕ	ioʔ	7	
2595	旱	ɦ	ɵ	6	
2596	旺	ɦ	iɑ̃ˠ	6	
2597	旺	ɦ	uɑ̃ˠ	6	
2598	旻	m	in	2	
2599	昀	ɦ	yən	2	
2600	昂	ŋ	ɑ̃ˠ	2	
2601	昃	ts	əʔ	7	
2602	昆	kʰ	uən	1	
2603	昇	s(ʃ)	ən	1	
2604	昉	f	ɑ̃ˠ	3	
2605	昊	ɦ	æ	6	
2606	昌	tsʰ(tʃʰ)	ã	1	
2607	明	m	ən	2	
2608	明	m	in	2	
2609	昏	h	uən	1	
2610	易	ɦ	iᶽ	2	
2611	易	ɦ	iᶽ	6	
2612	易	ɦ	iəʔ	8	
2613	昔	s	iɪʔ	7	
2614	昕	ɕ	iən	1	
2615	星	s	in	1	
2616	映		iã	5	
2617	映		iən	5	
2618	春	tsʰ(tʃʰ)	ən	1	
2619	昧	m	ᴇ	6	
2620	昨	z	oʔ	8	
2621	昭	ts(tʃ)	æ	1	
2622	是	z	ɿ	6	
2623	昱		ioʔ	7	
2624	昵	ȵ	iᶽ	6	
2625	昶	tsʰ(tʃʰ)	ã	3	
2626	晁	z(ʒ)	æ	2	
2627	時	z(ʒ)	ʮ(ʯ)	2	
2628	晃	h	uɑ̃ˠ	3	
2629	晃	ɦ	uɑ̃ˠ	2	
2630	晄	h	uɑ̃ˠ	3	
2631	晉	ts	in	5	
2632	晏		ᴇ	5	
2633	晏		i	5	
2634	晗	ɦ	ɵ	2	
2635	晚	m	ᴇ	6	
2636	晚		uᴇ	5	
2637	晝	ts(tʃ)	øʏ	5	
2638	晞	ɕ	iᶽ	1	
2639	晤	ŋ	ɜuᵝ	6	
2640	晦	h	uᴇ	5	
2641	晨	z(ʒ)	ən	2	
2642	普	pʰ	ʉᵝ	3	
2643	景	tɕ	iən	3	
2644	晰	s	iɪʔ	7	
2645	晳	s	iɪʔ	7	
2646	晴	z	in	2	
2647	晵	tɕʰ	i	5	
2648	晶	ts	in	1	
2649	晷	k	uᴇ	3	
2650	智	ts(tʃ)	ʮ(ʯ)	5	
2651	晾	l	iã	6	
2652	暄	ɕ	iɵ	1	
2653	暇		iɑˠ	1	
2654	暇		iuˠ	1	
2655	暈	ɦ	yən	6	
2656	暉	h	uᴇ	1	
2657	暑	s(ʃ)	ʮ(ʯ)	3	
2658	暖	n	ɵ	6	
2659	暗		ɵ	5	
2660	暝	m	in	1	
2661	暢	tsʰ(tʃʰ)	ã	5	
2662	暨	tɕ	iᶽ	5	
2663	暫	z	ᴇ	6	
2664	暮	m	uˠ	6	
2665	暱	ȵ	iᶽ	6	
2666	暴	b	æ	6	
2667	暵	h	ɵ	5	
2668	暹	s	i	1	
2669	曄	ɦ	iəʔ	8	
2670	曆	l	iɪʔ	8	
2671	曇	d	ɵ	2	
2672	曉	ɕ	iæ	3	
2673	曏	ɕ	iã	5	
2674	曖		ᴇ	5	
2675	曙	z(ʒ)	ʮ(ʯ)	6	
2676	曙	z	iᶽ	6	
2677	曚	m	oŋ	2	
2678	曛	ɕ	yən	1	
2679	曜	ɦ	iæ	6	
2680	曝	b	æ	6	
2681	曝	b	oʔ	8	
2682	曠	kʰ	uɑ̃ˠ	3	
2683	曦	ɕ	iᶽ	1	
2684	曩	n	ɑ̃ˠ	2	
2685	曬	s	uˠ	5	
2686	曰	ɦ	yaʔ	8	
2687	曲	tɕʰ	ioʔ	7	
2688	曳	ɦ	iəʔ	8	
2689	更	k	ã	1	
2690	更	k	ən	1	
2691	更	k	ən	5	
2692	曷		əʔ	7	
2693	書	s(ʃ)	ʮ(ʯ)	1	
2694	曹	z	æ	2	
2695	曼	m	ᴇ	6	
2696	曾	ts	ən	1	
2697	曾	z	ən	2	
2698	曾	z	ən	6	
2699	替	tʰ	iᶽ	5	
2700	最	ts	ᴇ	5	
2701	會	k	uᴇ	5	
2702	會	ɦ	uᴇ	6	
2703	會		uᴇ	5	
2704	朆	f	ən	1	
2705	月	ŋ	əʔ	8	
2706	月	ɦ	yəʔ	8	
2707	有	ɦ	ʏ	6	
2708	朋	b	ã	2	
2709	朋	b	ən	2	
2710	服	v	oʔ	8	
2711	朔	s(ʃ)	oʔ	7	
2712	朕	z(ʒ)	ən	6	
2713	朗	l	ɑ̃ˠ	6	
2714	望	m	ɑ̃ˠ	6	
2715	望	v	ɑ̃ˠ	6	
2716	朝	ts(tʃ)	æ	1	
2717	朝	z(ʒ)	æ	2	
2718	期	tɕ	iᶽ	1	
2719	期	dʑ	iᶽ	2	
2720	朦	m	oŋ	2	
2721	朧	l	oŋ	2	
2722	木	m	oʔ	8	
2723	未	v	iᶽ	6	
2724	末	m	əʔ	8	
2725	本	p	ən	3	
2726	札	ts	aʔ	7	
2727	朱	ts(tʃ)	ʮ(ʯ)	1	
2728	朴	b	iæ	2	
2729	朵	t	ɜuᵝ	3	
2730	朶	t	ɜuᵝ	3	
2731	朽	ɕ	ʏ	3	
2732	杆	k	ɵ	3	
2733	杆	k	uɵ	3	
2734	杈	tsʰ	uˠ	1	
2735	杉	s	ᴇ	1	
2736	杌	ŋ	əʔ	8	
2737	李	l	iᶽ	6	
2738	杏	ɦ	ã	6	
2739	杏	ɦ	iən	6	
2740	材	z	ᴇ	2	
2741	村	tsʰ	ən	1	
2742	杖	z(ʒ)	ã	6	
2743	杜	d	ɜuᵝ	6	
2744	杞	tɕʰ	iᶽ	3	
2745	束	s(ʃ)	oʔ	7	
2746	杠	k	ɑ̃ˠ	5	
2747	杧	m	ɑ̃ˠ	2	
2748	杪	m	iæ	3	
2749	杭	ɦ	ɑ̃ˠ	2	
2750	杯	p	ᴇ	1	
2751	杰	dʑ	iəʔ	8	
2752	東	t	oŋ	1	
2753	杲	k	æ	3	
2754	杳		iæ	3	
2755	杵	tsʰ(tʃʰ)	ʮ(ʯ)	3	
2756	杷	b	uˠ	2	
2757	杼	tsʰ(tʃʰ)	ʮ(ʯ)	3	
2758	松	s	oŋ	1	
2759	板	p	ᴇ	3	
2760	枅	tɕ	i	1	
2761	枇	b	iɪʔ	8	
2762	枉		uɑ̃ˠ	3	
2763	枋	f	ɑ̃ˠ	1	
2764	析	s	iɪʔ	7	
2765	枕	ts(tʃ)	ən	3	
2766	林	l	in	2	
2767	枚	m	ᴇ	2	
2768	果	k	ɜuᵝ	3	
2769	枝	ts(tʃ)	ʮ(ʯ)	1	
2770	枯	kʰ	ɜuᵝ	1	
2771	枰	b	in	2	
2772	枵	ɕ	iæ	1	
2773	架	k	ɑˠ	5	
2774	架	tɕ	iɑˠ	5	
2775	枷	k	ɑˠ	1	
2776	枷	tɕ	iɑˠ	1	
2777	枸	tɕ	yᶽ	3	
2778	枸	k	øʏ	3	
2779	柄	p	in	5	
2780	柋	d	ᴇ	6	
2781	柏	p	ɑˠʔ	7	
2782	某	m	øʏ	2	
2783	柑	k	ɵ	1	
2784	柒	tsʰ	iɪʔ	7	
2785	染	ȵ	i	6	
2786	染	z(ʒ)	ɵ	6	
2787	柔	z(ʒ)	øʏ	2	
2788	柘	ts(tʃ)	ɑˠ	5	
2789	柚	ɦ	ʏ	6	
2790	柜	dʑ	yᶽ	6	
2791	柜	ɡ	uᴇ	6	
2792	柝	tʰ	oʔ	7	
2793	柞	ts	uˠ	5	
2794	柟	n	ɵ	2	
2795	柢	t	iᶽ	3	
2796	查	ts	uˠ	1	
2797	查	z	uˠ	2	
2798	柩	dʑ	ʏ	6	
2799	柬	tɕ	i	3	
2800	柯	kʰ	ɜuᵝ	1	
2801	柱	z(ʒ)	ʮ(ʯ)	6	
2802	柳	l	øʏ	1	
2803	柴	z	ɑˠ	2	
2804	柴	z	ᴇ	2	
2805	柵	s	ᴇ	1	
2806	柵	s	aʔ	7	
2807	柵	tsʰ	ɑˠʔ	7	
2808	柺	k	uɑˠ	3	
2809	柿	z	ɿ	6	
2810	栓	s(ʃ)	ɵ	1	
2811	栗	l	iɪʔ	8	
2812	校	k	æ	5	
2813	校	tɕ	iæ	5	
2814	校	ɦ	iæ	6	
2815	栩	ɕ	yᶽ	3	
2816	株	ts(tʃ)	ʮ(ʯ)	1	
2817	栲	kʰ	əʔ	7	
2818	栳	l	æ	6	
2819	样		iã	5	
2820	核	ɦ	uəʔ	8	
2821	根	k	ən	1	
2822	格	k	ɑˠʔ	7	
2823	格	k	əʔ	7	
2824	栽	ts	ᴇ	1	
2825	桀	dʑ	iəʔ	8	
2826	桁	ɦ	ã	2	
2827	桁	ɦ	ən	2	
2828	桂	k	uᴇ	5	
2829	桃	d	æ	2	
2830	桄	kʰ	uɑ̃ˠ	1	
2831	桅	ɦ	uᴇ	2	
2832	框	tɕʰ	iɑ̃ˠ	1	
2833	框	kʰ	uɑ̃ˠ	1	
2834	案		ɵ	5	
2835	桉		ɵ	1	
2836	桌	ts(tʃ)	oʔ	7	
2837	桐	d	oŋ	2	
2838	桑	s	ɑ̃ˠ	1	
2839	桓	ɦ	uɵ	2	
2840	桔	tɕ	iəʔ	7	
2841	桕	dʑ	ʏ	6	
2842	桴	f	ʉᵝ	1	
2843	桶	d	oŋ	6	
2844	梁	l	iã	2	
2845	梃	tʰ	in	3	
2846	梅	m	ᴇ	2	
2847	梆	p	ɑ̃ˠ	1	
2848	梏	k	oʔ	7	
2849	梓	ts	ɿ	3	
2850	梔	ts(tʃ)	ʮ(ʯ)	1	
2851	梗	k	ã	3	
2852	梗	k	ən	3	
2853	條	d	iæ	2	
2854	梟	ɕ	iæ	1	
2855	梢	s	æ	1	
2856	梧	ŋ	ɜuᵝ	2	
2857	梨	l	iᶽ	2	
2858	梭	s	ɜuᵝ	1	
2859	梯	tʰ	iᶽ	1	
2860	械	ɦ	i	6	
2861	梳	s	ɿ	1	
2862	梳	s	ɜuᵝ	1	
2863	梵	v	ᴇ	6	
2864	棄	tɕʰ	iᶽ	5	
2865	棉	m	i	2	
2866	棋	dʑ	iᶽ	2	
2867	棍	k	uən	3	
2868	棒	b	ɑ̃ˠ	6	
2869	棕	ts	oŋ	1	
2870	棗	ts	æ	3	
2871	棘	tɕ	iəʔ	7	
2872	棚	b	ã	2	
2873	棚	b	ən	2	
2874	棟	t	oŋ	5	
2875	棠	d	ɑ̃ˠ	2	
2876	棣	d	iᶽ	6	
2877	棧	z	ᴇ	6	
2878	森	s	ən	1	
2879	棱	l	ən	2	
2880	棲	tsʰ	iᶽ	1	
2881	棵	kʰ	ɜuᵝ	1	
2882	棹	z	æ	6	
2883	棺	k	uɵ	1	
2884	椅		iᶽ	3	
2885	椅		iᶽ	5	
2886	椅	ɦ	yᶽ	6	
2887	植	z(ʒ)	əʔ	8	
2888	椎	z(ʒ)	ʮ(ʯ)	2	
2889	椎	ts	ᴇ	1	
2890	椏		iɑˠ	1	
2891	椏		uˠ	1	
2892	椐	tɕ	yᶽ	1	
2893	椒	ts	iæ	1	
2894	椰		iɑˠ	1	
2895	椹	ts(tʃ)	ən	1	
2896	椽	z(ʒ)	ɵ	2	
2897	椿	tsʰ(tʃʰ)	ən	1	
2898	楂	ts	uˠ	1	
2899	楊	ɦ	iã	2	
2900	楓	f	oŋ	1	
2901	楔	s	iɪʔ	7	
2902	楚	tsʰ	ɜuᵝ	3	
2903	楝	l	i	6	
2904	楞	l	ən	6	
2905	楠	n	ɵ	2	
2906	楣	m	ᴇ	2	
2907	楦	ɕ	iɵ	5	
2908	楨	ts(tʃ)	ən	1	
2909	楫	ts	iɪʔ	7	
2910	業	ȵ	iəʔ	8	
2911	極	dʑ	iəʔ	8	
2912	楷	kʰ	ɑˠ	3	
2913	楹	ɦ	iən	2	
2914	概	k	ᴇ	3	
2915	概	k	ᴇ	5	
2916	榆	ɦ	yᶽ	2	
2917	榔	l	ɑ̃ˠ	2	
2918	榕	ɦ	ioŋ	2	
2919	榛	ts	ən	1	
2920	榜	p	ɑ̃ˠ	3	
2921	榤	dʑ	iəʔ	8	
2922	榧	f	iᶽ	3	
2923	榨	ts	uˠ	5	
2924	榫	s(ʃ)	ən	3	
2925	榭	z	iɑˠ	6	
2926	榮	ɦ	ioŋ	2	
2927	榴	l	øʏ	2	
2928	榷	tɕʰ	iɑˠʔ	7	
2929	榷	tɕʰ	ioʔ	7	
2930	榻	tʰ	aʔ	7	
2931	榼	kʰ	əʔ	7	
2932	槁	k	æ	3	
2933	槃	b	ɵ	2	
2934	槅	k	ɑˠʔ	7	
2935	槊	s(ʃ)	oʔ	7	
2936	構	k	øʏ	5	
2937	槌	z(ʒ)	ʮ(ʯ)	2	
2938	槌	z	ᴇ	2	
2939	槍	tsʰ	iã	1	
2940	槎	z	uˠ	2	
2941	槐	ɦ	uɑˠ	2	
2942	槐	ɦ	uᴇ	2	
2943	槓	k	ɑ̃ˠ	5	
2944	槜	ts	ᴇ	1	
2945	槤	l	i	2	
2946	槧	tsʰ	i	1	
2947	槨	k	oʔ	7	
2948	槲	ɦ	oʔ	8	
2949	槳	ts	iã	3	
2950	槽	z	æ	2	
2951	槿	dʑ	iən	6	
2952	樁	ts(tʃ)	ɑ̃ˠ	1	
2953	樂	ɦ	iæ	2	
2954	樂	l	oʔ	8	
2955	樂	ŋ	oʔ	8	~橋
2956	樂	ɦ	ioʔ	8	
2957	樊	v	ᴇ	2	
2958	樑	l	iã	2	
2959	樓	l	øʏ	2	
2960	標	p	iæ	1	
2961	樞	tsʰ(tʃʰ)	ʮ(ʯ)	1	
2962	樞	s(ʃ)	ʮ(ʯ)	1	
2963	樟	ts(tʃ)	ã	1	
2964	樟	ts	ɑ̃ˠ	1	
2965	模	m	uˠ	2	
2966	樣	ɦ	iã	6	
2967	樨	s	iᶽ	1	
2968	樵	z	iæ	2	
2969	樸	pʰ	oʔ	7	
2970	樹	z(ʒ)	ʮ(ʯ)	6	
2971	樺	ɦ	uˠ	2	
2972	樽	ts	ən	1	
2973	樾	ɦ	yəʔ	8	
2974	橄	k	ᴇ	3	
2975	橇	tɕʰ	iæ	1	
2976	橈	ȵ	iæ	6	
2977	橋	dʑ	iæ	2	
2978	橐	tʰ	oʔ	7	
2979	橑	l	iæ	2	
2980	橘	tɕ	yəʔ	7	
2981	橙	z	ã	2	
2982	橙	z(ʒ)	ən	2	
2983	橛	tɕ	yəʔ	7	
2984	機	tɕ	iᶽ	1	
2985	橡	z	iã	6	
2986	橢	tʰ	ɜuᵝ	3	
2987	橫	ɦ	uã	2	
2988	橫		uã	1	
2989	橫	ɦ	uɑ̃ˠ	2	
2990	檀	d	ᴇ	2	
2991	檁	l	in	3	
2992	檄	ɦ	iəʔ	8	
2993	檈	z	i	2	
2994	檉	tsʰ(tʃʰ)	ən	1	
2995	檎	dʑ	iən	2	
2996	檐	ɦ	i	2	
2997	檑	l	ᴇ	2	
2998	檔	t	ɑ̃ˠ	5	
2999	檜	k	uᴇ	5	
3000	檢	tɕ	i	3	
3001	檣	z	iã	2	
3002	檬	m	oŋ	2	
3003	檯	d	ᴇ	2	
3004	檳	p	in	1	
3005	檸	ȵ	iən	2	
3006	檻	kʰ	ᴇ	3	
3007	櫃	dʑ	yᶽ	6	
3008	櫃	ɡ	uᴇ	6	
3009	櫓	l	ɜuᵝ	6	
3010	櫚	l	iᶽ	6	
3011	櫛	ts	iɪʔ	7	
3012	櫝	d	oʔ	8	
3013	櫞	ɦ	iɵ	2	
3014	櫟	l	iɪʔ	8	
3015	櫥	z(ʒ)	ʮ(ʯ)	2	
3016	櫪	l	iɪʔ	8	
3017	櫬	tsʰ	ən	5	
3018	櫳	l	oŋ	2	
3019	櫸	tɕ	yᶽ	3	
3020	櫺	l	in	2	
3021	櫻		ã	1	
3022	櫻		iən	1	
3023	欄	l	ᴇ	2	
3024	欄	l	aʔ	8	
3025	權	dʑ	iɵ	2	
3026	欒	l	ɵ	2	
3027	欖	l	ᴇ	6	
3028	欛	p	uˠ	5	
3029	欞	l	in	2	
3030	欠	tɕʰ	i	5	
3031	次	tsʰ	ɿ	5	
3032	欣	ɕ	iən	1	
3033	欯	ɕ	iəʔ	7	
3034	欲	ɦ	ioʔ	8	
3035	欷	ɕ	iᶽ	1	
3036	欸		ᴇ	1	
3037	欺	tɕʰ	iᶽ	1	
3038	欽	tɕʰ	iən	1	
3039	款	kʰ	uɵ	3	
3040	歃	tsʰ	aʔ	7	
3041	歆	ɕ	iən	1	
3042	歇	ɕ	iəʔ	7	
3043	歉	tɕʰ	i	5	
3044	歌	k	ɜuᵝ	1	
3045	歎	tʰ	ᴇ	5	
3046	歐		øʏ	1	
3047	歔	ɕ	yᶽ	1	
3048	歙	ɕ	iəʔ	7	
3049	歟	ɦ	yᶽ	2	
3050	歠	tsʰ(tʃʰ)	əʔ	7	
3051	歡	h	uɵ	1	
3052	止	ts(tʃ)	ʮ(ʯ)	3	
3053	正	ts(tʃ)	ən	1	
3054	正	ts(tʃ)	ən	5	
3055	此	tsʰ	ɿ	1	
3056	此	tsʰ	ɿ	3	
3057	步	b	ʉᵝ	6	
3058	武	v	ʉᵝ	6	
3059	歧	dʑ	iᶽ	2	
3060	歪	h	uɑˠ	1	
3061	歲	s	ᴇ	5	
3062	歷	l	iɪʔ	8	
3063	歸	tɕ	yᶽ	1	
3064	歸	k	uᴇ	1	
3065	歹	t	ᴇ	3	
3066	死	s	ɿ	3	
3067	死	s	iᶽ	3	
3068	歿	m	əʔ	8	
3069	殃		iã	1	
3070	殄	tʰ	i	3	
3071	殅	s	ã	1	
3072	殆	d	ᴇ	6	
3073	殉	z	in	2	
3074	殊	z(ʒ)	ʮ(ʯ)	2	
3075	殍	b	iæ	2	
3076	殖	z(ʒ)	əʔ	8	
3077	殘	z	ᴇ	2	
3078	殘	z	ᴇ	6	
3079	殞		yən	3	
3080	殟		uəʔ	7	
3081	殤	s	ɑ̃ˠ	1	
3082	殭	tɕ	iã	1	
3083	殮	l	i	6	
3084	殯	p	in	1	
3085	殲	tsʰ	i	1	
3086	段	d	ɵ	6	
3087	殷		ᴇ	1	
3088	殷		iən	1	
3089	殺	s	aʔ	7	
3090	殼	kʰ	oʔ	7	
3091	殿	d	i	6	
3092	毀	h	uᴇ	3	
3093	毃	kʰ	oʔ	7	
3094	毅	ȵ	iᶽ	6	
3095	毆		øʏ	1	
3096	毋	v	ʉᵝ	6	
3097	母	m	uˠ	1	
3098	母	m	uˠ	6	
3099	每	m	ᴇ	1	
3100	毐		ᴇ	1	
3101	毒	d	oʔ	8	
3102	毓		ioʔ	7	
3103	比	p	iᶽ	3	
3104	比	b	iᶽ	2	
3105	毖	p	iᶽ	5	
3106	毗	b	iᶽ	2	
3107	毛	m	æ	1	
3108	毛	m	æ	2	
3109	毫	ɦ	æ	2	
3110	毬	dʑ	ʏ	2	
3111	毯	tʰ	ᴇ	3	
3112	毻	tʰ	ɜuᵝ	5	
3113	毽	tɕ	i	5	
3114	氄	ȵ	ioŋ	2	
3115	氅	tsʰ(tʃʰ)	ã	3	
3116	氆	pʰ	ʉᵝ	3	
3117	氈	ts(tʃ)	ɵ	1	
3118	氍	dʑ	yᶽ	2	
3119	氏	z(ʒ)	ʮ(ʯ)	6	
3120	氐	t	iᶽ	3	
3121	民	m	in	2	
3122	氓	m	ɑ̃ˠ	2	
3123	氕	pʰ	iɪʔ	7	
3124	氖	n	ᴇ	6	
3125	氘	t	æ	1	
3126	氛	v	ən	6	
3127	氡	t	oŋ	1	
3128	氣	tɕʰ	iᶽ	5	
3129	氤		iən	1	
3130	氧	ɦ	iã	6	
3131	氨		ɵ	1	
3132	氪	kʰ	əʔ	7	
3133	氫	tɕʰ	iən	1	
3134	氮	d	ᴇ	6	
3135	氯	l	oʔ	8	
3136	氰	tsʰ	in	1	
3137	氳	ɦ	yən	2	
3138	水	s(ʃ)	ʮ(ʯ)	3	
