汉字	注释	声母	韵母	声调
盒		∅	uʌʔ	[8]
活		∅	uʌʔ	[8]
滑		∅	uʌʔ	[8]
猾		∅	uʌʔ	[8]
获		∅	uʌʔ	[8]
或		∅	uʌʔ	[8]
劃		∅	uʌʔ	[8]
决		tɕ	yɛʔ	[7]
诀		tɕ	yɛʔ	[7]
厥		tɕ	yɛʔ	[7]
汁		tɕ	yɛʔ	[7]
□	（~头:手指头）	tɕ	yɛʔ	[7]
出	1	tɕh	yɛʔ	[7]
屈		tɕh	yɛʔ	[7]
倔		tɕh	yɛʔ	[7]
缺		tɕh	yɛʔ	[7]
侄		dʑ	yɛʔ	[8]
秩		dʑ	yɛʔ	[8]
橛		dʑ	yɛʔ	[8]
绝		dʑ	yɛʔ	[8]
捏		ȵ	yɛʔ	[8]
血		ɕ	yɛʔ	[7]
说		ɕ	yɛʔ	[7]
刷		ɕ	yɛʔ	[7]
蟀		ɕ	yɛʔ	[7]
膝		ɕ	yɛʔ	[7]
实	1（~在）	ʑ	yɛʔ	[8]
十		ʑ	yɛʔ	[8]
自	1（~家:自己）	ʑ	yɛʔ	[8]
镬		∅	yɛʔ	[8]
穴		∅	yɛʔ	[8]
月		∅	yɛʔ	[8]
越		∅	yɛʔ	[8]
曰		∅	yɛʔ	[8]
粤		∅	yɛʔ	[8]
悦		∅	yɛʔ	[8]
阅		∅	yɛʔ	[8]
博		p	ɔʔ	[7]
剥	2（~削）	p	ɔʔ	[7]
驳		p	ɔʔ	[7]
朴		ph	ɔʔ	[7]
扑	2	ph	ɔʔ	[7]
仆		ph	ɔʔ	[7]
醭		ph	ɔʔ	[7]
拍		ph	ɔʔ	[7]
□	（~□lɔʔ24":雹）	ph	ɔʔ	[7]
薄	2	b	ɔʔ	[8]
雹		b	ɔʔ	[8]
泊	1	b	ɔʔ	[8]
没	1（~要紧:不要紧）	m	ɔʔ	[8]
莫		m	ɔʔ	[8]
摸		m	ɔʔ	[8]
墨	1	m	ɔʔ	[8]
默	1	m	ɔʔ	[8]
膜		m	ɔʔ	[8]
寞		m	ɔʔ	[8]
托		th	ɔʔ	[7]
秃		th	ɔʔ	[7]
脱		th	ɔʔ	[7]
庹		th	ɔʔ	[7]
忒		th	ɔʔ	[7]
铎		d	ɔʔ	[8]
镀		d	ɔʔ	[8]
独		d	ɔʔ	[8]
读		d	ɔʔ	[8]
犊		d	ɔʔ	[8]
牍		d	ɔʔ	[8]
择	1（选择）	d	ɔʔ	[8]
落		l	ɔʔ	[8]
烙		l	ɔʔ	[8]
骆		l	ɔʔ	[8]
酪		l	ɔʔ	[8]
洛		l	ɔʔ	[8]
络		l	ɔʔ	[8]
乐	（欢~）	l	ɔʔ	[8]
乐	1（音~）	l	ɔʔ	[8]
□	（□phɔʔ4~:雹）	l	ɔʔ	[8]
□	（~□tʌʔ5:在）	l	ɔʔ	[8]
□	（□iɛʔ4~:收拾东西）	l	ɔʔ	[8]
作		ts	ɔʔ	[7]
昨		dz	ɔʔ	[8]
索		s	ɔʔ	[7]
凿		z	ɔʔ	[8]
柞		z	ɔʔ	[8]
割		k	ɔʔ	[7]
葛		k	ɔʔ	[7]
各		k	ɔʔ	[7]
阁		k	ɔʔ	[7]
搁		k	ɔʔ	[7]
胳		k	ɔʔ	[7]
角		k	ɔʔ	[7]
酷		k	ɔʔ	[7]
揢	（抓）	kh	ɔʔ	[7]
渴		kh	ɔʔ	[7]
确		kh	ɔʔ	[7]
壳		kh	ɔʔ	[7]
□	（敲击）	kh	ɔʔ	[7]
□	（~□mɔ0:如果）	kh	ɔʔ	[7]
瞎		x	ɔʔ	[7]
辖		x	ɔʔ	[7]
豁	2	x	ɔʔ	[7]
郝		x	ɔʔ	[7]
霍		x	ɔʔ	[7]
藿		x	ɔʔ	[7]
恶	（善~）	∅	ɔʔ	[7]
鹤		∅	ɔʔ	[8]
学	1	∅	ɔʔ	[8]
桌	1	t	iɔʔ	[7]
六	2	l	iɔʔ	[8]
绿		l	iɔʔ	[8]
乐	2（音～）	l	iɔʔ	[8]
桌	2	tɕ	iɔʔ	[7]
卓		tɕ	iɔʔ	[7]
琢		tɕ	iɔʔ	[7]
啄		tɕ	iɔʔ	[7]
涿		tɕ	iɔʔ	[7]
着	2	tɕ	iɔʔ	[7]
脚		tɕ	iɔʔ	[7]
戳		tɕh	iɔʔ	[7]
镯		dʑ	iɔʔ	[8]
浊		dʑ	iɔʔ	[8]
□	（淋）	dʑ	iɔʔ	[8]
朔		ɕ	iɔʔ	[7]
学	2	ʑ	iɔʔ	[8]
□	（~暝:昨天）	ʑ	iɔʔ	[8]
□	（砍）	∅	iɔʔ	[7]
乐	3（音～）	∅	iɔʔ	[8]
挖		∅	uɔʔ	[8]
局		dʑ	yɔʔ	[8]
狱		ȵ	yɔʔ	[8]
卜		p	əʔ	[7]
腹	1（～肚:肚子）	p	əʔ	[7]
扑	1	ph	əʔ	[7]
覆	1（趴）	ph	əʔ	[7]
木		m	əʔ	[8]
目		m	əʔ	[8]
穆		m	əʔ	[8]
牧		m	əʔ	[8]
□	（□khəʔ5~:大概）	m	əʔ	[0]
弗	（不）	f	əʔ	[7]
福		f	əʔ	[7]
幅		f	əʔ	[7]
幅		f	əʔ	[7]
复		f	əʔ	[7]
腹	2	f	əʔ	[7]
覆	2	f	əʔ	[7]
服		v	əʔ	[8]
伏		v	əʔ	[8]
笃		t	əʔ	[7]
督		t	əʔ	[7]
筑	1	t	əʔ	[7]
都	1（副词）	t	əʔ	[7]
□	（~头:叩头）	t	əʔ	[7]
夺		d	əʔ	[8]
毒		d	əʔ	[8]
栗		l	əʔ	[8]
鹿		l	əʔ	[8]
禄		l	əʔ	[8]
六	1	l	əʔ	[8]
陆		l	əʔ	[8]
录		l	əʔ	[8]
只	2（副词）	ts	əʔ	[7]
足		ts	əʔ	[7]
促		tsh	əʔ	[7]
撮		tsh	əʔ	[7]
□	（看）	tsh	əʔ	[7]
族		dz	əʔ	[8]
俗		dz	əʔ	[8]
续		dz	əʔ	[8]
速		s	əʔ	[7]
肃		s	əʔ	[7]
宿		s	əʔ	[7]
缩		s	əʔ	[7]
粟		s	əʔ	[7]
束		s	əʔ	[7]
穀		k	əʔ	[7]
□	（~有:还有）	k	əʔ	[7]
哭		kh	əʔ	[7]
麯	1	kh	əʔ	[7]
□	（~萁:蕨）	kh	əʔ	[7]
□	（~狲:猴子）	kh	əʔ	[7]
□	（~臀:屁股）	kh	əʔ	[7]
□	（~□khã45:刚）	kh	əʔ	[7]
□	（~□məʔ0:大概）	kh	əʔ	[7]
□	（□nʌʔ2~□tsã45:栗暴）	kh	əʔ	[7]
沃		∅	əʔ	[7]
握		∅	əʔ	[7]
屋		∅	əʔ	[7]
笔	2	p	ieʔ	[7]
毕		p	ieʔ	[7]
必		p	ieʔ	[7]
逼		p	ieʔ	[7]
壁		p	ieʔ	[7]
碧		p	ieʔ	[7]
壁		p	ieʔ	[7]
匹		ph	ieʔ	[7]
𡛘	（女阴）	ph	ieʔ	[7]
辟		ph	ieʔ	[7]
僻		ph	ieʔ	[7]
劈		ph	ieʔ	[7]
弼		b	ieʔ	[8]
鼻	2（～头）	b	ieʔ	[8]
密		m	ieʔ	[8]
蜜		m	ieʔ	[8]
觅		m	ieʔ	[8]
的	（目~）	t	ieʔ	[7]
得	1（识~:知道）	t	ieʔ	[7]
滴		t	ieʔ	[7]
嫡		t	ieʔ	[7]
摘	1（用指甲掐）	t	ieʔ	[7]
□	（~□gɔ212:为什么）	t	ieʔ	[7]
踢		th	ieʔ	[7]
剔		th	ieʔ	[7]
笛		d	ieʔ	[8]
敌		d	ieʔ	[8]
狄		d	ieʔ	[8]
历	（~史）	l	ieʔ	[8]
曆		l	ieʔ	[8]
力		l	ieʔ	[8]
执		tɕ	ieʔ	[7]
急		tɕ	ieʔ	[7]
级		tɕ	ieʔ	[7]
给	（供~制）	tɕ	ieʔ	[7]
质		tɕ	ieʔ	[7]
吉		tɕ	ieʔ	[7]
即		tɕ	ieʔ	[7]
鲫		tɕ	ieʔ	[7]
织		tɕ	ieʔ	[7]
职		tɕ	ieʔ	[7]
戟		tɕ	ieʔ	[7]
积		tɕ	ieʔ	[7]
迹		tɕ	ieʔ	[7]
脊		tɕ	ieʔ	[7]
隻		tɕ	ieʔ	[7]
炙		tɕ	ieʔ	[7]
绩		tɕ	ieʔ	[7]
击		tɕ	ieʔ	[7]
泣		tɕh	ieʔ	[7]
七		tɕh	ieʔ	[7]
漆		tɕh	ieʔ	[7]
讫		tɕh	ieʔ	[7]
乞		tɕh	ieʔ	[7]
赤		tɕh	ieʔ	[7]
尺		tɕh	ieʔ	[7]
斥		tɕh	ieʔ	[7]
戚		tɕh	ieʔ	[7]
吃		tɕh	ieʔ	[7]
是	1	dʑ	ieʔ	[8]
蛰		dʑ	ieʔ	[8]
及	（~格,来得~）	dʑ	ieʔ	[8]
疾		dʑ	ieʔ	[8]
辑		dʑ	ieʔ	[8]
缉		dʑ	ieʔ	[8]
直		dʑ	ieʔ	[8]
值		dʑ	ieʔ	[8]
殖		dʑ	ieʔ	[8]
植		dʑ	ieʔ	[8]
极		dʑ	ieʔ	[8]
剧		dʑ	ieʔ	[8]
寂		dʑ	ieʔ	[8]
逆		ȵ	ieʔ	[8]
溺		ȵ	ieʔ	[8]
湿		ɕ	ieʔ	[7]
吸		ɕ	ieʔ	[7]
失		ɕ	ieʔ	[7]
室		ɕ	ieʔ	[7]
息		ɕ	ieʔ	[7]
熄		ɕ	ieʔ	[7]
媳		ɕ	ieʔ	[7]
饬		ɕ	ieʔ	[7]
识		ɕ	ieʔ	[7]
式		ɕ	ieʔ	[7]
饰		ɕ	ieʔ	[7]
昔		ɕ	ieʔ	[7]
惜		ɕ	ieʔ	[7]
适		ɕ	ieʔ	[7]
释		ɕ	ieʔ	[7]
锡		ɕ	ieʔ	[7]
析		ɕ	ieʔ	[7]
悉		ɕ	ieʔ	[7]
集		ʑ	ieʔ	[8]
习		ʑ	ieʔ	[8]
袭		ʑ	ieʔ	[8]
拾	（大写的十）	ʑ	ieʔ	[8]
入	2	ʑ	ieʔ	[8]
实	2（事~）	ʑ	ieʔ	[8]
食	2（粮~）	ʑ	ieʔ	[8]
蚀		ʑ	ieʔ	[8]
籍		ʑ	ieʔ	[8]
藉		ʑ	ieʔ	[8]
席		ʑ	ieʔ	[8]
夕		ʑ	ieʔ	[8]
石	2	ʑ	ieʔ	[8]
乙		∅	ieʔ	[7]
一		∅	ieʔ	[7]
抑		∅	ieʔ	[7]
益		∅	ieʔ	[7]
揖		∅	ieʔ	[7]
逸		∅	ieʔ	[8]
翼		∅	ieʔ	[8]
亦		∅	ieʔ	[8]
译		∅	ieʔ	[8]
易	（交~）	∅	ieʔ	[8]
液		∅	ieʔ	[8]
腋		∅	ieʔ	[8]
□	（折叠）	∅	ieʔ	[8]
橘		tɕ	yeʔ	[7]
□	（吮吸）	tɕ	yeʔ	[7]
出	2	tɕh	yeʔ	[7]
曲	（～折）	tɕh	yeʔ	[7]
术	（白~）	dʑ	yeʔ	[8]
戌		ɕ	yeʔ	[7]
恤		ɕ	yeʔ	[7]
什		ʑ	yeʔ	[8]
术	（技~）	ʑ	yeʔ	[8]
述		ʑ	yeʔ	[8]
秫		ʑ	yeʔ	[8]
入	1（~尔娘:骂人话）	ʑ	yeʔ	[8]
域		∅	yeʔ	[8]
役		∅	yeʔ	[8]
竹	1	t	yoʔ	[7]
竹	2	tɕ	yoʔ	[7]
筑	2	tɕ	yoʔ	[7]
祝		tɕ	yoʔ	[7]
粥		tɕ	yoʔ	[7]
菊		tɕ	yoʔ	[7]
掬		tɕ	yoʔ	[7]
烛		tɕ	yoʔ	[7]
嘱		tɕ	yoʔ	[7]
拙		tɕh	yoʔ	[7]
畜	（~牲）	tɕh	yoʔ	[7]
畜	（~牧）	tɕh	yoʔ	[7]
麴	2	tɕh	yoʔ	[7]
触		tɕh	yoʔ	[7]
曲	（歌~）	tɕh	yoʔ	[7]
逐		dʑ	yoʔ	[8]
轴		dʑ	yoʔ	[8]
赎		dʑ	yoʔ	[8]
蜀		dʑ	yoʔ	[8]
肉	1	ȵ	yoʔ	[8]
褥	1	ȵ	yoʔ	[8]
玉		ȵ	yoʔ	[8]
□	（~下:现在）	ȵ	yoʔ	[8]
叔		ɕ	yoʔ	[7]
淑		ɕ	yoʔ	[7]
蓄		ɕ	yoʔ	[7]
熟	（煮~,~悉）	ʑ	yoʔ	[8]
肉	2	ʑ	yoʔ	[8]
属		ʑ	yoʔ	[8]
辱		ʑ	yoʔ	[8]
褥	2	ʑ	yoʔ	[8]
育		∅	yoʔ	[8]
郁		∅	yoʔ	[8]
欲		∅	yoʔ	[8]
浴		∅	yoʔ	[8]
无	1（动词,没有）	∅	m̩	[3]
母		∅	m̩	[3]
疑	1（怀~）	∅	n̩	[2]
倪		∅	n̩	[2]
尼	1（~姑）	∅	n̩	[2]
儿	2	∅	n̩	[3]
尔	1（你;这）	∅	n̩	[6]
二	1	∅	n̩	[6]
耳	1	∅	n̩	[6]
艺	1	∅	n̩	[6]
拟	1	∅	n̩	[6]
议	1	∅	n̩	[6]
认	2（～真）	∅	n̩	[6]
