汉字	拼音	IPA	注释		
囥	khng5	kʰŋ˨˩˨			
昂	ngang1	ŋaŋ˧˧			
杭	hang2	haŋ˥˥			
航	hang2	haŋ˥˥			
航	phang2	pʰaŋ˥˥	俗		
行	hang2	haŋ˥˥			
骯	ang1	aŋ˧˧			
娘	liang2	liaŋ˥˥	文，爹~		
娘	nionn2	niõ˥˥	白		
釀	jiang3	dziaŋ˥˩			
良	liang2	liaŋ˥˥			
凉	liang2	liaŋ˥˥			
量	liang2	liaŋ˥˥	文		
量	liang4	liaŋ˨˥	文		
量	nionn2	niõ˥˥	白		
糧	nionn2	niõ˥˥			
梁	liang2	liaŋ˥˥	文		
梁	nionn2	niõ˥˥	白		
粱	liang2	liaŋ˥˥			
兩	liang3	liaŋ˥˩	文		
兩	nionn3	niõ˥˩	白，斤兩		
兩	nonn4	nõ˨˥	白		
亮	liang4	liaŋ˨˥			
輛	liang3	liaŋ˥˩			
諒	liang4	liaŋ˨˥			
將	tsiang1	tsiaŋ˧˧			
漿	tsionn1	tsiõ˧˧			
蔣	tsionn3	tsiõ˥˩			
槳	tsionn3	tsiõ˥˩			
獎	tsiang5	tsiaŋ˨˩˨			
將	tsiang5	tsiaŋ˨˩˨			
醬	tsionn5	tsiõ˨˩˨			
槍	tshionn1	tsʰiõ˧˧			
搶	tshionn3	tsʰiõ˥˩			
牆	tshionn2	tsʰiõ˥˥			
匠	tshionn6	tsʰiõ˨˩			
相	siang1	siaŋ˧˧	文		
相	siang5	siaŋ˨˩˨	文		
相	sio1	sio˧˧	白		
相	sionn5	siõ˨˩˨	白		
厢	sionn1	siõ˧˧			
鑲	siang1	siaŋ˧˧	文		
鑲	sionn1	siõ˧˧	白		
箱	sionn1	siõ˧˧			
襄	siang1	siaŋ˧˧			
想	siang3	siaŋ˥˩	文		
想	sionn4	siõ˨˥	白		
詳	siang2	siaŋ˥˥			
祥	siang2	siaŋ˥˥			
像	siang4	siaŋ˨˥	文		
像	sionn5	siõ˨˩˨	訓“相”		
像	tshionn4	tsʰiõ˨˥	白		
象	siang4	siaŋ˨˥	文		
象	tshionn4	tsʰiõ˨˥	白		
張	tsiang1	tsiaŋ˧˧	文		
張	tionn1	tiõ˧˧	白		
漲	tsiang5	tsiaŋ˨˩˨			
長	tshiang2	tsʰiaŋ˥˥	文		
長	tsiang3	tsiaŋ˥˩	文		
長	tionn2	tiõ˥˥	白，地名		
長	tionn3	tiõ˥˩	白		
長	tng2	tŋ˥˥	白		
帳	tionn5	tiõ˨˩˨			
賬	tionn5	tiõ˨˩˨			
脹	tsiang5	tsiaŋ˨˩˨	文		
脹	tionn5	tiõ˨˩˨	白		
暢	thiang5	tʰiaŋ˨˩˨			
腸	tshiang2	tsʰiaŋ˥˥	文		
腸	tng2	tŋ˥˥	白		
場	tshiang2	tsʰiaŋ˥˥	文，排~		
場	tionn2	tiõ˥˥	白		
丈	tsiang4	tsiaŋ˨˥	文		
丈	tionn4	tiõ˨˥	白		
丈	tng4	tŋ˨˥	白		
杖	tsiang4	tsiaŋ˨˥	文		
杖	thng4	tʰŋ˨˥	白，槌~		
仗	tsiang4	tsiaŋ˨˥			
莊	tsang1	tsaŋ˧˧	文，~嚴		
莊	tsng1	tsŋ˧˧	白		
裝	tsuang1	tsuaŋ˧˧	文		
裝	tsng1	tsŋ˧˧	白		
妝	tsuang1	tsuaŋ˧˧	文		
妝	tsng1	tsŋ˧˧	白		
壯	tsang5	tsaŋ˨˩˨			
瘡	tshng1	tsʰŋ˧˧			
創	tshang5	tsʰaŋ˨˩˨	文		
創	tshong5	tsʰoŋ˨˩˨	替		
牀	sng2	sŋ˥˥	籠~		
牀	tshng2	tsʰŋ˥˥			
狀	tsuang4	tsuaŋ˨˥	文		
狀	tso4	tso˨˥	~元		
狀	tsng6	tsŋ˨˩	白		
霜	siang1	siaŋ˧˧	~降		
霜	sng1	sŋ˧˧	白		
孀	sng1	sŋ˧˧			
爽	suang3	suaŋ˥˩	文		
爽	sng3	sŋ˥˩	白		
章	tsiang1	tsiaŋ˧˧	文		
章	tsionn1	tsiõ˧˧	白		
樟	tsiang1	tsiaŋ˧˧	文		
樟	tsionn1	tsiõ˧˧	白		
樟	tsng1	tsŋ˧˧	地名		
漳	tsiang1	tsiaŋ˧˧	文		
漳	tsionn1	tsiõ˧˧	白，地名		
獐	kionn1	kiõ˧˧			
掌	tsionn3	tsiõ˥˩			
障	tsiang5	tsiaŋ˨˩˨			
昌	tshiang1	tsʰiaŋ˧˧			
廠	tshiang3	tsʰiaŋ˥˩			
唱	tshiang5	tsʰiaŋ˨˩˨	文		
唱	tshio5	tsʰio˨˩˨	白		
倡	tshiang5	tsʰiaŋ˨˩˨			
商	siang1	siaŋ˧˧			
傷	siang1	siaŋ˧˧	文		
傷	sionn1	siõ˧˧	白		
賞	sionn3	siõ˥˩			
餉	hiang3	hiaŋ˥˩	俗		
常	tshiang2	tsʰiaŋ˥˥	文，~~		
常	sionn2	siõ˥˥	白		
嘗	sionn2	siõ˥˥			
償	siang2	siaŋ˥˥	文		
償	sionn2	siõ˥˥	白		
裳	siang2	siaŋ˥˥			
上	siang4	siaŋ˨˥	文		
上	tsionn4	tsiõ˨˥	白		
上	tsionn6	tsiõ˨˩	白		
上	tshionn4	tsʰiõ˨˥	白，使上		
尚	siang4	siaŋ˨˥	文		
尚	sionn6	siõ˨˩	白，和~		
瓤	jiang2	dziaŋ˥˥	文		
瓤	nng2	nŋ˥˥	白		
壤	jiang3	dziaŋ˥˩			
攘	jiang3	dziaŋ˥˩			
嚷	jiang3	dziaŋ˥˩			
讓	jiang4	dziaŋ˨˥	文		
讓	nionn6	niõ˨˩	白		
疆	kiang1	kiaŋ˧˧			
僵	kiang1	kiaŋ˧˧			
姜	kiang1	kiaŋ˧˧			
薑	kionn1	kiõ˧˧			
羌	kiang1	kiaŋ˧˧			
強	khiang2	kʰiaŋ˥˥			
強	kiang3	kiaŋ˥˩			
仰	ngiang3	ŋiaŋ˥˩			
香	hiang1	hiaŋ˧˧	文		
香	hionn1	hiõ˧˧	白		
鄉	hiang1	hiaŋ˧˧	文		
鄉	hionn1	hiõ˧˧	白		
享	hiang3	hiaŋ˥˩			
響	hiang5	hiaŋ˨˩˨			
向	hiang5	hiaŋ˨˩˨	文		
向	ng5	ŋ˨˩˨	白		
央	iang1	iaŋ˧˧	文		
央	ng1	ŋ˧˧	白，中~		
秧	iang1	iaŋ˧˧	文		
秧	ng1	ŋ˧˧	白		
殃	iang1	iaŋ˧˧			
鴦	ionn1	iõ˧˧			
羊	ionn2	iõ˥˥			
洋	iang2	iaŋ˥˥	文		
洋	ionn2	iõ˥˥	白		
楊	iang2	iaŋ˥˥	文		
楊	ionn2	iõ˥˥	白		
揚	iang2	iaŋ˥˥	文		
揚	tshionn2	tsʰiõ˥˥	白		
陽	iang2	iaŋ˥˥	文		
陽	ionn2	iõ˥˥	白，地名		
養	iang3	iaŋ˥˩	文		
養	ionn3	iõ˥˩	白		
癢	iang3	iaŋ˥˩	文		
癢	tsionn4	tsiõ˨˥	白		
樣	iang4	iaŋ˨˥	文，一般~		
樣	ionn6	iõ˨˩	白		
恙	iang4	iaŋ˨˥			
粕	phoh	pʰoʔ˨			
博	phak7	pʰak˨			
薄	poh8	poʔ˥˦			
泊	poh8	poʔ˥˦			
莫	mok8	mok˥˦			
膜	moh8	moʔ˥˦			
摸	mo1	mo˧˧	文		
摸	mong2	moŋ˥˥			
摸	mak7	mak˨			
寞	mok8	mok˥˦			
幕	mo4	mo˨˥			
托	thoh7	tʰoʔ˨			
鐸	tak8	tak˥˦			
諾	nap8	nap˥˦			
落	lak7	lak˨	替		
落	loh8	loʔ˥˦			
落	lauh8	lauʔ˥˦	掉落		
洛	lok8	lok˥˦			
駱	loh8	loʔ˥˦			
絡	lok8	lok˥˦			
酪	lok8	lok˥˦			
烙	lok8	lok˥˦			
烙	luah7	luaʔ˨	替		
樂	lak8	lak˥˦			
作	tsak7	tsak˨	文		
作	tsoh7	tsoʔ˨	白		
鑿	tshak8	tsʰak˥˦			
昨	tsoh8	tsoʔ˥˦			
昨	tsa1	tsa˧˧	替		
索	sok7	sok˨	文		
索	soh7	soʔ˨	白		
各	kak7	kak˨	文		
各	koh7	koʔ˨	白，~號		
閣	koh7	koʔ˨			
胳	koh7	koʔ˨			
鄂	ngak8	ŋak˥˦			
鱷	ngak8	ŋak˥˦			
噩	ngak8	ŋak˥˦			
愕	ngak8	ŋak˥˦	文		
愕	ngoh8	ŋoʔ˥˦	白		
壑	hak7	hak˨			
鶴	hoh8	hoʔ˥˦			
惡	ak7	ak˨	文		
惡	oh7	oʔ˨	白，困難		
掠	liah8	liaʔ˥˦	訓“搦”		
略	liak8	liak˥˦			
爵	tsiak7	tsiak˨			
雀	tshiak7	tsʰiak˨	文		
雀	tsiauh7	tsiauʔ˨	白，~盲		
雀	tsiah7	tsiaʔ˨	白，麻~		
鵲	tshiak7	tsʰiak˨			
削	siah7	siaʔ˨			
著	tioh7	tioʔ˨			
著	tioh8	tioʔ˥˦	正確		
著	toh8	toʔ˥˦	~火		
酌	tsiak7	tsiak˨			
綽	tshiak7	tsʰiak˨			
勺	tshiah8	tsʰiaʔ˥˦			
芍	tshiak7	tsʰiak˨			
若	jiak8	dziak˥˦	文		
若	jioh8	dzioʔ˥˦	白		
若	lioh8	lioʔ˥˦	白，又		
箬	jiak8	dziak˥˦	文		
箬	hioh8	hioʔ˥˦	白		
箬	hah7	haʔ˨	替		
弱	jiak8	dziak˥˦	文		
弱	nioh8	nioʔ˥˦	白，軟~		
腳	kioh7	kioʔ˨			
腳	kha1	kʰa˧˧	訓		
卻	khiak7	kʰiak˨			
虐	ngiak8	ŋiak˥˦			
瘧	ngiak8	ŋiak˥˦			
約	iok7	iok˨	猜測		
約	iak7	iak˨	文		
約	ioh7	ioʔ˨	白		
躍	iak7	iak˨			
躍	iauh7	iauh˨			
藥	iak8	iak˥˦	文，芍~		
藥	ioh8	ioʔ˥˦	白		
光	kuang1	kuaŋ˧˧	文		
光	kng1	kŋ˧˧	白		
廣	kuang3	kuaŋ˥˩	文		
廣	kng3	kŋ˥˩	白		
曠	khuang5	kʰuaŋ˨˩˨			
荒	huang1	huaŋ˧˧	文		
荒	hng1	hŋ˧˧	白		
慌	huang1	huaŋ˧˧			
恍	huang3	huaŋ˥˩			
謊	huang1	huaŋ˧˧			
黃	huang2	huaŋ˥˥	文		
黃	ng2	ŋ˥˥	白		
蝗	huang2	huaŋ˥˥			
皇	huang2	huaŋ˥˥			
皇	uang2	uaŋ˥˥	又		
隍	huang2	huaŋ˥˥	文		
隍	ng2	ŋ˥˥	白		
煌	huang2	huaŋ˥˥			
凰	huang2	huaŋ˥˥			
汪	uang1	uaŋ˧˧			
方	huang1	huaŋ˧˧	文		
方	hng1	hŋ˧˧	白		
方	pung1	puŋ˧˧	白，姓氏		
方	pang1	paŋ˧˧	白		
肪	huang3	huaŋ˥˩			
仿	huang3	huaŋ˥˩			
放	huang5	huaŋ˨˩˨	文		
放	pang5	paŋ˨˩˨	白		
芳	huang1	huaŋ˧˧	文		
芳	phang1	pʰaŋ˧˧	白，香		
妨	huang2	huaŋ˥˥			
紡	huang3	huaŋ˥˩	文		
紡	phang3	pʰaŋ˥˩	白		
仿	huang3	huaŋ˥˩			
彷	phang2	pʰaŋ˥˥			
訪	huang3	huaŋ˥˩			
房	pang2	paŋ˥˥			
防	huang2	huaŋ˥˥			
亡	muang2/buang2	muaŋ˥˥/buaŋ˥˥			
忘	muang2/buang2	muaŋ˥˥/buaŋ˥˥			
網	mang4	maŋ˨˥			
望	muang4/buang4	muaŋ˨˥/buaŋ˨˥	文		
望	monn6	mõ˨˩	白		
妄	muang3/buang3	muaŋ˥˩/buaŋ˥˩			
逛	kuang4	kuaŋ˨˥			
匡	khuang1	kʰuaŋ˧˧			
匡	khang1	kʰaŋ˧˧			
筐	khuang1	kʰuaŋ˧˧	文		
筐	kheng1	kʰɛŋ˧˧	白		
狂	khuang2	kʰuaŋ˥˥	文		
狂	kng2	kŋ˥˥	白		
況	khuang5	kʰuaŋ˨˩˨			
枉	uang3	uaŋ˥˩			
王	uang2	uaŋ˥˥	文		
王	heng2	hɛŋ˥˥	白		
往	uang3	uaŋ˥˩			
旺	uang4	uaŋ˨˥			
郭	kueh7	kueʔ˨			
擴	khuang5	kʰuaŋ˨˩˨			
廓	kuak7	kuak˨			
霍	khak7	kʰak˨			
藿	khak7	kʰak˨			
鑊	uak8	uak˥˦			
縛	pak8	pak˥˦			
邦	pang1	paŋ˧˧			
綁	pang3	paŋ˥˩			
胖	phuang5	pʰuaŋ˨˩˨			
胖	phong5	pʰoŋ˨˩˨			
龐	phang2	pʰaŋ˥˥			
棒	pang4	paŋ˨˥			
蚌	hong3	hoŋ˥˩			
幢	tong2	toŋ˥˥			
撞	tsuang4	tsuaŋ˨˥	文		
撞	tong6	toŋ˨˩			
撞	tng6	tŋ˨˩	白，遭遇		
窗	theng1	tʰɛŋ˧˧			
雙	sang1	saŋ˧˧			
江	kang1	kaŋ˧˧			
肛	kang1	kaŋ˧˧			
扛	kng1	kŋ˧˧			
講	kang3	kaŋ˥˩	文		
講	kong3	koŋ˥˩			
港	kang3	kaŋ˥˩			
杠	kang5	kaŋ˨˩˨	文		
杠	kong5	koŋ˨˩˨	~桿		
降	hang2	haŋ˥˥	文		
降	kang5	kaŋ˨˩˨	文		
降	kong5	koŋ˨˩˨	~頭咒		
虹	hong2	hoŋ˥˥	文		
虹	kheng4	kʰɛŋ˨˥	替		
腔	khionn1	kʰiõ˧˧			
項	hang4	haŋ˨˥			
巷	hang6	haŋ˨˩			
剝	pak7	pak˨			
駁	poh7	poʔ˨			
璞	phok7	pʰok˨			
雹	phak8	pʰak˥˦			
卓	toh7	toʔ˨			
桌	toh7	toʔ˨			
啄	toh7	toʔ˨			
戳	tshiok7	tsʰiok˨	替		
濁	juak8	dzuak˥˦			
濁	tsuak8	tsuak˥˦	又		
捉	tshok7	tsʰok˨			
鐲	tshok7	tsʰok˨	俗		
朔	suak7	suak˨			
朔	sok7	sok˨	又		
覺	kak7	kak˨			
角	kak7	kak˨			
餃	kiau3	kiau˥˩			
確	khak7	kʰak˨			
殼	khak7	kʰak˨			
嶽	ngak8	ŋak˥˦			
岳	ngak8	ŋak˥˦			
樂	gauh8	gauʔ˥˦			
學	hak8	hak˥˦	文		
學	oh8	oʔ˥˦	白		
握	ok7	ok˨			
崩	pang1	paŋ˧˧			
朋	pheng2	pʰɛŋ˥˥			
登	teng1	tɛŋ˧˧			
燈	teng1	tɛŋ˧˧			
等	teng3	tɛŋ˥˩	文		
等	tang3	taŋ˥˩	白		
凳	teng5	tɛŋ˨˩˨			
藤	ting2	tiŋ˥˥			
騰	theng2	tʰɛŋ˥˥			
疼	tong5	toŋ˨˩˨			
疼	thiann5	tʰiã˨˩˨	替		
鄧	teng4	tɛŋ˨˥			
能	leng2	lɛŋ˥˥			
楞	leng2	lɛŋ˥˥			
增	tseng1	tsɛŋ˧˧			
憎	tseng1	tsɛŋ˧˧			
曾	tseng1	tsɛŋ˧˧	文		
曾	tseng2	tsɛŋ˥˥	文		
曾	tsang1	tsaŋ˧˧	白，姓氏		
層	tsang2	tsaŋ˥˥			
贈	tsang6	tsaŋ˨˩			
僧	tseng1	tsɛŋ˧˧			
肯	kheng3	kʰɛŋ˥˩			
恆	hueng2	hueŋ˥˥			
恆	heng2	hɛŋ˥˥	又		
恆	ang2	aŋ˥˥	替，緊		
冰	piann1	piã˧˧			
憑	pheng2	pʰɛŋ˥˥			
凌	leng2	lɛŋ˥˥			
菱	leng2	lɛŋ˥˥			
陵	leng2	lɛŋ˥˥			
徵	teng1	tɛŋ˧˧			
澄	theng2	tʰɛŋ˥˥			
懲	theng3	tʰɛŋ˥˩			
橙	tsheng2	tsʰɛŋ˥˥			
瞪	teng5	tɛŋ˨˩˨			
蒸	tseng1	tsɛŋ˧˧			
拯	tsing3	tsiŋ˥˩			
證	tseng5	tsɛŋ˨˩˨			
症	tseng5	tsɛŋ˨˩˨			
稱	tsheng1	tsʰɛŋ˧˧	文		
稱	tsheng5	tsʰɛŋ˨˩˨	文		
稱	tshing5	tsʰiŋ˨˩˨	白		
秤	tshing5	tsʰiŋ˨˩˨			
乘	seng2	sɛŋ˥˥			
繩	sing2	siŋ˥˥			
剩	sing2	siŋ˥˥			
剩	sing6	siŋ˨˩	又		
升	seng1	sɛŋ˧˧			
勝	seng5	sɛŋ˨˩˨			
承	seng2	sɛŋ˥˥	文		
承	sing2	siŋ˥˥	白		
丞	seng2	sɛŋ˥˥			
仍	jeng2	dzɛŋ˥˥			
扔	jeng1	dzɛŋ˧˧			
兢	kheng1	kʰɛŋ˧˧			
凝	ngeng2	ŋɛŋ˥˥			
興	heng1	hɛŋ˧˧			
興	heng5	hɛŋ˨˩˨			
應	eng1	ɛŋ˧˧	文，~該		
鷹	eng1	ɛŋ˧˧			
應	eng5	ɛŋ˨˩˨	文		
應	ing5	iŋ˨˩˨	白		
蠅	sing2	siŋ˥˥			
孕	jeng4	dzɛŋ˨˥			
北	pak7	pak˨			
墨	bak8	bak˥˦			
默	mik8	mik˥˦			
德	tek7	tɛk˨			
得	tik7	tik˨			
特	tek8	tɛk˥˦			
肋	lek8	lɛk˥˦			
勒	lek8	lɛk˥˦			
則	tsek7	tsɛk˨			
賊	tshak8	tsʰak˥˦			
塞	sak7	sak˨			
刻	khek7	kʰɛk˨	文		
刻	khak7	kʰak˨	白		
克	khiok7	kʰiok˨			
黑	hek7	hɛk˨			
逼	pek7	pɛk˨			
匿	nek8	nɛk˥˦			
力	lak8	lak˥˦			
即	tsiak7	tsiak˨			
鯽	tsik7	tsik˨			
稷	tsek7	tsɛk˨			
息	sek7	sɛk˨			
熄	sek7	sɛk˨	文		
熄	sik7	sik˨	白		
媳	sek7	sɛk˨			
直	tek8	tɛk˥˦	文		
直	tik8	tik˥˦	白		
值	tek8	tɛk˥˦	文		
值	tak8	tak˥˦	白		
側	tshek7	tsʰɛk˨			
測	tshek7	tsʰɛk˨			
惻	tshek7	tsʰɛk˨			
色	sek7	sɛk˨			
織	tsik7	tsik˨			
職	tseh7	tsɛʔ˨			
食	sik8	sik˥˦			
食	tsiah8	tsiaʔ˥˦			
蝕	sih8	siʔ˥˦			
識	sek7	sɛk˨			
式	sek7	sɛk˨			
拭	sek7	sɛk˨	文		
拭	tshik7	tsʰik˨	白		
飾	sek7	sɛk˨			
殖	sik8	sik˥˦			
殖	sik7	sik˨	又		
植	sik8	sik˥˦			
植	sik7	sik˨	又		
棘	kek7	kɛk˨			
極	kek8	kɛk˥˦			
憶	i5	i˨˩˨	俗		
憶	ik7	ik˨	白，~得		
億	ek8	ɛk˥˦			
抑	ak7	ak˨			
翼	ek8	ɛk˥˦	文		
翼	sik8	sik˥˦	白		
弘	hong2	hoŋ˥˥			
國	kok7	kok˨			
或	hok8	hok˥˦			
惑	hok8	hok˥˦			
域	hok8	hok˥˦			
烹	pheng1	pʰɛŋ˧˧			
彭	phenn2	pʰɛ̃˥˥			
膨	phenn2	pʰɛ̃˥˥			
盲	mang2	maŋ˥˥	新		
盲	meng2	mɛŋ˥˥	文		
盲	menn2	mɛ̃˥˥	白，青~		
猛	meng3	mɛŋ˥˩	文		
猛	menn3	mɛ̃˥˩	白		
孟	meng3	mɛŋ˥˩			
打	ta3	ta˥˩			
冷	nenn3	nɛ̃˥˩			
撐	thenn1	tʰɛ̃˧˧			
撐	thenn5	tʰɛ̃˨˩˨			
澄	theng2	tʰɛŋ˥˥			
生	seng1	sɛŋ˧˧	文		
生	senn1	sɛ̃˧˧	白		
生	tshenn1	tsʰɛ̃˧˧	白		
牲	seng1	sɛŋ˧˧	文		
牲	senn1	sɛ̃˧˧	白		
笙	seng1	sɛŋ˧˧			
甥	seng1	sɛŋ˧˧			
省	senn3	sɛ̃˥˩			
更	keng1	kɛŋ˧˧	文		
更	keng5	kɛŋ˨˩˨	文		
更	kenn1	kɛ̃˧˧	白		
庚	kenn1	kɛ̃˧˧			
羹	kenn1	kɛ̃˧˧			
哽	kenn3	kɛ̃˥˩			
坑	khenn1	kʰɛ̃˧˧			
硬	ngenn4	ŋɛ̃˨˥			
亨	heng1	hɛŋ˧˧			
行	heng2	hɛŋ˥˥	文，~李		
行	heng4	hɛŋ˨˥	文		
行	kiann2	kiã˥˥	白		
衡	hueng2/huang2	hueŋ˥˥/huaŋ˥˥			
衡	heng2	hɛŋ˥˥	又		
杏	heng5	hɛŋ˨˩˨			
棚	penn2	pɛ̃˥˥			
萌	meng2	mɛŋ˥˥			
橙	tsheng2	tsʰɛŋ˥˥			
爭	tsenn1	tsɛ̃˧˧			
箏	tseng1	tsɛŋ˧˧			
睜	tseng1	tsɛŋ˧˧			
耕	kenn1	kɛ̃˧˧			
耿	kueng3/kuang3	kueŋ˥˩/kuaŋ˥˩			
幸	heng4	hɛŋ˨˥			
鶯	eng1	ɛŋ˧˧			
鸚	eng1	ɛŋ˧˧			
櫻	eng1	ɛŋ˧˧			
兵	piann1	piã˧˧			
丙	piann3	piã˥˩			
秉	peng3	pɛŋ˥˩			
柄	penn5	pɛ̃˨˩˨			
平	pheng2	pʰɛŋ˥˥	文		
平	penn2	pɛ̃˥˥	白		
平	phenn2	pʰɛ̃˥˥	白，使平		
評	pheng2	pʰɛŋ˥˥			
坪	pheng2	pʰɛŋ˥˥	文		
坪	phenn2	pʰɛ̃˥˥	白		
坪	phiann2	pʰiã˥˥	白		
病	penn6	pɛ̃˨˩			
明	meng2	mɛŋ˥˥	文		
明	menn2	mɛ̃˥˥	白，~年		
鳴	meng2	mɛŋ˥˥			
盟	meng2	mɛŋ˥˥			
皿	meng3	mɛŋ˥˩			
命	meng4	mɛŋ˨˥	文		
命	miann6	miã˨˩	白		
京	kiann1	kiã˧˧			
荆	keng1	kɛŋ˧˧			
驚	keng1	kɛŋ˧˧	文，~蟄		
驚	kiann1	kiã˧˧	白		
境	keng3	kɛŋ˥˩			
景	keng3	kɛŋ˥˩			
警	keng4	kɛŋ˨˥			
敬	keng5	kɛŋ˨˩˨			
竟	keng3	kɛŋ˥˩			
鏡	kiann5	kiã˨˩˨			
卿	kheng1	kʰɛŋ˧˧			
慶	kheng5	kʰɛŋ˨˩˨			
擎	kheng2	kʰɛŋ˥˥	文		
擎	khia2	kʰia˥˥	替		
鯨	kheng2	kʰɛŋ˥˥			
競	keng4	kɛŋ˨˥			
迎	ngeng2	ŋɛŋ˥˥	文		
迎	iann2	iã˥˥	白		
英	eng1	ɛŋ˧˧			
影	iann3	iã˥˩			
映	iang5	iaŋ˨˩˨			
餅	piann3	piã˥˩			
并	peng4	pɛŋ˨˥			
聘	pheng5	pʰɛŋ˨˩˨	文		
聘	phiann5	pʰiã˨˩˨	白		
名	meng2	mɛŋ˥˥	文		
名	miann2	miã˥˥	白		
領	niann3	niã˥˩			
嶺	niann3	niã˥˩			
令	leng4	lɛŋ˨˥			
精	tseng1	tsɛŋ˧˧	文		
精	tsiann1	tsiã˧˧	白		
晶	tsiann1	tsiã˧˧			
睛	tseng1	tsɛŋ˧˧			
井	tsenn3	tsɛ̃˥˩			
清	tsheng1	tsʰɛŋ˧˧			
請	tshiann3	tsʰiã˥˩			
倩	tsheng5	tsʰɛŋ˨˩˨	文		
倩	tshiann5	tsʰiã˨˩˨	白，央~		
倩	tshiah7	tsʰiaʔ˨	白，又		
情	tsheng2	tsʰɛŋ˥˥	文		
情	tsiann2	tsiã˥˥	白		
晴	tsenn2	tsɛ̃˥˥			
靜	tsenn4	tsɛ̃˨˥			
净	tseng4	tsɛŋ˨˥			
性	senn5	sɛ̃˨˩˨			
姓	senn5	sɛ̃˨˩˨			
貞	tseng1	tsɛŋ˧˧			
蟶	thang1	tʰaŋ˧˧			
偵	tseng1	tsɛŋ˧˧			
逞	theng3	tʰɛŋ˥˩			
呈	thiann2	tʰiã˥˥			
程	thiann2	tʰiã˥˥			
鄭	tenn6	tɛ̃˨˩			
正	tsiann1	tsiã˧˧			
征	tseng1	tsɛŋ˧˧			
整	tsiann3	tsiã˥˩			
政	tseng5	tsɛŋ˨˩˨			
正	tsiann5	tsiã˨˩˨			
聲	siann1	siã˧˧			
聖	seng5	sɛŋ˨˩˨	文，~杯		
聖	siann5	siã˨˩˨	白		
城	siann2	siã˥˥			
成	seng2	sɛŋ˥˥	文		
成	siann2	siã˥˥	白，比率		
成	tsiann2	tsiã˥˥	白		
成	tshiann2	tsʰiã˥˥	白，使成		
誠	seng2	sɛŋ˥˥			
盛	seng4	sɛŋ˨˥			
頸	kenn5	kɛ̃˨˩˨			
勁	kenn5	kɛ̃˨˩˨			
輕	khing1	kʰiŋ˧˧			
輕	khia1	kʰia˧˧	~薄		
嬰	eng1	ɛŋ˧˧			
纓	eng1	ɛŋ˧˧			
盈	iong2	ioŋ˥˥			
贏	iann2	iã˥˥			
嬴	iong1	ioŋ˧˧			
姘	pheng1	pʰɛŋ˧˧			
拼	pheng1	pʰɛŋ˧˧			
瓶	phing2	pʰiŋ˥˥			
瓶	pang2	paŋ˥˥	白		
屏	phing2	pʰiŋ˥˥			
並	peng4	pɛŋ˨˥			
銘	meng2	mɛŋ˥˥			
冥	meng2	mɛŋ˥˥			
暝	meng2	mɛŋ˥˥	文		
暝	menn2	mɛ̃˥˥	白		
丁	teng1	tɛŋ˧˧			
釘	teng1	tɛŋ˧˧	文		
頂	teng3	tɛŋ˥˩			
鼎	tiann3	tiã˥˩			
釘	teng5	tɛŋ˨˩˨	文		
釘	tang5	taŋ˨˩˨	白		
訂	teng5	tɛŋ˨˩˨			
聽	theng5	tʰɛŋ˨˩˨			
聽	thiann1	tʰiã˧˧			
廳	thiann1	tʰiã˧˧			
廷	theng2	tʰɛŋ˥˥			
停	theng2	tʰɛŋ˥˥			
亭	teng2	tɛŋ˥˥			
庭	theng2	tʰɛŋ˥˥	文		
庭	tiann2	tiã˥˥	白		
蜓	theng2	tʰɛŋ˥˥			
挺	theng3	tʰɛŋ˥˩			
艇	theng3	tʰɛŋ˥˩			
錠	teng4	tɛŋ˨˥			
定	teng4	tɛŋ˨˥	文，醒~		
定	tiann6	tiã˨˩	白		
寧	leng2	lɛŋ˥˥			
佞	leng4	lɛŋ˨˥			
靈	leng2	lɛŋ˥˥			
零	leng2	lɛŋ˥˥	文		
零	lang2	laŋ˥˥	白		
鈴	leng1	lɛŋ˧˧			
伶	leng2	lɛŋ˥˥			
另	leng4	lɛŋ˨˥			
青	tshenn1	tsʰɛ̃˧˧			
蜻	tshenn1	tsʰɛ̃˧˧			
星	tshenn1	tsʰɛ̃˧˧			
星	sang1	saŋ˧˧	零~		
腥	seng1	sɛŋ˧˧	文		
腥	tshenn5	tsʰɛ̃˨˩˨	白		
醒	seng3	sɛŋ˥˩	文，~定		
醒	tshenn3	tsʰɛ̃˥˩	白		
經	keng1	kɛŋ˧˧	文		
經	kenn1	kɛ̃˧˧	白，~布		
經	kiann1	kiã˧˧	白，名詞		
徑	kenn5	kɛ̃˨˩˨			
磬	kheng5	kʰɛŋ˨˩˨			
馨	heng1	hɛŋ˧˧			
刑	heng2	hɛŋ˥˥			
型	heng2	hɛŋ˥˥			
形	heng2	hɛŋ˥˥			
百	peh7	pɛʔ˨			
柏	peh7	pɛʔ˨			
伯	peh7	pɛʔ˨			
迫	pek7	pɛk˨			
拍	phah7	pʰaʔ˨			
珀	phek7	pʰɛk˨			
魄	phek7	pʰɛk˨			
白	peh8	pɛʔ˥˦			
陌	mik8	mik˥˦			
拆	thiah7	tʰiaʔ˨			
擇	toh8	toʔ˥˦			
澤	tsek8	tsɛk˥˦			
宅	theh8	tʰɛʔ˥˦			
窄	tsa3	tsa˥˩			
格	keh7	kɛʔ˨			
