简体	繁體	声	韵	调	备注	其他的话	音標
瑰	瑰	k	uei	阴去		方言志中韵母为ue	kuei˥˥˦
盔	盔	kʰ	uei	阴平		方言志中韵母为ue	kʰuei˧˧˦
魁	魁	kʰ	uei	阴平		方言志中韵母为ue	kʰuei˧˧˦
奎	奎	kʰ	uei	阴平		方言志中韵母为ue	kʰuei˧˧˦
亏	虧	kʰ	uei	阴平	2	方言志中韵母为ue	kʰuei˧˧˦
傀	傀	kʰ	uei	阴去			kʰuei˥˥˦
块	塊	kʰ	uei	阴去		方言志中韵母为ue	kʰuei˥˥˦
会	會	kʰ	uei	阴去	～计	方言志中韵母为ue	kʰuei˥˥˦
溃	潰	ɡ	uei	阳去		方言志中韵母为ue	ɡuei˨˩˧
恢	恢	x	uei	阴平			xuei˧˧˦
灰	灰	x	uei	阴平		方言志中韵母为ue	xuei˧˧˦
麾	麾	x	uei	阴平			xuei˧˧˦
挥	揮	x	uei	阴平			xuei˧˧˦
辉	輝	x	uei	阴平			xuei˧˧˦
徽	徽	x	uei	阴平		方言志中韵母为ue	xuei˧˧˦
贿	賄	x	uei	阴上			xuei˥˧
悔	悔	x	uei	阴去			xuei˥˥˦
讳	諱	x	uei	阴去		方言志中为ɕy	xuei˥˥˦
毁	毀	x	uei	阴去			xuei˥˥˦
煨	煨		uei	阴平			uei˧˧˦
威	威		uei	阴平			uei˧˧˦
桅	桅		uei	阳平			uei˨˧˩
回	回		uei	阳平		方言志中为we	uei˨˧˩
茴	茴		uei	阳平		方言志中为we	uei˨˧˩
为	為		uei	阳平	2	方言志中为we	uei˨˧˩
违	違		uei	阳平		方言志中为we	uei˨˧˩
围	圍		uei	阳平		方言志中为we	uei˨˧˩
苇	葦		uei	阳平		方言志中为we	uei˨˧˩
委	委		uei	阴上	2	方言志中韵母为ue	uei˥˧
慰	慰		uei	阴上		方言志中韵母为ue	uei˥˧
□	□		uei	阴上	喊叫	方言志中韵母为ue	uei˥˧
畏	畏		uei	阴去			uei˥˥˦
喂	喂		uei	阴去		方言志中韵母为ue	uei˥˥˦
汇	匯		uei	阳去		方言志中为we	uei˨˩˧
会	會		uei	阳去	开～、～勿～	方言志中为we	uei˨˩˧
惠	惠		uei	阳去		方言志中为we	uei˨˩˧
伪	偽		uei	阳去			uei˨˩˧
位	位		uei	阳去	2		uei˨˩˧
魏	魏		uei	阳去		方言志中为we	uei˨˩˧
伟	偉		uei	阳去			uei˨˩˧
纬	緯		uei	阳去			uei˨˩˧
胃	胃		uei	阳去		方言志中为we	uei˨˩˧
□	□		uei	阳去	小孩听话、勤勉		uei˨˩˧
出	出	ʦʰ	yei	阴入		方言志中韵母为yɛ	ʦʰyei˦˨˧
赤	赤	ʦʰ	yei	阴入	～ku53-44臀：裸体		ʦʰyei˦˨˧
□	□	ʦʰ	yei	阴入	～痒：哈痒		ʦʰyei˦˨˧
倔	倔	ʦʰ	yei	阴入	～犟		ʦʰyei˦˨˧
什	什	s	yei	阴入			syei˦˨˧
悉	悉	s	yei	阴入			syei˦˨˧
蟋	蟋	s	yei	阴入			syei˦˨˧
膝	膝	s	yei	阴入			syei˦˨˧
恤	恤	s	yei	阴入			syei˦˨˧
戌	戌	s	yei	阴入			syei˦˨˧
戍	戍	s	yei	阴入			syei˦˨˧
率	率	s	yei	阴入	～领		syei˦˨˧
□	□	s	yei	阴入	～光：光溜溜1		syei˦˨˧
□	□	ʨ	yei	阴入	吮吸		ʨyei˦˨˧
屈	屈	ʨʰ	yei	阴入			ʨʰyei˦˨˧
甩	甩	ɕ	yei	阴入			ɕyei˦˨˧
熨	熨		yei	阴入	～头		yei˦˨˧
□	□		yei	阴入	～光：光溜溜2		yei˦˨˧
甩	甩		yei	阴入	～手：摆手表示不要		yei˦˨˧
□	□		yei	阴入	把木头、竹片弯成某种形状、矫正		yei˦˨˧
习	習	z	yai	阳入		方言志中为zyei	zyai˧˥
术	術	z	yai	阳入		方言志中为zyei	zyai˧˥
述	述	z	yai	阳入			zyai˧˥
□	□	z	yai	阳入	勿～人：不理人家		zyai˧˥
朮	朮	ʥ	yai	阳入		方言志中为ʥyei	ʥyai˧˥
□	□	ʥ	yai	阳入	尖锐的先端突破袋子		ʥyai˧˥
疫	疫		yai	阳入		方言志中为ɥei	yai˧˥
役	役		yai	阳入		方言志中为ɥei	yai˧˥
域	域		yai	阳入			yai˧˥
包	包	ʔb	ɔ	阴平			ʔbɔ˧˧˦
胞	胞	ʔb	ɔ	阴平			ʔbɔ˧˧˦
帮	幫	ʔb	ɔ	阴平		方言志中韵母为ɔ̃	ʔbɔ˧˧˦
邦	邦	ʔb	ɔ	阴平		方言志中韵母为ɔ̃	ʔbɔ˧˧˦
把	把	ʔb	ɔ	阴平	介词		ʔbɔ˧˧˦
饱	飽	ʔb	ɔ	阴上			ʔbɔ˥˧
榜	榜	ʔb	ɔ	阴上		方言志中韵母为ɔ̃	ʔbɔ˥˧
谤	謗	ʔb	ɔ	阴上			ʔbɔ˥˧
绑	綁	ʔb	ɔ	阴上		方言志中韵母为ɔ̃	ʔbɔ˥˧
豹	豹	ʔb	ɔ	阴去			ʔbɔ˥˥˦
趵	趵	ʔb	ɔ	阴去	物体突然弹起		ʔbɔ˥˥˦
博	博	ʔb	ɔ	阴入			ʔbɔ˦˨˧
剥	剝	ʔb	ɔ	阴入			ʔbɔ˦˨˧
驳	駁	ʔb	ɔ	阴入			ʔbɔ˦˨˧
卜	蔔	ʔb	ɔ	阴入	占～	方言志中韵母为ou	ʔbɔ˦˨˧
抛	拋	pʰ	ɔ	阴平			pʰɔ˧˧˦
□	□	pʰ	ɔ	阴平	柚子		pʰɔ˧˧˦
跑	跑	pʰ	ɔ	阴上			pʰɔ˥˧
膀	膀	pʰ	ɔ	阴上	翼～：翅膀	方言志中为bɔ̃	pʰɔ˥˧
髈	髈	pʰ	ɔ	阴上	蹄～：蹄子		pʰɔ˥˧
泡	泡	pʰ	ɔ	阴去			pʰɔ˥˥˦
炮	炮	pʰ	ɔ	阴去			pʰɔ˥˥˦
□	□	pʰ	ɔ	阴去	用油炸		pʰɔ˥˥˦
朴	樸	pʰ	ɔ	阴入	～素	方言志中为biə，阳平	pʰɔ˦˨˧
仆	僕	pʰ	ɔ	阴入	奴～		pʰɔ˦˨˧
旁	旁	b	ɔ	阳平		方言志中韵母为ɔ̃	bɔ˨˧˩
螃	螃	b	ɔ	阳平			bɔ˨˧˩
滂	滂	b	ɔ	阳平		方言志中韵母为ɔ̃	bɔ˨˧˩
傍	傍	b	ɔ	阳平			bɔ˨˧˩
耪	耪	b	ɔ	阳平			bɔ˨˧˩
房	房	b	ɔ	阳平	～间	方言志中为vɔ̃	bɔ˨˧˩
鲍	鮑	b	ɔ	阳上			bɔ˧˩
棒	棒	b	ɔ	阳上		方言志中韵母为ɔ̃	bɔ˧˩
庞	龐	b	ɔ	阳上		方言志中韵母为ã	bɔ˧˩
抱	抱	b	ɔ	阳上			bɔ˧˩
刨	刨	b	ɔ	阳去			bɔ˨˩˧
泊	泊	b	ɔ	阳入			bɔ˧˥
薄	薄	b	ɔ	阳入			bɔ˧˥
缚	縛	b	ɔ	阳入			bɔ˧˥
瀑	瀑	b	ɔ	阳入			bɔ˧˥
箔	箔	b	ɔ	阳入	锡～		bɔ˧˥
魄	魄	b	ɔ	阳入	落～：穷困潦倒	方言志中为pʰa，阴入	bɔ˧˥
茅	茅	m	ɔ	阳平			mɔ˨˧˩
猫	貓	m	ɔ	阳平		方言志中韵母为ɔ̃	mɔ˨˧˩
锚	錨	m	ɔ	阳平			mɔ˨˧˩
忙	忙	m	ɔ	阳平		方言志中韵母为ɔ̃	mɔ˨˧˩
芒	芒	m	ɔ	阳平		方言志中韵母为ɔ̃	mɔ˨˧˩
茫	茫	m	ɔ	阳平			mɔ˨˧˩
矛	矛	m	ɔ	阳平			mɔ˨˧˩
卯	卯	m	ɔ	阳上		方言志中韵母为ɔ̃	mɔ˧˩
莽	莽	m	ɔ	阳上		方言志中韵母为ɔ̃	mɔ˧˩
蟒	蟒	m	ɔ	阳上		方言志中韵母为ɔ̃	mɔ˧˩
网	網	m	ɔ	阳上			mɔ˧˩
忘	忘	m	ɔ	阳上	～记		mɔ˧˩
雾	霧	m	ɔ	阳上	～露：雾		mɔ˧˩
貌	貌	m	ɔ	阳去		方言志中韵母为ɔ̃	mɔ˨˩˧
望	望	m	ɔ	阳去	1	方言志中韵母为ɔ̃	mɔ˨˩˧
莫	莫	m	ɔ	阳入			mɔ˧˥
膜	膜	m	ɔ	阳入			mɔ˧˥
寞	寞	m	ɔ	阳入			mɔ˧˥
摸	摸	m	ɔ	阳入			mɔ˧˥
方	方	f	ɔ	阴平		方言志中韵母为ɔ̃	fɔ˧˧˦
肪	肪	f	ɔ	阴平	1	方言志中韵母为ɔ̃	fɔ˧˧˦
芳	芳	f	ɔ	阴平		方言志中韵母为ɔ̃	fɔ˧˧˦
妨	妨	f	ɔ	阴平		方言志中韵母为ɔ̃	fɔ˧˧˦
坊	坊	f	ɔ	阴平		方言志中韵母为ɔ̃	fɔ˧˧˦
倣	倣	f	ɔ	阴上			fɔ˥˧
纺	紡	f	ɔ	阴上		方言志中韵母为ɔ̃	fɔ˥˧
仿	仿	f	ɔ	阴上		方言志中韵母为ɔ̃	fɔ˥˧
肪	肪	f	ɔ	阴上	2		fɔ˥˧
访	訪	f	ɔ	阴上		方言志中韵母为ɔ̃	fɔ˥˧
勿	勿	f	ɔ	阴上	～ŋɔ213：不要		fɔ˥˧
彷	彷	f	ɔ	阴上			fɔ˥˧
放	放	f	ɔ	阴去		方言志中韵母为ɔ̃	fɔ˥˥˦
房	房	v	ɔ	阳平		方言志中韵母为ɔ̃	vɔ˨˧˩
防	防	v	ɔ	阳平		方言志中韵母为ɔ̃	vɔ˨˧˩
亡	亡	v	ɔ	阳平			vɔ˨˧˩
忘	忘	v	ɔ	阳上			vɔ˧˩
妄	妄	v	ɔ	阳上		方言志中韵母为ɔ̃	vɔ˧˩
望	望	v	ɔ	阳去	2	方言志中韵母为ɔ̃	vɔ˨˩˧
当	當	ʔd	ɔ	阴平	应～	方言志中为nɔ̃	ʔdɔ˧˧˦
桩	樁	ʔd	ɔ	阴平		方言志中为ʦɔ̃	ʔdɔ˧˧˦
党	黨	ʔd	ɔ	阴上		方言志中为nɔ̃	ʔdɔ˥˧
当	當	ʔd	ɔ	阴去		方言志中为nɔ̃	ʔdɔ˥˥˦
押	押	ʔd	ɔ	阴去	～挡	方言志中为ɑ	ʔdɔ˥˥˦
裆	襠	ʔd	ɔ	阴去		方言志中为nɔ̃	ʔdɔ˥˥˦
劚	劚	ʔd	ɔ	阴入			ʔdɔ˦˨˧
桌	桌	ʔd	ɔ	阴入	1		ʔdɔ˦˨˧
汤	湯	tʰ	ɔ	阴平		方言志中韵母为ɔ̃	tʰɔ˧˧˦
倘	倘	tʰ	ɔ	阴上		方言志中韵母为ɔ̃	tʰɔ˥˧
躺	躺	tʰ	ɔ	阴上	2	方言志中韵母为ɔ̃	tʰɔ˥˧
烫	燙	tʰ	ɔ	阴去		方言志中韵母为ɔ̃	tʰɔ˥˥˦
趟	趟	tʰ	ɔ	阴去		方言志中韵母为ɔ̃	tʰɔ˥˥˦
拓	拓	tʰ	ɔ	阴入			tʰɔ˦˨˧
托	托	tʰ	ɔ	阴入			tʰɔ˦˨˧
堂	堂	d	ɔ	阳平		方言志中韵母为ɔ̃	dɔ˨˧˩
棠	棠	d	ɔ	阳平		方言志中韵母为ɔ̃	dɔ˨˧˩
螳	螳	d	ɔ	阳平		方言志中韵母为ɔ̃	dɔ˨˧˩
唐	唐	d	ɔ	阳平		方言志中韵母为ɔ̃	dɔ˨˧˩
糖	糖	d	ɔ	阳平		方言志中韵母为ɔ̃	dɔ˨˧˩
塘	塘	d	ɔ	阳平		方言志中韵母为ɔ̃	dɔ˨˧˩
挡	擋	d	ɔ	阳平	～勿了：受不了		dɔ˨˧˩
荡	蕩	d	ɔ	阳上	～口水：漱口		dɔ˧˩
当	當	d	ɔ	阳上	没～：不可以		dɔ˧˩
洞	洞	d	ɔ	阳上	岩～：凿取山石留下的洞	方言志中韵母为ɔ̃	dɔ˧˩
荡	蕩	d	ɔ	阳去			dɔ˨˩˧
荡	蕩	d	ɔ	阳去	散步		dɔ˨˩˧
择	擇	d	ɔ	阳入			dɔ˧˥
挠	撓	n	ɔ	阳平			nɔ˨˧˩
闹	鬧	n	ɔ	阳去		方言志中韵母为ɔ̃	nɔ˨˩˧
诺	諾	n	ɔ	阳入			nɔ˧˥
郞	郞	l	ɔ	阳平			lɔ˨˧˩
廊	廊	l	ɔ	阳平		方言志中韵母为ɔ̃	lɔ˨˧˩
狼	狼	l	ɔ	阳平		方言志中韵母为ɔ̃	lɔ˨˧˩
朗	朗	l	ɔ	阳平		方言志中韵母为ɔ̃	lɔ˨˧˩
龙	龍	l	ɔ	阳平		方言志中韵母为ɔ̃	lɔ˨˧˩
陇	隴	l	ɔ	阳上		方言志中韵母为ɔ̃	lɔ˧˩
巄	巄	l	ɔ	阳上	山岗		lɔ˧˩
□	□	l	ɔ	阳上	用竹枝打，皮肤上出现的伤痕		lɔ˧˩
浪	浪	l	ɔ	阳去		方言志中韵母为ɔ̃	lɔ˨˩˧
晾	晾	l	ɔ	阳去		方言志中韵母为ɔ̃	lɔ˨˩˧
落	落	l	ɔ	阳入			lɔ˧˥
烙	烙	l	ɔ	阳入			lɔ˧˥
骆	駱	l	ɔ	阳入			lɔ˧˥
酪	酪	l	ɔ	阳入			lɔ˧˥
洛	洛	l	ɔ	阳入			lɔ˧˥
络	絡	l	ɔ	阳入			lɔ˧˥
乐	樂	l	ɔ	阳入			lɔ˧˥
禄	祿	l	ɔ	阳入		方言志中韵母为ou	lɔ˧˥
绿	綠	l	ɔ	阳入			lɔ˧˥
录	錄	l	ɔ	阳入			lɔ˧˥
赂	賂	l	ɔ	阳入			lɔ˧˥
钟	鐘	ʦ	ɔ	阴平		方言志中韵母为ɔ̃	ʦɔ˧˧˦
盅	盅	ʦ	ɔ	阴平		方言志中韵母为ɔ̃	ʦɔ˧˧˦
庄	莊	ʦ	ɔ	阴平		方言志中韵母为ɔ̃	ʦɔ˧˧˦
爪	爪	ʦ	ɔ	阴上	～牙		ʦɔ˥˧
找	找	ʦ	ɔ	阴上			ʦɔ˥˧
笊	笊	ʦ	ɔ	阴上	～篱		ʦɔ˥˧
种	種	ʦ	ɔ	阴上	～类	方言志中韵母为ɔ̃	ʦɔ˥˧
肿	腫	ʦ	ɔ	阴上		方言志中韵母为ɔ̃	ʦɔ˥˧
装	裝	ʦ	ɔ	阴上			ʦɔ˥˧
葬	葬	ʦ	ɔ	阴去			ʦɔ˥˥˦
脏	髒	ʦ	ɔ	阴去			ʦɔ˥˥˦
赃	贓	ʦ	ɔ	阴去			ʦɔ˥˥˦
纵	縱	ʦ	ɔ	阴去			ʦɔ˥˥˦
种	種	ʦ	ɔ	阴去	～树		ʦɔ˥˥˦
壮	壯	ʦ	ɔ	阴去			ʦɔ˥˥˦
作	作	ʦ	ɔ	阴入	工～		ʦɔ˦˨˧
卓	卓	ʦ	ɔ	阴入	2		ʦɔ˦˨˧
卓	卓	ʦ	ɔ	阴入			ʦɔ˦˨˧
足	足	ʦ	ɔ	阴入			ʦɔ˦˨˧
烛	燭	ʦ	ɔ	阴入			ʦɔ˦˨˧
抄	抄	ʦʰ	ɔ	阴平		方言志中韵母为ɔ̃	ʦʰɔ˧˧˦
钞	鈔	ʦʰ	ɔ	阴平		方言志中韵母为ɔ̃	ʦʰɔ˧˧˦
剿	剿	ʦʰ	ɔ	阴平			ʦʰɔ˧˧˦
仓	倉	ʦʰ	ɔ	阴平		方言志中韵母为ɔ̃	ʦʰɔ˧˧˦
苍	蒼	ʦʰ	ɔ	阴平		方言志中韵母为ɔ̃	ʦʰɔ˧˧˦
窗	窗	ʦʰ	ɔ	阴平		方言志中韵母为ɔ̃	ʦʰɔ˧˧˦
疮	瘡	ʦʰ	ɔ	阴平		方言志中韵母为ɔ̃	ʦʰɔ˧˧˦
差	差	ʦʰ	ɔ	阴平	2，～勿多：差不多	方言志中韵母为ɑ	ʦʰɔ˧˧˦
炒	炒	ʦʰ	ɔ	阴上			ʦʰɔ˥˧
吵	吵	ʦʰ	ɔ	阴上			ʦʰɔ˥˧
闯	闖	ʦʰ	ɔ	阴上			ʦʰɔ˥˧
糙	糙	ʦʰ	ɔ	阴去		方言志中为阴平	ʦʰɔ˥˥˦
创	創	ʦʰ	ɔ	阴去		方言志中韵母为ɔ̃	ʦʰɔ˥˥˦
吵	吵	ʦʰ	ɔ	阴去	吵架	方言志中为阴平	ʦʰɔ˥˥˦
戳	戳	ʦʰ	ɔ	阴入			ʦʰɔ˦˨˧
触	觸	ʦʰ	ɔ	阴入			ʦʰɔ˦˨˧
龊	齪	ʦʰ	ɔ	阴入			ʦʰɔ˦˨˧
重	重	ʣ	ɔ	阳平	1，～复	方言志中韵母为ɔ̃	ʣɔ˨˧˩
撞	撞	ʣ	ɔ	阳去		方言志中韵母为ɔ̃	ʣɔ˨˩˧
浊	濁	ʣ	ɔ	阳入			ʣɔ˧˥
镯	鐲	ʣ	ɔ	阳入			ʣɔ˧˥
蜀	蜀	ʣ	ɔ	阳入			ʣɔ˧˥
臊	臊	s	ɔ	阴平	羶		sɔ˧˧˦
桑	桑	s	ɔ	阴平		方言志中韵母为ɔ̃	sɔ˧˧˦
丧	喪	s	ɔ	阴平		方言志中韵母为ɔ̃	sɔ˧˧˦
双	雙	s	ɔ	阴平		方言志中韵母为ɔ̃	sɔ˧˧˦
舂	舂	s	ɔ	阴平	1		sɔ˧˧˦
霜	霜	s	ɔ	阴平		方言志中韵母为ɔ̃	sɔ˧˧˦
孀	孀	s	ɔ	阴平		方言志中韵母为ɔ̃	sɔ˧˧˦
磉	磉	s	ɔ	阴上			sɔ˥˧
爽	爽	s	ɔ	阴上		方言志中韵母为ɔ̃	sɔ˥˧
嗓	嗓	s	ɔ	阴去		方言志中韵母为ɔ̃	sɔ˥˥˦
索	索	s	ɔ	阴入			sɔ˦˨˧
粟	粟	s	ɔ	阴入			sɔ˦˨˧
束	束	s	ɔ	阴入	～修		sɔ˦˨˧
巢	巢	z	ɔ	阳平			zɔ˨˧˩
床	床	z	ɔ	阳平		方言志中韵母为ɔ̃	zɔ˨˧˩
从	從	z	ɔ	阳平		方言志中韵母为ɔ̃	zɔ˨˧˩
怂	慫	z	ɔ	阳平		方言志中为soŋ，阴上	zɔ˨˧˩
松	松	z	ɔ	阳平	1		zɔ˨˧˩
藏	藏	z	ɔ	阳平		方言志中韵母为ɔ̃	zɔ˨˧˩
𪨊	𪨊	z	ɔ	阳平	1，低能无用		zɔ˨˧˩
状	狀	z	ɔ	阳去		方言志中韵母为ɔ̃，阳去	zɔ˨˩˧
昨	昨	z	ɔ	阳去	～天	方言志中韵母为ɔ̃	zɔ˨˩˧
□	□	z	ɔ	阳去	～猪：阉割过的猪		zɔ˨˩˧
䖳	䖳	z	ɔ	阳去	～鱼：海蜇		zɔ˨˩˧
凿	鑿	z	ɔ	阳入			zɔ˧˥
芍	芍	z	ɔ	阳入	～药花	方言志中韵母为iɔ	zɔ˧˥
俗	俗	z	ɔ	阳入			zɔ˧˥
续	續	z	ɔ	阳入			zɔ˧˥
赎	贖	z	ɔ	阳入			zɔ˧˥
属	屬	z	ɔ	阳入			zɔ˧˥
交	交	k	ɔ	阴平			kɔ˧˧˦
郊	郊	k	ɔ	阴平			kɔ˧˧˦
胶	膠	k	ɔ	阴平			kɔ˧˧˦
茭	茭	k	ɔ	阴平	～笋：茭白		kɔ˧˧˦
冈	岡	k	ɔ	阴平		方言志中韵母为ɔ̃	kɔ˧˧˦
岗	崗	k	ɔ	阴平		方言志中韵母为ɔ̃	kɔ˧˧˦
刚	剛	k	ɔ	阴平		方言志中韵母为ɔ̃	kɔ˧˧˦
纲	綱	k	ɔ	阴平		方言志中韵母为ɔ̃	kɔ˧˧˦
钢	鋼	k	ɔ	阴平		方言志中韵母为ɔ̃	kɔ˧˧˦
缸	缸	k	ɔ	阴平			kɔ˧˧˦
光	光	k	ɔ	阴平		方言志中韵母为ɔ̃	kɔ˧˧˦
江	江	k	ɔ	阴平		方言志中韵母为ɔ̃	kɔ˧˧˦
扛	扛	k	ɔ	阴平		方言志中韵母为ɔ̃	kɔ˧˧˦
豇	豇	k	ɔ	阴平		方言志中韵母为ɔ̃	kɔ˧˧˦
□	□	k	ɔ	阴平	事情		kɔ˧˧˦
绞	絞	k	ɔ	阴上			kɔ˥˧
狡	狡	k	ɔ	阴上			kɔ˥˧
搅	攪	k	ɔ	阴上			kɔ˥˧
搞	搞	k	ɔ	阴上			kɔ˥˧
广	廣	k	ɔ	阴上		方言志中韵母为ɔ̃	kɔ˥˧
讲	講	k	ɔ	阴上		方言志中韵母为ɔ̃	kɔ˥˧
港	港	k	ɔ	阴上		方言志中韵母为ɔ̃	kɔ˥˧
咬	咬	k	ɔ	阴上	～牙		kɔ˥˧
教	教	k	ɔ	阴去			kɔ˥˥˦
校	校	k	ɔ	阴去	上～、～对		kɔ˥˥˦
较	較	k	ɔ	阴去			kɔ˥˥˦
酵	酵	k	ɔ	阴去			kɔ˥˥˦
杠	杠	k	ɔ	阴去		方言志中韵母为ɔ̃	kɔ˥˥˦
降	降	k	ɔ	阴去	下～	方言志中韵母为ɔ̃	kɔ˥˥˦
觉	覺	k	ɔ	阴入			kɔ˦˨˧
角	角	k	ɔ	阴入			kɔ˦˨˧
各	各	k	ɔ	阴入			kɔ˦˨˧
阁	閣	k	ɔ	阴入			kɔ˦˨˧
搁	擱	k	ɔ	阴入		方言志中声母为ɡ	kɔ˦˨˧
胳	胳	k	ɔ	阴入			kɔ˦˨˧
郭	郭	k	ɔ	阴入			kɔ˦˨˧
廓	廓	k	ɔ	阴入		方言志中声母为kʰ	kɔ˦˨˧
馃	馃	k	ɔ	阴入	千斤～	方言志中韵母为o，阴去	kɔ˦˨˧
敲	敲	kʰ	ɔ	阴平			kʰɔ˧˧˦
康	康	kʰ	ɔ	阴平		方言志中韵母为ɔ̃	kʰɔ˧˧˦
糠	糠	kʰ	ɔ	阴平		方言志中韵母为ɔ̃	kʰɔ˧˧˦
匡	匡	kʰ	ɔ	阴平		方言志中为ʨʰiɔ̃	kʰɔ˧˧˦
缲	繰	kʰ	ɔ	阴平	～边：把布边缭上以免松开		kʰɔ˧˧˦
巧	巧	kʰ	ɔ	阴上			kʰɔ˥˧
慷	慷	kʰ	ɔ	阴上		方言志中韵母为ɔ̃	kʰɔ˥˧
小	小	kʰ	ɔ	阴上			kʰɔ˥˧
囥	囥	kʰ	ɔ	阴去		方言志中韵母为ɔ̃	kʰɔ˥˥˦
抗	抗	kʰ	ɔ	阴去		方言志中韵母为ɔ̃	kʰɔ˥˥˦
旷	曠	kʰ	ɔ	阴去		方言志中韵母为ɔ̃	kʰɔ˥˥˦
扩	擴	kʰ	ɔ	阴去		方言志中为阴入	kʰɔ˥˥˦
矿	礦	kʰ	ɔ	阴去		方言志中韵母为ɔ̃	kʰɔ˥˥˦
确	確	kʰ	ɔ	阴入			kʰɔ˦˨˧
壳	殼	kʰ	ɔ	阴入			kʰɔ˦˨˧
搁	擱	ɡ	ɔ	阳平	打扰、耽误别人的时间	方言志中为阳入	ɡɔ˨˧˩
□	□	ɡ	ɔ	阳平	～螂：螳螂		ɡɔ˨˧˩
硌	硌	ɡ	ɔ	阳去		方言志中韵母为o	ɡɔ˨˩˧
搁	擱	ɡ	ɔ	阳去	架着放置		ɡɔ˨˩˧
搁	擱	ɡ	ɔ	阳入	受阻		ɡɔ˧˥
乐	樂	ŋ	ɔ	阳去	要	方言志中韵母为ɔ̃	ŋɔ˨˩˧
鄂	鄂	ŋ	ɔ	阳入			ŋɔ˧˥
昂	昂	ŋ	ɔ	阳入		方言志中韵母为ɔ̃，阳平	ŋɔ˧˥
鹤	鶴	ŋ	ɔ	阳入			ŋɔ˧˥
岳	嶽	ŋ	ɔ	阳入			ŋɔ˧˥
乐	樂	ŋ	ɔ	阳入	1，音～		ŋɔ˧˥
狱	獄	ŋ	ɔ	阳入		方言志中为ȵiɔ	ŋɔ˧˥
荒	荒	x	ɔ	阴平		方言志中韵母为ɔ̃	xɔ˧˧˦
慌	慌	x	ɔ	阴平		方言志中韵母为ɔ̃	xɔ˧˧˦
谎	謊	x	ɔ	阴上		方言志中韵母为ɔ̃	xɔ˥˧
□	□	x	ɔ	阴上	天将黑		xɔ˥˧
孝	孝	x	ɔ	阴去			xɔ˥˥˦
霍	霍	x	ɔ	阴入			xɔ˦˨˧
藿	藿	x	ɔ	阴入			xɔ˦˨˧
坳	坳		ɔ	阴平			ɔ˧˧˦
讴	謳		ɔ	阴平	叫		ɔ˧˧˦
汪	汪		ɔ	阴平		方言志中韵母为ɔ̃	ɔ˧˧˦
行	行		ɔ	阳平	银～	方言志中为ɣɔ̃	ɔ˨˧˩
航	航		ɔ	阳平			ɔ˨˧˩
杭	杭		ɔ	阳平		方言志中为ɣɔ̃	ɔ˨˧˩
黄	黃		ɔ	阳平		方言志中为ɣɔ̃	ɔ˨˧˩
簧	簧		ɔ	阳平			ɔ˨˧˩
皇	皇		ɔ	阳平		方言志中为ɣɔ̃	ɔ˨˧˩
蝗	蝗		ɔ	阳平		方言志中为ɣɔ̃	ɔ˨˧˩
降	降		ɔ	阳平	投～	方言志中为ɣɔ̃	ɔ˨˧˩
□	□		ɔ	阳平	～u⁵³：漂亮		ɔ˨˧˩
顶	頂		ɔ	阳上		疑误	ɔ˧˩
效	效		ɔ	阳上			ɔ˧˩
校	校		ɔ	阳去	学～		ɔ˨˩˧
旺	旺		ɔ	阳去		方言志中为ɣɔ̃	ɔ˨˩˧
巷	巷		ɔ	阳去		方言志中为ɣɔ̃	ɔ˨˩˧
笐	笐		ɔ	阳去		方言志中为ɣɔ̃	ɔ˨˩˧
镬	鑊		ɔ	阳入			ɔ˧˥
学	學		ɔ	阳入			ɔ˧˥
斛	斛		ɔ	阳入			ɔ˧˥
刁	刁	ʔd	iɔ	阴平			ʔdiɔ˧˧˦
貂	貂	ʔd	iɔ	阴平			ʔdiɔ˧˧˦
雕	雕	ʔd	iɔ	阴平			ʔdiɔ˧˧˦
鸟	鳥	ʔd	iɔ	阴上	1		ʔdiɔ˥˧
吊	吊	ʔd	iɔ	阴去			ʔdiɔ˥˥˦
钓	釣	ʔd	iɔ	阴去			ʔdiɔ˥˥˦
着	著	ʔd	iɔ	阴入	1，～衣裳		ʔdiɔ˦˨˧
挑	挑	tʰ	iɔ	阴平	～担子		tʰiɔ˧˧˦
瓢	瓢	tʰ	iɔ	阴平	羹～：水瓢	方言志中为biə	tʰiɔ˧˧˦
挑	挑	tʰ	iɔ	阴上			tʰiɔ˥˧
跳	跳	tʰ	iɔ	阴去			tʰiɔ˥˥˦
粜	糶	tʰ	iɔ	阴去			tʰiɔ˥˥˦
条	條	d	iɔ	阳平			diɔ˨˧˩
掉	掉	d	iɔ	阳去			diɔ˨˩˧
调	調	d	iɔ	阳去			diɔ˨˩˧
聊	聊	l	iɔ	阳平			liɔ˨˧˩
辽	遼	l	iɔ	阳平			liɔ˨˧˩
撩	撩	l	iɔ	阳平			liɔ˨˧˩
疗	療	l	iɔ	阳平			liɔ˨˧˩
了	瞭	l	iɔ	阳平			liɔ˨˧˩
捞	撈	l	iɔ	阳平	焯		liɔ˨˧˩
镣	鐐	l	iɔ	阳平			liɔ˨˧˩
了	了	l	iɔ	阳上			liɔ˧˩
寥	寥	l	iɔ	阳上			liɔ˧˩
廖	廖	l	iɔ	阳上		方言志中为阳平	liɔ˧˩
料	料	l	iɔ	阳去			liɔ˨˩˧
