简体	繁體	注释	声母	韵母	声调	IPA	吴拼	
袄	襖		∅	ɔ	⁵³	ɔ⁵³	au3	
咬	咬		∅	ɔ	⁵³	ɔ⁵³	au3	
拗	拗		∅	ɔ	⁵³	ɔ⁵³	au3	
我	我	白读，～侬：我	∅	ɔ	⁵³	ɔ⁵³	au3	
奥	奧		∅	ɔ	⁴⁴	ɔ⁴⁴	au5	
澳	澳		∅	ɔ	⁴⁴	ɔ⁴⁴	au5	
懊	懊	～悔	∅	ɔ	⁴⁴	ɔ⁴⁴	au5	
□	□	仰头	∅	ɔ	⁴⁴	ɔ⁴⁴	au5	
飙	飆		p	iɔ	⁴⁴³	piɔ⁴⁴³	piau1	
标	標		p	iɔ	⁴⁴³	piɔ⁴⁴³	piau1	
镖	鏢		p	iɔ	⁴⁴³	piɔ⁴⁴³	piau1	
彪	彪		p	iɔ	⁴⁴³	piɔ⁴⁴³	piau1	
表	表		p	iɔ	⁵³	piɔ⁵³	piau3	
表	錶		p	iɔ	⁵³	piɔ⁵³	piau3	
婊	婊		p	iɔ	⁵³	piɔ⁵³	piau3	
飘	飄		pʰ	iɔ	⁴⁴³	pʰiɔ⁴⁴³	phiau1	
漂	漂	～浮	pʰ	iɔ	⁴⁴³	pʰiɔ⁴⁴³	phiau1	
漂	漂	～亮	pʰ	iɔ	⁵³	pʰiɔ⁵³	phiau3	
票	票		pʰ	iɔ	⁴⁴	pʰiɔ⁴⁴	phiau5	
嫖	嫖		b	iɔ	²³²	biɔ²³²	biau2	
瓢	瓢		b	iɔ	²³²	biɔ²³²	biau2	
薸	薸	浮萍	b	iɔ	²³²	biɔ²³²	biau2	
鳔	鰾		b	iɔ	³¹³	biɔ³¹³	biau6	
描	描		m	iɔ	²³²	miɔ²³²	miau2	
苗	苗		m	iɔ	²³²	miɔ²³²	miau2	
藐	藐		m	iɔ	⁵³	miɔ⁵³	miau3	
渺	渺		m	iɔ	⁵³	miɔ⁵³	miau3	
秒	秒		m	iɔ	⁵³	miɔ⁵³	miau3	
庙	廟		m	iɔ	³¹³	miɔ³¹³	miau6	
妙	妙		m	iɔ	³¹³	miɔ³¹³	miau6	
缪	繆	姓氏	m	iɔ	³¹³	miɔ³¹³	miau6	
□	□	～子：野莓；山～，地～	m	iɔ	³¹³	miɔ³¹³	miau6	
刁	刁		t	iɔ	⁴⁴³	tiɔ⁴⁴³	tiau1	
叼	叼		t	iɔ	⁴⁴³	tiɔ⁴⁴³	tiau1	
貂	貂		t	iɔ	⁴⁴³	tiɔ⁴⁴³	tiau1	
雕	雕		t	iɔ	⁴⁴³	tiɔ⁴⁴³	tiau1	
凋	凋		t	iɔ	⁴⁴³	tiɔ⁴⁴³	tiau1	
鸟	鳥		t	iɔ	⁵³	tiɔ⁵³	tiau3	
吊	吊		t	iɔ	⁴⁴	tiɔ⁴⁴	tiau5	
钓	釣		t	iɔ	⁴⁴	tiɔ⁴⁴	tiau5	
挑	挑	～担	tʰ	iɔ	⁴⁴³	tʰiɔ⁴⁴³	thiau1	
挑	挑	选	tʰ	iɔ	⁵³	tʰiɔ⁵³	thiau3	
跳	跳	～高	tʰ	iɔ	⁴⁴	tʰiɔ⁴⁴	thiau5	
粜	糶		tʰ	iɔ	⁴⁴	tʰiɔ⁴⁴	thiau5	
跳	跳	心～	d	iɔ	²³²	diɔ²³²	diau2	
条	條		d	iɔ	²³²	diɔ²³²	diau2	
鲦	鰷	白～鱼：白鱼	d	iɔ	²³²	diɔ²³²	diau2	
调	調	～查	d	iɔ	²³²	diɔ²³²	diau2	
掉	掉		d	iɔ	³¹³	diɔ³¹³	diau6	
调	調	～换	d	iɔ	³¹³	diɔ³¹³	diau6	
燎	燎		l	iɔ	²³²	liɔ²³²	liau2	
聊	聊		l	iɔ	²³²	liɔ²³²	liau2	
辽	遼		l	iɔ	²³²	liɔ²³²	liau2	
撩	撩	捞；够	l	iɔ	²³²	liɔ²³²	liau2	
寥	寥		l	iɔ	²³²	liɔ²³²	liau2	
了	了		l	iɔ	⁵³	liɔ⁵³	liau3	
瞭	瞭		l	iɔ	⁵³	liɔ⁵³	liau3	
廖	廖		l	iɔ	³¹³	liɔ³¹³	liau6	
料	料		l	iɔ	³¹³	liɔ³¹³	liau6	
焦	焦		ts	iɔ	⁴⁴³	tsiɔ⁴⁴³	tsiau1	
椒	椒		ts	iɔ	⁴⁴³	tsiɔ⁴⁴³	tsiau1	
剿	剿		ts	iɔ	⁵³	tsiɔ⁵³	tsiau3	
锹	鍬		tsʰ	iɔ	⁴⁴³	tsʰiɔ⁴⁴³	tshiau1	
悄	悄		tsʰ	iɔ	⁵³	tsʰiɔ⁵³	tshiau3	
俏	俏		tsʰ	iɔ	⁴⁴	tsʰiɔ⁴⁴	tshiau5	
缲	繰	～缏头：贴边	tsʰ	iɔ	⁴⁴	tsʰiɔ⁴⁴	tshiau5	
巢	巢		dz	iɔ	²³²	dziɔ²³²	dziau2	
樵	樵		dz	iɔ	²³²	dziɔ²³²	dziau2	
瞧	瞧		dz	iɔ	²³²	dziɔ²³²	dziau2	
憔	憔		dz	iɔ	²³²	dziɔ²³²	dziau2	
消	消		s	iɔ	⁴⁴³	siɔ⁴⁴³	siau1	
宵	宵		s	iɔ	⁴⁴³	siɔ⁴⁴³	siau1	
霄	霄		s	iɔ	⁴⁴³	siɔ⁴⁴³	siau1	
硝	硝	盐～：盐水浸湿的东西干了之后表面的盐	s	iɔ	⁴⁴³	siɔ⁴⁴³	siau1	
销	銷	～子：木或竹制的钉子	s	iɔ	⁴⁴³	siɔ⁴⁴³	siau1	
逍	逍		s	iɔ	⁴⁴³	siɔ⁴⁴³	siau1	
箫	簫		s	iɔ	⁴⁴³	siɔ⁴⁴³	siau1	
萧	蕭		s	iɔ	⁴⁴³	siɔ⁴⁴³	siau1	
潇	瀟		s	iɔ	⁴⁴³	siɔ⁴⁴³	siau1	
小	小		s	iɔ	⁵³	siɔ⁵³	siau3	
筱	筱	呼～丝：细竹丝；呼～丝𧼱弗动：雷打不动	s	iɔ	⁵³	siɔ⁵³	siau3	
笑	笑		s	iɔ	⁴⁴	siɔ⁴⁴	siau5	
鞘	鞘		s	iɔ	⁴⁴	siɔ⁴⁴	siau5	
啸	嘯		s	iɔ	⁴⁴	siɔ⁴⁴	siau5	
肖	肖	弗～子孙	s	iɔ	⁴⁴	siɔ⁴⁴	siau5	
交	交	文读，～通	tɕ	iɔ	⁴⁴³	tɕiɔ⁴⁴³	ciau1	
郊	郊		tɕ	iɔ	⁴⁴³	tɕiɔ⁴⁴³	ciau1	
朝	朝	今～：今天	tɕ	iɔ	⁴⁴³	tɕiɔ⁴⁴³	ciau1	
招	招		tɕ	iɔ	⁴⁴³	tɕiɔ⁴⁴³	ciau1	
昭	昭	～通：地名	tɕ	iɔ	⁴⁴³	tɕiɔ⁴⁴³	ciau1	
骄	驕		tɕ	iɔ	⁴⁴³	tɕiɔ⁴⁴³	ciau1	
娇	嬌		tɕ	iɔ	⁴⁴³	tɕiɔ⁴⁴³	ciau1	
浇	澆		tɕ	iɔ	⁴⁴³	tɕiɔ⁴⁴³	ciau1	
找	找	～钱	tɕ	iɔ	⁵³	tɕiɔ⁵³	ciau3	
爪	爪	脚～	tɕ	iɔ	⁵³	tɕiɔ⁵³	ciau3	
绞	絞	文读，～刑	tɕ	iɔ	⁵³	tɕiɔ⁵³	ciau3	
狡	狡		tɕ	iɔ	⁵³	tɕiɔ⁵³	ciau3	
矫	矯		tɕ	iɔ	⁵³	tɕiɔ⁵³	ciau3	
缴	繳		tɕ	iɔ	⁵³	tɕiɔ⁵³	ciau3	
饺	餃		tɕ	iɔ	⁵³	tɕiɔ⁵³	ciau3	
罩	罩	覆～：饭罩	tɕ	iɔ	⁴⁴	tɕiɔ⁴⁴	ciau5	
笊	笊	～沥：笊篱	tɕ	iɔ	⁴⁴	tɕiɔ⁴⁴	ciau5	
教	教	文读，～育	tɕ	iɔ	⁴⁴	tɕiɔ⁴⁴	ciau5	
较	較		tɕ	iɔ	⁴⁴	tɕiɔ⁴⁴	ciau5	
校	校	文读，～对	tɕ	iɔ	⁴⁴	tɕiɔ⁴⁴	ciau5	
照	照		tɕ	iɔ	⁴⁴	tɕiɔ⁴⁴	ciau5	
叫	叫	发出声音地哭	tɕ	iɔ	⁴⁴	tɕiɔ⁴⁴	ciau5	
诏	詔	～书	tɕ	iɔ	⁴⁴	tɕiɔ⁴⁴	ciau5	
跷	蹺	跛足	tɕʰ	iɔ	⁴⁴³	tɕʰiɔ⁴⁴³	chiau1	
□	□	～尿布：把尿布包系在婴儿下身	tɕʰ	iɔ	⁴⁴³	tɕʰiɔ⁴⁴³	chiau1	
巧	巧		tɕʰ	iɔ	⁵³	tɕʰiɔ⁵³	chiau3	
炒	炒	～菜	tɕʰ	iɔ	⁵³	tɕʰiɔ⁵³	chiau3	
耖	耖		tɕʰ	iɔ	⁴⁴	tɕʰiɔ⁴⁴	chiau5	
翘	翹	连～	tɕʰ	iɔ	⁴⁴	tɕʰiɔ⁴⁴	chiau5	
跷	蹺	～～板	tɕʰ	iɔ	⁴⁴	tɕʰiɔ⁴⁴	chiau5	
窍	竅		tɕʰ	iɔ	⁴⁴	tɕʰiɔ⁴⁴	chiau5	
朝	朝	清～	dʑ	iɔ	²³²	dʑiɔ²³²	jiau2	
潮	潮		dʑ	iɔ	²³²	dʑiɔ²³²	jiau2	
乔	喬		dʑ	iɔ	²³²	dʑiɔ²³²	jiau2	
桥	橋		dʑ	iɔ	²³²	dʑiɔ²³²	jiau2	
轿	轎		dʑ	iɔ	²³²	dʑiɔ²³²	jiau2	
翘	翹	歧～：翘起	dʑ	iɔ	²³²	dʑiɔ²³²	jiau2	
□	□	～鱼：一种鱼	dʑ	iɔ	²³²	dʑiɔ²³²	jiau2	
□	□	起～头：闹别扭	dʑ	iɔ	²³²	dʑiɔ²³²	jiau2	
□	□	看～：看不起	dʑ	iɔ	²³²	dʑiɔ²³²	jiau2	
□	□	搂	dʑ	iɔ	²³²	dʑiɔ²³²	jiau2	
赵	趙		dʑ	iɔ	³¹³	dʑiɔ³¹³	jiau6	
召	召	～集	dʑ	iɔ	³¹³	dʑiɔ³¹³	jiau6	
撬	撬		dʑ	iɔ	³¹³	dʑiɔ³¹³	jiau6	
饶	饒		ȵ	iɔ	²³²	ȵiɔ²³²	gniau2	
尧	堯		ȵ	iɔ	²³²	ȵiɔ²³²	gniau2	
绕	繞		ȵ	iɔ	³¹³	ȵiɔ³¹³	gniau6	
尿	尿	文读，～素	ȵ	iɔ	³¹³	ȵiɔ³¹³	gniau6	
肖	肖	生肖；十二年；扳～：力量对比反转	ɕ	iɔ	⁴⁴³	ɕiɔ⁴⁴³	shiau1	
筲	筲	～箕：一种小而扁的篾制器具，比饭篮小	ɕ	iɔ	⁴⁴³	ɕiɔ⁴⁴³	shiau1	
梢	梢		ɕ	iɔ	⁴⁴³	ɕiɔ⁴⁴³	shiau1	
捎	捎		ɕ	iɔ	⁴⁴³	ɕiɔ⁴⁴³	shiau1	
稍	稍	～为：稍微	ɕ	iɔ	⁴⁴³	ɕiɔ⁴⁴³	shiau1	
烧	燒		ɕ	iɔ	⁴⁴³	ɕiɔ⁴⁴³	shiau1	
嚣	囂		ɕ	iɔ	⁴⁴³	ɕiɔ⁴⁴³	shiau1	
𢳚	𢳚	揭开	ɕ	iɔ	⁴⁴³	ɕiɔ⁴⁴³	shiau1	
少	少	多～	ɕ	iɔ	⁵³	ɕiɔ⁵³	shiau3	
晓	曉		ɕ	iɔ	⁵³	ɕiɔ⁵³	shiau3	
酵	酵		ɕ	iɔ	⁴⁴	ɕiɔ⁴⁴	shiau5	
孝	孝	文读，～顺	ɕ	iɔ	⁴⁴	ɕiɔ⁴⁴	shiau5	
哮	哮	文读	ɕ	iɔ	⁴⁴	ɕiɔ⁴⁴	shiau5	
少	少	～爷	ɕ	iɔ	⁴⁴	ɕiɔ⁴⁴	shiau5	
韶	韶		ʑ	iɔ	²³²	ʑiɔ²³²	zhiau2	
𠀊	𠀊	人或动物半大：～猪	ʑ	iɔ	²³²	ʑiɔ²³²	zhiau2	
兆	兆	～头	ʑ	iɔ	³¹³	ʑiɔ³¹³	zhiau6	
绍	紹		ʑ	iɔ	³¹³	ʑiɔ³¹³	zhiau6	
邵	邵		ʑ	iɔ	³¹³	ʑiɔ³¹³	zhiau6	
昭	昭	王～君	ʑ	iɔ	³¹³	ʑiɔ³¹³	zhiau6	
扰	擾		ʑ	iɔ	³¹³	ʑiɔ³¹³	zhiau6	
□	□	人不聪明	ʑ	iɔ	³¹³	ʑiɔ³¹³	zhiau6	
□	□	人到处跑不安分	ʑ	iɔ	³¹³	ʑiɔ³¹³	zhiau6	
肴	肴		ɦ	iɔ	²³²	ɦiɔ²³²	yau2	
淆	淆		ɦ	iɔ	²³²	ɦiɔ²³²	yau2	
摇	搖		ɦ	iɔ	²³²	ɦiɔ²³²	yau2	
谣	謠		ɦ	iɔ	²³²	ɦiɔ²³²	yau2	
瑶	瑤		ɦ	iɔ	²³²	ɦiɔ²³²	yau2	
遥	遙		ɦ	iɔ	²³²	ɦiɔ²³²	yau2	
窑	窯	～坞里：地名	ɦ	iɔ	²³²	ɦiɔ²³²	yau2	
姚	姚		ɦ	iɔ	²³²	ɦiɔ²³²	yau2	
□	□	□dzɿ6～：小蝉；□ɡa6～：大蝉	ɦ	iɔ	²³²	ɦiɔ²³²	yau2	
□	□	高：～顶顶；～天□kua5	ɦ	iɔ	²³²	ɦiɔ²³²	yau2	
校	校	～长	ɦ	iɔ	³¹³	ɦiɔ³¹³	yau6	
效	效		ɦ	iɔ	³¹³	ɦiɔ³¹³	yau6	
效	傚		ɦ	iɔ	³¹³	ɦiɔ³¹³	yau6	
耀	耀		ɦ	iɔ	³¹³	ɦiɔ³¹³	yau6	
鹞	鷂	～子：风筝	ɦ	iɔ	³¹³	ɦiɔ³¹³	yau6	
跃	躍	大～进	ɦ	iɔ	³¹³	ɦiɔ³¹³	yau6	
□	□	～皮：合页	ɦ	iɔ	³¹³	ɦiɔ³¹³	yau6	
妖	妖		∅	iɔ	⁴⁴³	iɔ⁴⁴³	iau1	
邀	邀		∅	iɔ	⁴⁴³	iɔ⁴⁴³	iau1	
腰	腰		∅	iɔ	⁴⁴³	iɔ⁴⁴³	iau1	
要	要	～求	∅	iɔ	⁴⁴³	iɔ⁴⁴³	iau1	
夭	夭	～折	∅	iɔ	⁴⁴³	iɔ⁴⁴³	iau1	
幺	么		∅	iɔ	⁴⁴³	iɔ⁴⁴³	iau1	
舀	舀		∅	iɔ	⁵³	iɔ⁵³	iau3	
杳	杳		∅	iɔ	⁵³	iɔ⁵³	iau3	
夭	夭	折叠	∅	iɔ	⁵³	iɔ⁵³	iau3	
闄	闄	～门：防止鸡狗进屋的小门；老式楼梯上的盖板	∅	iɔ	⁴⁴	iɔ⁴⁴	iau5	
簸	簸	白读，～谷	p	ɛ	⁴⁴³	pɛ⁴⁴³	pe1	
杯	杯		p	ɛ	⁴⁴³	pɛ⁴⁴³	pe1	
杯	盃		p	ɛ	⁴⁴³	pɛ⁴⁴³	pe1	
背	揹	动词，～在背上；叼	p	ɛ	⁴⁴³	pɛ⁴⁴³	pe1	
卑	卑		p	ɛ	⁴⁴³	pɛ⁴⁴³	pe1	
碑	碑		p	ɛ	⁴⁴³	pɛ⁴⁴³	pe1	
悲	悲		p	ɛ	⁴⁴³	pɛ⁴⁴³	pe1	
贝	貝		p	ɛ	⁴⁴	pɛ⁴⁴	pe5	
辈	輩		p	ɛ	⁴⁴	pɛ⁴⁴	pe5	
背	背	名词	p	ɛ	⁴⁴	pɛ⁴⁴	pe5	
坯	坯		pʰ	ɛ	⁴⁴³	pʰɛ⁴⁴³	phe1	
胚	胚	～子：身材	pʰ	ɛ	⁴⁴³	pʰɛ⁴⁴³	phe1	
沛	沛		pʰ	ɛ	⁴⁴	pʰɛ⁴⁴	phe5	
配	配		pʰ	ɛ	⁴⁴	pʰɛ⁴⁴	phe5	
培	培		b	ɛ	²³²	bɛ²³²	be2	
陪	陪		b	ɛ	²³²	bɛ²³²	be2	
赔	賠		b	ɛ	²³²	bɛ²³²	be2	
背	背	动词，～书	b	ɛ	³¹³	bɛ³¹³	be6	
倍	倍		b	ɛ	³¹³	bɛ³¹³	be6	
悖	悖	迂腐	b	ɛ	³¹³	bɛ³¹³	be6	
佩	佩		b	ɛ	³¹³	bɛ³¹³	be6	
备	備		b	ɛ	³¹³	bɛ³¹³	be6	
媒	媒		m	ɛ	²³²	mɛ²³²	me2	
枚	枚		m	ɛ	²³²	mɛ²³²	me2	
玫	玫		m	ɛ	²³²	mɛ²³²	me2	
梅	梅		m	ɛ	²³²	mɛ²³²	me2	
莓	莓		m	ɛ	²³²	mɛ²³²	me2	
楣	楣		m	ɛ	²³²	mɛ²³²	me2	
霉	霉		m	ɛ	²³²	mɛ²³²	me2	
霉	黴		m	ɛ	²³²	mɛ²³²	me2	
每	每		m	ɛ	⁵³	mɛ⁵³	me3	
美	美		m	ɛ	⁵³	mɛ⁵³	me3	
昧	昧		m	ɛ	³¹³	mɛ³¹³	me6	
妹	妹		m	ɛ	³¹³	mɛ³¹³	me6	
媚	媚		m	ɛ	³¹³	mɛ³¹³	me6	
寐	寐		m	ɛ	³¹³	mɛ³¹³	me6	
魅	魅		m	ɛ	³¹³	mɛ³¹³	me6	
煝	煝	闷烧：～火堆	m	ɛ	³¹³	mɛ³¹³	me6	
呆	呆	痴～	t	ɛ	⁴⁴³	tɛ⁴⁴³	te1	
堆	堆		t	ɛ	⁴⁴³	tɛ⁴⁴³	te1	
□	□	□lɛ1～：繁琐	t	ɛ	⁴⁴³	tɛ⁴⁴³	te1	
𠡒	𠡒	拉扯	t	ɛ	⁵³	tɛ⁵³	te3	
戴	戴	姓氏	t	ɛ	⁴⁴	tɛ⁴⁴	te5	
对	對		t	ɛ	⁴⁴	tɛ⁴⁴	te5	
碓	碓	水～	t	ɛ	⁴⁴	tɛ⁴⁴	te5	
胎	胎		tʰ	ɛ	⁴⁴³	tʰɛ⁴⁴³	the1	
台	台	～州	tʰ	ɛ	⁴⁴³	tʰɛ⁴⁴³	the1	
苔	苔	舌～	tʰ	ɛ	⁴⁴³	tʰɛ⁴⁴³	the1	
梯	梯	白读，扶～	tʰ	ɛ	⁴⁴³	tʰɛ⁴⁴³	the1	
推	推		tʰ	ɛ	⁴⁴³	tʰɛ⁴⁴³	the1	
态	態		tʰ	ɛ	⁵³	tʰɛ⁵³	the3	
腿	腿		tʰ	ɛ	⁵³	tʰɛ⁵³	the3	
□	□	慢	tʰ	ɛ	⁵³	tʰɛ⁵³	the3	
退	退		tʰ	ɛ	⁴⁴	tʰɛ⁴⁴	the5	
㷟	㷟	用开水把毛烫掉	tʰ	ɛ	⁴⁴	tʰɛ⁴⁴	the5	
□	□	液体流动	tʰ	ɛ	⁴⁴	tʰɛ⁴⁴	the5	
台	臺		d	ɛ	²³²	dɛ²³²	de2	
台	檯	～子	d	ɛ	²³²	dɛ²³²	de2	
台	颱		d	ɛ	²³²	dɛ²³²	de2	
苔	苔	青～	d	ɛ	²³²	dɛ²³²	de2	
苔	薹		d	ɛ	²³²	dɛ²³²	de2	
抬	抬		d	ɛ	²³²	dɛ²³²	de2	
颓	頹		d	ɛ	²³²	dɛ²³²	de2	
□	□	句末助词，好吃饭～：该吃饭了	d	ɛ	²³²	dɛ²³²	de2	
贷	貸		d	ɛ	³¹³	dɛ³¹³	de6	
殆	殆		d	ɛ	³¹³	dɛ³¹³	de6	
待	待	对待：～得渠好	d	ɛ	³¹³	dɛ³¹³	de6	
怠	怠		d	ɛ	³¹³	dɛ³¹³	de6	
代	代		d	ɛ	³¹³	dɛ³¹³	de6	
袋	袋		d	ɛ	³¹³	dɛ³¹³	de6	
递	遞	白读，～东西	d	ɛ	³¹³	dɛ³¹³	de6	
队	隊		d	ɛ	³¹³	dɛ³¹³	de6	
兑	兌		d	ɛ	³¹³	dɛ³¹³	de6	
豆	豆	～腐	d	ɛ	³¹³	dɛ³¹³	de6	
奶	奶	～～：乳汁	n	ɛ	⁵³	nɛ⁵³	ne3	
馁	餒		n	ɛ	⁵³	nɛ⁵³	ne3	
内	內		n	ɛ	³¹³	nɛ³¹³	ne6	
□	□	～□tɛ1：繁琐	l	ɛ	⁴⁴³	lɛ⁴⁴³	le1	
来	來		l	ɛ	²³²	lɛ²³²	le2	
雷	雷		l	ɛ	²³²	lɛ²³²	le2	
□	□	句末助词，好吃饭～：该吃饭了	l	ɛ	²³²	lɛ²³²	le2	
儡	儡		l	ɛ	⁵³	lɛ⁵³	le3	
磊	磊		l	ɛ	⁵³	lɛ⁵³	le3	
癗	癗	痘痘；肉～：粉刺	l	ɛ	⁵³	lɛ⁵³	le3	
垒	壘		l	ɛ	⁵³	lɛ⁵³	le3	
𨀤	𨀤	滚动	l	ɛ	³¹³	lɛ³¹³	le6	
在	在	～新登	l	ɛ	³¹³	lɛ³¹³	le6	
累	累		l	ɛ	³¹³	lɛ³¹³	le6	
类	類		l	ɛ	³¹³	lɛ³¹³	le6	
灾	災		ts	ɛ	⁴⁴³	tsɛ⁴⁴³	tse1	
栽	栽		ts	ɛ	⁴⁴³	tsɛ⁴⁴³	tse1	
追	追		ts	ɛ	⁴⁴³	tsɛ⁴⁴³	tse1	
者	者		ts	ɛ	⁵³	tsɛ⁵³	tse3	
宰	宰		ts	ɛ	⁵³	tsɛ⁵³	tse3	
载	載	记～	ts	ɛ	⁵³	tsɛ⁵³	tse3	
嘴	嘴		ts	ɛ	⁵³	tsɛ⁵³	tse3	
再	再	饭吃好～讲去：饭吃完再去	ts	ɛ	⁴⁴	tsɛ⁴⁴	tse5	
载	載	～重	ts	ɛ	⁴⁴	tsɛ⁴⁴	tse5	
寨	寨		ts	ɛ	⁴⁴	tsɛ⁴⁴	tse5	
最	最		ts	ɛ	⁴⁴	tsɛ⁴⁴	tse5	
缀	綴		ts	ɛ	⁴⁴	tsɛ⁴⁴	tse5	
赘	贅		ts	ɛ	⁴⁴	tsɛ⁴⁴	tse5	
醉	醉		ts	ɛ	⁴⁴	tsɛ⁴⁴	tse5	
猜	猜		tsʰ	ɛ	⁴⁴³	tsʰɛ⁴⁴³	tshe1	
催	催		tsʰ	ɛ	⁴⁴³	tsʰɛ⁴⁴³	tshe1	
崔	崔		tsʰ	ɛ	⁴⁴³	tsʰɛ⁴⁴³	tshe1	
采	采		tsʰ	ɛ	⁵³	tsʰɛ⁵³	tshe3	
采	採		tsʰ	ɛ	⁵³	tsʰɛ⁵³	tshe3	
睬	睬		tsʰ	ɛ	⁵³	tsʰɛ⁵³	tshe3	
彩	彩		tsʰ	ɛ	⁵³	tsʰɛ⁵³	tshe3	
□	□	□ba6～：地方	tsʰ	ɛ	⁵³	tsʰɛ⁵³	tshe3	
菜	菜		tsʰ	ɛ	⁴⁴	tsʰɛ⁴⁴	tshe5	
脆	脆		tsʰ	ɛ	⁴⁴	tsʰɛ⁴⁴	tshe5	
翠	翠		tsʰ	ɛ	⁴⁴	tsʰɛ⁴⁴	tshe5	
裁	裁	文读，～判	dz	ɛ	²³²	dzɛ²³²	dze2	
财	財		dz	ɛ	²³²	dzɛ²³²	dze2	
才	才	文读，～子	dz	ɛ	²³²	dzɛ²³²	dze2	
豺	豺	文读，～狼虎豹	dz	ɛ	²³²	dzɛ²³²	dze2	
社	社	文读，～会	dz	ɛ	³¹³	dzɛ³¹³	dze6	
在	在	～乎；～外：另外	dz	ɛ	³¹³	dzɛ³¹³	dze6	
罪	罪	文读，犯～	dz	ɛ	³¹³	dzɛ³¹³	dze6	
悴	悴		dz	ɛ	³¹³	dzɛ³¹³	dze6	
腮	腮		s	ɛ	⁴⁴³	sɛ⁴⁴³	se1	
鳃	鰓		s	ɛ	⁴⁴³	sɛ⁴⁴³	se1	
栖	棲	白读，鸡～	s	ɛ	⁴⁴³	sɛ⁴⁴³	se1	
粞	粞	～米：碎米	s	ɛ	⁴⁴³	sɛ⁴⁴³	se1	
虽	雖		s	ɛ	⁴⁴³	sɛ⁴⁴³	se1	
衰	衰		s	ɛ	⁴⁴³	sɛ⁴⁴³	se1	
□	□	鱼鳍	s	ɛ	⁴⁴³	sɛ⁴⁴³	se1	
洗	洗	白读，～衣裳	s	ɛ	⁵³	sɛ⁵³	se3	
舍	舍	文读，宿～	s	ɛ	⁴⁴	sɛ⁴⁴	se5	
赛	賽		s	ɛ	⁴⁴	sɛ⁴⁴	se5	
细	細	白读，粗～	s	ɛ	⁴⁴	sɛ⁴⁴	se5	
碎	碎		s	ɛ	⁴⁴	sɛ⁴⁴	se5	
岁	歲		s	ɛ	⁴⁴	sɛ⁴⁴	se5	
粹	粹		s	ɛ	⁴⁴	sɛ⁴⁴	se5	
帅	帥		s	ɛ	⁴⁴	sɛ⁴⁴	se5	
祟	祟	祸～：祸	s	ɛ	⁴⁴	sɛ⁴⁴	se5	
裁	裁	白读，～缝	z	ɛ	²³²	zɛ²³²	ze2	
材	材		z	ɛ	²³²	zɛ²³²	ze2	
才	才	白读，～□vɔ̃2：才	z	ɛ	²³²	zɛ²³²	ze2	
随	隨	白读，～尔侬：随你	z	ɛ	²³²	zɛ²³²	ze2	
射	射	文读，注～	z	ɛ	³¹³	zɛ³¹³	ze6	
社	社	白读，～戏	z	ɛ	³¹³	zɛ³¹³	ze6	
罪	罪	白读，～过	z	ɛ	³¹³	zɛ³¹³	ze6	
遂	遂		z	ɛ	³¹³	zɛ³¹³	ze6	
该	該		k	ɛ	⁴⁴³	kɛ⁴⁴³	ke1	
居	居	白读，获得：～车子	k	ɛ	⁴⁴³	kɛ⁴⁴³	ke1	
□	□	～头：一会儿	k	ɛ	⁴⁴³	kɛ⁴⁴³	ke1	
改	改		k	ɛ	⁵³	kɛ⁵³	ke3	
溉	溉		k	ɛ	⁴⁴	kɛ⁴⁴	ke5	
概	概		k	ɛ	⁴⁴	kɛ⁴⁴	ke5	
盖	蓋		k	ɛ	⁴⁴	kɛ⁴⁴	ke5	
丐	丐		k	ɛ	⁴⁴	kɛ⁴⁴	ke5	
开	開	分成的份：三～生	kʰ	ɛ	⁴⁴³	kʰɛ⁴⁴³	khe1	
□	□	～锣：锣	kʰ	ɛ	⁴⁴³	kʰɛ⁴⁴³	khe1	
□	□	很：～热	kʰ	ɛ	⁴⁴³	kʰɛ⁴⁴³	khe1	
凯	凱		kʰ	ɛ	⁵³	kʰɛ⁵³	khe3	
恺	愷		kʰ	ɛ	⁵³	kʰɛ⁵³	khe3	
慨	慨		kʰ	ɛ	⁴⁴	kʰɛ⁴⁴	khe5	
徛	徛	站	ɡ	ɛ	³¹³	ɡɛ³¹³	ge6	
虚	虛	白读，浮肿	h	ɛ	⁴⁴³	hɛ⁴⁴³	he1	
嗨	嗨	呵斥，责备	h	ɛ	⁴⁴³	hɛ⁴⁴³	he1	
□	□	木～～：多	h	ɛ	⁴⁴³	hɛ⁴⁴³	he1	
海	海		h	ɛ	⁵³	hɛ⁵³	he3	
□	□	比（大小）：衣裳～～看	h	ɛ	⁴⁴	hɛ⁴⁴	he5	
呆	呆		ɦ	ɛ	²³²	ɦɛ²³²	ghe2	
孩	孩		ɦ	ɛ	²³²	ɦɛ²³²	ghe2	
□	□	肯定应答	ɦ	ɛ	²³²	ɦɛ²³²	ghe2	
碍	礙		ɦ	ɛ	³¹³	ɦɛ³¹³	ghe6	
艾	艾		ɦ	ɛ	³¹³	ɦɛ³¹³	ghe6	
害	害		ɦ	ɛ	³¹³	ɦɛ³¹³	ghe6	
骇	駭		ɦ	ɛ	³¹³	ɦɛ³¹³	ghe6	
隑	隑	东西倚靠	ɦ	ɛ	³¹³	ɦɛ³¹³	ghe6	
